Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,
DEFRA,KEW,06/08/2015,Utilities,Estates,EDF Energy Customers plc,"7,008,311.00","53,821.27",Electricity - supply 07/07/15-06/08/15 ,PL3 5RG,Trade Creditors,,,Electricity - Grid,,
DEFRA,DEFRA,24/08/2015,Contractor - Management Cover,Chief Operating Officer DG,Capita Business Services Ltd,LO10060342,"53,921.63",FEES & EXPENSES INCLUDED WITHIN P/E 08.08.2015,SL6 1DP,,,00000000,Asset,,
DEFRA,EA,18-Aug-15,Construction,SE Capital WiP,Volkerstevin Ltd,1369237,"54,063.60",Removal of all existing cabling on the Logic Control pilot trial - Thames Barrier Drive Equipment,EN11 9BX,,30142737,IMTH001493,Project,,
DEFRA,EA,25-Aug-15,Professional Services Other,SE NET - FCRM Ops East,Cleartrack EVL Ltd,1375962,"54,638.98",Minor works - West Thames July 2015,TN27 9PG,,30343161,,Administration,,
DEFRA,EA,21-Aug-15,Professional Services Other,MI Capital WiP,Cheltenham Borough Council,1376596,"54,837.50",Annual maintenance cost for Cox's meadow flood storage area,GL50 9SA,,,,Administration,,
DEFRA,EA,13-Aug-15,Construction,E and B Regulated Industry | Deputy Director of Site Based Regulation,Golder Associates UK Ltd,1373521,"54,839.26",Installation of a bio-oxidation unit at Maesbury Rd closed landfill site ,NG12 5BL,,30336486,EBPRI11903,Project,,
DEFRA,DEFRA,18/08/2015,Capital LA Grant E,Policy Delivery DG,Taunton Deane Borough Council,60516694,"55,000.00",PO 371739 REPAIR & RENEWAL GRANT,TA1 1HE,,,00000000,Expense,,
DEFRA,EA,11-Aug-15,Construction,SE Capital WiP,J Breheny Contractors Ltd,1372356,"55,173.62",Marlow flood alleviation scheme Gossmore Lane works June 2015,IP6 8NH,,,IMTH000887,Project,,
DEFRA,DEFRA,04/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM032104,"55,398.03",PO 378080 Kainos Sprint 44 - Programme cost,B11 2LE,SME,CAP 409,CAPDFA01,Asset,,
DEFRA,EA,20-Aug-15,Professional Services Other,NW Capital WiP,White Young Green,1374685,"55,983.80",Skirting Beck and Whangs Beck site investigations,LS6 2WQ,,30309584,IMNW000818,Project,,
DEFRA,EA,25-Aug-15,Professional Services Other,SE NET - FCRM Ops West,Cleartrack EVL Ltd,1375964,"56,079.10",Minor works - East Thames August 2015,TN27 9PG,,30343161,,Administration,,
DEFRA,DEFRA,10/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute of Zoology,35304,"56,267.00",PO 348202 CETACEAN STANDINGS INVESTIGATION 1ST APRIL - 30TH JUNE 2015,NW1 4RY,,MB0111,00000000,Expense,,
DEFRA,EA,25-Aug-15,Fleet,HO Capital WiP,T H White Ltd,1376098,"56,556.00",Supply and Delivery of Embankment Cutters,GL8 8QY,,30424180,HOFOFRM009,Project,,
DEFRA,EA,25-Aug-15,Fleet,HO Capital WiP,T H White Ltd,1376096,"56,556.00",Supply and Delivery of Embankment Cutters,GL8 8QY,,30424180,HOFOFRM009,Project,,
DEFRA,DEFRA,28/08/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Scroll LLP,070815,"57,662.50","PO 379582 JUL 15, REF- SCROLL 1043",SW2,SME,ecm_17544,BREXPERT,Expense,,
DEFRA,EA,4-Aug-15,Construction,NW Capital WiP,JBA Bentley Ltd,1371283,"57,805.55",Town Beck Ulverston flood alleviation scheme to end June 2015,LS24 9HA,,30387943,IMNW000104,Project,,
DEFRA,DEFRA,18/08/2015,Current Grants E,"Strategy, International and Biosecurity DG",Wildlife Conservation Society,1408155790300,"57,903.00",Bi-national collaboration to eradicate wildlife trafficking in Belize & Guatemala,10460,,,IWTXXXXX,Expense,,
DEFRA,EA,4-Aug-15,Professional Services Other,Deputy Director of Water Framework Directive,River Restoration Centre Ltd,1371687,"58,068.00",Evaluation of 2015/16 Catchment Restoration Funding Projects,MK43 0AL,,,,Administration,,
Defra,RPA,20-Aug-15,Contractors - Implementation,"20850, 20852, 20855, 20862, 28011, 50171",Capita Business Services,LO10059856,"58,238.98",Various contractors w/e 08/08/2015,SW1P 1JB,Supplier,Various,Blank,Admin,GB618184140,
DEFRA,DEFRA,18/08/2015,Agency Recharge,Chief Operating Officer DG,Merrick UK Ltd,000090,"58,260.00",PO 378905 B268 REFURBISHMENT JUNE JULY 2015,80111,,,B087P005,Asset,,
DEFRA,EA,4-Aug-15,Professional Services Other,MI Capital WiP,HFN Landscapes,1371457,"58,446.76",Lower Dove Landscaping,WR10 2DU,,,IMMI001015,Project,,
Defra,RPA,6-Aug-15,Organisational Change Consultancy – Advice,19011,Mouchel,90194600,"58,840.44",Professional services in accordance - CAP Beneficiary Database/Hosting. Charges for the period to 01/07/2015  ,OL1 9LH,Supplier,PO100855,Blank,Admin,GB900540375,
DEFRA,DEFRA,18/08/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",Natural Environ Research Council,NERC15589,"60,000.00",PO 309650 CO FUNDING AGREEMENT CONTRIBUTION 2015 - 16,SN2 1EU,,,EOBSTEAM,Expense,,
DEFRA,EA,11-Aug-15,Professional Services Other,Head of Research,HR Wallingford Ltd,1372353,"60,000.00",EurOtop calculation tool (for overtopping predictions ),OX10 8BA,,,HOEV101103,Project,,
DEFRA,DEFRA,06/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM032106,"60,345.91",PO 378080 Kainos Sprint 45 - Programme cost,B11 2LE,SME,CAP 409,CAPDFA01,Asset,,
DEFRA,DEFRA,10/08/2015,Current Grants E,Policy Delivery DG,Local Partnerships LLP,41101767,"60,500.00",PO 378269 WIDP TRANSACTOR SUPPORT GRANT JUNE 2015,SW1P 3HZ,SME,G.I.A - ECM 22123,WFUNDCON,Expense,,
Defra,RPA,24-Aug-15,Cartographic & Digitising,50180,Cyient,970004664,"60,576.36",Control With Remote Sensing(CWRS) - July 2015,WC1V 6RL,Supplier,PO100596,Blank,Admin,GB606138069,
DEFRA,EA,13-Aug-15,Construction,AN Capital WiP,Halcrow Group Ltd,1373087,"61,101.85",Lincshore beach renourishment,W6 7EF,,30384994,IMAN001844,Project,,
DEFRA,APHA,10/08/2015,RBS GPC credit cards,Central Finance Group,Royal Bank Of Scotland,5569500106684823,"61,390.77",Payment of the July  2015 invoice for purchases made through Government Procurement Card (GPC),55695001066848230 APHA JUL & AUG BILL,EC2M 4BA,,,00000000,Asset,
DEFRA,DEFRA,18/08/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",C E F A S,8005067,"61,415.25","PO 371252,  AQUATICS EVIDENCE R&D 15/16 AUG FUNDING",NR33 0HT,SME,,00000000,Expense,,
DEFRA,EA,18-Aug-15,Construction,SE Capital WiP | SE SSD - FCRM Ops (West),Team Van Oord,1374134,"61,417.31",Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (South East region),BN5 9XQ,,30384997,IMSE100349,Project,,
DEFRA,EA,13-Aug-15,Fleet,HO Fleet Operations,Briggs Marine Contractors Ltd,1372946,"62,683.44",National Marine Vessel Services May & June 2015,KY3 9AX,,30277423,,Administration,,
DEFRA,DEFRA,06/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM032107,"62,976.80",PO 378080 Kainos Sprint 46 - Development cost,B11 2LE,SME,CAP 409,CAPDFA01,Asset,,
DEFRA,EA,11-Aug-15,Construction,SE Capital WiP,Halcrow Group Ltd,1372469,"63,049.19",Middle Mole Flood alleviation scheme June 2015,W6 7EF,,30384994,IMSE500204,Project,,
Defra,RPA,3-Aug-15,External Inspections,60128,Hall Mark Meat Hygiene,SI001009,"63,116.40",353 Inspectorate resource augmentation for additional Crop diversification,GL10 2BJ,Supplier,PO101220,Blank,Admin,blank,
DEFRA,EA,18-Aug-15,Construction,HO Capital WiP,JacksonHyder Ltd,1372712,"63,133.24",Clements Green investigation works - Asset recovery package 3,IP1 5LT,,30395082,IMHO000035,Project,,
DEFRA,EA,20-Aug-15,Professional Services Other,Deputy Director of Climate Change,Climate UK,1373733,"63,618.76",Adapting to Climate Change Programme July 2015,GU1 1YA,,30410900,EBPCC11003,Project,,
DEFRA,EA,18-Aug-15,Professional Services Other,Deputy Director of Climate Change,Climate UK,1373734,"63,618.76",Adapting to Climate Change Programme August 2015,GU1 1YA,,30410900,EBPCC11003,Project,,
DEFRA,APHA,21/08/2015,Sub Contracted Services,,L G C Limited,50420933,"64,062.80",TSE samples for July  2015,PO 119454 1AHVLAPOS FALLEN STOCK POSITIVE RESULT,TW11 0LY,SME,,TSTS5902,Expense,
DEFRA,EA,13-Aug-15,ICT Commodities,Incident Management Manager,Teleperformance Ltd,1373296,"64,672.92",Floodline Call centre and management costs,BS1 3LG,,30372708,,Administration,,
DEFRA,EA,6-Aug-15,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1371849,"65,032.07",Facilities management - Additional Variable Services Charges July 2015,BS32 4NH,,30369825,,Administration,,
DEFRA,EA,11-Aug-15,Advertising and Media,HO Corp Comms and Media,NLA Media Access Ltd,1372804,"65,100.79",Copyright license for the Newspaper Licensing Agency from 1.7.15 to 30.6.16,TN1 1NL,,,,Administration,,
Defra,RPA,24-Aug-15,Contractors - Implementation,"20850, 20852, 20855, 20862, 28011, 50171",Capita Business Services,LO10061311,"65,684.96",Various contractors w/e 15/08/2015,SW1P 1JB,Supplier,Various,Blank,Admin,GB618184140,
DEFRA,EA,20-Aug-15,Construction,AN Capital WiP,Team Van Oord,1374334,"65,767.75",Anglian Asset reconditioning programme,BN5 9XQ,,30384997,IMAN002795,Project,,
DEFRA,EA,4-Aug-15,ICT Commodities,CI ITXpress Business,Capgemini UK Plc,1369844,"66,053.12",IT Service Procurement Hardware & Software Purchases July 2015,GU21 6DB,,30282611,,Administration,,
DEFRA,DEFRA,10/08/2015,Current Grants E,Policy Delivery DG,Isles of Scilly AONB,300715,"66,460.11",PO 375389 CLAIM FOR PAYMENT OF DEFRA GRANT PERIOD 1 DEC 2014 TO 31 MAR 2015,TR21 0LW,,,SCILLY01,Expense,,
DEFRA,EA,25-Aug-15,Construction,NW Capital WiP,JBA Bentley Ltd,1375439,"67,317.90",Elliot Park Pumping Station design and build contract ,BD23 2QR,,30387943,IMNW001025,Project,,
DEFRA,APHA,13/08/2015,VDP Services,Chief Operating Officer DG,Menter A Busnes,6996,"67,407.00",Providing services for the Veterinary Delivery Partnership Project,PO 118412 COMPLETE BTB TESTS,SY23 3AH,SME,,00000000,Expense,
DEFRA,APHA,13/08/2015,Marketing,,N I A B,NI9903,"68,748.81",Contract Work  - Lot 1-4 July 2015,PO 125753 LOT 1 TO 4 ROUTINE SERVICE & DELIVERY JULY 2015,CB3 0LE,SME,,00000000,Expense,
DEFRA,DEFRA,20/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Rothamsted Research Ltd,INV104188,"70,312.58",PO 376340 WHEAT GENETIC IMPROVEMENT NETWORK CH0106 14/15,AL5 2JQ,,CH0106,SFFS0006,Expense,,
DEFRA,EA,4-Aug-15,Construction,NE Capital WiP,Halcrow Group Ltd,1354609,"70,552.27",Morpeth Flood alleviation scheme March 15,W6 7EF,,30071913,IMNE000794,Project,,
DEFRA,DEFRA,04/08/2015,Other Current Payments E,Policy Delivery DG,Cumbria County Council,0267797,"71,831.43",PO 378965 2ND GRANT INSTALMENT,CA3 8NA,,GIA,00000000,Expense,,
Defra,RPA,4-Aug-15,Outsourced Scanning Costs,30051,Williams Lea,DEFRA-RPA15070001,"71,864.35",Print - Scanning & Postage,EC1M 4NA,Supplier,PO101149,MDSBCMS1,Admin,GB662774703,
DEFRA,EA,13-Aug-15,Fleet,HO Geomatics,RVL Aviation,1373605,"72,129.14",Supply of Aircraft & Pilots - remote sensing project,DE74 2SA,,30000394,SCLI0001,Project,,
DEFRA,EA,13-Aug-15,Industrial Services,SE Kent & South London- Tidal Flood Risk Manager,Port Of London Authority,1373079,"72,294.90",Thames Barrier running costs August 2015,DA12 2BG,,,,Administration,,
DEFRA,DEFRA,28/08/2015,Clearing Construction in Progress (Building Works),Chief Operating Officer DG,WSP CEL Ltd,223494,"74,400.00",PO 378644 PROJECT : E5803 WEYBRIDGE STAGE 2A,CV4 8HS,,,B087P001,Asset,,
DEFRA,EA,13-Aug-15,Energy and Fuels,National Facilities Manager,British Gas Business,1372942,"74,492.65",Renewable Electricity to Sub 100 kWh Sites in Midland July 2015,OX4 2JY,,30429814,,Administration,,
DEFRA,DEFRA,24/08/2015,Contractor - Management Cover,Chief Operating Officer DG,DevOpsGuys Ltd,190,"74,640.00",PO 378077 29 JUN 15,BN11 1QR,SME,,CAPDTA00,Expense,,
DEFRA,EA,20-Aug-15,Construction,AN Capital WiP,Mott Macdonald Ltd,1374891,"75,059.81",Boston Barrier Barrage Works July 2015,LS10 1JR,,30384996,IMAN001472,Project,,
DEFRA,EA,13-Aug-15,Construction,NE Capital WiP,VBA Joint Venture Ltd,1373037,"75,715.90",Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (North East),EN11 9BX,,30398134,IMNE640152,Project,,
DEFRA,DEFRA,27/08/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",The Pirbright Institute,ERS-561693-52880,"76,051.67",SE1128 - Planned R&D in support of FMD diagnostic capability - The Pirbright Institute -  Aug 15,GU24 0NF,,,00000000,Expense,,
DEFRA,EA,13-Aug-15,Facilities,SE Kent & South London- Tidal Flood Risk Manager,MITIE Security London Ltd,1373039,"77,684.40",Security Guard Services at Thames Barrier & Associated Sites July 2015,MK9 1LR,,30390972,,Administration,,
DEFRA,DEFRA,18/08/2015,Programme Consultancy Costs,Policy Delivery DG,Local Partnerships LLP,41101783,"77,736.00",PO 378270 WIDP CENTRAL CONTRACT JULY 2015,SW1P 3HZ,SME,ECM 22131,WFUNDCON,Expense,,
Defra,RPA,7-Aug-15,Contractors - Implementation,"20850, 20852, 20855, 20862, 28011, 50171",Capita Business Services,LO10059146,"78,177.43",Various contractors w/e 01/08/2015,SW1P 1JB,Supplier,Various,Blank,Admin,GB618184140,
DEFRA,EA,20-Aug-15,Fleet,HO Fleet Operations,Tony Hole Marine Ltd,1374291,"78,559.75","Non Coded Vessels - Service, Repair & Maintenance",PL9 7HP,,30322647,,Administration,,
DEFRA,EA,6-Aug-15,Construction,AN Capital WiP,Mott Macdonald Ltd,1371749,"78,967.43",Boston Barrier Barrage Works June 2015,LS10 1JR,,30384996,IMAN001472,Project,,
DEFRA,DEFRA,20/08/2015,Overhead Incidental Expenses,Chief Operating Officer DG,Shared Services Connected Ltd,100001455,"79,346.40",PO 377864 ORACLE LICENSE FEE YEAR 1 SCHEDULE 2 LINE TOTAL BPS,HP2 7AH,,ecm_4524,00000000,Expense,,
DEFRA,EA,25-Aug-15,Construction,SW Capital WiP,Halcrow Group Ltd,1376136,"79,472.40",Appraisal at Sowy and King's Sedgemoor Drain.,W6 7EF,,30384994,IMSW002145,Project,,
DEFRA,Seafish,03/08/2015,Contract,Overhead,Inland Revenue,SFIA MONTHLY PAYROLL JULY 15,"80,130.33",JULY 2015 PAYROLL MTH 04,,,,,,,
DEFRA,EA,11-Aug-15,Construction,SE Capital WiP,Halcrow Group Ltd,1372479,"81,405.65",Oxford Flood alleviation scheme June 2015,W6 7EF,,30384994,IMSE500177,Project,,
DEFRA,EA,25-Aug-15,Fleet,HO Fleet Operations,Hitachi Capital Vehicle Solutions Ltd,1375256,"82,942.66",Lease Car Rentals - Rural Payments Agency - August 2015.,RG14 2NU,,30340333,HORES00187,Project,,
DEFRA,EA,6-Aug-15,Construction,SE Capital WiP,Whitehouse Construction Co Ltd,1371670,"83,193.41",Flood Resistance Measures on Individual Properties - River Thames June 2015,DE6 1JU,,30296937,IMTH001763,Project,,
DEFRA,EA,13-Aug-15,Energy and Fuels,HO Financial Management Adjustment,British Gas Business,1373098,"83,254.61",Renewable Electricity to Sub100kWh Sites in South West July 2015,OX4 2JY,,30429819,,Administration,,
DEFRA,EA,20-Aug-15,Construction,SE Capital WiP,Amalgamated Construction Ltd,1373846,"83,617.53",Avebury Avenue minor works,S75 1HT,,30343165,IMSE100367,Project,,
DEFRA,EA,25-Aug-15,Construction,AN Nthn - FCRM Ops (W&N),J Breheny Contractors Ltd,1375683,"83,890.25",Maintenance works Wisbech to West Walton August 2015,IP6 8NH,,30397747,REAN002618,Project,,
DEFRA,EA,6-Aug-15,Construction,AN Capital WiP,OnSite Central Ltd,1369689,"84,104.40","Culvert clearance, Saffron Walden",WR3 8TJ,,30319000,IMAN002309,Project,,
DEFRA,EA,25-Aug-15,Professional Services Other,WT FCRM Ops South East,ECS Engineering Services Ltd,1375441,"84,846.00",Gate Fabrication at Old Windsor,NG17 2JW,,30343175,FRA16S213,Project,,
DEFRA,APHA,05/08/2015,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5807151087,"85,088.30",Information Technology Project Works for June 2015,PO 115053 APR 14AH 007 PERIOD FROM 01/06/15 TO 30/06/15,GU1 2LD,SME,10040,P10066OT,Expense,
DEFRA,EA,6-Aug-15,Construction,NW Capital WiP,JBA Bentley Ltd,1372248,"85,498.78",Heycop Pump Replacement July 2015,BD23 2QR,,30387943,IMNW000499,Project,,
DEFRA,DEFRA,20/08/2015,Other Current Payments (Evidence R&D),"Strategy, International and Biosecurity DG",University Of Glasgow,140815,"86,099.38",PO 374088 SE3290,G12 8QQ,,,00000000,Expense,,
Defra,RPA,3-Aug-15,External Inspections,60128,Hall Mark Meat Hygiene,SI000995,"87,969.60",Inspectorate Resource augmentation for additional Crop Diversification.,GL10 2BJ,Supplier,PO101220,Blank,Admin,blank,
DEFRA,EA,11-Aug-15,ICT Systems,CI Solutions Delivery Management | HO Capital WiP,Airbus Defence & Space,1372761,"89,100.00",Provision of DataShare Updates - DEFRA 2015_2016,GU14 0NL,,,BBPDM20000L26,Project,,
DEFRA,DEFRA,24/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Deloitte & Touche,2410093096,"90,199.20",PO 370811 FOR DEFRA CAP DELIVERY PROGRAMME 1 JULY 2015 TO 31 JULY 2015 TUNE CHARGES,MK9 1FD,,,CAPDFA03,Asset,,
DEFRA,EA,6-Aug-15,Construction,SW Capital WiP | SW Wessex - FCRM,Team Van Oord,1372472,"91,825.39",Wessex Asset recovery programme - Blandford Pumping station works,BN5 9XQ,,30384997,IMSW002124,Project,,
DEFRA,EA,20-Aug-15,Construction,SE Capital WiP,J Breheny Contractors Ltd,1374749,"92,175.49",Marlow flood alleviation scheme Gossmore Lane works July 2015,IP6 8NH,,,IMTH000887,Project,,
DEFRA,EA,4-Aug-15,Construction,MI Capital WiP,JN Bentley Ltd,1369543,"92,198.72",Leicester Flood risk management scheme,BD23 2QP,,30397786,IMMI001414,Project,,
DEFRA,DEFRA,25/08/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-561572-52871,"94,546.40","SE3268 - Antigen mining, DIVA assays and other diagnostic approaches - AHVLA  FY2015/16",KT15 3NB,SME,SE3268,00000000,Expense,,
DEFRA,DEFRA,10/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Exeter,GHA0124143,"94,678.00",PO 364911 DELIVERABLE 1 PCR OF BRAIN GONAD NUPTIAL PAD,EX4 4QJ,,CB0480,00000000,Expense,,
DEFRA,DEFRA,14/08/2015,FM Projects Non Capital Works,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00046357,"94,746.28",PO 374041 AND MULTI PO SBEWS SWM CONTRACT BILLING FOR PARTIALLY COMPLETED BCP WORKS ON DEFRA ESTATE.,BS32 4NH,,10195L,B0870000,Expense,,
DEFRA,DEFRA,28/08/2015,IBM Base Services Control,Chief Operating Officer DG,IBM United Kingdom Ltd,5808150387,"97,899.16","PO 378069, APR 15-001 , 03/04/2015 - 26/06/2015",GU1 2LD,SME,,CAPDFA08,Expense,,
DEFRA,DEFRA,28/08/2015,Other Current Payments E,Chief Operating Officer DG,Getmapping Plc,DEFRA017,"98,666.67","PO 372595, SUPPLY OF AERIAL PHOTOGRAPHY AUG 2015",RG27 8NW,SME,,AERPHOTO,Expense,,
DEFRA,EA,4-Aug-15,ICT Commodities,HO Capital WiP,EHS Data Ltd,1371391,"99,547.20",Enforcement case management system -12 month Software & Hosted Services to 30 March 2016,NG24 2TN,,,EBPRI13089L03,Project,,
DEFRA,DEFRA,06/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,A H D B,180022842,"100,000.00",PO 374911 DEFRA R&D REF SP1215,CV8 2TL,,Funding,00000000,Expense,,
DEFRA,APHA,07/08/2015,Project specific expenditure,Chief Operating Officer DG,Williams Lea Ltd,DEFRAAPHA15070001,"102,807.89",Printing and supplying of 30000 pet passports,PO 119888 TOTAL STD RATES SUPPLIES,EC1M 4NA,,,00000000,Expense,
DEFRA,DEFRA,25/08/2015,Other Current Payments (Evidence R&D) (Agency),"Strategy, International and Biosecurity DG",Animal Health and Veterinary Laboratories Agency,ERS-561568-52870,"103,028.00",SE3266 (Var) Re-profile - Continued vaccine development: Improving BCG and developing non-sensitising vaccines for cattle  - AHVLA -  FY14/15 ,KT15 3NB,SME,SE3266,00000000,Expense,,
DEFRA,DEFRA,04/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM032103,"103,873.73",PO 378080 Kainos Sprint 44 - Development cost,B11 2LE,SME,CAP 409,CAPDFA01,Asset,,
DEFRA,DEFRA,14/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Wales Aberystwyth,20061903,"104,476.59",PO 353893 DEFRA LINK PROJECT,SY23 2AX,,Exempt,00000000,Expense,,
DEFRA,DEFRA,28/08/2015,Current Grants UK,Policy Delivery DG,Northern Ireland Environment Agency,460016729,"105,500.00","PO 365567, WASTE SHIPMENTS COMPLIANCE",BT7 2JA,,,00000000,Expense,,
DEFRA,DEFRA,26/08/2015,Current Grants E,Policy Delivery DG,Cotswolds Conservation Board,190615,"106,400.00",PO 377261 CLAIM FROM 01/07/15 TO 30/09/2015,GL54 3JH,SME,GIA,00000000,Expense,,
DEFRA,DEFRA,24/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,Marine Management Organisation,6000016511,"107,028.00",PO 377464 AA100M - ADHOC IEG PROJECTS MMO1086,NE4 7YH,,MB 0146,00000000,Expense,,
Defra,JNCC,18-Aug-15,CONTRACTED OUT CONSERVATION SERVICES,Surveillance and monitoring,BRITISH TRUST FOR ORNITHOLOGY,11676,"108,162.75",Monitoring of birds and the environment,IP24 2PU,SME,A09-0056-0259,100,Administration,,
DEFRA,DEFRA,18/08/2015,Capital LA Grant E,Policy Delivery DG,Ashfield District Council,9382930,"108,505.37",PO 376208 REPAIR & RENEW GRANT QUARTER,NG17 8DA,,,00000000,Expense,,
DEFRA,DEFRA,04/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM032101,"108,524.62",PO 378080 Kainos Sprint 43 - Development cost,B11 2LE,SME,CAP 409,CAPDFA01,Asset,,
DEFRA,DEFRA,06/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Hitachi Consulting,2260007693,"109,181.26",PO 365305 DEFRA CR76 FR 2/3 JULY 1ST GO LIVE EXTENSION,SE1 2AP,SME,,CAPDFA03,Asset,,
DEFRA,DEFRA,10/08/2015,Other Current Payments E,Policy Delivery DG,JSS Pensions Administration,RCPS10545,"109,705.73",PO 376876 JUL 2015 PENSIONS NCC,SN2 1UH,,,00000000,Expense,,
DEFRA,NE,5-Aug-15,Grants & contributions,Strategy and Reform,Devon County Council,ERS-987629-52736,"111,786.93",Grant for South West Coast Path maintenance in Devon - 2014-15,EX2 4QW,,ECM6693,,,,
Defra,RPA,6-Aug-15,Service Management (Admin),20862,IBM,5807151589,"114,669.01",May 15 Volumetric trueup,PO6 3AE,Supplier,PO101409,IBMBSVOL,Admin,GB107328000,
DEFRA,DEFRA,28/08/2015,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of York,83056,"115,000.00",PO 375801 FIRST INTERIM REPORT SUBMITTED TO DEFRA REF RV0017 CH0104,YO10 5DD,,CH0104,SFFS0006,Expense,,
DEFRA,DEFRA,06/08/2015,Clearing Construction in Progress (I.T.),Chief Operating Officer DG,Specialist Computer Centres,OPM032105,"116,322.97",PO 378080 Kainos Sprint 45 - Development cost,B11 2LE,SME,CAP 409,CAPDFA01,Asset,,
DEFRA,DEFRA,20/08/2015,IT Software,Chief Operating Officer DG,Specialist Computer Centres,OPM028706,"116,912.65",PO 378629 WPOOH REQUESTS FOR OUT OF HOURS FY 2014 - 2015,B11 2LE,SME,,CAPDFA07,Expense,,
DEFRA,APHA,17/08/2015,VDP Services,Chief Operating Officer DG,XL FARMCARE NORTH LTD. ~175942866,N072015A,"118,692.13",Providing services for the Veterinary Delivery Partnership Project,PO 121375 NUMBER OF COMPLETE BTB TESTS,ST15 8NA,,,00000000,Expense,
DEFRA,EA,18-Aug-15,Construction,NE Capital WiP,JBA Bentley Ltd,1373817,"119,295.95","Flood Defence works, comprising sheet piled defences and associated access and temporary works to Reedness internal drainage board",BD23 2QR,,30387943,IMNE790508,Project,,
DEFRA,EA,13-Aug-15,Construction,SE Capital WiP,CH2M Hill UK,1373365,"120,785.84",Thames Estuary 2100 Annual Plan 15/16 - Regional Flood and Coastal Committee Southern,SW1P 2AL,,,IMSE100383,Project,,
DEFRA,DEFRA,04/08/2015,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00046857,"122,388.03",PO 379127 PASS THROUGH BILLING JUN 2015,BS32 4NH,,,00000000,Expense,,
DEFRA,EA,11-Aug-15,Facilities,FM Operating Unit - Central and South East,HR Wallingford Ltd,1371747,"124,800.00",Rental for Red Kite House 23.8.15 to 22.11.15,OX10 8BA,,,,Administration,,
DEFRA,EA,13-Aug-15,Energy and Fuels,HO Business Finance,British Gas Business,1373217,"125,649.22",Electricity Bills for the Environment Agency South East Region.  July 2015,OX4 2JY,,30400270,,Administration,,
DEFRA,Seafish,13/08/2015,Contract,Project,Worldspan Group,"19,678.00","126,411.19",WSC2015 EVENT,LL22 8LJ,,,,,372 4554 46,
DEFRA,EA,13-Aug-15,Professional Services Other,SE Capital WiP,Ballymore Properties Ltd,1373277,"127,609.13",Minoco Wharf - Thames Tidal Frontages ,E14 9NN,,,IMTH001749,Project,,
DEFRA,APHA,25/08/2015,Emergency Management/Stand-by Goods and Services,,Livetec Systems Ltd,LSL062,"127,825.41",Costs incurred for Avian Influenza outbreak July 2015,PO 126000 POULTRY CATCHING SERVICES,MK45 5DT,SME,,AVINOR02,Expense,
DEFRA,EA,4-Aug-15,Professional Services - CCL,National Technical Team,Interserve FM Ltd,1371241,"128,478.43",Facilities Management - Repair & Replacement Fund July 2015,BS32 4NH,,30369823,,Administration,,
DEFRA,EA,4-Aug-15,Construction,SE Capital WiP,Team Van Oord,1369962,"132,302.40",Clays Lake upper mole Flood alleviation scheme,BN5 9XQ,,30384997,IMTH000956,Project,,
DEFRA,EA,4-Aug-15,Construction,NW South-FCRM Ops,Esh Construction Ltd,1370979,"133,205.53",Manchester trash screen replacement works.,DH6 5PF,,30393946,RENW002183,Project,,
DEFRA,EA,13-Aug-15,Construction,NE Capital WiP,Jackson Civil Engineering Ltd,1371962,"138,500.68",Pickering Flood alleviation scheme,IP1 5LT,,30142731,IMNE000134,Project,,
