Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,Supplier Type,Contract Number
Ministry of Justice,HMCTS,12/Sep/2012 ,221000-Property Rent and Rates,BZ999-London Region,SAVILLS COMMERCIAL LTD,2170850,"£104,687.75",Estates HQ Tribs York Building Feltham Rent Quarter 3,M2 4AW,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,221000-Property Rent and Rates,BZ999-London Region,SAVILLS COMMERCIAL LTD,2170850,"£57,981.50",Estates HQ Tribs Wellington Building Feltham Rent Quarter 3,M2 4AW,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,221000-Property Rent and Rates,BZ999-London Region,ASHWELL ROGERS LLP,2165436,"£231,875.00",Estates HQ Tribs Bedford Square Rent Quarter 3,W1S 3NQ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,2180376,"£178,932.29",Estates HQ Record Storage,EH54 7DF,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,221000-Property Rent and Rates,BZ999-London Region,MAPELEY STEPS CONTRACTOR LTD,2163076,"£50,842.00",Estates Tribs 7th Victory House Rent Quarter 3.,SE1 0TA,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,221000-Property Rent and Rates,BZ999-London Region,WORKMAN,2166132,"£26,243.75","Quarterly rent for Midlands RAP (Quay Street, Birmingham)",SN3 9AP,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,ROYAL BOROUGH OF KINGSTON UPON THAMES,2180004,"£92,254.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,2179863,"£35,909.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,2179863,"£315,228.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF ISLINGTON,2179950,"£52,102.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HAMMERSMITH & FULHAM,2179944,"£41,564.05",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BRENT,2179937,"£37,762.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF REDBRIDGE,2179954,"£47,083.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2179865,"£317,870.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2179865,"£65,915.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2179865,"£34,894.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2179865,"£39,674.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2179865,"£70,266.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,2179940,"£72,178.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF NEWHAM,2179953,"£33,460.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,2179940,"£31,787.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,221000-Property Rent and Rates,BZ999-London Region,BIRMINGHAM CITY COUNCIL,2183203,"£33,024.94",Rates payment for 2nd Floor Louisa House Birmingham,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2179956,"£46,366.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2179956,"£109,940.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2179956,"£88,907.99",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2179956,"£33,221.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF TOWER HAMLETS,2179957,"£44,215.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CAMDEN,2179939,"£162,520.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,262000-SCA Costs,DZ999-South West Region,ENTERPRISE CIVIC BUILDINGS LIMITED,2172214,"£264,758.42",Exeter - Enterprise Civic Buildings Ltd (GU9 7PT) - Unitary Charges for Exeter PFI-Monthly,GU9 7PT,0000,Programme,,
Ministry of Justice,HMCTS,26/Sep/2012 ,262000-SCA Costs,FZ999-Midlands Region,DERBYSHIRE COURTS LTD,2185555,"£455,457.73",Derby & Chesterfield - Derbyshire Courts Ltd - (SE1 9RD) - Unitary Charges for Derbyshire PFI - Monthly,SE1 9RA,0000,Programme,,
Ministry of Justice,HMCTS,26/Sep/2012 ,262000-SCA Costs,FZ999-Midlands Region,H & W COURTS LIMITED,2185604,"£454,428.02",Hereford & Worcester - H&W Courts Ltd (EC2V 7HR) - Unitary Charges for Hereford & Worcester PFI - Monthly,SE1 9RA,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BROMLEY,2179938,"£32,026.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,532000-Tangible GBV - Additions,CZ999-South East Region,VINSTRATA BUILDERS (LONDON) LTD,2183989,"£132,343.05","CIS Labour - Brighton Magistrates - Vinstrata (London) Ltd - Separation of Heating from Police Station, formation of new Plant room and Boiler, with full BMS system plus all associated works.",CIS-BR2 6BN,0000,Programme,SME,
Ministry of Justice,HMCTS,25/Sep/2012 ,532000-Tangible GBV - Additions,CZ999-South East Region,VINSTRATA BUILDERS (LONDON) LTD,2183989,"£80,832.83","Crawley MC - Vinstrata - CIS LABOUR - Separation of heating supply to court to include fitting of new boilers, new gas and water supply",CIS-BR2 6BN,0000,Programme,SME,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARINGEY,2179945,"£56,882.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF GREENWICH,2179943,"£77,436.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARROW,2179946,"£48,995.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HOUNSLOW,2179949,"£62,140.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ARROWCROFT SERVICES LTD,2165434,"£38,957.25","Quarterly rent for Osprey House, Chelmsford (Ground Floor)",W1K 6AD,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ARROWCROFT SERVICES LTD,2165434,"£79,705.00","Quarterly rent for Osprey House, Chelmsford (First & Second Floor)",W1K 6AD,0000,Programme,,
Ministry of Justice,HMCTS,05/Sep/2012 ,221000-Property Rent and Rates,CZ999-South East Region,GE REAL ESTATE,2163008,"£115,819.75",Estates HQ Tribs Radius 2nd & 3rd Floors House Watford Rent Quarter 3,W6 8BJ,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222002-Other Property Costs,GZ999-North West Region,GARTSIDE LTD,2180299,"£2,039,901.00",Manchester Civil Justice Centre - Gartside Limited - Rent Due Under Lease for Manchester CJC - Quarterly,W1G 0QF,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222002-Other Property Costs,CZ999-South East Region,CAPITA SYMONDS,2180168,"£29,969.59",Estates HQ Tribs Radius House Watford Service Charge Quarter 3,WC2H 8AD-A/C005,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,SYNERGY HUNTINGDON TRUSTEE LTD,2172768,"£321,636.00",Estates HQ Huntingdon Magistrates Court Rent Quarter 3,E14 5LQ,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,STANDARD LIFE INVESTMENTS,2170870,"£175,743.02",Estates HQ Priory Court Chelmsford Rent Quarter 3,EH2 2LL,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,DURKAN ESTATES LTD,2172204,"£71,250.00",Estates HQ Tunbridge Wells County Court Rent Quarter 3,EN8 7DR,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222001-Maintenance,AG999-HQ - Estates,VALUATION OFFICE AGENCY,1604,"£42,427.00",VOA,W1D 5BU,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,JONES LANG LASALLE LTD,2183507,"£45,305.00",Service charge for Chelmsford Priory Court,E14 5WQ-SERVICE,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HMRC,1588,"£78,372.14",Service charge for Southend County Court,BN12 4XH,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HMRC,1589,"£66,003.23",Service charge for Medway County Court,BN12 4XH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,265000-IT & Telecommunications,DZ999-South West Region,DEPARTMENT FOR WORK & PENSIONS (DWP),1600,"£31,063.40",Tribunal National Consolidated Billing - Department for Work & Pensions - Charges for Video Conference & ISDN Telephone Lines - Acct no.:76967,CF14 3UW,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MERCHANT PLACE PROPERTY PARTNERSHIP 36,2170308,"£236,566.09",Estates HQ Cambridge Civil Justice Centre Rent Quarter 3,W1K 4QX,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CP & CJ BROWN,2177528,"£31,250.00",Quarterly rent for Central Payments Office,OX25 4AL,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,I ELLINSON & CO,732107,"£26,765.00",Quarterly rent for Ground Floor Maidstone Admin Offices,NE9 6BQ,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CBRE CB RICHARD ELLIS,2165515,"£100,480.25",Estates HQ Reading County Court Rent Quarter 3,G2 6UA-NWTCOM,0000,Programme,,
Ministry of Justice,HMCTS,28/Sep/2012 ,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,2188320,"£141,400.64",Liverpool QEII Crown Court - BMS and LV panel replacement as per your tender submission,CIS-M12 6FX,0000,Programme,SME,
Ministry of Justice,HMCTS,21/Sep/2012 ,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,2180348,"£194,897.34",Relocation of Employment Tribunal office to 3rd floor.,CIS-M12 6FX,0000,Programme,SME,
Ministry of Justice,HMCTS,21/Sep/2012 ,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,2180348,"£389,971.70",Relocation of Employment Tribunal office to 3rd floor.,CIS-M12 6FX,0000,Programme,SME,
Ministry of Justice,HMCTS,04/Sep/2012 ,265000-IT & Telecommunications,CZ999-South East Region,LOGICA UK LTD,2160547,"£25,596.00",CCN L-R-3440-01 - Huntingdon County - Logica UK Ltd - deployment of ETHOS database Logica to provide database implementation,CF31 9AP,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2168039,"£118,587.66","CCN-L-S-3043-03 - 	provision of Portfolio Management, Delivery Management, Technical Assurance, Solution Analysis and associated services from 1st April 2012 to 31st December 2012					",CF31 9AP,0000,Admin,,
Ministry of Justice,HMCTS,14/Sep/2012 ,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,LOGICA UK LTD,2172376,"£39,679.00",LR-2911-02 Fixed price Proposal provided by LOGICA for the delivery and support of the bulk printing solution,CF31 9AP,0000,Programme,,
Ministry of Justice,HMCTS,28/Sep/2012 ,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2188405,"£88,614.78","CCN-L-S-3043-03 - 	provision of Portfolio Management, Delivery Management, Technical Assurance, Solution Analysis and associated services from 1st April 2012 to 31st December 2012					",CF31 9AP,0000,Admin,,
Ministry of Justice,HMCTS,28/Sep/2012 ,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2188405,"£63,044.42",CCN-L-S-2778-03 Time and Materials (T&M) CCN (L-S-2778-03) provides continuation of cover for key resources from 1st April and expires when the maximum charges provisioned under this CCN (L-S-2778-03) run out.,CF31 9AP,0000,Admin,,
Ministry of Justice,HMCTS,28/Sep/2012 ,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2188405,"£85,011.28",CCN-L-S-2778-03 Time and Materials (T&M) CCN (L-S-2778-03) provides continuation of cover for key resources from 1st April and expires when the maximum charges provisioned under this CCN (L-S-2778-03) run out.,CF31 9AP,0000,Admin,,
Ministry of Justice,HMCTS,21/Sep/2012 ,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2180422,"£96,992.00","L-R-3474-01 Provision of Rotaquest on DISC FY12/13						",CF31 9AP,0000,Admin,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ABERDEEN,2170109,"£38,417.50",Quarterly rent for Watford County Court,G2 5EA,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,532000-Tangible GBV - Additions,CZ999-South East Region,SHAYLOR GROUP PLC,2183898,"£68,495.92",CIS Labour-Bedford Magistrates'-Roof Repair Works and installation of access ladders and access points to roof,CIS-WS9 8BX,0000,Programme,SME,
Ministry of Justice,HMCTS,25/Sep/2012 ,532000-Tangible GBV - Additions,CZ999-South East Region,SHAYLOR GROUP PLC,2183898,"£66,266.52",CIS Labour-Bedford Magistrates'-Roof Repair Works and installation of access ladders and access points to roof,CIS-WS9 8BX,0000,Programme,SME,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,GDPP,2170212,"£59,125.00",Quarterly rent for Brighton County Court,PE1 1PA,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HERTFORDSHIRE CONSTABULARY,2180351,"£55,695.37",Quarterly rent for Hatfield Remand Centre,AL8 6XF,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,SUFFOLKLIFE,2166041,"£32,593.00",Quarterly rent for Ipswich County Court,IP1 1QJ,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,GOOD HARVEST GROUP LTD,722319,"£41,080.00",Quarterly rent for Epsom County Court,HA5 2EW,0000,Programme,,
Ministry of Justice,HMCTS,26/Sep/2012 ,532000-Tangible GBV - Additions,CZ999-South East Region,MITIE JUSTICE LTD,2185678,"£87,146.92",CIS Labour - Hove Crown - Mitie Justice Ltd - resurfacing of Judges' Car Park and replacement of barrier including electrical work,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2168095,"£98,626.39","CIS Labour - Replacement & upgrade boilers for courts 4 & 5 (PAR 2100) - MITIE JUSTICE  LTD - Bexley Magistrate Court. 	",CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,14/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2172429,"£80,521.84",CIS Labour - Woolwich County - Mitie Justice - Renewal of flat roof coverings - PAR L 12,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222001-Maintenance,CZ999-South East Region,MITIE JUSTICE LTD,2180470,"£32,355.25",Canterbury Combined Courts - Mitie Justice- SE-KSS-TFM-12/13-0001 - To carry out video link enabling works,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,07/Sep/2012 ,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2165812,"£83,468.28",Security,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2180470,"£29,375.76",Security,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2183624,"£66,951.75",Security,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2177687,"£48,155.58","CIS Labour - TFM Works Package B, South West Region - Soft Services (Variable) - Security",CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2180470,"£45,818.01",Internal Repair and Maintenance,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2177687,"£29,696.08","CIS Labour - TFM Works Package B, South West Region - Hard Services (Variable) - M&E Repair & Maintenance",CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,532000-Tangible GBV - Additions,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2177688,"£89,010.57",CIS Labour - Rebuild/replace the entire listed perimeter wall - PAR 2111 (under term contract) - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - Enfield Magistrate Court,CIS-PO1 9DB,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2177687,"£156,703.92",Cleaning,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2177687,"£72,149.39",Waste Disposal,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2177687,"£395,128.55",Security,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2177687,"£207,942.97","Repair and Maintenance 	",CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2177687,"£280,757.84",Repair and Maintenance,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2177687,"£29,104.75",Management,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2177687,"£323,435.64",Cleaning,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2177687,"£577,286.60",Security,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,19/Sep/2012 ,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2177687,"£29,375.76",Security,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2183624,"£66,951.75",Security,CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2183624,"£100,006.07","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - M&E Repair & Maintenance",CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2183624,"£220,845.87","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Security",CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,25/Sep/2012 ,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2183624,"£110,980.63","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Cleaning",CIS-BS16 7FH,0000,Programme,,
Ministry of Justice,HMCTS,12/Sep/2012 ,532000-Tangible GBV - Additions,GZ999-North West Region,MITIE TILLEY ROOFING LTD,2170311,"£29,485.87",Blackpool Magistrates Court - Re-roof,CIS-NE20 9SD,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,LUTON BOROUGH COUNCIL,2179959,"£33,434.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,BASILDON DISTRICT COUNCIL,2179816,"£35,266.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CANTERBURY CITY COUNCIL,2179846,"£38,701.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MAIDSTONE BOROUGH COUNCIL,2179960,"£60,914.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CAMBRIDGE CITY COUNCIL,2179844,"£25,648.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,READING BOROUGH COUNCIL,2179997,"£47,632.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,COLCHESTER BOROUGH COUNCIL,2179867,"£37,111.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,11/Sep/2012 ,532000-Tangible GBV - Additions,DZ999-South West Region,LORNE STEWART PLC,2168044,"£134,241.22",CIS labour: fire alarm installation at Bristol Crown Court.,CIS-BS4 2RA,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,2179852,"£31,831.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,2179852,"£28,167.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,2179852,"£25,877.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ST ALBANS CITY & DISTRICT COUNCIL,2180034,"£34,350.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,OXFORD CITY COUNCIL,2179989,"£28,396.00",Scheduled rates payment,RATES,0000,Programme,,
Ministry of Justice,HMCTS,21/Sep/2012 ,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,NORWICH CITY COUNCIL,2179985,"£30,228.00",Scheduled rates payment,RATES,0000,Programme,,
