DEPARTMENT,ENTITY,ACCOUNTING_DATE,EXPENSE_TYPE,SUPPLIER_OBS_TYPE,EXPENSE_AREA,SUPPLIER_OBS_TYPE_1,SUPPLIER,TRANSACTION_NUM, AMOUNT ,Actual Description,POSTCODE,SUPPLIER_TYPE,CONTRACT_NUMBER,PROJECT_CODE,EXPENDITURE_TYPE,VAT_REGISTRATION_NUM
DEFRA,DEFRA ORGANISATION,07/02/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000007893,112274.44,Funding for the provision of a specific service to Defra. (Not for Research and Development),YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,13/02/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000008032,318372.75,Veterinary and Scientific Advice,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,13/02/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000008112,173280,Veterinary and Scientific Advice-overheads,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,13/02/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000008113,318372.75,Veterinary and Scientific Advice,YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,27/02/2012,Other Current Payments E,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,5000008133,45845.89,AHVLA (Sampling and Surveillance),YO1 7PX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,17/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Newcastle Upon Tyne,9100046799,29065.61,Assessing the environmental consequences of husbandry changes in UK poultry systems through a Life Cycle Analysis ,NE1 7RU,,exempt,SFFS0006,Expense,
DEFRA,DEFRA ORGANISATION,15/02/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,9.02E+11,25494.33,Greenhouse Gases Platform - Nitrous Oxide Emissions Factors,WV6 8TQ,,exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,15/02/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,9.02E+11,28205,Potential for nitrification inhibitors and fertiliser nitrogen application timing strategies to reduce direct and indirect nitrous oxide emissions from UK agriculture,WV6 8TQ,,exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,15/02/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,9.02E+11,29102.66,Air quality measurements on cracking clay soils,WV6 8TQ,,exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,15/02/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,9.02E+11,78094.2,Understanding the behaviour of livestock manure multiple pollutants through contrasting cracking clay soils,WV6 8TQ,,,0,Expense,
DEFRA,DEFRA ORGANISATION,17/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,The Royal Veterinary College,1.40E+12,29397.4,Payment for Animal Health and Welfare Research Project,AL9 7TA,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,15/02/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,9.02E+12,112979.17,Life cycle analysis of endemic diseases on Greenhouse Gases emissions intensity ,WV6 8TQ,,Exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,17/02/2012,Other Current Payments E,Public Body,Food and Farming Group,Public Body,University Of Birmingham,212SCIA01545,27793,PROJECT:INTERNATIONAL SUSTAINABLE DEVELOPMENT FUND- MILESTONE 6,B15 2TT,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Bristol,ERS-13-FEB-12-37926,28392.49,Animal Health and Welfare Research Contract Payment,BS40 5DU,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Bristol,ERS-14-FEB-12-37927,29634,Animal Health and Welfare Research Contract Payment,BS40 5DU,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of East Anglia,ERS-493444-37930,25733.66,Demonstration Test Catchments: Catchment scale testing of measures to mitigate diffuse agricultural pollution on the Wensum,NR4 7TJ,,Exempt,SFFS0004,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Reading,ERS-493472-37951,44195.83,Methane Emissions Factors - University of Reading  2010/11,RG6 6AH,,Exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Non Supplier,Food and Farming Group,Non Supplier,North Wyke Research.,ERS-493475-38064,44901.08,Nitrous Oxide Emissions Factors,AL5 2JQ,SME,Exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Warwick,ERS-493492-37963,45365.58,Leafy Vegetable Genetic Improvement Network (VeGIN): Pre-breeding research to support sustainable farming of leafy vegetables and salads,CV4 7AL,,Exempt,SFFS0006,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Warwick,ERS-493500-37964,30225,Scoping study on the potential impact of environmental factors associated with climate change on major UK crops,CV4 7AL,,exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food & Environment Research Agency,ERS-493504-38081,199680,Future Proofing Plant Health,YO41 1LZ,,Exempt,SFFS0002,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Gloucestershire,ERS-493505-38034,147105.92,The development of a fertiliser recommendation system,GL50 2RH,,exempt,SFFS0006,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Wales Aberystwyth,ERS-493517-37961,27811.32,Plant-based strategies to improve the nutritional value of beef for the consumer (ProBeef),SY23 2AX,,,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-493602-37965,175000,VLA Contract E 2011-2012 February 2012,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-493603-37966,272166.67,VLA Contract T 2011-2012 February 2012,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,University Of Edinburgh,ERS-493644-37934,26393.91,Animal Health and Welfare Research Contract Payment,EH1 1HT,,,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-493646-37969,55124.41,Animal Health and Welfare Research Contract Payment,KT15 3NB,,,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-493653-37974,48965.83,Animal Health and Welfare Research Contract Payment,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-493654-37975,34304.83,Animal Health and Welfare Research Contract Payment,KT15 3NB,,,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Institute For Animal Health,ERS-493673-37890,56287.33,Animal Health and Welfare Research Contract Payment,RG20 7NN,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Institute For Animal Health,ERS-493674-37891,27198,Animal Health and Welfare Research Contract Payment,RG20 7NN,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Institute For Animal Health,ERS-493689-37893,25333.33,Animal Health and Welfare Research Contract Payment,RG20 7NN,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Institute For Animal Health,ERS-493697-37899,157582.5,Animal Health and Welfare Research Contract Payment,RG20 7NN,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,Institute For Animal Health,ERS-493698-37900,27220.08,Animal Health and Welfare Research Contract Payment,RG20 7NN,,,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),OGD,Food and Farming Group,OGD,B B S R C,ERS-493703-37870,55904.5,Animal Health and Welfare Research Contract Payment,SN2 1UH,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-493726-37994,46016.16,Animal Health and Welfare Research Contract Payment,KT15 3NB,,,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493727-38133,36825.22,Animal Health and Welfare Research Contract Payment,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food and Environment Research Agency,ERS-493730-38085,70977.33,Animal Health and Welfare Research Contract Payment,YO41 1LZ,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-493734-37997,28996.16,Animal Health and Welfare Research Contract Payment,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-493735-37998,91334,Animal Health and Welfare Research Contract Payment,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Veterinary Laboratories Agency,ERS-493740-37999,27418.25,Animal Health and Welfare Research Contract Payment,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493752-38138,64202,Animal Health and Welfare Research Contract Payment,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493753-38139,34023.33,Animal Health and Welfare Research Contract Payment,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,28/02/2012,Other Current Payments (Evidence R&D),Public Body,Food and Farming Group,Public Body,The Queens University Of Belfast,ERS-493754-37918,123098,Animal Health and Welfare Research Contract Payment,BT7 1NN,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food & Environment Research Agency,ERS-493757-38087,80606.58,Animal Health and Welfare Research Contract Payment,YO41 1LZ,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Other Current Payments (Evidence R&D) (Agency),Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493760-38142,47742,Animal Health and Welfare Research Contract Payment,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493970-38143,567666,Animal Health Surveillance - New and Emerging Diseases,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493971-38144,295597,Animal Health Surveillance - Zoonotic Diseases,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493974-38145,410971,Animal Health Surveillance - Exotic Diseases,KT15 3NB,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493976-38147,33301,Animal Health Surveillance - Enhancing Surveillance,KT15 3NB,,,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493978-38148,1499833,Animal Health Surveillance - Overheads,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Payments to Agencies GB,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493979-38149,744750,Animal Health Surveillance - Capital charges,KT15 3NB,,Exempt,CAPCHARG,Expense,
DEFRA,DEFRA ORGANISATION,24/02/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Animal Health and Veterinary Laboratories Agency,ERS-493993-38150,257666.67,Animal Health/ Veterinary Laboratory Agency - Contract L,KT15 3NB,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,13/02/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food & Environment Research Agency,F0020257,66961,Food Environment Research Agency  ,YO41 1LZ,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,13/02/2012,Evidence Non R&D,Defra Executive Agency,Food and Farming Group,Defra Executive Agency,Food & Environment Research Agency,F0020259,72384,Food Environment Research Agency  ,YO41 1LZ,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,17/02/2012,Grant-in Aid Payments,Defra NDPB,Food and Farming Group,Defra NDPB,Gangmasters Licensing Authority,GIAKAJFEB2012,179542.5,Grant in Aid payment to cover the costs of running the gangmasters licensing scheme not covered by the licence fee.,NG8 9AF,,Exempt,GLA00005,Expense,
DEFRA,DEFRA ORGANISATION,17/02/2012,Other Current Payments UK,Defra NDPB,Food and Farming Group,Defra NDPB,Gangmasters Licensing Authority,GIAKAJFEB2012130112,206735.5,Payment to the Gangmasters Licensing Authority to cover the cost of enforcing gangmasters licensing legislation,NG8 9AF,,Exempt,GLA00002,Expense,
DEFRA,DEFRA ORGANISATION,09/02/2012,Other Current Payments E,Public Body,Food and Farming Group,Public Body,University Of Aberdeen,GRSI00028761,28576,ESTIMATES OF FUTURE AGRI GREENHOUSE GAS EMISSIONS IN CHINA ,AB24 3FX,,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,01/02/2012,Evidence Non R&D,OGD,Food and Farming Group,OGD,Agri-Food & Biosciences Institute,INV02619,27000,Contract for the Provision of Food and Agriculture Policy (FAPRI) - UK Project ,BT9 5PX,,Exempt,FCAG0002,Expense,
DEFRA,DEFRA ORGANISATION,09/02/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,RIRP059007,35226.49,Practical cost-effective techniques to reduce pollution from tramlines in combinable crops: a field and catchment scale evaluation ,WV6 8TQ,,,0,Expense,
DEFRA,DEFRA ORGANISATION,09/02/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,RIRP059045,27173.87,"Reducing Greenhouse Gases emissions, nitrate pollution and lost productivity by fully automating N fertiliser management ",WV6 8TQ,,exempt,SFFS0005,Expense,
DEFRA,DEFRA ORGANISATION,09/02/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,RIRP059053,34200.92,Screening for costs of disease resistance caused by stomatal dysfunction,WV6 8TQ,,Exempt,SFFS0006,Expense,
DEFRA,DEFRA ORGANISATION,13/02/2012,Other Current Payments (Evidence R&D),Supplier,Food and Farming Group,Supplier,A D A S UK Ltd,RIRP059081,44323.09,Sustainable Crop and Environment Protection – Targeted Research for Edibles: SCEPTRE ,WV6 8TQ,,exempt,SFFS0006,Expense,
