DEPARTMENTAL FAMILY,ENTITY,DATE,EXPENSE AREA,EXPENSE TYPE,SUPPLIER,TRANSACTION NUMBER,AMOUNT
Ministry of Justice,HM Courts Service,25-Feb-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,WOLVERHAMPTON CITY COUNCIL,1508152,"£85,005.00"
Ministry of Justice,HM Courts Service,25-Feb-11,GZ999-North West Region,222001-Maintenance,DRIVERS JONAS DELOITTE,1507757,"£97,041.00"
Ministry of Justice,HM Courts Service,25-Feb-11,GZ999-North West Region,532000-Tangible GBV - Additions,CHUBB ELECTRONIC SECURITY LTD,1507704,"£73,258.00"
Ministry of Justice,HM Courts Service,25-Feb-11,GZ999-North West Region,532000-Tangible GBV - Additions,J FLETCHER (ENGINEERS) LTD,1507862,"£39,411.00"
Ministry of Justice,HM Courts Service,25-Feb-11,GZ999-North West Region,532000-Tangible GBV - Additions,CHUBB ELECTRONIC SECURITY LTD,1507705,"£38,959.00"
Ministry of Justice,HM Courts Service,25-Feb-11,GZ999-North West Region,532000-Tangible GBV - Additions,RCL BUILDING SERVICES LTD,1508016,"£292,631.00"
Ministry of Justice,HM Courts Service,25-Feb-11,GZ999-North West Region,532000-Tangible GBV - Additions,BASTION SECURITY INSTALLATIONS,1507638,"£30,018.00"
Ministry of Justice,HM Courts Service,25-Feb-11,GZ999-North West Region,532000-Tangible GBV - Additions,J FLETCHER (ENGINEERS) LTD,1507862,"£39,204.00"
Ministry of Justice,HM Courts Service,25-Feb-11,HZ999-North East and Yorkshire,222001-Maintenance,BAILEY MAINTENANCE LTD,1507626,"£47,944.00"
Ministry of Justice,HM Courts Service,25-Feb-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,ALBERT INNES LTD,1507601,"£119,525.00"
Ministry of Justice,HM Courts Service,25-Feb-11,HZ999-North East and Yorkshire,532000-Tangible GBV - Additions,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1507946,"£103,144.00"
Ministry of Justice,HM Courts Service,25-Feb-11,IZ999-RCJ Group,226000-Court Costs,MESSRS R & M SOLICITORS LTD#200903715-B1,323891,"£36,920.78"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,LEGAL SERVICES COMMISSION,6268,"£8,000,000.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1040328,"£45,091.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,CONFIRMIT LTD,1040244,"£29,346.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1040287,"£40,128.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,CALDER CONFERENCES LTD,1040224,"£42,471.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,CALDER CONFERENCES LTD,1040224,"£45,490.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,CALDER CONFERENCES LTD,1040224,"£36,918.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,212001-Agency staff,CONCERTO CONSULTING,1040243,"£27,265.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1040268,"£58,776.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1040226,"£27,143.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,212001-Agency staff,SELEX COMMUNICATIONS LTD,1040391,"£52,416.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,CACI LTD,1040223,"£28,200.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1040275,"£519,077.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1040275,"£659,583.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1040275,"£129,769.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1040328,"£141,572.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040203,"£1,789,555.00"
Ministry of Justice,Ministry of Justice Headquarters,03-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1040275,"£347,136.00"
Ministry of Justice,Ministry of Justice Headquarters,04-Feb-11,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6270,"£81,200,000.00"
Ministry of Justice,Ministry of Justice Headquarters,04-Feb-11,ZZ900-MoJ HQ,710200-Creditors < 1 year - Trade & Other Creditors,COMPANY BARCLAYCARD CORPORATE,6269,"£1,186,849.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,246000-Current Grants,THE PAROLE BOARD,6271,"£1,000,000.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,245000-Grants in Aid to NDPBs,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,6272,"£61,000,000.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,SWEET & MAXWELL LTD,1040681,"£69,042.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,SWEET & MAXWELL LTD,1040681,"£65,414.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,TNT UK LTD,1040692,"£55,032.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1040613,"£29,565.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,263000-Other Contracted Out Services,CAPITA HARTSHEAD LTD,1040532,"£52,666.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,222002-Other Property Costs,LANCASTER OFFICE CLEANING CO LTD,1040605,"£110,448.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,VODAFONE CORPORATE LTD,1040698,"£26,721.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£32,616.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£1,118,730.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£785,570.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£106,733.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£460,543.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£189,000.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£398,689.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£104,610.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£462,820.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040516,"£70,015.00"
Ministry of Justice,Ministry of Justice Headquarters,07-Feb-11,ZZ900-MoJ HQ,264000-Consultancy,WEST YORKSHIRE POLICE AUTHORITY,1040704,"£42,900.00"
Ministry of Justice,Ministry of Justice Headquarters,08-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,COUNCIL OF EUROPE,13606,"£72,803.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6273,"£16,900,000.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,246000-Current Grants,REUNITE INTERNATIONAL,1040964,"£32,000.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1040914,"£78,736.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1040914,"£94,683.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,TNT UK LTD,1041000,"£180,002.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,CALDER CONFERENCES LTD,1040814,"£33,769.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1040910,"£26,208.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,221000-Property Rent and Rates,CBRE CB RICHARD ELLIS,1040824,"£57,436.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,261000-Fuel and Utilities,EDF ENERGY LTD,1040850,"£56,639.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1040820,"£123,270.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,222002-Other Property Costs,CARLISLE SECURITY SERVICES LTD,1040820,"£40,691.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,262000-SCA Costs,LAND SECURITIES PROPERTIES LTD,1040906,"£3,565,930.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1040910,"£45,090.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,223001-Printing Postage and Office expenditure,LIBERATA UK LTD,1040910,"£65,625.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1040984,"£67,070.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1040915,"£43,830.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1040915,"£272,646.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1040915,"£38,099.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040795,"£4,553,639.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,STERIA LTD,1040984,"£40,586.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,STERIA LTD,1040984,"£68,360.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,STERIA LTD,1040984,"£94,324.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1040868,"£181,330.00"
Ministry of Justice,Ministry of Justice Headquarters,10-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1040795,"£37,378.00"
Ministry of Justice,Ministry of Justice Headquarters,11-Feb-11,ZZ900-MoJ HQ,246000-Current Grants,EAVES HOUSING FOR WOMEN#RB31110126,1041033,"£462,500.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,ARVAL UK LTD,1041053,"£37,253.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,222002-Other Property Costs,CALIBRE CONSULTANCY LTD,1041078,"£31,285.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,HEWLETT PACKARD LTD,1041139,"£225,904.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,VP TREEN & ASSOCIATES,1041237,"£73,500.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,INSIGHT DIRECT (UK) LTD,1041151,"£39,055.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£68,099.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£235,692.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£64,521.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041166,"£31,684.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£28,578.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£482,614.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£37,267.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£41,767.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£42,773.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041166,"£32,328.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£53,578.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£58,276.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£540,000.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£61,220.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£176,286.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£35,471.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041167,"£193,631.00"
Ministry of Justice,Ministry of Justice Headquarters,14-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1041166,"£29,695.00"
Ministry of Justice,Ministry of Justice Headquarters,16-Feb-11,ZZ900-MoJ HQ,246000-Current Grants,CRIMINAL CASES REVIEW COMMISSION,6274,"£500,000.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6275,"£24,600,000.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,263000-Other Contracted Out Services,STAFFORDSHIRE COUNTY COUNCIL,1041645,"£174,234.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD T/A ATOS HEALTHCARE,1041357,"£66,622.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,HOME OFFICE,1041502,"£522,228.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,221000-Property Rent and Rates,BNP PARIBAS REAL ESTATE,1041376,"£60,199.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1041547,"£66,000.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,222002-Other Property Costs,CALIBRE CONSULTANCY LTD,1041399,"£29,897.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1041400,"£26,400.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,222002-Other Property Costs,CABLE & WIRELESS,1041396,"£48,026.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1041396,"£37,375.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1041396,"£57,688.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1041649,"£263,331.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1041356,"£125,281.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1041356,"£87,000.00"
Ministry of Justice,Ministry of Justice Headquarters,17-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,STERIA LTD,1041649,"£88,657.00"
Ministry of Justice,Ministry of Justice Headquarters,18-Feb-11,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1056,"£1,979,682.00"
Ministry of Justice,Ministry of Justice Headquarters,18-Feb-11,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1062,"£94,875.00"
Ministry of Justice,Ministry of Justice Headquarters,18-Feb-11,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1063,"£59,307.00"
Ministry of Justice,Ministry of Justice Headquarters,18-Feb-11,ZZ900-MoJ HQ,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1057,"£1,514,016.00"
Ministry of Justice,Ministry of Justice Headquarters,18-Feb-11,ZZ900-MoJ HQ,811000-Interdepartmental - MoJHQ,HMRC,1061,"£113,483.00"
Ministry of Justice,Ministry of Justice Headquarters,18-Feb-11,ZZ900-MoJ HQ,811000-Interdepartmental - MoJHQ,HMRC,1060,"£125,191.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,SWEET & MAXWELL LTD,1041896,"£42,464.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,SWEET & MAXWELL LTD,1041896,"£66,806.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1041800,"£32,872.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1041800,"£82,308.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1041800,"£44,655.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,CALDER CONFERENCES LTD,1041748,"£36,791.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1041834,"£1,359,239.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,223000-Other Expenditure,ARVAL UK LTD,1041724,"£31,693.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,HM PRISON SERVICE,1041807,"£608,787.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,FUJITSU SERVICES LTD,1041785,"£129,769.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1041726,"£78,944.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,ATOS ORIGIN IT SERVICES UK LTD,1041726,"£57,660.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,FUJITSU SERVICES LTD,1041785,"£114,966.00"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,734000-Provisions - Utilised in year,HMRC#NI10000002,1041858,"£226,299.76"
Ministry of Justice,Ministry of Justice Headquarters,21-Feb-11,ZZ900-MoJ HQ,611000-Debtors <1 year - Other Debtors,CAPITA CIVIL SUPERANNUATION,1041715,"£48,314.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,311100-Legal Aid,LEGAL SERVICES COMMISSION,6277,"£28,700,000.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,246000-Current Grants,DEPARTMENT FOR EDUCATION,1042118,"£17,363,800.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1042165,"£353,931.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,266000-Judicial Costs,HAMMICKS LEGAL BOOKSHOPS,1042165,"£101,111.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,262000-SCA Costs,LIBERATA UK LTD,1042218,"£309,054.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,222001-Maintenance,M J FERGUSON LTD,1042228,"£201,066.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,222001-Maintenance,ASSOCIATED SERVICES (ESSEX) LTD,1042062,"£105,977.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,212001-Agency staff,CAPGEMINI UK PLC,1042088,"£28,435.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1042318,"£236,989.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,STERIA LTD,1042318,"£52,529.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,CABLE & WIRELESS,1042084,"£238,963.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,LOGICA UK LTD,1042224,"£45,902.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042064,"£953,877.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042064,"£35,072.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042064,"£25,981.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042064,"£36,138.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042064,"£57,053.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042064,"£44,352.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042064,"£360,002.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,265000-IT & Telecommunications,ATOS ORIGIN IT SERVICES UK LTD,1042064,"£154,985.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,STERIA LTD,1042318,"£30,756.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,STERIA LTD,1042318,"£84,680.00"
Ministry of Justice,Ministry of Justice Headquarters,24-Feb-11,ZZ900-MoJ HQ,532000-Tangible GBV - Additions,STERIA LTD,1042318,"£81,226.00"
