EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC124750,04-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£2,134.68",124750
MODGPC124751,06-Aug-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"£3,295.40",124751
MODGPC124752,04-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,171.20",124752
MODGPC124753,11-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,642.35",124753
MODGPC124754,04-Aug-15,Leisure Activities                 , BOAT DEALERS,"£1,488.00",124754
MODGPC124755,04-Aug-15,Leisure Activities                 , BOAT DEALERS,"£1,413.60",124755
MODGPC124756,10-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,974.72",124756
MODGPC124757,07-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£4,506.00",124757
MODGPC124758,05-Aug-15,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"£6,823.80",124758
MODGPC124759,07-Aug-15,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"£7,216.20",124759
MODGPC124760,04-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£3,798.00",124760
MODGPC124761,04-Aug-15,General Retail and Wholesale       , HARDWARE STORES,"£2,652.00",124761
MODGPC124762,04-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,218.80",124762
MODGPC124763,04-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£3,798.00",124763
MODGPC124764,03-Aug-15,General Retail and Wholesale       , VARIETY STORES,"£1,838.40",124764
MODGPC124765,03-Aug-15,General Retail and Wholesale       , VARIETY STORES,"£1,946.28",124765
MODGPC124766,11-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,100.00",124766
MODGPC124767,11-Aug-15,Leisure Activities                 ," MARINAS, SERVICE & SUPPLY","£4,510.48",124767
MODGPC124768,05-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£9,259.17",124768
MODGPC124769,12-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£531.77,124769
MODGPC124770,03-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£5,210.11",124770
MODGPC124771,06-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£986.88,124771
MODGPC124772,03-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,810.80",124772
MODGPC124773,05-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,365.11",124773
MODGPC124774,12-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,527.00",124774
MODGPC124775,03-Aug-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"£2,013.49",124775
MODGPC124776,12-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,590.49",124776
MODGPC124777,06-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£8,825.53",124777
MODGPC124778,06-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£7,258.91",124778
MODGPC124779,05-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£1,439.65",124779
MODGPC124780,06-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,150.40",124780
MODGPC124781,10-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£3,628.80",124781
MODGPC124782,03-Aug-15,Professional Services              , ARCHITECTURAL/ENG/SURVEY,"£2,191.20",124782
MODGPC124783,04-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£8,121.02",124783
MODGPC124784,11-Aug-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,£513.00,124784
MODGPC124785,13-Aug-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,£587.81,124785
MODGPC124786,10-Aug-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"£11,331.27",124786
MODGPC124787,05-Aug-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,"£2,752.50",124787
MODGPC124788,10-Aug-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"£8,138.05",124788
MODGPC124789,10-Aug-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"£1,377.09",124789
MODGPC124790,12-Aug-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,"£5,279.95",124790
MODGPC124791,03-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£849.50,124791
MODGPC124792,03-Aug-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£512.40,124792
MODGPC124793,07-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£516.00,124793
MODGPC124794,05-Aug-15,Training and Educational           , TRADE/VOCATIONAL SCHOOLS,"£1,618.80",124794
MODGPC124795,06-Aug-15,Mail Order / Direct Selling        , BUYING/SHOPPING SERVICES,£559.62,124795
MODGPC124796,12-Aug-15,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£1,416.84",124796
MODGPC124797,06-Aug-15,Mail Order / Direct Selling        , CATALOG MERCHANT,£794.08,124797
MODGPC124798,04-Aug-15,Print and Advertising              , MISC PUBLISHING & PRINTING,"£3,950.00",124798
MODGPC124799,07-Aug-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,£600.00,124799
MODGPC124800,13-Aug-15,Miscellaneous Industrial/Commercial, TOOL HIRE,£720.00,124800
MODGPC124801,13-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,640.00",124801
MODGPC124802,06-Aug-15,Miscellaneous Industrial/Commercial, METAL SERVICE CENTERS,"£4,215.83",124802
MODGPC124803,07-Aug-15,Miscellaneous Industrial/Commercial, METAL SERVICE CENTERS,"£1,143.90",124803
MODGPC124804,04-Aug-15,Leisure Activities                 , BOAT DEALERS,"£4,284.00",124804
MODGPC124805,04-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£936.38,124805
MODGPC124806,04-Aug-15,Leisure Activities                 , BOAT DEALERS,"£5,000.00",124806
MODGPC124807,04-Aug-15,Leisure Activities                 , BOAT DEALERS,"£5,000.00",124807
MODGPC124808,04-Aug-15,Leisure Activities                 , BOAT DEALERS,"£3,569.60",124808
MODGPC124809,04-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,£968.36,124809
MODGPC124810,10-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£586.37,124810
MODGPC124811,12-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,963.20",124811
MODGPC124812,12-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,963.20",124812
MODGPC124813,05-Aug-15,Books and Periodicals              , BOOK STORES,£555.02,124813
MODGPC124814,11-Aug-15,Computer Equipment & Services      , COMPUTERS/PERIPHERALS/SOFTWARE,"£3,677.86",124814
MODGPC124815,12-Aug-15,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,"£2,944.10",124815
MODGPC124816,03-Aug-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£864.00,124816
MODGPC124817,08-Aug-15,Books and Periodicals              , BOOK STORES,£786.25,124817
MODGPC124818,10-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,£796.36,124818
MODGPC124819,11-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,"£2,136.00",124819
MODGPC124820,10-Aug-15,Financial Services                 , FINANCIAL INST/MERCHANDISE,"£2,160.00",124820
MODGPC124821,06-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£524.83,124821
MODGPC124822,04-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£2,042.40",124822
MODGPC124823,05-Aug-15,Building Materials                 , PLUMBING/HEATING EQUIPMENT,£965.75,124823
MODGPC124824,06-Aug-15,General Retail and Wholesale       , COMBINATION CATALOG & RETAIL,£642.00,124824
MODGPC124825,05-Aug-15,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,£615.00,124825
MODGPC124826,07-Aug-15,Hotel\Restaurants\Bars, BARS/TAVERNS/LOUNGES/DISCOS,£820.00,124826
MODGPC124827,05-Aug-15,General Retail and Wholesale       , SHOE REPAIR/SHINE/HAT CLEAN,£827.14,124827
MODGPC124828,13-Aug-15,Books and Periodicals              , BOOK STORES,"£1,167.18",124828
MODGPC124829,03-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£1,500.00",124829
MODGPC124830,03-Aug-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£4,481.07",124830
MODGPC124831,04-Aug-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£4,481.07",124831
MODGPC124832,06-Aug-15,Building Services                  , ELECTRICAL CONTRACTORS,£672.00,124832
MODGPC124833,13-Aug-15,Professional Services              , MISC PERSONAL SERV - DEF,£806.40,124833
MODGPC124834,04-Aug-15,Mail Order / Direct Selling        , CONTINUITY/SUBSCRIPTION MERCHT,£824.51,124834
MODGPC124835,07-Aug-15,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,£787.21,124835
MODGPC124836,12-Aug-15,Cleaning Services and Supplies     , CLEAN/MAINT/JANITORAL SERV,"£2,581.92",124836
MODGPC124837,05-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£639.99,124837
MODGPC124838,06-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£539.31,124838
MODGPC124839,07-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£650.97,124839
MODGPC124840,10-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£530.83,124840
MODGPC124841,11-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£639.99,124841
MODGPC124842,12-Aug-15,General Retail and Wholesale       , HOUSEHOLD APPLIANCE STORES,£639.99,124842
MODGPC124843,04-Aug-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£526.64,124843
MODGPC124844,12-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,£999.00,124844
MODGPC124845,10-Aug-15,Print and Advertising              , ADVERTISING SERVICES,£600.00,124845
MODGPC124846,10-Aug-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£685.55,124846
MODGPC124847,04-Aug-15,Medical Supplies and Services      , ORTHOPEDIC GOODS,"£1,689.72",124847
MODGPC124848,05-Aug-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£4,183.36",124848
MODGPC124849,12-Aug-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT","£5,693.40",124849
MODGPC124850,13-Aug-15,General Retail and Wholesale       , SPORTS/RIDING APPAREL STORES,£501.00,124850
MODGPC124851,10-Aug-15,Medical Supplies and Services      ," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",£900.00,124851
MODGPC124852,06-Aug-15,"Office Stationery, Equipment and Su", QUICK COPY/REPRO SERVICES,£802.86,124852
MODGPC124853,06-Aug-15,Medical Supplies and Services      , HEARING AID/SALES/SERVICE,£597.00,124853
MODGPC124854,06-Aug-15,Hotel\Restaurants\Bars, RESTAURANTS,"£2,515.18",124854
MODGPC124855,03-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£3,112.80",124855
MODGPC124856,03-Aug-15,General Retail and Wholesale       , STAMP & COIN STORES,£800.00,124856
MODGPC124857,06-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£540.00,124857
MODGPC124858,10-Aug-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£1,424.00",124858
MODGPC124859,10-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,£820.00,124859
MODGPC124860,13-Aug-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£1,944.00",124860
MODGPC124861,11-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£2,200.00",124861
MODGPC124862,02-Aug-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£2,078.45",124862
MODGPC124863,04-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,"£2,632.13",124863
MODGPC124864,07-Aug-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£1,186.50",124864
MODGPC124865,04-Aug-15,"Office Stationery, Equipment and Su", STATIONERY STORES,"£2,515.20",124865
MODGPC124866,04-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,"£1,527.00",124866
MODGPC124867,05-Aug-15,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,"£1,083.43",124867
MODGPC124868,07-Aug-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£3,725.22",124868
MODGPC124869,11-Aug-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£2,202.42",124869
MODGPC124870,11-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,£633.20,124870
MODGPC124871,12-Aug-15,General Retail and Wholesale       , BICYCLE SHOPS/SALES/SERVICE,£662.73,124871
MODGPC124872,12-Aug-15,Financial Services                 , INSURANCE SALES/UNDERWRITE,£608.44,124872
MODGPC124873,01-Aug-15,Leisure Activities                 , SPORT/RECREATIONAL CAMPS,£627.16,124873
MODGPC124874,10-Aug-15,Leisure Activities                 , RECREATION SERVICES,"£1,720.85",124874
MODGPC124875,05-Aug-15,Clubs/Associations/Organisations   , CHARITABLE/SOC SERVICE ORGS,"£4,020.84",124875
MODGPC124876,13-Aug-15,Leisure Activities                 , CIVIC/SOCIAL/FRATERNAL ASSC,"£2,400.00",124876
MODGPC124877,10-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£594.00,124877
MODGPC124878,04-Aug-15,Auto Rental                        ,Auto Rental                        ,"£1,217.25",124878
MODGPC124879,03-Aug-15,Leisure Activities                 , RECREATION SERVICES,"£1,546.03",124879
MODGPC124880,13-Aug-15,Mail and Courier Services          , COURIER SERVICES,£862.19,124880
MODGPC124881,03-Aug-15,General Retail and Wholesale       , ELECTRONICS STORES,"£2,021.90",124881
MODGPC124882,07-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,"£1,692.00",124882
MODGPC124883,10-Aug-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£885.60,124883
MODGPC124884,12-Aug-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,£666.00,124884
MODGPC124885,03-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£2,844.32",124885
MODGPC124886,04-Aug-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£3,139.66",124886
MODGPC124887,05-Aug-15,Books and Periodicals              , BOOKS/PERIODICALS/NEWSPAPERS,£662.43,124887
MODGPC124888,12-Aug-15,Print and Advertising              , MISC PUBLISHING & PRINTING,£891.60,124888
MODGPC124889,10-Aug-15,Building Services                  , SPEC CONTRACTORS - DEFAULT,£576.24,124889
MODGPC124890,11-Aug-15,Computer Equipment & Services      , COMPUTER PROGRAM/SYS DESIGN,"£1,794.00",124890
MODGPC124891,03-Aug-15,Miscellaneous Industrial/Commercial, NON-DURABLE GOODS - DEFAULT,"£1,162.32",124891
MODGPC124892,11-Aug-15,Professional Services              , ESTATE AGENTS AND PROPERTY SERVICES,£504.00,124892
MODGPC124893,05-Aug-15,"Office Stationery, Equipment and Su", STATIONERY STORES,£900.00,124893
MODGPC124894,03-Aug-15,Professional Services              , VETERINARY SERVICES,"£2,290.99",124894
MODGPC124895,04-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,212.00",124895
MODGPC124896,04-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,£582.60,124896
MODGPC124897,11-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£1,616.76",124897
MODGPC124898,12-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,782.00",124898
MODGPC124899,13-Aug-15,"Vehicles, Servicing and Spares     ", MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,785.60",124899
MODGPC124900,03-Aug-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£5,076.95",124900
MODGPC124901,03-Aug-15,General Retail and Wholesale       , MENS/WOMENS CLOTHING STORES,"£5,282.00",124901
MODGPC124902,11-Aug-15,General Retail and Wholesale       , HARDWARE STORES,£614.26,124902
MODGPC124903,06-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,£936.00,124903
MODGPC124904,06-Aug-15,Training and Educational           , BUSINESS/SECRETARIAL SCHOOL,£918.00,124904
MODGPC124905,05-Aug-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,£750.85,124905
MODGPC124906,05-Aug-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"£1,350.00",124906
MODGPC124907,11-Aug-15,Professional Services              , PROFESSIONAL SERVICES - DEF,£961.90,124907
MODGPC124908,05-Aug-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"£1,019.28",124908
MODGPC124909,05-Aug-15,Utilities and Non Automotive Fuel  , FUEL DEALERS,"£1,874.25",124909
MODGPC124910,10-Aug-15,General Retail and Wholesale       , MISC SPECIALTY RETAIL,"£4,328.74",124910
MODGPC124911,13-Aug-15,Utilities and Non Automotive Fuel  , FUEL DEALERS,"£1,636.11",124911
MODGPC124912,03-Aug-15,Professional Services              , PROFESSIONAL SERVICES - DEF,£660.00,124912
MODGPC124913,06-Aug-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,£792.00,124913
MODGPC124914,05-Aug-15,Computer Equipment & Services      , COMPUTER SOFTWARE STORES,£764.57,124914
MODGPC124915,05-Aug-15,General Retail and Wholesale       , CAMERA & PHOTO SUPPLY STORE,£655.78,124915
MODGPC124916,10-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,"£1,382.40",124916
MODGPC124917,06-Aug-15,Miscellaneous Industrial/Commercial, TOOL HIRE,"£1,744.80",124917
MODGPC124918,13-Aug-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"£1,073.11",124918
MODGPC124919,04-Aug-15,"Vehicles, Servicing and Spares     ", CAR & TRUCK DEALERS/NEW/USED,"£1,273.51",124919
MODGPC124920,13-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£511.20,124920
MODGPC124921,13-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£1,010.40",124921
MODGPC124922,03-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£506.00,124922
MODGPC124923,06-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,£553.00,124923
MODGPC124924,06-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£1,884.00",124924
MODGPC124925,04-Aug-15,Leisure Activities                 , RECREATION SERVICES,"£1,722.64",124925
MODGPC124926,13-Aug-15,Books and Periodicals              , BOOK STORES,£533.22,124926
MODGPC124927,12-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,314.00",124927
MODGPC124928,11-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£2,487.50",124928
MODGPC124929,04-Aug-15,General Retail and Wholesale       , MISC HOME FURNISHING SPECIALTY,£742.50,124929
MODGPC124930,05-Aug-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,£810.00,124930
MODGPC124931,05-Aug-15,Training and Educational           , ELEMENTARY/SECONDARY SCHOOLS,"£1,046.40",124931
MODGPC124932,11-Aug-15,Catering and Catering Supplies     , CATERERS,£877.33,124932
MODGPC124933,03-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,£864.00,124933
MODGPC124934,13-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,£531.60,124934
MODGPC124935,03-Aug-15,Computer Equipment & Services      , COMPUTER MAINT/SVCS - DEF,"£1,194.00",124935
MODGPC124936,03-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£2,779.20",124936
MODGPC124937,12-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,"£1,434.00",124937
MODGPC124938,11-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,£955.01,124938
MODGPC124939,11-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£4,400.00",124939
MODGPC124940,07-Aug-15,Miscellaneous Industrial/Commercial, DURABLE GOODS - DEFAULT,£506.57,124940
MODGPC124941,10-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,674.18",124941
MODGPC124942,03-Aug-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£711.24,124942
MODGPC124943,03-Aug-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£7,376.52",124943
MODGPC124944,11-Aug-15,Freight and Storage                , MOTOR FREIGHT CARRIERS,"£1,014.00",124944
MODGPC124945,07-Aug-15,Print and Advertising              , MISC PUBLISHING & PRINTING,£809.99,124945
MODGPC124946,10-Aug-15,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£4,008.77",124946
MODGPC124947,13-Aug-15,Telecommunication Services         , TELECOMMUNICATION SERVICES,"£2,388.50",124947
MODGPC124948,04-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£2,520.00",124948
MODGPC124949,13-Aug-15,Personal Services                  , DETECTIVE/PROTECTIVE AGEN,"£1,740.00",124949
MODGPC124950,12-Aug-15,Mail Order / Direct Selling        , OTHER DIRECT MARKETERS,£531.20,124950
MODGPC124951,11-Aug-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£864.38,124951
MODGPC124952,13-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£4,775.63",124952
MODGPC124953,07-Aug-15,Utilities and Non Automotive Fuel  , UTILITIES/ELEC/GAS/H2O/SANI,£825.53,124953
MODGPC124954,07-Aug-15,Miscellaneous Industrial/Commercial, COMMERCIAL EQUIPMENT - DEFAULT,"£1,573.75",124954
MODGPC124955,12-Aug-15,Building Services                  , SPEC CONTRACTORS - DEFAULT,"£1,546.52",124955
MODGPC124956,05-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,£795.60,124956
MODGPC124957,07-Aug-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£2,670.35",124957
MODGPC124958,04-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£6,801.60",124958
MODGPC124959,07-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£6,439.20",124959
MODGPC124960,04-Aug-15,General Retail and Wholesale       , TENT AND AWNING SHOPS,"£1,530.00",124960
MODGPC124961,06-Aug-15,"Vehicles, Servicing and Spares     ", AUTOMOTIVE PARTS STORES,"£3,711.39",124961
MODGPC124962,05-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£2,114.05",124962
MODGPC124963,11-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£2,686.68",124963
MODGPC124964,11-Aug-15,Mail and Courier Services          , POSTAGE STAMPS,£756.00,124964
MODGPC124965,07-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£3,120.00",124965
MODGPC124966,07-Aug-15,Miscellaneous Industrial/Commercial, TESTING LABS (NON-MEDICAL),"£1,323.00",124966
MODGPC124967,07-Aug-15,"Office Stationery, Equipment and Su", STATIONERY/OFFICE SUPPLIES,£856.31,124967
MODGPC124968,03-Aug-15,Miscellaneous Industrial/Commercial, HARDWARE EQUIPMENT/SUPPLIES,"£4,903.68",124968
MODGPC124969,12-Aug-15,Print and Advertising              , STENOGRAPHIC SERVICES,"£3,045.60",124969
MODGPC124970,13-Aug-15,General Retail and Wholesale       , SPORTING GOODS STORES,£691.20,124970
MODGPC124971,11-Aug-15,Building Services                  , ROOFING/SIDING/SHEET METAL,£772.80,124971
MODGPC124972,11-Aug-15,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,314.00",124972
MODGPC124973,11-Aug-15,"Office Stationery, Equipment and Su", STATIONERY STORES,"£1,314.00",124973
MODGPC124974,05-Aug-15,Building Materials                 , ELECTRICAL PARTS/EQUIPMENT,"£1,144.80",124974
MODGPC124975,04-Aug-15,Professional Services              , MGMT/CONSULT/PUBLIC REL SER,"£1,492.80",124975
MODGPC124976,11-Aug-15,Miscellaneous Industrial/Commercial, CHEMICALS/ALLIED PRODS - DEF,"£1,224.00",124976
MODGPC124977,04-Aug-15,Training and Educational           , COLLEGES/UNIV/JC/PROFESSION,"£26,160.00",124977
MODGPC124978,03-Aug-15,General Retail and Wholesale       , MISC GENERAL MERCHANDISE,"£1,898.64",124978
MODGPC124979,11-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£3,105.60",124979
MODGPC124980,10-Aug-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£9,084.86",124980
MODGPC124981,04-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,"£1,050.00",124981
MODGPC124982,10-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,"£1,050.00",124982
MODGPC124983,10-Aug-15,Training and Educational           , SCHOOLS - DEFAULT,"£1,200.00",124983
MODGPC124984,13-Aug-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£33,558.00",124984
MODGPC124985,07-Aug-15,Statutory Bodies                   , GOV'T SERV - DEFAULT,"£2,779.20",124985
MODGPC124986,04-Aug-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£3,483.00",124986
MODGPC124987,04-Aug-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£11,894.02",124987
MODGPC124988,04-Aug-15,General Retail and Wholesale       , FURNITURE/EQUIP STORES,"£2,371.58",124988
MODGPC124989,05-Aug-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,"£5,566.80",124989
MODGPC124990,03-Aug-15,Professional Services              , LEGAL SERVICES ATTORNEYS,"£1,217.44",124990
MODGPC124991,07-Aug-15,Mail Order / Direct Selling        , CATALOG MERCHANT,"£1,078.75",124991
MODGPC124992,06-Aug-15,"Office Stationery, Equipment and Su", COMMERCIAL FURNITURE,£780.00,124992
MODGPC124993,06-Aug-15,Miscellaneous Industrial/Commercial, INDUSTRIAL SUPPLIES - DEF,"£2,744.40",124993
MODGPC124994,07-Aug-15,Building Materials                 , LUMBER/BUILD. SUPPLY STORES,"£3,760.15",124994
MODGPC124995,05-Aug-15,Miscellaneous Industrial/Commercial, BUSINESS SERVICES - DEFAULT,"£1,212.00",124995
MODGPC124996,12-Aug-15,"Office Stationery, Equipment and Su", OFFICE/PHOTO EQUIPMENT,£502.80,124996
MODGPC124997,04-Aug-15,Hotel\Restaurants\Bars, RESTAURANTS,"£1,867.56",124997
MODGPC124998,04-Aug-15,General Retail and Wholesale       , HARDWARE STORES,"£1,711.20",124998
