Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description
DEFRA,Core Dept,19-Apr-11,Grant-in Aid Payments,Green Economy and Corporate Services Group,Royal Botanic Gardens,KEWGIA021112,"3,000,000.00",Animal Movement Licensing Scheme COSTS April to Sept 2011
DEFRA,Core Dept,07-Apr-11,Estate Maintenance Admin,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),SI00000341,"2,829,631.20",Animal Movement Licensing Scheme COSTS -RECOVERY OF COSTS PERIOD:OCT 2010-MARCH 2011
DEFRA,Core Dept,21-Apr-11,Business Rates,Green Economy and Corporate Services Group,D T Z,DEFRA077,"1,570,568.10",Animal Movement Licensing Scheme Cost: 2010/11 OCT TO MAR 2011 FUNDING CLAIM
DEFRA,Core Dept,05-Apr-11,Office Services Incidental Expenses,Green Economy and Corporate Services Group,Dept For Communities & Local G,1800007071,"1,169,600.00",Facilities Management costs
DEFRA,Core Dept,19-Apr-11,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00009955,"664,246.87",Work Commissioning charges May 2011
DEFRA,Core Dept,13-Apr-11,Gas,Green Economy and Corporate Services Group,Corona Energy,V5633255,"497,544.10",Project  payment : Understanding the role of woodland management in the conservation of UK Biodiversity Action Plan.
DEFRA,Core Dept,28-Apr-11,Transition & Transformation,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803112544,"312,268.80",Enforcement of Batteries Regulations
DEFRA,Core Dept,28-Apr-11,Transition & Transformation,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803112545,"274,780.80",WATER RESOURCE MANAGEMENT VARIATION costs
DEFRA,Core Dept,15-Apr-11,Clearing - CIP - IBM Capital Projects,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803110501,"262,783.20",Animal Health service costs.
DEFRA,Core Dept,19-Apr-11,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Rural Payments Agency,329109,"254,232.17",Preparation costs in preparation of Project Milton. March 2011.
DEFRA,Core Dept,19-Apr-11,Grant-in Aid Payments,Green Economy and Corporate Services Group,Sustainable Development Commis,11,"245,915.49",Costs for Oral Tuberculosis vaccine for badgers: research studies
DEFRA,Core Dept,11-Apr-11,Current Grants GB,Green Economy and Corporate Services Group,Sustrans,SINV131,"227,733.00",UK Contribution to the EC Plant Genetics Resources Programme for 10/11 & 11/12
DEFRA,Core Dept,07-Apr-11,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00009965,"226,929.38",Recharge for Derbyshire County Council for Oct 2010 to Mar 2011
DEFRA,Core Dept,05-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,National Measurement Office,E014313,"200,000.00",VAT Return Qtr4 2010/11
DEFRA,Core Dept,05-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,National Measurement Office,E014314,"200,000.00",Animal movement Licensing Scheme costs OCT 10 TO MAR 11
DEFRA,Core Dept,12-Apr-11,Grant-in Aid Payments,Green Economy and Corporate Services Group,Sustainable Development Commis,1000007211,"198,284.48",Facilities Management costs
DEFRA,Core Dept,21-Apr-11,Other Capital UK,Green Economy and Corporate Services Group,Ordnance Survey,91324803,"189,562.06",Living costs & food survey- request for sponsorship for the Laboratory Customer Forum 2011-12 April 2011 1st quarter.
DEFRA,Core Dept,19-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,Forestry Commission,H0027203,"185,705.36",Gangmasters Licensing Authority Compliance Grant-in-Aid (May 2011)
DEFRA,Core Dept,11-Apr-11,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00007784,"154,148.39",Animal Movement Licensing Scheme COSTS OCT 10 - MARCH 11
DEFRA,Core Dept,05-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,National Physical Laboratory,107711,"146,608.80",Understanding the behaviour of livestock manure multiple pollutants costs
DEFRA,Core Dept,13-Apr-11,Clearing - CIP - IBM Capital Projects,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803112536,"140,496.54",Animal movement Licensing Scheme costs Apr to Sept 2010
DEFRA,Core Dept,11-Apr-11,Overhead Incidental Expenses,Green Economy and Corporate Services Group,Department For Work & Pensions,2880029,"127,568.40",VAT Return Qtr4 2010/11
DEFRA,Core Dept,05-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,A E A Technology - SPM Lead Co,6143277,"120,845.47",Project payment : 'The Provision of Ecosystem Services in the Environmental Stewardship Scheme' (1/10/10 to 30/9/14)
DEFRA,Core Dept,21-Apr-11,Clearing - CIP - IBM Capital Projects,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803112659,"119,323.96",IT services   
DEFRA,Core Dept,21-Apr-11,Electricity,Green Economy and Corporate Services Group,E D F Energy,114010411,"119,284.50",DTZ Funding: property related costs predominantly rent
DEFRA,Core Dept,01-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,A D A S UK Ltd,RIRP051997,"114,000.00",Animal Movement Licensing Scheme Costs : 2010/11 LICENSING COSTS OCT 2010
DEFRA,Core Dept,11-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,Waste & Resources Action Progr,1610,"110,694.20",Animal Movement Licensing Scheme COSTS OCT 10 - MARCH 11
DEFRA,Core Dept,19-Apr-11,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00009958,"95,925.58",Market-Led sustainability  10/11 and 11/12
DEFRA,Core Dept,18-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,Espacios Naturales y Desarroll,END1010,"92,561.31",Cleansing and Disinfecting supervision costs
DEFRA,Core Dept,27-Apr-11,Print Design & Artwork,Green Economy and Corporate Services Group,Xerox (UK) Ltd,AF307989,"88,142.57",Animal movement Licensing Scheme costs Q3 & Q4 2010/11
DEFRA,Core Dept,13-Apr-11,Other Current Payments UK,Green Economy and Corporate Services Group,Omniware Ltd,50009,"86,400.00",Animal Movement Licensing Scheme COSTS PERIOD: 01/10/2010 TO 31/03/2011
DEFRA,Core Dept,13-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,University Of Reading,95539,"82,949.00",Animal Movement Licensing Scheme COSTS OCT 10 - MAR 11
DEFRA,Core Dept,07-Apr-11,Clearing Construction in Progress (Building Works),Green Economy and Corporate Services Group,Overbury Plc,413127,"79,447.79",Gangmaster Licensing Authority - Grant from Migration Fund payment for May 2011
DEFRA,Core Dept,07-Apr-11,Estate Maintenance Admin,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00009945,"78,842.71",Facilities Management costs
DEFRA,Core Dept,27-Apr-11,Other Current Payments (GB),Green Economy and Corporate Services Group,Groundwork London.,RO00636,"78,772.80",Costs for research into surveillance profiles- Phase 2
DEFRA,Core Dept,05-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,National Physical Laboratory,107727,"72,000.00",Animal Movement Licensing Scheme COSTS OCTOBER 2010 TO MARCH 2011
DEFRA,Core Dept,15-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,University Of Birmingham,212SCIA1439,"70,399.00",Memorandum Of Understanding work for Badger Vaccination Deployment Project
DEFRA,Core Dept,05-Apr-11,Gas,Green Economy and Corporate Services Group,Corona Energy,V5576013,"65,473.02",R&D project payment
DEFRA,Core Dept,15-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,A E A Technology - SPM Lead Co,6143449,"61,714.82",Animal Movement Licensing Scheme COSTS PERIOD: OCT 10- MAR 11
DEFRA,Core Dept,11-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,Environmental Services Associa,1650,"60,000.00",MOLECULAR & TRANSMISSION CHARACTERISTICS OF OVINE SCRAPIE PRION CSA 6764 WORK CARRIED OUT IN 4TH FINANCIAL QUARTER 01/01/11 - 31/03/11
DEFRA,Core Dept,15-Apr-11,Training - Other External,Green Economy and Corporate Services Group,Ashridge Research,284032,"56,341.25",Gas Costs
DEFRA,Core Dept,28-Apr-11,Rent Payment to Landlords,Green Economy and Corporate Services Group,D T Z,DEFRA078,"55,772.23",Electricity Costs
DEFRA,Core Dept,05-Apr-11,Current Grants GB,Green Economy and Corporate Services Group,National Union Of Students,5397,"54,131.00",The development of a new generation of horticultural crop forecasting techniques 
DEFRA,Core Dept,05-Apr-11,Gas,Green Economy and Corporate Services Group,Corona Energy,V5569146,"53,440.52",Costs for GRFA development of novel Foot and Mouth Disease vaccines
DEFRA,Core Dept,05-Apr-11,Estates Professional Fees & Services,Green Economy and Corporate Services Group,D T Z,163560,"52,995.00",Charges for Authority Project Request10-042
DEFRA,Core Dept,05-Apr-11,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00009952,"52,914.24"," Costs for EMIDA Molecular studies of orbivirus transmission, epidemiology and diagnostics - May 2011 (EMIDA = Emerging and Major infectious diseases of livestock)"
DEFRA,Core Dept,05-Apr-11,Other Capital UK,Green Economy and Corporate Services Group,Central Office Of Information,733593,"50,400.00","DEFRA NEW, ENDEMIC & ZOONOTIC DISEASE DIVISION Rapid Analysis and Detection of Animal-related Risks PROGRAMME-PROFESSIONAL SERVICES-MARCH 2011 "
DEFRA,Core Dept,11-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,School of Oriental & African S,4337313,"48,465.00",Charges for Contract Change Note for Natural England.
DEFRA,Core Dept,18-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,China Chamber of Commerce,210311,"47,900.00",Cost of Maintenance of a TSE-free sheep flock after importation from New Zealand May FY 2011/2012
DEFRA,Core Dept,27-Apr-11,Gas,Green Economy and Corporate Services Group,Corona Energy,V5632237,"44,758.53",Milestone payment for studies to explore Greenhouse Gas Emissions & Mitigation.
DEFRA,Core Dept,27-Apr-11,Estates Professional Fees & Services,Green Economy and Corporate Services Group,D T Z,165455,"44,582.00",Project costs: UK Ambient Air Quality Assessments
DEFRA,Core Dept,01-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,Global Cool Foundation,23,"44,280.00",Facilities Management costs
DEFRA,Core Dept,19-Apr-11,Application Services/Minor Enhancements,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803112374,"43,210.44",Laboratory payment for BSE testing April 2011
DEFRA,Core Dept,15-Apr-11,Consultancy Non-Scheme,Green Economy and Corporate Services Group,Pricewaterhouse Coopers,1353582995,"42,984.00",Facilities Management costs
DEFRA,Core Dept,11-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,WRc plc,WRC019418,"42,000.00",Costs for ASSESSMENT OF WASTE REDUCTION THROUGH IMPLEMENTATION OF SMART TRACKING AFM287
DEFRA,Core Dept,19-Apr-11,Work package/WPO Implementation,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803112554,"40,579.20",Animal Movement Licensing Scheme COSTS OCT 10 - MARCH 11
DEFRA,Core Dept,27-Apr-11,Estates Professional Fees & Services,Green Economy and Corporate Services Group,Natsource Environmental and En,EUA11041802,"39,975.77",Improvements in the eddicacy and production of insecticidal fusion protiems for environmentally benign pest control
DEFRA,Core Dept,07-Apr-11,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00009966,"39,001.48",Costs for Pathology and Pathogenesis of prion diseases research May FY 2011/12
DEFRA,Core Dept,13-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,International Development UEA,3998,"38,990.00",Costs for implementation of anaerobic digestion in England and Wales 
DEFRA,Core Dept,14-Apr-11,Property Lease Costs,Green Economy and Corporate Services Group,D T Z,DEFRA076,"38,418.17",Building costs in Veterinary laboratory Agency
DEFRA,Core Dept,01-Apr-11,Hardware Services/Printer Consumables,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803111523,"34,758.30",Charges for Authority Project Request 10D-048
DEFRA,Core Dept,05-Apr-11,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,A E A Technology - SPM Lead Co,6143060,"33,674.40",Costs for Predicting antigenic relationships between Foot and Mouth Disease vaccine strains and field isolates using viral capsid sequence comparisons - Apr 11 and May11
DEFRA,Core Dept,19-Apr-11,Civil service Pension Administration,Green Economy and Corporate Services Group,JSS Pensions Administration,1850,"32,725.77",Authority Project Request (9D 134) 01/03/11 TO 31/03/11
DEFRA,Core Dept,01-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,A E A Technology - SPM Lead Co,6143188,"31,930.07",Costs relating to the Evaluation of the protection efficacy of vaccines against bovine TB in a natural transmission setting.
DEFRA,Core Dept,18-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,U N E P,CPL573837691161,"31,000.00",Costs for Demonstration Test Catchments: Data sharing and archival 2010/11
DEFRA,Core Dept,19-Apr-11,Work package/WPO  Development,Green Economy and Corporate Services Group,Central Office Of Information,734144,"29,940.00",Quarterly charge for business applications software licences
DEFRA,Core Dept,05-Apr-11,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00009328,"29,069.71",Cost of Contract Variariations JULY 2010
DEFRA,Core Dept,19-Apr-11,Contractor - Management Cover,Green Economy and Corporate Services Group,Alpine Resourcing Ltd,6874,"28,952.40",Fallen cattle stock sampling 
DEFRA,Core Dept,27-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,Vertex Data Science Ltd,FI0407361,"28,060.38",Facilities Management costs
DEFRA,Core Dept,27-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,Pro Forest,6030,"27,662.59",Rural Development Programme England transition from Regional Development Agencies to Defra
DEFRA,Core Dept,05-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,The Travel Foundation,TF11012,"27,650.00",Healthcare Costs
DEFRA,Core Dept,27-Apr-11,Legal Services,Green Economy and Corporate Services Group,Hugh Mercer,I1418HM11,"27,216.00",Animal Movement Licensing Scheme COSTS OCT 10 - MARCH 11
DEFRA,Core Dept,15-Apr-11,Other Current Payments E,Green Economy and Corporate Services Group,SKM Enviros,JW01785,"27,180.35",Costs for Assessment of tailored farm-level biosecurity strategies for beef suckler farms in England and Wales
DEFRA,Core Dept,05-Apr-11,Transition & Transformation,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803111119,"26,186.40",DECC's connection to DefraNet as part of the Onboarding project.
DEFRA,Core Dept,19-Apr-11,Agency Recharge,Green Economy and Corporate Services Group,Cyril Sweett Ltd,7001791,"25,890.20",Research costs :The use of DNA barcoding to address major taxonomic problems for UK BAP listed bryophytes
DEFRA,Core Dept,01-Apr-11,Telephony Services/Audio Conferencing Facilities,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803111532,"25,757.42",Project milestone payment: An investigation into three climate change issues for Priority Habitats and protected sites.
DEFRA,Core Dept,19-Apr-11,Inwards Secondments,Green Economy and Corporate Services Group,Natural England,8000004677,"25,639.27",Facilities Management costs
DEFRA,Core Dept,13-Apr-11,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00009960,"25,607.98",Animal Movement Licensing Scheme COSTS OCT 10-MARCH 11
DEFRA,Core Dept,11-Apr-11,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt),FI00009967,"25,020.70",Scientific Support For National and International Policy costs
Defra,Core Dept,09-May-11,Other Current Payments E,Environment and Rural Group,Natural England,270411,"15,000,000.00", STANDING REGIME MOVEMENT CONTROL costs OCT 10-MAR 11
Defra,Core Dept,04-May-11,IBM Base Services Control,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5804111664,"7,515,805.48",Costs for the supply of office furniture.
Defra,Core Dept,25-May-11,IBM Base Services Control,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5805110839,"7,511,582.29",Facilities Management costs
Defra,Core Dept,16-May-11,Current Transfers Abroad UK,Environment and Rural Group,United Nations Environment Pro,FUND3030UK060111,"5,413,508.62",CORE SD  Minor Enhancement Request -PERIOD: 01-30/04/2011
Defra,Core Dept,05-May-11,Grant-in Aid Payments,Environment and Rural Group,Marine Management Organisation,260411,"4,156,000.00",Costs for cattle TB vaccines: Development of Differentiate Infected from Vaccinated Animals test
Defra,Core Dept,04-May-11,Capital Grants to PCs,Environment and Rural Group,British Waterways,260411,"3,064,000.00",2010/11 Inbound secondment costs 
Defra,Core Dept,19-May-11,Transition & Transformation,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5803112653,"2,441,738.40",Costs for catering Services
Defra,Core Dept,03-May-11,Evidence Non R&D,Environment and Rural Group,C E F A S,8001073,"2,390,166.63",Animal Movement Licensing Scheme costs: 2010-11 WORK FUNDING OCT 10 - MAR 11
