Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type
Ministry of Justice,HMCTS,23-Nov-12,265000-IT & Telecommunications,GZ999-North West Region,ATOS IT SERVICES UK LTD,2254415,"£36,833.00",Ref: A-R-03540-01-v01 Relocation of National Taxing Team to Manchester CJC,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,28-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,PEXHURST SERVICES LTD,2261633,"£27,627.56","Reading MC - Pexhurst Services - RETENTION LINE - CIS LABOUR -First Floor offices courts 6 & 9, window replacement etc, redesigning and general refurb",CIS-AL9 7JL,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,261000-Fuel and Utilities,GZ999-North West Region,UNITED UTILITIES WATER PLC,2246427,"£39,955.57",NW regional consolidated A/C - water usage - United Utilities - Apr 11 - Mar 12,WA55 1WB,0,Programme
Ministry of Justice,HMCTS,02-Nov-12,223001-Printing Postage and Office expenditure,GZ999-North West Region,ROYAL MAIL GROUP PLC,2230508,"£28,768.17",NW Region - Royal Mail variable charges - Jun 12 - Mar 13 - Account 166288000,PE4 5BR,0,Programme
Ministry of Justice,HMCTS,27-Nov-12,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2258191,"£104,827.07",NW Region - Ad hoc hard services: Apr 12 - Mar 13.,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20-Nov-12,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2249061,"£105,518.01",North West Region Managed and contractual hard services Oct 12 - Mar 13. Contract no. 0073-4-Works/FM-SW-RFI refers: Management costs,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20-Nov-12,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2249061,"£182,123.28",North West Region Managed and contractual hard services Oct 12 - Mar 13. Contract no. 0073-4-Works/FM-SW-RFI refers: Internal and M&E repair and maintenance,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20-Nov-12,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2249061,"£286,554.28",North West Region Contractual Soft Services Oct 12 - Mar 13. Contract no. 0073-4-Works/FM-SW-RFI refers: Security,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20-Nov-12,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2249061,"£158,765.47",North West Region Contractual Soft Services Oct 12 - Mar 13. Contract no. 0073-4-Works/FM-SW-RFI refers: Cleaning,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,02-Nov-12,223001-Printing Postage and Office expenditure,HZ999-North East Region,ROYAL MAIL GROUP PLC,2230508,"£129,999.15",North East Consol Account - Variable service contract continuation replacing PO 20000143837 - Royal Mail - 12/13,PE4 5BR,0,Programme
Ministry of Justice,HMCTS,30-Nov-12,261000-Fuel and Utilities,HZ999-North East Region,BRITISH GAS BUSINESS,2263470,"£33,486.32",North East Consol Account - Electricity - British Gas 11-12 contract continuation replacing PO 20000128709,OX4 2JY,0,Programme
Ministry of Justice,HMCTS,07-Nov-12,532000-Tangible GBV - Additions,HZ999-North East Region,SCHINDLER LTD,2236106,"£30,282.71","Newcastle upon Tyne CCC - Replacement of 3 no Scenic Lifts			",CIS-TW16 6QT,0,Programme
Ministry of Justice,HMCTS,27-Nov-12,223000-Other Expenditure,GZ999-North West Region,NEOPOST LTD,2258492,"£36,202.60",National top up of postal franking machines,RM1 2AR-INVOICE,0,Programme
Ministry of Justice,HMCTS,05-Nov-12,223000-Other Expenditure,HZ999-North East Region,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),1715,"£84,235.55",National Consolidated print invoice for HMCTS ,NP20 9BB,0,Programme
Ministry of Justice,HMCTS,01-Nov-12,223000-Other Expenditure,HZ999-North East Region,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),1709,"£32,805.98",National Consolidated furniture invoice for HMCTS ,NP20 9BB,0,Programme
Ministry of Justice,HMCTS,13-Nov-12,226000-Court Costs,FZ999-Midlands Region,EUREST SERVICES,2239557,"£25,117.74",Midlands Region Catering Jurors Subsidy 11/12 - Eurest Services,B45 9PZ,0,Programme
Ministry of Justice,HMCTS,13-Nov-12,262000-SCA Costs,GZ999-North West Region,UK COURT SERVICES LTD,2240867,"£491,885.00",Manchester- UK Court Services Ltd (WR12 7LJ) - Unitary Charges for Manchester PFI - Monthly,WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2245726,"£58,077.10",MANAGEMENT COSTS WALES,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2245727,"£27,316.80",Management Costs etc,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2245727,"£111,587.36",Management Costs etc,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2254817,"£29,104.75",Management,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,06-Nov-12,222001-Maintenance,AG999-HQ - Estates,WHEELERS,2233234,"£28,777.25",MA Audits,SO15 2AB,0,Programme
Ministry of Justice,HMCTS,07-Nov-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2235161,"£102,278.00",M/Mids/136/11-CIS Labour-Birmingham Crown-G4S Integrated Services(UK) Ltd-Installation of 3 secure docks,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2245726,"£55,343.28",M&E REPAIR AND MAINTENANCE WALES,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2245727,"£145,718.81",M&E Repair and Maintenance,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,20-Nov-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2249315,"£27,535.00",L-R-3445-02 Start of Integration Testing,CF31 9AP,0,Admin
Ministry of Justice,HMCTS,21-Nov-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2251931,"£73,532.00","L-R-3175-01 Meris Server and Operating System Upgrade						 						",CF31 9AP,0,Programme
Ministry of Justice,HMCTS,27-Nov-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2258398,"£31,514.00","L-R-3175-01 Meris Server and Operating System Upgrade						 						",CF31 9AP,0,Programme
Ministry of Justice,HMCTS,13-Nov-12,222001-Maintenance,BZ999-London Region,EC HARRIS LLP,2239537,"£59,319.58",London Estates - EC Harris LLP - Project management fees for the remediation works in connection with the asbestos risk management works at various London sites,M60 3NT,0,Programme
Ministry of Justice,HMCTS,27-Nov-12,532000-Tangible GBV - Additions,GZ999-North West Region,HENRY BOOT CONSTRUCTION LTD,2258256,"£58,029.65",Liverpool QEII Crown Court - BMS and LV panel replacement as per your tender submission,CIS-M12 6FX,0,Programme
Ministry of Justice,HMCTS,09-Nov-12,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2238013,"£60,227.00",Ipswich & Cambridge-Modern Courts (East Anglia Ltd BR8 7AG)-Unitary Charges for East Anglia PFI - Monthly,BR8 7AG,0,Programme
Ministry of Justice,HMCTS,09-Nov-12,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2238013,"£370,383.05",Ipswich & Cambridge-Modern Courts (East Anglia Ltd BR8 7AG)-Unitary Charges for East Anglia PFI - Monthly,BR8 7AG,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2254817,"£138,827.14",Internal Repair and Maintenance,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2245934,"£118,064.28",Internal Repair and Maintenance,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2254817,"£123,577.46",Internal Repair and Maintenance,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2245727,"£26,136.88",Internal Repair and Maintenance,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,28-Nov-12,223000-Other Expenditure,AN999-HQ - Crime,CITIZENSHIP FOUNDATION,2260545,"£25,000.00",HMCTS-Magistrates- Business De-Events & Conferences,EC1Y 8RT,0,Admin
Ministry of Justice,HMCTS,02-Nov-12,223001-Printing Postage and Office expenditure,EZ999-Wales Region,ROYAL MAIL GROUP PLC,2230508,"£36,687.01",HMCS Wales Region: Various Sites: Cust Acc. No. 0151075000:Variable Costs: April 2011 - March 2012: Royal Mail,PE4 5BR,0,Programme
Ministry of Justice,HMCTS,02-Nov-12,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,2229840,"£96,217.27",HMCS London Region - Corona - Consolidated Gas Account 2011-12,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,261000-Fuel and Utilities,BZ999-London Region,THAMES WATER UTILITIES LTD,2255986,"£26,617.90",HMCS Consolidated - Water Costs - Thames Water 2011/12,SN38 3TW-CONS,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2246448,"£636,117.83",Highbury MC - Wates Construction Ltd - Creation of additional court rooms at Highbury MC,CIS-KT22 7SW,0,Programme
Ministry of Justice,HMCTS,28-Nov-12,262000-SCA Costs,FZ999-Midlands Region,H & W COURTS LIMITED,2260613,"£489,018.94",Hereford & Worcester - H&W Courts Ltd (EC2V 7HR) - Unitary Charges for Hereford & Worcester PFI - Monthly,SE1 9RA,0,Programme
Ministry of Justice,HMCTS,20-Nov-12,222001-Maintenance,BZ999-London Region,JONES LANG LASALLE LTD,2249212,"£90,000.00",Hatton Cross AIT - 1139-WORKS/FM-SW-RFI - Jones Lang LaSalle - Lease re-gear,DN4 5YW-FEES,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2245727,"£71,056.30",HA102 Consolidated - North East Estate Variable Cost Hard Services 12-13,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2245727,"£285,882.17",HA102 Consolidated - North East Estate Managed Hard Services 12-13,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2245727,"£554,485.71",HA102 Consolidated - North East Estate Managed Fixed Soft Services 12-13,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,28-Nov-12,532000-Tangible GBV - Additions,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2260593,"£62,828.44","Gateshead Law Courts, Warwick Street, Gateshead. NE8 1DT - Provide new independent boiler and replacement BMS & AHUnit",CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,27-Nov-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,STERIA LTD,2258929,"£104,124.00",Fixed price proposal plus £5k max travel expenses for delivery & support of GAPS2 changes for Direct Lodgement agreed in accordance with the outline business case signed off by the HMCTS Change and Modernisation board on the 18/10/2012.,M14 0WN,0,Programme
Ministry of Justice,HMCTS,13-Nov-12,262000-SCA Costs,DZ999-South West Region,ENTERPRISE CIVIC BUILDINGS LIMITED,2239554,"£262,494.32",Exeter - Enterprise Civic Buildings Ltd (GU9 7PT) - Unitary Charges for Exeter PFI-Monthly,GU9 7PT,0,Programme
Ministry of Justice,HMCTS,20-Nov-12,222001-Maintenance,FZ999-Midlands Region,GVA GRIMLEY LTD T/A GVA,2249109,"£25,000.00",EPS - Lot 1 - 114-1 - Phoenix House/Centre City - fee for acquisition of lease for Centre City (relocation from Phoenix House),B1 2JB,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,WATES CONSTRUCTION LTD,2246448,"£99,742.74",Enfield MC - Wates Construction Ltd - Conversion of office space at Tottenham MC,CIS-KT22 7SW,0,Programme
Ministry of Justice,HMCTS,27-Nov-12,261000-Fuel and Utilities,BZ999-London Region,EDF ENERGY LTD,2258139,"£39,416.36",EDF Energy Ltd - Electricity Costs for RCJ. Strand. Period April 2012 to March 2013. (Account No. 13592343). Business Entity IH701. NAC 222142.,PL3 5XQ,0,Programme
Ministry of Justice,HMCTS,28-Nov-12,262000-SCA Costs,FZ999-Midlands Region,DERBYSHIRE COURTS LTD,2260571,"£453,133.78",Derby & Chesterfield - Derbyshire Courts Ltd - (SE1 9RD) - Unitary Charges for Derbyshire PFI - Monthly,SE1 9RA,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,2245516,"£29,987.00",CNN3413 Telephony Expansion -one off charge,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,09-Nov-12,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,2237588,"£25,522.00","CNN3412	Telephony Expansion 						 						",WV10 6UH,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2245726,"£55,825.01",CLEANING - WALES,CIS-S81 7QF,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2254817,"£326,494.83",Cleaning,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2254817,"£156,166.45",Cleaning,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2245727,"£159,095.14",Cleaning,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,30-Nov-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2263873,"£33,713.90",CIS Labour-Stafford Combined-Mitie Technical Facilities-Lift Refurbishment under terms of measured term contract,CIS-PO1 9DB,0,Programme
Ministry of Justice,HMCTS,13-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2239884,"£70,173.70","CIS Labour-Richmond Magistrates'-MITIE Justice Ltd-New overlay system to roof lights, renewal of air conditioning ductwork & insulation, installation of safe access equipment.",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,30-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2263870,"£59,726.37","CIS Labour-Richmond Magistrates'-MITIE Justice Ltd-New overlay system to roof lights, renewal of air conditioning ductwork & insulation, installation of safe access equipment.",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,13-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2239884,"£34,050.83","CIS Labour-Richmond Magistrates'-MITIE Justice Ltd-New overlay system to roof lights, renewal of air conditioning ductwork & insulation, installation of safe access equipment.",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,532000-Tangible GBV - Additions,CZ999-South East Region,KIER CONSTRUCTION,2254733,"£249,162.00",CIS Labour-Crawley Magistrates'-Kier Construction-Major fabric and M&E refurbishment to court building (including all staff & public areas) both external and internal,CIS-ME20 6XS,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,532000-Tangible GBV - Additions,DZ999-South West Region,LORNE STEWART PLC,2254762,"£133,707.68",CIS labour: fire alarm installation at Bristol Crown Court.,CIS-BS4 2RA,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,532000-Tangible GBV - Additions,DZ999-South West Region,LORNE STEWART PLC,2254762,"£110,389.80",CIS labour: fire alarm installation at Bristol Crown Court.,CIS-BS4 2RA,0,Programme
Ministry of Justice,HMCTS,07-Nov-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2235161,"£49,187.49",CIS Labour - Wolverhampton CCC - G4S Integrated Services (UK) Limited - Installation of 2 secure docks,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2254817,"£220,177.44","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Security",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2254817,"£110,980.63","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Cleaning",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2254817,"£33,900.13","CIS Labour - TFM Works Package B, South West Region - Hard Services (Variable) - M&E Repair & Maintenance",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2254817,"£100,352.54","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - M&E Repair & Maintenance",CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,14-Nov-12,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2243103,"£30,957.30",CIS Labour - Royal Courts of Justice - MITIE JUSTICE - Rolls Building - Provision of Specialist Contractor Access Document Services,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,27-Nov-12,532000-Tangible GBV - Additions,DZ999-South West Region,STRUCTURA UK LIMITED,2258934,"£30,497.60",CIS labour - retention on Portsmouth Combined Court window replacement works phases 2 and 3.,CIS-KT9 1RH,0,Programme
Ministry of Justice,HMCTS,09-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2238011,"£303,562.05",CIS Labour - Replacement of existing R22 Cooling equipment -MITIE JUSTICE LTD - Croydon Combined,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,09-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2238011,"£30,130.20",CIS Labour - Replacement of existing R22 Cooling equipment - MITIE JUSTICE LTD -  Barnet Cty,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,06-Nov-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,2233225,"£626,171.00",CIS Labour - Newport Magistrates Court -Wates Construction Ltd - Enabling works / construction,CIS-KT22 7SW,F090,Programme
Ministry of Justice,HMCTS,27-Nov-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,2259013,"£525,533.00",CIS Labour - Newport Magistrates Court -Wates Construction Ltd - Enabling works / construction,CIS-KT22 7SW,F090,Programme
Ministry of Justice,HMCTS,07-Nov-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2235161,"£66,811.46",CIS Labour - Coventry CCC - G4S Integrated Services (UK) Limited - Installation of 2 secure docks,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,LAING O'ROURKE CONSTRUCTION SOUTH LTD,2245842,"£1,000,000.00",CIS Labour - City of Westminster Court - Laing O'Rourke - Construction works,CIS-DA2 6SN,F078,Programme
Ministry of Justice,HMCTS,23-Nov-12,222001-Maintenance,BZ999-London Region,ROMFORD BUILDING SERVICES LTD,2255882,"£73,150.00",CIS Labour - Camberwell Magistrates' - Romford Group Ltd - Quote ref. 34/553. Remediation works in connection with the asbestos risk management works,CIS-IG11 0RJ,0,Programme
Ministry of Justice,HMCTS,02-Nov-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,2229869,"£208,561.85",CIS Labour - Birmingham Mags - DH Fathers - Lighting Installation/ Dist Board Installation/ AHU works,CIS-NG16 3SU,0,Programme
Ministry of Justice,HMCTS,20-Nov-12,222001-Maintenance,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2249395,"£25,209.19",CIS Labour - Basement waterproofing works - PAR 2260 (under term contract) - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - ILFPC - Wells Street,CIS-PO1 9DB,0,Programme
Ministry of Justice,HMCTS,16-Nov-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2245727,"£55,235.47",CIS Labour  - Various - G4S - RPU SW 09/10/72/11 - M&E Repair and Maintenance,CIS-WR12 7LJ,0,Programme
Ministry of Justice,HMCTS,09-Nov-12,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2238011,"£74,543.98",CIS - Labour - Replacement of existing R22 Cooling equipment - MITIE JUSTICE LTD - Uxbridge MC,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,27-Nov-12,532000-Tangible GBV - Additions,HZ999-North East Region,EC HARRIS LLP,2258134,"£32,698.13","CDN Works package 1: Design & manage-Replace access ctrl system, fire alrm to L2,Boilers,Chiller pumps,& pressurisation units,BMS,R22 AC,lighting & ceilings in general areas & office & cts1,2,4&5,Install Voltage Optimiser,cell call system",M60 3NT,0,Programme
Ministry of Justice,HMCTS,28-Nov-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2260654,"£137,191.44","CCN-L-S-3043-03 - 	provision of Portfolio Management, Delivery Management, Technical Assurance, Solution Analysis and associated services from 1st April 2012 to 31st December 2012					",CF31 9AP,0,Admin
Ministry of Justice,HMCTS,27-Nov-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,2258398,"£237,645.17","CCN-L-S-2777-03 -continuation of cover currently provided under CCN L-S-2777-02 							",CF31 9AP,0,Admin
Ministry of Justice,HMCTS,02-Nov-12,265000-IT & Telecommunications,BZ999-London Region,BT TELECOMMUNICATIONS PLC,2229785,"£39,451.75",British Telecom - BT Analyst VP01412270 for RCJ (Site PR1). Annual charges April 2011 - March 2012.  20 / IH701 / 223541.,DH98 1BT,0,Programme
Ministry of Justice,HMCTS,06-Nov-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,EC HARRIS LLP,2231895,"£25,000.00","Birmingham Mags - EC Harris - Management Fee - Fire Safety, Lifts, AHU's, CCTV, Electrical, Custody Works, Emergency Lighting",M60 3NT,0,Programme
Ministry of Justice,HMCTS,23-Nov-12,222001-Maintenance,FZ999-Midlands Region,SITEC INTERIORS LTD,2255929,"£43,515.10",Birmingham Crown Court - Sitec Interiors Ltd - Replacement of court room seating with fire retardent upholstery,B1 3AP,0,Programme
Ministry of Justice,HMCTS,13-Nov-12,222001-Maintenance,FZ999-Midlands Region,SITEC INTERIORS LTD,2240792,"£34,100.88",Birmingham Crown Court - Sitec Interiors Ltd - Replacement of court room seating with fire retardent upholstery,B1 3AP,0,Programme
Ministry of Justice,HMCTS,09-Nov-12,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,2238014,"£45,987.73","Beverley, Hull & Bridlington - Modern Courts (Humberside) Ltd (BR8 7AG) - Unitary Charges for Humberside PFI - Monthly",BR8 7AG,0,Programme
Ministry of Justice,HMCTS,09-Nov-12,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,2238014,"£321,841.10","Beverley, Hull & Bridlington - Modern Courts (Humberside) Ltd (BR8 7AG) - Unitary Charges for Humberside PFI - Monthly",BR8 7AG,0,Programme
Ministry of Justice,HMCTS,06-Nov-12,222001-Maintenance,CZ999-South East Region,MITIE JUSTICE LTD,2232210,"£39,275.53",Bedford Emplyment Tribunal Service - Mitie Justice - To create an additional tribunal room at site and to also undertake some works identified in the security audit on site,CIS-BS16 7FH,0,Programme
Ministry of Justice,HMCTS,09-Nov-12,265000-IT & Telecommunications,DZ999-South West Region,ATOS IT SERVICES UK LTD,2237588,"£41,340.24",A-R-03502-01: Facilitate the relocation of approximately 48 Basingstoke County Court and Basingstoke Magistrates staff from three different regional Court locations into the newly extended and refurbished Basingstoke Magistrates Court,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,30-Nov-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,2263407,"£34,334.00","A-R-03422-01 Atos Labour						 							",WV10 6UH,0,Admin
Ministry of Justice,HMCTS,27-Nov-12,265000-IT & Telecommunications,BZ999-London Region,LOGICA UK LTD,2258398,"£42,097.00","(CCN L-R-2121-01 Rolls Building DARTS Solution v0 14) Royal Courts of Justice - Logica UK - Supply of On-going Support Services for the DARTS System in Floors 6,7 & 8, Thomas More Building, for 2012-13",CF31 9AP,0,Programme
Ministry of Justice,HMCTS,19-Nov-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1736,"£747,488.69",DWP PRIME Facility Price Recovery,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,19-Nov-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1736,"£183,859.93",DWP PRIME Business Rates Recovery,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,19-Nov-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1735,"£68,776.51",DWP PRIME Variable Charge Recovery,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,02-Nov-12,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,2230035,"£188,332.96",HMCTS Records Storage,EH54 7DF,0,Programme
Ministry of Justice,HMCTS,02-Nov-12,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,2230035,"£177,139.67",HMCTS Records Storage,EH54 7DF,0,Programme
Ministry of Justice,HMCTS,28-Nov-12,532000-Tangible GBV - Additions,CZ999-South East Region,SNR DENTON UK LLP#AJ10111874,2260698,"407,850.04",Overage liability at the Chelmsford Magistrates' Court site,MK9 1FE,F080,Programme
Ministry of Justice,HMCTS,19-Nov-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS KINGSLEY NAPLEY LLP#DX 22,770481,"£457,481.36",Solicitor Costs,DX 22,0,Programme
Ministry of Justice,HMCTS,19-Nov-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS DWF LLP#DX 14313,770384,"£64,193.40",Solicitor Costs,DX 14313,0,Programme
