Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ERS-523358-91018,"£50,303.00",Research Capability Funding,GL1 2EL,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-523359-91003,"£187,482.00",Research Capability Funding,WC1N 3JH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-523359-91003,"£610,960.00",Bio-Medical Centres,WC1N 3JH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-523361-90988,"£102,535.00",Programme Grants for NHS Trusts,SE1 9RT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-523361-90988,"£1,015,028.00",Bio-Medical Centres,SE1 9RT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-523361-90988,"£102,604.00",CRFs - CRII,SE1 9RT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-523361-90988,"£67,014.00",Network Research Capability Funding,SE1 9RT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-523361-90988,"£1,796,240.00",Network Research Capability Funding,SE1 9RT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-523361-90988,"£321,124.00",Research Capability Funding,SE1 9RT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-523361-90988,"£16,687.41",NIHR Public Health Research ( NETSCC ),SE1 9RT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-523362-91009,"£53,961.00",Research Capability Funding,B9 5TA,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-523364-91008,"£27,816.00",Cooksey Patient Care,E9 6ZZ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,ERS-523365-91030,"£47,000.00",Research Capability Funding,HU16 5JQ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-523367-91049,"£1,068,750.00",Comprehensive Networks,W12 0HS,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-523367-91049,"£50,937.00",Comprehensive Networks,W12 0HS,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-523367-91049,"£134,402.00",Quality and Safety Research Centres,W12 0HS,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-523367-91049,"£1,904,656.00",Bio-Medical Centres,W12 0HS,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-523367-91049,"£548,360.00",Research Capability Funding,W12 0HS,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-523367-91049,"£197,927.00",CRFs - CRII,W12 0HS,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-523370-90991,"£89,225.00",CLAHRCs,SE5 9RS,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-523370-90991,"£54,528.00",Research Capability Funding,SE5 9RS,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,ERS-523373-90981,"£45,950.00",Research Capability Funding,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-523375-91011,"£112,276.00",Biomedical Units,LS9 7TF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-523375-91011,"£11,037.00",CRFs - CRII,LS9 7TF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-523375-91011,"£166,057.00",Research Capability Funding,LS9 7TF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-523380-91066,"£58,475.00",Research Capability Funding,M21 9UN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-523381-91004,"£57,177.00",Cooksey Patient Care,EC1V 2PD,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-523381-91004,"£480,195.00",Bio-Medical Centres,EC1V 2PD,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-523381-91004,"£100,924.00",CRFs - CRII,EC1V 2PD,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-523381-91004,"£130,802.00",Research Capability Funding,EC1V 2PD,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-523383-91065,"£76,838.00",Cooksey Patient Care,LS15 7TW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-523383-91065,"£114,689.00",Research Capability Funding,LS15 7TW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-523385-91079,"£66,576.00",Research Capability Funding,BS1 3NX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS BRISTOL CCG 11H,ERS-523385-91079,"£70,300.00",Programme Grants for NHS Trusts,BS1 3NX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS Cambridgeshire and Peterborough CCG 06H,ERS-523386-91078,"£49,859.00",Research Capability Funding,CB2 8FH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS LEICESTER CITY CCG 04C,ERS-523387-91080,"£28,506.00",Research Capability Funding,LE1 6NB,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS LIVERPOOL CCG,ERS-523388-91085,"£18,750.00",Research Capability Funding,L1 4AZ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS LIVERPOOL CCG,ERS-523388-91085,"£84,000.00",CLAHRCs,L1 4AZ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-523389-91081,"£26,906.00",Research Capability Funding,ST5 1QG,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS NOTTINGHAM CITY CCG 04K,ERS-523390-91076,"£36,429.00",Research Capability Funding,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS OXFORDSHIRE CCG 10Q,ERS-523391-91077,"£65,283.00",Research Capability Funding,OX4 2LH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NHS SHEFFIELD CCG,ERS-523392-91084,"£29,622.00",Research Capability Funding,S36 2GB,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-523397-90996,"£67,699.00",Network Research Capability Funding,NR4 7UY,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-523397-90996,"£1,672,105.00",Network Research Capability Funding,NR4 7UY,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-523397-90996,"£45,494.00",Research Capability Funding,NR4 7UY,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NORTH BRISTOL NHS TRUST,ERS-523400-91025,"£96,987.00",Research Capability Funding,BS1 2NP,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-523403-91019,"£58,408.00",Research Capability Funding,NE12 8EW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-523405-91037,"£121,090.00",Biomedical Units,NG7 2UK,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-523405-91037,"£104,288.00",Biomedical Units,NG7 2UK,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-523405-91038,"£152,597.00",Research Capability Funding,NG7 2UK,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-523407-90985,"£60,767.00",Research Capability Funding,NG3 6AA,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-523407-90985,"£145,658.00",CLAHRCs,NG3 6AA,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-523408-91001,"£83,334.00",CLAHRCs,OX4 2GX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-523408-91001,"£100,141.00",Research Capability Funding,OX4 2GX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-523409-91020,"£535,915.00",Research Capability Funding,OX3 7HE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-523409-91020,"£175,000.00",Biomedical Units,OX3 7HE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-523409-91020,"£1,766,248.00",Bio-Medical Centres,OX3 7HE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-523409-91020,"£67,969.00",CRFs - CRII,OX3 7HE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-523409-91020,"£55,559.00",Network Research Capability Funding,OX3 7HE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,ERS-523409-91020,"£1,126,577.00",Network Research Capability Funding,OX3 7HE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,ERS-523411-90982,"£25,157.00",Research Capability Funding,CB3 8RE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,PLYMOUTH HOSPITALS NHS TRUST,ERS-523413-90992,"£40,458.00",Research Capability Funding,WF3 1WE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-523414-91016,"£185,220.00",Biomedical Units,UB9 6JH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-523414-91016,"£171,941.00",Biomedical Units,UB9 6JH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-523414-91016,"£132,769.00",Research Capability Funding,UB9 6JH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL CORNWALL HOSPITAL NHS TRUST,ERS-523416-90979,"£27,038.00",Research Capability Funding,TR1 2XN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-523417-90984,"£68,968.00",Research Capability Funding,EX2 5DW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-523417-90984,"£976,433.00",Comprehensive Networks,EX2 5DW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-523417-90984,"£53,521.00",Comprehensive Networks,EX2 5DW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-523417-90984,"£166,666.00",CLAHRCs,EX2 5DW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-523417-90984,"£104,333.00",CRFs - CRII,EX2 5DW,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-523420-90965,"£62,576.00",Research Capability Funding,NW3 1QG,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-523420-90965,"£15,000.00",NIHR Senior Investigator's Funding,NW3 1QG,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-523421-91006,"£48,443.00",Research Capability Funding,L7 8XP,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-523421-91006,"£109,384.00",Biomedical Units,L7 8XP,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-523421-91006,"£60,581.00",Network Research Capability Funding,L7 8XP,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-523421-91006,"£1,392,137.00",Network Research Capability Funding,L7 8XP,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-523423-90961,"£9,205.00",Research Capability Funding,GU2 7XX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-523423-90961,"£56,070.00",Network Research Capability Funding,GU2 7XX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-523423-90961,"£1,248,569.00",Network Research Capability Funding,GU2 7XX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-523425-90998,"£166,666.00",CLAHRCs,M6 8HD,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-523425-90998,"£129,191.00",Quality and Safety Research Centres,M6 8HD,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-523425-90998,"£50,450.00",Research Capability Funding,M6 8HD,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,ERS-523428-90974,"£47,368.00",Research Capability Funding,S10 2TH,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523430-90987,"£111,762.00",Research Capability Funding,S5 7AU,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523430-90987,"£55,172.00",CRFs - CRII,S5 7AU,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523430-90987,"£176,420.00",CLAHRCs,S5 7AU,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523430-90987,"£88,261.00",Network Research Capability Funding,S5 7AU,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-523430-90987,"£2,394,252.00",Network Research Capability Funding,S5 7AU,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-523432-91023,"£392,830.00",Research Capability Funding,BR3 3BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-523432-91023,"£859,149.00",Bio-Medical Centres,BR3 3BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-523432-91023,"£120,251.00",Bio-Medical Centres,BR3 3BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-523432-91023,"£86,151.00",CRFs - CRII,BR3 3BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,ERS-523441-91000,"£29,158.00",Research Capability Funding,NW3 5BA,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-523444-90972,"£81,818.00",CRFs - CRII,M20 4BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE CHRISTIE NHS FOUNDATION TRUST,ERS-523444-90972,"£26,274.00",Research Capability Funding,M20 4BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE LEEDS COMMUNITY HEALTHCARE NHS TRUST RY6,ERS-523446-91071,"£53,488.00",Research Capability Funding,LS6 1PF,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-523447-91017,"£336,107.00",Bio-Medical Centres,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-523447-91017,"£87,700.00",Bio-Medical Centres,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-523447-91017,"£72,727.00",CRFs - CRII,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-523447-91017,"£15,084.00",AD-HOC - ETC,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-523447-91017,"£71,567.00",Network Research Capability Funding,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-523447-91017,"£1,540,593.00",Network Research Capability Funding,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-523447-91017,"£167,994.00",Research Capability Funding,NE7 7DN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-523448-91005,"£53,615.00",CRFs - CRII,SM2  5PT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-523448-91005,"£1,034,062.00",Bio-Medical Centres,SM2  5PT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-523448-91005,"£244,881.00",Research Capability Funding,SM2  5PT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-523449-90995,"£88,202.00",Network Research Capability Funding,WV10 0QP,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-523449-90995,"£2,411,750.00",Network Research Capability Funding,WV10 0QP,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE SOLENT NHS TRUST R1C,ERS-523451-91072,"£46,746.00",Research Capability Funding,SO16 4XE,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-523452-90980,"£23,021.00",Research Capability Funding,L9 7LJ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,THE WALTON CENTRE NHS FOUNDATION TRUST,ERS-523452-90980,"£22,662.00",HTA Commissioned Research,L9 7LJ,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-523453-91013,"£553,694.00",Research Capability Funding,NW1 2BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-523453-91013,"£1,777,682.00",Bio-Medical Centres,NW1 2BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-523453-91013,"£100,000.00",CRFs - CRII,NW1 2BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-523453-91013,"£87,292.00",Bio-Medical Centres,NW1 2BX,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-523456-91012,"£166,666.00",CLAHRCs,B15 2PR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-523456-91012,"£271,634.00",CRFs - CRII,B15 2PR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-523456-91012,"£190,373.00",Research Capability Funding,B15 2PR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-523456-91012,"£109,362.00",Biomedical Units,B15 2PR,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF NORTH STAFFORDSHIRE NHS TRUST,ERS-523457-90990,"£56,561.00",Research Capability Funding,ST4 7LN,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-523459-90997,"£46,170.00",Research Capability Funding,M23 9LT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-523459-90997,"£45,455.00",CRFs - CRII,M23 9LT,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-523460-90986,"£121,910.00",Biomedical Units,SO52 9AB,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-523460-90986,"£166,667.00",Bio-Medical Centres,SO52 9AB,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-523460-90986,"£168,076.00",CRFs - CRII,SO52 9AB,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-523460-90986,"£90,000.00",CLAHRCs,SO52 9AB,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-523460-90986,"£58,982.00",Network Research Capability Funding,SO52 9AB,,Programme,NHS,
Department of Health,Department of Health,14/07/2014,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-523460-90986,"£1,237,502.00",Network Research Capability Funding,SO52 9AB,,Programme,NHS,
