Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Animal Health,ERS-501984-40048,"£57,810.83",Development of novel foot and mouth disease vaccines
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502046-40228,"£51,067.16",Studies of natural and experimental Transmissible Spongiform Encephalopathys July 12
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502038-40224,"£49,578.50",Maintenance of a Transmissible Spongiform Encephalopathy - free sheep flock after importation from New Zealand - July 12
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-501999-40113,"£40,446.05",2012/2013 Defining the immune mechanisms by a live attenuated  vaccine
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Animal Health,ERS-502089-40054,"£114,636.00",Vector - borne transmission pathways and serological diagnostics of Schmallenberg virus 2011/12 
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Edinburgh,ERS-501992-40079,"£28,348.75",2012/2013 - Carrier state : do sheep of resistant genotypes become sub-clinically infected when exposed to scrapie
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-501985-40110,"£78,789.00",Determining transmissibility of H- and L-type Bovine Spongiform Encephalopathy to sheep Apr - Jul 12
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute For Animal Health,ERS-502060-40051,"£31,616.00",Understanding and predicting the spread of vector and aerosol - borne livestock pathogens in the UK July 12
DEFRA,Core Defra,16/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,150000886,"£26,372.27",11th Claim  Britton Development of Rationally Attenuated live Vaccines for Effective Control of Infectious Bronchitis
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502090-40244,"£38,209.32","Mechanisms of pathogenesis, infective dose and virulence of Schmallenberg virus in experimental British sheep May to July 12 "
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502087-40243,"£34,552.40"," A study to evaluate optimisation of current enrofloxacin oral dosing regimes in broiler chickens, to prevent selection of fluoroquinolone - resistant campylobacters, E.coli and salmonella whilst maintaining efficacy and Animal Welfare  - July 12"
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,ERS-502010-40118,"£31,053.50",Pathology and Pathogenesis of prion diseases - July 12
DEFRA,Core Defra,25/07/2012,Other Current Payments (Evidence R&D) (Agency),Policy Delivery DG,Food & Environment Research Agency,ERS-502053-40182,"£37,093.33",Badger Survey of England and Wales July 12
DEFRA,Core Defra,02/07/2012,Current grants to charitable bodies,Policy Delivery DG,Canal & River Trust,90005118,"£9,750,000.00",Quarterly Grant-in-Aid payment to Canal and River Trust
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Rothamsted Research.,ERS-502340-40144,"£47,736.36",Combating Resistance to Aphicides in UK Aphid Pests  July.
DEFRA,Core Defra,27/07/2012,Current Transfers Abroad UK,Policy Delivery DG,United Nations Environment Prog,240712,"£114,633.47",UK payment towards the general trust fund for the operational budget of the Rotterdam Convention on the Prior Informed Consent Procedure for certain hazardous chemicals and pesticides
DEFRA,Core Defra,10/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,C E F A S,8002090,"£31,536.61","Memorandum of Understanding with the Centre for Environment, Fisheries and Aquaculture Science for the provision of Research and Development Services to Chemicals and Emerging Technologies Division 2012 to 2015"
DEFRA,Core Defra,16/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A E A Technology plc,6148639,"£26,169.20",Operation of the Europhying and Acidifying Atmospheric Pollutants June 2012
DEFRA,Core Defra,20/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Gfk NOP Ltd,8272001485,"£40,000.00",Defra noise awareness study 
DEFRA,Core Defra,10/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology plc,6148620,"£77,848.00",Quality assurance and quality control for data required from automatic urban and rural air quality monitoring network 
DEFRA,Core Defra,12/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A E A Technology plc,6.14863E+13,"£50,995.00",UK National Atmospheric Emissions Inventory
DEFRA,Core Defra,10/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology plc,6148617,"£43,865.00",April-June 2012 UK Hydrocarbons monitoring
DEFRA,Core Defra,10/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology plc,6147586,"£35,259.00",Advisory service and technical support to the clean air act - February and March 2012 
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Centre For Ecology & Hydrology,ERS-501969-40126,"£29,005.00",2012/13- Operation of the UK Eutrophying and Acidifying Atmospheric Pollutants (UKEAP) 3
DEFRA,Core Defra,18/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Bristol,FSCI1010150,"£29,989.00",Effects of noise on biodiversity 
DEFRA,Core Defra,12/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A E A Technology plc,6148633,"£59,962.00",Air quality assesment 2010 - 13 June 12
DEFRA,Core Defra,10/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology plc,6148618,"£64,109.00",April - June 2012 charges Hydrocarbons monitoring
DEFRA,Core Defra,04/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A E A Technology plc,6148332,"£59,962.00",Air quality assessment May 2012 
DEFRA,Core Defra,02/07/2012,Other Current Payments UK,Policy Delivery DG,Bureau Veritas UK Ltd,12011416,"£143,115.00",Management unit for auto UK air quality Met work period 1 - 31 May 2012 
DEFRA,Core Defra,02/07/2012,Evidence Non R&D,Policy Delivery DG,Department Of Energy and Climate Change,40009096,"£41,680.00",Contribution to Adaptation Sub Committee April 2012 
DEFRA,Core Defra,20/07/2012,Consultancy Non-Scheme,Policy Delivery DG,Eunomia Research & Consulting Ltd,52094,"£31,175.30",Communites and local government planning and pollution control interface  
DEFRA,Core Defra,06/07/2012,Other Current Payments E,Policy Delivery DG,Anthony Collins Solicitors LLP,HJEH377020002,"£27,500.00",Environment Food and Rural Affairs (EFRA) 50% share of legal costs for judical review of implementation of Revised Waste Framework Directive (RWFD) 
DEFRA,Core Defra,10/07/2012,Overhead Incidental Expenses,Policy Delivery DG,Vehicle Certification Agency,SIAR167041,"£60,427.00",Battery Enforcement Regulations
DEFRA,Core Defra,10/07/2012,Current Grants E,Policy Delivery DG,South Downs National Park Authority,50712,"£2,728,266.00","Grant in Aid payment to South Downs National Park - Quarter 2, 2012-13"
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,Lake District National Park Auth,260612,"£1,494,300.00","Grant in Aid payment to Lake District National Park - Quarter 2, 2012-13"
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,Exmoor National Park Authority,260612,"£924,000.00","Grant in Aid payment to Exmoor National Park - Quarter 2, 2012-13"
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,North York Moors National Park,260612,"£1,211,172.00","Grant in Aid payment to North York Moors National Park - Quarter 2, 2012-13"
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,Yorkshire Dales National Authority,260612,"£1,204,545.00","Grant in Aid payment to Yorkshire Dales National Park - Quarter 2, 2012-13"
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,New Forest National Park Auth,260612,"£861,260.00","Grant in Aid payment to New Forest National Park - Quarter 2, 2012-13"
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,Northumberland Nat Park Authority,260612,"£748,900.00","Grant in Aid payment to Northumberland National Park - Quarter 2, 2012-13"
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,Broads Authority,260612,"£943,700.00","Grant in Aid payment to Broads Authority - Quarter 2, 2012-13"
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,Dartmoor National Park Authority,260612,"£1,112,126.00","Grant in Aid payment to Dartmoor National Park - Quarter 2, 2012-13"
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,Peak District National Park Auth,260612,"£1,900,000.00","Grant in Aid payment to Peak District National Park - Quarter 2, 2012-13"
DEFRA,Core Defra,20/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,UNEP-WCMC,1075,"£37,955.54",International Biodiversity research and development project: UK Natural Environment Assessment follow-up. Quarterly payment
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,ERS-502471-40046,"£40,012.00",Soils research and development Project. Milestone payment based on contract deadlines
DEFRA,Core Defra,26/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Sac Commercial Ltd,10415816,"£48,348.93",Research into the detection of the presence of insects or other pests in prepared salad products -  For Jan - March 12
DEFRA,Core Defra,24/07/2012,Current Grants E,Policy Delivery DG,Waste & Resources Action Programme,JULY1160712,"£747,890.00",Waste and Resources Action Programme Grant for 2012-13 for July
DEFRA,Core Defra,10/07/2012,Grant-in Aid Payments,Policy Delivery DG,Consumer Council for Water (CCW),60712,"£1,282,500.00",Grant in Aid for July to September 2012 to the Consumer Council for Wales.
DEFRA,Core Defra,27/07/2012,Current Transfers Abroad UK,Policy Delivery DG,United Nations Environment Prog,FUND9450UK,"£25,000.00",United Nations Environment Programme contribution in support of the Convention on the Conservation of migratory species of wild animals
DEFRA,Core Defra,18/07/2012,Current Grants E,Policy Delivery DG,Birdlife International,1.80612E+12,"£26,134.25",Darwin Initiative Grant Scheme - 2nd quarter grant payment to Birdlife International
DEFRA,Core Defra,13/07/2012,Current Transfers Abroad UK,Policy Delivery DG,Convention On Biological Diversity,110712,"£64,470.00",UK contribution to Convention on Biological Diversity - 2nd meeting of inter-governmental committee of Nagoya Protocol
DEFRA,Core Defra,13/07/2012,Current Transfers Abroad UK,Policy Delivery DG,I B R D TF,100712,"£322,500.00",UK contribution to Nagoya Protocol Implementation Fund
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,University Of Exeter,2.50512E+12,"£32,370.00",Darwin Initiative Grant Scheme - 2nd quarter grant payment 
DEFRA,Core Defra,18/07/2012,Current Grants E,Policy Delivery DG,Institute of Zoology,220612,"£31,333.00",Darwin Initiative Grant Scheme - 2nd quarter grant payment to the Institute of Zoology for the Large Carnivore Management Project
DEFRA,Core Defra,18/07/2012,Current Grants E,Policy Delivery DG,Institute of Zoology,2.20612E+12,"£26,081.00",Darwin Initiative Grant Scheme - 2nd quarter grant payment to the Institute of Zoology for the Chinese Giant Salamander Project
DEFRA,Core Defra,16/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,UNEP-WCMC,1059,"£41,648.00",United Nations Environment Programme  World Conservation Monitoring Centre -  Aichi target project
DEFRA,Core Defra,05/07/2012,Current Transfers Abroad UK,Policy Delivery DG,United Nations Environment Prog,30712,"£50,000.00",UK contribution to United Nations Environment Programme (UNEP) June 2012
DEFRA,Core Defra,10/07/2012,Current Grants - Local Authorities,Policy Delivery DG,Dept For Communities & Local Gov,20712,"£3,000,000.00",Local Services Support Grant - LSSG
DEFRA,Core Defra,18/07/2012,Current Grants E,Policy Delivery DG,Met Office,I0082440,"£575,000.00",Grant Payment to the Met Office for providing an Intergrated Flood Forecasting and Alerts Service Covering England to support and enhance exisiting national area delivery.
DEFRA,Core Defra,02/07/2012,Grant-in Aid Payments,Policy Delivery DG,Environment Agency,EAGIAJULY12,"£52,000,000.00",Environment Agency's Grant In Aid Payment for Environmental Protection and Flood Defence - July 2012 
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000014734,"£4,697,143.02",TB testing - Apr 2012
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000014774,"£3,148,301.19",TB Service Level Agreement - Disease Investigation
DEFRA,Core Defra,10/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000013548,"£48,960.38",DNA TB work 2011/12
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000014754,"£6,066,422.97",BTB charges May 2012
DEFRA,Core Defra,30/07/2012,Other Current Payments (GB),Policy Delivery DG,Natural England,8000008855,"£151,043.47",BTB Badger Control project - Quarter 1(12/13)
DEFRA,Core Defra,30/07/2012,Other Current Payments (GB),Policy Delivery DG,Natural England,8000008854,"£36,061.42",BTB Badger Control project - Quarter  4(11/12)
DEFRA,Core Defra,02/07/2012,Other Current Payments E,Policy Delivery DG,Health Protection Agency,5378060,"£56,400.00",Milestone 7 payment on the Science and Technology Programme for the development of UK Handbook for Chemical Incidents.
DEFRA,Core Defra,02/07/2012,Other Current Payments E,Policy Delivery DG,Health Protection Agency,5378061,"£27,960.00",Milestone 8 payment on the Science and Technology Programme for the development of UK Handbook for Chemical Incidents.
DEFRA,Core Defra,30/07/2012,Contractor - Management Cover,Policy Delivery DG,A E A Technology plc,6148779,"£32,340.00",Contract payment for the provision of technical support for the water technology list 2012\13
DEFRA,Core Defra,26/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Frontier Economics Ltd,5653,"£54,431.00",Development of the methodology for assessing impacts of abstraction reform options on the public water supply
DEFRA,Core Defra,24/07/2012,Other Current Payments (GB),Policy Delivery DG,Food & Environment Research Agency,F0023348,"£1,941,249.99",Food and Environment Research Agency April - Jul structural funding
DEFRA,Core Defra,02/07/2012,Evidence Non R&D,Policy Delivery DG,L G C Limited,50151328B,"£112,111.57",European Union rebate for samples12 and 30/04/12
DEFRA,Core Defra,10/07/2012,Evidence Non R&D,Policy Delivery DG,Animal Health and Veterinary Laboratories Agency,5000012727,"£30,031.47",Fallen Stock 21-31 March 2012
DEFRA,Core Defra,12/07/2012,Evidence Non R&D,Policy Delivery DG,Identigen Ltd,Jun-12,"£30,482.92",Bovine Spongiform Encephalopathy testing June 12
DEFRA,Core Defra,30/07/2012,Other Current Payments (GB),Policy Delivery DG,Food Standards Agency,1701584,"£31,380.05", Animal By Products 28/5/12 - 24/6/12
DEFRA,Core Defra,30/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Wales Aberystwyth,20016835,"£68,772.15",First quarter Sustainable Feedstock Bioenergy project payment
DEFRA,Core Defra,18/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Plymouth,6038704,"£36,981.00",Research into obstacles to export growth for small and medium sized agrifood companies
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Cranfield University,ERS-502240-40042,"£74,997.00",Assessment of the impacts of climate change and changes in land use on future water requirement
DEFRA,Core Defra,18/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Sac Commercial Ltd,1.20712E+12,"£25,795.83",July payment to SAC Commercial Ltd: emissions project
DEFRA,Core Defra,20/07/2012,Evidence Non R&D,Policy Delivery DG,Agri-Food & Biosciences Institute,INV05318,"£27,000.00",June project payment - food and agricultural policy project
DEFRA,Core Defra,12/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,N I A B,NI684,"£28,782.83","UK crop project, looking at the development of new crops for industrial use, including the provision of agronomy, economic processing and delivery of end products."
DEFRA,Core Defra,30/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,B B S R C,150000885,"£93,062.53","Development of a Breeder’s tool kit’ to improve Hagberg Falling Number for the economic and
environmental sustainability of UK wheat "
DEFRA,Core Defra,18/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,1.20712E+12,"£28,265.83",Research project; reduce direct and indirect nitrous oxide emissions from UK agriculture
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,North Wyke Research.,ERS-502201-40171,"£31,423.08",Research into emissions 
DEFRA,Core Defra,27/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Reading,ERS-502241-40103,"£32,753.33",Research project - Optimising the efficiency of dietary nitrogen use 
DEFRA,Core Defra,18/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,A D A S UK Ltd,1.20712E+12,"£38,241.16",Research project - emissions 
DEFRA,Core Defra,06/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Bath,37641,"£30,160.54",Developing hemp-lime low carbon construction project
DEFRA,Core Defra,04/07/2012,Grant-in Aid Payments,Policy Delivery DG,Gangmasters Licensing Authority,GIAKAJJUN201217736300,"£177,363.00",Gangmasters Licensing Authority Enforcement Funding (June 2012)
DEFRA,Core Defra,16/07/2012,Grant-in Aid Payments,Policy Delivery DG,Gangmasters Licensing Authority,GIAKAJJUN2012200612,"£96,593.50",Gangmasters Licensing Authority Compliance Grant-in-Aid (July 2012)
DEFRA,Core Defra,16/07/2012,Grant-in Aid Payments,Policy Delivery DG,Gangmasters Licensing Authority,GIAKAJUL2012,"£170,192.50",Gangmasters Licensing Authority Enforcement Funding (July 2012)
DEFRA,Core Defra,04/07/2012,Grant-in Aid Payments,Policy Delivery DG,Gangmasters Licensing Authority,GIAKAJJUN2012,"£129,973.00",Gangmasters Licensing Authority Compliance Grant-in-Aid (June 2012)
DEFRA,Core Defra,06/07/2012,Other Current Payments E,Policy Delivery DG,Local Partnerships LLP,4110958,"£231,272.36",Waste infrastructure development progamme transactor support June 2012 
DEFRA,Core Defra,02/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Bristol,FSCI1008182,"£196,363.00","The impact of anthropogenic noise on fish and invertebrates at the individual, population and community level"
DEFRA,Core Defra,30/07/2012,Evidence Non R&D,Policy Delivery DG,C E F A S,8002074,"£2,232,833.33","July High Level Agreement to Centre for Environment, Fisheries and Aquaculture Science (Cefas)"
DEFRA,Core Defra,30/07/2012,Other Current Payments (GB),Policy Delivery DG,C E F A S,8002101,"£37,178.00","Evaluating the distribution, trends and value of inshore and offshore fisheries in England."
DEFRA,Core Defra,16/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,NERC Proudman Oceanographic Laboratory,7060002956,"£400,000.00",Contribution to the Ocean Acidification Programme
DEFRA,Core Defra,02/07/2012,Other Current Payments E,Policy Delivery DG,Northumberland Coast AONB,180612,"£94,622.00",Final Grant in Aid payment for 2011/12 for Northumberland Coast Area of Outstanding Natural Beauty
DEFRA,Core Defra,04/07/2012,Current Grants E,Policy Delivery DG,Cotswolds Conservation Board,250612,"£122,461.25",Final Grant in Aid payment for 2011/12 for Cotswolds Area of Outstanding Natural Beauty
DEFRA,Core Defra,02/07/2012,Current Grants E,Policy Delivery DG,Surrey Hills AONB,300512,"£63,393.33",Final Grant in Aid payment for 2011/12 for Surrey Hills Area of Outstanding Natural Beauty
DEFRA,Core Defra,02/07/2012,Other Current Payments E,Policy Delivery DG,Norfolk Coast AONB,150612,"£70,386.21",Final Grant in Aid payment for 2011/12 for Norfolk Coast Area of Outstanding Natural Beauty
DEFRA,Core Defra,04/07/2012,Current Grants E,Policy Delivery DG,The Chilterns Conservation Board,210612,"£118,798.00",Final Grant in Aid payment for 2011/12 for The Chilterns Area of Outstanding Natural Beauty
DEFRA,Core Defra,20/07/2012,Other Current Payments E,Policy Delivery DG,South Devon AONB Unit,120712,"£45,470.00",Final Grant in Aid payment for 2011/12 for South Devon Area of Outstanding Natural Beauty
DEFRA,Core Defra,10/07/2012,Grant-in Aid Payments,Policy Delivery DG,The National Forest Co,260612,"£183,209.00",Grant in aid payment to the National Forestry Company
DEFRA,Core Defra,02/07/2012,Grant-in Aid Payments,Policy Delivery DG,Natural England,250612,"£20,000,000.00",Monthly Grant in Aid payment to Natural England for July
DEFRA,Core Defra,10/07/2012,Prog Provision Matched Exp,Policy Delivery DG,JSS Pensions Administration,4741,"£113,832.15",Monthly Nature Conservation Council payment for June 2012
DEFRA,Core Defra,20/07/2012,Grant-in Aid Payments,Policy Delivery DG,Joint Nature Conservation Committee,100712,"£794,000.00",Monthly Grant in Aid payment to Joint Nature Conservation Committee for July 2012
DEFRA,Core Defra,30/07/2012,Other Current Payments E,Policy Delivery DG,N F Y F C,2209,"£28,200.00",Part-payment of annual grant to provide skills development and knowledge exchange across the farming industry
DEFRA,Core Defra,24/07/2012,Other Current Payments E,Policy Delivery DG,National Farmers Union,OP0026978,"£113,631.96",Contribution to the Campaign for the Farmed Environment
DEFRA,Core Defra,24/07/2012,Other Current Payments E,Policy Delivery DG,A E A Technology plc,6148784,"£55,630.18",Farming Advice Service
DEFRA,Core Defra,30/07/2012,Other Current Payments UK,Policy Delivery DG,Soil Association Certification Ltd,174848,"£31,035.50",Payment to organic farming control bodies
DEFRA,Core Defra,24/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology - SPM Lead Contract,6148803,"£84,802.56",Sustainable Consumption and Production Lead Contract Energy using products for June 12
DEFRA,Core Defra,04/07/2012,Evidence Non R&D,Policy Delivery DG,A E A Technology - SPM Lead Contract,6148596,"£96,447.72",Sustainable Consumption and Production Lead Contract Energy using products for May 12
DEFRA,Core Defra,04/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,The Social Marketing Practice,SMP255,"£28,288.00",Working with intermediaries as facilitators of change to the way people live or consume.
DEFRA,Core Defra,30/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,University Of Hertfordshire,42534,"£29,769.33",Pilot for a Nursery Equipment Product Service System
DEFRA,Core Defra,02/07/2012,Grant-in Aid Payments,Policy Delivery DG,Marine Management Organisation,280612,"£4,000,000.00",July Grant in Aid payment to Marine Management Organisation
DEFRA,Core Defra,02/07/2012,Other Current Payments (GB),Policy Delivery DG,Dept For Communities & Local Gov,280612,"£250,000.00",July Grant in Aid payment to Department for Communities and Local Government
DEFRA,Core Defra,20/07/2012,Other Current Payments (Evidence R&D),Policy Delivery DG,Institute of Zoology,31607,"£60,206.00",UK Cetacean Stranding Investigation Programme.
DEFRA,Core Defra,01/08/2012,GPC Card,Central Finance Group,Barclaycard Business Issuing,4.71532E+21,"£111,302.34",Government Procurement Card Payment across Defra  for period  July 2012
DEFRA,Core Defra,28/08/2012,Mobile Phones,Central Finance Group,Vodafone Ltd,64417929,"£67,836.14",Defra Vodafone bill for period  - August 12 
DEFRA,Core Defra,13/08/2012,Payover,Central Finance Group,Veterinary Medicines Directorate,310712,"£40,638.50",VAT recovery across Defra
DEFRA,Core Defra,21/08/2012,CIT Deductions,Central Finance Group,H M Revenue & Customs,Withholding Tax - 5156479 - 3,"£105,023.81",Withholding tax - Interserve (Facilities Mansgement) Ltd
DEFRA,Core Defra,09/08/2012,GPC Card,Central Finance Group,Barclaycard Business Issuing,4.71532E+21,"£90,634.60",Government Procurement Card across Defra  for period  August 2012
DEFRA,Core Defra,28/08/2012,CIT Deductions,Central Finance Group,H M Revenue & Customs,Withholding Tax - 5161570 - 3,"£369,219.16",Withholding tax - Interserve (Facilities Management) Ltd
DEFRA,Core Defra,13/08/2012,Payover,Central Finance Group,Rural Payments Agency,310712,"£2,012,461.52",VAT recover across Defra In this financial year
DEFRA,Core Defra,13/08/2012,Payover,Central Finance Group,Animal Health and Veterinary Laboratories Agency,310712,"£199,779.88",VAT recovery across Defra In this financial year
DEFRA,Core Defra,17/08/2012,Removal Expenses (Office Costs),Chief Operating Officer DG,IBM United Kingdom Ltd,5807121593,"£48,400.00",Decommission of DefraNet at Bury St Edmunds 
DEFRA,Core Defra,01/08/2012,Gas,Chief Operating Officer DG,Corona Energy,7349691,"£26,895.40","Gas bill  for the period of 01/06/12 to 01/07/12 - Animal Health and Veterinary Laboratories, Woodham Lane, New Haw, WEYBRIDGE, Surrey, KT15 3NB: includes Grange, Holme, Appstree, Old Rectory, Halls  and Coombelands  Farms"
DEFRA,Core Defra,01/08/2012,Gas,Chief Operating Officer DG,Corona Energy,7345411,"£101,527.22","Gas bill for period 1/6/12-1/7/12 - Animal Health and Veterinary Laboratories, Woodham Lane, New Haw, WEYBRIDGE, Surrey, KT15 3NB"
DEFRA,Core Defra,03/08/2012,Estates Professional Fees & Services,Chief Operating Officer DG,D T Z,191718,"£39,078.60",Annual management fee for financial year 2012/13
DEFRA,Core Defra,23/08/2012,Electricity,Chief Operating Officer DG,E D F Energy,130020812,"£154,710.14","Electricity bill for July 2012 - Food and Environment Research Agency, Sand Hutton, YORK, North Yorkshire"
DEFRA,Core Defra,02/08/2012,Property Lease Costs,Chief Operating Officer DG,D T Z,DEFRA147,"£611,233.65",DTZ Funding:property related costs - Rent and service charges and insurance
DEFRA,Core Defra,16/08/2012,Business Rates,Chief Operating Officer DG,D T Z,DEFRA148,"£481,778.20",DTZ Funding:property related costs - Rent and service charges and insurance
DEFRA,Core Defra,01/08/2012,Gas,Chief Operating Officer DG,Corona Energy,7349561,"£60,609.71","Gas bill for period 1/6/12-1/7/12 - Food and Environment Research Agency, Sand Hutton, YORK, North Yorkshire"
DEFRA,Core Defra,23/08/2012,Business Rates,Chief Operating Officer DG,D T Z,DEFRA149,"£2,008,632.73",DTZ Funding:property related costs - Rent and service charges and insurance
DEFRA,Core Defra,30/08/2012,Gas,Chief Operating Officer DG,Corona Energy,7422265,"£106,967.22","Gas bill for period July-August 2012 - Animal Health and Veterinary Laboratories Woodham Lane, New Haw, WEYBRIDGE, Surrey, KT15 "
DEFRA,Core Defra,21/08/2012,Recharge of Rent Payments,Chief Operating Officer DG,Food & Environment Research Agency,F0023927,"£178,553.04","Reclaim rental income for Food and Environment Research Agency, Sand Hutton, YORK, North Yorkshire"
DEFRA,Core Defra,09/08/2012,Gas,Chief Operating Officer DG,Corona Energy,7345393,"£38,141.28","Gas bill for period 1/6/12-1/7/12- Animal Health and Veterinary Laboratories, Woodham Lane, New Haw, WEYBRIDGE, Surrey, KT15 3NB"
DEFRA,Core Defra,01/08/2012,Gas,Chief Operating Officer DG,Corona Energy,7289666,"£30,681.00","Gas bill for period 1/5/12-1/6/12- Animal Health and Veterinary Laboratories, Woodham Lane, New Haw, WEYBRIDGE, Surrey, KT15 3NB"
DEFRA,Core Defra,03/08/2012,Telephone Call Charges (C),Chief Operating Officer DG,British Telecommunications plc.,Q04201LC,"£32,745.24",Telecom Services provided by British Telecommunication
DEFRA,Core Defra,17/08/2012,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018616,"£2,051,217.55",Core contract-services charged for the period 1-30 July 2012
DEFRA,Core Defra,17/08/2012,Estates IFM Core Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00019049,"£700,158.72",Year 2 gainshare   
DEFRA,Core Defra,07/08/2012,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018788,"£179,812.59",Pass through costs for July 2012
DEFRA,Core Defra,07/08/2012,Estates IFM Pass- Through Maintenance,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018789,"£25,106.38",Pass through costs for July 2012
DEFRA,Core Defra,17/08/2012,Reactive Element of Core IFM fee,Chief Operating Officer DG,Interserve (Facilities Mngmnt) Ltd,FI00018614,"£576,352.07",Service charges for July 2012
