Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,KIRKLEES PCT,PUBLIC,WF3 1WE,HAFS-13012,47000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,WAKEFIELD DISTRICT PCT,PUBLIC,WF3 1WE,HAFS-13091,47000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,CROYDON PCT,PUBLIC,CR0 6SR,HAFS-12970,48000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,NHS LITIGATION AUTHORITY,PUBLIC,LS1 4AD,HAFS-13035,48000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,COVENTRY TEACHING PCT,PUBLIC,CV1 2GQ,HAFS-12969,49000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,HAFS-13067,49000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,WILTSHIRE PCT,PUBLIC,SN10 5EQ,HAFS-13103,49000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,HAFS-12962,50000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,CENTRAL & EASTERN CHESHIRE PCT,PUBLIC,CW5 5QU,HAFS-12964,50000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,DORSET PCT,PUBLIC,DT2 9TB,HAFS-12977,50000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,EAST OF ENGLAND SHA,PUBLIC,CB1 5XB,HAFS-12982,50000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,LAMBETH PCT,PUBLIC,WF3 1WE,HAFS-13014,50000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,EAST LANCASHIRE PCT,PUBLIC,BB9 5SZ,HAFS-12980,51000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,CENTRAL LANCASHIRE PCT,PUBLIC,PR26 6TR,HAFS-12965,51500000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,NORTH WEST SHA,PUBLIC,M1 3BN,HAFS-13045,54800000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,BUCKINGHAMSHIRE PCT,PUBLIC,HP19 8ET,HAFS-12959,55000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,BRISTOL PCT,PUBLIC,BS2 8EE,HAFS-12957,56000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,WORCESTERSHIRE PCT,PUBLIC,WR4 9RW,HAFS-13106,58000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,WARWICKSHIRE PCT,PUBLIC,CV34 4DE,HAFS-13096,60000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,BEDFORDSHIRE PCT,PUBLIC,MK40 2AW,HAFS-12945,61000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,COUNTY DURHAM PCT,PUBLIC,DL14 6WA,HAFS-12968,62935000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,HAFS-13052,65000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,BIRMINGHAM EAST AND NORTH PCT,PUBLIC,B7 4WE,HAFS-12949,66000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,GLOUCESTERSHIRE PCT,PUBLIC,GL2 8DN,HAFS-12988,66000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,SUFFOLK PCT,PUBLIC,IP3 8LS,HAFS-13081,67500000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,MANCHESTER PCT,PUBLIC,M23 9LH,HAFS-13023,68000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,SOMERSET PCT,PUBLIC,WF3 1WE,HAFS-13066,68500000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,CUMBRIA PCT,PUBLIC,CA2 7HX,HAFS-12971,69000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,LEICESTERSHIRE COUNTY & RUTLAND PCT,PUBLIC,CV13 0LJ,HAFS-13017,70000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,NOTTINGHAMSHIRE COUNTY TEACHING PCT,PUBLIC,NG5 7EU,HAFS-13050,70000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,SOUTH STAFFORDSHIRE PCT,PUBLIC,WS15 1UL,HAFS-13072,70000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,LIVERPOOL PCT,PUBLIC,L13 1HN,HAFS-13020,74845000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,NORTHAMPTONSHIRE PCT,PUBLIC,NN5 6UH,HAFS-13047,75000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,SHEFFIELD PCT,PUBLIC,S10 3TG,HAFS-13063,75000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,WEST KENT PCT,PUBLIC,ME20 7NJ,HAFS-13098,75000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,BRADFORD AND AIREDALE PCT,PUBLIC,WF3 1WE,HAFS-12954,76000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,CORNWALL & ISLES OF SCILLY PCT,PUBLIC,PL25 5AS,HAFS-12967,78000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,NORTH YORKSHIRE & YORK PCT,PUBLIC,YO17 6QR,HAFS-13046,82700000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,DERBYSHIRE COUNTY PCT,PUBLIC,S41 7PF,HAFS-12974,85000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,NORFOLK PCT,PUBLIC,NR1 3FR,HAFS-13036,85000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,LEEDS PCT,PUBLIC,WF3 1WE,HAFS-13015,89771000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,DEVON PCT,PUBLIC,TQ12 4PH,HAFS-12975,91000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,EASTERN & COASTAL KENT PCT,PUBLIC,CT1 3NG,HAFS-12985,95000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,LINCOLNSHIRE PCT,PUBLIC,LN4 2HN,HAFS-13019,98000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,WEST SUSSEX PCT,PUBLIC,WF3 1WE,HAFS-13100,109000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,HERTFORDSHIRE PCT,PUBLIC,AL8 6JL,HAFS-13003,116000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,SURREY PCT,PUBLIC,KT16 0QA,HAFS-13083,130000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,HAMPSHIRE PCT,PUBLIC,RG24 9NB,HAFS-12993,138000000,,,Other,
Department of Health,Department of Health,01/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,LONDON SHA,PUBLIC,SW1E 6QT,HAFS-13021,140675000,,,Other,
Department of Health,Department of Health,02/05/2012,CASH FUNDING Rev Inside RAB,NHS FC,MEDWAY TEACHING PCT,PUBLIC,ME19 4AX,HAFS-13111,1000000,,,Other,
Department of Health,Department of Health,02/05/2012,CASH FUNDING Rev ND In RAB,NHS FC,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,HAFS-13114,935500000,,,Other,
Department of Health,Department of Health,14/05/2012,Additions FT Financing Facility Loans,NHS FC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,PUBLIC,RH19 3DZ,HAFS-13115,400000,,,Other,
Department of Health,Department of Health,21/05/2012,Additions FT Financing Facility Loans,NHS FC,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,,HAFS-13117,5000000,,,Other,
Department of Health,Department of Health,21/05/2012,Additions FT Financing Facility Loans,NHS FC,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B1 3RB,HAFS-13116,5460000,,,Other,
Department of Health,Department of Health,28/05/2012,Additions-PDC permanent,NHS FC,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,PUBLIC,SL2 4HL,HAFS-13287,3600000,,,Other,
Department of Health,Department of Health,28/05/2012,Additions-PDC permanent,NHS FC,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,HAFS-13288,5000000,,,Other,
Department of Health,Department of Health,28/05/2012,Additions-PDC permanent,NHS FC,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,HAFS-13286,6900000,,,Other,
Department of Health,Department of Health,04/05/2012,Outsourcing Contract,NHS FINANCE PERFORMANCE & OPERATIONS,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,PUBLIC,NW3 5BA,16520344,175000,,Professional team to develop CAMHS PbR currency,Programme,
Department of Health,Department of Health,08/05/2012,Policy Payments,NHS FINANCE PERFORMANCE & OPERATIONS,WELSH ASSEMBLY GOVERNMENT,PUBLIC,CF10 3NQ,1800037429,5830000,,CROSS BORDER 2011/12 - WALES RECHARGE,Programme,
Department of Health,Department of Health,04/05/2012,Outsourcing Contract,NHS Improvement and Efficiency,NHS INSTITUTE FOR INNOVATION AND IMPROVEMENT,PUBLIC,CV4 7AL,1000002557,200000,,NHS Global Work,Programme,
Department of Health,Department of Health,09/05/2012,Outsourcing Contract,NHS Improvement and Efficiency,South of England Advocacy Projects,VCS,TN34 1HL,SIN002297,291111.5,,The extension of the current ICAS contract for the provision of independent advocacy by SEAP,Programme,
Department of Health,Department of Health,09/05/2012,Outsourcing Contract,NHS Improvement and Efficiency,POHWER,VCS,SG1 5DZ,SINV964,354709,,The extension of the current ICAS contract for the provision of independent advocacy by POhWER,Programme,
Department of Health,Department of Health,10/05/2012,Outsourcing Contract,NHS Improvement and Efficiency,CARERS FEDERATION LTD,VCS,NG7 7LJ,1706,330416.67,,The extension of the current ICAS contract for the provision of independent advocacy by The Carers Federation,Programme,
Department of Health,Department of Health,14/05/2012,Telephone costs,NHS Improvement and Efficiency,CABLE AND WIRELESS COMMUNICATION,LARGE,RG12 1RW,11091715,34284.31,,Telecoms Bill - Site Charges,Programme,
Department of Health,Department of Health,29/05/2012,Outsourcing Contract,NHS Improvement and Efficiency,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,92459099,31250,,Delivery of scheme operation of The Information Standard,Programme,
Department of Health,Department of Health,31/05/2012,Telephone costs,NHS Improvement and Efficiency,CABLE AND WIRELESS COMMUNICATION,LARGE,RG12 1RW,427415,97800,,CCN5 rollout charges for 111,Programme,
Department of Health,Department of Health,31/05/2012,Outsourcing Contract,NHS Improvement and Efficiency,POHWER,VCS,SG1 5DZ,SINV996,354709,,The extension of the current ICAS contract for the provision of independent advocacy by POhWER,Programme,
Department of Health,Department of Health,31/05/2012,Telephone costs,NHS Improvement and Efficiency,CABLE AND WIRELESS COMMUNICATION,LARGE,RG12 1RW,427414,440691.6,,CCN5 rollout charges for 111,Programme,
Department of Health,Department of Health,14/05/2012,Outsourcing Contract,NHS MEDICAL DIRECTOR,OFFICE FOR NATIONAL STATISTICS ONS,PUBLIC,NP10 8XG,1024387,27703.08,,,Programme,
Department of Health,Department of Health,14/05/2012,Outsourcing Contract,NHS MEDICAL DIRECTOR,OFFICE FOR NATIONAL STATISTICS ONS,PUBLIC,NP10 8XG,1024387,185116.88,,Annual processing of national statistics for Cancer Registration 2011 - 2012,Programme,
Department of Health,Department of Health,21/05/2012,Grants to non profit institutions (CUR),NHS MEDICAL DIRECTOR,THE NATIONAL COUNCIL FOR PALLIATIVE CARE,VCS,N7 9AS,ERS-461191-59441,69000,,National Coalition Operational Costs 2012-2013,Programme,
Department of Health,Department of Health,23/05/2012,Outsourcing Contract,NHS MEDICAL DIRECTOR,IPSOS MORI UK LTD,LARGE,HA1 1PT,12000730,27240,,Development and cognitive testing,Admin,
Department of Health,Department of Health,30/05/2012,Outsourcing Contract,NHS MEDICAL DIRECTOR,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01033,1084103,,Q4 Audit 11-12,Programme,
Department of Health,Department of Health,04/05/2012,Professional fees,Provider Development,ERNST AND YOUNG LLP,LARGE,SE1 2AF,GB10300005735,41941,,Plymouth Hospitals NHS Trust.  NHS Financial Assessments.,Programme,
Department of Health,Department of Health,08/05/2012,Professional fees,Provider Development,DELOITTE LLP,LARGE,MK9 1FD,1110788587,48054,,North Bristol NHS Trust. NHSFT Financial Assessments,Programme,
Department of Health,Department of Health,09/05/2012,Professional fees,Provider Development,SERCO LTD,LARGE,RG27 9UY,90668528,27108,,Birmingham Community Healthcare NHS Trust. NHSFT Financial Assessments.,Programme,
Department of Health,Department of Health,09/05/2012,Professional fees,Provider Development,SERCO LTD,LARGE,RG27 9UY,90668529,32330,,"North West Ambulance Service NHS Trust.  Stage 1, 2 and 3.",Programme,
Department of Health,Department of Health,23/05/2012,Professional fees,Provider Development,BEARING POINT LTD,SME,WC2B 5DG,4520300081,30494,,"Northern Devon Healthcare NHS Trust Stage 1, 2 and 3.",Programme,
Department of Health,Department of Health,28/05/2012,Consultancy/Professional Advice,Provider Development,KPMG LLP,LARGE,E14 5AG,5500522262,56850,,NHS Trust Development Authority Organisation Design Work,Admin,
Department of Health,Department of Health,28/05/2012,Grants to non profit institutions (CUR),Provider Development,FOUNDATION TRUST NETWORK,PUBLIC,,ERS-461770-59801,220000,,2012/012 Foundation Trust Network -  project: Foundation Trust preparation programme 2012-13- policy grant,Programme,
Department of Health,Department of Health,30/05/2012,Professional fees,Provider Development,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353789274,37985,,Derbyshire Community Health Services NHS Trust. NHSFT Financial Assessments.,Programme,
Department of Health,Department of Health,09/05/2012,Outsourcing Contract,PS&F MPI (part of PS&F J5180),THE PRIMARY CARE ALLIANCE,SME,DN22 6JD,AL3346,30000,,Support to the implementation of GP commissioning - PC Alliance,Admin,
Department of Health,Department of Health,09/05/2012,Outsourcing Contract,PS&F MPI (part of PS&F J5180),THE PRIMARY CARE ALLIANCE,SME,DN22 6JD,AL3342,47976,,Support to the implementation of GP commissioning - PC Alliance,Admin,
Department of Health,Department of Health,14/05/2012,Outsourcing Contract,PS&F MPI (part of PS&F J5180),IPSOS MORI UK LTD,LARGE,HA1 1PT,12000654,63590.88,,360 stakeholder survey element of formal CCG authorisation process,Admin,13507
Department of Health,Department of Health,18/05/2012,Library services,PS&F MPI (part of PS&F J5180),WILLIAMS LEA LTD,LARGE,W2 6LG,DH12030017,-4114.75,,,Programme,
Department of Health,Department of Health,18/05/2012,Library services,PS&F MPI (part of PS&F J5180),WILLIAMS LEA LTD,LARGE,W2 6LG,DH12030017,72849.85,,DECs payment for printing and mailing of Dental Patient Information Leaflets 2012/13,Programme,
Department of Health,Department of Health,31/05/2012,Consultancy/Professional Advice,PS&F MPI (part of PS&F J5180),ERNST AND YOUNG LLP,LARGE,SE1 2AF,GB10300006515,44638,,ICP Evaluation - outstanding costs to E&Y,Admin,
Department of Health,Department of Health,04/05/2012,Research & development,Research and Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-460298-58984,27419,,Post Doctoral Fellowship PDF,Programme,
Department of Health,Department of Health,04/05/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-460297-58982,30720,,Research for patients benefit programme,Programme,
Department of Health,Department of Health,08/05/2012,Research & development,Research and Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-460421-59101,28562,,Methodology Programme,Programme,
Department of Health,Department of Health,09/05/2012,Research & development,Research and Development,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-460468-59143,32493.53,,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,09/05/2012,Research & development,Research and Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-460464-59141,32758.64,,Consumers Infrastructure,Programme,
Department of Health,Department of Health,11/05/2012,Research & development,Research and Development,POOLE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,BH15 2JB,ERS-460712-59205,25213,,Research for patients benefit programme,Programme,
Department of Health,Department of Health,11/05/2012,Research & development,Research and Development,EAST LONDON NHS FOUNDATION TRUST,PUBLIC,E1 1RD,ERS-460704-59207,25860,,Research for patients benefit programme,Programme,
Department of Health,Department of Health,11/05/2012,Research & development,Research and Development,SHEFFIELD PCT,PUBLIC,S10 3TG,ERS-460706-59203,26524,,Research for patients benefit programme,Programme,
Department of Health,Department of Health,14/05/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,375274,92859,,NCCRCD Management,Programme,
Department of Health,Department of Health,14/05/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,376944,110039,,NCCRCD Management,Programme,
Department of Health,Department of Health,14/05/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,376945,125000,,NCCRCD Management,Programme,
Department of Health,Department of Health,14/05/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,373128,358938,,NCCRCD Management,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,DEVON PCT,PUBLIC,TQ12 4PH,ERS-460850-59262,33419,,ESTEEM,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-460814-59245,50000,,School for Public Health,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-460808-59244,76264,,EME NETSCC,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-460812-59242,87500,,School for Public Health,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-460813-59243,87500,,School for Public Health,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-460815-59247,87500,,School for Public Health,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,PUBLIC,WC1E 7HT,ERS-460816-59246,87500,,School for Public Health,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-460817-59250,87500,,School for Public Health,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-460819-59248,87500,,School for Public Health,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,PUBLIC,NE12 8EW,ERS-460810-59241,94986,,Applied Research Programme,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,LONDON SCHOOL OF ECONOMICS,PUBLIC,WC2A 2AE,ERS-460809-59249,114000,,National School for Social Care Research,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,SHEFFIELD UNIVERSITY OF,PUBLIC,S10 2UH,ERS-460818-59252,200000,,School for Public Health,Programme,
Department of Health,Department of Health,15/05/2012,Research & development,Research and Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-460811-59251,266809,,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,17/05/2012,Research & development,Research and Development,QUANTUMDX GROUP LTD,SME,CR8 4EJ,DH02/LS-1010-10014,82341,,Invention for Innovation,Programme,
Department of Health,Department of Health,17/05/2012,Research & development,Research and Development,LEEDS PCT,PUBLIC,WF3 1WE,ERS-461016-59461,86275,,Research for patients benefit programme,Programme,
Department of Health,Department of Health,17/05/2012,Research & development,Research and Development,ASHRIDGE CONSULTING LTD,SME,HP4 1NS,14296,116143.64,,NIHR Faculty Management,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-461249-59464,38704,,Research for patients benefit programme,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,READING UNIVERSITY OF,PUBLIC,RG6 6AH,ERS-461240-59474,44667,,Other PRP Research,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,CANCER RESEARCH UK,VCS,WC2A 3PX,ERS-461247-59475,50000,,NAEDI Research,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,CRANFIELD UNIVERSITY,PUBLIC,MK43 0AL,ERS-461241-59469,55634,,Other PRP Research,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-461251-59470,59092.39,,Consumers Infrastructure,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-461243-59472,75301.02,,vCJD research,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-461245-59473,79543,,Other PRP Research,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-461238-59466,87323,,NIHR Public Health Research NETSCC,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,OFFICE FOR NATIONAL STATISTICS ONS,PUBLIC,PO15 5RR,ERS-461244-59468,100000,,Other PRP Research,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,PORTSMOUTH HOSPITAL NHS TRUST,PUBLIC,PO6 3LY,ERS-461253-59465,159565,,Research for patients benefit programme,Programme,
Department of Health,Department of Health,21/05/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-461242-59471,180314.03,,vCJD research,Programme,
Department of Health,Department of Health,23/05/2012,Research & development,Research and Development,WELLCOME TRUST TRADING LTD,VCS,NW1 2BE,ERS-461522-59656,25000,,UK-CDS,Programme,
Department of Health,Department of Health,23/05/2012,Research & development,Research and Development,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-461531-59654,25000,,Reviews Capacity Development,Programme,
Department of Health,Department of Health,23/05/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-461532-59649,69854,,Applied Research Programme,Programme,
Department of Health,Department of Health,23/05/2012,Research & development,Research and Development,BANGOR UNIVERSITY,PUBLIC,LL57 2DG,ERS-461530-59655,79278.53,,Health Tech Assessment,Programme,
Department of Health,Department of Health,25/05/2012,Research & development,Research and Development,LGC LTD,LARGE,TW11 0LY,50151259,762153,,Central Commissioning Function,Programme,
Department of Health,Department of Health,28/05/2012,Research & development,Research and Development,INFRARED INTEGRATED SYSTEMS LTD,SME,NN4 9BG,15151,156130.69,,Invention for Innovation,Programme,
Department of Health,Department of Health,29/05/2012,Research & development,Research and Development,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-461908-59845,43801,,Career Development Fellowship,Programme,
Department of Health,Department of Health,29/05/2012,Research & development,Research and Development,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-461911-59846,59371.72,,Health Tech Assessment,Programme,
Department of Health,Department of Health,29/05/2012,Research & development,Research and Development,THE SOLENT NHS TRUST,PUBLIC,SO16 4XE,ERS-461909-59850,80240,,Research for patients benefit programme,Programme,
Department of Health,Department of Health,30/05/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-462055-59998,2642,,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,30/05/2012,Research & development,Research and Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-462064-60005,5357,,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,30/05/2012,Research & development,Research and Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-462052-59996,5916,,Health Tech Assessment,Programme,
Department of Health,Department of Health,30/05/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-462055-59998,9691,,HTA Pragmatic Trials,Programme,
Department of Health,Department of Health,30/05/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-462055-59998,11250,,Health Tech Assessment,Programme,
Department of Health,Department of Health,30/05/2012,Research & development,Research and Development,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-462056-59999,12447,,Large Scale Clinical Trials,Programme,
Department of Health,Department of Health,30/05/2012,Research & development,Research and Development,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-462082-60017,12547,,Health Tech Assessment,Programme,
Department of Health,Department of Health,30/05/2012,Research & development,Research and Development,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-462055-59998,13546,,Health Tech Assessment,Programme,
Department of Health,Department of Health,30/05/2012,Research & development,Research and Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-462076-60011,13829,,Health Tech Assessment,Programme,
