Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025075732,"Ł1,100",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2025075732,Ł900,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,EMPLOYMENT ZONES,COO,JHP GROUP LTD,2025075860,"Ł26,585",Welfare to Work,Client Facing,EMPLOYMENT ZONES
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,"Ł13,135",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,"Ł5,799",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,"Ł1,800",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,"Ł5,600",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,"Ł2,700",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,"Ł1,500",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,Ł300,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,Ł400,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,"Ł1,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,20-Apr-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,JHP GROUP LTD,2025075861,"Ł1,200",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł73,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł172,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł101,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł65,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł226,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł237,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł140,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł327,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł20,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł44,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł96,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł48,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł40,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł129,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł34,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł25,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł165,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł476,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł88,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł70,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł46,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł52,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł50,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł174,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł73,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł32,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł110,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł285,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł365,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł251,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł130,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł453,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł24,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł398,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł88,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł90,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł89,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł895,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł156,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł163,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł230,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł62,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł61,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł80,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł85,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł244,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł52,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł66,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł286,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł40,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł111,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł54,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł42,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł15,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł50,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł142,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł82,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł201,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł18,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł33,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł23,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł28,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł30,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł16,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł72,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł251,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł93,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł242,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł32,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł201,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł18,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł56,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł336,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł269,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł130,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł83,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł83,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł50,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł97,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł148,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł481,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł115,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł28,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł106,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł188,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł54,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł48,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł89,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł95,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł22,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł600,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł117,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł197,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł8,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł24,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł16,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł36,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł279,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł148,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł239,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł464,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł191,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł62,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł38,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł297,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł118,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł159,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł46,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł69,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł26,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł41,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł258,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł44,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł112,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł122,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł30,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł223,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł34,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł276,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł103,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł34,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł42,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł66,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł34,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
Department for Work and Pensions,Jobcentre Plus,20-Apr-12,FLEXIBLE SUPPORT FUND,COO,MATALAN,2025076167,Ł52,Welfare to Work,Client Facing,FLEXIBLE SUPPORT FUND
