Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,,,
DEFRA,NE,17/04/2015,Service charges,Corporate Services,Shared Services Connected Ltd,100000996,"223,320.46",Shared Services provision for Natural England fixed monthly charge - April 2015,HP2 7AH,,,,,,,,,
DEFRA,NE,21/04/2015,"IT services, equipment & consumables",Corporate Services,Atos IT Services UK Ltd,5584180606,"140,466.00","Charge for hosting, support and development of the Genesis IT System - February 2015",WV10 6UH,,,,,,,,,
DEFRA,NE,21/04/2015,"IT services, equipment & consumables",Corporate Services,Atos IT Services UK Ltd,5584180607,"483,594.00","Charge for hosting, support and development of the Genesis IT System - February 2015",WV10 6UH,,,,,,,,,
DEFRA,NE,21/04/2015,Other programme expenditure,Local Delivery,Dialogue By Design Ltd,1323,"31,429.27","Sciencewise grant NIA (Nature Improvement Area) Public Dialogue Project - Meres and Mosses, Morecombe Bay and Nene Valley - February-March 2015",WC1X 8XG,SME,25570,,,,,,,
DEFRA,NE,23/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548205,"-28,504.82","Credit - Rent, management and utility charges for the Leeds office (Queen Street) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,23/04/2015,Grants & contributions,Local Delivery,Dorset County Council,ERS-987178-51877,"87,978.25",Nature Improvement Area Fund Wild Purbeck - 2014-15,DT1 1XJ,,,,,,,,,
DEFRA,NE,23/04/2015,"Monitoring, Evaluation & Surveillance costs",Local Delivery,University Of Plymouth Enterprise Ltd,6061488,"29,698.00",Natural Connections Demonstration Project - 2014-15 Quarter 4,PL4 8AA,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548198,"43,025.10","Rent, management and utility charges for the Ashford office (International House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548203,"45,100.43","Rent, management and utility charges for the Telford office (Parkside Court) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548177,"47,438.33","Rent, management and utility charges for the Newcastle office (Lancaster House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548172,"94,866.66","Rent, management and utility charges for the Bristol office (Temple Quay House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548169,"57,916.77","Rent, management and utility charges for the Taunton office (Riverside Chambers) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Insurance,Corporate Services,Defra C/o Capita,1002548195,"34,197.10","Rent, management and utility charges for the Kendal office (Juniper House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Insurance,Corporate Services,Defra C/o Capita,1002548200,"62,920.67","Rent, management and utility charges for the Exeter office (Renslade House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548174,"25,310.36","Rent, management and utility charges for the Reading office (North Gate House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548141,"27,780.86","Rent, management and utility charges for the London office (Nobel House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548225,"75,900.13","Rent, management and utility charges for the Leeds office (Lateral) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Insurance,Corporate Services,Defra C/o Capita,1002548222,"52,241.40","Rent, management and utility charges for the Peterborough office (Unex House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548154,"30,377.83","Rent, management and utility charges for the York office (Foss House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548013,"57,786.96",Facility management core charges for the London office (Nobel House) - 2014-15 Quarter 4,WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Insurance,Corporate Services,Defra C/o Capita,10025418219,"60,305.11","Rent, management and utility charges for the Nottingham office (Apex Court) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Rent & Management Charges,Corporate Services,Defra C/o Capita,1002548188,"44,737.94","Rent, management and utility charges for the Norwich office (Dragonfly House) - 2014-15 Quarter 4",WC2H 8AD,,,,,,,,,
DEFRA,NE,29/04/2015,Travel & subsistence costs,Corporate Services,Redfern Travel Ltd,104733,"208,337.55",Monthly charge for rail travel costs - April 2015,BD1 3AZ,SME,,,,,,,,
DEFRA,MMO,02/04/2015,Internal audit contract,,K P M G LLP,5500991709,"31,626.00",Internal Audit Fee - 2014-15 Quarter 2,E14 5GL,,,00000000,Expense,,,,,
DEFRA,MMO,02/04/2015,Other Current Payments E,,Land Use Consultants,44205,"29,788.20",Project: Seascape charter for North East Marine plans areas,NW1 1JD,SME,,00000000,Expense,,,,,
DEFRA,MMO,14/04/2015,Other Current Payments E,,Ministry Of Defence,7398434,"385,875.00",Operating costs for ships engaged in offshore fisheries protection - 2014-15 Quarter 3,L2 3YL,,,00000000,Expense,,,,,
DEFRA,MMO,08/04/2015,Other Current Payments E,,South West Handline Fisheries Assoc,FEF1440COR0054,"34,440.40",European Fisheries Fund grant payment,TR18 5HW,SME,,00000000,Expense,,,,,
DEFRA,MMO,28/04/2015,Other Current Payments E,,Venture Seafoods Ltd,FEF1646,"28,067.97",European Fisheries Fund grant payment,YO15 3QY,SME,,00000000,Expense,,,,,
DEFRA,MMO,28/04/2015,Year End Debtors,,Marine Scotland,UK1245,"74,235.40",Redistribution of income from European Commission to Marine Scotland - Vessel Monitoring System (VMS),EH6 6QQ,,,00000000,Asset,,,,,
DEFRA,MMO,08/04/2015,Clearing Construction in Progress (I.T.),,Nomensa Ltd,3395,"35,178.30",Marine Information System Design and Build - Milestone 4 payment (75%) ,BS1 4NT,SME,,00000000,Asset,,,,,
DEFRA,MMO,28/04/2015,Year End Debtors,,Marine Scotland,UK1152,"54,650.02",Redistribution of income from European Commission to Marine Scotland - (E-log books),EH6 6QQ,,,00000000,Asset,,,,,
DEFRA,MMO,02/04/2015,Internal audit contract,,K P M G LLP,5500991707,"31,626.00",Internal Audit Fee - 2014-15 Quarter 3,E14 5GL,,,00000000,Expense,,,,,
DEFRA,MMO,22/04/2015,Contracted out services non IT,,Shared Services Connected Ltd,100000995,"40,714.54",Fixed monthly charge for shared services work - April 2015,HP2 7AH,,,00000000,Expense,,,,,
DEFRA,MMO,14/04/2015,Other Current Payments E,,Ministry Of Defence,7398433,"385,875.00",Operating costs for ships engaged in offshore fisheries protection - 2014-15 Quarter 2,L2 3YL,,,00000000,Expense,,,,,
DEFRA,MMO,08/04/2015,Other Current Payments E,,S & J Fisheries Ltd,FEF1475,"26,413.01",European Fisheries Fund grant payment,PL21 9PE,SME,,00000000,Expense,,,,,
DEFRA,MMO,14/04/2015,Other Current Payments E,,Sefton Meadow Seafoods Ltd,FEF1135,"242,621.18",European Fisheries Fund grant payment,L31 8BX,SME,,00000000,Expense,,,,,
DEFRA,MMO,08/04/2015,Other Current Payments E,,Sea Fish Industry Authority,FEF0603,"43,140.15",European Fisheries Fund grant payment,EH7 4HG,SME,,00000000,Expense,,,,,
DEFRA,MMO,14/04/2015,Other Current Payments E,,Ministry Of Defence,7398432,"461,958.34",Operating costs for ships engaged in offshore fisheries protection - 2014-15 Quarter 1,L2 3YL,,,00000000,Expense,,,,,
DEFRA,MMO,14/04/2015,Other Pay Costs,,DEFRA,1000047971,"88,614.46",Network Corporate Services Staff Costs - October 2014-March 2015,YO1 7PX,,,00000000,Expense,,,,,
DEFRA,MMO,07/04/2015,Other Current Payments E,,C E F A S,8004732,"77,366.29",Service Level Agreement costs for IT Development Work,NR33 0HT,SME,,00000000,Expense,,,,,
DEFRA,MMO,22/04/2015,Other Current Payments E,,Sea Fish Industry Authority,FEF1461140415,"64,962.24",European Fisheries Fund grant payment,EH7 4HG,SME,,00000000,Expense,,,,,
DEFRA,MMO,02/04/2015,Purchase of Statistical Data,,Sea Fish Industry Authority,SI000923,"47,820.00",Payment for European Commission Data Collection Framework - Collection of Processing Industry Economic Data,EH7 4HG,SME,,00000000,Expense,,,,,
DEFRA,MMO,14/04/2015,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,3928161-08-APR-15,"38,555.05",Monthly charge for rail travel costs - March 2015,BD1 3AZ,SME,,00000000,Asset,,,,,
DEFRA,MMO,14/04/2015,Rents to Landlords,,DEFRA,1000048292,"55,518.44",Rent and Rate charges - 2013-14,YO1 7PX,,,00000000,Expense,,,,,
DEFRA,MMO,28/04/2015,Other Current Payments E,,Manchester City Council,FEF0995200415,"355,125.79",European Fisheries Fund grant payment,M60 2LA,,,00000000,Expense,,,,,
DEFRA,MMO,14/04/2015,Other Pay Costs,,DEFRA,1000047630,"26,305.20",Network Corporate Services transfer recharges for staff costs - October 2014-March 2015,YO1 7PX,,,00000000,Expense,,,,,
DEFRA,MMO,16/04/2015,PUS Insurance and Road fund tax (C),,Aon UK Ltd,1900000551680,"33,666.02",Insurance provision for all Marine Management Organisation fleet vehicles - 2015-16,M2 1EN,,,00000000,Expense,,,,,
DEFRA,MMO,08/04/2015,Other Current Payments E,,Braunton Parish Council,NDV0026FEF1253,"51,465.29",European Fisheries Fund grant payment,EX33 2ES,,,00000000,Expense,,,,,
DEFRA,MMO,14/04/2015,Clearing Construction in Progress (I.T.),,Fivium Ltd,MMO040,"40,778.74",Marine Case Management System (MCMS) - March 2015,WC2E 9EZ,SME,,00000000,Asset,,,,,
DEFRA,MMO,14/04/2015,Other Current Payments E,,Sefton Meadow Seafoods Ltd,FEF1332,"116,910.79",European Fisheries Fund grant payment,L31 8BX,SME,,00000000,Expense,,,,,
DEFRA,Cefas,02/04/2015,Data Collection Services,Monitoring and Programme Management,KONGSBERG MARITIME LTD,20074696,"67,676.00","Acoustic scour monitors for Hinkley Point, Somerset",SO31 4RA,STANSME,,C6145,Data Collection Services,,,,,
DEFRA,Cefas,02/04/2015,Technical Services,Fisheries and Ecosystem,CEFAS TECHNOLOGY LTD,20074497,"29,282.00",Electronic data capture units for capturing fisheries biological sampling data. ,NR33 0HT,STANSME,,C5864,Technical Services,800 2261 92,,,,
DEFRA,Cefas,02/04/2015,Data Collection Services,Monitoring and Programme Management,CEFAS TECHNOLOGY LTD,20074498,"30,090.00",Hire of Sonar equipment - February-March 2015,NR33 0HT,STANSME,,C6641,Data Collection Services,800 2261 92,,,,
DEFRA,Cefas,02/04/2015,Lab Services,Aquatic Health & Hygiene,SAMS Research Services Ltd,20074517,"34,100.00",Analysis for potentially toxic phytoplankton for the Scottish Biotoxin Monitoring Programme for Shellfish,PA37 1SZ,STAN,,C5666,Lab Services,GB 828 9579 61,,,,
DEFRA,EA,16/04/2015,Professional Services Other,NW South-FCRM Ops,Acorn Engineering Services,1351063,"29,222.28",Musbury Brook debris screen works - March 2015,WA3 6DL,,, | RENW002184,Project,,,,,
DEFRA,EA,14/04/2015,Construction,NW South-FCRM Ops,AE Yates Ltd,1350104,"46,325.74",Rydings Reservoir spillway works,BL6 4SB,,,RENW002184,Project,,,,,
DEFRA,EA,14/04/2015,Construction,NW South-FCRM Ops,AE Yates Ltd,1350112,"109,781.64",Chorlton Platt Gore Ramp project,BL6 4SB,,30393944,RENW002184,Project,,,,,
DEFRA,EA,14/04/2015,Construction,NW North-FCRM Ops,AE Yates Ltd,1350111,"27,628.73",Building masonry walls to fix an erosion problem at Deepdale Court,BL6 4SB,,,RENW002238,Project,,,,,
DEFRA,EA,23/04/2015,Clinical and Medical,NLS Operations Leeds,Agilent Technologies LDA UK Ltd,1352739,"120,259.64",Laboratory Instrument Maintenance Services,E14 1HH,,30290098,,Administration,,,,,
DEFRA,EA,21/04/2015,Construction,MI East- FCRM Ops South,Alliance Construction Solutions Ltd,1351876,"38,847.54",Main River maintenance - Midlands - March 2015,CM20 9GY,,30385334,FRA05S030 | FRA05S037 | FRA05S033,Project,,,,,
DEFRA,EA,09/04/2015,Energy and Fuels,HO Fleet Operations,Allstar Business Solutions Ltd,1349551,"210,222.38",Fuel for commercial fleet - March 2015,SN5 6PQ,,30341204,,Administration,,,,,
DEFRA,EA,09/04/2015,ICT Systems,CI SD Management MRA,Altius Consulting Ltd,1349406,"73,764.00",Consultancy - Innovation Initiative: Corporate Performance Planning team. Agile Development of Key Performance Indicator Reporting (proof of concept solution),GU7 1EZ,,,BBRAT33002L01,Project,,,,,
DEFRA,EA,09/04/2015,Professional Services Other,NW North-FCRM Ops,Amalgamated Construction Ltd,1348654,"40,541.20",Mechanical and electrical maintenance of fixed plant and systems,S75 1HT,,30407796,RENW000939,Project,,,,,
DEFRA,EA,09/04/2015,Professional Services Other,NW North-FCRM Ops | NW South-FCRM Ops,Amalgamated Construction Ltd,1348656,"60,314.56",Maintenance of fixed plant systems - North Area ,S75 1HT,,30408052,RENW000939,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,NE Yorkshire - FCRM Ops N&EY,Amalgamated Construction Ltd,1348678,"41,607.48",Supply of goods and services for the electrical and mechanical maintenance of fixed plant systems - Yorkshire Planned Maintenance - February 2015,S75 1HT,,30408050,RENE790106,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,NE Capital WiP,Amalgamated Construction Ltd,1348659,"49,158.58",Refurbishment of Pump two at Great Culvert pumping station - February 2015,S75 1HT,,30408052,IMNE790492 | IMNE790493,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,NE Capital WiP,Amalgamated Construction Ltd,1348670,"28,965.62",Boroughbridge works - February 2015,S75 1HT,,30408052,IMNE790493,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,NE Capital WiP,Amalgamated Construction Ltd,1348667,"44,744.71",Holgate Beck Project Works - February 2015,S75 1HT,,30408052,IMNE790493,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,NE Yorkshire - FCRM Ops N&EY,Amalgamated Construction Ltd,1348671,"45,678.66",Yorkshire electrical reactive works - February 2015,S75 1HT,,30408050,RENE790106,Project,,,,,
DEFRA,EA,07/04/2015,Construction,AN Capital WiP,Amalgamated Construction Ltd,1348861,"108,257.27",South Humber Defence works ,S75 1HT,,,IMAN002658,Project,,,,,
DEFRA,EA,21/04/2015,Construction,SE Capital WiP,Amalgamated Construction Ltd,1351069,"186,569.15",Flood storage area to protect the village of Eastbury Wiltshire,S75 1HT,,,IMSE500087,Project,,,,,
DEFRA,EA,27/04/2015,Professional Services Other,Financial Management,Aon Ltd,1353788,"410,685.08","Annual renewal of commercial insurance cover for motor, uninsured loss recovery, professional indemnity and foreign business travel, including fixed broker fee - 2015-16",RM1 3EL,,,,Administration,,,,,
DEFRA,EA,14/04/2015,Construction,HO Marine Monitoring Service,Apem Ltd,1350465,"42,258.85",Delivery of NMBAQC (National Marine Biological Analytical Quality Control) Scheme's Benthic Invertebrate component and benthic invertebrate identification workshop,SK4 4GN,,30407838,REAN000003,Project,,,,,
DEFRA,EA,23/04/2015,Engineering Goods,NE Capital WiP,ArcelorMittal Commercial Long UK Ltd,1352511,"33,116.06",Sheet steel pilings - Snaith Ings Reservoir repairs,B90 4SS,,30331415,IMNE000247,Project,,,,,
DEFRA,EA,21/04/2015,Construction,MI Capital WiP,ArcelorMittal Commercial Long UK Ltd,1351687,"479,015.09",Sheet steel pilings - Trent Asset Recovery,B90 4SS,,30331415,IMMI001502,Project,,,,,
DEFRA,EA,14/04/2015,Operational Goods,Internal Transformation (National),Arco Ltd,1350167,"74,227.20","Gas detector, cylinder holder, gas bottle and test stand - Shrewsbury",HU1 2SJ,,30306389,,Administration,,,,,
DEFRA,EA,09/04/2015,Fleet,HO Fleet Operations,Ashtead Plant Hire Co Ltd,1349920,"810,966.80",Fuel for Plant - March 2015,WA3 6YE,,30380628,,Administration,,,,,
DEFRA,EA,02/04/2015,ICT Commodities,HO NCPMS Manager,Asite Solutions Ltd,1348128,"37,403.10",Provision of Document Management and Workflow Software service,EC2A 4HU,,30230047,NCPMSPCT,Project,,,,,
DEFRA,EA,14/04/2015,Professional Services - CCL,AN Capital WiP,Atkins Ltd,1350705,"35,988.66","Lincolnshire Limestone Groundwater Investigation, Model Development and Reporting ",KT18 5BW,,30350389,IMAN001133,Project,,,,,
DEFRA,EA,07/04/2015,Construction,SW Capital WiP,Balfour Beatty Civil Engineering Ltd,1348933,"108,107.46",Repairs to Wimborne Royal Mail Flood Wall,SO40 3XF,,,IMSW002075,Project,,,,,
DEFRA,EA,21/04/2015,Construction,NE Capital WiP,Balfour Beatty Civils Ltd,1351604,"359,656.81",Morpeth Flood Alleviation Scheme Main Works,DN18 5BW,,30142670,IMNE000794,Project,,,,,
DEFRA,EA,16/04/2015,Construction,AN Capital WiP,Balfour Beatty Civils Ltd,1349350,"312,387.72",Grimsby Docks flood risk management scheme,DN18 5BW,,30142670,IMAN002005,Project,,,,,
DEFRA,EA,23/04/2015,Construction,AN Capital WiP,Balfour Beatty Civils Ltd,1352540,"179,593.02",Ipswich flood defence scheme Cable Diversion Infrastructure Works,DN18 5BW,,30142670,IMAN001827,Project,,,,,
DEFRA,EA,02/04/2015,Construction,AN Capital WiP,Balfour Beatty Civils Ltd,1348067,"29,548.80",Northampton Washlands Toe Drain Repairs,DN18 5BW,,30402967,IMAN002433,Project,,,,,
DEFRA,EA,14/04/2015,Construction,NW North-FCRM Ops,Balvac Ltd,1350073,"109,636.63",Royles Brook de-silt,NE12 8BU,,30395997,RENW002205,Project,,,,,
DEFRA,EA,09/04/2015,Construction,NE Yorkshire - FCRM Ops N&EY,Balvac Ltd,1348174,"102,998.22",De-silting beneath Selby Road Bridge and Downstream Channel and off-site disposal - February 2015,NE12 8BU,,30395997,RENE975006,Project,,,,,
DEFRA,EA,14/04/2015,Construction,MI Capital WiP,Birch Brothers Kidderminster Ltd,1350097,"50,400.00",Fish pass works at Perry Farm,DY13 9QB,,30397781,IMMI001490,Project,,,,,
DEFRA,EA,27/04/2015,Construction,AN Capital WiP,BMM JV Ltd,1353763,"200,653.98",Great Yarmouth Tidal Defences,EC2M 3UR,,30395760,IMAN002228,Project,,,,,
DEFRA,EA,23/04/2015,Construction,SW Capital WiP,BMM JV Ltd,1352784,"43,107.88",Perranporth Flood alleviation scheme,GU15 3XW,,30395760,IMSW002058,Project,,,,,
DEFRA,EA,21/04/2015,Engineering Goods,SE Capital WiP,Bolina Ltd,1351867,"196,012.80",Sunbury Depot - 48 rope pile floats with boom attachments,EX3 0EJ,,,IMSE500045,Project,,,,,
DEFRA,EA,09/04/2015,Fleet,HO Fleet Operations,Bott Ltd,1347927,"43,923.84",Racking and livery conversion of vehicles,EX23 8SS,,30432487,,Administration,,,,,
DEFRA,EA,21/04/2015,Facilities,FM Operating Unit - Central and South East,Braintree District Council,1352870,"34,263.50",Rates for Threshelfords Business Park - 2015-16,CM7 9HB,,,,Administration,,,,,
DEFRA,EA,23/04/2015,Construction,SW Capital WiP,Bridge Civil Engineering,1346565,"34,385.21",Frieze Hill flood wall repairs,TQ12 2HP,,30394341,IMSW001677,Project,,,,,
DEFRA,EA,21/04/2015,Facilities,FM Operating Unit - Central and South West,Bristol City Council,1352871,"601,460.00",Rates for Horizon House Bristol - 2015-16,BS1 5TR,,,,Administration,,,,,
DEFRA,EA,14/04/2015,Energy and Fuels,National Facilities Manager,British Gas Business,1350594,"38,724.48",Renewable Electricity to sub 100kWh sites in Midlands Region - March 2015,OX4 2JY,,30400264,,Administration,,,,,
DEFRA,EA,14/04/2015,Energy and Fuels,HO Business Finance,British Gas Business,1349961,"30,832.04",Electricity Bills for the Environment Agency South East Region - October 2014,OX4 2JY,,30400270,,Administration,,,,,
DEFRA,EA,14/04/2015,Energy and Fuels,HO Business Finance,British Gas Business,1350676,"64,901.85",Electricity Bills for the Environment Agency South East Region - January 2015,OX4 2JY,,30400270,,Administration,,,,,
DEFRA,EA,14/04/2015,Energy and Fuels,HO Business Finance,British Gas Business,1350616,"65,379.68",Electricity Bills for the Environment Agency South East Region - December 2014,OX4 2JY,,30400270,,Administration,,,,,
DEFRA,EA,14/04/2015,Energy and Fuels,HO Business Finance,British Gas Business,1350696,"75,886.90",Electricity Bills for the Environment Agency South East Region - March 2015,OX4 2JY,,30400270,,Administration,,,,,
DEFRA,EA,14/04/2015,Energy and Fuels,HO Business Finance,British Gas Business,1349956,"92,487.86",Electricity Bills for the Environment Agency South East Region - February 2015,OX4 2JY,,30400270,,Administration,,,,,
DEFRA,EA,23/04/2015,Professional Services Other,AN Capital WiP,Broadland Environmental Services Ltd,1352795,"312,926.17",Broadland Flood Alleviation Project - March 2015,GU15 3XW,,30014973,IMAN000753,Project,,,,,
DEFRA,EA,16/04/2015,Professional Services - CCL,Finance Service Centre,Brook Street,1350769,"326,665.91",Pan-Government Agreement Lot 2 for the provision of temporary staff - March 2015,AL1 4JB,,30409578,,Administration,,,,,
DEFRA,EA,16/04/2015,ICT Systems,HO Capital WiP,Caci Ltd,1350133,"32,920.36",Waste Carriers Registration Service - July-November 2014,W14 8TS,,,EBPRI13089l02,Project,,,,,
DEFRA,EA,27/04/2015,Travel,HR Strategy,Calder Conferences Ltd,1353001,"47,739.12",Provision of Meeting and Events Booking Services,LS16 6RF,,30381405,TRHO002634,Project,,,,,
DEFRA,EA,09/04/2015,Professional Services Other,SE NET - FCRM Ops East,Canal & River Trust,1349527,"300,000.00",Rivers Lee and Stort maintenance,LS9 8PB,,,,Administration,,,,,
DEFRA,EA,07/04/2015,ICT Commodities,CI SD Management MRA,Capgemini UK Plc,1349258,"285,646.97",IT Service Procurement Outsource service charge and work order costs - March 2015,GU21 6DB,,30282611,CIS111923,Project,,,,,
DEFRA,EA,27/04/2015,Professional Services - CCL,Finance Service Centre,Capita Business Services Ltd,1352925,"215,123.26",Provision of temporary staff,SW1P 2AF,,30410440,,Administration,,,,,
DEFRA,EA,02/04/2015,Professional Services Other,MI Capital WiP,Capita Symonds Ltd,1346881,"29,530.13",Hatchford Brook Modelling,DL1 9HN,,30384987,IMMI001539,Project,,,,,
DEFRA,EA,21/04/2015,Construction,SE Capital WiP,CH2M Hill UK,1351643,"55,331.52",Thames Estuary 2100 Plan payment 1 - March 2015,SW1P 2AL,,,IMSE100382,Project,,,,,
DEFRA,EA,21/04/2015,Construction,SE Capital WiP,CH2M Hill UK,1351646,"67,623.46",Thames Estuary 2100 Plan payment 2 - March 2015,SW1P 2AL,,,IMSE100383,Project,,,,,
DEFRA,EA,23/04/2015,Office Solutions,NLS Central Functions,City Sprint,1352506,"27,968.16","Courier service for the transport of samples, meters and internal mail - 1-11 April 2015",RH1 1YB,,30293049,,Administration,,,,,
DEFRA,EA,16/04/2015,Office Solutions,NLS Central Functions,City Sprint,1351459,"32,141.27","Courier service for the transport of samples, meters and internal mail - 23-31 March 2015",RH1 1YB,,30293049,,Administration,,,,,
DEFRA,EA,14/04/2015,Professional Services Other,WT FCRM Ops South East,Cleartrack EVL Ltd,1350090,"49,921.79",Light Watercourse Maintenance for East Area - March 2015,TN27 9PG,,30343161,FRA16S266 | FRA16S263 | FRA15S167 | FRA15S158 | FRA16S247 | FRA16S216 | FRA15S164 | FRA15S161 | FRA15S160 | FRA15S153 | FRA15S149 | FRA15S143 | FRA15S140 | FRA15S131 | FRA16S265 | FRA16S264 | FRA16S262 | FRA16S256 | FRA16S255 | FRA16S248 | FRA15S156 | FRA15S145 | FRA15S139 | FRA15S133 | FRA16S244 | FRA16S261 | FRA16S260 | FRA16S257 | FRA15S207 | FRA15S129 | FRA15S128 | FRA16S259 | FRA16S253 | FRA16S251 | FRA15S163 | FRA15S144 | FRA15S125 | FRA16S243 | FRA16S252 | FRA16S245 | FRA15S151 | FRA15S162 | FRA15S148 | FRA16S217,Project,,,,,
DEFRA,EA,23/04/2015,Professional Services Other,NE Yorkshire - FCRM Ops N&EY,Cleartrack EVL Ltd,1352032,"29,779.75",River Don landscaping and other associated services,TN27 9PG,,30295725,RENE975007,Project,,,,,
DEFRA,EA,29/04/2015,Professional Services Other,SE Capital WiP,Clyde & Co,1355295,"36,000.00",Kingsbridge sluice land acquisition,EC3A 7AR,,,,Administration,,,,,
DEFRA,EA,02/04/2015,Facilities,NLS Central Functions,Cofely Ltd,1342032,"30,692.50",Waste Laboratory relocation and modifications,HP12 3AT,,30230232,NL00000083,Project,,,,,
DEFRA,EA,23/04/2015,Professional Services Other,"NW South E,P&E",Community Forest Trust,1352024,"35,000.00",Port Salford Greenway Project,M50 2GL,,,RENW002241,Project,,,,,
DEFRA,EA,07/04/2015,Construction,AN Central-FCRM Ops,Country Grounds Maintenance Ltd,1348975,"25,927.44",Health and Safety grass cutting Ely - March 2015,PE38 9GA,,30151696,REAN001910,Project,,,,,
DEFRA,EA,02/04/2015,Construction,AN Central-FCRM Ops,Country Grounds Maintenance Ltd,1348217,"27,324.00",Health and Safety grass cutting Kings Lynn area - March 2015,PE38 9GA,,,REAN001907,Project,,,,,
DEFRA,EA,14/04/2015,Construction,AN Capital WiP,Creeton Quarry,1350072,"173,085.75",Pitching Stone on river bank of River Nene,NG33 4QG,,30433285,IMAN002815,Project,,,,,
DEFRA,EA,16/04/2015,Construction,SW Capital WiP,Dawnus Construction Ltd,1352014,"61,404.00",Turners Cove Sluice repairs,SA7 0AP,,30394342,IMSW002115,Project,,,,,
DEFRA,EA,02/04/2015,Construction,SW Devon & Cornwall - FCRM Ops,Dawnus Construction Ltd,1348381,"102,061.31",Exwick Flood Channel Repairs,SA7 0AP,,30394342,RESW001343,Project,,,,,
DEFRA,EA,23/04/2015,Facilities,FM Operating Unit - Central and South East,DEFRA,1352521,"48,560.08","Water, service charge Dragonfly House, Norwich - January-March 2015",EC2V 7NQ,,,,Administration,,,,,
DEFRA,EA,07/04/2015,Facilities,FM Operating Unit - Central and South East,DEFRA,1339259,"52,817.58","Rent for 2nd floor Dragonfly House, Norwich - July-September 2014",EC2V 7NQ,,,,Administration,,,,,
DEFRA,EA,07/04/2015,Professional Services - CCL,National Technical Team,DEFRA,1348846,"604,000.00",Recharge of Facilities Management shared overhead costs - 2013-14 and 2014-15,YO1 7PX,,,,Administration,,,,,
DEFRA,EA,27/04/2015,Construction,NW South-FCRM Ops,DHI Excavations Ltd,1353093,"28,800.00","1,000 tonnes of stone for Kenworthy Wood compound",M28 7QH,,,FRA10S029,Project,,,,,
DEFRA,EA,07/04/2015,Professional Services Other,SW Wessex - FCRM Ops East,Dorset County Council,1348860,"60,000.00",Installation of a storm drain Milborn St Andrew,DT1 1XJ,,,FRA13S379,Project,,,,,
DEFRA,EA,07/04/2015,Facilities,SE Capital WiP,Dungeness Trust,1349135,"40,000.00",Licence for extraction of shingle material at Dungeness,TN25 6RG,,,IMSE100001,Project,,,,,
DEFRA,EA,21/04/2015,Facilities,FM Operating Unit - Central and South West,East Devon District Council,1352881,"28,594.00",Rates for Clyst Honiton Depot - 2015-16,EX10 8HL,,,,Administration,,,,,
DEFRA,EA,20/04/2015,Construction,NE Capital WiP,East Riding Of Yorkshire Council,1352844,"44,606.40",Contribution to Repair Works to Old Hill Cottages,HU17 9YR,,,IMNE790508,Project,,,,,
