Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (£) ,VAT Registration Number
FCO,FCO,12-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,KNIGHT FRANK LLP,1003070,"-4,025.00",
FCO,FCO,10-Nov-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1002872,"48,782.51",
FCO,FCO,10-Nov-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1002872,"8,536.94",
FCO,FCO,16-Nov-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1003254,"37,229.09",
FCO,FCO,16-Nov-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1003254,"6,515.09",
FCO,FCO,10-Nov-10,Specialist Training (Devolved),DG EUROPE AND GLOBALISATION,LSE ENTERPRISE LIMITED,1002873,"27,501.94",
FCO,FCO,17-Nov-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,GHA EMPLOYEE EXPENSES,808023,"35,101.16",
FCO,FCO,04-Nov-10,Contract Fees,DG EUROPE AND GLOBALISATION,MORSON HUMAN RESOURCES LTD,1002511,"33,320.80",
FCO,FCO,04-Nov-10,Property Maintenance Overseas Non Residential,DG EUROPE AND GLOBALISATION,MORSON HUMAN RESOURCES LTD,1002511,"78,416.26",
FCO,FCO,04-Nov-10,Property Maintenance Overseas Non Residential,DG EUROPE AND GLOBALISATION,MORSON HUMAN RESOURCES LTD,1002511,"32,382.12",
FCO,FCO,10-Nov-10,Wdhs/Wsds,DG CHANGE & DELIVERY,BUYING SOLUTIONS,3000381,"75,857.18",
FCO,FCO,10-Nov-10,Wdhs/Wsds,DG CHANGE & DELIVERY,BUYING SOLUTIONS,3000381,"13,275.01",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"1,080.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,550.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"1,215.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"1,215.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,010.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,550.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,010.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,010.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,010.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"-3,550.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"-2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"-3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,010.00",
FCO,FCO,26-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE OPEN UNIVERSITY,1004051,969.5,
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"-2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"-3,010.00",
FCO,FCO,26-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE OPEN UNIVERSITY,1004051,-969.5,
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,070.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,540,
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"2,530.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE OPEN UNIVERSITY,1004051,"3,010.00",
FCO,FCO,19-Nov-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"55,460.00",
FCO,FCO,19-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"9,705.50",
FCO,FCO,19-Nov-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"-55,460.00",
FCO,FCO,19-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"-9,705.50",
FCO,FCO,19-Nov-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"55,460.00",
FCO,FCO,19-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"9,705.50",
FCO,FCO,19-Nov-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"-55,460.00",
FCO,FCO,19-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"-9,705.50",
FCO,FCO,19-Nov-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"55,460.00",
FCO,FCO,19-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"9,705.50",
FCO,FCO,19-Nov-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"-55,460.00",
FCO,FCO,19-Nov-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"44,073.00",
FCO,FCO,19-Nov-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,"11,387.00",
FCO,FCO,19-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,0.01,
FCO,FCO,19-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE QUEEN ELIZABETH II CONFERENCE CENTRE,1003566,-0.01,
FCO,FCO,30-Nov-10,Programme Spend (Oracle Projects Control Account),DG DEFENCE AND INTELLIGENCE,SAFERWORLD,1004270,"30,744.00",
FCO,FCO,05-Nov-10,Additional Volunteer Contribution,NON CASH & UNALLOCATED COSTS,SCOTTISH WIDOWS PLC,1002601,"28,360.87",
FCO,FCO,19-Nov-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,SURREY POLICE AUTHORITY,1003565,"27,173.65",
FCO,FCO,03-Nov-10,Compensation,DG CHANGE & DELIVERY,THE TREASURY SOLICITOR,3000379,"36,250.00",
FCO,FCO,30-Nov-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CHANCERY,10159,"219,277.41",
FCO,FCO,02-Nov-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,CHANCERY,10000783,"146,184.94",
FCO,FCO,26-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,9970,"623,582.00",
FCO,FCO,03-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1002803,"61,307,462.34",
FCO,FCO,03-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1002804,"14,939,680.67",
FCO,FCO,03-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1002805,"668,303.64",
FCO,FCO,03-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1002806,"13,152,529.48",
FCO,FCO,03-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1002807,"551,905.90",
FCO,FCO,03-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1002808,"1,499,454.83",
FCO,FCO,03-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1002809,"31,815,004.38",
FCO,FCO,03-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,UNITED NATIONS,1002810,"11,091,696.99",
FCO,FCO,24-Nov-10,Training,DG CHANGE & DELIVERY,GROUNDTRUTH CONSULTING LTD,1003821,"78,012.99",
FCO,FCO,23-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1003785,"28,085.00",
FCO,FCO,23-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1003785,28.2,
FCO,FCO,23-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1003785,451.2,
FCO,FCO,23-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1003785,15,
FCO,FCO,23-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1003785,240,
FCO,FCO,23-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1003785,"1,511.10",
FCO,FCO,23-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE TAYLOR CLARKE PARTNERSHIP LTD,1003785,"5,307.85",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1004053,"25,685.00",
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1004053,451.2,
FCO,FCO,26-Nov-10,Training Course: Fees,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1004053,240,
FCO,FCO,26-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,THE TAYLOR CLARKE PARTNERSHIP LTD,1004053,"4,615.84",
FCO,FCO,09-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,BBC WORLD SERVICE TRUST,1002680,"29,740.00",
FCO,FCO,24-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1003809,"78,524.06",
FCO,FCO,04-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL PEACE COOPERATION CENTER,600000318,"1,510.04",
FCO,FCO,04-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL PEACE COOPERATION CENTER,600000318,"67,387.08",
FCO,FCO,10-Nov-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,ISCOS,10153,"48,714.27",
FCO,FCO,11-Nov-10,Corporate Strategy Consultancy,DG FINANCE,DTZ CONSULTING AND RESEARCH,1002928,"42,484.08",
FCO,FCO,11-Nov-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH,1002928,"7,434.71",
