Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,
DEFRA,AHVLA,21/03/2014,Postage - Including FCO Bag Service (C),Chief Operating Officer DG,Promotional Logistics Ltd,OPI138608,"26,063.00",Printhouse Interface - Letters produced on a daily basis from the Sam system during financial year 2013-14,CO10 2XG,,,00000000,Expense,,,
DEFRA,AHVLA,27/03/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5803140695,"27,614.87",Integration of ex-Food and Environment Research Agency staff - March 2014.,GU1 2LD,SME,,TAC00251,Expense,,,
DEFRA,AHVLA,03/03/2014,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5802140634,"123,983.82",Integration of ex-Food and Environment Research Agency staff - November 2013.,GU1 2LD,SME,,TAC00251,Expense,,,
DEFRA,AHVLA,27/03/2014,Lab & Technical Equipment,Chief Operating Officer DG,Genus Breeding Ltd.,21136277,"25,633.90",Provision of services for vaccinations in the event of an emergency - February 2014.,CW5 7JW,SME,,EMERVACC,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,TIBBS AND SIMMONS LTD~900711374,LVI160797,"32,874.47",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,BS40 5TZ,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,SYNERGY FARM HEALTH LTD~979392255,LVI160825,"58,446.29",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,DT2 0LD,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,ST. DAVID'S FARM LTD~826206836,LVI160771,"25,891.58",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,EX8 5AN,,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,SOUTH MOOR LTD T/A SOUTHMOOR VETS~141491191,LVI160429,"27,999.40",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,TQ7 1JL,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,TYNDALE VETS LTD~713119763,LVI160735,"29,702.76",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,GL11 6DD,,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,SHEPTON VETERINARY GROUP LTD~130121542,LVI160394,"34,116.40",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,BA4 5QH,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,CASTLE VETERINARY GROUP LTD~807674214,LVI160764,"27,628.97",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,PL15 7ED,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,TORCH FARM AND EQUINE LTD~136138523,LVI160416,"40,472.53",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,EX31 3FG,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,FARMVETS SOUTHWEST LTD~319585037,LVI160620,"30,032.62",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,TA6 6DF,SME,,00000000,Expense,,,
DEFRA,AHVLA,13/03/2014,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,074467,"120,098.58",Travel costs incurred as per the Government Procurement Service contract - February 2014,BD1 3AZ,SME,,00000000,Asset,,,
DEFRA,AHVLA,11/03/2014,GPC Card,Central Finance Group,Barclaycard Business Issuing,4715320649058286280214,"67,732.61",Government Procurement Card expenditure - February 2014,TS17 6YG,SME,,00000000,Asset,,,
DEFRA,AHVLA,21/03/2014,Service Level Agreement Costs,Chief Operating Officer DG,Joint Nature Conservation Committee,SIJ805,"40,112.82","Costs from Joint Nature Conservation Committee as part of the Service Level Agreement providing advice for the Convention on International Trade in Endangered Species (CITES) of Wild Fauna and Flora, certification - January-March 2014.",PE1 1JY,SME,,JNCCXXXX,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,MILFEDDYGON Y WERN/ WERN VETERINAR~159252551,LVI160457,"45,109.86",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,LL15 ITG,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,PROSTOCK VETS LTD~108174136,LVI160362,"26,014.78",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,SA33 5DR,,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,KERNOW VET GROUP LTD~175331120,LVI160486,"31,647.58",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,PL31 1AQ,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,The Vale Veterinary Group~141003340,LVI160425,"25,433.77",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,EX16 4LF,SME,,00000000,Expense,,,
DEFRA,AHVLA,03/03/2014,LVI ERNIC Suspense,Chief Operating Officer DG,H M Revenue & Customs,260214,"63,667.55",Employers NIC on outsourced vets used by Animal Health and Veterinary Laboratories Agency - February 2014.,BD98 8AA,,,00000000,Liability,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,Milfeddygon Deufor~401424509,LVI160652,"28,118.96",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,LL53 6SH,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,The Willows Veterinary Group~159052757,LVI160454,"33,384.49",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,CW8 1LP,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,Penbode Veterinary Group~143290584,LVI160437,"63,392.92",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,EX22 6HB,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,Nantwich Veterinary Group~278632327,LVI160591,"29,981.42",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,CW5 5SF,SME,,00000000,Expense,,,
DEFRA,AHVLA,24/03/2014,LVI Claims,Chief Operating Officer DG,George Veterinary Group~137680257,LVI160419,"40,545.47",Payment to veterinary practice for services provided in an official capacity on behalf of Animal Health and Veterinary Laboratories Agency,SN16 9AA,SME,,00000000,Expense,,,
DEFRA,AHVLA,17/03/2014,Interim Staff,Chief Operating Officer DG,Parity Resources Ltd,700440,"33,745.20",Business Reform Programme Manager - Interim services 29 November 2013-30 April 2014 ,EC2A 3DR,,,BRP00080,Expense,,,
DEFRA,AHVLA,31/03/2014,FM Projects Non Capital Works,,DEFRA,1000030589,"2,624,537.66",Re-charge of Capital Business Case Pro forma invoice from Defra - 2013-14,YO1 7PX,,,00000000,Asset,,,
DEFRA,AHVLA,25/03/2014,Cost Freehold Property,,DEFRA,1000030590,"37,128.00",Re-charge of Capital Business Case Pro forma Value Added Tax from Defra - 2013-14,YO1 7PX,,,00000000,Asset,,,
DEFRA,AHVLA,03/03/2014,Sub Contracted Services,,A D A S UK Ltd,RIRP074834,"36,032.22",Research Studies: Maintenance of a Transmissible Spongiform Encephalopathy-free flock - February 2014,WV6 5AP,,,TSSE1931,Expense,,,
DEFRA,AHVLA,25/03/2014,Sub Contracted Services,,L G C Limited,50300199,"91,817.00",Transmissible Spongiform Encephalopathy samples - February 2014,TW11 0LY,SME,,TSTS5902,Expense,,,
DEFRA,AHVLA,03/03/2014,Sub Contracted Services,,L G C Limited,50291351,"93,224.60",Transmissible Spongiform Encephalopathy samples - January 2014,TW11 0LY,SME,,TSTS5902,Expense,,,
DEFRA,AHVLA,27/03/2014,Sub Contracted Services,,Zoological Society Of London,32820,"50,000.00",Delivery of wildlife scanning surveillance data and consultancy to the Defra Great Britain wildlife disease surveillance partnership - 2013-14,NW1 4RY,,,RDED1600,Expense,,,
DEFRA,AHVLA,17/03/2014,Lab & Technical Eqpt Maintenance,,Life Technologies,5500127174,"39,797.50",Renewal of Service Contract for specialist scientific equipment - contract period is 26 February 2014-25 February 2015,PA4 9RE,,,00000000,Expense,,,
DEFRA,AHVLA,13/03/2014,Lab & Technical Eqpt Maintenance,,Agilent Technologies UK Ltd,182515,"35,832.17",Renewal of Service Contract for specialist scientific equipment - contract period is 01 March 2014-28 February 2015 ,SK8 3GR,,,00000000,Expense,,,
DEFRA,AHVLA,31/03/2014,Sub Contracted Services,,University Of Birmingham,212COM04180,"26,452.01",Research and Development towards novel field-based approaches to the diagnosis of Bovine Tuberculosis,B15 2TT,,,TBSE3281,Expense,,,
DEFRA,AHVLA,19/03/2014,IT & Other consumables,,S F W Ltd,12282,"26,587.20",Testing of IT applications migration to the new Eden 7 build.,GU22 7UY,SME,,00000000,Expense,,,
DEFRA,AHVLA,25/03/2014,Legal Expenses incl subscriptions to legal societies,,Swets Information Services,6700321612,"42,113.80",Payment for multi site access to 16 additional Science Direct journal titles during 2014,OX14 1UQ,,,00000000,Expense,,,
DEFRA,AHVLA,31/03/2014,IT & Other consumables,,Open Text UK Ltd,SUK08142746,"42,739.80",Software maintenance for livelink products - 01 April 2014-31 March 2015 ,RG6 1PU,SME,,00000000,Expense,,,
DEFRA,AHVLA,31/03/2014,Lab & Technical Equipment,,Celtic Diagnostics Ltd,2456,"29,400.00",Purchase of Specialist Laboratory Kits,,SME,,00000000,Expense,,,
DEFRA,AHVLA,19/03/2014,Agency temps - clerical,,Brook Street (UK) Ltd,30293216,"161,060.47",Supply of Temp Contract Staff - 01 December 2013-14 February 2014 ,AL1 4JB,,,00000000,Expense,,,
DEFRA,AHVLA,05/03/2014,Health Screening,,Health Management Ltd,0000108888,"31,277.50",Occupational Health Services monthly retainer for January 2014 plus additional onsite days required from the occupational health advisor.,BN8 5NN,SME,,00000000,Expense,,,
DEFRA,AHVLA,13/03/2014,Membership of Organisations,,Royal College Of Vet Surgeons,FIN0414,"98,969.00",Registration/renewal of membership for all Veterinary Surgeons employed by Animal Health and Veterinary Laboratories Agency with the Royal College of Veterinary Surgeons (RCVS) - 01 April 2014-31 March 2015,SW1P 2AF,SME,,00000000,Expense,,,
DEFRA,AHVLA,25/03/2014,Hard charges,,Food & Environment Research Agency,F0035158,"70,193.33","Food and Environment Research Agency IT support, including storage - December 2013-March 2014 ",YO41 1LZ,,,00000000,Expense,,,
Defra,FERA,06/03/2014,Scientific Eq: Capital At Cost,Centre For Chemical Safety,Agilent Technologies Uk Ltd,110714,"73,674.29","Science hardware refresh - Mass Selective Data Turbo bundle, Gas Chromatography for Mass Spectrometer, Splt/Splitless inlet accessory, Gas Chromatography Mass Spectrometer pressure controlled backflush kit, Pneumatics Control Module Accessory, Auto injector, 150 vial tray, National Institute of Standards Technology database software.",RG41 5TP,,N/A,SE002005,,,,
Defra,FERA,04/03/2014,Legal Fees,Directorate,The Treasury Solicitor,110720,"85,134.17",Advisory Legal Services - 2013-14 Quarter 1 and 2,WC2B 4TS,,N/A,!,,,,
Defra,FERA,25/03/2014,Legal Fees,Directorate,The Treasury Solicitor,111345,"85,134.19",Advisory Legal Services - 2013-14 Quarter 3 and 4,WC2B 4TS,,N/A,!,,,,
Defra,FERA,04/03/2014,Direct Subcontractors,Emergency Response & Recovery,Health And Safety Laboratory,110381,"45,000.00",Wide Area Sampling Exercise for Government Decontamination Service,SK17 9JN,,N/A,Y2BI2270,,,,
Defra,FERA,12/03/2014,Estates Charges (Err),Emergency Response & Recovery,DTZ,109105,"-200,121.11",Credit note for Facilities Management Core Services - December 2013,B4 6AJ,,N/A,!,,,,
Defra,FERA,18/03/2014,Direct Subcontractors,Emergency Response & Recovery,Health And Safety Laboratory,111626,"36,000.00",Funding in support of Home Office 'Contest' project; Project Environmental Decontamination using wide area fogging and targeted spray devices. Funding for extra staff hours. April 2013-February 2014,SK17 9JN,,N/A,Y2BL1760,,,,
Defra,FERA,27/03/2014,Estates Charges (Err),Emergency Response & Recovery,Capita Property And Infrastructure Ltd,111581,"156,013.01",Depreciation/establishment charges - January 2014,EH1 3DX,,N/A,!,,,,
Defra,FERA,27/03/2014,Estates Charges (Err),Emergency Response & Recovery,Capita Property And Infrastructure Ltd,111579,"150,320.77",Facilities Management Core Services - February 2014,EH1 3DX,,N/A,!,,,,
Defra,FERA,12/03/2014,Estates Charges (Swm),Estates & H&S,DTZ,109107,"150,320.77",Facilities Management Core charges - January 2014,B4 6AJ,,N/A,!,,,,
Defra,FERA,27/03/2014,Estates Charges (Swm),Estates & H&S,Capita Property And Infrastructure Ltd,111582,"745,796.56",Utilities charge and revised charges for depreciation/ establishment charges - 2013-14 Quarter 1 and 2 ,EH1 3DX,,N/A,!,,,,
Defra,FERA,11/03/2014,Gpc Clearing Account,Finance & Procurement,National Westminster Bank Plc,111236,"137,787.65",Government Procurement Card expenditure - March 2014,SS1 9AJ,,N/A,!,,,,
Defra,FERA,11/03/2014,Scientific Eq: Capital At Cost,Food Quality &Safety Prog,Agilent Technologies Uk Ltd,110716,"383,362.77","Science hardware refresh - Mass Spectrometer Detector Interface, carbon dioxide Cooling, Pneumatics Control Module, Gas Chromatography-Mass Spectrometry bundle and consultancy, Nitrogen Generator System, National Institute of Standards Technology database software.",RG41 5TP,,N/A,!,,,,
Defra,FERA,18/03/2014,Direct Subcontractors,Food Quality &Safety Prog,Longhand Data Ltd,111779,"27,906.00",Samples for Isotope testing,YO60 7EP,,N/A,A2JV1000,,,,
Defra,FERA,27/03/2014,Direct Subcontractors,Food Quality &Safety Prog,Public Analyst Scientific Services Ltd,112231,"46,759.20",Sample testing for origin of food products,WV9 5GB,,N/A,A2JV1000,,,,
Defra,FERA,27/03/2014,Scientific Eq: Capital At Cost,Food Quality &Safety Prog,Thermo Fisher Scientific,112195,"108,941.81",Nanoscale Liquid Chromatography equipment,HP2 7GE,,N/A,SE002010,,,,
Defra,FERA,27/03/2014,Direct Subcontractors,Food Quality &Safety Prog,Food Forensics,110879,"27,300.00",Isotopic analysis of samples,NR4 76J,,N/A,A2JV1000,,,,
Defra,FERA,06/03/2014,Other Direct,Inspectorates Programme,Marriott Leicester Hotel,109624,"38,387.40",Plant Health and Seed Inspectorate Technical Training Event  - January 2014,LE18 1SW,,N/A,A2AH1070,,,,
Defra,FERA,11/03/2014,Direct Subcontractors,Inspectorates Programme,Ahdb,110280,"108,000.00",2013-14 Home Grown Cereals Authority project,CV8 2TL,,N/A,A2AN1080,,,,
Defra,FERA,18/03/2014,Direct Subcontractors,Inspectorates Programme,Forestry Commission,111773,"207,990.50",Work carried out by Forestry Commission for Phytophthora Programme,EH12 7ZE,,N/A,T5JA9000,,,,
Defra,FERA,18/03/2014,Direct Subcontractors,Inspectorates Programme,The British Beekeepers Association,111614,"31,800.00",Preparation for the advanced husbandry and interactive beekeepers training website,CV8 2LG,,N/A,Y2AG1055,,,,
Defra,FERA,18/03/2014,Direct Subcontractors,Inspectorates Programme,Niab,110703,"63,758.00",Pathology and Value for Cultivation and Use (VCU) reporting from the National Institute of Agricultural Botany,CB3 0LE,,N/A,A2AJ1000,,,,
Defra,FERA,18/03/2014,Direct Subcontractors,Inspectorates Programme,Niab,110701,"34,479.63",The National Institute of Agricultural Botany for Routine Services,CB3 0LE,,N/A,A2AO1000,,,,
Defra,FERA,25/03/2014,Direct Mobile Phones,Inspectorates Programme,Vodafone Ltd,112161,"27,720.00",60 IPad Airs for Inspectorates,RG14  5FF,,N/A,A2GX1170,,,,
Defra,FERA,25/03/2014,Direct Mobile Phones,Inspectorates Programme,Vodafone Ltd,112159,"27,720.00",Another 60 IPad Airs for Inspectorates,RG14  5FF,,N/A,A2GX1170,,,,
Defra,FERA,25/03/2014,Direct Subcontractors,Inspectorates Programme,National Diploma In Beekeeping,111560,"25,060.08","2013-14 Education Funding for development, advertising and running training courses for the healthy bees plan. ",PH15 2BS,,N/A,Y2AG1055,,,,
Defra,FERA,27/03/2014,Ibm (Mers) Recharge,Inspectorates Programme,D E F R A,112508,"48,619.48",Defra agency recharges for IT services - changes to eDomero system - IBM recharge via Defra - 2013-14 ,YO1 7PX,,N/A,!,,,,
Defra,FERA,27/03/2014,Direct Subcontractors,Inspectorates Programme,Green Cut Horticulture Ltd,112218,"35,568.00","Six tree climbing arborists for nineteen days at Paddock Wood for the Plant Health and Seed Inspectorate - Surveillance, Eradication and Containment project. Specifically concerned with Asian Longhorn Beetles.  ",TN14 7LJ,,N/A,A2AJ1020,,,,
Defra,FERA,27/03/2014,Estates Charges (Phsi),Inspectorates Programme,Capita Property And Infrastructure Ltd,111580,"156,013.01",Depreciation/establishment charges - February 2014,EH1 3DX,,N/A,!,,,,
Defra,FERA,04/03/2014,Purchase Of Publications,Knowledge Info Mgt & Systems,Swets Information Services,109768,"46,048.67",Yearly subscription to Scientific publications,OX14 1UQ,,N/A,!,,,,
Defra,FERA,06/03/2014,Purchase Of Publications,Knowledge Info Mgt & Systems,John Wiley & Sons Ltd,111088,"38,652.41",Enhanced Access License in 2014 for Journals,PO22 9SA,,N/A,!,,,,
Defra,FERA,06/03/2014,Purchase Of Publications,Knowledge Info Mgt & Systems,Elsevier Bv,110549,"66,181.67",Science Direct annual online content and subscription for 2014 for journals,.,,N/A,!,,,,
Defra,FERA,06/03/2014,Other Telephone Expenses,Knowledge Info Mgt & Systems,Vodafone Ltd (Unified Communications Group),110223,"61,260.00",Avaya Server support - one year,DE14 1SF,,N/A,!,,,,
Defra,FERA,18/03/2014,It Software Support,Knowledge Info Mgt & Systems,Software Box Limited,110925,"152,640.95","Microsoft Software - 3,201 Microsoft Office and Business/Project licenses.",YO61 1ET,,N/A,!,,,,
Defra,FERA,27/03/2014,Direct Subcontractors,Knowledge Info Mgt & Systems,Royal Botanic Gardens Kew,112560,"42,026.40",Building reference and software tool for plant name data with report ,TW9 3AB,,N/A,A2KN1000,,,,
Defra,FERA,27/03/2014,Computers: Capital At Cost,Knowledge Info Mgt & Systems,Agilent Technologies Uk Ltd,112551,"34,401.28",Microsoft Office ChemStation Software Upgrade and Installation,RG41 5TP,,N/A,CE000806,,,,
Defra,FERA,27/03/2014,It Software Support,Knowledge Info Mgt & Systems,Qa Limited,112364,"30,000.00",2013-14 IT Skills Licence,LS12 6BD,,N/A,!,,,,
Defra,FERA,27/03/2014,It Software Support,Knowledge Info Mgt & Systems,Solid State Solutions Ltd,112022,"27,081.60",Annual support for Storage Virtualisation Software,RG24 8GT,,N/A,!,,,,
Defra,FERA,27/03/2014,B/In Software:Capital At Cost,Knowledge Info Mgt & Systems,Insight Direct (Uk) Ltd,109809,"121,139.64","130 Dell Ultra books, docking stations and port replicators, spacers and keyed locks for hardware refresh",UB8 1PH,,N/A,BS000167,,,,
Defra,FERA,18/03/2014,Scientific Eq: Capital At Cost,Plant Protection Programme,Leica Microsystems (Uk) Ltd,111738,"29,092.57",Trinocular and optical equipment ,MK5 8LB,,N/A,!,,,,
Defra,FERA,25/03/2014,Direct Collaborators,Plant Protection Programme,Gfk Kynetec,112281,"28,921.20",AgriInsight 2013-14 Arable Data,RG20 8JE,,N/A,W6AB3000,,,,
Defra,FERA,27/03/2014,Direct Subcontractors,Plant Protection Programme,Animal Health And Veterinary Laboratories,112588,"39,500.00",Research and Development - reportable Disease ad Zoonoses - New tools in evidence gathering: Traceability through Meragenomics,YO1 7PX,,N/A,Y2DV1000,,,,
Defra,FERA,27/03/2014,Direct Subcontractors,Plant Protection Programme,Royal Botanic Gardens Kew,112562,"34,872.00",Imaging and research for Oak Processionary Moth Detection,TW9 3AB,,N/A,Y1ZZ1000,,,,
Defra,FERA,25/03/2014,Direct Consumables/Materials,Proficiency Testing,Dhl International Uk Ltd,112321,"37,939.77",Charge for 1204 shipments to various locations.,TW3 9LP,,N/A,V2AX6014,,,,
Defra,FERA,18/03/2014,Direct Subcontractors,Science Strategy,Animal Health And Veterinary Laboratories,111845,"37,500.00",Costs incurred relating to the Ethics panel,YO1 7PX,,N/A,T5TZ4000,,,,
Defra,EA,11/03/2014,Clinical and Medical,NLS Capital WiP,Agilent Technologies UK Ltd,1256447,"194,727.34","Binary Pump, Standard Degasser, High Performance Auto sampler, Thermostatted Column Compartment, Isocratic Pump, Triple Quad System",E14 1HH,,,NL00000072,Project,,,
Defra,EA,20/03/2014,Clinical and Medical,NLS Capital WiP,Skalar UK Ltd,1260296,"42,853.20",Dissolved carbon analyser,YO19 6NA,,,NL00000072,Project,,,
Defra,EA,25/03/2014,Construction,NW Capital WiP,AE Yates Ltd,1261995,"27,362.26",Lunt Meadows Slipway works,BL6 4SB,,30238839,IMNW000898,Project,,,
Defra,EA,11/03/2014,Construction,SE Capital WiP,Albion Water Structures Ltd,1259620,"82,560.00",Aquadam flood defence barrier,SN5 6QR,,,IMSE500152,Project,,,
Defra,EA,25/03/2014,Construction,AN Capital WiP,Amalgamated Construction Ltd,1262754,"31,982.12",Anglian and Midlands Minor Works,S71 5HT,,30397780,IMAN001384,Project,,,
Defra,EA,20/03/2014,Construction,SE Capital WiP,Amco Engineering,1259444,"108,440.04",Iden Lock improvements month ending 28 February 2014,S75 1HT,,30343165,IMSE100143,Project,,,
Defra,EA,31/03/2014,Construction,SE Capital WiP,Amco Engineering,1264925,"103,769.60",Iden Lock Improvements month ending 28 March 2014,S75 1HT,,30343165,IMSE100143,Project,,,
Defra,EA,27/03/2014,Construction,SE West Thames - Waterways Ops Mgr 1,Amco Engineering,1262248,"78,501.62",Culham Lock works month ending 28 February 2014,S75 1HT,,30343157,WWTH000516,Project,,,
Defra,EA,27/03/2014,Construction,SE Capital WiP,Amco Engineering,1262756,"65,205.00",Addington Road Culvert works month ending 28 February 2014.,S75 1HT,,30343157,IMSE100302,Project,,,
Defra,EA,25/03/2014,Construction,SE KSL - FCRM Ops South,Amco Engineering,1261495,"39,342.00",Hamstreet retaining wall works month ending 28 March 2014.,S75 1HT,,30343157,RESE100096,Project,,,
Defra,EA,13/03/2014,Construction,NW Capital WiP,Aquatic Control Engineering Ltd,1258058,"25,956.00",Tidal flaps for Finchett's Gutter Outfall,DN22 0HR,,,IMNW000909,Project,,,
Defra,EA,18/03/2014,Construction,AN Capital WiP,ArcelorMittal Commercial Long UK Ltd,1257976,"187,462.93",Sheet steel piles for Humber Grimsby Docks,B90 4SS,,30331415,IMAN002005,Project,,,
Defra,EA,11/03/2014,Construction,SE Capital WiP,Atkins Ltd,1257496,"76,498.24",Thames Tidal Frontages Project,KT18 5BW,,30072266,IMTH001749,Project,,,
Defra,EA,11/03/2014,Construction,SE Capital WiP,Atkins Ltd,1257499,"41,315.26",Thames Barrier Drive Equipment,KT18 5BW,,30072266,IMTH001493,Project,,,
Defra,EA,18/03/2014,Construction,AN Capital WiP,BAM Nuttall Ltd,1260579,"66,270.29","Emergency Wall raising works, Great Yarmouth",GU15 3XW,,30397790,IMAN002702,Project,,,
Defra,EA,13/03/2014,Construction,NW Capital WiP,Bedford Pumps Ltd,1258082,"86,848.62","Design, supply, delivery, installation and commissioning of four off Storm Water pumps and Associated Electrical and Mechanical Equipment.",MK42 7UH,,30256932,IMNW000671,Project,,,
Defra,EA,27/03/2014,Construction,MI Capital WiP,Birch Brothers Kidderminster Ltd,1262515,"170,287.38",Recondition Works Anglian region,DY13 9QB,,30397781,IMMI001432 | IMMI001429 | IMMI001426 | IMMI001428 | IMMI001427 | IMMI001431,Project,,,
Defra,EA,07/03/2014,Construction,NE Capital WiP,Birse Civils Ltd,1258650,"1,499,988.19",Morpeth Flood alleviation scheme main works,DN18 5BW,,30142670,IMNE000794,Project,,,
Defra,EA,31/03/2014,Construction,AN Capital WiP,Birse Civils Ltd,1264821,"967,001.57",Grimsby Docks Flood risk management scheme month ending 28 February 2014.,DN18 5BW,,30142670,IMAN002005,Project,,,
Defra,EA,04/03/2014,Construction,AN Capital WiP,Birse Civils Ltd,1255341,"555,258.67",Grimsby Docks Flood risk management scheme month ending 31 January 2014,DN18 5BW,,30142670,IMAN002005,Project,,,
Defra,EA,25/03/2014,Construction,AN Capital WiP,Birse Civils Ltd,1261663,"429,176.17",Cable Diversion Infrastructure Works - 31 March 2014.,DN18 5BW,,30142670,IMAN001827,Project,,,
Defra,EA,20/03/2014,Construction,AN Eastern- FCRM Op (Norfolk & Suffolk),Birse Civils Ltd,1260814,"199,057.19",Urgent repair to Thornham Tidal Embankment - January 2014.,DN18 5BW,,30398737,FRAINC003,Project,,,
Defra,EA,27/03/2014,Construction,NE Capital WiP,Birse Civils Ltd,1262716,"167,498.60",Street water End Flood alleviation scheme month ending 28 February 2014,DN18 5BW,,30142670,IMNE000775,Project,,,
Defra,EA,04/03/2014,Construction,SE Capital WiP,Birse Civils Ltd,1248900,"110,521.37",Chesham Culvert Replacement - 01-31 December 2013.,DN18 5BW,,30142670,IMSE100067,Project,,,
Defra,EA,13/03/2014,Construction,SE Capital WiP,Birse Civils Ltd,1258767,"108,242.96",Land based material (Shingle) - February 2014,DN18 5BW,,30392412,IMSE100001,Project,,,
Defra,EA,11/03/2014,Construction,SE Capital WiP,Birse Civils Ltd,1255971,"121,551.18",Thames Tidal Frontages works,DN18 5BW,,30142670,IMTH001749,Project,,,
Defra,EA,04/03/2014,Construction,MI Capital WiP,Birse Civils Ltd,1254475,"65,162.24",Lower Dove Flood risk management scheme month ending 31 January 2014,DN18 5BW,,30142670,IMMI001015,Project,,,
Defra,EA,06/03/2014,Construction,MI Capital WiP,Black & Veatch Ltd,1256367,"74,261.60",Lower Derwent appraisal works - 28 December 2013-31 January 2014,RH1 1LQ,,30072271,IMMI000937,Project,,,
Defra,EA,20/03/2014,Construction,SW Capital WiP | Head of Research,Black & Veatch Ltd,1261941,"50,613.70",Environmental appraisal work for River Avon Restoration plan. ,RH1 1LQ,,30072271,IMSW001547 | HOEV101103,Project,,,
Defra,EA,18/03/2014,Construction,SW Capital WiP,Black & Veatch Ltd,1247098,"31,650.22",River Avon Restoration plan appraisal works,RH1 1LQ,,30072271,IMSW001547 | IMSW002078,Project,,,
Defra,EA,06/03/2014,Construction,AN Capital WiP,Black & Veatch Ltd,1256370,"55,304.55",Doona Nook and Tetney Flood alleviation scheme - 28-December 2013-31 January 2014,RH1 1LQ,,30072271,IMNE000738,Project,,,
Defra,EA,11/03/2014,Construction,AN Capital WiP,Broadland Environmental Services Ltd,1257642,"277,507.86",Broadland Flood Alleviation Project,GU15 3XW,,30014973,IMAN000753,Project,,,
Defra,EA,04/03/2014,Construction,NE Capital WiP,Byzak Ltd,1256008,"28,581.40",New Manhole on Loftus Culvert,M41 7TG,, | 30204802 | ,IMNE790431 | IMNE790430,Project,,,
Defra,EA,27/03/2014,Construction,MI Capital WiP,Capita Symonds Ltd,1263216,"45,240.89",Leicester Flood risk management scheme,DL1 9HN,,30384993,IMMI001414,Project,,,
