Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,group
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,92.44,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,92.44,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,5,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,103.12,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,51.56,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,51.56,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,51.56,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,77.34,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,77.34,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,127.82,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.62,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,11.17,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,43.22,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,22.25,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,201.93,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,265.63,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1146216,265.63,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,27-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,ATOS IT SERVICES UK LTD,1148231,"75,705.00",Support and Maintenance Costs for RCJ IT Systems,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,25.78,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,46,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,11.62,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,11.62,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,11.62,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,11.62,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,111.45,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,11.62,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,78.26,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,25.23,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,11.62,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,ATOS IT SERVICES UK LTD,1146216,116.08,"Provision of IT equipment, applications and services to the Rehabilitation Programme team",
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ600-CPG Other,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ600-CPG Other,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ600-CPG Other,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ600-CPG Other,ATOS IT SERVICES UK LTD,1146216,78.26,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ600-CPG Other,ATOS IT SERVICES UK LTD,1146216,144,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,QZ600-CPG Other,ATOS IT SERVICES UK LTD,1146216,37.45,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RB999-JPG - CJRD,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RB999-JPG - CJRD,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RB999-JPG - CJRD,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RB999-JPG - CJRD,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RB999-JPG - CJRD,ATOS IT SERVICES UK LTD,1146216,"1,300.50",AVM Ad-Hoc Labour and Materials,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RB999-JPG - CJRD,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RB999-JPG - CJRD,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,24-Nov-14,265000-IT & Telecommunications,RB999-JPG - CJRD,ATOS IT SERVICES UK LTD,1147951,"78,712.58",2nd instalment IT cost for the recorded pre-trial cross-examination pilot,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RB999-JPG - CJRD,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RC999-Criminal Justice Group - OMS,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RC999-Criminal Justice Group - OMS,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RC999-Criminal Justice Group - OMS,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RC999-Criminal Justice Group - OMS,ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,11.17,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,82.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,200.58,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,66.86,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,66.86,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,164,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,46,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,46.22,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,"RD999-CJG - DGs Office, BDSU, Inspectorates & Ombudsman",ATOS IT SERVICES UK LTD,1146216,46.22,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RC999-Criminal Justice Group - OMS,ATOS IT SERVICES UK LTD,1146216,43.22,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RC999-Criminal Justice Group - OMS,ATOS IT SERVICES UK LTD,1146216,25.78,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,03-Nov-14,265000-IT & Telecommunications,RC999-Criminal Justice Group - OMS,ATOS IT SERVICES UK LTD,1146216,265.63,IT peripherals/individual ordered software and equipment,
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,AUTOMATION LOGIC LTD,1147001,"48,087.03",Ongoing costs for monitoring/administering cloud based services/web bases and enviroments. Data migration across platforms. Phase 1  (31/03/2015) & Phase 1  (31/03/2016),
Ministry of Justice,MoJ HQ,13-Nov-14,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,AUTOMATION LOGIC LTD,1147001,"9,617.41",Ongoing costs for monitoring/administering cloud based services/web bases and enviroments. Data migration across platforms. Phase 1  (31/03/2015) & Phase 1  (31/03/2016),
Ministry of Justice,MoJ HQ,17-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,BEAUMONT COLSON LTD,1147356,"45,000.00",National Delius - Engineering a Service Oriented Architecture - support,
Ministry of Justice,MoJ HQ,17-Nov-14,265000-IT & Telecommunications,LZ600-Transforming Justice,BEAUMONT COLSON LTD,1147356,"9,000.00",National Delius - Engineering a Service Oriented Architecture - support,
Ministry of Justice,MoJ HQ,17-Nov-14,264000-Consultancy,NX900-MOJ Shared Services,BOND DICKINSON LLP,1147363,"109,041.81",Legal advice in relation to the Evolve programme for the Shared service Contracr,
Ministry of Justice,MoJ HQ,17-Nov-14,264000-Consultancy,NX900-MOJ Shared Services,BOND DICKINSON LLP,1147363,"21,808.36",Legal advice in relation to the Evolve programme for the Shared service Contracr,
Ministry of Justice,MoJ HQ,24-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CACI LTD,1147973,"192,100.00",Youth Justice Board : Assest Plus case management ,
Ministry of Justice,MoJ HQ,24-Nov-14,512000-Intangible GBV - Additions,NZ900-Finance & Corporate Services,CACI LTD,1147973,"38,420.00",Youth Justice Board : Assest Plus case management ,
Ministry of Justice,MoJ HQ,24-Nov-14,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,CAFCASS,5113,"313,473.01",Court directed child contact interventions including Separated Parents Information Programmes and Domestic Violence Perpetrator Programme services,
Ministry of Justice,MoJ HQ,03-Nov-14,245000-Grants in Aid to NDPBs,RZ500-Arms Length Bodies (JPG),CAFCASS,5073,"9,371,000.00",Grant in aid to CAFCASS (The Children and Family Court Advisory and Support Service),
Ministry of Justice,MoJ HQ,13-Nov-14,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1147036,"66,142.92",The cost to hire Daventry Court Hotel for Judicial Training from 13-16 October 2014,
Ministry of Justice,MoJ HQ,20-Nov-14,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1147626,"28,663.12",The cost to hire Warwick Conferences for Judicial Training from 28-29 October 2014,
Ministry of Justice,MoJ HQ,20-Nov-14,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1147626,"4,467.40",The  exempt cost (this cost will change when the invoice is issued) to hire Warwick Conferences for Judicial Training from 28-29 October 2014,
Ministry of Justice,MoJ HQ,27-Nov-14,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1148260,"20,585.01",The cost to hire Scarman Training and Conference Centre for Civil Law Seminar on 12-13 November 2014,
Ministry of Justice,MoJ HQ,27-Nov-14,266000-Judicial Costs,MF600-Directorate of Judicial Offices,CALDER CONFERENCES LTD,1148260,"3,491.52",The exempt cost (this cost will change when the invoice is issued) to hire Scarman Training and Conference Centre for Civil Law Seminar from 12-13 November 2014,
