Department,Entity,Date,Expense type,Expense Area,Supplier Name,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Number,Expenditure type
Defra,EA,05/04/2012,Professional Services Technical Services,AN Capital WiP,Dabbrook Services Ltd,1063179,"£45,480.00",Building support and maintenance and repair services. Supply of components for Wixoe Pumping Station,NR31 0LT,,30231593,IMAN002349,Project
Defra,EA,12/04/2012,Professional Services Technical Services,AN Capital WiP,CW Engineering Ltd,1062538,"£31,635.35","Bedford Lock guillotine gate safe operation works, including construction of new treadmills, repairs to the V-doors, additional lock closure light and associated welfare and security hire",PE30 4NG,,30231658,IMAN001760,Project
Defra,EA,05/04/2012,Professional Services Financial Services,Vehicle Incidents,Countrywide Accident Assistance,1065240,"£50,000.00",Payment to insurer,IP2 8PN,,N/A,N/A,Administration
Defra,EA,03/04/2012,Professional Services Other,MI Capital WiP,Costain Ltd,1061214,"£45,332.60",Lower Tame Ground investigation. National site investigation framework,SL6 4UB,,30309574,IMMI000978,Project
Defra,EA,12/04/2012,Professional Services Learning & Development,HO Corp Comms and Media,Corporate Document Services,1065498,"£37,884.00",Planning and training material production.Training course for digital editors,LS2 7LY,,,,Administration
Defra,EA,03/04/2012,Professional Services Other,Operations Technical Services,Construction Industry Research & Information Association,1062247,"£60,000.00",Review and revision of key standards and guidance Construction Industry Research and Information Association,EC1V 9BP,,,,Administration
Defra,EA,19/04/2012,Professional Services Other,Head of Research,Construction Industry Research & Information Association,1066883,"£91,214.40",Contribution to the International Levee Handbook Project. (Part of the evidence joint flood risk programme ),EC1V 9BP,,,HOEV101103,Project
Defra,EA,10/04/2012,Professional Services Technical Services,Head of Research,Construction Industry Research & Information Association,1064044,"£51,464.40",Management of landfills on eroding coastlines landfill and contaminated land at risk from coastal erosion,EC1V 9BP,,,HOEV101103,Project
Defra,EA,24/04/2012,Construction,AN Capital WiP,Concrete Products Lincoln 1980 Ltd,1068005,"£105,774.18","Supply and delivery of concrete mats, geotextile for middle level barrier bank erosion",LN1 2LR,,,IMAN001933,Project
Defra,EA,24/04/2012,Construction,NLS Central Functions,Cofely Ltd,1065599,"£76,330.80",Installation of air conditioning equipment at Starcross Laboratory site,HP12 3AT,,30230232,NL00000049,Project
Defra,EA,19/04/2012,Office Solutions,NLS Central Functions,City Sprint,1067031,"£25,262.51","Sample, metre and internal mail courier Service.",RH1 1YB,,30293049,,Administration
Defra,EA,03/04/2012,Facilities,SE Capital WiP,Chubb Ltd,1056651,"£44,422.30","Leigh Barrier CCTV system, Leigh Barrier security improvements video cameras communications and groundworks Jan 2012 - March 2012",BB1 2PR,,30186122,IMSE100076,Administration
Defra,EA,24/04/2012,Facilities,SE Capital WiP,Chubb Ltd,1068042,"£186,635.22",Building and security surveillance equipment maintenance,BB1 2PR,,30186122,IMSE100111,Administration
Defra,EA,03/04/2012,Construction,NW Capital WiP,Cheetham Hill Construction Ltd,1059951,"£43,869.98",Grambrel Bank construction. Minor works in North West region,BL8 1AR,,30239782,IMNW000406,Project
Defra,EA,10/04/2012,Construction,NW Capital WiP,Cheetham Hill Construction Ltd,1064272,"£51,043.06","Wrongway brook debris screen, kirkham; Construction of minor works in North West region",BL8 1AR,,30239782,IMNW000332,Project
Defra,EA,10/04/2012,Construction,NW North-Ops Delivery,Cheetham Hill Construction Ltd,1064275,"£38,448.26",Lowerfold Road debris screen construction of minor works,BL8 1AR,,30239782,RENW100132,Project
Defra,EA,03/04/2012,Facilities,FM Operating Unit - Northern,Cheetham Hill Construction Ltd,1059479,"£62,240.86",Car park resurfacing and line painting at Richard Fairclough House,BL8 1AR,,30239782,HOFAC00002,Administration
Defra,EA,03/04/2012,Environmental Services ,WA South East-Planning/Corp Services,Cardiff University,1063481,"£27,100.00",Severn Estuary Partnership to assist achievement of marine objectives and support for the Bristol Channel Standing Environment Group,CF10 3XR,,,,Project
Defra,EA,25/04/2012,Professional Services Technical Services,NW Ambition Project Manager,Capita Symonds Ltd,1069001,"£37,213.01",Fylde Peninsula water management project. Supply of flood management consultancy services,DL1 9HN,,30219911,RENW001926,Project
Defra,EA,03/04/2012,Operational Goods & Services,SE Capital WiP,Campbell Associates Ltd,1061350,"£148,722.00","Acoustic cameras, cases and support",CM6 1HD,,,IMSE100079,Administration
Defra,EA,03/04/2012,Construction,NE North East Area FCERM,Byzak Ltd,1060663,"£30,676.19","Minor works  Valley Drive, Hartlepool minor civil engineering works",M41 7TG,,30204802,NRNE640027,Project
Defra,EA,10/04/2012,Construction | Professional Services Other,AN Capital WiP,Broadland Environmental Services Ltd,1064798,"£233,139.31",Maintenance of Ancillary service for March 2012 to cover Broadland flood alleviation project costs for the next 12 months,GU15 3XW,,30014973,IMAN000753,Project
Defra,EA,10/04/2012,Construction,SW Capital WiP,Bridge Civil Engineering,1063898,"£32,400.00",Halton Quay coastal defence works,TQ12 2HP,,30192018,IMSW001855,Project
Defra,EA,12/04/2012,Construction,SW Devon & Cornwall-Ops Delivery,Bridge Civil Engineering,1065193,"£26,782.85","Reconditioning of Kerbs, Exeter flood defence scheme",TQ12 2HP,,30192018,RESW001117,Project
Defra,EA,03/04/2012,Construction,NW South-Ops Delivery,Boulting Technology,1060873,"£26,903.84",Maintenance contract for North West region electrical planned preventative maintenance services,WA5 2PL,,30270233,RENW000941,Project
Defra,EA,05/04/2012,Construction,SW Capital WiP,Black & Veatch Ltd,1062347,"£25,518.74","Truro Tidal Defence. assessing value engineering opportunity, checking temporary works loading on quay and assessing damage to pile coating.",RH1 1LQ,,30072271,IMSW001669,Project
Defra,EA,05/04/2012,Construction,NW Capital WiP,Black & Veatch Ltd,1062379,"£46,324.67","Leigh East flood risk management appraisal of Atherton Basin expansion, bat surveys, and silt testing",RH1 1LQ,,30072271,IMNW000745,Project
Defra,EA,05/04/2012,Construction,MI Capital WiP,Black & Veatch Ltd,1062414,"£31,661.18",Lower Derwent project appraisal report,RH1 1LQ,,30072271,IMMI000937,Project
Defra,EA,19/04/2012,Construction,MI Capital WiP,Black & Veatch Ltd,1062416,"£181,617.48",Nottingham Left bank - Sawley and Trent Meadows secondment,RH1 1LQ,,30072271,IMMI000642,Project
Defra,EA,03/04/2012,Construction,AN Capital WiP,Birse Civils Ltd,1061164,"£930,963.86",Reconditioning local levy water resources.,DN18 5BW,,30142670,IMAN002370,Project
Defra,EA,12/04/2012,Construction,SE Capital WiP,Birse Civils Ltd,1062625,"£85,495.97","Dartford Creek Barrier 2030 Extension of Civil works site security provision and additional works Internal and External Lighting, Equipment Hoists, Health and Safety Improvements",DN18 5BW,,30142670,IMSO000727,Project
Defra,EA,17/04/2012,Construction,NE Capital WiP,Birse Civils Ltd,1065923,"£93,936.00",Greatham North carry out Phase 1 survey,DN18 5BW,,30142670,IMNE000823,Project
Defra,EA,17/04/2012,Construction,AN Capital WiP,Birse Civils Ltd,1066160,"£446,792.44",Lincshore Beach Renourishment,DN18 5BW,,30142670,IMAN001844,Project
Defra,EA,24/04/2012,Construction,NE Capital WiP,Birse Civils Ltd,1068596,"£1,254,764.48",Redcar flood alleviation scheme,DN18 5BW,,30142670,IMNE000524,Project
Defra,EA,12/04/2012,Professional Services Other,WA Legal Services,Bircham Dyson Bell LLP,1064546,"£51,000.00",Professional charges for advice and assistance given on Natural Environment Framework/Living Wales project during March 2012.,SW1H 0BL,,40024624,,Administration
Defra,EA,10/04/2012,Construction,MI Capital WiP,Birch Brothers Kidderminster Ltd,1063837,"£57,711.60",Sunderton Pool Valuation,DY13 9QB,,30224314,IMMI001231,Project
Defra,EA,03/04/2012,Professional Services Technical Services,NW North-Area Mgr,Biotrack Ltd,1061311,"£29,310.72",Animal Radio Monitoring equipment,BH20 5AX,,,RENW001956,Administration
Defra,EA,05/04/2012,Professional Services Technical Services,E and B Land and Water,Berry Engineering Ltd,1061516,"£30,000.00",Elver Pass Design - Eel Pass Moulding Tooling,TA6 5LT,,,EBPLW11029,Project
Defra,EA,17/04/2012,Professional Services Technical Services,SW Capital WiP,Berry Engineering Ltd,1063870,"£25,526.40","To construct, supply and deliver 12 self-regulating eel passes of varying lengths",TA6 5LT,,,IMSW001927,Project
Defra,EA,24/04/2012,Construction,SW Wessex-Ops Delivery,Bernard G Perry,1067973,"£54,759.60",Remove replaster and paint wall and ceilings at Currymoor Pumping Station,TA3 6DU,,30192015,RESW001080,Project
Defra,EA,19/04/2012,Construction,MI Capital WiP,Barhale Construction Plc,1066202,"£28,800.00","Trash platforms, handrail and overflow works. Works under Midlands Minor Works Framework",WS1 4NN,,30224313,IMMI001225,Project
Defra,EA,03/04/2012,Construction,AN Capital WiP,BAM Nuttall Ltd,1060783,"£131,599.63",Carry out Patch Piling on the South Level System. Operation delivery - general maintenance works,GU15 3XW,,30184779,IMAN001621,Project
Defra,EA,24/04/2012,Construction,AN Eastern-AEM - Monitoring,BAM Nuttall Ltd,1063960,"£35,252.22",Worlingham Fishing Platforms Engineering Services,GU15 3XW,,30231632,REAN001551,Project
Defra,EA,24/04/2012,ICT,Nat Trading and Reg Services,Atos,1068389,"£81,428.98",Hosting Services Agreement and provision of service logging desk relating to the EU Emissions Trading Registry,NW1 3HG,,30319519,,Administration
Defra,EA,05/04/2012,Construction,SE Capital WiP,Atkins Ltd,1062537,"£36,646.00",Environmental Consultancy Services on Thames Estuary Programme Phase 1,KT18 5BW,,30072266,IMSE500060,Project
Defra,EA,05/04/2012,Construction,AN Northern - Flood Risk,Atkins Ltd,1061673,"£29,774.74",Structural Inspections Asset Condition Survey Northern Area,KT18 5BW,,30072266,REAN001224,Project
Defra,EA,03/04/2012,Construction,SE Capital WiP,Atkins Ltd,1062176,"£31,273.98",Thames Barrier Drive Equipment.,KT18 5BW,,30072266,IMTH001493,Project
Defra,EA,10/04/2012,Construction,HO NCPMS Manager,Atkins Ltd,1062389,"£29,521.86",Thames Construction (Design and Management) Co-ordinator Secondment,KT18 5BW,,30072266,NCPMSCDM,Project
Defra,EA,05/04/2012,Construction,SE Capital WiP,Atkins Ltd,1062524,"£34,497.72",Thames Barrier Drive Equipment Phase 2 - Final Feasibility report,KT18 5BW,,30072266,IMTH001493,Project
Defra,EA,05/04/2012,Construction,SE Capital WiP,Atkins Ltd,1062570,"£26,202.04",Thames Weirs High Priority Programme Package,KT18 5BW,,30072266,IMTH001685,Project
Defra,EA,05/04/2012,Construction,MI Planning and Performance,Atkins Ltd,1062604,"£28,200.00","River Loden, Frome Herefordshire. Supply of Engineering and Environmental Consultancy Services",KT18 5BW,,30072266,REMI001557,Project
Defra,EA,05/04/2012,Construction,HO NCPMS National,Atkins Ltd,1062614,"£26,628.76",Construction (Design and Management) secondment North East,KT18 5BW,,30072266,,Project
Defra,EA,05/04/2012,Construction,HO NCPMS National,Atkins Ltd,1062622,"£27,752.41",Construction (Design and Management) secondment North East,KT18 5BW,,30072266,,Project
Defra,EA,05/04/2012,Construction,HO NCPMS National,Atkins Ltd,1062634,"£25,392.40",Construction (Design and Management) secondment North East,KT18 5BW,,30072266,,Project
Defra,EA,05/04/2012,Construction,AN Central - Flood Risk,Atkins Ltd,1063234,"£41,536.84",20 Asset Condition Surveys for 2011-12 on Asset Conditions Survey Package - Central Area,KT18 5BW,,30072266,REAN001172,Project
Defra,EA,05/04/2012,Construction,AN Capital WiP,Atkins Ltd,1063356,"£26,603.82",Godmanchester Flood Alleviation Scheme delivery of mitigation works,KT18 5BW,,30072266,IMAN000624,Project
Defra,EA,05/04/2012,Professional Services Consultancy,E and B Land and Water,Atkins Ltd,1057937,"£30,209.53",Evaluating the method for licence change proposals,KT18 5BW,,30148931,EBPLW11033,Administration
Defra,EA,24/04/2012,Construction,SE Capital WiP,ArcelorMittal Commercial RPS UK Ltd,1065580,"£110,297.86",Single Sheet Steel Piles,B91 3AL,,30331417,IMTH001452,Project
Defra,EA,05/04/2012,Construction,AN Capital WiP,Aquatic Control Engineering Ltd,1063095,"£78,117.05","Manufacture and installation of Siphon Fish Pass at Wissey Sluice, Wretton.",DN22 0HR,,30203263,IMAN002390,Project
Defra,EA,10/04/2012,Construction,AN Capital WiP,Aquatic Control Engineering Ltd,1063878,"£78,324.00","Manufacture and installation of Siphon Fish Pass at Wissey Sluice, Wretton.",DN22 0HR,,30203263,IMAN002390,Project
Defra,EA,10/04/2012,Professional Services Other,NW North-Ops Delivery,Aquajet GB Ltd,1063964,"£45,545.92",CCTV Culvert inspections via remote camera,IP30 9QS,,30319001,,Administration
Defra,EA,19/04/2012,Professional Services Financial Services,Financial Management,Aon Ltd,1067151,"£358,216.45",Anglian - Insurance Brokerage and Consultancy Services,RM1 3EL,,30219360,,Administration
Defra,EA,17/04/2012,Construction,SE West Thames - Ops Delivery,Anglia Rustguard Ltd,1065125,"£41,268.00","Sand blast, prepare and paint works",CM8 3DH,,,,Project
Defra,EA,24/04/2012,ICT,Nat Trading and Reg Services,Amtec Consulting Plc,1068227,"£109,965.08",Project Start Up and Initiation Stage. To provide the Initiation and Definition phases of the Climate Change Agreement delivery project,GU9 7HX,,,EBOCC40027L01,Project
Defra,EA,24/04/2012,Professional Services Technical Services,AN Capital WiP,AMEC Environment & Infrastructure UK Ltd,1066962,"£25,502.30",Lincolnshire Chalk Spilsby Sandstone model. Hydrogeological Services,NE3 3PX,,30274977,IMAN001134,Administration
Defra,EA,12/04/2012,Construction,MI Planning and Performance,Amco Engineering,1060885,"£172,202.09","Asbestos works, additional removal work, programme acceleration; Works under Midlands Minor Works Framework",S75 1HT,,30224312,REMI001582,Project
Defra,EA,24/04/2012,Construction,NE Yorkshire Area Ops Delivery,Amco Engineering,1066731,"£28,368.89",Kelham Island Floodgates Minor Civil Engineering Works,S75 1HT,,30204728,FRA08S660,Project
Defra,EA,25/04/2012,Construction,MI East-Ops Delivery - 2,Amco Engineering,1068825,"£40,731.98",Weed Boat Bases. Works under Midlands Minor Works Framework,S75 1HT,,30224312,,
Defra,EA,12/04/2012,Professional Services Technical Services,NE Yorkshire Area Ops Delivery,Amco Engineering,1064709,"£42,659.59",Provision of mechanical and electrical maintenance of fixed plant and systems to the south area of the Yorkshire and North East Region,S75 1HT,,30244069,,
Defra,EA,12/04/2012,Professional Services Technical Services,NE Yorkshire Area Ops Delivery,Amco Engineering,1064710,"£25,200.00",Provision of mechanical and electrical maintenance of fixed plant and systems to Environment Agency Yorkshire and North East Region,S75 1HT,,30244069,,
Defra,EA,03/04/2012,Fuels Lubricants & Gases,HO Fleet Operations,Allstar Business Solutions Ltd,1061360,"£292,353.96",Commercial Fleet - Fuel 2011/2012,SN5 6PQ,,30015330,,
Defra,EA,03/04/2012,Clinical & Medical,NLS Capital WiP,Agilent Technologies UK Ltd,1058688,"£67,343.34",Extractable petroleum hydrocarbons analysis equipment for National laboratory Service,E14 1HH,,,,
Defra,EA,24/04/2012,Clinical & Medical,NLS Capital WiP,Agilent Technologies UK Ltd,1066602,"£28,805.18",Analysis equipment for National laboratory Service,E14 1HH,,,,
Defra,EA,24/04/2012,Clinical & Medical,NLS Capital WiP,Agilent Technologies UK Ltd,1066609,"£116,787.96",Analysis equipment for National laboratory Service,E14 1HH,,,,
Defra,EA,03/04/2012,Construction | Professional Services Other,NW Capital WiP,ABS Wastewater Technology Ltd,1061851,"£29,571.12",Pendlebury Pumping Station - Replacement Pumps and land drainage work.,RH10 9UY,,30268009,,
