Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
Department of Health,Department of Health,23/02/2015,Additions PDC Revenue Support NHS T Temporary,DG: Holding CT Core,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,HAFS-18017,"8,000,000.00",,WR5 1DD,PUBLIC,,,Other
Department of Health,Department of Health,24/02/2015,Additions PDC Revenue Support NHS FT Temporary,DG: Holding CT Core,MEDWAY NHS FOUNDATION TRUST,HAFS-18018,"6,000,000.00",,ME7 5NY,PUBLIC,,,Other
Department of Health,Department of Health,03/02/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,12910,"61,209.12",Capital: Spine 2 BJSS. - Spine 2 Development,LS1 2TW,SME,,,Programme
Department of Health,Department of Health,03/02/2015,Service charge,DG: IGT,WALSALL HEALTHCARE NATIONAL HEALTH SERVICE TRUST,C037522,"498,055.59",Revenue  LSP NME Walsall Trust - FY/Y 2013/14 STAF & LC costs for Lorenzo Deployment,WS2 9PS,PUBLIC,,,Programme
Department of Health,Department of Health,06/02/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),450263,"1,136,967.84",NHS Mail 2: revenue core contract 1 July 2014 - 31 March 2015,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,06/02/2015,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201395227,"475,833.00",Revenue: LSP NME CSC - F/Y 2014/15 Lorenzo Service Charge Revenue requirements (committed costs only),PR1 8UQ,LARGE,,,Programme
Department of Health,Department of Health,06/02/2015,Addition Clearing - SW LIC,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC009,"838,212.01",GP Soc: TPP Capital costs May 2014 - March 2015,LS18 5TN,SME,,,Programme
Department of Health,Department of Health,06/02/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC009,"322,132.30",GP Soc: TPP Revenue costs May 2014 - March 2015,LS18 5TN,SME,,,Programme
Department of Health,Department of Health,09/02/2015,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,12911,"188,550.18",Capital: Spine 2 BJSS. - Spine 2 Development,LS1 2TW,SME,,,Programme
Department of Health,Department of Health,09/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10091,"76,167.18",SUS Spine: Revenue - In Technologhy CCN017 OSC hosting,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,09/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10108,"43,014.00",Revenue: InTechnology Spine 2 - Spine 2 core hosting - to end 14-15 ,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,09/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10109,"33,482.40",Revenue: InTechnology Spine 2 - Spine 2 core hosting - to end 14-15 ,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,09/02/2015,Addition Clearing - SW LIC,DG: IGT,INTECHNOLOGY LTD,ISIN10120,"43,014.00",Spine 2 - In Technology Capital costs 13/14,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,09/02/2015,Addition Clearing - SW LIC,DG: IGT,INTECHNOLOGY LTD,ISIN10121,"33,482.40",Spine 2 - In Technology Capital costs 13/14,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,DATAPHARM COMMUNICATIONS LTD,11106,"97,873.20",Revenue: DataPharm Choices -Provision of Medicines Information for NHS Choices Website Content,KT227AX,SME,,,Programme
Department of Health,Department of Health,10/02/2015,Addition Clearing - SW LIC,DG: IGT,INSIGHT DIRECT UK LTD,2132029,"67,880.32","Capital: Insight Direct  SUS Spine - Additional memory for SUS transition and R15	 ",M5 3NN,LARGE,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,BT GROUP PLC,373893,"126,728.57",Revenue: BT Spine - Committed 2014/15,NW9 5BA,LARGE,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201390616,"131,082.71","Revenue: CSC LSP NME - STAFA reference 2014 N-& S -075, Norfolk and Suffolk Lorenzo Deployment ",PR1 8UQ,LARGE,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333719,"136,713.17",Revenue F/Y 2014/15 Mastek Spine 2 - for the provision and development of the last services for the Data Migration Scripts - required to populate the new Care Identity Service (CIS) capped T&M terms,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,10/02/2015,Addition Clearing - SW LIC,DG: IGT,CSA WAVERLEY LTD,IN660021,"41,014.46",Capital CSA Waveley Spine 2 - CP- IS Hardware,HP10 0AB,SME,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10094,"95,495.24",Revenue: F/Y 2014/15 - SUS Spine  - InTechnology. replatforming Oracle CAP 0197 Transition and live service costs,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10095,"44,326.35",SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10095,"146,771.82",Revenue: F/Y 2014/15 - SUS Spine  - InTechnology. replatforming Oracle CAP 0197 Transition and live service costs,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10103,"110,534.75",Revenue: F/Y 2014/15 - SUS Spine  - InTechnology. replatforming Oracle CAP 0197 Transition and live service costs,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10106,"249,442.42",Revenue: F/Y 2014/15 - SUS Spine  - InTechnology. replatforming Oracle CAP 0197 Transition and live service costs,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10116,"118,721.50",Revenue: F/Y 2014/15 - SUS Spine  - InTechnology. replatforming Oracle CAP 0197 Transition and live service costs,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,10/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10117,"163,592.29",Revenue: F/Y 2014/15 - SUS Spine  - InTechnology. replatforming Oracle CAP 0197 Transition and live service costs,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,BT GROUP PLC,371045,"8,752.00",Revenue: F/Y 2014/15 BT SUS Spine - CCN894 SUS Replatform -Ardentia Development additional POR for indexation,NW9 5BA,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,BT GROUP PLC,371045,"168,652.61",Revenue: SUS Spine Bt - CCN 894 SUS Replatform  - Ardentia Development,NW9 5BA,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,BT GROUP PLC,371050,"241,245.10",SUS spine revenue 14/15 BT,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,BT GROUP PLC,377383,"2,474,235.63",Revenue: LSP South 14/15,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,BT GROUP PLC,377386,"1,066,001.95",Revenue: LSP South 14/15,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,BT GROUP PLC,377391,"3,664,402.41",Revenue: London LSP 14/15,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,BT GROUP PLC,377417,"931,698.85",Revenue: London LSP 14/15,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),450270,"21,622.26",NHS Mail 2: revenue core contract 1 July 2014 - 31 March 2015,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),450611,"588,265.12",NHS Mail 2: revenue core contract 1 July 2014 - 31 March 2015,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),450850,"35,090.06",Revenue: NHS Mail Core Vodafone - Contract to cover spend for AVAS support services between July 1 2014 to March 31 2015,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,CABLE AND WIRELESS COMMUNICATION (VODAFONE),450854,"43,500.00",Revenue: NHS Mail Core Vodafone - Contract to cover spend for AVAS support services between July 1 2014 to March 31 2015,RG12 1RW,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Addition Clearing - SW LIC,DG: IGT,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6003004,"36,633.14",Capital: F/Y 2014/15 - Barnsley FT STAF & LC costs for Lorenzo Deployment - LSP NME,S75 2PS,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6003004,"182,162.12",Revenue: F/Y 2014/15 - Barnsley FT STAF & LC costs for Lorenzo Deployment - LSP NME,S75 2PS,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333547,"138,765.91",Revenue: 2014/15 Mastek Choices- Provision of SME's for the path - to - live support services to HSCIC for the transition from the development phase and into early life support of the new Care Identity Service.,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333564,"319,180.44",Revenue: 2014/15 Mastek Choices- Provision of SME's for the path - to - live support services to HSCIC for the transition from the development phase and into early life support of the new Care Identity Service.,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333565,"222,110.10",Revenue: 2014/15 Mastek Choices- Provision of SME's for the path - to - live support services to HSCIC for the transition from the development phase and into early life support of the new Care Identity Service.,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,12/02/2015,Addition Clearing - SW LIC,DG: IGT,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,I0011105,"24,242.87",Capital: F/Y 2014/15 LSP NME Norfolk & Suffolk FT - STAFA Lorenzo Deployment,BB3 0FG,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,I0011105,"251,167.95",Revenue: F/Y 2014/15 LSP NME Norfolk & Suffolk FT - STAFA Lorenzo Deployment,BB3 0FG,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Addition Clearing - SW LIC,DG: IGT,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0084584,"13,066.08",Capital: STAFA - F/Y 2014/15 - South Warwickshire Lorenzo Deployment -LSP NME,CV34 5BW,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0084584,"87,688.19",Revenue: STAFA - F/Y 2014/15 - South Warwickshire Lorenzo Deployment -LSP NME,CV34 5BW,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Addition Clearing - SW LIC,DG: IGT,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0085083,"17,007.24",Capital: F/Y 2014/15 LSP NME South Warks FT - STAFA Lorenzo Deployment,CV34 5BW,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Service charge,DG: IGT,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,W0085083,"48,548.31",Revenue: F/Y 2014/15 LSP NME South Warks FT - STAFA Lorenzo Deployment,CV34 5BW,PUBLIC,,,Programme
Department of Health,Department of Health,13/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,CHAPS,"152,334.36",SUS Spine: Revenue - In Technologhy CCN017 OSC hosting,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,13/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,CHAPS,831.00,Revenue: SUS Spine  INTechnology CCN019 - Soft Token,HG3 1UG,SME,,,Programme
Department of Health,Department of Health,17/02/2015,Service charge,DG: IGT,BT GROUP PLC,376467,"129,596.38",Revenue: BT Spine - Committed 2014/15,NW9 5BA,LARGE,,,Programme
Department of Health,Department of Health,17/02/2015,Service charge,DG: IGT,IN PRACTICE SYSTEMS LTD,414424,"86,918.58"," Revenue: INPS GPSoC charges for the  Period commencing 02/08/2014 to 31/03/2015:   Interface Mechanism Service Charge Pairing Assurance Service Charge""	 ",SW8 3QJ,LARGE,,,Programme
Department of Health,Department of Health,17/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333562,"270,553.50",Revenue: 2014/15 -SUS Spine -  Mastek agreement work passage 2 milestones 2 & 3,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,17/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333563,"341,806.50",Revenue: 2014/15 -SUS Spine -  Mastek agreement work passage 2 milestones 2 & 3,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,17/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333687,"38,583.00",Revenue: F/Y 2014/15 Mastek SUS Spine - WP7 Transition of R15 Integration Test Resource,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,17/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333688,"74,331.00",Revenue: F/Y 2014/15 Mastek SUS Spine - WP7 Transition of R15 Integration Test Resource,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,17/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333689,"82,935.00",Revenue: F/Y 2014/15 Mastek SUS Spine - WP7 Transition of R15 Integration Test Resource,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,17/02/2015,Addition Clearing - SW LIC,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC010,"20,000.00",GP Soc: TPP Capital costs May 2014 - March 2015,LS18 5TN,SME,,,Programme
Department of Health,Department of Health,17/02/2015,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC010,"267,116.66",GP Soc: TPP Revenue costs May 2014 - March 2015,LS18 5TN,SME,,,Programme
Department of Health,Department of Health,19/02/2015,Service charge,DG: IGT,BT GROUP PLC,376523,"181,713.85",Revenue: BT Spine - Committed 2014/15,NW9 5BA,LARGE,,,Programme
Department of Health,Department of Health,19/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333538,"165,427.50",Revenue: F/Y 2014/15 Mastek SUS Spine - WP7 Transition of R15 Integration Test Resource,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,19/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333690,"25,605.00",Revenue: F/Y 2014/15 Mastek SUS Spine - WP7 Transition of R15 Integration Test Resource,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,19/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333691,"33,333.75",Revenue: F/Y 2014/15 Mastek SUS Spine - WP7 Transition of R15 Integration Test Resource,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,19/02/2015,Service charge,DG: IGT,MASTEK UK LTD,90333692,"31,038.75",Revenue: F/Y 2014/15 Mastek SUS Spine - WP7 Transition of R15 Integration Test Resource,RG1 8BW,LARGE,,,Programme
Department of Health,Department of Health,19/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10059,"76,480.54","Revenue: F/Y 2014/15  InTechnology - SUS Spine INT1 CCN027 -Resource Seeding Extension, Monitoring & Hardware Support 	 ",HG3 1UG,SME,,,Programme
Department of Health,Department of Health,19/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10078,"76,167.18","Revenue: F/Y 2014/15  InTechnology - SUS Spine INT1 CCN027 -Resource Seeding Extension, Monitoring & Hardware Support 	 ",HG3 1UG,SME,,,Programme
Department of Health,Department of Health,19/02/2015,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10100,"76,167.18","Revenue: F/Y 2014/15  InTechnology - SUS Spine INT1 CCN027 -Resource Seeding Extension, Monitoring & Hardware Support 	 ",HG3 1UG,SME,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,SCOTTISH EXECUTIVE,PPRS RECEIPTS 2014/2015,"7,053,634.24",Apportionment of Q2 2014 PPRS Receipts for Scotland,EH6 6QQ,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,SCOTTISH EXECUTIVE,PPRS RECEIPTS 2014/2015,"7,232,222.23",Apportionment of Q2 2014 PPRS Receipts for Scotland,EH6 6QQ,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,SCOTTISH EXECUTIVE,PPRS RECEIPTS 2014/2015.,"1,052,954.96",Apportionment of Q2 2014 Historic Cash Payments for Scotland,EH6 6QQ,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,SCOTTISH EXECUTIVE,PPRS RECEIPTS 2014/2015.,"1,079,692.22",Apportionment of Q3 2014 Historic Cash Payments for Scotland,EH6 6QQ,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),PPRS2014-15,"496,937.61",Apportionment of Q2 2014 Historic Cash Payments,BT2 8BS,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),PPRS2014-15,"508,986.54",Apportionment of Q3 2014 Historic Cash Payments,BT2 8BS,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),PPRS2014-2015,"3,328,932.65",Apportionment of Q2 2014 PPRS Receipts for Northern Ireland,BT2 8BS,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,EASTERN HEALTH AND SOCIAL SERVICES BOARD (EHSSB),PPRS2014-2015,"3,409,401.05",Apportionment of Q2 2014 PPRS Receipts for Northern Ireland,BT2 8BS,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,WELSH ASSEMBLY GOVERNMENT,PPRS2014-2015,"680,653.14",Apportionment of Q3 2014 Historic Cash Payments for Wales,CF10 3NQ,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,WELSH ASSEMBLY GOVERNMENT,PPRS2014-2015,"658,571.10",Apportionment of Q2 2014 Historic Cash Payments for Wales,CF10 3NQ,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,WELSH ASSEMBLY GOVERNMENT,PPRS2015,"4,411,698.35",Apportionment of Q2 2014 PPRS receipts for Wales,CF10 3NQ,PUBLIC,,,Programme
Department of Health,Department of Health,19/02/2015,Policy Payments,DG: IGT,WELSH ASSEMBLY GOVERNMENT,PPRS2015,"4,559,294.52",Apportionment of Q2 2014 PPRS receipts for Wales,CF10 3NQ,PUBLIC,,,Programme
Department of Health,Department of Health,20/02/2015,Addition Clearing - SW LIC,DG: IGT,IN PRACTICE SYSTEMS LTD,414435,"36,161.37","Capital: inPS GPSoC - Capital charges for the period commencing 01/4/14 - 31/03/15 Software licence charges, hosting implementation charges,Migration charges, National functionality deployments, Development charges",SW8 3QJ,LARGE,,,Programme
Department of Health,Department of Health,20/02/2015,Service charge,DG: IGT,IN PRACTICE SYSTEMS LTD,414435,"1,544,076.02","Revenue: inPS GPSoC - Revenue charges for the period 01/04/2014  to 31/03/2015 - System support charges,Training charges, Hosting service charges,Utilisation charges",SW8 3QJ,LARGE,,,Programme
Department of Health,Department of Health,23/02/2015,Service charge,DG: IGT,HEALTH AND SOCIAL CARE INFORMATION CENTRE HSCIC,12670003,"2,608,922.02",Revenue: HSCIC Choices - Recharge for admin related costs April 14 to March 15,LS1 6AE,PUBLIC,,,Programme
Department of Health,Department of Health,23/02/2015,Service charge,DG: IGT,BT GROUP PLC,371136,"685,045.46",Revenue: Spine 2 BT - CCN 888 Transition Support. Provision of Spine 2 Service Management,NW9 5BA,LARGE,,,Programme
Department of Health,Department of Health,23/02/2015,Service charge,DG: IGT,BT GROUP PLC,373781,"419,986.20",Revenue: Spine 2 BT - CCN 888 Transition Support. Provision of Spine 2 Service Management,NW9 5BA,LARGE,,,Programme
Department of Health,Department of Health,23/02/2015,Service charge,DG: IGT,BT GROUP PLC,377480,"6,809,274.15",N3: 14/15,NW9 6LB,LARGE,,,Programme
Department of Health,Department of Health,23/02/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN87043-1,"1,683,049.95",Revenue: Microtest GPSoC - Revenue Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges. Hosting Service Charges. Utilisation Charges,LS19 7BY,LARGE,,,Programme
Department of Health,Department of Health,23/02/2015,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN87043-1,"80,972.16",Revenue EMIS GPSoC - Charges for the period commencing 11/9/14 - 31/03/15 - Interface Mechanism Service charge Pairing Assurance Service Charge,LS19 7BY,LARGE,,,Programme
Department of Health,Department of Health,27/02/2015,Outsourcing Contract,DG: IGT,MULTIPLE SCLEROSIS TRUST,5439,"63,822.42",Management of Multiple Sclerosis Risk Sharing Scheme (from Apr 2014 to end of March 2015),SG6 4ET,VCS,,,Programme
Department of Health,Department of Health,04/02/2015,Provisions cash payment,DG: PHD,THE MACFARLANE TRUST,MFT04/14-15,"199,368.00",Macfarlane Trust funding 2014/15,SW1H 0QS,VCS,,,Programme
Department of Health,Department of Health,09/02/2015,Printing,DG: PHD,WILLIAMS LEA LTD,DH15010005,"8,281.23",Healthy Start Information materials 2014/15,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,09/02/2015,Publicity & advertising,DG: PHD,WILLIAMS LEA LTD,DH15010005,"35,123.65",Williams Lea - Healthy Start Information Materials 2014/15,W1F 8PR,LARGE,,,Programme
Department of Health,Department of Health,09/02/2015,Provisions cash payment,DG: PHD,MFET LTD,MFET-5/2014-15/MFET,"334,448.50",MFET Ltd funding 2014/15,SW1H 0QS,VCS,,,Programme
Department of Health,Department of Health,10/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000044,"59,044.04",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000045,"597,487.61",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000046,"575,623.83",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,10/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000047,"122,317.65",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,11/02/2015,Conferences & seminars,DG: PHD,CALDER CONFERENCES LTD,137444,868.04,Increase to PO 518587 - GPS74708/1 Venue hire within the University of Greenwich for the 2015 School Nurse Conference.,LS16 6RF,SME,,,Programme
Department of Health,Department of Health,11/02/2015,Conferences & seminars,DG: PHD,CALDER CONFERENCES LTD,137444,"54,491.32",GPS74708/1 Venue hire within the University of Greenwich for the 2015 School Nurse Conference.,LS16 6RF,SME,,,Programme
Department of Health,Department of Health,11/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000049,"25,909.62",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,11/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000051,"61,716.10",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,11/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000052,"427,648.70",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,11/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000053,"181,221.29",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,11/02/2015,Outsourcing Contract,DG: PHD,NHS SUPPLY CHAIN,9045000054,"84,644.55",NHS Supply Chain - School Fruit Vegetable Scheme (SFVS) Distributor funding 2014/15.,DE55 4QJ,PUBLIC,,,Programme
Department of Health,Department of Health,11/02/2015,Arm Length Bodies-Revenue Subsidy,DG: PHD,NHS BLOOD AND TRANSPLANT (NHSBT),951884,"5,413,000.00",NHSBT 14/15 Revenue drawdown,LS15 7TW,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,128884,"55,276.58",MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - extension period April 2013 to March 2015,LE16 9NR,SME,,,Programme
Department of Health,Department of Health,12/02/2015,Outsourcing Contract,DG: PHD,HEALTH EDUCATION ENGLAND T1510,49294952,"74,000.00",Start at the Beginning Programme - To harness the new health visiting workforce to improve nutrition for women before they conceive.,LS1 4PL,PUBLIC,,,Programme
Department of Health,Department of Health,12/02/2015,Training (Learning and Development),DG: PHD,HEALTH EDUCATION ENGLAND T1510,49294954,"371,738.50",Making the most of HVs – co-creating an ambitious vision for the future and its implementation through education and training.,LS1 4PL,PUBLIC,,,Programme
Department of Health,Department of Health,16/02/2015,Outsourcing Contract,DG: PHD,SAPIENT LTD,34454,"9,000.00",Sapient OHT IT System Phase 2. Payment .  Technical Architect,E1 6DU,LARGE,,,Programme
Department of Health,Department of Health,16/02/2015,Outsourcing Contract,DG: PHD,SAPIENT LTD,34454,"3,185.00",Sapient OHT IT System Phase 2. Payment.  Quality Assurance 1,E1 6DU,LARGE,,,Programme
Department of Health,Department of Health,16/02/2015,Outsourcing Contract,DG: PHD,SAPIENT LTD,34454,"1,537.50",Sapient OHT IT System Phase 2. Payment .  Program Manager,E1 6DU,LARGE,,,Programme
Department of Health,Department of Health,16/02/2015,Outsourcing Contract,DG: PHD,SAPIENT LTD,34454,"5,460.00",Sapient OHT IT System Phase 2. Payment.  Application Developer 2,E1 6DU,LARGE,,,Programme
Department of Health,Department of Health,16/02/2015,Outsourcing Contract,DG: PHD,SAPIENT LTD,34454,"4,550.00",Sapient OHT IT System Phase 2. Payment .  Application Developer 1,E1 6DU,LARGE,,,Programme
Department of Health,Department of Health,18/02/2015,Provisions cash payment,DG: PHD,SKIPTON FUND LTD,08/14-15,"1,536,890.64",Skipton Fund funding 2014-15,SW1H 0QS,VCS,,,Programme
