ENTITY,DATE,EXPENSE_AREA_3,EXPENSE_TYPE_3,SUPPLIER,TRANSACTION_NUMBER,DISTRIBUTION_AMOUNT,DESCRIPTION,SUPPLIER_POSTCODE,PROJECT_CODE,PROG / ADMIN?,Contract Number,SUPPLIER_TYPE,INV_NUM
HMCTS,26-Oct-11,SL999-Centralised Frontline,221000-Property Rent and Rates,LONDON BOROUGH OF CAMDEN,1794008,"$285,390.00 ",Rates Invoice,RATES,0,Programme,,,68119466/2011-12
HMCTS,12-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE SECURITY LTD,1776310,"$47,430.67 ",Security Services,MK6 2WX,0,Balance Sheet,,,34/445241
HMCTS,12-Oct-11,DZ999-South West Region,222002-Other Property Costs,MITIE SECURITY LTD,1776310,"$237,153.34 ",South West Region Mitie Secirity - Static Guarding 2011/2012,MK6 2WX,0,Programme,,,34/445241
HMCTS,4-Oct-11,EZ999-Wales Region,532000-Tangible GBV - Additions,WATES CONSTRUCTION LTD,1765433,"$203,246.00 ",Enabling Works/Construction,CIS-KT22 7SW,F090,Programme,,,73379
HMCTS,4-Oct-11,EZ999-Wales Region,532000-Tangible GBV - Additions,WATES CONSTRUCTION LTD,1765433,"$40,649.20 ",VAT,CIS-KT22 7SW,F090,Programme,,,73379
HMCTS,11-Oct-11,AP999-HQ - Strategy & Change,532000-Tangible GBV - Additions,OVERBURY PLC,1773204,"$197,146.08 ",CIS Labour - Fleetbank House - Overbury PLC - Construction works at Fleetbank House prior to relocation of Audit House staff (EAT),CIS-W1T 3EW,0,Programme,,,115875
HMCTS,11-Oct-11,AP999-HQ - Strategy & Change,532000-Tangible GBV - Additions,OVERBURY PLC,1773204,"$39,429.22 ",,CIS-W1T 3EW,0,Programme,,,115875
HMCTS,11-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,HI-SPEC FACILITIES SUPPORT CO PLC,1772862,"$39,428.64 ","Maintenance, non-structural repair and cleaning of buildings",SE16 7PF,0,Balance Sheet,,,14904
HMCTS,11-Oct-11,CZ999-South East Region,222002-Other Property Costs,HI-SPEC FACILITIES SUPPORT CO PLC,1772862,"$197,143.19 ",SE Region- Hi Spec- cleaning 11/12,SE16 7PF,0,Programme,,,14904
HMCTS,14-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,REGENT OFFICE CARE LTD,1778979,"$38,804.09 ","Maintenance, non-structural repair and cleaning of buildings",CV6 4QH,0,Balance Sheet,,,29191
HMCTS,14-Oct-11,FZ999-Midlands Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1778979,"$194,020.46 ",Regent Office Care. Contract cleaning for Midlands Region 2011/12.,CV6 4QH,0,Programme,,,29191
HMCTS,21-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,MANCHESTER CITY COUNCIL,1787615,"$227,325.00 ",Rates Invoice,RATES,0,Programme,,,700863725/2011-12
HMCTS,26-Oct-11,GZ999-North West Region,222001-Maintenance,CARILLION PLANNED MAINTENANCE,1793858,"$168,262.98 ",Manchester & Merseyside M&E PPM charges from April 2011 to January 2012,CIS-G72 0FT,0,Programme,,,21210728
HMCTS,26-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,CARILLION PLANNED MAINTENANCE,1793858,"$33,652.60 ","Maintenance, non-structural repair and cleaning of buildings",CIS-G72 0FT,0,Balance Sheet,,,21210728
HMCTS,25-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,IRON MOUNTAIN UK LTD,1790887,"$33,055.64 ",Provision under a PFI agreement of accommodation for office or other governmental use,EH54 7DF,0,Balance Sheet,,,ESC120301940
HMCTS,25-Oct-11,BZ999-London Region,262000-SCA Costs,IRON MOUNTAIN UK LTD,1790887,"$165,278.22 ",Probate records storage costs,EH54 7DF,0,Programme,,,ESC120301940
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,IRON MOUNTAIN UK LTD,1770577,"$32,731.64 ",Provision under a PFI agreement of accommodation for office or other governmental use,EH54 7DF,0,Balance Sheet,,,ESC120299954
HMCTS,7-Oct-11,BZ999-London Region,262000-SCA Costs,IRON MOUNTAIN UK LTD,1770577,"$163,658.18 ",Probate records storage costs,EH54 7DF,0,Programme,,,ESC120299954
HMCTS,7-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1771080,"$8,023.19 ",Royal Mail-- Consolidated bill. (July to October 2011). This PO replaces PO 20000145064,BL4 9XX,0,Admin,,,1199586
HMCTS,7-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1771080,$398.60 ,Royal Mail-- Consolidated bill. (July to October 2011). This PO replaces PO 20000145064,BL4 9XX,0,Admin,,,1199586
HMCTS,7-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1771080,"$184,278.88 ",Royal Mail-- Consolidated bill. (July to October 2011). This PO replaces PO 20000145064,BL4 9XX,0,Admin,,,1199586
HMCTS,7-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1771080,"$1,604.64 ",,BL4 9XX,0,Admin,,,1199586
HMCTS,7-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1771080,"($36,855.78)",,BL4 9XX,0,Admin,,,1199586
HMCTS,7-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1771080,"$36,855.78 ",,BL4 9XX,0,Admin,,,1199586
HMCTS,27-Oct-11,IZ999-RCJ Group,710800-Creditor <1 yr - Third Party Monies,OFFICIAL RECEIVER COMPANIES#IE41310661,505190,,,DX 44450,0,Programme,,,IE41310661
HMCTS,14-Oct-11,AG999-HQ - Estates,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$4,029.96 ",,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$2,375.00 ",,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$390.00 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$36,926.52 ",,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$475.00 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$7,385.30 ",,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$78.00 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,AG999-HQ - Estates,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$805.99 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$4,533.75 ",Rates - Various Courts,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$906.75 ,VAT,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$1,183.61 ",Business Rates Liabilities as per Buying Solutions Framework Agreement,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$51,330.00 ",Business Rates Liabilities as per Buying Solutions Framework Agreement,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$4,728.75 ",Business Rates Liabilities as per Buying Solutions Framework Agreement,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$236.72 ,VAT,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,EZ999-Wales Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$11,211.76 ",VAT,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$6,800.00 ",Rates revaluation,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$510.00 ,Rates revaluation,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$5,062.50 ",Rates revaluation,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$5,605.00 ",Rates revaluation,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$1,360.00 ",Rates revaluation,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$102.00 ,Rates revaluation,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$1,012.50 ",Rates revaluation,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$1,121.00 ",Rates revaluation,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,($0.21),,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$696.80 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$1,852.49 ",,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$4,845.21 ",,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$23,010.11 ",,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$139.36 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$969.00 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$4,602.02 ",,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$370.50 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$273.55 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$54.71 ,,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,"$1,511.25 ",GVA GRIMLEY LTD - Property Consultants,W1J 8JR,0,Programme,,,2061341
HMCTS,14-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,GVA GRIMLEY LTD T/A GVA,1778529,$302.25 ,GVA GRIMLEY LTD,W1J 8JR,0,Programme,,,2061341
HMCTS,12-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE SECURITY LTD,1776310,"$30,934.62 ",Security Services,MK6 2WX,0,Balance Sheet,,,34/445240
HMCTS,12-Oct-11,EZ999-Wales Region,222002-Other Property Costs,MITIE SECURITY LTD,1776310,"$154,673.11 ",HMCS Wales [multiple sites]:Acc. No. COUR09:Contracted Monthly Security Services: March 2011 - March 2012: MITIE Security:,MK6 2WX,0,Programme,,,34/445240
HMCTS,28-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1796388,"$149,247.00 ",CIS Labour - City of Westminster Court - Laing O'Rourke - Construction works,CIS-DA2 6SN,F078,Programme,,,S-L2422/37
HMCTS,28-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1796388,"$29,849.40 ",VAT on CIS Labour - City of Westminster Court - Laing O'Rourke - Construction works,CIS-DA2 6SN,F078,Programme,,,S-L2422/37
HMCTS,11-Oct-11,GZ999-North West Region,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1772750,"$148,454.93 ",NW Region - ECES Cleaning April 11 - Mar 12,M21 7GJ,0,Programme,,,35519
HMCTS,11-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,ELITE CLEANING & ENV SERVICES LTD,1772750,"$29,690.98 ","Maintenance, non-structural repair and cleaning of buildings",M21 7GJ,0,Balance Sheet,,,35519
HMCTS,7-Oct-11,AN999-HQ - Crime,265000-IT & Telecommunications,O2 TELEFONICA LTD,1770761,"$148,320.00 ",,SL1 4WE,0,Programme,,,174787
HMCTS,7-Oct-11,AN999-HQ - Crime,265000-IT & Telecommunications,O2 TELEFONICA LTD,1770761,"$29,664.00 ",,SL1 4WE,0,Programme,,,174787
HMCTS,14-Oct-11,AT899-HQ - ICT,265000-IT & Telecommunications,LOGICA UK LTD,1778663,"$147,831.50 ","CCN L-S-3043-01 This T&M CCN (L-S-3043-01) covers the provision of Portfolio and Delivery Management, Technical Assurance, Solution Analysis and associated services from 1st June 2011 to 31st December 2011",CF31 9AP,0,Programme,,,358071
HMCTS,14-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LOGICA UK LTD,1778663,"$29,566.30 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358071
HMCTS,26-Oct-11,DZ999-South West Region,610400-Debtors <1 year - Prepayments & Accrued Income,WINCHESTER CITY COUNCIL,1793793,"$171,761.00 ",,RATES,0,Programme,,,7797978/2011-12/A
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1781527,"$28,498.25 ","Maintenance, non-structural repair and cleaning of buildings",PO1 9DB,0,Balance Sheet,,,210578433
HMCTS,18-Oct-11,FZ999-Midlands Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1781527,"$142,491.26 ",Midlands Region - Mitie Technical - M&E Contract 11/12,PO1 9DB,0,Programme,,,210578433
HMCTS,7-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1771080,"$155,958.96 ",Royal Mail-- Consolidated bill. (July to October 2011). This PO replaces PO 20000145064,BL4 9XX,0,Admin,,,1218577
HMCTS,7-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1771080,"$5,313.44 ",Royal Mail-- Consolidated bill. (July to October 2011). This PO replaces PO 20000145064,BL4 9XX,0,Admin,,,1218577
HMCTS,7-Oct-11,AQ999-HQ - Finance & Governance,223001-Printing Postage and Office expenditure,ROYAL MAIL GROUP PLC,1771080,"$1,062.69 ",,BL4 9XX,0,Admin,,,1218577
HMCTS,25-Oct-11,AN999-HQ - Crime,265000-IT & Telecommunications,O2 TELEFONICA LTD,1791085,"$133,320.00 ",,SL1 4WE,0,Programme,,,175353
HMCTS,25-Oct-11,AN999-HQ - Crime,265000-IT & Telecommunications,O2 TELEFONICA LTD,1791085,"$26,664.00 ",,SL1 4WE,0,Programme,,,175353
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,NORLAND MANAGED SERVICES LTD,1781592,"$26,297.41 ","Maintenance, non-structural repair and cleaning of buildings",SE1 1RU,0,Balance Sheet,,,S00216050
HMCTS,18-Oct-11,BZ999-London Region,222001-Maintenance,NORLAND MANAGED SERVICES LTD,1781592,"$131,487.07 ","Monthly Planned Preventative Maintenance payment for services undertaken at Crown, Magistrates and County Courts",SE1 1RU,0,Programme,,,S00216050
HMCTS,21-Oct-11,BZ999-London Region,610400-Debtors <1 year - Prepayments & Accrued Income,LONDON BOROUGH OF CAMDEN,1787594,"$154,020.00 ",Rates Invoice,RATES,0,Programme,,,67441149/2011-12
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,EC HARRIS LLP,1770436,"$25,500.00 ",Estate Management Services,M60 3NT,0,Balance Sheet,,,75050583
HMCTS,7-Oct-11,CZ999-South East Region,222001-Maintenance,EC HARRIS LLP,1770436,"$127,500.00 ",Various SE Courts - EC Harris - Commission fees 2011/2012,M60 3NT,0,Programme,,,75050583
HMCTS,4-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1764867,"$127,141.00 ",CIS Labour - City of Westminster Court - Laing O'Rourke - Construction works,CIS-DA2 6SN,F078,Programme,,,S-L2422/36
HMCTS,4-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,LAING O'ROURKE CONSTRUCTION SOUTH LTD,1764867,"$25,428.20 ",VAT on CIS Labour - City of Westminster Court - Laing O'Rourke - Construction works,CIS-DA2 6SN,F078,Programme,,,S-L2422/36
HMCTS,14-Oct-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1778745,"$149,559.00 ",,RM1 2AR-NIPA,0,Programme,,,GA10120212
HMCTS,27-Oct-11,IZ999-RCJ Group,710800-Creditor <1 yr - Third Party Monies,OFFICIAL RECEIVER BANKRUPTCY#IE41310660,505189,,,DX 44450,0,Programme,,,IE41310660
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,EMCOR FACILITIES SERVICES LTD,1770448,"$24,049.57 ","Maintenance, non-structural repair and cleaning of buildings",CIS-SO53 3YE,0,Balance Sheet,,,00206274RI
HMCTS,7-Oct-11,FZ999-Midlands Region,222001-Maintenance,EMCOR FACILITIES SERVICES LTD,1770448,"$120,247.85 ",Midlands Region - Mechanical & Engineering Contract 11/12,CIS-SO53 3YE,0,Programme,,,00206274RI
HMCTS,4-Oct-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1764995,"$142,895.00 ",,RM1 2AR-NIPA,0,Programme,,,GA10120210
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,ELITE CLEANING & ENV SERVICES LTD,1770445,"$23,028.87 ","Maintenance, non-structural repair and cleaning of buildings",M21 7GJ,0,Balance Sheet,,,35520
HMCTS,7-Oct-11,HZ999-North East Region,222002-Other Property Costs,ELITE CLEANING & ENV SERVICES LTD,1770445,"$115,144.35 ",North East Consol Account - Monthly Contractual Cleaning Contract Continuation replacing PO 20000128503  - Elite - 11/12,M21 7GJ,0,Programme,,,35520
HMCTS,7-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,LOGICA UK LTD,1770658,"$112,561.00 ",CCN 171 DARTS Phase 2 - Early Stage Implementation,CF31 9AP,B319,Programme,,,358230
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LOGICA UK LTD,1770658,"$22,512.20 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358230
HMCTS,21-Oct-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1788208,"$127,845.00 ",,RM1 2AR-NIPA,0,Programme,,,GA10120213
HMCTS,18-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,REGENT OFFICE CARE LTD,1782004,"$21,181.53 ","Maintenance, non-structural repair and cleaning of buildings",CV6 4QH,0,Balance Sheet,,,29193
HMCTS,18-Oct-11,DZ999-South West Region,222002-Other Property Costs,REGENT OFFICE CARE LTD,1782004,"$105,907.62 ",South West Region- Cleaning - Regent Office Care 11/12,CV6 4QH,0,Programme,,,29193
HMCTS,7-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1770343,"$5,957.40 ",,L2 9SH,0,Programme,,,AJ20100252
HMCTS,7-Oct-11,CZ999-South East Region,610400-Debtors <1 year - Prepayments & Accrued Income,CBRE CB RICHARD ELLIS,1770343,"$120,576.30 ",,L2 9SH,0,Programme,,,AJ20100252
HMCTS,21-Oct-11,GZ999-North West Region,610400-Debtors <1 year - Prepayments & Accrued Income,LIVERPOOL CITY COUNCIL,1787588,"$125,570.00 ",Rates Invoice,RATES,0,Programme,,,9001330526/2011-12
HMCTS,12-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1776311,"$20,592.83 ","Maintenance, non-structural repair and cleaning of buildings",CIS-PO1 9DB,0,Balance Sheet,,,210571644
HMCTS,12-Oct-11,BZ999-London Region,222001-Maintenance,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1776311,"$102,964.17 ","Monthly Planned Preventative Maintenance payment for services undertaken at Crown, Magistrates and County Courts",CIS-PO1 9DB,0,Programme,,,210571644
HMCTS,28-Oct-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1796465,"$121,079.00 ",,RM1 2AR-NIPA,0,Programme,,,GA10120214
HMCTS,21-Oct-11,FZ999-Midlands Region,610400-Debtors <1 year - Prepayments & Accrued Income,BIRMINGHAM CITY COUNCIL,1787470,"$120,089.00 ",Rates Invoice,RATES,0,Programme,,,6004681434/2011-12/A
HMCTS,21-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,METALRAX STORAGE,1788182,"$95,000.00 ",London Fetter Lane - Metalrax - High Density Storage,B9 4TP,F079,Programme,,,113938
HMCTS,21-Oct-11,BZ999-London Region,532000-Tangible GBV - Additions,METALRAX STORAGE,1788182,"$19,000.00 ",VAT on London Fetter Lane - Metalrax - High Density Storage,B9 4TP,F079,Programme,,,113938
HMCTS,19-Oct-11,WW000-Balance Sheet,710100-Creditors < 1 year - Other Taxation & Social Security,HMRC,1150,"$112,522.93 ",,BD98 8AA-PAYE,0,Balance Sheet,,,WW00001072
HMCTS,14-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,PALECASTLE LTD,1778918,"$18,728.30 ",Provision under a PFI agreement of accommodation for office or other governmental use,WA14 2EX,0,Balance Sheet,,,PC117
HMCTS,14-Oct-11,HZ999-North East Region,262000-SCA Costs,PALECASTLE LTD,1778918,"$93,641.50 ",Shefield PFI - Palecastle - Unitary Charges for sheffield PFI - Monthly -11/12,WA14 2EX,0,Programme,,,PC117
HMCTS,4-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,M J MAPP LTD,1764899,"$26,521.84 ",Rent,W1W 5QZ,0,Programme,,,106980
HMCTS,4-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,M J MAPP LTD,1764899,"$66,250.00 ",Rent,W1W 5QZ,0,Programme,,,106980
HMCTS,4-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,M J MAPP LTD,1764899,"$5,304.37 ",Rent,W1W 5QZ,0,Programme,,,106980
HMCTS,4-Oct-11,HZ999-North East Region,610400-Debtors <1 year - Prepayments & Accrued Income,M J MAPP LTD,1764899,"$13,250.00 ",Rent,W1W 5QZ,0,Programme,,,106980
HMCTS,4-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,ATOS IT SERVICES UK LTD,1764385,"$18,262.50 ",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet,,,5584086720
HMCTS,4-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,ATOS IT SERVICES UK LTD,1764385,"$91,312.50 ","Decommissioning of ETS Dell Leased Equipment (Desktops&Laptops and Monitors), prior to the assets being returned to Dell and Storage of the decommissioned ETS Dell Leased assets, prior to the assets being returned to Dell (50 pallets at 12",WV10 6UH,0,Programme,,,5584086720
HMCTS,7-Oct-11,AP999-HQ - Strategy & Change,512000-Intangible GBV - Additions,LOGICA UK LTD,1770658,"$90,159.26 ",CCN L-R-1017-05-New Requirements Capture tool - STL charges (T&M),CF31 9AP,B324,Programme,,,358475
HMCTS,7-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LOGICA UK LTD,1770658,"$18,031.85 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358475
HMCTS,14-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,MARSTON GROUP,1778684,"$106,374.60 ",Debt Collection,EN9 1EL,0,Balance Sheet,,,20869
HMCTS,11-Oct-11,GZ999-North West Region,610300-Debtors < 1 Year - Deposits & Advances,NEOPOST LTD,1773070,"$106,030.00 ",,RM1 2AR-NIPA,0,Programme,,,GA10120211
HMCTS,26-Oct-11,AP999-HQ - Strategy & Change,265000-IT & Telecommunications,LOGICA UK LTD,1794006,"$87,630.76 ",L-S-2782-02 IFAS Time and Materials,CF31 9AP,0,Programme,,,358806
HMCTS,26-Oct-11,WW000-Balance Sheet,610200-Debtors < 1 Year - VAT,LOGICA UK LTD,1794006,"$17,526.15 ",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,,358806
