Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Discription,Contract Number,Project Code
,,13/12/2013,"SFVS - product & distribution cost, during November 2013",DG: PHD,GW Price Ltd,,,116822,"37,027",,,
,,13/12/2013,"SFVS - product & distribution cost, during November 2013",DG: PHD,GW Price Ltd,,,116820,"27,274",,,
,,13/12/2013,"SFVS - product & distribution cost, during November 2013",DG: PHD,GW Price Ltd,,,116819,"67,082",,,
,,13/12/2013,"SFVS - product & distribution cost, during November 2013",DG: PHD,GW Price Ltd,,,116818,"40,745",,,
,,13/12/2013,"SFVS - product & distribution cost, during November 2013",DG: PHD,GW Price Ltd,,,116826,"42,965",,,
,,13/12/2013,"SFVS - product & distribution cost, during November 2013",DG: PHD,GW Price Ltd,,,116812,"29,446",,,
,,16/12/2013,Rent of Land & Buildings (non-PFI operating lease),DG: SFNHS,ABPGP S1 LTD & ABPGP S2 LTD,LARGE,SN1 1DA,10000/201,"49,747","SO5400 - 4630 Kingsgate, Oxford Business Park  - ABPGP Ltd - rent",,
,,17/12/2013,Contractor/Staff Substitution,DG: SFNHS,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1354083755,"876,000",Legacy project PCT/SHA sender & receiver information validation,,
,,17/12/2013,Travel & subsistence non staff,DG: SFNHS,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1354083755,"22,192",Expenses  - Legacy project PCT/SHA sender & receiver information validation,,
,,17/12/2013,Service charge,DG: GOAD,TRUSTMARQUE SOLUTIONS LTD,LARGE,YO32 9WN,2202540,"120,051",Revenue - Choices. Microsoft Azure hosting contract from CDS framework,,
,,17/12/2013,Outsourcing Contract,DG: GOAD,CAPITA IB SOLUTIONS UK LTD,LARGE,DL1 9HN,93326160,"30,000",Provision of Integra data from 33 PCTs - management and extraction of required data and images for archival purposes,,
,,17/12/2013,Outsourcing Contract,DG: GOAD,CAPITA IB SOLUTIONS UK LTD,LARGE,DL1 9HN,93326161,"42,000",Provision of Integra data from 33 PCTs - management and extraction of required data and images for archival purposes,,
,,17/12/2013,Outsourcing Contract,DG: GOAD,CAPITA IB SOLUTIONS UK LTD,LARGE,DL1 9HN,93332032,"48,000",Provision of Integra data from 33 PCTs - management and extraction of required data and images for archival purposes,,
,,17/12/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,THE ROYAL COLLEGE OF NURSING OF THE UK,PUBLIC,W1G 0RN,ERS-510554-84041,"40,000",Policy Grant 2013/14 RCN Consortium Project on Positive Behaviour Support and Appropriate Use of Physical Intervention,,
,,18/12/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00306593RI,"32,895","Building Maintenance Costs from 01/04/13 - 31/03/2014 @£32,895.09 mthly",,
,,18/12/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00306593RI,"1,747","FM Costs from 01/04/13 - 31/03/2014 @£3,609.68 mthly",,
,,18/12/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307477RI,"7,177","Building Maintenance Costs from 01/04/13 - 31/03/2014 @£7,176.74 mthly",,
,,18/12/2013,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307477RI,"6,303","Cleaning Costs from 01/04/13 - 31/03/2014 @£6,303.30 mthly",,
,,18/12/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307477RI,"12,780","FM Costs from 01/04/13 - 31/03/2014 @£12,726.26 mthly",,
,,18/12/2013,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307477RI,"12,726","Security Costs from 01/04/13 - 31/03/2014 @£12,779.78 mthly",,
,,18/12/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307478RI,"55,675","Building Maintenance Costs from 01/04/13 - 31/03/2014 @55,674.56 mthly",,
,,18/12/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307478RI,"10,786","FM Costs from 01/04/13 - 31/03/2014 @£10,785.83 mthly",,
,,18/12/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307479RI,"45,538","Building Maintenance Costs from 01/04/13 - 31/03/2014 @£45,538.01 mthly",,
,,18/12/2013,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307479RI,"21,979","Cleaning Costs from 01/04/13 - 31/03/2014 @£21,978.84 mthly",,
,,18/12/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307479RI,"12,690","FM Costs from 01/04/13 - 31/03/2014 @£12,690.20 mthly",,
,,18/12/2013,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307479RI,"28,625","Security Costs from 01/04/13 - 31/03/2014 @£28,624.62 mthly",,
,,18/12/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307480RI,"47,940","Building Maintenance Costs from 01/04/13 - 31/03/2014 @£47,940.42 mthly",,
,,18/12/2013,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307480RI,"28,341","Cleaning Costs from 01/04/13 - 31/03/2014 @£28,341.45 mthly",,
,,18/12/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307480RI,"25,621","FM Costs from 01/04/13 - 31/03/2014 @£25,620.70 mthly",,
,,18/12/2013,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307480RI,"46,325","Security Costs from 01/04/13 - 31/03/2014 @£46,325.13 mthly",,
,,18/12/2013,Policy Payments,DG: SFNHS,NHS CONFEDERATION,PUBLIC,LS10 1JR,13327,"250,000",Transitional Funding Programme for NHS Clinical Commissioners(2013 / 2014),,
,,18/12/2013,Outsourcing Contract,DG: PHD,SAPIENT LTD,LARGE,E1 6DU,29227,"72,059",13-14 EESSI-OHT System software design and related services Sapient costs,,
,,18/12/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,341476PART PAYT,"2,606,648",Revenue: Spine F/Y 2013/14 Committed,,
,,18/12/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,341477,"139,755",Revenue: Spine F/Y 2013/14 Committed,,
,,18/12/2013,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584147642,"57,088",Telephony - PPR 00115 VOIP - Quality of Service,,
,,27/12/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002645,"83,934",,,
,,27/12/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002646,"38,092",,,
,,27/12/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002626,"47,088",,,
,,27/12/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002641,"51,259",,,
,,18/12/2013,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584147764,"28,982",PPR0120 Windows 8 Mobile Pilot,,
,,18/12/2013,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90144995,"41,360",OC/2013/09- Business Support,,
,,18/12/2013,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90145009,"25,631",OC/2013/07 - Other overheads and profit,,
,,18/12/2013,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90146258,"27,644",CS/2013/01 - Marketing & Comms,,
,,18/12/2013,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90147221,"109,404",CS/2013/02- Horizon Scanning,,
,,18/12/2013,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90147565,"200,256",OC/2013/01 - Non Transferring staff,,
,,18/12/2013,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90147762,"41,360",OC/2013/09- Business Support,,
,,18/12/2013,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90149285,"27,451",CS/2013/01 - Marketing & Comms,,
,,18/12/2013,Service charge,DG: GOAD,MASTEK UK LTD,LARGE,RG1 8BW,90331508,"154,787",Revenue: Mastek - For the costs of the user stories and the releases delivered for the period up to 31/3/2014 (approx 50% of ther total contract value),,
,,18/12/2013,Service charge,DG: GOAD,MASTEK UK LTD,LARGE,RG1 8BW,90331554,"176,027",Revenue: Mastek - For the costs of the user stories and the releases delivered for the period up to 31/3/2014 (approx 50% of ther total contract value),,
,,27/12/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002648,"49,807",,,
,,27/12/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,"Minor, Weir & Willis Ltd",,,SFVS002628,"37,096",,,
,,18/12/2013,Contractor/Staff Substitution,DG: GOAD,ASSISTA CONSULTING UK LTD,SME,L2 3PF,FASTER PAYT,"4,590",,,
,,19/12/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307672RI,"27,169",Wellington House - To replace existing worn and damaged cold water tanks. Ref: 43518,,
,,19/12/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00307674RI,"456,000",Wellington House - 1st Floor Refurbishment Works - Monitor (Strip Out / Fit Out).,,
,,19/12/2013,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,LARGE,SL1 2EJ,0900000137-313,"2,671,662",Airwaves - Core Service Charges,,
,,19/12/2013,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,126301,"53,442",MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - extension period April 2013 to March 2015,,
,,19/12/2013,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,126304,"29,861",MRM - Nursery Milk Reimbursement Unit -  contract extension 01/02/13 to 31/01/14,13815,
,,19/12/2013,Publicity & advertising,DG: ERD,IPSOS MORI UK LTD,LARGE,HA1 1PT,13002465,"26,500",Quantitative research survey with public - December 2012 - summer 2013 report  ,,
,,19/12/2013,Professional fees,DG: GOAD,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1354117316,"4,859",DH Internal Audit review work,,
,,19/12/2013,Professional fees,DG: GOAD,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1354117316,"19,841",DH Internal Audit review work,,
,,19/12/2013,Research & development,DG: RDD,RAND EUROPE CIC,SME,CB4 1YG,14042/10073-44,"66,045",PROJECTS,,
,,27/12/2013,"SFVS - product & distribution cost, during September 2013",DG: PHD,Pioneer,,,inv16707,"38,105",,,
,,19/12/2013,Rent of Land & Buildings (non-PFI operating lease),DG: SFNHS,PERDISWELL MILLENIUM PARK LTD,SME,WR5 3HS,263,"26,750","SO2000 - The Coach House, John Comyn Drive, Perdiswell Park, Droitwich Road, Worcester  WR3 7SN - Perdiswell Millenium Park Ltd - rent",,
,,27/12/2013,"SFVS - product & distribution cost, during September & October 2013",DG: PHD,Fresh Direct,,,28559559,"35,551",,,
,,27/12/2013,"SFVS - product & distribution cost, during September & October 2013",DG: PHD,Fresh Direct,,,28559557,"28,904",,,
,,27/12/2013,"SFVS - product & distribution cost, during September & October 2013",DG: PHD,Fresh Direct,,,28559556,"52,780",,,
,,27/12/2013,"SFVS - product & distribution cost, during September & October 2013",DG: PHD,Fresh Direct,,,28559555,"116,595",,,
,,19/12/2013,IT minor costs non capital,DG: PHD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,NW1 3HG,5584147524,"27,492",Setting up environment for new abortion statistics IT system.  ,,
,,19/12/2013,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584147943,"1,489,867",November 2013 IMS3 Open Service charges,,
,,19/12/2013,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584147943,0,,,
,,19/12/2013,Conferences & seminars,DG: RDD,COTTIMORE DESIGN LTD,SME,,639,"51,142",Production and AV services for G8 health ministers dementia summit,,
,,19/12/2013,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90144995 SEPT 13,"34,467",OC/2013/09- Business Support,,
,,19/12/2013,Outsourcing Contract,DG: PHD,SERCO LTD,LARGE,RG27 9UY,90931050,"274,095",Serco Ltd - For services provided on the Healthy Start Issuing Unit - extension period April 2013 to March 2014,,
,,19/12/2013,Research & development,DG: RDD,KLEIJNEN SYSTEMATIC REVIEWS LTD,SME,YO19 6FD,A00592,"159,956",Reviews Infrastructure (Existing),,
,,19/12/2013,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR HEALTH LTD,PUBLIC,,ERS-510713-84241,"266,000",2013/002 - Skills for Health Ltd - project: Workforce development project- policy grant - Fiona Peach,,
,,19/12/2013,Outsourcing Contract,DG: SCLGCP,ECORYS UK LTD,SME,B1 2RA,INV11408,"91,500",Fund Management of the Health & Social Care Volunteering Fund,,
,,20/12/2013,Outsourcing Contract,DG: SFNHS,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,93312310,"262,826",Management & Delivery of Payment by Results Data Assurance Framework,,
,,20/12/2013,Outsourcing Contract,DG: SFNHS,CAPITA BUSINESS SERVICES LTD,LARGE,SW1H 0XA,93340953,"262,826",Management & Delivery of Payment by Results Data Assurance Framework,,
,,20/12/2013,Publicity & advertising,DG: PHD,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH13090009,"41,134","Williams Lea - Printing of all essential information materials (Healthy Start) including inserts, application form etc. Also include annual amends to scheme guidance. 2012/13",,
,,20/12/2013,Service charge,DG: GOAD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010365,"630,532","Revenue:- Shortfall Payments in respect of Newcasle, Sheffield, Rotherham, Walsall and Royal Berkshire NHS Trusts for period 1-4 - 2013 to 30-9-2013",,
,,20/12/2013,Outsourcing Contract,DG: SCLGCP,THE SOCIAL INVESTMENT BUSINESS,SME,WC1H 8AG,TSIB241,"92,782",Futurebuilders England - Contract Extension Year 2 - 1/6/13 - 31/5/14 - Management Fee Costs,,
,,20/12/2013,"SFVS - product & distribution cost, during November 2013",DG: PHD,Total Produce (Bodmin),,,B13110129878,"48,538",,,
,,20/12/2013,"SFVS - product & distribution cost, during November 2013",DG: PHD,Total Produce (Bodmin),,,B13110129908,"35,885",,,
,,20/12/2013,"SFVS - product & distribution cost, during November & December 2013",DG: PHD,Total Produce (Gateshead),,,DUR1213,"40,752",,,
,,20/12/2013,"SFVS - product & distribution cost, during November & December 2013",DG: PHD,Total Produce (Gateshead),,,NOR1213                                                                                                     ,"25,501",,,
,,23/12/2013,Outsourcing Contract,DG: SCLGCP,BDO LLP,LARGE,W1U 7EU,1235492,"5,049",Care Provider ITT £126k ,13870,
,,23/12/2013,Outsourcing Contract,DG: SCLGCP,BDO LLP,LARGE,W1U 7EU,1235492,"17,730",Care Provider ITT £126k ,,
,,23/12/2013,Research & development,DG: RDD,LG FUTURES LTD,SME,MK9 1LH,3001565,"104,994",PROJECTS,,
,,23/12/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327853324,"22,331",sodium chloride for injection_10ml_injection20,,
,,23/12/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327853324,"5,187",propofol_10mg/ml 50ml_injection50ml,,
,,23/12/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327853324,"3,992",potassium chloride_15%_injection10-20,,
,,23/12/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327853324,"4,277",lidocaine_2% 5ml_injection10,,
,,23/12/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327853324,"4,091",lidocaine_1% 10ml_injection10,,
,,23/12/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327853324,"40,068",gelatin_3-4% 500mL_iv infusion1,,
,,23/12/2013,Raw materials & consumables,DG: SFNHS,B BRAUN MEDICAL LTD,LARGE,S35 2PW,327853324,"12,449",Water for injection_10ml_injection20,,
,,23/12/2013,Building repairs & maintenance,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584148141,"38,591",IT/Telephony Activities in Skinpton House and Richmond House - Ref: PPR-0149,,
,,23/12/2013,Rent of Land & Buildings (non-PFI operating lease),DG: SFNHS,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,A391006,"138,750","SO8200 - Greycoat Street, London. Savills Commercial - rent",,
,,23/12/2013,Addition Clearing - SW LIC,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,CHAPS23/12/13,"88,698",Capital: Choose & Book Core Contract to cover spend for services to be paid between April 2012 and March 2013,,
,,23/12/2013,Service charge,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,CHAPS23/12/13,"1,544,031",Choose & Book: revenue 2013/14,,
,,23/12/2013,Research & development,DG: RDD,UNIVERSITY OF WEST LONDON,PUBLIC,SL1 1YG,ERS-510905-84328,"44,603",PROJECTS,,
,,23/12/2013,Research & development,DG: RDD,COVENTRY UNIVERSITY,PUBLIC,CV1 5FB,ERS-510990-84438,"49,090",Invention for Innovation,,
,,23/12/2013,Research & development,DG: RDD,INTENSIVE CARE NATIONAL AUDIT & RESEARCH CENTRE,VCS,WC1V 6AZ,ERS-511033-84448,"57,519",HS & DR,,
,,23/12/2013,Research & development,DG: RDD,INTENSIVE CARE NATIONAL AUDIT & RESEARCH CENTRE,VCS,WC1V 6AZ,ERS-511033-84448,"17,680",HTA Commissioned Research,,
,,23/12/2013,Research & development,DG: RDD,INTENSIVE CARE NATIONAL AUDIT & RESEARCH CENTRE,VCS,WC1V 6AZ,ERS-511033-84448,"150,929",HTA Researcher Lead,,
,,23/12/2013,Research & development,DG: RDD,LIVERPOOL JOHN MOORES UNIVERSITY,PUBLIC,L3 5UX,ERS-511051-84456,"103,114",NIHR Public Health Research ( NETSCC ),,
,,01/12/2013,Outsourcing Contract,DG: ERD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,CURTHP1/20099551,"26,667",CHSEO,,
,,01/12/2013,Outsourcing Contract,DG: ERD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,CURTHP1/20099551,0,,,
,,01/12/2013,Professional fees,DG: ERD,GOVERNMENT ACTUARYS DEPARTMENT (GAD),PUBLIC,EC4A 1AB,SINV/00020137, -   ,GAD Payments CPA 472305 Inv:18654 Actuarial services for period ending 28th Feb 2013,,
,,01/12/2013,Professional fees,DG: ERD,GOVERNMENT ACTUARYS DEPARTMENT (GAD),PUBLIC,EC4A 1AB,SINV/00020137,"122,876",GAD Payments for October 2013,,
,,02/12/2013,CASH FUNDING Rev Inside RAB,DG: Central Technical ,HUMAN FERTILISATION AND EMBRYOLOGY AUTHORITY (HFEA),PUBLIC,EC1Y 8HF,HAFS-16222,"150,000",,,
,,03/12/2013,Policy Payments,DG: SFNHS,DEPARTMENT FOR COMMUNITIES AND LOCAL GOVERNMENT (DCLG),PUBLIC,SW1E 5DU,DECDCLG,"5,292,017",DCLG payments in respect of LA social care PFI,,
,,05/12/2013,Outsourcing Contract,DG: SCLGCP,THAMES VALLEY POLICE,PUBLIC,OX5 2YS,28031,"120,000",Street triage project funding - tranche 1 2013-14,,
,,05/12/2013,Contractor/Staff Substitution,DG: PHD,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 4NS,2551587,"50,043",Genomics England ,,
,,05/12/2013,Outsourcing Contract,DG: SCLGCP,DERBYSHIRE POLICE AUTHORITY,PUBLIC,DE5 3RS,32923,"120,000",Street triage project funding - tranche 1 2013-14,,
,,05/12/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-509549-83143,"113,129",HTA Commissioned Research,,
,,05/12/2013,Outsourcing Contract,DG: SCLGCP,LEICESTERSHIRE POLICE AUTHORITY,PUBLIC,LE1 3GG,FM054878,"32,400",Street triage project funding - tranche 1 2013-14 ( Leicestershire),,
,,05/12/2013,Outsourcing Contract,DG: SCLGCP,WEST YORKSHIRE POLICE,PUBLIC,WF1 3QZ,YFSI4012768,"120,000",Street triage project funding - tranche 1 2013-14 (West Yorkshire),,
,,06/12/2013,Outsourcing Contract,DG: SCLGCP,SUSSEX POLICE AUTHORITY,PUBLIC,BN7 2DZ,1800031684,"114,745",Street triage project funding - tranche 1 2013-14 (Sussex),,
,,06/12/2013,Outsourcing Contract,DG: SCLGCP,NORTH YORKSHIRE POLICE,PUBLIC,DL7 9HA,20011476,"65,636",Street triage project funding - tranche 1 2013-14 ( North Yorkshire),,
,,06/12/2013,Professional fees,DG: GOAD,CABINET OFFICE,PUBLIC,CF14 3UW,250008201,"163,280",MyCSP Pension Admin Charges 2013/14.,,
,,06/12/2013,Rates,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5026368,"112,791","Quarry House Leeds - Accomm. Costs April 2013 - January 2014 Business Rates@£127,256.40 mthly.",,
,,06/12/2013,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5026368,"533,145","Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Facilty Price Rent & Prime Variable Charge Recovery @£540,857.90 mthly.",,
,,06/12/2013,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5026368,"2,775","Quarry House Leeds - Accomm. Costs April 2013 - March 2014 Utilities Charge@£44,615.20 mthly.",,
,,06/12/2013,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,FX/13098/00006,"64,008,750",,,
,,06/12/2013,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,FX/13098/00007,"78,517,400",,,
,,06/12/2013,Provisions cash payment,DG: PHD,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,FX/13098/00009,"11,948,300",,,
,,30/12/2013,Other Admin expenditure,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,PUBLIC,NE98 1ZZ,FOR NHS CENTRAL LANCASHIRE,"443,458",,,
,,30/12/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,44139095,"3,510,526",NETS-CC Management,,
,,30/12/2013,Training (Learning and Development),DG: SCLGCP,NATIONAL MUSEUMS LIVERPOOL,LARGE,L3 8EN,17903,"97,200","National museums Liverpool PP1, PP2",,
,,09/12/2013,Outsourcing Contract,DG: SCLGCP,STOCKPORT METROPOLITAN BOROUGH COUNCIL,PUBLIC,SK1 3XE,90394883,"150,000",Stockport Metroploitan Council - ADASS IMG work programme 13/14,,
,,11/12/2013,Outsourcing Contract,DG: PHD,OFFICE FOR NATIONAL STATISTICS ONS,PUBLIC,NP10 8XG,1027356,"123,919",ONS European Health Interview Survey 2013-14 costs,,
,,11/12/2013,Outsourcing Contract,DG: SFNHS,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,CF14 3UW,2918455,"613,463",Administration of the NHS Injury Costs Recovery Scheme,,
,,11/12/2013,Outsourcing Contract,DG: SFNHS,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,CF14 3UW,2918458,"613,463",Administration of the NHS Injury Costs Recovery Scheme,,
,,11/12/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-509846-83529,"30,695",NIHR Fellowships,,
,,11/12/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-509854-83532,"115,910",PROJECTS,,
,,16/12/2013,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90188501,"34,320",NHS CfH - Research Capability Programme ( E-health ),,
,,16/12/2013,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90188501,"9,180",NHS CfH - Research Capability Programme ( E-health ),,
,,16/12/2013,Research & development,DG: RDD,ACADEMY OF MEDICAL SCIENCES,PUBLIC,W1B 1QH,ERS-510136-83877,"31,643",Integrated Academic Training,,
,,16/12/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-510145-83878,"75,176",Professorship Awards,,
,,16/12/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-510145-83878,"18,033",NIHR Fellowships,,
,,16/12/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-510145-83878,"48,845",Clinician Scientist Awards,,
,,16/12/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-510145-83878,"15,511",NIHR Fellowships,,
,,16/12/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-510145-83878,"11,934",Targeted Capacity Building,,
,,16/12/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-510145-83878,"20,905",NIHR Fellowships,,
,,16/12/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-510145-83878,"29,013",Clinician Scientist Awards,,
,,16/12/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-510145-83878,"12,585",NIHR Fellowships,,
,,16/12/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-510145-83878,"102,442",Health Economics Unit,,
,,16/12/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-510149-83880,"112,500",School for Public Health,,
,,16/12/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-510149-83880,"3,938",Targeted Capacity Building,,
,,16/12/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-510149-83880,"28,285",NIHR Fellowships,,
,,16/12/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-510149-83880,"34,285",NIHR Fellowships,,
