Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,10-Dec-10,Insurance Of Personal Effects,DG CHANGE & DELIVERY,MARSH UK LTD,1004977,"40,000.00",
FCO,FCO,02-Dec-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MARSHALL AID COMMERATION COMMISSION,1004393,"650,000.00",
FCO,FCO,02-Dec-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MARSHALL AID COMMERATION COMMISSION,1004393,"113,750.00",
FCO,FCO,02-Dec-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MARSHALL AID COMMERATION COMMISSION,1004393,"-650,000.00",
FCO,FCO,02-Dec-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MARSHALL AID COMMERATION COMMISSION,1004393,"-113,750.00",
FCO,FCO,02-Dec-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MARSHALL AID COMMERATION COMMISSION,1004393,"650,000.00",
FCO,FCO,07-Dec-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,NATIONAL DEMOCRATIC INSTITUTE,2000000930,"45,071.15",
FCO,FCO,09-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,NATIONAL HOTEL COMPLEX,1002921,"89,965.87",
FCO,FCO,14-Dec-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,NATO,1002209,"163,852.31",
FCO,FCO,20-Dec-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,NIA EMPLOYEE EXPENSES,600000353,"25,754.94",
FCO,FCO,06-Dec-10,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1004532,"22,509.00",
FCO,FCO,06-Dec-10,Fuel Oil Non-Residential,DG CHANGE & DELIVERY,PACE FUELCARE LIMITED,1004532,"3,939.08",
FCO,FCO,07-Dec-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,PEACE AND DEVELOPMENT NETWORK TRUST,212937,"35,789.88",
FCO,FCO,17-Dec-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,PEPCO ENERGY SERVICES INC,1002956,"467,102.79",
FCO,FCO,06-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,PLAZA TOWER LLC,40000000342,"171,625.52",
FCO,FCO,17-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,PLAZA TOWER LLC,40000000485,"176,145.18",
FCO,FCO,14-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,PROMOTORA INMOBILIARIA CBS,2000343,"30,211.09",
FCO,FCO,01-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1004331,84,
FCO,FCO,01-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1004331,276,
FCO,FCO,01-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1004331,14,
FCO,FCO,01-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1004331,"23,420.00",
FCO,FCO,01-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1004331,540,
FCO,FCO,01-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1004331,"1,080.00",
FCO,FCO,01-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,RADA ENTERPRISES LIMITED,1004331,"4,447.45",
FCO,FCO,15-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1005531,84,
FCO,FCO,15-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1005531,276,
FCO,FCO,15-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1005531,14,
FCO,FCO,15-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1005531,"23,420.00",
FCO,FCO,15-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1005531,540,
FCO,FCO,15-Dec-10,Training Course: Fees,DG CHANGE & DELIVERY,RADA ENTERPRISES LIMITED,1005531,"1,080.00",
FCO,FCO,15-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,RADA ENTERPRISES LIMITED,1005531,"4,447.45",
FCO,FCO,23-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,RAVITZ INVESTMENTS LTD,200000954,0.42,
FCO,FCO,23-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,RAVITZ INVESTMENTS LTD,200000954,"4,676.20",
FCO,FCO,23-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,RAVITZ INVESTMENTS LTD,200000954,"14,614.43",
FCO,FCO,23-Dec-10,Rent and Condominium Charges Non-Residential,DG CHANGE & DELIVERY,RAVITZ INVESTMENTS LTD,200000954,"89,148.02",
FCO,FCO,07-Dec-10,Additional Volunteer Contribution,NON CASH & UNALLOCATED COSTS,SCOTTISH WIDOWS PLC,1004687,"27,886.72",
FCO,FCO,21-Dec-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,SPM EMPLOYEE EXPENSES,2019081,"33,709.76",
FCO,FCO,06-Dec-10,Information Systems Maintenance,DG CENTRAL GROUP,SYMANTEC LIRIC LTD,1004535,"186,555.00",
FCO,FCO,06-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,SYMANTEC LIRIC LTD,1004535,"32,647.13",
FCO,FCO,07-Dec-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,THE CARBON TRUST,1004698,"50,913.41",
FCO,FCO,17-Dec-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,TRIPLE LINE CONSULTING LIMITED,2005226,"26,136.99",
FCO,FCO,17-Dec-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,UNIVERSITY OF OXFORD,1005787,"52,430.73",
FCO,FCO,30-Dec-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,VALUATION OFFICE AGENCY,3000589,"27,000.00",
FCO,FCO,30-Dec-10,Property and Construction Consultancy,DG CHANGE & DELIVERY,VALUATION OFFICE AGENCY,3000589,"4,725.00",
FCO,FCO,22-Dec-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,WRG CREATIVE COMMINICATIONS LIMITED,1006137,"5,973.00",
FCO,FCO,22-Dec-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,WRG CREATIVE COMMINICATIONS LIMITED,1006137,"2,715.00",
FCO,FCO,22-Dec-10,Inward Visits/Uk Conferences,DG CHANGE & DELIVERY,WRG CREATIVE COMMINICATIONS LIMITED,1006137,"60,465.00",
FCO,FCO,22-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WRG CREATIVE COMMINICATIONS LIMITED,1006137,"12,101.79",
FCO,FCO,22-Dec-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,WRG CREATIVE COMMINICATIONS LIMITED,1006137,-0.01,
