Departmental Family,Entity,Date,Expense Type Lookup,Expense Area Lookup,Supplier ,Transaction Number,Amount
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CURRENT GRANTS,Children Young People and Families Group,PROLOG,4000021179,18.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,7687.17
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CURRENT GRANTS,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,318.67
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,PRINTING STATIONERY IT & CONSUMABLES,"Strategic Analysis, Research and Policy Impact Group",PROLOG,4000021179,76.88
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,COMMUNICATIONS & PUBLICITY,"Strategic Analysis, Research and Policy Impact Group",PROLOG,4000021179,16906.25
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,PRINTING STATIONERY IT & CONSUMABLES,Corporate Services Strategy and Performance,PROLOG,4000021179,16075.47
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,"Strategic Analysis, Research and Policy Impact Group",PROLOG,4000021179,14.83
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,"Strategic Analysis, Research and Policy Impact Group",PROLOG,4000021179,16702.14
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,PRINTING STATIONERY IT & CONSUMABLES,"Strategic Analysis, Research and Policy Impact Group",PROLOG,4000021179,63
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,MISCELLANEOUS EXPENDITURE,Chief Information Officer Group,PROLOG,4000021179,2338.93
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,COMMUNICATIONS & PUBLICITY,Finance Group Strategic Functions,PROLOG,4000021179,2553.35
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,PRINTING STATIONERY IT & CONSUMABLES,Education Strategy and Improvement Group,PROLOG,4000021179,102.5
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,POSTAGE,Academies Policy and Schools Organisation Group,PROLOG,4000021179,11.79
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,PRINTING STATIONERY IT & CONSUMABLES,School Resources Group,PROLOG,4000021179,141.74
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,PRINTING STATIONERY IT & CONSUMABLES,School Resources Group,PROLOG,4000021179,2.94
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CONTRACT PROGRAMME EXPENDITURE,Academies Delivery Group,PROLOG,4000021179,12.46
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CURRENT GRANTS,Academies Policy and Schools Organisation Group,PROLOG,4000021179,710.02
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CURRENT GRANTS,Academies Policy and Schools Organisation Group,PROLOG,4000021179,70.91
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,COMMUNICATIONS & PUBLICITY,Academies Policy and Schools Organisation Group,PROLOG,4000021179,81.2
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CURRENT GRANTS,Academies Policy and Schools Organisation Group,PROLOG,4000021179,22.86
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CURRENT GRANTS,Academies Policy and Schools Organisation Group,PROLOG,4000021179,95.61
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,PRINTING STATIONERY IT & CONSUMABLES,Children Young People and Families Safeguarding Group,PROLOG,4000021179,178
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Safeguarding Group,PROLOG,4000021179,1082.36
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Safeguarding Group,PROLOG,4000021179,2749.31
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CURRENT GRANTS,Children Young People and Families Supporting Delivery Group,PROLOG,4000021179,10.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Supporting Delivery Group,PROLOG,4000021179,181.21
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,PROLOG,4000021179,4570.81
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,PROLOG,4000021179,210.68
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,PROLOG,4000021179,396.56
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Supporting Delivery Group,PROLOG,4000021179,10381.13
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Supporting Delivery Group,PROLOG,4000021179,81.69
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,286.3
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,19.26
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,3472.82
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,518.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,648.15
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,7553.75
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,8.45
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,COMMUNICATIONS & PUBLICITY,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,22404.53
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,321.61
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,GENERAL OFFICE EXPENSES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,80.07
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,PRINTING STATIONERY IT & CONSUMABLES,Children Young People and Families Early Years Extended Schools and Special Needs,PROLOG,4000021179,2932.33
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CURRENT GRANTS,Academies Delivery Group,RICHARD ROSE MORTON ACADEMY,4000021182,88955.62
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,LAND AND BUILDINGS,Chief Information Officer Group EFM,SOLAR TECHNOLOGIES INSATALLATIONS LTD,4000021187,84310.19
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CONTRACT PROGRAMME EXPENDITURE,Children Young People and Families Supporting Delivery Group,THE LEARNING TRUST,4000021191,37878.61
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,21/04/2010,CONTRACT PROGRAMME EXPENDITURE,Academies Delivery Group,WITHERS LLP,4000021196,32426.86
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BARNSLEY MBC,4000021220,958984
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BATH & NORTH EAST SOMERSET COUNCIL,4000021221,511934
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BEDFORD BOROUGH COUNCIL,4000021222,617251
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BIRMINGHAM CITY COUNCIL,4000021223,6351215
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BLACKBURN WITH DARWEN BOROUGH COUNCIL,4000021224,922387
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BLACKPOOL BOROUGH COUNCIL,4000021225,626784
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BOLTON MBC,4000021226,1191787
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BOURNEMOUTH BOROUGH COUNCIL,4000021227,390045
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BRACKNELL FOREST BOROUGH COUNCIL,4000021228,266685
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BRIGHTON & HOVE CITY COUNCIL,4000021229,703952
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BRISTOL CITY COUNCIL,4000021230,1397788
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BUCKINGHAMSHIRE COUNTY COUNCIL,4000021231,1628842
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,BURY MBC,4000021232,605628
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,CALDERDALE MBC,4000021233,939816
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,CAMBRIDGESHIRE COUNTY COUNCIL,4000021234,1555618
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,CENTRAL BEDFORDSHIRE COUNCIL,4000021235,696437
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,CHESHIRE EAST COUNCIL,4000021236,1098479
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,CHESHIRE WEST & CHESTER COUNCIL,4000021237,1054573
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,CITY OF BRADFORD METROPOLITAN DISTRICT COUNCIL,4000021238,2815773
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,CITY OF WESTMINSTER,4000021240,707360
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,CORNWALL COUNCIL,4000021241,1795629
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,COVENTRY CITY COUNCIL,4000021243,1460152
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,CUMBRIA COUNTY COUNCIL,4000021244,1766423
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,DARLINGTON BOROUGH COUNCIL,4000021245,386232
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,DERBY CITY COUNCIL,4000021246,1141728
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,DERBYSHIRE COUNTY COUNCIL,4000021247,2818453
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,DEVON COUNTY COUNCIL,4000021248,2048420
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,DONCASTER MBC,4000021249,1287640
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,DORSET COUNTY COUNCIL,4000021250,1084440
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,DUDLEY MBC,4000021251,1210260
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,DURHAM COUNTY COUNCIL,4000021252,2398171
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,EAST RIDING OF YORKSHIRE,4000021253,1025161
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,EAST SUSSEX COUNTY COUNCIL,4000021254,1545909
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,ESSEX COUNTY COUNCIL,4000021255,4189159
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,GATESHEAD MBC,4000021256,903985
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,GLOUCESTERSHIRE COUNTY COUNCIL,4000021257,2113158
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,HALTON BOROUGH COUNCIL,4000021258,596806
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,HAMPSHIRE COUNTY COUNCIL,4000021259,3438964
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,HARTLEPOOL BOROUGH COUNCIL,4000021260,516529
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,HEREFORDSHIRE COUNCIL,4000021261,637880
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,HERTFORDSHIRE,4000021262,3638632
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,ISLE OF WIGHT COUNCIL,4000021263,387411
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,KENT COUNTY COUNCIL,4000021264,4772274
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,KINGSTON UPON HULL COUNCIL,4000021265,1170199
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,KIRKLEES COUNCIL,4000021266,2049949
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,KNOWSLEY MBC,4000021267,741277
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LANCASHIRE COUNTY COUNCIL,4000021268,4250346
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LEEDS CITY COUNCIL,4000021269,3151744
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LEICESTER CITY COUNCIL,4000021270,1589590
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LEICESTERSHIRE COUNTY COUNCIL,4000021271,1873438
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LINCOLNSHIRE COUNTY COUNCIL,4000021272,2632946
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LIVERPOOL CITY COUNCIL,4000021273,2502190
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARKING & DAGENHAM COUNCIL,4000021274,921945
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BARNET COUNCIL,4000021275,1200326
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BEXLEY COUNCIL,4000021276,912039
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BRENT,4000021277,1518960
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF BROMLEY COUNCIL,4000021278,1058375
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CAMDEN,4000021279,882832
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF CROYDON COUNCIL,4000021280,1362361
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF EALING COUNCIL,4000021281,1471844
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ENFIELD COUNCIL,4000021282,1398285
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF GREENWICH,4000021283,1519182
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAMMERSMITH & FULHAM COUNCIL,4000021284,648987
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARINGEY,4000021285,1360016
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HARROW COUNCIL,4000021286,718162
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HAVERING COUNCIL,4000021287,817568
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HILLINGDON  COUNCIL,4000021288,1024724
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF HOUNSLOW COUNCIL,4000021289,1108486
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF ISLINGTON COUNCIL,4000021290,869476
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LAMBETH COUNCIL,4000021291,1495276
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF LEWISHAM,4000021292,1215955
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF MERTON COUNCIL,4000021293,487321
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF NEWHAM,4000021294,2217934
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF REDBRIDGE,4000021295,1042744
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF RICHMOND UPON THAMES,4000021296,392289
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SOUTHWARK COUNCIL,4000021297,1251607
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF SUTTON,4000021298,594095
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF TOWER HAMLETS COUNCIL,4000021299,1937198
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WALTHAM FOREST COUNCIL,4000021300,1322915
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LONDON BOROUGH OF WANDSWORTH COUNCIL,4000021301,1066172
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,LUTON BOROUGH COUNCIL,4000021302,1093335
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,MANCHESTER CITY COUNCIL,4000021303,2572823
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,MEDWAY COUNCIL,4000021304,921045
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,METROPOLITAN BOROUGH OF WIRRAL,4000021305,1432977
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,MIDDLESBROUGH COUNCIL,4000021306,744747
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,MILTON KEYNES COUNCIL,4000021307,941347
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NEWCASTLE CITY COUNCIL,4000021308,1124839
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NORFOLK COUNTY COUNCIL,4000021309,2772626
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NORTH EAST LINCOLNSHIRE COUNCIL,4000021310,658492
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NORTH LINCOLNSHIRE COUNCIL,4000021311,639733
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NORTH SOMERSET COUNCIL,4000021312,657311
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NORTH TYNESIDE,4000021313,856308
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NORTH YORKSHIRE COUNTY COUNCIL,4000021314,973966
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NORTHAMPTONSHIRE COUNTY COUNCIL,4000021315,3138161
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NORTHUMBERLAND COUNTY COUNCIL,4000021316,633653
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NOTTINGHAM CITY COUNCIL,4000021317,1338808
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,NOTTINGHAMSHIRE COUNTY COUNCIL,4000021318,2901601
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,OLDHAM MBC,4000021319,1298545
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,OXFORDSHIRE COUNTY COUNCIL,4000021320,1672398
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,PETERBOROUGH CITY COUNCIL,4000021321,899095
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,PLYMOUTH CITY COUNCIL,4000021322,943158
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,POOLE BOROUGH COUNCIL,4000021323,350141
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,PORTSMOUTH CITY COUNCIL,4000021324,672003
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,READING BOROUGH COUNCIL,4000021325,414461
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,REDCAR & CLEVELAND BOROUGH COUNCIL,4000021326,780910
DEPARTMENT FOR EDUCATION,DEPARTMENT FOR EDUCATION,22/04/2010,CURRENT GRANTS,School Resources Group,ROCHDALE MBC,4000021327,1170975
