Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,
DEFRA,DEFRA,15/06/2015,Capital LA Grant E,Policy Delivery DG,Uttlesford District Council,0000052781,35592.83,Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,CB11 4ER,,Grant,00000000,Expense,,
DEFRA,DEFRA,15/06/2015,Payments to Agencies UK,Policy Delivery DG,Valuation Office Agency,18000007782014,43800.00,"Resourcing for the ""Flood Re"" Project data for England and Wales - 2014-15",W1D 5BU,,EXMPT,00000000,Expense,,
DEFRA,DEFRA,19/06/2015,Cellphone - Call Charges,Chief Operating Officer DG,Vodafone Ltd,76194382,80125.73,Mobile phone charges - May 2015,RG14 5FF,,,00000000,Expense,,
DEFRA,DEFRA,19/06/2015,Current grants to charitable bodies,Policy Delivery DG,Waste & Resources Action Programme,JUNE1120615,1019830.00,Grant - Waste and Resource Action Programme (WRAP) - June 2015,OX16 0AH,,,00000000,Expense,,
DEFRA,DEFRA,15/06/2015,Capital LA Grant E,Policy Delivery DG,West Oxfordshire District Council,33078625,35862.00,Repair and Renew grant for flood-affected properties - 2014-15 Quarter 4,OX28 1NB,,Grant,00000000,Expense,,
DEFRA,DEFRA,09/06/2015,Current Grants E,Policy Delivery DG,West Sussex County Council,030615,48304.00,Grant - Chichester Harbour Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,PO19 1RG,,,CHICHEST,Expense,,
DEFRA,DEFRA,03/06/2015,Current Grants E,Policy Delivery DG,Worcestershire County Council,290515,57572.00,Grant - Malvern Hills Area of Outstanding Natural Beauty (AONB) - 2014-15 Quarter 4,WR5 2XF,,,MALVERN1,Expense,,
DEFRA,DEFRA,26/06/2015,Current Grants E,"Strategy, International and Biosecurity DG",World Wide Fund for Nature (WWF),190615,34596.39,Darwin Initiative Grant - Project Community-based conservation and livelihoods development within Kenya's Boni-Dodori forest ecosystem - 2014-15 Quarter 4,00200,SME,,DARWDFID,Expense,,
DEFRA,DEFRA,19/06/2015,Advisory Services,Policy Delivery DG,WRc plc,WRC025264,37480.00,"Evidence project ""Comparison of private water supply and public water supply ultraviolet (UV) systems"" Progress Report Number One - May 2015",SN5 8YF,SME,,00000000,Expense,,
DEFRA,VMD,28/05/2015,INVESTIGATION SERVICES,AMR CONTROL & SURVEILLANCE,APHA,70016,33746.71,Investigation of suspected offences,YO1 7PX,GOVN,,,ADMINISTRATION,,
DEFRA,VMD,28/05/2015,INVESTIGATION SERVICES,AMR CONTROL & SURVEILLANCE,APHA,70015,27786.63,Investigation of suspected offences,YO1 7PX,GOVN,,,ADMINISTRATION,,
DEFRA,VMD,18/06/2015,STATUTORY RESIDUES SURVEILLANCE - LABORATORY TESTING,RESIDUES SURVEILLANCE UNIT,FERA SCIENCE LTD,70238,192272.00,Laboratory testing of food animal products under the Statutory Residues Surveillance Programme,DL1 9HN,GOVN,,,ADMINISTRATION,,
DEFRA,VMD,23/06/2015,IT EQUIPMENT MAINTENANCE,FINANCE,SAPPHIRE SYSTEMS PLC,70267,40903.75,IT equipment maintenance,EC3R 6AF,LGEN,,,ADMINISTRATION,,
DEFRA,Cefas,04/06/2015,Environmental Consultancy Services,Aquatic Health & Hygiene,SAMS Research Services Ltd,20076383,36185.60,"Partnership arrangement with Scottish Association for Marine Science to provide analysis for potentially toxic phytoplankton for the Scottish biotoxin monitoring programme for shellfish, on behalf of Food Standards Scotland",PA37 1SZ,STAN,,C5666,Environmental Consultancy Services,GB 828 9579 61,
DEFRA,Cefas,17/06/2015,Data Collection Services,Monitoring and Programme Management,Giscon Middle East  W.L.L,20074502,48426.02,Technical consultancy services for Middle East Commercial customer,,STANSME,,C6332,Data Collection Services,,
DEFRA,AHDB,26/06/2015,Invoice,,Vivactis Public Relations,15fV087,39843.75,Export market development - St George Beef and Lamb in France - French Trade Public Relations support,92200,,,,,Foreign,
DEFRA,AHDB,24/06/2015,Invoice,,Is Media Ltd,4886,59907.11,Stand build and design for use at farmer events - 2015,BS1 4HJ,,,,,736582312,
DEFRA,AHDB,24/06/2015,Invoice,,SAC Commercial Ltd,20814905,107585.00,Beef and Lamb: Research grant for Genetic Testing project,EH9 3JG,,,,,435882617,
DEFRA ,CCW,15/06/2015,Rent,London & South East,CAPITA PROPERTY (DEFRA),1002548288,28500.00,"Rent for Fleetbank House, London - 2015-16 Quarter 1",EC2V 7NQ,LARGE,N/A,N/A,Programme,GB888800181,
DEFRA ,CCW,08/06/2015,Rent,Corporate Services,G V A GRIMLEY,8717518601,40836.44,"Rent, Service Charge and Rent for Car parking spaces for premises - Part of first Floor, Victoria Square House Birmingham - 24 June -07 August 2015",B1 2JJ,LARGE,N/A,N/A,Programme,179918444,
Defra,JNCC,25/06/2015,OFFICE RENT,Governance & Corporate Services,SAVILLS (UK) LTD                                            ,11444,45756.90,Rent and service charge for Monkstone House - 24 June-23 September 2015,M2 4AW,Large,,130,Administration,,
DEFRA,MMO,30/06/2015,Other Current Payments E,,E-Catch BV,201530091,78300.00,"Upgrade of ""E-Catch"" electronic log books - 211 vessels",NE4 7YH,SME,,00000000,Expense,,
DEFRA,MMO,09/06/2015,Contracted out services non IT,,Shared Services Connected Ltd,100001125,40779.13,Fixed monthly charge for shared services work - June 2015,HP2 7AH,,,00000000,Expense,,
DEFRA,MMO,01/06/2015,Other Current Payments E,,New England Seafood International Ltd,FEF1327220515,145729.68,European Fisheries Fund grant payment,KT9 1TW,SME,,00000000,Expense,,
DEFRA,MMO,05/06/2015,Other Current Payments E,,East Riding Of Yorkshire Council,FEF1326,27979.44,European Fisheries Fund grant payment,HU17 9BA,,,00000000,Expense,,
DEFRA,MMO,05/06/2015,Other Current Payments E,,East Riding Of Yorkshire Council,FEF1326010615,322285.56,European Fisheries Fund grant payment,HU17 9BA,,,00000000,Expense,,
DEFRA,MMO,23/06/2015,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,107885,30426.64,Monthly charge for rail travel costs - May 2015,BD1 3AZ,SME,,00000000,Asset,,
DEFRA,MMO,19/06/2015,Software Services/Non-Standard Software,,IBM United Kingdom Ltd,5805150430,53051.48,Enhancement work on the Marine Management Organisation Geographic Information System - May 2015,GU1 2LD,SME,10040,00000000,Expense,,
DEFRA,NE,04/06/2015,Telephony costs,Finance and Governance,Vodafone Ltd,76173078b,76887.01,Mobile phone charges - usage March-May 2015 and service charge June-August 2015,RG14 5FF,,,,,,
DEFRA,NE,05/06/2015,RBS purchases,Finance and Governance,Royal Bank Of Scotland,4225161-02-JUN-15B,615452.63,Monthly payment for Government Procurement Card expenditure - May 2015,EC2M 4BA,,,,,,
DEFRA,NE,08/06/2015,"IT services, equipment & consumables",Finance and Governance,Atos IT Services UK Ltd,5584186067,512943.60,Service delivery and change management of the Genesis IT System - April 2015,WV10 6UH,,,,,,
DEFRA,NE,08/06/2015,"IT services, equipment & consumables",Finance and Governance,Atos IT Services UK Ltd,5584186126,123192.00,Implementation of new reporting systems in the Genesis IT system - June 2014-March 2015,WV10 6UH,,,,,,
DEFRA,NE,08/06/2015,"IT services, equipment & consumables",Finance and Governance,Atos IT Services UK Ltd,5584186065,407834.40,Changes to Genesis IT system to implement new claim form for Environmental Stewardship - February 2015,WV10 6UH,,,,,,
DEFRA,NE,08/06/2015,"IT services, equipment & consumables",Finance and Governance,Atos IT Services UK Ltd,5584186066,126997.20,Charge for hosting of the Genesis IT System - April 2015,WV10 6UH,,,,,,
DEFRA,NE,08/06/2015,"IT services, equipment & consumables",Finance and Governance,Atos IT Services UK Ltd,5584186112,69000.00,Licence upgrade for Cordys Business Operating Platform from being annual to continuous renewal to support wildlife licencing - March 2015,WV10 6UH,,ECM 18088,,,,
DEFRA,NE,08/06/2015,"IT services, equipment & consumables",Finance and Governance,Atos IT Services UK Ltd,5584186069,113738.40,Scheduled monthly charge for delivery and management of Genesis CWM (Casework Management) IT system supporting wildlife licencing - April 2015,WV10 6UH,,,,,,
DEFRA,NE,08/06/2015,Telephony costs,Finance and Governance,British Telecommunications plc.,VP09188470Q02501VK,29686.53,Telephony and broadband support - February-May 2015,NE82 6AA,,,,,,
DEFRA,NE,16/06/2015,"IT services, equipment & consumables",Finance and Governance,Atos IT Services UK Ltd,5584187046,50184.00,Analysis to assess further development of Genesis CWM (Casework Management) supporting wildlife licencing - 24 March-14 April 2015,WV10 6UH,,,,,,
DEFRA,NE,16/06/2015,Legal costs,Finance and Governance,Bevan Brittan LLP,1439408,30723.60,Legal advice on the re-use of Genesis IT system for CAPD (Common Agricultural Policy Delivery) work - 22 April-22 May 2015,BS2 0HQ,,,,,,
DEFRA,NE,18/06/2015,Grants & contributions,Strategy and Reform,Lancaster City Council,ERS-987377-52355,105502.76,"Nature Improvement Area Fund, Morecambe Bay - 2014-15",LA1 1PJ,,,,,,
DEFRA,NE,18/06/2015,Grants & contributions,Strategy and Reform,North York Moors National Park,ERS-987376-52357,87270.03,Grant for Cleveland Way and Yorkshire Wolds Way - 2014-15,YO62 5BP,SME,,,,,
DEFRA,NE,18/06/2015,Grants & contributions,Strategy and Reform,Northumberland Nat Park Authority,ERS-987373-52359,56902.84,"Grant for Hadrian's Wall Path, Northumberland National Park - 2014-15",NE46 1BS,SME,ECM 6815,,,,
DEFRA,NE,18/06/2015,Grants & contributions,Strategy and Reform,R S P B,ERS-987357-52358,143107.02,"Nature Improvement Area Fund, Dearne Valley Green Hart - 2014-15",S73 0YF,,,,,,
DEFRA,NE,18/06/2015,Grants & contributions,Strategy and Reform,South Downs National Park Authority,ERS-987366-52361,133415.21,"Nature Improvement Area Fund, South Downs Way Ahead - 2014-15",PO20 3RD,,,,,,
DEFRA,NE,24/06/2015,Legal costs,Finance and Governance,39 Essex St Barristers Chambers,1490,38190.00,Legal advice in support of ongoing litigation - 11 August 2014-07 April 2015,WC2R 3AT,SME,,,,,
DEFRA,NE,24/06/2015,"IT services, equipment & consumables",Finance and Governance,Atos IT Services UK Ltd,5584188312,512950.80,Charge for service delivery and change management of the Genesis IT System - May 2015,WV10 6UH,,,,,,
DEFRA,NE,24/06/2015,"IT services, equipment & consumables",Finance and Governance,Atos IT Services UK Ltd,5584188311,163648.80,Charge for hosting of the Genesis IT System - May 2015,WV10 6UH,,,,,,
DEFRA,NE,24/06/2015,Grants & contributions,Strategy and Reform,Cumbria County Council,265090,31049.42,"Memorandum of Agreement - England Coast Path, Cumbria - 2014-15",CA3 8NA,,ecm_6495,,,,
DEFRA,NE,24/06/2015,Grants & contributions,Strategy and Reform,South Downs National Park Authority,ERS-987389-52500,40108.18,Grant for South Downs Way - 2014-15,GU29 9SB,,ECM6564,,,,
DEFRA,NE,30/06/2015,Service charges,Finance and Governance,Shared Services Connected Ltd,100001118,223674.77,Shared Services provision fixed monthly charge - June 2015,HP2 7AH,,,,,,
DEFRA,NE,30/06/2015,Service charges,Finance and Governance,Shared Services Connected Ltd,100001075,223674.77,Shared Services provision fixed monthly charge - May 2015,HP2 7AH,,,,,,
DEFRA,NE,30/06/2015,Grants & contributions,Strategy and Reform,The Voluntary Initiative Community Interest Co,72,41765.00,Delivery of The Voluntary Initiative Catchment Sensitive Farming National Partnership on Pesticides - 2014-15,PE28 0BB,SME,,,,,
DEFRA,APHA,22/06/2015,Lab & Technical Eqpt Maintenance,,Agilent Technologies UK Ltd,1770006945,33412.19,Service Contract - March 2015-February 2016,SK8 3GR,,,00000000,Expense,,
DEFRA,APHA,12/06/2015,GPC Card,Central Finance Group,Barclaycard Business Issuing,471532064905828631052015,62197.21,Monthly payment for Government Procurement Card expenditure - May 2015,TS17 6YG,SME,,00000000,Asset,,
DEFRA,APHA,02/06/2015,Interim Staff,,Capita Business Services Ltd,LO10043973,26938.70,Temporary staff costs - period ending 09 May 2015,SL6 1DP,,,00000000,Expense,,
DEFRA,APHA,26/06/2015,Interim Staff,,Capita Business Services Ltd,LO10048682,41755.82,Temporary staff costs - period ending 06 June 2015,SL6 1DP,,,00000000,Expense,,
DEFRA,APHA,22/06/2015,Lab & Technical Equipment,,Celtic Diagnostics Ltd,2737,25900.00,Specialist Laboratory Kits,,SME,,00000000,Expense,,
DEFRA,APHA,26/06/2015,Lab & Technical Equipment,,Celtic Diagnostics Ltd,2715,25900.00,Specialist Laboratory Kits - April 2015 delivery,,SME,,00000000,Expense,,
DEFRA,APHA,02/06/2015,Hard charges,Chief Operating Officer DG,DEFRA,1000051692,592486.31,Defra recharge for Civil Service job applications within Animal and Plant Health Agency - 2014-15,YO1 7PX,,,HARDNGHR,Expense,,
DEFRA,APHA,02/06/2015,Salary - Permanent Staff,,DEFRA,1000051890,29705.16,Defra recharges for loaned and seconded staff salaries - October 2014-March 2015,YO1 7PX,,,00000000,Expense,,
DEFRA,APHA,29/06/2015,LVI Claims,Chief Operating Officer DG,George Veterinary Group~137680257,LVI167254,37486.73,Payment to a veterinary practice for services provided in an official capacity,SN16 9AA,SME,,00000000,Expense,,
DEFRA,APHA,04/06/2015,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805151606,69914.21,Information Technology Project Work for the Avian Influenza Outbreak - 21 November-26 December 2014,GU1 2LD,SME,,AVINOR01,Expense,,
DEFRA,APHA,04/06/2015,Hardware Services/Other Consumables,,IBM United Kingdom Ltd,5805151598,27782.66,Information Technology Project Works - charges for three Small Infrastructure or Application Change Projects for the Plant Health Seed Inspectorate - May 2015,GU1 2LD,SME,,00000000,Expense,,
DEFRA,APHA,26/06/2015,Work package/WPO Implementation,Chief Operating Officer DG,IBM United Kingdom Ltd,5805150394,340353.25,To modernise the current arrangements for training and certificating Official Veterinarians (OVs) and for commissioning work undertaken by them - May 2015,GU1 2LD,SME,10040,P10066OT,Expense,,
DEFRA,APHA,12/06/2015,VDP Services,Chief Operating Officer DG,Iechyd Da (Gwledig) Ltd,6,58878.91,Testing services for the Veterinary Delivery Partnership Project,SY23 2WB,SME,,00000000,Expense,,
DEFRA,APHA,30/06/2015,Other Current Payments E,Chief Operating Officer DG,John Pointon & Sons Ltd,117143,48009.00,Avian Influenza outbreak - transportation and disposal,ST13 7BT,SME,,AVISOE01,Expense,,
DEFRA,APHA,29/06/2015,LVI Claims,Chief Operating Officer DG,KERNOW VET GROUP LTD~175331120,LVI167320,28554.15,Payment to a veterinary practice for services provided in an official capacity,PL31 1AQ,SME,,00000000,Expense,,
DEFRA,APHA,18/06/2015,Sub Contracted Services,,L G C Limited,50405454,94520.00,Fallen stock samples - May 2015,TW11 0LY,SME,,TSTS5902,Expense,,
DEFRA,APHA,12/06/2015,VDP Services,Chief Operating Officer DG,Menter A Busnes,6801,26364.00,Testing services for the Veterinary Delivery Partnership Project,SY23 3AH,SME,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Business & Technical/Consultancy Assignments,,Merrick UK Ltd,000083,43927.20,"Specialist safety containment analysis of air handling systems, effluent, treatment, process engineering systems, testing and other essential works so as to provide the assurance of a safe and secure site in respect to containing high risk pathogens - March 2015",,,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Business & Technical/Consultancy Assignments,,Merrick UK Ltd,000087,68989.20,"Specialist safety containment analysis of air handling systems, effluent, treatment, process engineering systems, testing and other essential works so as to provide the assurance of a safe and secure site in respect to containing high risk pathogens - May 2015",,,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Business & Technical/Consultancy Assignments,,Merrick UK Ltd,000085,44460.00,"Specialist safety containment analysis of air handling systems, effluent, treatment, process engineering systems, testing and other essential works so as to provide the assurance of a safe and secure site in respect to containing high risk pathogens - February 2015",,,,00000000,Expense,,
DEFRA,APHA,22/06/2015,Business & Technical/Consultancy Assignments,,Merrick UK Ltd,000088,66195.00,"Audit of specialist safety containment analysis of air handling systems, effluent, treatment, process engineering systems, testing and other essential works so as to provide the assurance of a safe and secure site in respect to containing high risk pathogens",,,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Business & Technical/Consultancy Assignments,,Merrick UK Ltd,000082,133380.00,"Electrical study of specialist safety containment analysis of air handling systems, effluent, treatment, process engineering systems, testing and other essential works so as to provide the assurance of a safe and secure site in respect to containing high risk pathogens - February 2015.",,,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Business & Technical/Consultancy Assignments,,Merrick UK Ltd,000084,77612.40,"Refit of specialist safety containment analysis of air handling systems, effluent, treatment, process engineering systems, testing and other essential works so as to provide the assurance of a safe and secure site in respect to containing high risk pathogens - March 2015",,,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Business & Technical/Consultancy Assignments,,Merrick UK Ltd,000086,43927.20,"Electrical study of specialist safety containment analysis of air handling systems, effluent, treatment, process engineering systems, testing and other essential works so as to provide the assurance of a safe and secure site in respect to containing high risk pathogens - May 2015",,,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Market Research,,N I A B,NI9703,46200.08,Contract Work - Routine service and delivery (pathology) - Lots 6-8 - May 2015 ,CB3 0LE,SME,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Market Research,,N I A B,NI9701,68748.81,Contract Work - Routine service and delivery - Lots 1-4 - May 2015,CB3 0LE,SME,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Market Research,,N I A B,NI9702,48835.37,Contract Work - Routine service and delivery (pathology) - Lot 5 - May 2015,CB3 0LE,SME,,00000000,Expense,,
DEFRA,APHA,30/06/2015,Lab & Technical Equipment,,PAA Laboratories,UKSAL41500218,37110.00,Purchase of Specialist Laboratory Chemicals,HP7 9NA,SME,,00000000,Expense,,
DEFRA,APHA,08/06/2015,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,108184,133238.24,Rail travel charges - May 2015,BD1 3AZ,SME,,00000000,Asset,,
DEFRA,APHA,18/06/2015,IT & Other consumables,,S F W Ltd,13438,34965.29,Application and Managed service support - April-June 2015,GU22 7UY,SME,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Clearing - CIP - IBM Capital Projects,Chief Operating Officer DG,Sogeti UK Ltd,XSUK1505218,47050.00,Testing of IT systems as part of the County Parish Holding (CPH) England Project - 2015-16,EC2M 7AD,SME,,P10199OT,Asset,,
DEFRA,APHA,18/06/2015,Interim Staff,Chief Operating Officer DG,Sogeti UK Ltd,XSUK1504299,26640.00,Services supplied for testing IT as part of the Automated Management Systems Project - April 2015,EC2M 7AD,SME,,00000000,Expense,,
DEFRA,APHA,16/06/2015,Clearing - CIP - IBM Capital Projects,Chief Operating Officer DG,Sogeti UK Ltd,XSUK1504300,36675.00,Services supplied for testing IT as part of the County Parish Holding (CPH) England Project - 2015-16,EC2M 7AD,SME,,P10199OT,Asset,,
DEFRA,APHA,29/06/2015,LVI Claims,Chief Operating Officer DG,SOUTH MOOR LTD T/A SOUTHMOOR VETS~141491191,LVI167264,29878.08,Payment to a veterinary practice for services provided in an official capacity,TQ7 1JL,SME,,00000000,Expense,,
DEFRA,APHA,18/06/2015,Carriage of goods,,Topspeed Couriers Limited,61126,48348.00,Courier collections from various laboratory locations - May 2015,WA16 8XN,SME,,00000000,Expense,,
DEFRA,APHA,29/06/2015,LVI Claims,Chief Operating Officer DG,TORCH FARM AND EQUINE LTD~136138523,LVI167251,39652.56,Payment to a veterinary practice for services provided in an official capacity,EX31 3FG,SME,,00000000,Expense,,
DEFRA,APHA,08/06/2015,Project specific expenditure,Chief Operating Officer DG,Williams Lea Ltd,DEFRAC15040001,40275.40,New style Pet Passports,EC1M 4NA,,,00000000,Expense,,
DEFRA,APHA,29/06/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE DEVON AND CORNWALL LTD~179923008,LVI167327,70875.06,Payment to a veterinary practice for services provided in an official capacity,ST15 8NA,SME,,00000000,Expense,,
DEFRA,APHA,29/06/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE MIDLANDS LTD~114213469,LVI167207,127010.36,Payment to a veterinary practice for services provided in an official capacity,ST15 8NA,SME,,00000000,Expense,,
DEFRA,APHA,29/06/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE NORTH LTD. ~175942866,LVI167321,108494.41,Payment to a veterinary practice for services provided in an official capacity,ST15 8NA,,,00000000,Expense,,
DEFRA,APHA,29/06/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE WESSEX LIMITED~172798072,LVI167317,116425.84,Payment to a veterinary practice for services provided in an official capacity,ST15 8NA,SME,,00000000,Expense,,
DEFRA,Seafish,11/06/2015,Contract,Project,Cefas,8004692,78309.60,Creation of 217 Risk Assessment for Sourcing Seafood (RASS) fishery profiles ,NR33 0HT,,,,,888 8018 01,
DEFRA,Seafish,11/06/2015,Contract,Project,E2 PARTNERSHIP LTD,0290,37077.00,Exhibition support,G73 98Q,,,,,929 8003 08,
DEFRA,Seafish,08/06/2015,Contract,Project,WEST YORKSHIRE PENSION FUND,MAY 2015 PAYROLL,33450.23,Pensions - May 2015,BD1 1UP,,,,,180 8082 62,
DEFRA,Seafish,11/06/2015,Contract,Project,North East Lincolnshire Council,S0524321,29600.83,Rent and service charge for Origin Way premises - 2014-15 Quarter 1,DN35 8LN,,,,,657 8467 78,
DEFRA,EA,02/06/2015,ICT Commodities,Deputy Director of Waste and Illegals | CI SD Management MRA,ABM UK Ltd,1358730,78484.80,Intellicase Annual Software Support ,NG11 6JS,,,EBWLCRIWI |  | ,Project,,
DEFRA,EA,18/06/2015,Construction,NW South-FCRM Ops,AE Yates Ltd,1362173,107216.52,"Package of three culvert repair projects in North West Region (Clough Brook, Folly Clough Brook and Swinnel Brook) ",BL6 4SB,,30393944,RENW002196 |  | ,Project,,
DEFRA,EA,16/06/2015,Construction,NE Capital WiP,AE Yates Ltd,1362179,68743.54,Centre Vale Park drainage improvements,BL6 4SB,,30393944,IMNE790494,Project,,
DEFRA,EA,18/06/2015,Construction,NW Capital WiP,AE Yates Ltd,1363227,32330.07,Hesketh Outmarsh embankment repairs,BL6 4SB,,30393944,IMNW000117,Project,,
DEFRA,EA,09/06/2015,Energy and Fuels,HO Fleet Operations,Allstar Business Solutions Ltd,1360599,199240.99,Fuel charges - May 2015,SN5 6PQ,,30341204,,Administration,,
DEFRA,EA,04/06/2015,Construction,AN Nthn - FCRM Ops (W&N),Amalgamated Construction Ltd,1359957,57744.00,Adjustable stop logs - Welland and Nene Area,S75 1HT,,30397729,REAN002104,Project,,
DEFRA,EA,18/06/2015,Construction,MI Capital WiP,Amalgamated Construction Ltd,1360249,289928.79,Stapenhill Culvert works,S75 1HT,,30397780,IMMI001569,Project,,
DEFRA,EA,09/06/2015,Construction,NW Capital WiP,Amalgamated Construction Ltd,1360872,38382.60,"Debris screen works at Clough Street, Darwen and Mill Lane",S75 1HT,,,IMNW000947,Project,,
DEFRA,EA,09/06/2015,Professional Services Other,NW South-FCRM Ops,Amalgamated Construction Ltd,1360877,44293.46,Mechanical and Electrical Maintenance of Fixed Plant and Systems,S75 1HT,,30394027,RENW002258 | ,Project,,
DEFRA,EA,11/06/2015,Professional Services Other,NE Capital WiP,Amalgamated Construction Ltd,1361558,34980.00,Foss Barrier Renovation works,S75 1HT,,30408052,IMNE790496,Project,,
DEFRA,EA,18/06/2015,Professional Services Other,NE Yorkshire - FCRM Ops N&EY,Amalgamated Construction Ltd,1363048,28329.23,Mechanical maintenance (Planned works in Yorkshire Area),S75 1HT,,30408050,RENE790106,Project,,
DEFRA,EA,09/06/2015,Waste Management,AN Central-AEM - Monitoring,Ancillary Components Ltd,1360202,68621.23,"Whittlesey Waste Fire Remediation - removal of 3,000 tonnes of waste",NN10 9LU,,,,Administration,,
DEFRA,EA,23/06/2015,Facilities,National Accomodation Change Fund,Architon Llp,1361565,41608.80,Architectural Services Thames Barrier depot building,KT18 7RL,,,HORES00182,Project,,
DEFRA,EA,02/06/2015,Fleet,HO Fleet Operations,Ashtead Plant Hire Co Ltd,1359712,577089.74,Operated and Non Operated Plant hire - April 2015,WA3 6YE,,30380628,,Administration,,
DEFRA,EA,11/06/2015,Fleet,HO Fleet Operations,Ashtead Plant Hire Co Ltd,1361301,457151.61,Operated and Non Operated Plant hire - May 2015,WA3 6YE,,30380628,,Administration,,
DEFRA,EA,18/06/2015,Construction,SE Capital WiP,Atkins Ltd,1363201,58569.07,Thames Barrier Drive Equipment ,KT18 5BW,,30072266,IMTH001493,Project,,
DEFRA,EA,11/06/2015,Construction,AN Capital WiP,Balfour Beatty Civils Ltd,1358622,334958.48,Ipswich flood defence scheme - Cable Diversion Infrastructure Works,DN18 5BW,,30142670,IMAN001218,Project,,
DEFRA,EA,09/06/2015,Construction,AN Capital WiP,Balfour Beatty Civils Ltd,1361929,50281.56,Belmesthorpe Fish and Eel Pass,DN18 5BW,,30402972,IMAN002512,Project,,
DEFRA,EA,16/06/2015,Construction,NW Capital WiP,Balfour Beatty Civils Ltd,1362040,91219.45,River Mersey Warrington Flood Risk Scheme,DN18 5BW,,30142670,IMNW000699,Project,,
DEFRA,EA,25/06/2015,Construction,AN Capital WiP,Balfour Beatty Civils Ltd,1364208,137213.02,"""Lincshore"" beach renourishment",DN18 5BW,,30142670,IMAN001844,Project,,
DEFRA,EA,24/06/2015,Construction,NE Capital WiP,Balfour Beatty Civils Ltd,1364503,1155375.32,Morpeth Flood Alleviation Scheme Main Works Phase,DN18 5BW,,30142670,IMNE000794,Project,,
DEFRA,EA,02/06/2015,Construction,NW North-FCRM Ops,Balvac Ltd,1358369,91781.72,Royles Brook desilt,NE12 8BU,,30395997,RENW002205,Project,,
DEFRA,EA,04/06/2015,Construction,NE Capital WiP,Balvac Ltd,1360188,47574.00,Partial removal of Beeley Woods Lower Weir and Ward End Weir,NE12 8BU,,30395997,IMNE790512,Project,,
DEFRA,EA,16/06/2015,Construction,NW Capital WiP,Balvac Ltd,1362663,161839.20,Dock Bridge Tidal Desilt,NE12 8BU,,30395997,IMNW001005,Project,,
DEFRA,EA,18/06/2015,Construction,NW Capital WiP,Balvac Ltd,1363175,31036.20,"Dee Lock Improvements, Chester",NE12 8BU,,30395997,IMNW001010,Project,,
DEFRA,EA,16/06/2015,Construction,MI Capital WiP,Birch Brothers Kidderminster Ltd,1362438,39600.00,Hallcroft Fish Pass works - May 2015,DY13 9QB,,30397781,IMMI001417,Project,,
DEFRA,EA,16/06/2015,Construction,MI Capital WiP,Birch Brothers Kidderminster Ltd,1362439,30627.60,Horsbere Brook works - May 2015,DY13 9QB,,30397781,IMMI000934,Project,,
DEFRA,EA,09/06/2015,Facilities,FM Operating Unit - Central and South West,Bishops Securities Ltd,1360983,28476.00,Rent for office and workshop at Mance House Hoo Farm - 24 June-28 September 2015,NG1 1HN,,,,Administration,,
DEFRA,EA,02/06/2015,Construction,SE Capital WiP,BMM JV Ltd,1354030,109179.79,Warnham Mill Pond reservoir works,GU15 3XW,,30395760,IMSE100121,Project,,
DEFRA,EA,02/06/2015,Construction,NE Capital WiP,BMM JV Ltd,1358455,293043.50,Port Clarence and Greatham South flood alleviation scheme,GU15 3XW,,30395760,IMNE000909,Project,,
DEFRA,EA,02/06/2015,Construction,AN Capital WiP,BMM JV Ltd,1359386,3337865.23,Great Yarmouth Tidal Defences,EC2M 3UR,,30395760,IMAN002228,Project,,
DEFRA,EA,04/06/2015,Construction,SW Capital WiP,BMM JV Ltd,1359813,376132.33,Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (Devon and Cornwall),GU15 3XW,,30395760,IMSW002144,Project,,
DEFRA,EA,04/06/2015,Construction,SW Devon & Cornwall - FCRM,BMM JV Ltd,1359934,165242.34,"Asset recovery programme - emergency requirement to bring all of the damaged assets (as a result of the storms and floods) back up to standard (Wessex, Devon Cornwall)",GU15 3XW,,30395760,RESW001323,Project,,
