Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Transactions Number, Amount (�) ,VAT Registration Number
FCO,FCO,14-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"9,954.70",
FCO,FCO,14-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"44,359.81",
FCO,FCO,14-Apr-10,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1161841,"36,621.03",
FCO,FCO,14-Apr-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1161841,"71,926.46",
FCO,FCO,14-Apr-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1161841,0.01,
FCO,FCO,14-Apr-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1161841,-0.01,
FCO,FCO,14-Apr-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1161841,0.01,
FCO,FCO,27-Apr-10,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"96,007.31",
FCO,FCO,27-Apr-10,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"1,983.88",
FCO,FCO,27-Apr-10,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"40,655.79",
FCO,FCO,27-Apr-10,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"6,680.58",
FCO,FCO,27-Apr-10,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"127,999.11",
FCO,FCO,27-Apr-10,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"1,508.01",
FCO,FCO,27-Apr-10,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"5,726.23",
FCO,FCO,27-Apr-10,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"32,886.30",
FCO,FCO,27-Apr-10,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"4,379.52",
FCO,FCO,27-Apr-10,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"2,246.14",
FCO,FCO,27-Apr-10,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"9,954.70",
FCO,FCO,27-Apr-10,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"44,359.81",
FCO,FCO,27-Apr-10,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,1162640,"36,621.03",
FCO,FCO,27-Apr-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1162640,"71,926.46",
FCO,FCO,27-Apr-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,1162640,0.01,
FCO,FCO,14-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1161847,"41,196.37",
FCO,FCO,14-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1161847,21.32,
FCO,FCO,14-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1161847,"7,209.36",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"37,807.73",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"6,616.35",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"-37,807.73",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"-6,616.35",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"37,807.73",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"6,616.35",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"-37,807.73",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"-6,616.35",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"37,807.73",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"6,616.35",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"-37,807.73",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"-6,616.35",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"37,807.73",
FCO,FCO,20-Apr-10,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY,1162202,"6,616.35",
FCO,FCO,10-May-10,"Substantive overseas posting, staff travel",DG CHANGE & DELIVERY,SIMBA TRAVELCARE,200000635,"25,894.11",
FCO,FCO,05-May-10,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MARSHALL AID COMMERATION COMMISSION,1163213,"300,000.00",
FCO,FCO,22-Apr-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LTD,1162423,"20,551.03",
FCO,FCO,22-Apr-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LTD,1162423,"4,815.78",
FCO,FCO,22-Apr-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LTD,1162423,"-4,815.78",
FCO,FCO,22-Apr-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LTD,1162423,"3,994.00",
FCO,FCO,22-Apr-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LTD,1162423,821.78,
FCO,FCO,05-May-10,Wdhs/Wsds,DG CHANGE & DELIVERY,BUYING SOLUTIONS,4006754,"95,949.47",
FCO,FCO,05-May-10,Wdhs/Wsds,DG CHANGE & DELIVERY,BUYING SOLUTIONS,4006754,"16,791.16",
FCO,FCO,07-Apr-10,Construction Project more than £10k,DG CHANGE & DELIVERY,OPUS MAGNUM,1161243,"7,416.00",
FCO,FCO,07-Apr-10,Construction Project more than £10k,DG CHANGE & DELIVERY,OPUS MAGNUM,1161243,"1,887.00",
FCO,FCO,07-Apr-10,Construction Project more than £10k,DG CHANGE & DELIVERY,OPUS MAGNUM,1161243,"20,887.50",
FCO,FCO,07-Apr-10,Construction Project more than £10k,DG CHANGE & DELIVERY,OPUS MAGNUM,1161243,"9,450.00",
FCO,FCO,07-Apr-10,Construction Project more than £10k,DG CHANGE & DELIVERY,OPUS MAGNUM,1161243,"1,297.80",
FCO,FCO,07-Apr-10,Construction Project more than £10k,DG CHANGE & DELIVERY,OPUS MAGNUM,1161243,330.23,
FCO,FCO,07-Apr-10,Construction Project more than £10k,DG CHANGE & DELIVERY,OPUS MAGNUM,1161243,"3,655.31",
FCO,FCO,07-Apr-10,Construction Project more than £10k,DG CHANGE & DELIVERY,OPUS MAGNUM,1161243,"1,653.75",
FCO,FCO,07-Apr-10,Construction Project more than £10k,DG CHANGE & DELIVERY,OPUS MAGNUM,1161243,-0.01,
FCO,FCO,08-Apr-10,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COGENT ELECTRICAL SERVICES LTD,1161307,"101,617.71",
FCO,FCO,20-Apr-10,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,S & R FURNISHING CONSULTANTS,1162235,"29,473.00",
FCO,FCO,20-Apr-10,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,S & R FURNISHING CONSULTANTS,1162235,"16,443.00",
FCO,FCO,19-Apr-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,NATIONAL INSTITUTE OF PUBLIC FINANCE AND POLICY,18173,"54,952.14",
FCO,FCO,27-Apr-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,GLOBAL PARTNERS & ASSOCIATES LTD,1162625,"74,988.00",
FCO,FCO,21-Apr-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,WESTMINSTER FOUNDATION FOR DEMOCRACY,1162339,"310,000.00",
FCO,FCO,27-Apr-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,WESTMINSTER FOUNDATION FOR DEMOCRACY,5000628,"67,498.82",
FCO,FCO,13-Apr-10,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,RENAISSANCE FINANCE INTERNATIONAL (UK) LIMITED,1161756,"46,777.00",
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,"35,285.00",
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,"2,142.00",
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,310.2,
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,165,
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,"1,314.00",
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,"6,174.88",
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,374.85,
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,54.29,
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,28.88,
FCO,FCO,05-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163231,229.95,
FCO,FCO,07-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163431,"28,085.00",
FCO,FCO,07-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163431,423,
FCO,FCO,07-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163431,240,
FCO,FCO,07-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163431,"1,511.10",
FCO,FCO,07-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163431,"4,914.88",
FCO,FCO,07-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163431,74.03,
FCO,FCO,07-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163431,42,
FCO,FCO,07-May-10,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LTD,1163431,264.44,
FCO,FCO,06-Apr-10,Consular Special Projects Fund,DG CHANGE & DELIVERY,NATIONAL POLICING IMPROVEMENT AGENCY (NPIA),1161124,"27,381.00",
FCO,FCO,01-Apr-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1160799,"76,584.90",
FCO,FCO,28-Apr-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT,1162752,"98,911.10",
FCO,FCO,23-Apr-10,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COFFEY INTERNATIONAL DEVELOPMENT,2004521,"37,677.91",
FCO,FCO,09-Apr-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL PEACE COOPERATION CENTER,600000269,"19,971.15",
FCO,FCO,09-Apr-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL PEACE COOPERATION CENTER,600000269,"7,356.98",
FCO,FCO,10-May-10,Programme Spend (Oracle Projects Control Account),DG POLITICAL,DESIGN IT SOLUTIONS LTD,5089,"62,479.45",
FCO,FCO,08-Apr-10,Estates Management Services,DG FINANCE,DTZ CONSULTING AND RESEARCH,1161319,"82,802.20",
FCO,FCO,08-Apr-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH,1161319,"14,490.39",
FCO,FCO,11-May-10,Estates Management Services,DG FINANCE,DTZ CONSULTING AND RESEARCH,1163574,"45,869.64",
FCO,FCO,11-May-10,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH,1163574,"8,027.19",
