Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-407121-36162,144845,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-407121-36162,116652,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-407121-36162,108616,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CAMBRIDGESHIRE PCT,ERS-407122-36090,99453,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CAMBRIDGESHIRE PCT,ERS-407122-36089,98958,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-407123-36213,111650,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CAMDEN PCT PROVIDER SERVICES,ERS-407125-36216,57400,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,ERS-407126-36171,105560,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CENTRAL AND NORTH WEST LONDON MENTAL HEALTH NHS FOUNDATION TRUST,ERS-407126-36171,91081,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-407127-36180,481858,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-407127-36180,333645,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-407127-36180,271238,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-407128-36157,537545,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-407128-36157,164877,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-407128-36157,91162,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,CLATTERBRIDGE CENTRE FOR ONCOLOGY NHS FOUNDATION TRUST,ERS-407130-36120,48762,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,COVENTRY TEACHING PCT,ERS-407132-36074,48441,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,EAST LONDON NHS FOUNDATION TRUST,ERS-407139-36187,187157,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,EAST LONDON NHS FOUNDATION TRUST,ERS-407139-36187,152250,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,EAST LONDON NHS FOUNDATION TRUST,ERS-407139-36187,101665,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,EAST OF ENGLAND SHA,ERS-407325-36222,133037.58,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,ERS-407142-36165,42115,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-407144-36151,1958513,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-407144-36151,660862,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-407144-36151,106575,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,ERS-407144-36151,97849,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-407145-36200,111650,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,ERS-407145-36200,60978,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-407146-36133,5094452,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-407146-36133,2940305,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-407146-36133,1091436.5,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-407146-36133,102689,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-407146-36133,76125,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-407146-36133,52424,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-407146-36133,46944,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,HAMMERSMITH AND FULHAM PCT,ERS-407148-36067,72668,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,HEALTH PROTECTION AGENCY (HPA),ERS-407312-36233,62164,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,HILLINGDON HOSPITAL NHS TRUST,ERS-407153-36109,40437,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-407154-36158,83448,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,HUMBER NHS FOUNDATION TRUST,ERS-407156-36175,104545,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,HUMBER NHS FOUNDATION TRUST,ERS-407156-36175,65464,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-407158-36202,5656425,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-407158-36202,2230179,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-407158-36202,864453,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-407158-36202,310568,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-407158-36202,105848,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-407161-36135,310352,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-407161-36135,278045,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-407161-36135,228375,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,KINGS COLLEGE LONDON,ERS-407162-36206,825674,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-407163-36182,83987,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LANCASHIRE CARE NHS FOUNDATION TRUST,ERS-407163-36182,76125,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-407165-36198,1287329,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-407165-36198,182635,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-407165-36198,90947,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-407165-36198,56840,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LEEDS PCT,ERS-407166-36075,86275,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LEEDS PCT,ERS-407166-36075,69386,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITALS TRUST,ERS-407167-36159,3120091,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITALS TRUST,ERS-407167-36159,556941,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITALS TRUST,ERS-407167-36159,517728,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITALS TRUST,ERS-407167-36159,307557,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITALS TRUST,ERS-407167-36159,105892,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LEEDS TEACHING HOSPITALS TRUST,ERS-407167-36159,104291,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LEICESTER CITY PCT,ERS-407168-36084,41583,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LIVERPOOL PCT,ERS-407170-36079,108098,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LIVERPOOL PCT,ERS-407170-36079,76692,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LIVERPOOL WOMENS HOSPITAL NHS FOUNDATION TRUST,ERS-407171-36121,31213,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-407314-36235,137548.85,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,LONDON SHA,ERS-407336-36223,302319.78,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,MAIDSTONE & TUNBRIDGE WELLS NHS TRUST,ERS-407172-36185,971600,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-407173-36212,282213,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-407173-36212,105926,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-407173-36212,105814,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-407173-36212,60603,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,MANCHESTER UNIVERSITY OF,ERS-407174-36208,40093,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-407181-36152,926673,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-407181-36152,311361,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-407181-36152,171532,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NEWCASTLE PCT,ERS-407182-36062,37500,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-407184-36210,429234,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-407184-36210,401782,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-407184-36210,177481,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-407184-36210,177406,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-407184-36210,170265,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-407184-36210,170165,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-407184-36210,230512.75,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NHS DIRECT NHS TRUST,ERS-407185-36209,96860,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-407186-36143,1399346,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-407186-36143,161948,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,ERS-407187-36146,27230,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH BRISTOL NHS TRUST,ERS-407189-36176,167691,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH BRISTOL NHS TRUST,ERS-407189-36176,105843,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH BRISTOL NHS TRUST,ERS-407189-36176,104291,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH EAST ESSEX PCT,ERS-407190-36092,1765307,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH EAST ESSEX PCT,ERS-407190-36093,44092,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-407191-36110,113680,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-407191-36110,83872,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,ERS-407192-36142,37980,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH STAFFORDSHIRE PCT,ERS-407193-36085,1861253,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH STAFFORDSHIRE PCT,ERS-407193-36086,243846,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH STAFFORDSHIRE PCT,ERS-407193-36086,105855,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH STAFFORDSHIRE PCT,ERS-407193-36086,105560,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-407196-36173,2883150,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-407196-36173,145585,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH WEST LONDON HOSPITALS NHS TRUST,ERS-407196-36174,105560,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH YORKSHIRE & YORK PCT,ERS-407197-36081,70502,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTH YORKSHIRE & YORK PCT,ERS-407197-36081,66207,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",ERS-407199-36193,52810,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-407200-36166,88921,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM CITY PCT,ERS-407201-36064,96521,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM CITY PCT,ERS-407201-36065,75000,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-407202-36190,2530355,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-407202-36190,675980,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-407202-36190,331460,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-407202-36190,313628,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-407202-36190,291413,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-407202-36191,104291,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-407202-36190,104291,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAM UNIVERSITY OF,ERS-407322-36243,27216.03,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAMSHIRE COUNTY TEACHING PCT,ERS-407203-36078,107996,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAMSHIRE COUNTY TEACHING PCT,ERS-407203-36078,42287,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-407204-36128,157719,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,ERS-407204-36128,54730,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-407205-36111,395296,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-407205-36111,146131,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,NUFFIELD ORTHOPAEDIC NHS TRUST,ERS-407205-36111,96176,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-407206-36168,3558421,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-407206-36168,2541507,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-407206-36168,1391458,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORD RADCLIFFE HOSPITAL NHS TRUST,ERS-407206-36168,96361,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,ERS-407207-36149,101419,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,ERS-407207-36149,89697,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORDSHIRE PCT,ERS-407208-36097,156945,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORDSHIRE PCT,ERS-407208-36097,104664,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORDSHIRE PCT,ERS-407208-36097,100324,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,OXFORDSHIRE PCT,ERS-407208-36097,92310,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,PLYMOUTH HOSPITALS NHS TRUST,ERS-407211-36136,105847,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,PLYMOUTH HOSPITALS NHS TRUST,ERS-407211-36136,57143,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,PREPRESS PROJECTS LTD,ERS-407333-36246,25000,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,RAND EUROPE CAMBRIDGE LTD,ERS-407343-36231,58429.92,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,READING UNIVERSITY OF,ERS-407338-36245,35580,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-407216-36163,485236,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-407216-36163,484978,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-407216-36163,348304,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-407216-36163,100000,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-407218-36127,1978608,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-407218-36127,270390,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-407218-36127,76987,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-407219-36108,152250,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-407219-36108,106575,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL FREE HAMPSTEAD NHS TRUST,ERS-407219-36108,78310,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-407220-36156,2470797,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-407220-36156,700693,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-407220-36156,409405,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-407220-36156,330470,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-407220-36156,25141,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SALFORD PCT,ERS-407222-36066,568079,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SALFORD PCT,ERS-407222-36066,195176,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-407223-36145,96244,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-407223-36145,54349,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SALISBURY NHS FOUNDATION TRUST,ERS-407224-36150,61308,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SALISBURY NHS FOUNDATION TRUST,ERS-407224-36150,37473,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-407229-36130,1455750,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-407229-36130,616304,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-407229-36130,555239,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-407229-36130,324444,
Department of Health,Department of Health,14/10/2010,Research & development,RESEARCH & DEVELOPMENT,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-407229-36130,320168,
