Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,SME,NG7 2UK,ERS-443163-52842,87842,,RP-PG-0609-10107,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH BIRMINGHAM PCT,SME,B7 4WS,ERS-443202-52713,87912,,RP-PG-0608-10073  ( Programme Grant for Applied Research - Prof David Fitzmaurice ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-443076-52771,88410,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-443229-52815,89206,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTHAMPTON CITY PCT,PUBLIC,SO30 3JB,ERS-443212-52711,89332,,RP-PG-0108-10061 - Prof Edmund Sonuga-Barke - Programme Grant for Applied Research,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",SME,NE3 3XT,ERS-443158-52845,89851,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-443238-52811,90191,,NETWORKS - F & S Funding 2011/12 - Birmingham & Black Country CLRN,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-443084-52806,91162,,RP-PG-0707-10010 - Prof Neena Modi ( Applied Research Award ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-443207-52824,91350,,Applied Research Award,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-443207-52824,91726,,RP-PG-0707-10149 ( Applied Research Award - Prof John Strang ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-443207-52824,91769,,RP-PG-0707-10040 Dr M Slade,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,ERS-443173-52737,92310,,RP-PG-0608-10147 - Grant for Applied Research,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-443247-52747,92799,,RP-PG-0707-10034,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-443236-52812,94155,,RP-PG-0609-10106 - Prof Rosalind Raine,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,WHITTINGTON HOSPITAL NHS TRUST,PUBLIC,N19 5NF,ERS-443259-52785,94564,,RP-PG-0609-10135,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-443207-52824,95964,,RP-PG-0609-10162,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NUFFIELD ORTHOPAEDIC NHS TRUST,PUBLIC,OX3 7LD,ERS-443168-52754,96176,,RP-PG-0108-10020 - Programme Grant for Applied Research - Mr Peter McCulloch,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-443079-52864,96388,,RP-PG-0609-10156 - Dr David Osborn,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-443144-52791,96415,,RP-PG-0109-10013 (Prof Mike Sampson),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-443250-52836,96425,,Applied Research Awards (RP-PG-0606-1272),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-443190-52793,97688,,RP-PG-0608-10163  - Prof Christopher Griffiths,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,PUBLIC,WC1N 3JH,ERS-443099-52800,97849,,RP-PG-0608-10035,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-443207-52824,98455,,Applied Research Awards,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,SME,NG7 2UK,ERS-443163-52841,100000,,Support for BRUs - Supplementary funding,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-443181-52814,100000,,Respiratory Disease BRU Supplementary Funding,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-443200-52775,100000,,Support for Biomedical Research Units,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-443244-52774,100000,,BRU Support funding,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-443229-52815,100908,,Newcastle CRII CRF - Clinical Research Facility,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-443079-52864,101157,,RP-PG-0109-10078 - Applied Research Award - Prof Sonia Johnson,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,PUBLIC,B15 2PZ,ERS-443067-52852,101242,,RP-PG-0109-10074 - Prof Max Birchwood,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-443169-52798,101419,,RP-PG-0608-10133  ( Programme Grant for Applied Research - Prof Clive Ballard ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,ROYAL FREE HAMPSTEAD NHS TRUST,PUBLIC,NW3 1QG,ERS-443183-52749,101455,,RP-PG-0109-10056 ( Professor Jadwiga Wedzicha ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH BIRMINGHAM PCT,SME,B7 4WS,ERS-443202-52713,101495,,RP-PG-0109-10061 - Dr Peymane Adab,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,PUBLIC,HU16 5JQ,ERS-443112-52835,102428,,RP-PG-0609-10171,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-443102-52778,102476,,Cancer Imaging Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-443102-52778,102689,,RP-PG-0108-10093 - Professor David Grimwade,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-443073-52748,102941,,RP-PG-0108-10049 ( Programme Grant for Applied Research ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,THE WALTON CENTRE NHS FOUNDATION TRUST,SME,L9 7LJ,ERS-443233-52766,103021,,RP-PG-0108-10048 - prof Tom Solomon,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH BIRMINGHAM PCT,SME,B7 4WS,ERS-443202-52713,103530,,Applied Research Awards,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-443125-52809,104291,,RP-PR-0407-10056,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,SME,NG7 2UK,ERS-443163-52841,104291,,RP-PG-0407-10177,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,SME,NG7 2UK,ERS-443163-52842,104291,,RP-PG-0407-10147,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-443064-52796,104340,,RP-PG-0707-10189  ( Applied Research Award - Dr Stephanie Taylor ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH WEST SHA,PUBLIC,WF3 1WE,ERS-443211-52744,104817,,NIHR Flexibility and Sustainability Funding ( FSF ) allocation for 2011/12 ( CLARHC ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,SME,BS1 2NP,ERS-443148-52827,104875,,RP-PG-0109-10073,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-443133-52863,105560,,RP-PG-0407-10389,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,SME,ST13 6HQ,ERS-443153-52727,105560,,RP-PG-0407-10386,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,PLYMOUTH HOSPITALS NHS TRUST,PUBLIC,WF3 1WE,ERS-443175-52783,105847,,Prof Zajicek - NIHR ( RP-PG-0707-10124 ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-443114-52855,105848,,Applied Research Award - RP-PG-0707-10154 - Prof Anthony Edwards ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,SME,ST13 6HQ,ERS-443153-52727,105855,,RP-PG-0707-10131 (Applied Research Award - Prof Elaine Hay ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,ERS-443173-52737,105866,,RP-PG-0608-10038 - Applied Research Award - PI Dr Marian Knight,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,ERS-443143-52860,105909,,RP-PG-0108-10011  ( Programme Grant for Applied Research - Prof Christopher Salisbury ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-443064-52796,106000,,RP-PG-0407-10036,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-443169-52798,106378,,RP-PG-0108-10087 ( Programme Grant for Applied Research ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-443077-52813,106527,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-443200-52775,107787,,Cancer Imaging Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-443064-52796,108070,,RP-PG-0407-10398 - Phase 2 - Dr Adrian Martinueau,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,LIVERPOOL PCT,PUBLIC,L13 1HN,ERS-443130-52719,108098,,Applied Research Award - Liverpool Primary Care Trust - An R& D programme to increase equity of access to high quality mental health services in primary care,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NOTTINGHAM CITY PCT,PUBLIC,NG1 6GN,ERS-443161-52704,110750,,RP-PG-0608-10020  ( Programme Grant for Applied Research - Prof John Britton ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,PUBLIC,WC1N 3JH,ERS-443099-52800,111650,,RP-PG-0707-10107 - Dr Lyn Chitty  ( Applied Research Award ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NORTH EAST LONDON NHS FOUNDATION TRUST,SME,CM8 2TL,ERS-443151-52752,111650,,Programme Grant for Applied Research - North East London Mental Health Trust - Support at home - interventions to enhance life in dementia.,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-443226-52757,112567,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NOTTINGHAM CITY PCT,PUBLIC,NG1 6GN,ERS-443161-52705,115000,,RP-PG-0109-10020 (Dr Tim Coleman),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH BIRMINGHAM PCT,SME,B7 4WS,ERS-443202-52713,115111,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-443207-52824,115710,,Applied Research Award,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-443169-52798,115921,,Applied Research Awards,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-443079-52864,116543,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-443079-52864,117705,,RP-PG-0707-10093,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-443122-52850,118083,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-443190-52793,118301,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-443250-52836,118833,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,EAST LONDON NHS FOUNDATION TRUST,SME,E1 1RD,ERS-443096-52839,119741,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-443164-52858,120800,,RIS 33109 (Nottingham Clinical Trials Unit),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-443075-52740,121113,,A47370 -   RP-PG-0608-10045 - Programme Grant for Applied Research - Mr William Hamilton,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-443133-52863,121706,,Programme Grant RP-PG-0707-10162,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-443102-52778,124620,,NETWORKS - F & S Funding 2011/12 - London ( South ) CLRN,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BIRMINGHAM UNIVERSITY OF,SME,B15 2TT,ERS-443069-52856,125000,,DDDP.RGKX13782 - Prof Gray Infrastructure Funding c/o C Maskell Finance,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-443125-52809,126959,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12 - (CLARHC),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-443077-52813,127290,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12 ( CLARHC ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-443230-52803,127723,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-443243-52792,128778,,South Manchester NIHR CRF,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-443061-52756,129598,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-443075-52740,129959,,A45A67  -   RP-PG-0608-10018  (  Programme Grant for Applied Research - Dr Alastair Hay ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-443084-52806,130267,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12 - (CLARHC),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-443125-52809,131118,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-443200-52775,132731,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SALFORD PCT,PUBLIC,M6 5FW,ERS-443189-52707,133994,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12- ( CLARHC ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-443244-52774,134100,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-443144-52791,135844,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-443200-52775,135937,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12 - ( CLARHC ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-443074-52848,137612,,Clinical Research Facility,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-443119-52782,140070,,Programme Grant for Applied Research,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-443114-52855,140696,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,SME,ST13 6HQ,ERS-443153-52727,141789,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-443114-52855,142646,,RP-PG-0407-10371 Prof. J Kooner,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-443238-52811,142924,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12 - CLARHCS,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-443119-52782,143242,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,OXFORD RADCLIFFE HOSPITAL NHS TRUST,PUBLIC,OX3 9DX,ERS-443170-52819,144108,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-443238-52811,145318,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-443236-52812,146754,,ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-443064-52796,147034,,NETWORKS - F & S Funding 2011/12  - Central and East London CLRN,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,ROYAL FREE HAMPSTEAD NHS TRUST,PUBLIC,NW3 1QG,ERS-443183-52749,148723,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-443078-52730,152240,,RP-PG-0608-10050 Improving patient experience,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,SME,BS1 2NP,ERS-443148-52827,152647,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-443250-52836,155235,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12 - ( CLARHC ),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-443184-52805,155963,,Clatterbridge - ECMC Capital Revenue,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-443243-52792,157357,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,PUBLIC,OX4 4XN,ERS-443169-52798,157661,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-443238-52811,159555,,CRF CRII - Birmingham - Clinical Research Facility,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,SME,EC1V 2PD,ERS-443139-52801,171532,,Cooksey Patient Care Funding - MOORFIELDS EYE HOSPITAL NHS TRUST 2010/11,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NUFFIELD ORTHOPAEDIC NHS TRUST,PUBLIC,OX3 7LD,ERS-443168-52754,177463,,NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-443142-52861,177548,,RP-PG-0310-1002 (Dr Willem Ouwehand),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-443142-52861,177599,,RP-PG-0310-1001 (Dr Amir Nathwani),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-443142-52861,178058,,RP-PG-0310-1003 (Prof Suzanne Watts),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-443142-52861,182637,,RP-PG-0310-1004 (Prof David Roberts),Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-443075-52739,188980,,A45618 - NIHR Flexibility and Sustainability Funding (FSF) allocation for 2011/12,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-443236-52812,189046,,Clinical Research Facility,Programme,
Department of Health,Department of Health,14/10/2011,Research & development,Research & Development,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,PUBLIC,B4 6NL,ERS-443068-52804,189288,,Clinical Research Facility,Programme,
