Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Vat Registration Num,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-458670-57943,130892,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-458636-57967,137613,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-458683-57957,140488,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,NOTTINGHAM CITY PCT,PUBLIC,WF3 1WE,ERS-458689-57901,141010,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGESHIRE PCT,PUBLIC,PE27 5BB,ERS-458642-57911,152241,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-458639-57923,157500,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-458681-58001,177563,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-458681-58001,178133,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-458681-58001,185677,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,BIRMINGHAM CHILDREN'S HOSPITAL NHS FOUNDATION TRUST,PUBLIC,B4 6NL,ERS-458633-57941,189288,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-458681-58001,194157,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-458666-57929,205315,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,ASHRIDGE CONSULTING LTD,SME,HP4 1NS,14220,244927.37,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-458701-57924,255404,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-458720-57944,267870,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-458666-57929,282842,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-458645-57959,315153,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-458722-57926,318385,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-458713-57920,330844,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-458639-57923,352273,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-458725-57962,419753,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,ACADEMY OF MEDICAL SCIENCES,PUBLIC,W1B 1QH,ERS-458628-57972,450000,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-458706-57927,457962,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,PUBLIC,CB1 5EE,ERS-458641-57946,523868,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-458720-57944,525068,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-458692-57925,537572,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SW10 9NH,ERS-458646-57942,550237,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,SALFORD PCT,PUBLIC,M6 5FW,ERS-458703-57903,556010,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-458670-57943,558436,,0,Programme,
Department of Health,Department of Health,13/04/2012,Research & development,Research and Development,SOUTH WEST SHA,PUBLIC,WF3 1WE,ERS-458710-57914,606863,,0,Programme,
Department of Health,Department of Health,13/04/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",SIGMA PHARMACEUTICALS PLC,LARGE,,I712958,184636.49,,,,
Department of Health,Department of Health,13/04/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",SIGMA PHARMACEUTICALS PLC,LARGE,,I712958,403324.8,,,,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,SF&NHS NHS Policy & Outcomes (part of J5180),HM TREASURY (HMT),PUBLIC,NR2 1DY,27417,29532.6,,ICT provided by HMT for 2011-12,Admin,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,SF&NHS NHS Policy & Outcomes (part of J5180),HM TREASURY (HMT),PUBLIC,NR2 1DY,27554,88597.8,,ICT provided by HMT for 2011-12,Admin,
Department of Health,Department of Health,13/04/2012,Facilities management: contract,SF&NHS NHS Policy & Outcomes (part of J5180),HM TREASURY (HMT),PUBLIC,NR2 1DY,27444,291279.96,,CCP Accommodation within HMT,Admin,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",SPIRE HEALTHCARE LTD,LARGE,EC1N 2TD,CM090269,654033.13,,Spire - Clinical services under E15 NTW contract,Programme,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",ALLIANCE MEDICAL LTD,LARGE,CV34 6DA,PET0125,957702.29,,Alliance Medical - Clinical services under D8N PET/CT North contract,Programme,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",INHEALTH MOLECULAR IMAGING LTD,LARGE,HP10 8JL,SIM0000072,1016701,,Clinical services under D8S PET/CT South contract,Programme,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",FRESENIUS MEDICAL CARE RENAL SERVICES LTD,LARGE,NG17 2HU,1060019922,1038563.43,,Clinical services under E16 Renal contract,Programme,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",CARE UK CLINICAL SERVICES LTD,LARGE,CO4 9QB,25879456,2019967.05,,Clinical services under E09 HIoW Hampshire Isle of Wight contract,Programme,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",CARE UK CLINICAL SERVICES LTD,LARGE,RG19 3XG,25878918,2163409.18,,Clinical services under E08 MCATS contract,Programme,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",INHEALTH LTD,LARGE,HP11 1JL,112,2399479.05,,Clinical services under D01 London contract,Programme,
Department of Health,Department of Health,13/04/2012,Outsourcing Contract,"SF&NHS Procurement, Investment and Commercial (part of J5180)",UKSH SOUTH WEST LTD,LARGE,BS32 4TD,UKSHSW/186,2939376.23,,Clinical services under E01 AGW contract,Programme,
Department of Health,Department of Health,13/04/2012,Consultancy/Professional Advice,SOCIAL CARE,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,15042564,11380,,Public Health National Confidential Inquiry into Suicides in Prison 09-11 contract,Programme,12077
Department of Health,Department of Health,13/04/2012,Other programme expenditure,SOCIAL CARE,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,15042564,48545.31,,National Confidential Inquiry into suicides in prisons.  PO is in addition to PO446712,Programme,
Department of Health,Department of Health,14/04/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2562001-18-APR-12,58.91,,,Other,
Department of Health,Department of Health,16/04/2012,Revenue Grants to Other Bodies,External Relations Directorate,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,ERS-458778-58021,25000000,,"NHS NSA - Admin of SC Bursaries 12/13, April 2012",Programme,
Department of Health,Department of Health,16/04/2012,Utilities,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5024957,37858.54,,"Quarry House Leeds - Accommodation Costs July - March 2012 Utilities Recovery @£40,526.53 mthly",Admin,
Department of Health,Department of Health,16/04/2012,Rent of Land & Buildings (non-PFI operating lease),Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5024957,67251.45,,Quarry House Leeds - Accommodation Rental Review Charges 2011 - 2012 Facilty Price.,Admin,
Department of Health,Department of Health,16/04/2012,Rates,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5024957,112233.6,,"Quarry House Leeds - Accommodation Costs July - January 2012 Business Rates @ £112,233.60 mthly.",Admin,
Department of Health,Department of Health,16/04/2012,Rates,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5024957,122621.25,,Quarry House - Business Rate for April 2012 Ref:20082175,Admin,
Department of Health,Department of Health,16/04/2012,Rent of Land & Buildings (non-PFI operating lease),Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5024957,339089.46,,"Quarry House Leeds - Accommodation Costs July - March 2012 Facilty Price Rent@£484,377.05 mthly.",Admin,
Department of Health,Department of Health,16/04/2012,External Consultancy Fees,INFORMATICS,GS1 UK,,,14435748,"-22,719.00",,,,
Department of Health,Department of Health,16/04/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14760510,"42,141.10",,,,
Department of Health,Department of Health,16/04/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14760504,"72,657.26",,,,
Department of Health,Department of Health,16/04/2012,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201275568,86132.47,,Revenue: FY 20011/12 Revenue Budget Requirements,Programme,
Department of Health,Department of Health,16/04/2012,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201279750,86257.19,,Revenue: FY 20011/12 Revenue Budget Requirements,Programme,
Department of Health,Department of Health,16/04/2012,Conferences and Seminars,INFORMATICS,GS1 UK,,,14771298,"300,000.00",,,,
Department of Health,Department of Health,16/04/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14760500,"519,504.39",,,,
Department of Health,Department of Health,16/04/2012,Expense clearing GPC (ST),More than one directorate,BARCLAYCARD BUSINESS,SME,TS17 6YG,2562001-18-APR-12,4457.24,,,Other,
Department of Health,Department of Health,16/04/2012,Additions-PDC permanent,NHS FC,HEATHERWOOD AND WEXHAM PARK HOSPITALS NHS FOUNDATION TRUST,PUBLIC,SL2 4HL,HAFS-12937,1800000,,,Other,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,SINV1821183,24622,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),PUBLIC,WC1E 6BT,ERS-458824-58044,29966,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-458823-58041,31598,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-458795-58028,67010,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-458781-58026,70251,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-458789-58033,76125,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,PUBLIC,EC1A 7BE,ERS-458780-58029,80000,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-458785-58031,83738,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-458793-58032,91726,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,ERS-458792-58024,92310,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,NUFFIELD ORTHOPAEDIC NHS TRUST,PUBLIC,OX3 7LD,ERS-458791-58027,96176,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-458783-58030,97849,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,OXFORDSHIRE PCT,PUBLIC,OX4 4XN,ERS-458792-58024,98358,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-458781-58026,102941,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,ERS-458786-58035,105564,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-458788-58023,105855,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,BRISTOL PCT,PUBLIC,BS2 8EE,ERS-458782-58025,113684,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,SOUTHAMPTON CITY PCT,PUBLIC,S016 4GX,ERS-458794-58022,126167,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,BMJ PUBLISHING GROUP LTD,LARGE,WC1H 9JR,I0046750,132952,,0,Programme,
Department of Health,Department of Health,16/04/2012,Research & development,Research and Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-458784-58034,277843,,0,Programme,
Department of Health,Department of Health,17/04/2012,Publicity & advertising,External Relations Directorate,M AND C SAATCHI UK LTD,LARGE,W1F 9EE,97128,41336,,Change4Life advertising work January- March 2012 - To include preparation and production for the June Games4Life Campaign and the coming Start4Life campaign,Programme,
Department of Health,Department of Health,17/04/2012,Outsourcing Contract,External Relations Directorate,PICKER INSTITUTE EUROPE,VCS,OX2 0JB,IN101245,41502.1,,NHS Staff Survey Coordination May 2011 to May 2014,Programme,
Department of Health,Department of Health,17/04/2012,Outsourcing Contract,External Relations Directorate,METHODS CONSULTING,SME,WC2H 8AD,100017265,43170,,Extension to FPAS Contract - Methods Consultancy,Programme,13245
Department of Health,Department of Health,17/04/2012,Publicity & advertising,External Relations Directorate,M AND C SAATCHI UK LTD,LARGE,W1F 9EE,97129,60433,,Change4Life advertising work January- March 2012 - To include preparation and production for the June Games4Life Campaign and the coming Start4Life campaign,Programme,
Department of Health,Department of Health,17/04/2012,Admin Revenue Grant-in-Aid ENDPBs,External Relations Directorate,GENERAL SOCIAL CARE COUNCIL (GSCC),PUBLIC,SE1 2HB,SL02429,1281000,,GSCC Grant-In-Aid Revenue Cash Drawdown 2012/13,Admin,
Department of Health,Department of Health,17/04/2012,IT minor costs non capital,Group Operations & Assurance,LEARNING NEXUS LTD,SME,SW15 4LB,24108,43113.6,,Licence Renewal - Learning Nexus,Admin,
Department of Health,Department of Health,17/04/2012,External Consultancy Fees,INFORMATICS,ASE CONSULTING LTD,,,14754379,"13,500.00",,,,
Department of Health,Department of Health,17/04/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14754379,"21,600.00",,,,
Department of Health,Department of Health,17/04/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14754380,"175,628.00",,,,
Department of Health,Department of Health,17/04/2012,Policy Payments,NHS Improvement and Efficiency,CARE QUALITY COMMISSION (CQC),PUBLIC,NE1 4PA,41826260,32778,,Payment for Patient Experience overarching question project,Admin,
Department of Health,Department of Health,17/04/2012,Outsourcing Contract,NHS MEDICAL DIRECTOR,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,PUBLIC,B29 6JS,OP/I120082,281250,,For the provision of the West Midlands Cancer Screening Programmes Quality Assurance Reference Centre for 2011 - 12 hosted by the West Midlands Cancer Intelligence Centre,Programme,
Department of Health,Department of Health,17/04/2012,Outsourcing Contract,NHS MEDICAL DIRECTOR,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,PUBLIC,B29 6JS,OP/I120082,288750,,For the provision of the West Midlands Cancer Registry Services 2011 - 12 hosted by the West Midlands Cancer Intelligence Centre,Programme,
Department of Health,Department of Health,17/04/2012,Rates,"SF&NHS Procurement, Investment and Commercial (part of J5180)",CALDERDALE METROPOLITAN BOROUGH COUNCIL,PUBLIC,HX1 1TP,64778798,61372,,"RAZ088 - F Mill - Ground West 4,5, Dean Clough Mills, Halifax, West Yorkshire HX3 5AX- Calderdale Council  - Account Refs:  25 2012 9037411 5  & 25 2012 9063158 0 - Business Rates",Programme,
Department of Health,Department of Health,17/04/2012,Rates,"SF&NHS Procurement, Investment and Commercial (part of J5180)",CALDERDALE METROPOLITAN BOROUGH COUNCIL,PUBLIC,HX1 1TP,64778799,160300,,"RAZ088 - F Mill - Ground West 4,5, Dean Clough Mills, Halifax, West Yorkshire HX3 5AX- Calderdale Council  - Account Refs:  25 2012 9037411 5  & 25 2012 9063158 0 - Business Rates",Programme,
Department of Health,Department of Health,17/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,IN CONTROL PARTNERSHIPS,VCS,B47 6JX,ERS-458890-58061,226059,,IESD Grant - In Control AIMS - 1761956,Programme,
Department of Health,Department of Health,18/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90100707,19273.2,,OC/2011/01 - Non Transferring staff,Programme,
Department of Health,Department of Health,18/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90101185,28293.6,,OC/2011/04 Transferring Staff,Programme,
Department of Health,Department of Health,18/04/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12030009,35259.26,,Print run for stakeholder collateral,Programme,
Department of Health,Department of Health,18/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90101189,38121.6,,WO/2011/15 WIA,Programme,
Department of Health,Department of Health,18/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90100712,40665.6,,OC/2011/07 - Premises,Programme,
Department of Health,Department of Health,18/04/2012,Publicity & advertising,External Relations Directorate,DRAFTFCB LONDON LTD,SME,SW1V 1PX,9045000739,46139.89,,"Health Visitor recruitment, creative agency Q4",Programme,
Department of Health,Department of Health,18/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90101191,70839.6,,OC/2011/08- Business Support,Programme,
Department of Health,Department of Health,18/04/2012,Printing,External Relations Directorate,PROMOTIONAL LOGISTICS LTD,SME,CO10 1RE,OP/I124288,107253.56,,Estimated monthly call off charges for storage and distribution for March 2012,Admin,
Department of Health,Department of Health,18/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90100707,127743.6,,OV/2011/01 Non Transferring Staff,Programme,
Department of Health,Department of Health,18/04/2012,Publicity & advertising,External Relations Directorate,M AND C SAATCHI UK LTD,LARGE,W1F 9EE,97209,190000,,Change4Life advertising work January- March 2012 - To include preparation and production for the June Games4Life Campaign and the coming Start4Life campaign,Programme,
Department of Health,Department of Health,18/04/2012,Publicity & advertising,External Relations Directorate,WILLIAMS LEA LTD,LARGE,W2 6LG,DH12030002,408859.42,,Production Smokefree Kit - printing & collation ,Programme,
Department of Health,Department of Health,18/04/2012,Outsourcing Contract,Health Protection,SPORT ENGLAND,PUBLIC,WC1H 0AF,SINV002743,126557,,Provision and reporting of physical activity and height and weight questions through Active People Survey for period covering 2012/2013.,Programme,
Department of Health,Department of Health,18/04/2012,Outsourcing Contract,Health Protection,FAMILY PLANNING ASSOCIATION,VCS,EC1Y 8QU,580074,204587,,FPA - Contract Variation to extend current arrangement until 30th June 2012,Programme,
Department of Health,Department of Health,18/04/2012,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,,,14661339,"25,623.00",,,,
Department of Health,Department of Health,18/04/2012,Computer Maintenance,INFORMATICS,PROBRAND LTD,,,14765744,"41,956.77",,,,
Department of Health,Department of Health,18/04/2012,Computer Hardware Purch,INFORMATICS,PROBRAND LTD,,,14739867,"301,068.49",,,,
Department of Health,Department of Health,18/04/2012,Research & development,Research and Development,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-458932-58103,43667,,0,Programme,
Department of Health,Department of Health,18/04/2012,Research & development,Research and Development,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-458931-58104,257263.63,,0,Programme,
Department of Health,Department of Health,18/04/2012,Research & development,Research and Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-458933-58101,264383,,0,Programme,
Department of Health,Department of Health,18/04/2012,Revenue resource discretionary funding inside boundary,"SF&NHS NHS Gateway Reveiws, Estates & Facilities (part of J5180)",HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12592856,68230,,Updating of the Estates Related Information Collection to support Estates and Facilities informatics contribution to NHS efficiency and effectiveness,Programme,
Department of Health,Department of Health,18/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,THE PLACE2BE,VCS,E1 8LQ,ERS-458934-58121,39531.5,,2012-13 - ref 1765122 The Place2BE- Project: Improving outcomes for families with multiple problems by building capacity and capability to deliver early intervention non-stigmatising mental health services for children and their parents,Programme,
Department of Health,Department of Health,19/04/2012,Outsourcing Contract,External Relations Directorate,TNS UK LTD,LARGE,W5 1UA,260106248,53722.5,,Lung cancer campaign tracking and events research,Programme,
Department of Health,Department of Health,19/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90101177,82347.6,,WO/2011/11 HENSE,Programme,
Department of Health,Department of Health,19/04/2012,Addition Clearing - OLB,Group Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2895748,84760.33,,Quarry House - Reconfiguration works to Area 1N - Refurbishment (Former Library Area) - Phase 2,Admin,
Department of Health,Department of Health,19/04/2012,Legal / Prof Fees,INFORMATICS,DLA PIPER UK LLP,,,14772253,"76,100.84",,,,
Department of Health,Department of Health,19/04/2012,Outsourcing Contract,NHS MEDICAL DIRECTOR,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,SINV1200354,629750,,Provision of cancer registration services for 2011-12 via the Thames Cancer Registry,Programme,
Department of Health,Department of Health,19/04/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",BAXTER HEALTHCARE LTD,LARGE,,32052442,16032.29,,,,
Department of Health,Department of Health,19/04/2012,Raw materials & consumables,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",BAXTER HEALTHCARE LTD,LARGE,,32052442,44377.16,,,,
Department of Health,Department of Health,19/04/2012,Storage costs,"SF&NHS Medicines, Pharmacy & Industry (part of J5180)",BAXTER HEALTHCARE LTD,LARGE,,32052442,680791.55,,,,
Department of Health,Department of Health,19/04/2012,Outsourcing Contract,SF&NHS NHS Policy & Outcomes (part of J5180),KPMG LLP,LARGE,E14 5AG,5500511138,41346,,(ZLawrence) Appointment of economic/analytical resource -  where the key deliverables are a risk assessment of the exemptions regime for a provider licence to support the delivery of the sector regulation prog which establishes Monitor as,Admin,
Department of Health,Department of Health,19/04/2012,Service charge,"SF&NHS Procurement, Investment and Commercial (part of J5180)",DEAN CLOUGH LTD,SME,HX3 5AX,14095,31624.08,," RAZ088 - F Mill - Ground West 4,5, Dean Clough Mills, Halifax, West Yorkshire HX3 5AX- Dean Clough Limited - Ref:  F/GWEST/4/5 - service charge",Programme,
Department of Health,Department of Health,19/04/2012,Rates,"SF&NHS Procurement, Investment and Commercial (part of J5180)",DEAN CLOUGH LTD,SME,HX3 5AX,14073,32518,,RAZ088 - Dean Clough - DEAN CLOUGH LTD - rates charged back from the local authority car-park spaces.,Programme,
Department of Health,Department of Health,19/04/2012,Grants to non profit institutions (CUR),SOCIAL CARE,BREAKTHROUGH BREAST CANCER,VCS,WC1V 7EX,ERS-459001-58141,70524,, IESD award 2012/13 - breakthrough Breast Cancer -  AIMS 1753526,Programme,
Department of Health,Department of Health,20/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90101187,76848,,WO-2012-02 Long Term Conditions,Programme,
Department of Health,Department of Health,20/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90097866,87116.4,,CS/2011/02 Web Portal & Comms,Programme,
Department of Health,Department of Health,20/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90097861,97891.2,,OC/2011/09 Expense Provision,Programme,
Department of Health,Department of Health,20/04/2012,Outsourcing Contract,External Relations Directorate,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,SW1H 9NP,90097864,113940,,CS/2011/01 Horizon Scanning,Programme,
