Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,,
Ministry of Justice,MoJ HQ,01-Aug-13,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALPHABET (UK) FLEET MANAGEMENT LTD,1107426,"39,117.09",Alphabet - MoJ Lease Vehicle Contract FY 13-14,RG27 9XA,0,Admin,,
Ministry of Justice,MoJ HQ,19-Aug-13,223000-Other Expenditure,QY300-Fleet Car Mgmt,LEX AUTOLEASE LTD,1108597,"61,295.03",Lex AutoLease - MoJ Lease Car charges FY 13-14,BL9 8RT,0,Admin,,
Ministry of Justice,MoJ HQ,29-Aug-13,223000-Other Expenditure,LZ600-Transforming Justice,TNT UK LTD,1109242,"62,833.52",Monthly 'storage' and 'activity' costs for paper records stored by TNT on MoJ's behalf at its secure repositories.,BL8 9AR,0,Admin,,
Ministry of Justice,MoJ HQ,01-Aug-13,223000-Other Expenditure,LZ600-Transforming Justice,TNT UK LTD,1107630,"65,977.41",Monthly 'storage' and 'activity' costs for paper records stored by TNT on MoJ's behalf at its secure repositories.,BL8 9AR,0,Admin,,
Ministry of Justice,MoJ HQ,27-Aug-13,224000-Staff travel and other,NZ406-Strategic Estates Feeder,AMARYLLIS LIMITED,1108931,"31,142.07",Relocation and enabling works to facilitate the LSC move from Exchange Tower to 102 Petty France & decommissioning of space at Exchange Tower,CM2 6TE,0,Admin,,
Ministry of Justice,MoJ HQ,27-Aug-13,224000-Staff travel and other,OZ501-HRD Feeder,XEXEC LTD,1109043,"29,445.12",Vouhcers to be provided,NW4 1BE,0,Admin,,
Ministry of Justice,MoJ HQ,01-Aug-13,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CCRC (CRIMINAL CASES REVIEW COMMISSION),3441,"450,000.00",Grant in Aid,B3 2PW,0,Grant,,
Ministry of Justice,MoJ HQ,01-Aug-13,245000-Grants in Aid to NDPBs,RC999-Criminal Justice Group - OMS,YOUTH JUSTICE BOARD FOR ENGLAND & WALES,3450,"10,000,000.00",Grant in Aid,SW1H 9AJ,0,Grant,,
Ministry of Justice,MoJ HQ,05-Aug-13,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,CICA (CRIMINAL INJURIES COMPENSATION AUTHORITY),3456,"15,000,000.00",Grant in Aid,G2 4LN,0,Grant,,
Ministry of Justice,MoJ HQ,01-Aug-13,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,THE PAROLE BOARD#KY14820009,3449,"450,000.00",Grant in Aid,SW1P 2DX,0,Grant,,
Ministry of Justice,MoJ HQ,30-Aug-13,245000-Grants in Aid to NDPBs,KY340-Access to Justice Delivery,JUDICIAL APPOINTMENTS COMMISSION (JAC),3526,"1,228,000.00",Grant in Aid,SW1H 9LH,0,Grant,,
Ministry of Justice,MoJ HQ,15-Aug-13,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1108311,"61,990.06",Electricity supply in 2013-14 to 102 Petty France,PL3 5XQ,0,Admin,,
Ministry of Justice,MoJ HQ,15-Aug-13,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1108311,"83,469.24",Electricity supply in 2013-14 to 102 Petty France,PL3 5XQ,0,Admin,,
Ministry of Justice,MoJ HQ,14-Aug-13,262000-SCA Costs,NZ406-Strategic Estates Feeder,LAND SECURITIES PROPERTIES LTD,6687,"3,792,996.75",Rent - 102 Petty France,WC2N 5AF-RENT,0,Admin,,
Ministry of Justice,MoJ HQ,22-Aug-13,262000-SCA Costs,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,3514,"97,617.00",NSI Financing Charge for Development costs,SW1V 2QX,0,Admin,,
Ministry of Justice,MoJ HQ,07-Aug-13,262000-SCA Costs,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,3464,"97,981.00",NSI Financing Charge for Development costs,SW1V 2QX,0,Admin,,
Ministry of Justice,MoJ HQ,07-Aug-13,262000-SCA Costs,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,3463,"548,674.75",Provision of Court Funds Office service for the 2012/13 Financial Year,SW1V 2QX,0,Admin,,
Ministry of Justice,MoJ HQ,22-Aug-13,262000-SCA Costs,QZ500-Arms Length Bodies (CPG),NATIONAL SAVINGS & INVESTMENTS,3513,"548,674.75",Provision of Court Funds Office service for the 2012/13 Financial Year,SW1V 2QX,0,Admin,,
Ministry of Justice,MoJ HQ,09-Aug-13,263000-Other Contracted Out Services,OZ501-HRD Feeder,CABINET OFFICE,3482,"2,614,844.00",Overall cost of the CSHR expert Services cost. This will then be separated between NOMS and MoJ.,CF14 3UW,0,Admin,,
Ministry of Justice,MoJ HQ,22-Aug-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3512,"355,372.79",PARC YOI Contract- NOMS Contract,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,21-Aug-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3508,"393,414.32",ESCORTING CONTRACT FOR YOIs - FY13-14.,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),3511,"437,581.93",Ashfield YOI Contract- Payment relates to the demobilisation cost for the Ashfield establishment,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,12-Aug-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,MEDOMSLEY TRAINING SERVICES LTD,1108139,"680,305.54",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate. VAT should not be paid on this contract.,RG29 9XB,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (COOKHAM WOOD) LTD,1108310,"997,894.26",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate. for Medway - VAT should not be paid on this contract.,OX17 3NS,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,263000-Other Contracted Out Services,RC999-Criminal Justice Group - OMS,ECD (COOKHAM WOOD) LTD,1108310,"1,319,175.87",Supplier is contracted to run a secure training centre which forms part of the juvenile secure estate. for Rainsbrook- VAT should not be paid on this contract.,OX17 3NS,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,263000-Other Contracted Out Services,LZ600-Transforming Justice,STAFFORDSHIRE COUNTY COUNCIL,1108649,"154,937.76",Relates to services received by Claims Management Regulation Unit,ST16 2DH,0,Admin,,
Ministry of Justice,MoJ HQ,22-Aug-13,263000-Other Contracted Out Services,LZ600-Transforming Justice,STAFFORDSHIRE COUNTY COUNCIL,1108867,"228,454.62",Staffordshire Council County to  continue to provide the Claims Management Regulation Compliance Office under contract to the MOJ.,ST16 2DH,0,Admin,,
Ministry of Justice,MoJ HQ,29-Aug-13,263000-Other Contracted Out Services,OZ501-HRD Feeder,GOVERNMENT ACTUARY'S DEPARTMENT,3524,"34,961.28",Advice on judicial pensions actuaries for 2013-14,EC4A 1AB,0,Admin,,
Ministry of Justice,MoJ HQ,12-Aug-13,264000-Consultancy,PZ501-MoJ ICT Feeder,CGI IT UK LTD,1108065,"61,595.01","L-R-03593-03-V01 IDP Programme Manager 						",CF31 9AP,0,Programme,,
Ministry of Justice,MoJ HQ,29-Aug-13,264000-Consultancy,LZ600-Transforming Justice,PA CONSULTING GROUP,1109197,"35,950.00",To  Provide Rehabilitation Programme with HR People Transition Support for the probation reorganisation,SW1W 9SR,0,Programme,,
Ministry of Justice,MoJ HQ,08-Aug-13,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,STC ENERGY MANAGEMENT,1107998,"37,500.00",IT Services - STC Energy Management for providing Hosted Energy Management Service,BR3 4BJ,0,Admin,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1108501,"46,437.00","A-R-03748-03 Call Centre solution for the Legal Aid Agency relocation to 102PF						",WV10 6UH,0,Admin,,
Ministry of Justice,MoJ HQ,05-Aug-13,265000-IT & Telecommunications,NZ406-Strategic Estates Feeder,ATOS IT SERVICES UK LTD,1107662,"51,445.00",CCN A-S-3748-02 - Decommissioning of Exchange Tower (one off cost),WV10 6UH,0,Admin,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1107493,"57,677.57",Exchange Account Mgmt (CCN337) From Apr12 to July12 Support of CJS (CCN337) Detailed Analysis work package from Apr12 to July12 Support of CJS (CCN337) Detailed Analysis work package from Apr12 to July12,WA3 9BD,0,Admin,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1107493,"59,175.85","CCN442 Fujitsu Advisory Services-Delivery of 6 ""Discovery"" Work Packages (300 man days) One off charges						 							",WA3 9BD,0,Admin,,
Ministry of Justice,MoJ HQ,05-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,MICROSOFT UK LTD,1107772,"52,000.00",Microsoft Services via the Government Cloudstore to support the Unified Messaging Proof of Concept Demonstrations 1st April 2012- 31st March 2013,RG6 1WG,0,Admin,,
Ministry of Justice,MoJ HQ,05-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,MICROSOFT UK LTD,1107772,"62,000.00",Microsoft Services via the Government Cloudstore to support the Unified Messaging Proof of Concept Demonstrations 1st April 2012- 31st March 2013,RG6 1WG,0,Admin,,
Ministry of Justice,MoJ HQ,09-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,IT CONSULTING REGENCY,23085,"47,197.00",Support Services for CJSE Services Operational Security; CJSE/CJSM Services Accreditation; CJSE & CJSM Transformation (Transition) IA; Legacy Web Hosting Environment; Cross MoJ Accreditation; ACOCAO Accreditation,GL50 1TY,0,Admin,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1107483,"147,424.00",G-Cloud III service identification number 3.G3.166.043 The Information Assurance Service,GU2 7YP,0,Admin,,
Ministry of Justice,MoJ HQ,29-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1109105,"177,674.00","""G-Cloud III service identification number: 3.G3.166.043 The Information Assurance Service. """,GU2 7YP,0,Admin,,
Ministry of Justice,MoJ HQ,05-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1107662,"30,019.59",ICT Network Services (Schedule),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1107430,"34,627.00","CCN A-R-03706-01-v05 - Provision, configuration, delivery & set-up of RAS laptops & Printers (X 33)",WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1107430,"40,532.27",ICT Telephony (Schedule),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1107430,"108,466.40",ICT Laptops (Schedule),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1107430,"345,154.00",ICT Service Desk (Schedule),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1107430,"648,392.55",ICT Desktops (Schedule),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,05-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1107662,"1,252,015.05",ICT Network Services (Schedule),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CGI IT UK LTD,1107458,"117,253.42",ICT App Maint & Supp (Schedule),CF31 9AP,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE IT,3510,"121,327.22","MaLI Ref: HQ319 - POISE Support Extension with HOIT (01/07/13 - 30/09/13)							",NP20 9BB,E198,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HOME OFFICE,3509,"202,473.00","MaLI Ref: HQ319 - POISE Support Extension with HOIT (01/04/13 - 30/06/13) - HOIT CCN Ref: 1088					 					",NP20 9BB,E198,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CGI IT UK LTD,1107458,"277,512.65",ICT Printing (Schedule),CF31 9AP,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CGI IT UK LTD,1107458,"402,178.00",ICT Hosting (Schedule),CF31 9AP,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CGI IT UK LTD,1107458,"2,059,435.65",ICT App Maint & Supp (Schedule),CF31 9AP,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1108703,"41,071.80","CCN3522	 RFD Process - responses to bidder questions & information provided to populate the SKL						 						",WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,08-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1107933,"67,181.11",HP NICTS Telephony (NON VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1107519,"70,294.14",HP NICTS Telephony (NON VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1108581,"77,432.00",HP NICTS Exit (VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,08-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1107933,"92,725.97",HP NICTS Network Services (VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1108581,"230,321.00",HP NICTS Telephony (NON VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1108581,"230,962.36",HP NICTS Security (VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,08-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1107933,"334,804.22",HP NICTS General (VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1108581,"391,473.38",HP NICTS SIAM (VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1108581,"395,165.58",HP NICTS General (VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,08-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,SAP (UK) LTD,1107990,"406,284.80",SAP Maintenance & Support service,TW14 8HD,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1108581,"582,113.40",HP NICTS Network Services (VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1108581,"682,259.56",HP NICTS Hosting (VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,27-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1108978,"726,191.21",HP NICTS Telephony (NON VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1107519,"1,718,639.60",HP NICTS EUC (VAT Rec) FY13/14 Onwards,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1108868,"61,557.16",STERIA OMNI SIAM (VAT Rec) FY13/14 Onwards,M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1108868,"103,062.33",STERIA OMNI Network Services (VAT Rec) FY13/14 Onwards,M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1107611,"148,093.82",STERIA OMNI Network - Telephony (NON VAT Rec) FY13/14 Onwards,M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1108868,"276,261.83",STERIA OMNI App Maint & Supp (VAT Rec) FY13/14 Onwards,M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1107611,"305,887.58",STERIA OMNI General - Other (VAT Rec) FY13/14 Onwards,M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1107611,"584,342.01",STERIA OMNI Network Services (VAT Rec) FY13/14 Onwards,M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1108868,"815,355.31",STERIA OMNI EUC - Desktops (VAT Rec) FY13/14 Onwards,M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1108868,"816,451.16",STERIA OMNI Hosting (VAT Rec) FY13/14 Onwards,M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,30-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,SOFTCAT LTD,1109288,"163,726.50",Maintenance Bronze date of item 22 Nov 2012 to 21 Nov 2013,SL7 1LW,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ORACLE CORPORATION UK LTD,1107576,"214,167.19",Oracle Support & Renewal  Start date 31st July 2013 - End date 5th April 2014 Oracle Support & Renewal  Start date 6th April 2013 - End date 5th April 2015,RG6 1RA,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,TRUSTMARQUE SOLUTIONS LTD,1108468,"39,705.75",HS-UAG7000 24 x 7 Hardware Support with 4-Hour Onsite - 1 year- UAG Software Remote Support-Strategic Support Agreement,YO32 9GZ,0,Programme,,
Ministry of Justice,MoJ HQ,30-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,SOFTCAT LTD,1109288,"87,154.64",Primary Support Engineer EMEA (Zone 1),SL7 1LW,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1107451,"40,022.00",GCF Framework Agreement Schedule 18 Call-Off schedule,MK3 5JP,0,Programme,,
Ministry of Justice,MoJ HQ,29-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1109081,"40,022.00",GCF Framework Agreement Schedule 18 Call-Off schedule,MK3 5JP,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1107451,"571,763.70",GCF Framework Agreement Schedule 18 Call-Off schedule,MK3 5JP,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1107451,"206,393.27",CJSM Yearly costs,MK3 5JP,0,Programme,,
Ministry of Justice,MoJ HQ,29-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1109081,"206,393.27",CJSM Yearly costs,MK3 5JP,0,Programme,,
Ministry of Justice,MoJ HQ,08-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1107919,"34,464.98",FJS Governance   Managed Service (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,08-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1107919,"106,019.34",FJS Licensing  Managed Service (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108325,"99,563.62",FJS Apps Tower - Operations - Other + Discount & Gain Share (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108325,"118,278.07",FJS Hosting Tower - Operations - Other + Discount & Gain Share (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108325,"189,684.44",FJS Operations - Production Environment   Managed Service (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108325,"27,665.40",FJS Programme & Project Mgmt   Managed Service (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108557,"42,408.42",FJS Service Desk   Managed Service (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108325,"146,534.86",FJS Service Management   Managed Service (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108325,"88,892.32",FJS Solution Assurance   Managed Service (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108325,"101,827.94",FJS Security Management  Managed Service (Schedule),WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,12-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1108042,"156,491.19",Atos ICT Hosting (VAT Rec) FY12/13 (Schedule),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1107430,"181,121.78",CCN A-R-01986-22-V03 - Further IDP Implemenation Resources 2013 (one off cost),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1107430,"193,081.05",CCN A-R-01986-22-V03 - Further IDP Implemenation Resources 2013 (one off cost),WV10 6UH,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108557,"46,491.12","CCN No: 432 - YJB Connectivity Hosting 01/04/12 - 31/07/13					 					 							",WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,29-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1109120,"49,975.20","CCN No: F441 YJB Connectivity Relocation and Additional Support 01/08/12 - 31/07/13 ONGOING CHARGES				 					",WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,19-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1108557,"92,982.24","CCN No: 432 - YJB Connectivity Hosting 01/04/12 - 31/07/13					 					 							",WA3 9BD,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CACI LTD,1108726,"306,580.00",Services as described in the agreement relating to ASSETPLUS-Software Release changes to Case Management software system(s) (to implement ASSETPLUS) used by Youth Offending Teams within Local Authorities,W14 8TS,0,Programme,,
Ministry of Justice,MoJ HQ,22-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,QINETIQ LTD,1108849,"43,381.00",HMCTS 233-01 NISE CCNQI009 Deliverable L: IDS Service Support Charge 13/12/12 - 31/03/13,PO12 2AG,E003,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CGI IT UK LTD,1108277,"48,480.82","LS-3825-04 - HQ279 - DSUP - LS-03825-04 - CGI Resources for DSUP (Prog Dir, Service & Technical  Architects)						 							",CF31 9AP,E011,Programme,,
Ministry of Justice,MoJ HQ,15-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CGI IT UK LTD,1108277,"71,577.00","MaLI Ref: HQ319 - CCN L-R-3650-04 - PPO and AS Full Transition-One off cost  							",CF31 9AP,E198,Programme,,
Ministry of Justice,MoJ HQ,01-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CGI IT UK LTD,1107458,"71,578.00","MaLI Ref: HQ319 - CCN L-R-3650-04 - PPO and AS Full Transition-One off cost  							",CF31 9AP,E198,Programme,,
Ministry of Justice,MoJ HQ,27-Aug-13,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1108935,"75,298.00","AS-03786-15-HQ279 - PQ105-E011- W/O A-S-03786-15 DSUP FEASIBILITY						",WV10 6UH,E011,Programme,,
