Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł312.96,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł5.28,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł563.09,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł3.38,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł470.98,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,"Ł2,532.45",Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł271.48,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Corporate,13-Oct-11,PROFESSIONAL FEES,F&C,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł69.92,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł9.00,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł331.49,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł17.30,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł2.59,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł0.86,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł11.72,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Corporate,13-Oct-11,PROFESSIONAL FEES,F&C,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł74.59,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Corporate,13-Oct-11,PROFESSIONAL FEES,F&C,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł46.52,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł12.72,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł838.96,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Corporate,13-Oct-11,PROFESSIONAL FEES,F&C,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł49.63,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Corporate,13-Oct-11,PROFESSIONAL FEES,F&C,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł105.84,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Corporate,13-Oct-11,PROFESSIONAL FEES,F&C,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł55.20,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Corporate,13-Oct-11,PROFESSIONAL FEES,F&C,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł35.40,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł28.14,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Corporate,13-Oct-11,PROFESSIONAL FEES,STR,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł28.93,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł8.02,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,"Pension, Disability Carers Services",13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł3.22,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł16.81,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł86.90,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł33.33,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł16.89,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Employment Programmes,13-Oct-11,PROFESSIONAL FEES,COO,THE BIG WORD INTERPRETING SERVICES LTD,2022855690,Ł175.09,Business & Financial Services,Interpreter Services,Interpreters
Department for Work and Pensions,Jobcentre Plus,13-Oct-11,EMPLOYMENT PROGRAMMES,Excluded,TNG BUSINESS SUPPORT LTD.,2022855706,"Ł25,746.90",Welfare to Work,Client Facing,EMPLOYMENT PROGRAMMES
Department for Work and Pensions,Corporate,13-Oct-11,EMPLOYMENT ZONES,Change PMU,UNIFY CREDIT UNION LTD,2022855723,"Ł33,000.00",Business & Financial Services,Client Services,Growth Fund
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł4,800.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł6,125.80",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł2,400.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł15,266.76",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł4,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł26,800.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł9,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł7,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł1,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł5,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł1,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł6,800.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł1,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł9,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł4,400.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł1,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł1,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,13-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,WORKING LINKS,2022855788,"Ł3,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Jobcentre Plus,13-Oct-11,EMPLOYMENT PROGRAMMES,Excluded,WORKING LINKS,2022855789,"Ł53,048.08",Welfare to Work,Client Facing,EMPLOYMENT PROGRAMMES
Department for Work and Pensions,European Social Fund,13-Oct-11,ESF Expenditure,STR,WORKERS EDUCATIONAL ASSOCIATION EAST MIDLANDS REGION,5000000755,"Ł56,302.00",European Social Fund,European Social Fund,European Social Fund
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł3,000.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł600.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł1,800.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł1,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł1,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł2,400.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł600.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł600.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł1,333.34",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - NON-WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł4,000.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł7,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł7,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł3,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł800.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł1,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł2,400.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł800.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł17,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł4,400.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł1,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł3,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł18,800.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł2,800.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,"Ł4,800.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,A4E LTD,2022857811,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł1,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,Ł600.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł3,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł6,800.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,-Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł1,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,-Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł3,600.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł3,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł2,000.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł11,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł8,400.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł8,000.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,"Ł5,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,AVANTA ENTERPRISE LTD,2022857843,Ł800.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,BEST LTD,2022857898,"Ł1,200.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,BEST LTD,2022857898,Ł600.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,BEST LTD,2022857898,Ł400.00,Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,BEST LTD,2022857898,"Ł10,000.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,BEST LTD,2022857898,Ł400.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,BEST LTD,2022857898,"Ł16,400.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,BEST LTD,2022857898,"Ł2,400.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Employment Programmes,14-Oct-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,BEST LTD,2022857898,"Ł2,400.00",Welfare to Work,Client Facing,EP PROVIDER PAYMENT - WORK PROGRAMME
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2022857996,"Ł23,607.48",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,PS,CAPITA RESOURCING LTD,2022857996,"Ł1,061.72",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,PS,CAPITA RESOURCING LTD,2022857996,"Ł3,504.56",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,PS,CAPITA RESOURCING LTD,2022857996,"Ł1,091.40",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2022857996,"Ł39,735.42",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Jobcentre Plus,14-Oct-11,COMPUTER SERVICES,Change PMU,CAPITA RESOURCING LTD,2022857996,"Ł3,726.20",Information & Communications Technology,Systems Delivery,Application Development
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,Change PMU,CAPITA RESOURCING LTD,2022857996,"Ł54,959.50",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2022857996,"Ł2,427.60",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2022857996,"Ł26,392.24",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,PS,CAPITA RESOURCING LTD,2022857996,"Ł2,867.89",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2022857996,"Ł52,576.99",Professional Services,Professional Staff,Interim Personnel
Department for Work and Pensions,Corporate,14-Oct-11,TEMPORARY (TEMP) STAFF COSTS,CIT,CAPITA RESOURCING LTD,2022857996,"Ł8,850.12",Professional Services,Professional Staff,Interim Personnel
