MODGPC00148413,31-May-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,285.20",,,,,,,,,,,
MODGPC00148444,07-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,283.77",,,,,,,,,,,
MODGPC00148444,17-Jun-16,Hotels And Motels, CROWNE PLAZA HOTELS,"£1,281.84",,,,,,,,,,,
MODGPC00147570,13-Jun-16,Other Supplies, MISC GENERAL MERCHANDISE,"£1,280.40",,,,,,,,,,,
MODGPC00148445,03-Jun-16,Transportation, TAXICABS/LIMOUSINES,"£1,280.30",,,,,,,,,,,
MODGPC00147139,18-Jun-16,Other Supplies, COMBINATION CATALOG & RETAIL,"£1,278.78",,,,,,,,,,,
MODGPC00148444,15-Jun-16,Hotels And Motels, MARRIOTT,"£1,278.78",,,,,,,,,,,
MODGPC00147352,15-Jun-16,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,277.83",,,,,,,,,,,
MODGPC00148444,07-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,276.00",,,,,,,,,,,
MODGPC00148445,02-Jun-16,Transportation, TAXICABS/LIMOUSINES,"£1,275.60",,,,,,,,,,,
MODGPC00148444,23-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,275.13",,,,,,,,,,,
MODGPC00148445,29-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£1,273.89",,,,,,,,,,,
MODGPC00148444,20-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,271.00",,,,,,,,,,,
MODGPC00147337,15-Jun-16,Other Supplies, MISC GENERAL MERCHANDISE,"£1,269.20",,,,,,,,,,,
MODGPC00146735,23-Jun-16,Miscellaneous, OTHER DIRECT MARKETERS,"£1,269.00",,,,,,,,,,,
MODGPC00146418,29-Jun-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,"£1,268.84",,,,,,,,,,,
MODGPC00148444,11-Jun-16,Hotels And Motels, MARRIOTT,"£1,268.77",,,,,,,,,,,
MODGPC00147309,14-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,268.22",,,,,,,,,,,
MODGPC00147394,14-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,268.00",,,,,,,,,,,
MODGPC00148305,01-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,267.45",,,,,,,,,,,
MODGPC00147457,14-Jun-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,267.20",,,,,,,,,,,
MODGPC00148445,16-Jun-16,Transportation, TRANSPORTATION SVCS - DEFAULT,"£1,265.54",,,,,,,,,,,
MODGPC00147202,16-Jun-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,265.00",,,,,,,,,,,
MODGPC00147807,09-Jun-16,Retail, ELECTRONICS STORES,"£1,264.80",,,,,,,,,,,
MODGPC00148445,16-Jun-16,Transportation, TRANSPORTATION SVCS - DEFAULT,"£1,264.74",,,,,,,,,,,
MODGPC00148444,11-Jun-16,Hotels And Motels, DELTA HOTEL,"£1,262.28",,,,,,,,,,,
MODGPC00148440,31-May-16,Clothing/Shoes/Uniforms, MEN/BOYS CLOTHING/ACC STORES,"£1,260.41",,,,,,,,,,,
MODGPC00147156,17-Jun-16,Retail, GROCERY STORES/SUPERMARKETS,"£1,254.81",,,,,,,,,,,
MODGPC00148445,01-Jun-16,Transportation, CRUISE LINES,"£1,250.61",,,,,,,,,,,
MODGPC00148444,06-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,249.52",,,,,,,,,,,
MODGPC00148445,21-Jun-16,Transportation, CRUISE LINES,"£1,247.26",,,,,,,,,,,
MODGPC00146918,21-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,246.80",,,,,,,,,,,
MODGPC00148444,28-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,246.44",,,,,,,,,,,
MODGPC00146852,22-Jun-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£1,245.08",,,,,,,,,,,
MODGPC00148162,03-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,241.24",,,,,,,,,,,
MODGPC00148444,10-Jun-16,Hotels And Motels, HILTON,"£1,240.71",,,,,,,,,,,
MODGPC00146861,22-Jun-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£1,240.54",,,,,,,,,,,
MODGPC00148444,13-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,240.50",,,,,,,,,,,
MODGPC00146736,23-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,239.60",,,,,,,,,,,
MODGPC00147263,15-Jun-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,239.19",,,,,,,,,,,
MODGPC00148017,06-Jun-16,Facilities/Repair Services, GEN CONTRACTORS RESIDENTL/COML,"£1,232.87",,,,,,,,,,,
MODGPC00147559,13-Jun-16,Miscellaneous, CONTINUITY/SUBSCRIPTION MERCHT,"£1,230.00",,,,,,,,,,,
MODGPC00147671,10-Jun-16,Retail, MISC FOOD STORES - DEFAULT,"£1,229.88",,,,,,,,,,,
MODGPC00148444,29-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,229.85",,,,,,,,,,,
MODGPC00148444,26-Jun-16,Hotels And Motels, RESIDENCE INN,"£1,228.84",,,,,,,,,,,
MODGPC00148444,10-Jun-16,Hotels And Motels, HILTON,"£1,228.65",,,,,,,,,,,
MODGPC00146948,21-Jun-16,Retail, SPORTS/RIDING APPAREL STORES,"£1,226.09",,,,,,,,,,,
MODGPC00146849,21-Jun-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,225.44",,,,,,,,,,,
MODGPC00148311,01-Jun-16,Entertainment, RECREATION SERVICES,"£1,225.00",,,,,,,,,,,
MODGPC00147999,07-Jun-16,Business To Business Facility/, MOTOR VEHICLE SUPPLY/NEW PARTS,"£1,224.83",,,,,,,,,,,
MODGPC00147631,09-Jun-16,Government, SCHOOLS - DEFAULT,"£1,224.00",,,,,,,,,,,
MODGPC00147633,09-Jun-16,Government, SCHOOLS - DEFAULT,"£1,224.00",,,,,,,,,,,
MODGPC00147634,09-Jun-16,Government, SCHOOLS - DEFAULT,"£1,224.00",,,,,,,,,,,
MODGPC00148444,17-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,223.55",,,,,,,,,,,
MODGPC00146922,21-Jun-16,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,"£1,221.60",,,,,,,,,,,
MODGPC00146635,20-Jun-16,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£1,217.92",,,,,,,,,,,
MODGPC00148444,06-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,216.00",,,,,,,,,,,
MODGPC00147273,15-Jun-16,Miscellaneous, MISC PERSONAL SERV - DEF,"£1,215.49",,,,,,,,,,,
MODGPC00146384,29-Jun-16,Retail, FABRIC STORES,"£1,215.36",,,,,,,,,,,
MODGPC00148444,02-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,215.00",,,,,,,,,,,
MODGPC00148445,21-Jun-16,Transportation, TRAVEL AGENCIES,"£1,214.34",,,,,,,,,,,
MODGPC00148445,07-Jun-16,Transportation, CRUISE LINES,"£1,213.66",,,,,,,,,,,
MODGPC00148445,07-Jun-16,Transportation, CRUISE LINES,"£1,213.66",,,,,,,,,,,
MODGPC00147278,15-Jun-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£1,212.00",,,,,,,,,,,
MODGPC00147281,15-Jun-16,Professional Services, MGMT/CONSULT/PUBLIC REL SER,"£1,212.00",,,,,,,,,,,
MODGPC00148444,23-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,208.97",,,,,,,,,,,
MODGPC00147488,13-Jun-16,Business Services, ADVERTISING SERVICES,"£1,208.70",,,,,,,,,,,
MODGPC00147743,09-Jun-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£1,207.74",,,,,,,,,,,
MODGPC00148180,03-Jun-16,Business To Business Eqpt/Furn, COMMERCIAL FURNITURE,"£1,207.20",,,,,,,,,,,
MODGPC00146628,24-Jun-16,Government, SCHOOLS - DEFAULT,"£1,206.00",,,,,,,,,,,
MODGPC00147108,17-Jun-16,Government, SCHOOLS - DEFAULT,"£1,206.00",,,,,,,,,,,
MODGPC00148445,24-Jun-16,Airlines, DELTA,"£1,205.10",,,,,,,,,,,
MODGPC00148444,02-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,204.04",,,,,,,,,,,
MODGPC00148090,06-Jun-16,Equipment And Furniture, FURNITURE/EQUIP STORES,"£1,203.89",,,,,,,,,,,
MODGPC00146452,28-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,203.60",,,,,,,,,,,
MODGPC00147307,15-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,203.60",,,,,,,,,,,
MODGPC00148334,01-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,203.60",,,,,,,,,,,
MODGPC00148341,01-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,203.60",,,,,,,,,,,
MODGPC00148444,25-Jun-16,Hotels And Motels, DOUBLETREE HOTEL,"£1,202.34",,,,,,,,,,,
MODGPC00148444,25-Jun-16,Hotels And Motels, DOUBLETREE HOTEL,"£1,202.34",,,,,,,,,,,
MODGPC00147828,08-Jun-16,Facilities/Repair Services, ROOFING/SIDING/SHEET METAL,"£1,200.72",,,,,,,,,,,
MODGPC00146523,27-Jun-16,Miscellaneous, MISC PERSONAL SERV - DEF,"£1,200.00",,,,,,,,,,,
MODGPC00146741,23-Jun-16,Retail, CANDY/NUT/CONFECTION STORE,"£1,200.00",,,,,,,,,,,
MODGPC00146892,21-Jun-16,Medical, MED/HEALTH SERVICES - DEF,"£1,200.00",,,,,,,,,,,
MODGPC00148025,06-Jun-16,Equipment And Furniture, TOOL HIRE,"£1,200.00",,,,,,,,,,,
MODGPC00148048,06-Jun-16,Government, SCHOOLS - DEFAULT,"£1,200.00",,,,,,,,,,,
MODGPC00148444,28-Jun-16,Hotels And Motels, HOLIDAY INN,"£1,200.00",,,,,,,,,,,
MODGPC00148444,07-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,200.00",,,,,,,,,,,
MODGPC00148444,28-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,199.24",,,,,,,,,,,
MODGPC00146802,22-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,198.80",,,,,,,,,,,
MODGPC00147120,17-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,198.80",,,,,,,,,,,
MODGPC00147124,17-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,198.80",,,,,,,,,,,
MODGPC00148012,06-Jun-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,198.80",,,,,,,,,,,
MODGPC00148348,01-Jun-16,Business To Business Eqpt/Furn, DURABLE GOODS - DEFAULT,"£1,197.24",,,,,,,,,,,
MODGPC00148444,18-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,195.00",,,,,,,,,,,
MODGPC00146364,29-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,194.00",,,,,,,,,,,
MODGPC00148445,22-Jun-16,Transportation, TRAVEL AGENCIES,"£1,193.88",,,,,,,,,,,
MODGPC00146463,28-Jun-16,Miscellaneous, CHARITABLE/SOC SERVICE ORGS,"£1,192.80",,,,,,,,,,,
MODGPC00148148,03-Jun-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,192.73",,,,,,,,,,,
MODGPC00147720,09-Jun-16,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,"£1,192.25",,,,,,,,,,,
MODGPC00147721,09-Jun-16,Auto/Vehicle Rentals, ENTERPRISE RENT-A-CAR,"£1,192.25",,,,,,,,,,,
MODGPC00148445,17-Jun-16,Transportation, CRUISE LINES,"£1,190.08",,,,,,,,,,,
MODGPC00148445,17-Jun-16,Transportation, CRUISE LINES,"£1,190.08",,,,,,,,,,,
MODGPC00147439,14-Jun-16,Eating And Drinking Places, RESTAURANTS,"£1,188.31",,,,,,,,,,,
MODGPC00148445,28-Jun-16,Airlines, DELTA,"£1,187.52",,,,,,,,,,,
MODGPC00148444,14-Jun-16,Hotels And Motels, HOLIDAY INN,"£1,187.40",,,,,,,,,,,
MODGPC00146919,21-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,185.60",,,,,,,,,,,
MODGPC00147885,08-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,182.44",,,,,,,,,,,
MODGPC00146864,22-Jun-16,Auto/Vehicle Dealers, MISC AUTO DEALERS - DEFAULT,"£1,181.64",,,,,,,,,,,
MODGPC00146693,23-Jun-16,Medical, MEDICAL/DENTAL LABS,"£1,181.52",,,,,,,,,,,
MODGPC00148445,13-Jun-16,Transportation, TRAVEL AGENCIES,"£1,181.00",,,,,,,,,,,
MODGPC00148445,07-Jun-16,Transportation, TRAVEL AGENCIES,"£1,180.92",,,,,,,,,,,
MODGPC00147508,13-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,179.00",,,,,,,,,,,
MODGPC00147510,13-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,179.00",,,,,,,,,,,
MODGPC00147513,13-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,179.00",,,,,,,,,,,
MODGPC00147514,13-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,179.00",,,,,,,,,,,
MODGPC00146420,28-Jun-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,177.20",,,,,,,,,,,
MODGPC00148444,07-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,176.58",,,,,,,,,,,
MODGPC00148444,13-Jun-16,Hotels And Motels, CROWNE PLAZA HOTELS,"£1,175.98",,,,,,,,,,,
MODGPC00146572,27-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,175.69",,,,,,,,,,,
MODGPC00147378,14-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,174.20",,,,,,,,,,,
MODGPC00148170,03-Jun-16,Clothing/Shoes/Uniforms, MENS/WOMENS CLOTHING STORES,"£1,173.80",,,,,,,,,,,
MODGPC00147609,10-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,173.72",,,,,,,,,,,
MODGPC00147163,17-Jun-16,Business To Business Eqpt/Furn, COMPUTER SOFTWARE STORES,"£1,171.31",,,,,,,,,,,
MODGPC00147179,16-Jun-16,Auto/Vehicle Rentals, TRUCK/UTILITY TRAILER RENTALS,"£1,168.50",,,,,,,,,,,
MODGPC00147133,16-Jun-16,Business To Business Other Sup, UNIFORMS & COMMERCIAL CLOTHING,"£1,167.86",,,,,,,,,,,
MODGPC00148231,02-Jun-16,Government, SCHOOLS - DEFAULT,"£1,167.60",,,,,,,,,,,
MODGPC00148232,02-Jun-16,Government, SCHOOLS - DEFAULT,"£1,167.60",,,,,,,,,,,
MODGPC00148444,10-Jun-16,Hotels And Motels, MARRIOTT,"£1,165.83",,,,,,,,,,,
MODGPC00147351,14-Jun-16,Utilities, TELECOMMUNICATION SERVICES,"£1,164.21",,,,,,,,,,,
MODGPC00146543,27-Jun-16,Government, SCHOOLS - DEFAULT,"£1,160.83",,,,,,,,,,,
MODGPC00146718,23-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,160.63",,,,,,,,,,,
MODGPC00146624,24-Jun-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,160.58",,,,,,,,,,,
MODGPC00148345,01-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,160.10",,,,,,,,,,,
MODGPC00148444,23-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,160.00",,,,,,,,,,,
MODGPC00146441,28-Jun-16,Equipment And Furniture, TOOL HIRE,"£1,159.60",,,,,,,,,,,
MODGPC00148410,31-May-16,Equipment And Furniture, TOOL HIRE,"£1,159.60",,,,,,,,,,,
MODGPC00147894,08-Jun-16,Other Supplies, CATALOG MERCHANT,"£1,159.41",,,,,,,,,,,
MODGPC00148445,27-Jun-16,Transportation, LOCAL COMMUTER TRANSPORT,"£1,159.00",,,,,,,,,,,
MODGPC00146540,27-Jun-16,Retail, SPORTING GOODS STORES,"£1,155.67",,,,,,,,,,,
MODGPC00148139,03-Jun-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,155.60",,,,,,,,,,,
MODGPC00147236,16-Jun-16,Auto/Vehicle Dealers, CAR & TRUCK DEALERS/USED ONLY,"£1,155.16",,,,,,,,,,,
MODGPC00147294,15-Jun-16,Facilities/Repair Supplies, BICYCLE SHOPS/SALES/SERVICE,"£1,154.89",,,,,,,,,,,
MODGPC00148445,15-Jun-16,Transportation, CRUISE LINES,"£1,154.76",,,,,,,,,,,
MODGPC00148444,07-Jun-16,Hotels And Motels, HOLIDAY INN,"£1,152.42",,,,,,,,,,,
MODGPC00146539,27-Jun-16,Retail, SPORTING GOODS STORES,"£1,152.41",,,,,,,,,,,
MODGPC00147330,15-Jun-16,Other Supplies, CATALOG MERCHANT,"£1,151.88",,,,,,,,,,,
MODGPC00146562,27-Jun-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,151.76",,,,,,,,,,,
MODGPC00147182,16-Jun-16,Business Expenses/Services, COMPUTER MAINT/SVCS - DEF,"£1,151.69",,,,,,,,,,,
MODGPC00147015,20-Jun-16,Miscellaneous, MEMBER ORGANIZATIONS - DEF,"£1,149.60",,,,,,,,,,,
MODGPC00148444,17-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,148.47",,,,,,,,,,,
MODGPC00148444,17-Jun-16,Hotels And Motels, DELTA HOTEL,"£1,147.55",,,,,,,,,,,
MODGPC00146692,22-Jun-16,Business To Business Eqpt/Furn, BOOK STORES,"£1,146.67",,,,,,,,,,,
MODGPC00146589,27-Jun-16,Business To Business Facility/, PLUMBING/HEATING EQUIPMENT,"£1,143.48",,,,,,,,,,,
MODGPC00147793,09-Jun-16,Other Supplies, MISC GENERAL MERCHANDISE,"£1,141.32",,,,,,,,,,,
MODGPC00146533,27-Jun-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£1,140.00",,,,,,,,,,,
MODGPC00148444,09-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,140.00",,,,,,,,,,,
MODGPC00148192,02-Jun-16,Business To Business Services, MISC PUBLISHING & PRINTING,"£1,139.90",,,,,,,,,,,
MODGPC00148174,02-Jun-16,Equipment And Furniture, HOUSEHOLD APPLIANCE STORES,"£1,137.57",,,,,,,,,,,
MODGPC00146731,23-Jun-16,Other Supplies, CATALOG MERCHANT,"£1,137.53",,,,,,,,,,,
MODGPC00148444,02-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,137.43",,,,,,,,,,,
MODGPC00146812,22-Jun-16,Government, COLLEGES/UNIV/JC/PROFESSION,"£1,137.02",,,,,,,,,,,
MODGPC00148445,03-Jun-16,Transportation, TRAVEL AGENCIES,"£1,136.34",,,,,,,,,,,
MODGPC00148083,03-Jun-16,Business To Business Facility/, ELECTRICAL PARTS/EQUIPMENT,"£1,134.84",,,,,,,,,,,
MODGPC00147030,20-Jun-16,Facilities/Repair Supplies, HARDWARE STORES,"£1,134.60",,,,,,,,,,,
MODGPC00147148,19-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,134.00",,,,,,,,,,,
MODGPC00147731,09-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,132.20",,,,,,,,,,,
MODGPC00148198,02-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,132.20",,,,,,,,,,,
MODGPC00148283,02-Jun-16,Auto/Vehicle Dealers, BOAT DEALERS,"£1,130.04",,,,,,,,,,,
MODGPC00147546,13-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,129.34",,,,,,,,,,,
MODGPC00148444,14-Jun-16,Hotels And Motels, HOLIDAY INN,"£1,128.61",,,,,,,,,,,
MODGPC00146370,29-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,128.42",,,,,,,,,,,
MODGPC00147431,14-Jun-16,Business Expenses/Services, FLORIST SUPPLIES/NURSERY STOCK,"£1,128.22",,,,,,,,,,,
MODGPC00146448,28-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,127.27",,,,,,,,,,,
MODGPC00147835,08-Jun-16,Entertainment, TOURIST ATTRACTIONS AND XHBT,"£1,127.10",,,,,,,,,,,
MODGPC00147150,17-Jun-16,Eating And Drinking Places, RESTAURANTS,"£1,126.39",,,,,,,,,,,
MODGPC00147581,13-Jun-16,Retail, ELECTRONICS STORES,"£1,126.07",,,,,,,,,,,
MODGPC00147441,14-Jun-16,Other Supplies, CATALOG MERCHANT,"£1,125.60",,,,,,,,,,,
MODGPC00148363,01-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,125.00",,,,,,,,,,,
MODGPC00148208,02-Jun-16,Business Expenses/Services, QUICK COPY/REPRO SERVICES,"£1,124.52",,,,,,,,,,,
MODGPC00148445,31-May-16,Transportation, TRAVEL AGENCIES,"£1,124.49",,,,,,,,,,,
MODGPC00147787,09-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,122.35",,,,,,,,,,,
MODGPC00148125,03-Jun-16,Government, SCHOOLS - DEFAULT,"£1,122.00",,,,,,,,,,,
MODGPC00148444,07-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,122.00",,,,,,,,,,,
MODGPC00146821,22-Jun-16,Business To Business Eqpt/Furn, STATIONERY/OFFICE SUPPLIES,"£1,121.80",,,,,,,,,,,
MODGPC00147683,10-Jun-16,Retail, ELECTRONICS STORES,"£1,121.30",,,,,,,,,,,
MODGPC00148444,08-Jun-16,Hotels And Motels, HILTON,"£1,120.00",,,,,,,,,,,
MODGPC00148444,22-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,117.65",,,,,,,,,,,
MODGPC00147668,10-Jun-16,Miscellaneous, OTHER DIRECT MARKETERS,"£1,117.60",,,,,,,,,,,
MODGPC00146571,27-Jun-16,Other Supplies, MISC SPECIALTY RETAIL,"£1,117.45",,,,,,,,,,,
MODGPC00146957,21-Jun-16,Caterers Food, CATERERS,"£1,116.97",,,,,,,,,,,
MODGPC00148444,24-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,116.63",,,,,,,,,,,
MODGPC00148444,11-Jun-16,Hotels And Motels, MARATIM HOTELS,"£1,115.84",,,,,,,,,,,
MODGPC00148444,12-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,115.19",,,,,,,,,,,
MODGPC00146804,22-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,114.80",,,,,,,,,,,
MODGPC00147619,10-Jun-16,Government, GOV'T SERV - DEFAULT,"£1,114.80",,,,,,,,,,,
MODGPC00148033,06-Jun-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,114.80",,,,,,,,,,,
MODGPC00148034,06-Jun-16,Professional Services, PROFESSIONAL SERVICES - DEF,"£1,114.80",,,,,,,,,,,
MODGPC00147896,08-Jun-16,Business Expenses/Services, POSTAGE STAMPS,"£1,112.52",,,,,,,,,,,
MODGPC00148445,21-Jun-16,Transportation, CRUISE LINES,"£1,111.26",,,,,,,,,,,
MODGPC00148445,23-Jun-16,Airlines, AER LINGUS,"£1,108.39",,,,,,,,,,,
MODGPC00147210,16-Jun-16,Medical, MED/HEALTH SERVICES - DEF,"£1,106.88",,,,,,,,,,,
MODGPC00148423,31-May-16,Facilities/Repair Supplies, LUMBER/BUILD. SUPPLY STORES,"£1,105.97",,,,,,,,,,,
MODGPC00148445,03-Jun-16,Transportation, TRAVEL AGENCIES,"£1,104.79",,,,,,,,,,,
MODGPC00146401,28-Jun-16,Facilities/Repair Supplies, AUTOMOTIVE PARTS STORES,"£1,104.40",,,,,,,,,,,
MODGPC00146404,29-Jun-16,Auto/Vehicle Dealers, CAMPER TRAILER DEALER,"£1,104.00",,,,,,,,,,,
MODGPC00147399,14-Jun-16,Professional Services, ACCOUNTANTS/AUDITORS/BOOKPR,"£1,103.88",,,,,,,,,,,
MODGPC00147741,09-Jun-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£1,102.20",,,,,,,,,,,
MODGPC00146623,24-Jun-16,Professional Services, ARCHITECTURAL/ENG/SURVEY,"£1,102.09",,,,,,,,,,,
MODGPC00147674,10-Jun-16,Business To Business Eqpt/Furn, COMPUTERS/PERIPHERALS/SOFTWARE,"£1,101.75",,,,,,,,,,,
MODGPC00146337,29-Jun-16,Facilities/Repair Services, ELECTRICAL CONTRACTORS,"£1,101.67",,,,,,,,,,,
MODGPC00148010,06-Jun-16,Facilities Maintenance, SPECIALTY CLEANING/POLISHING,"£1,101.12",,,,,,,,,,,
MODGPC00148444,13-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,101.00",,,,,,,,,,,
MODGPC00147543,13-Jun-16,Business To Business Facility/, INDUSTRIAL SUPPLIES - DEF,"£1,099.01",,,,,,,,,,,
MODGPC00147333,15-Jun-16,Eating And Drinking Places, RESTAURANTS,"£1,097.28",,,,,,,,,,,
MODGPC00148444,29-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,097.18",,,,,,,,,,,
MODGPC00148444,22-Jun-16,Hotels And Motels, RESIDENCE INN,"£1,096.15",,,,,,,,,,,
MODGPC00148445,15-Jun-16,Transportation, CRUISE LINES,"£1,096.01",,,,,,,,,,,
MODGPC00147944,07-Jun-16,Freight/Courier/Warehouse Svcs, MOTOR FREIGHT CARRIERS,"£1,094.94",,,,,,,,,,,
MODGPC00146345,29-Jun-16,Equipment And Furniture, TOOL HIRE,"£1,093.80",,,,,,,,,,,
MODGPC00147602,10-Jun-16,Auto/Vehicle Expenses, AUTO BODY REPAIR SHOPS,"£1,093.69",,,,,,,,,,,
MODGPC00148445,10-Jun-16,Transportation, CRUISE LINES,"£1,093.53",,,,,,,,,,,
MODGPC00147868,07-Jun-16,Medical, HOSPITALS,"£1,092.05",,,,,,,,,,,
MODGPC00148234,02-Jun-16,Government, BUSINESS/SECRETARIAL SCHOOL,"£1,092.00",,,,,,,,,,,
MODGPC00148391,01-Jun-16,Business To Business Eqpt/Furn, COMMERCIAL EQUIPMENT - DEFAULT,"£1,092.00",,,,,,,,,,,
MODGPC00146602,24-Jun-16,Business Services, BUSINESS SERVICES - DEFAULT,"£1,090.80",,,,,,,,,,,
MODGPC00148444,24-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,090.80",,,,,,,,,,,
MODGPC00148445,24-Jun-16,Transportation, PARKING LOTS & GARAGES,"£1,090.80",,,,,,,,,,,
MODGPC00148445,20-Jun-16,Transportation, TRAVEL AGENCIES,"£1,089.09",,,,,,,,,,,
MODGPC00147937,07-Jun-16,Retail, SPORTING GOODS STORES,"£1,089.00",,,,,,,,,,,
MODGPC00148444,11-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,089.00",,,,,,,,,,,
MODGPC00148444,02-Jun-16,Hotels And Motels, HAMPTON INNS,"£1,088.00",,,,,,,,,,,
MODGPC00148444,23-Jun-16,Hotels And Motels, HOTELS/MOTELS/RESORTS,"£1,087.20",,,,,,,,,,,
