Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,Contract Number,Publish/Redact,Project Code
,,19/11/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303903RI,47940.42,,Publish,
,,19/11/2013,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303903RI,28341.45,,Publish,
,,19/11/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303903RI,25620.7,,Publish,
,,19/11/2013,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303903RI,46325.13,,Publish,
,,19/11/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303904RI,37511.67,,Publish,
,,19/11/2013,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303904RI,16825.99,,Publish,
,,19/11/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303904RI,9895.03,,Publish,
,,19/11/2013,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303904RI,28115.09,,Publish,
,,19/11/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303905RI,32895.09,,Publish,
,,19/11/2013,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00303905RI,3609.68,,Publish,
,,19/11/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,338466,127289.03,,Publish,
,,19/11/2013,Addition Clearing - SW LIC,DG: GOAD,EGTON MEDICAL INFORMATION SYSTEMS LTD,LARGE,LS19 7BY,IN73800-1,1407805,,Publish,
,,20/11/2013,Addition Clearing - SW LIC,DG: GOAD,EXTENDED CONTENT SOLUTIONS LTD,SME,GU2 TYG,11204,146400,,Publish,
,,20/11/2013,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,126259,53808,13815,Publish,
,,20/11/2013,Service charge,DG: GOAD,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003223853,44150.5,,Publish,
,,20/11/2013,Service charge,DG: GOAD,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003223853,44150.5,,Publish,
,,20/11/2013,Service charge,DG: GOAD,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003226966,1402108.9,,Publish,
,,20/11/2013,Service charge,DG: GOAD,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003226966,1715948.3,,Publish,
,,20/11/2013,Outsourcing Contract,DG: ERD,RUSSELL REYNOLDS ASSOCIATES LTD,LARGE,SW1Y 6QW,44029,35210.92,,Publish,
,,20/11/2013,Outsourcing Contract,DG: ERD,RUSSELL REYNOLDS ASSOCIATES LTD,LARGE,SW1Y 6QW,44029,8783.38,,Publish,
,,20/11/2013,Outsourcing Contract,DG: ERD,RUSSELL REYNOLDS ASSOCIATES LTD,LARGE,SW1Y 6QW,44029,-0.01,,Publish,
,,20/11/2013,Outsourcing Contract,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201348905,21032.92,,Publish,
,,20/11/2013,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584144881,153606,,Publish,
,,20/11/2013,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584144996,639374.9,,Publish,
,,20/11/2013,Outsourcing Contract,DG: PHD,SERCO LTD,LARGE,RG27 9UY,90926234,279459.02,,Publish,
,,21/11/2013,Radio communications,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,LARGE,SL1 2EJ,0900000137-306,2671991.02,,Publish,
,,21/11/2013,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,SME,LE16 9NR,126139,52954.58,,Publish,
,,21/11/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,340120PART PAYT,3295801.88,,Publish,
,,21/11/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,340121PART PAYT,1263038.88,,Publish,
,,21/11/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,340132PART PAYT,2424087.66,,Publish,
,,21/11/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,340133PART PAYT,772124.16,,Publish,
,,21/11/2013,IT minor costs non capital,DG: GOAD,COMPUTACENTER UK LTD,LARGE,AL10 9TW,3805219359,473083.2,,Publish,
,,21/11/2013,Building repairs & maintenance,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584145131,43292.16,,Publish,
,,21/11/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,CHAPS21/11/13,0,,Publish,
,,21/11/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,CHAPS21/11/13,8208.94,,Publish,
,,21/11/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,CHAPS21/11/13,0,,Publish,
,,21/11/2013,Service charge,DG: GOAD,BT GROUP PLC,LARGE,NW9 6LB,CHAPS21/11/13,13812.55,,Publish,
,,22/11/2013,Service charge,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201348735,6850476.69,,Publish,
,,22/11/2013,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201348736,1159192.44,,Publish,
,,22/11/2013,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584145330,53358.63,,Publish,
,,22/11/2013,IT minor costs non capital,DG: GOAD,SPECIALIST COMPUTER CENTRES PLC,LARGE,B11 2LE,OP/L731846,65036,,Publish,
,,22/11/2013,Research & development,DG: RDD,PROYKUMA TECHNOLOGIES LTD,SME,L3 5TF,PK003-2013,34279.49,,Publish,
,,22/11/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,GW Price Ltd,,,107122,50385.32,,Publish,
,,22/11/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,GW Price Ltd,,,107130,33820.2,,Publish,
,,22/11/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,GW Price Ltd,,,107127,62192.16,,Publish,
,,22/11/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,GW Price Ltd,,,107126,38792.11,,Publish,
,,22/11/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,GW Price Ltd,,,107134,39087.81,,Publish,
,,22/11/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,GW Price Ltd,,,107120,27770.49,,Publish,
,,22/11/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,Total Produce (Bodmin),,,B13100131878,42547.61,,Publish,
,,22/11/2013,"SFVS - product & distribution cost, during October 2013",DG: PHD,Total Produce (Bodmin),,,B13100131908,31510.71,,Publish,
,,25/11/2013,Distribution services,DG: GOAD,ROYAL MAIL HOLDINGS PLC,PUBLIC,PE1 2ZW,0001771583,89975,,Publish,
,,25/11/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00304268RI,278418.48,,Publish,
,,25/11/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00304269RI,428796.68,,Publish,
,,25/11/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00304270RI,39912.85,,Publish,
,,25/11/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00304271RI,250107.73,,Publish,
,,25/11/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00304290RI,360000,,Publish,
,,25/11/2013,Addition Clearing - OLB,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00304291RI,360000,,Publish,
,,25/11/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00304329RI,74571.15,,Publish,
,,25/11/2013,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00304331RI,30161.72,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,316.87,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,115.61,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,213.17,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,783.82,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,1802.78,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,3919.1,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,59.48,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,73.44,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,166.32,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,190.08,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,4872.76,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,231.55,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,42.1,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,5619.8,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,601.2,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,314.28,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,2243.38,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,34.15,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,1112.22,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,1088.64,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,724.55,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,489.26,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,528.76,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,107.14,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,101.3,,Publish,
,,25/11/2013,Raw materials & consumables,DG: SFNHS,WOCKHARDT UK LTD,LARGE,LL13 9UF,2300000033,237.6,,Publish,
,,29/11/2013,Revenue Grants to non-profit institutions,DG: SCLGCP,UNIVERSITY OF CENTRAL LANCASHIRE HEC,PUBLIC,PR1 2HE,ERS-509171-82961,113000,,Publish,
,,29/11/2013,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2918216,37740.93,,Publish,
,,29/11/2013,Professional fees,DG: SCLGCP,PGO FOREIGN CURRENCY PAYMENTS,PUBLIC,RH10 1UH,1042533320MON59H,46500,,Publish,
,,28/11/2013,Additions Other loans,DG: SFNHS,NHS PROPERTY SERVICES LTD NPS033,PUBLIC,SE1 6LH,NHSPS LOAN.,20000000,,Publish,
,,27/11/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-508996-82928,27197.96,,Publish,
,,27/11/2013,Research & development,DG: RDD,NOTTINGHAM TRENT UNIVERSITY,PUBLIC,NG1 4BU,ERS-508995-82929,58369,,Publish,
,,27/11/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-508992-82927,28390.42,,Publish,
,,01/11/2013,Capital Grants to local authorities,DG: GOAD,RUTLAND COUNTY COUNCIL,PUBLIC,LE15 6HP,ERS-507150-81801,409000,,Publish,
,,04/11/2013,Outsourcing Contract,DG: PHD,OFFICE FOR NATIONAL STATISTICS ONS,PUBLIC,NP10 8XG,1027111,123919,,Publish,
,,04/11/2013,Outsourcing Contract,DG: ERD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,CURTHP1/20101317,26666.67,,Publish,
,,05/11/2013,Policy Payments,DG: PHD,RURAL PAYMENTS AGENCY (RPA),PUBLIC,RG13BV,335599,30681.86,,Publish,
,,05/11/2013,Rates,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5026308,112791.03,,Publish,
,,05/11/2013,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5026308,533144.69,,Publish,
,,05/11/2013,Utilities,DG: GOAD,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,5026308,2774.54,,Publish,
,,05/11/2013,Capital Grants to local authorities,DG: GOAD,SUTTON LONDON BOROUGH COUNCIL,PUBLIC,SM1 1EA,ERS-507339-81841,197000,,Publish,
,,27/11/2013,Outsourcing Contract,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,PUBLIC,BN12 4XH,18000006522013,126532,,Publish,
,,07/11/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-507495-81915,40132,,Publish,
,,07/11/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-507512-81905,110847.36,,Publish,
,,07/11/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-507513-81897,75343.95,,Publish,
,,07/11/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-507514-81902,35532,,Publish,
,,07/11/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-507515-81908,64642.67,,Publish,
,,07/11/2013,Research & development,DG: RDD,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-507517-81898,78014.16,,Publish,
,,07/11/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-507518-81906,66996.35,,Publish,
,,07/11/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-507520-81901,29087.03,,Publish,
,,07/11/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-507521-81899,30624.9,,Publish,
,,07/11/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-507522-81911,77683.33,,Publish,
,,07/11/2013,Research & development,DG: RDD,STIRLING UNIVERSITY OF,PUBLIC,FK9 4LA,ERS-507523-81913,66710.05,,Publish,
,,07/11/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-507525-81910,108167.5,,Publish,
,,07/11/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-507529-81909,91215.67,,Publish,
,,07/11/2013,Research & development,DG: RDD,EDINBURGH UNIVERSITY OF,PUBLIC,EH1 1HT,ERS-507530-81903,82556.51,,Publish,
,,07/11/2013,Research & development,DG: RDD,IMPERIAL COLLEGE LONDON,PUBLIC,SW7 2AZ,ERS-507532-81904,124919,,Publish,
,,07/11/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-507533-81916,105908.63,,Publish,
,,07/11/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-507534-81912,81862.29,,Publish,
,,08/11/2013,Outsourcing Contract,DG: PHD,HERTFORDSHIRE UNIVERSITY OF,PUBLIC,AL10 9AB,00000059354,40931.8,,Publish,
,,08/11/2013,Policy Payments,DG: ERD,MINISTRY OF JUSTICE (MOJ),PUBLIC,SW1H 9AJ,10/RL110/192,31250,,Publish,
,,27/11/2013,Outsourcing Contract,DG: GOAD,HM REVENUE AND CUSTOMS HMRC,PUBLIC,BN12 4XH,180000017242013,91282,,Publish,
,,11/11/2013,Professional fees,DG: ERD,GOVERNMENT ACTUARYS DEPARTMENT (GAD),PUBLIC,EC4A 1AB,SINV/00019969,107293.42,,Publish,
,,12/11/2013,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-507784-82129,27635.75,,Publish,
,,12/11/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-507785-82135,73308.33,,Publish,
,,12/11/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-507787-82139,46343.56,,Publish,
,,12/11/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-507788-82133,83002.67,,Publish,
,,12/11/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-507789-82140,30660.73,,Publish,
,,12/11/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-507791-82141,43647.14,,Publish,
,,12/11/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-507793-82131,46768.54,,Publish,
,,12/11/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-507794-82142,54952.29,,Publish,
,,12/11/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-507795-82134,72536.36,,Publish,
,,12/11/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-507796-82143,67103.05,,Publish,
,,12/11/2013,Research & development,DG: RDD,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-507798-82138,34966.72,,Publish,
,,12/11/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-507800-82130,42978.66,,Publish,
,,12/11/2013,Research & development,DG: RDD,BATH UNIVERSITY OF,PUBLIC,BA2 7AY,ERS-507804-82127,54324.63,,Publish,
,,12/11/2013,Research & development,DG: RDD,BANGOR UNIVERSITY,PUBLIC,LL57 2DG,ERS-507805-82137,48282.85,,Publish,
,,12/11/2013,Revenue Grants to Other Bodies,DG: ERD,NURSING AND MIDWIFERY COUNCIL,PUBLIC,W1B 1JT,ERS-507827-82241,544320,,Publish,
,,13/11/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-507917-82333,38180.19,,Publish,
,,13/11/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-507918-82340,45523.07,,Publish,
,,13/11/2013,Research & development,DG: RDD,STIRLING UNIVERSITY OF,PUBLIC,FK9 4LA,ERS-507919-82341,43677.07,,Publish,
,,13/11/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-507920-82337,45596,,Publish,
,,13/11/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-507921-82334,63002.96,,Publish,
,,13/11/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-507923-82338,112430.6,,Publish,
,,13/11/2013,Research & development,DG: RDD,LEICESTER UNIVERSITY OF,PUBLIC,LE1 7RH,ERS-507924-82336,46138.3,,Publish,
,,13/11/2013,Research & development,DG: RDD,SWANSEA UNIVERSITY,PUBLIC,SA2 8PP,ERS-507925-82342,138553.71,,Publish,
,,13/11/2013,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-508004-82386,220000,,Publish,
,,13/11/2013,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-508005-82387,56482,,Publish,
,,13/11/2013,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-508005-82387,90783,,Publish,
,,13/11/2013,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-508005-82387,100595,,Publish,
,,13/11/2013,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-508005-82387,69214,,Publish,
,,13/11/2013,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-508006-82388,700000,,Publish,
,,13/11/2013,Research & development,DG: RDD,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-508007-82389,250000,,Publish,
,,13/11/2013,Research & development,DG: RDD,DEFENSE SCIENCE AND TECHNOLOGY LABORATORY (DSTL),LARGE,SP4 0JQ,MST006595,28092,,Publish,
,,14/11/2013,Research & development,DG: RDD,INSTITUTE OF CANCER RESEARCH (ICR),PUBLIC,SW7 3RP,ERS-508044-82444,106310.58,,Publish,
,,14/11/2013,Research & development,DG: RDD,LONDON SCHOOL OF ECONOMICS,PUBLIC,WC2A 2AE,ERS-508049-82440,308153,,Publish,
,,14/11/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-508051-82441,44323.77,,Publish,
,,14/11/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-508053-82442,28173.77,,Publish,
,,14/11/2013,Research & development,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-508111-82586,52302,,Publish,
,,14/11/2013,Research & development,DG: RDD,PLYMOUTH UNIVERSITY OF,PUBLIC,PL4 8AA,ERS-508112-82587,53753.46,,Publish,
,,14/11/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-508113-82588,94317.79,,Publish,
,,18/11/2013,Capital Grants to local authorities,DG: GOAD,NOTTINGHAM CITY COUNCIL,PUBLIC,NG1 2DE,ERS-508243-82641,278000,,Publish,
,,19/11/2013,Outsourcing Contract,DG: SCLGCP,DERBYSHIRE POLICE AUTHORITY,PUBLIC,DE5 3RS,32886,120000,,Publish,
,,19/11/2013,Outsourcing Contract,DG: SCLGCP,DERBYSHIRE POLICE AUTHORITY,PUBLIC,DE5 3RS,32886,80000,,Publish,
,,20/11/2013,Research & development,DG: RDD,HERTFORDSHIRE UNIVERSITY OF,PUBLIC,AL10 9AB,ERS-508420-82700,43859.5,,Publish,
,,20/11/2013,Research & development,DG: RDD,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-508424-82714,53649,,Publish,
,,20/11/2013,Research & development,DG: RDD,EAST ANGLIA UNIVERSITY OF,PUBLIC,NR4 7TJ,ERS-508425-82699,154374,,Publish,
,,20/11/2013,Research & development,DG: RDD,PENINSULA COLLEGE OF MEDICINE AND DENTISTRY (PCMD),PUBLIC,PL4 8AA,ERS-508428-82713,29542,,Publish,
,,20/11/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-508430-82695,78368.46,,Publish,
,,20/11/2013,Research & development,DG: RDD,YORK UNIVERSITY OF,PUBLIC,YO10 5DD,ERS-508438-82721,43757.22,,Publish,
,,20/11/2013,Research & development,DG: RDD,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-508441-82698,102564.07,,Publish,
,,20/11/2013,Research & development,DG: RDD,STIRLING UNIVERSITY OF,PUBLIC,FK9 4LA,ERS-508443-82718,41163.78,,Publish,
,,20/11/2013,Research & development,DG: RDD,KINGS COLLEGE LONDON,PUBLIC,SE1 8WA,ERS-508446-82706,134629.92,,Publish,
,,20/11/2013,Research & development,DG: RDD,BRISTOL UNIVERSITY OF,PUBLIC,BS8 1TH,ERS-508454-82693,183197,,Publish,
,,20/11/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY OF,PUBLIC,CB2 1TN,ERS-508460-82697,30646,,Publish,
,,20/11/2013,Research & development,DG: RDD,STAFFORDSHIRE UNIVERSITY,PUBLIC,ST16 9YU,ERS-508464-82717,28826.9,,Publish,
,,20/11/2013,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-508465-82716,30546.7,,Publish,
,,20/11/2013,Research & development,DG: RDD,LIVERPOOL UNIVERSITY OF,PUBLIC,L69 3BX,ERS-508466-82709,68500,,Publish,
,,21/11/2013,Policy Payments,DG: PHD,DEPARTMENT FOR EDUCATION (DFE),PUBLIC,WA7 2GJ,350005170,40000000,,Publish,
,,21/11/2013,Training (Learning and Development),DG: PHD,THE LEADERSHIP CENTRE,VCS,SW1P 3HZ,40900222,830000,,Publish,
,,22/11/2013,Policy Payments,DG: GOAD,CABINET OFFICE,PUBLIC,CF14 3UW,250006954,43042,,Publish,
,,22/11/2013,Research & development,DG: RDD,WARWICK UNIVERSITY OF,PUBLIC,CV4 7AL,ERS-508658-82857,51742.41,,Publish,
,,22/11/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-508659-82847,36720,,Publish,
,,22/11/2013,Research & development,DG: RDD,GLASGOW CALEDONIAN UNIVERSITY,PUBLIC,G4 0BA,ERS-508663-82859,39110.13,,Publish,
,,22/11/2013,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-508668-82855,272286,,Publish,
,,22/11/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-508670-82852,51704,,Publish,
,,22/11/2013,Research & development,DG: RDD,OXFORD UNIVERSITY OF,PUBLIC,OX1 2XN,ERS-508671-82856,47133,,Publish,
,,22/11/2013,Research & development,DG: RDD,MANCHESTER UNIVERSITY OF,PUBLIC,M13 9PL,ERS-508672-82853,38545,,Publish,
,,22/11/2013,Research & development,DG: RDD,BIRMINGHAM UNIVERSITY OF,PUBLIC,B15 2TT,ERS-508673-82848,29013,,Publish,
