DEPARTMENT,ENTITY,ACCOUNTING_DATE,EXPENSE_TYPE,SUPPLIER_OBS_TYPE,EXPENSE_AREA,SUPPLIER_OBS_TYPE_1,SUPPLIER,TRANSACTION_NUM, AMOUNT ,DESCRIPTION,POSTCODE,SUPPLIER_TYPE,CONTRACT_NUMBER,PROJECT_CODE,EXPENDITURE_TYPE,VAT_REGISTRATION_NUM
DEFRA,DEFRA ORGANISATION,30/01/2012,Removal Expenses (Office Costs),Supplier,Green Economy and Corporate Services Group,Supplier,IBM United Kingdom Ltd,5801120845,60088.00,Decommission of DefraNet at Selby -01/12/11 - 31/12/11,GU1 2LD,,FRW10040-00,DISPOSAL,Expense,
DEFRA,DEFRA ORGANISATION,30/01/2012,IBM Base Services Control,Supplier,Green Economy and Corporate Services Group,Supplier,IBM United Kingdom Ltd,5801121341,6266183.48,IT Baselined Services for January 2012,GU1 2LD,,FRW10040-00,0,Expense,
DEFRA,DEFRA ORGANISATION,06/01/2012,Computer & IT Services,Supplier,Green Economy and Corporate Services Group,Supplier,IBM United Kingdom Ltd,5811110917,29572.51,Software Technical Refresh Acceleration 23/09 - 28/10/11,GU1 2LD,,FRW10040-00,P0300050,Expense,
DEFRA,DEFRA ORGANISATION,06/01/2012,Work package/WPO Implementation,Supplier,Green Economy and Corporate Services Group,Supplier,IBM United Kingdom Ltd,5812111062,28581.00,Eradication Solutioning ,GU1 2LD,,FRW10040-00,P030005F,Expense,
DEFRA,DEFRA ORGANISATION,26/01/2012,Transition & Transformation,Supplier,Green Economy and Corporate Services Group,Supplier,IBM United Kingdom Ltd,5812111458,39451.10,Deskside Computing Services -1/2/10-31/1/18,GU1 2LD,,FRW10040-00,CTTPS004,Expense,
DEFRA,DEFRA ORGANISATION,26/01/2012,Transition & Transformation,Supplier,Green Economy and Corporate Services Group,Supplier,IBM United Kingdom Ltd,5812111459,712846.00,Software Upgrade -19 01/02/10 - 31/01/2018,GU1 2LD,,FRW10040-00,CTTPS017,Expense,
DEFRA,DEFRA ORGANISATION,26/01/2012,Transition & Transformation,Supplier,Green Economy and Corporate Services Group,Supplier,IBM United Kingdom Ltd,5812111876,257032.48,Deskside computing Services-Period:01/02/2010 TO 31/01/2018,GU1 2LD,,FRW10040-00,CTTPS004,Expense,
DEFRA,DEFRA ORGANISATION,26/01/2012,Transition & Transformation,Supplier,Green Economy and Corporate Services Group,Supplier,IBM United Kingdom Ltd,5812112028,169725.00,Software Upgrade ,GU1 2LD,,FRW10040-00,CTTPS017,Expense,
DEFRA,DEFRA ORGANISATION,10/01/2012,Inwards Secondments,Defra NDPB,Green Economy and Corporate Services Group,Defra NDPB,Natural England,8000005845,29361.15,Secondee’s salary costs for May-June 2011,YO1 7PX,,exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Electricity,Supplier,Green Economy and Corporate Services Group,Supplier,E D F Energy,1.25E+15,65447.91,ELECTRICITY 1.12.11-31.12.11 for Veterinary Laboratory Weybridge,PL3 5XQ,,,B0870000,Expense,
DEFRA,DEFRA ORGANISATION,13/01/2012,Other Current Payments E,OGD,Green Economy and Corporate Services Group,OGD,United Nations Environment Prog,BE282011,30000.00,"Support for the Convention on Biological Diversity regional workshop on biodiversity safeguards in forests, Cape Town, 20–23 September 2011",H2Y 1N9,,,0,Expense,
DEFRA,DEFRA ORGANISATION,12/01/2012,Business Rates,Supplier,Green Economy and Corporate Services Group,Supplier,D T Z,DEFRA117,493757.36,DTZ Funding: property related costs - Rent and Service Charges and Insurance,B3 2ED,,,0,Expense,
DEFRA,DEFRA ORGANISATION,19/01/2012,Business Rates,Supplier,Green Economy and Corporate Services Group,Supplier,D T Z,DEFRA118,283702.86,DTZ Funding: property related costs - Rent and Service Charges and Insurance,B3 2ED,,,0,Expense,
DEFRA,DEFRA ORGANISATION,26/01/2012,Business Rates,Supplier,Green Economy and Corporate Services Group,Supplier,D T Z,DEFRA119,33684.41,DTZ Funding: property related costs - Rent and Service Charges and Insurance,B3 2ED,,,0,Expense,
DEFRA,DEFRA ORGANISATION,12/01/2012,FM Projects Non Capital Works,Supplier,Green Economy and Corporate Services Group,Supplier,Interserve (Facilities Mngmnt) Ltd,FI00013976,3263571.06,Facilities service charges -1/12/11-31/12/11,BS34 8YU,,10321X,0,Expense,
DEFRA,DEFRA ORGANISATION,16/01/2012,Agency Recharge,Supplier,Green Economy and Corporate Services Group,Supplier,Interserve (Facilities Mngmnt) Ltd,FI00014156,38871.12,Shrewsbury- VIC Kendal Road.demolish and foundations December 2011,BS34 8YU,,15197,VLABCP10,Asset,
DEFRA,DEFRA ORGANISATION,05/01/2012,Agency Recharge,Supplier,Green Economy and Corporate Services Group,Supplier,Interserve (Facilities Mngmnt) Ltd,FI00014163,134473.88,To provide a packing room area as required by Animal Health/Veterinary Laboratory as part of the relocation to Shrewbury.,,,,VLABCP10,Asset,
DEFRA,DEFRA ORGANISATION,16/01/2012,Agency Recharge,Supplier,Green Economy and Corporate Services Group,Supplier,Interserve (Facilities Mngmnt) Ltd,FI00014165,30399.37,Weybridge. To design and provide walk in cold rooms for the storage of Tuberculin to replace those currently used.,,,,VLABCP10,Asset,
DEFRA,DEFRA ORGANISATION,10/01/2012,Estates Reactive Maintenance,Supplier,Green Economy and Corporate Services Group,Supplier,Interserve (Facilities Mngmnt) Ltd,FI00014173,124495.78,Facilities Management charges,,,,B0820000,Asset,
DEFRA,DEFRA ORGANISATION,10/01/2012,Estates Reactive Maintenance,Supplier,Green Economy and Corporate Services Group,Supplier,Interserve (Facilities Mngmnt) Ltd,FI00014174,140219.80,Facilities Management charges,BS34 8YU,,14629,B0810000,Asset,
DEFRA,DEFRA ORGANISATION,16/01/2012,Multiple,Supplier,Green Economy and Corporate Services Group,Supplier,Interserve (Facilities Mngmnt) Ltd,FI00014178,76347.92,Pass through costs for December 2011 ,BS34 8YU,,15628,0,Expense,
DEFRA,DEFRA ORGANISATION,24/01/2012,Current Grants E,Non Supplier,Green Economy and Corporate Services Group,Non Supplier,Waste & Resources Action Programme,JAN1180112,5413981.00,Waste Resources Action Programme Grant Claim 2011-12,OX16 0AH,SME,Exempt,0,Expense,
DEFRA,DEFRA ORGANISATION,18/01/2012,Other Current Payments E,Supplier,Green Economy and Corporate Services Group,Supplier,SKM Enviros,JW02195,30996.16,Server hosting for WasteDataFlow for 2 years (Oct 2011 to Sept 2013,CB3 6DP,,13908,0,Expense,
DEFRA,DEFRA ORGANISATION,12/01/2012,Telephone Call Charges (C),Supplier,Green Economy and Corporate Services Group,Supplier,British Telecommunications plc.,Q04001D7,27204.24,"Telephone charges for quarter ending 11/12/11 for Foss House, York",,,exempt,B5160000,Expense,
DEFRA,DEFRA ORGANISATION,30/01/2012,Other Current Payments (GB),Supplier,Green Economy and Corporate Services Group,Supplier,Groundwork London.,RO00938,25000.00,Inspired to Sustainable Living Project ,,,Exempt,0,Expense,
