Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type,,
Ministry of Justice,HMCTS,16/07/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2521041,"76,930.72",Management Fee,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2521041,"248,855.05",M & E Repair and Maintenance - M & E Repair and Maintenance. This expenditure relates to the monthly planned preventative maintenance that is undertaken at each site across the London Estate,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,17/07/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2523831,"320,326.91",Cleaning,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,17/07/2013,222003-CIS Labour TFM Estates,BZ999-London Region,MITIE JUSTICE LTD,2523831,"616,295.89",Security,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2521041,"33,688.87",M&E Repair & Maintenance,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2521041,"38,621.72",Management,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2521041,"42,706.03",Security,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2521041,"46,329.12",Waste Disposal,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2521041,"142,160.07","M & E Repair and Maintenance 	",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2521041,"153,267.75",Cleaning,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2521041,"403,327.02",Security,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,30/07/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2538162,"37,436.49","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - Management Costs",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,03/07/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2508364,"37,449.04","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - Management Costs",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,03/07/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2508364,"101,847.00","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - M&E Repair & Maintenance",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,30/07/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2538162,"101,847.01","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - M&E Repair & Maintenance",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,30/07/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2538162,"113,143.48","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Cleaning",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,02/07/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2505566,"113,418.45","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Cleaning",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,30/07/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2538162,"220,598.86","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Security",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,02/07/2013,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2505566,"221,892.71","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Security",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2526498,"41,898.21",MANAGEMENT COSTS WALES,CIS-S81 7QF,0,Programme,
Ministry of Justice,HMCTS,12/07/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2519154,"47,539.36",MANAGEMENT COSTS WALES,CIS-S81 7QF,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2526498,"56,065.32",M&E REPAIR AND MAINTENANCE WALES,CIS-S81 7QF,0,Programme,
Ministry of Justice,HMCTS,12/07/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2519154,"62,094.06",M&E REPAIR AND MAINTENANCE WALES,CIS-S81 7QF,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2526498,"65,669.62",CLEANING - WALES,CIS-S81 7QF,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2526498,"137,433.56",SECURITY - WALES,CIS-S81 7QF,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"26,777.30",Internal Repair and Maintenance,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"30,587.68",Internal Repair & Maintenance,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"36,976.65",Management Costs etc,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"97,315.82",M&E Repair & Maintenance,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"100,432.59",Management Costs,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"151,612.02",M&E Repair & Maintenance,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"171,833.21",Cleaning,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"323,057.31",Security,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,12/07/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2519155,"28,300.15","Decommissioning of site including: Furniture removals, redeployment, disposal, and Filing moves. All as outlined in quotes: BC 15865 and BC 15868 - Task Order: TO-NW-MAY13-132 also refers",CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"28,999.25",TFM - NW Region - Contractual soft services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Management costs,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"34,314.84","Provision of additional security cover from 2nd February 13, for the duration of the trial, plus additional one off costs for removal of x-ray machine ",CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,10/07/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2517288,"50,251.24","Provision of additional security cover from 2nd February 13, for the duration of the trial, plus additional one off costs for removal of x-ray machine",CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"99,678.95",TFM - NW Region - Managed and contractual hard services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Management costs,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"141,121.31",TFM - NW Region - Ad hoc hard services: Apr 13 - Mar 14,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"171,666.68",TFM - NW Region - Contractual soft services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Cleaning,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"185,698.91",TFM - NW Region - Managed and contractual hard services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Internal and M&E repair and maintenance,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,GZ999-North West Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"285,589.86",TFM - NW Region - Contractual soft services: Apr 13 - Mar 14. Contract no. 0073-4-Works/FM-SW-RFI refers: Security,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"128,877.50",Consolidated North East - TFM Hard Variable 13/14,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"280,006.88",Consolidated North East - TFM Hard Fixed Cost 13/14,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,222003-CIS Labour TFM Estates,HZ999-North East Region,G4S INTEGRATED SERVICES (UK) LTD,2526499,"534,592.92",Consolidated North East - TFM Soft Fixed 13/14,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,11/07/2013,223000-Other Expenditure,HZ999-North East Region,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),2317,"29,806.85",HMCTS National Furniture Purchases,NP20 9BB,0,Programme,
Ministry of Justice,HMCTS,30/07/2013,223001-Printing Postage and Office expenditure,BZ999-London Region,XEROX (UK) LTD,2538753,"33,492.14",London Region Consolidated - Copy Charges - Xerox - 2013/14,BN13 1QG,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,223001-Printing Postage and Office expenditure,BZ999-London Region,XEROX FINANCE LTD,2522081,"51,170.63",London Region Consolidated - Rental - Xerox -2013/14,BN13 1QX,0,Programme,
Ministry of Justice,HMCTS,03/07/2013,223001-Printing Postage and Office expenditure,CZ999-South East Region,ROYAL MAIL GROUP PLC,2509444,"31,900.93",SE Regional (consolidated account) Mail variable charges - Royal Mail 2013/12 ,PE4 5BR,0,Programme,
Ministry of Justice,HMCTS,03/07/2013,223001-Printing Postage and Office expenditure,EZ999-Wales Region,ROYAL MAIL GROUP PLC,2509444,"40,384.49",HMCS Wales Region: Various Sites: Customer Acc No: 0151075000 - Variable Costs - Royal Mail,PE4 5BR,0,Programme,
Ministry of Justice,HMCTS,05/07/2013,223001-Printing Postage and Office expenditure,FZ999-Midlands Region,ROYAL MAIL GROUP PLC,2512115,"64,528.43",Royal Mail Variable Charges For Midlands Region - (Journal From FA107),PE4 5BR,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,223001-Printing Postage and Office expenditure,GZ999-North West Region,ROYAL MAIL GROUP PLC,2527484,"25,555.33",NW Region - Royal Mail variable charges - Apr 13 - Mar 14 - Account 166288000,PE4 5BR,0,Programme,
Ministry of Justice,HMCTS,26/07/2013,223001-Printing Postage and Office expenditure,HZ999-North East Region,NEOPOST LTD,2535720,"39,471.68",North East Region Consol Account - Neopost Ink Cartridges for the various Neopost Franking machines - Neopost,RM1 2AR-INVOICE,0,Programme,
Ministry of Justice,HMCTS,31/07/2013,223001-Printing Postage and Office expenditure,HZ999-North East Region,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),2540474,"90,271.41","HMCTS National Printing, Signs & Adhoc",NP20 9BB,0,Programme,
Ministry of Justice,HMCTS,15/07/2013,223001-Printing Postage and Office expenditure,HZ999-North East Region,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),2324,"90,271.41","HMCTS National Printing, Signs & Adhoc",NP20 9BB,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,223001-Printing Postage and Office expenditure,HZ999-North East Region,ROYAL MAIL GROUP PLC,2527484,"141,438.57",North East Consol Account - Variable service contract continuation - Royal Mail - 13/14,PE4 5BR,0,Programme,
Ministry of Justice,HMCTS,24/07/2013,225000-Banking and Finance,SL999-Centralised Frontline,LEEDS CITY COUNCIL,2533183,"26,154.99",Local Authority Loans Interest,LS1 1JF,0,Programme,
Ministry of Justice,HMCTS,24/07/2013,225000-Banking and Finance,SL999-Centralised Frontline,BUCKINGHAMSHIRE COUNTY COUNCIL,2533062,"26,679.07",Local Authority Loans Interest,HP20 1UD,0,Programme,
Ministry of Justice,HMCTS,24/07/2013,225000-Banking and Finance,SL999-Centralised Frontline,SEFTON COUNCIL,2533515,"30,216.00",Local Authority Loans Interest,L20 3FD,0,Programme,
Ministry of Justice,HMCTS,24/07/2013,225000-Banking and Finance,SL999-Centralised Frontline,CITY OF LONDON,2533083,"45,334.00",Local Authority Loans Interest,EC2P 2EJ,0,Programme,
Ministry of Justice,HMCTS,24/07/2013,225000-Banking and Finance,SL999-Centralised Frontline,SOMERSET COUNTY COUNCIL,2533534,"47,835.20",Local Authority Loans Interest,TA1 4DY,0,Programme,
Ministry of Justice,HMCTS,24/07/2013,225000-Banking and Finance,SL999-Centralised Frontline,STOCKPORT METROPOLITAN BOROUGH COUNCIL,2533539,"49,040.00",Local Authority Loans Interest,SK1 3XE,0,Programme,
Ministry of Justice,HMCTS,24/07/2013,225000-Banking and Finance,SL999-Centralised Frontline,CARDIFF COUNTY COUNCIL,2533072,"53,986.00",Local Authority Loans Interest,CF10 4UW,0,Programme,
Ministry of Justice,HMCTS,24/07/2013,225000-Banking and Finance,SL999-Centralised Frontline,LONDON BOROUGH OF MERTON,2533192,"64,904.82",Local Authority Loans Interest,SM4 5DX,0,Programme,
Ministry of Justice,HMCTS,24/07/2013,225000-Banking and Finance,SL999-Centralised Frontline,BIRMINGHAM CITY COUNCIL,2533046,"181,465.16",Local Authority Loans Interest,B2 2XR,0,Programme,
Ministry of Justice,HMCTS,12/07/2013,226000-Court Costs,CZ999-South East Region,EUREST SERVICES,2519133,"28,068.10",SE Region Consolidated - Eurest - Juror catering costs - Smart Cards 2013/14 ,B45 9PZ,0,Programme,
Ministry of Justice,HMCTS,05/07/2013,226000-Court Costs,FZ999-Midlands Region,EUREST SERVICES,2510770,"31,406.62",Midlands Region Catering Jurors Subsidy 11/12 - Eurest Services,B45 9PZ,0,Programme,
Ministry of Justice,HMCTS,26/07/2013,261000-Fuel and Utilities,BZ999-London Region,BRITISH GAS BUSINESS,2535385,"27,104.57",London Region Consolidated Electricity Charges - British Gas 2013/14,GU14 3WA,0,Programme,
Ministry of Justice,HMCTS,26/07/2013,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,2535454,"28,938.22",HMCS London Region - Corona - Consolidated Gas Account 2013/14,WD17 1JW-RET 4,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,2526431,"29,207.37",Corona Energy - RCJ Gas supply. Period April 2011 - March 2012 (Accounts OGC01184 & OGC00684) -  20 / IH701 / 222143.,WD17 1JW-RET 4,0,Programme,
Ministry of Justice,HMCTS,05/07/2013,261000-Fuel and Utilities,BZ999-London Region,EDF ENERGY LTD,2510758,"38,266.48",EDF Energy Ltd - Electricity Costs for RCJ. Strand. Period April 2013 to March 2014. (Account No. 13592343). Business Entity IH701. NAC 222142.,PL3 5XQ,0,Programme,
Ministry of Justice,HMCTS,26/07/2013,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,2535454,"61,430.80",HMCS London Region - Corona - Consolidated Gas Account 2013/14,WD17 1JW-RET 4,0,Programme,
Ministry of Justice,HMCTS,17/07/2013,261000-Fuel and Utilities,CZ999-South East Region,CORONA ENERGY,2523704,"104,314.06",SE Region Consolidated - Corona - Gas charges 2013/14,WD17 1JW-RET 4,0,Programme,
Ministry of Justice,HMCTS,17/07/2013,261000-Fuel and Utilities,DZ999-South West Region,BRITISH GAS BUSINESS,2523676,"27,574.32",South West Regionas Office (DA170) - British Gas - Account no.: 3053490 - Electricity Consumption costs (various sites) 13/14,OX4 2JY,0,Programme,
Ministry of Justice,HMCTS,17/07/2013,261000-Fuel and Utilities,FZ999-Midlands Region,CORONA ENERGY,2523704,"43,531.79",Corona Energy gas HMCTS Midlands 2013/14.,WD17 1JW-RET 4,0,Programme,
Ministry of Justice,HMCTS,09/07/2013,261000-Fuel and Utilities,GZ999-North West Region,EDF ENERGY LTD,2513518,"25,675.04",Manchester CJC - Electricity - EDF - 13/14,PL3 5XQ,0,Programme,
Ministry of Justice,HMCTS,30/07/2013,261000-Fuel and Utilities,GZ999-North West Region,CORONA ENERGY,2537862,"48,832.20",NW Region Consolidated - Gas - Corona - April 13 - March 14,WD17 1JW-RET 4,0,Programme,
Ministry of Justice,HMCTS,12/07/2013,261000-Fuel and Utilities,GZ999-North West Region,CORONA ENERGY,2519063,"71,212.19",NW Region Consolidated - Gas - Corona - April 13 - March 14,WD17 1JW-RET 4,0,Programme,
Ministry of Justice,HMCTS,17/07/2013,261000-Fuel and Utilities,HZ999-North East Region,BRITISH GAS BUSINESS,2523676,"29,979.59",North East Consol Account - Electricity - British Gas - 13/14,OX4 2JY,0,Programme,
Ministry of Justice,HMCTS,16/07/2013,261000-Fuel and Utilities,HZ999-North East Region,CORONA ENERGY,2520645,"30,189.69",North East Consol Account - Gas - Corona 13/14,WD17 1JW-RET 4,0,Programme,
Ministry of Justice,HMCTS,12/07/2013,262000-SCA Costs,BZ999-London Region,IRON MOUNTAIN UK LTD,2519225,"191,025.15",Iron Mountain Storage Facility for Probate Services,EH54 7DF,0,Programme,
Ministry of Justice,HMCTS,09/07/2013,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2513799,"61,936.50",Ipswich & Cambridge - Modern Courts (East Anglia) Ltd (BR8 7AG) - Utility Charges for East Anglia PFI - Monthly,BR8 7AG,0,Programme,
Ministry of Justice,HMCTS,09/07/2013,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2513799,"379,117.12",Ipswich & Cambridge - Modern Courts (East Anglia) Ltd (BR8 7AG) - Utility Charges for East Anglia PFI - Monthly,BR8 7AG,0,Programme,
Ministry of Justice,HMCTS,12/07/2013,262000-SCA Costs,DZ999-South West Region,ENTERPRISE CIVIC BUILDINGS LIMITED,2519131,"271,854.58",Exeter - Enterprise Civic Buildings  Ltd (W1S 1TD) - Unitary Charges for Exeter PFI - Monthly,W1S 1TD,0,Programme,
Ministry of Justice,HMCTS,23/07/2013,262000-SCA Costs,FZ999-Midlands Region,H & W COURTS LIMITED,2529558,"508,843.75",Hereford & Worcester - H & W Courts Ltd - Unitary Charges for Hereford &  Worcester PFI - Monthly,SE1 9RA,0,Programme,
Ministry of Justice,HMCTS,09/07/2013,262000-SCA Costs,GZ999-North West Region,UK COURT SERVICES LTD,2514935,"507,541.99",Manchester - UK Court Services LTD (WR12 7LJ) - Unitary Charges for Manchester PFI - Monthly,WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,10/07/2013,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,2517385,"47,275.28","Beverley, Hull & Bridlington - Modern Courts (Humberside) Ltd (BR8 7AG) - Unitary Charges for Humberside PFI - Monthly",BR8 7AG,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,262000-SCA Costs,HZ999-North East Region,PALECASTLE LTD,2527437,"99,691.93",Sheffield - Palecastle Ltd  (WA3 6AE) - Unitary Charges for Sheffield PFI - Monthly,WA3 6AE,0,Programme,
Ministry of Justice,HMCTS,10/07/2013,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,2517385,"318,677.41","Beverley, Hull & Bridlington - Modern Courts (Humberside) Ltd (BR8 7AG) - Unitary Charges for Humberside PFI - Monthly",BR8 7AG,0,Programme,
Ministry of Justice,HMCTS,05/07/2013,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,CGI IT UK LTD,2510686,"26,557.14","L-R-3606-01 Delivery of requirements in accordance with the detailed CCN numbered above						",CF31 9AP,0,Programme,
Ministry of Justice,HMCTS,05/07/2013,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,CGI IT UK LTD,2510686,"54,029.27","L-R-3606-01 Delivery of requirements in accordance with the detailed CCN numbered above						",CF31 9AP,0,Programme,
Ministry of Justice,HMCTS,12/07/2013,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2519033,"27,391.92","L-S-3406-02 is to provide the resources to meet the anticipated schedule of works covering Management Information & Business Planning Services, for the period 1st December 2012 to 31st May 2013.						",CF31 9AP,0,Admin,
Ministry of Justice,HMCTS,31/07/2013,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2540323,"29,495.00",L-R-3704-01 Libra Electronic Transfer M2 Delivery of HLD - Logica (CGI),CAT-CF31 9AP,0,Admin,
Ministry of Justice,HMCTS,26/07/2013,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2535421,"30,137.00","L-R-3623-01 Legal Aid Bill - M5 System Test 1 Complete						 						 					 					 		",CF31 9AP,0,Admin,
Ministry of Justice,HMCTS,10/07/2013,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2517210,"30,436.00","L-R-3623-01 Legal Aid Bill - M2 FS Agreed						 		",CF31 9AP,0,Admin,
Ministry of Justice,HMCTS,26/07/2013,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2535421,"34,208.00","L-R-3699-01 Libra App Changes July 13 M4 - Deployment to Live						 					 						",CF31 9AP,0,Admin,
Ministry of Justice,HMCTS,12/07/2013,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2519033,"37,437.00","L-R-1114-02 Libra Call -Off (Scripting) FY13/14						",CF31 9AP,0,Admin,
Ministry of Justice,HMCTS,30/07/2013,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2537831,"69,251.00","L-R-3035-02 Juror Housekeeping M1 - High Level Solution Design Complete						",CF31 9AP,0,Admin,
Ministry of Justice,HMCTS,23/07/2013,265000-IT & Telecommunications,AT899-HQ - ICT,CGI IT UK LTD,2529376,"132,391.00","L-R-3635-01 Libra Audit & Logging M2 Development Complete		",CF31 9AP,0,Admin,
Ministry of Justice,HMCTS,02/07/2013,265000-IT & Telecommunications,BZ999-London Region,ATOS IT SERVICES UK LTD,2505132,"45,913.10","CCN No: 3396-03 - HMCTS, Field House, London - ATOS Origin - Maintain DARTS Equipment and Software -  2013/14 = £14,992.32",WV10 6UH,0,Programme,
Ministry of Justice,HMCTS,31/07/2013,265000-IT & Telecommunications,CZ999-South East Region,ATOS IT SERVICES UK LTD,2540284,"27,250.00",AVM Ad-Hoc Labour and Materials,WV10 6UH,0,Programme,
Ministry of Justice,HMCTS,03/07/2013,265000-IT & Telecommunications,FZ999-Midlands Region,ATOS IT SERVICES UK LTD,2508157,"49,375.00",A-R-03644-03-v02 - HMCTS Birmingham Employment Tribunal Centre - ATOS - Atos Relocation and Decomm activities,WV10 6UH,0,Programme,
Ministry of Justice,HMCTS,23/07/2013,532000-Tangible GBV - Additions,AG999-HQ - Estates,G4S INTEGRATED SERVICES (UK) LTD,2529525,"120,000.00",Replacement of existing heating boilers and associated works at Salford Judges Lodgings. As per quotation provided in Task Order dated 17/05/12 by A Perry. Project Ref TFM/GM/W99/2012,CIS-WR12 7LJ,0,Programme,
Ministry of Justice,HMCTS,23/07/2013,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2529745,"51,175.00",Inner London Crown - Mitie Justice - Asbestos Removal Works,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,05/07/2013,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2510962,"52,865.00",CIS Labour - Woolwich County - Mitie Justice - Renewal of flat roof coverings - PAR L 12 - THIS REPLACES PO 20000162580,CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,19/07/2013,532000-Tangible GBV - Additions,BZ999-London Region,MITIE JUSTICE LTD,2526704,"123,621.83","CIS Labour - Replacement & upgrade boilers for courts 4 & 5 (PAR 2100) - MITIE JUSTICE  LTD - Bexley Magistrate Court. REPLACES 20000161072	",CIS-BS16 7FH,0,Programme,
Ministry of Justice,HMCTS,02/07/2013,532000-Tangible GBV - Additions,CZ999-South East Region,VINCI CONSTRUCTION UK LTD,2506755,"25,405.02",CIS Labour - Brighton Law Courts - Vinci Construction UK Ltd - alterations to holding cells THIS REPLACES PO 20000170381,CIS-WD24 4WW,0,Programme,
Ministry of Justice,HMCTS,02/07/2013,532000-Tangible GBV - Additions,CZ999-South East Region,VINCI CONSTRUCTION UK LTD,2506755,"57,629.14",CIS Labour - Hastings Law Courts - Vinci Construction UK Ltd - replacement of life expired electrical/lighting THIS REPLACES PO 20000169081,CIS-WD24 4WW,0,Programme,
Ministry of Justice,HMCTS,17/07/2013,532000-Tangible GBV - Additions,DZ999-South West Region,BAILEY PARTNERSHIP,2523664,"27,686.76","Consultants' fees in relation to project works at Plymouth Combined Court, Plymouth Magistrates' Court, Truro Combined Court and Truro Magistrates' Court.",PL1 3JB,0,Programme,
Ministry of Justice,HMCTS,30/07/2013,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2538046,"33,205.02","CIS labour: window, door & brick works at Southampton Barrack Block, BCP 11/12 (10c).",CIS-B23 7RZ,0,Programme,
Ministry of Justice,HMCTS,09/07/2013,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2513665,"33,827.57","CIS labour: roof works at Southampton Combined Court, BCP 11/12 (10e).",CIS-B23 7RZ,0,Programme,
