Departmental Family,Entity,Date,Expense Type,Expense Area,GL Division Discription,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-566136-131387," 41,544 ",CRF's - Wellcome,M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE LONDON,ERS-566137-132169," 146,305 ",HTA Commissioned Research,SW7 2AZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-566138-132358," 34,049 ",HTA Commissioned Research,OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BARTS HEALTH NHS TRUST,ERS-566139-132482," 32,759 ",Research for Patient Benefit,E1 8PR,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-566141-131978," 28,352 ",Research for Patient Benefit,BR3 3BX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,ERS-566142-131970," 30,230 ",Research for Patient Benefit,NW1 7QY,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS UNIVERSITY OF,ERS-566144-132227," 31,739 ",NIHR Fellowships,LS2 9JT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON UCL,ERS-566146-132266," 47,525 ",Cochrane Review Groupss(CRG),WC1E 6BT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-566148-131943," 96,720 ",EME - ( NETSCC ),B15 2PR,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-566149-131388," 48,953 ",NIHR Public Health Research ( NETSCC ),M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGS COLLEGE LONDON,ERS-566150-132196," 28,530 ",HS & DR,SE1 8WA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-566151-131389," 40,540 ",Clinician Scientist Awards,M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CARDIFF UNIVERSITY,ERS-566152-132097," 66,544 ",HS & DR,CF24 0DE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-566153-131390," 47,536 ",Clinician Scientist Awards,M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-566155-131392," 69,698 ",Clinician Scientist Awards,M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-566159-131394," 67,804 ",Clinician Scientist Awards,M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-566160-131928," 32,352 ",Research for Patient Benefit,WC1N 3JH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-566161-131395," 34,968 ",Cochrane (CRG) Programme Grants,M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-566163-131397," 25,249 ",NIHR Fellowships,M13 9PL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-566164-132152," 115,700 ",PROJECTS,WC1E 7HT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BELFAST HEALTH AND SOCIAL CARE TRUST,ERS-566165-132508," 57,770 ",Commissioned EME,BT9 7AB,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-566166-131939," 57,619 ",Programme Grants for NHS Trusts,LS9 7TF,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,EAST ANGLIA UNIVERSITY OF,ERS-566168-132111," 30,881 ",NIHR Fellowships,NR4 7TJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MERSEY CARE NHS FOUNDATION TRUST,ERS-566169-131183," 25,775 ",Research Capability Funding (STANDARD),L31 1HW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-566172-131140," 492,587 ",Bio-Medical Centres,EC1V 2PD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-566174-131141," 104,309 ",CRFs - CRII,EC1V 2PD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-566176-131142," 73,551 ",HTA Researcher Lead,EC1V 2PD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LANCASTER UNIVERSITY,ERS-566177-132216," 33,497 ",NIHR Fellowships,LA1 4YT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-566178-131143," 80,657 ",EME - ( NETSCC ),EC1V 2PD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-566179-131144," 177,668 ",Research Capability Funding (STANDARD),EC1V 2PD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-566181-131145," 41,505 ",HTA Commissioned Research,EC1V 2PD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTHERN HEALTH NHS FOUNDATION TRUST,ERS-566182-131988," 64,994 ",Programme Grants for NHS Trusts,SO40 2RZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-566183-131146," 151,466 ",HTA Researcher Lead,EC1V 2PD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-566184-131147," 104,044 ",Commissioned EME,EC1V 2PD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-566185-131840," 44,223 ",Programme Grants for NHS Trusts,CM8 2TL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-566186-131148," 67,545 ",HTA Researcher Lead,EC1V 2PD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ERS-566188-131968," 65,697 ",HTA Researcher Lead,TS4 3BW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTHAMPTON UNIVERSITY OF,ERS-566190-132418," 119,651 ",HTA Commissioned Research,SO17 1BJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MERSEY CARE NHS FOUNDATION TRUST,ERS-566191-131996," 38,235 ",Research for Patient Benefit,L31 1HW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE LONDON,ERS-566193-132170," 104,701 ",Professorship Awards,SW7 2AZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,WARWICK UNIVERSITY OF,ERS-566194-132443," 60,710 ",HS & DR,CV4 7AL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTHAMPTON UNIVERSITY OF,ERS-566195-132419," 49,665 ",HS & DR,SO17 1BJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-566196-132154," 30,484 ",NIHR Public Health Research ( NETSCC ),WC1E 7HT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SHEFFIELD UNIVERSITY OF,ERS-566197-132404," 53,068 ",NIHR Public Health Research ( NETSCC ),S10 2UH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SUSSEX UNIVERSITY OF,ERS-566198-132434," 102,972 ",HTA Commissioned Research,BN1 9RH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-566199-132028," 70,797 ",HTA Commissioned Research,W12 0HS,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-566200-131940," 28,415 ",Research for Patient Benefit,LS9 7TF,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-566202-132359," 36,307 ",NIHR Fellowships,OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGS COLLEGE LONDON,ERS-566203-132197," 31,284 ",Clinician Scientist Awards,SE1 8WA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566204-132318," 27,998 ",NIHR Fellowships,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,QUEEN MARY UNIVERSITY OF LONDON,ERS-566205-132385," 26,824 ",NIHR Fellowships,E1 2AX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,ERS-566207-132007," 29,686 ",Research for Patient Benefit,AL3 5TL,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-566208-131888," 28,318 ",Research for Patient Benefit,SE1 9RT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-566209-132058," 59,873 ",EME - ( NETSCC ),B15 2TT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BRISTOL CCG 11H,ERS-566210-132493," 86,194 ",Programme Grants for NHS Trusts,BS1 3NX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-566213-131999," 98,021 ",Programme Grants for NHS Trusts,LE5 4QF,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GLASGOW CALEDONIAN UNIVERSITY,ERS-566215-132479," 44,616 ",HS & DR,G4 0BA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGSTON UNIVERSITY HIGHER EDUCATION CORPORATION,ERS-566216-132212," 51,263 ",HS & DR,KT1 1LQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BELFAST QUEENS UNIVERSITY OF,ERS-566217-132044," 42,673 ",NIHR Public Health Research ( NETSCC ),BT7 1NN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GLASGOW UNIVERSITY OF,ERS-566218-132136," 121,098 ",NIHR Public Health Research ( NETSCC ),G12 8QQ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-566220-132360," 33,638 ",HTA Commissioned Research,OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,YORK UNIVERSITY OF,ERS-566221-132462," 26,667 ",HTA Commissioned Research,YO10 5DD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-566222-132361," 44,990 ",PROJECTS,OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-566224-132362," 32,504 ",NIHR Fellowships,OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MEDICAL RESEARCH COUNCIL MRC,ERS-566225-131441," 2,811,679 ",Global Health Trials Scheme (MRC),SN2 1FF,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGS COLLEGE LONDON,ERS-566233-132199," 40,270 ",HS & DR,SE1 8WA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON UCL,ERS-566235-132267," 65,390 ",HTA Commissioned Research,WC1E 6BT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON UCL,ERS-566236-132268," 52,245 ",HTA Commissioned Research,WC1E 6BT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,EXETER UNIVERSITY OF,ERS-566237-132126," 45,451 ",HTA Commissioned Research,EX4 4QJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,QUEEN MARY UNIVERSITY OF LONDON,ERS-566238-132386," 44,858 ",HTA Commissioned Research,E1 2AX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,YORK UNIVERSITY OF,ERS-566239-132463," 34,585 ",HTA Commissioned Research,YO10 5DD,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGS COLLEGE LONDON,ERS-566240-132200," 52,229 ",HS & DR,SE1 8WA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,PLYMOUTH UNIVERSITY OF,ERS-566241-132379," 79,736 ",NIHR Public Health Research ( NETSCC ),PL4 8AA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-566242-131992," 109,274 ",Commissioned EME,M13 0JR,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY OF,ERS-566243-132363," 375,000 ",School of Primary Care Research,OX1 2XN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-566244-132086," 73,706 ",Commissioned EME,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE LONDON,ERS-566245-132171," 126,838 ",Commissioned EME,SW7 2AZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-566246-131875," 25,887 ",Clinician Scientist Awards,S5 7AU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-566247-131842," 36,039 ",Research for Patient Benefit,L12 2AP,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-566248-132014," 100,243 ",Programme Grants for NHS Trusts,NG7 2UK,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-566249-131965," 46,811 ",Programme Grants for NHS Trusts,OX4 2PG,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,National Institute for Biological Standards and Control,ERS-566250-131801," 46,568 ",CJD ,EN6 3QG,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-566251-131876," 148,948 ",Programme Grants for NHS Trusts,S5 7AU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,National Institute for Biological Standards and Control,ERS-566252-131802," 227,793 ",PROJECTS,EN6 3QG,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM WOMENS NHS FOUNDATION TRUST,ERS-566253-131911," 62,633 ",Programme Grants for NHS Trusts,B16 6TW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566254-131671," 77,772 ",School for Public Health,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-566255-131833," 73,153 ",Programme Grants for NHS Trusts,WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566256-131672," 75,810 ",Professorship Awards,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,ERS-566257-131923," 90,012 ",Programme Grants for NHS Trusts,NW3 5BA,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566258-131673," 30,642 ",EME - ( NETSCC ),NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-566260-132087," 28,564 ",NHS Blood and Transplant ,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566261-131675," 68,164 ",HTA Researcher Lead,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY OF,ERS-566262-132088," 213,568 ",NHS Blood and Transplant ,CB2 1TN,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566263-131676," 48,224 ",NIHR Fellowships,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON UCL,ERS-566264-132269," 197,401 ",NHS Blood and Transplant ,WC1E 6BT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566265-131677," 83,661 ",Professorship Awards,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566266-131678," 125,172 ",HTA Researcher Lead,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRISTOL UNIVERSITY OF,ERS-566267-132072," 142,855 ",NHS Blood and Transplant ,BS8 1TH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566269-131680," 177,529 ",Rus - Regional Design Service,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,EXETER UNIVERSITY OF,ERS-566270-132127," 60,833 ",HS & DR,EX4 4QJ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566271-131681," 168,632 ",HTA Commissioned Research,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566273-131682," 47,471 ",HTA Researcher Lead,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566274-131683," 172,893 ",NIHR Health Protection Research Units,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566275-131684," 30,665 ",NIHR Fellowships,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566276-131685," 85,732 ",HTA Commissioned Research,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566278-131687," 93,470 ",HS & DR,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NEWCASTLE UNIVERSITY,ERS-566279-131688," 115,852 ",HTA Commissioned Research,NE1 7RU,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-566281-131765," 88,928 ",Programme Grants for NHS Trusts,LS15 7TW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-566282-131766," 64,227 ",Research Capability Funding (STANDARD),LS15 7TW,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS UNIVERSITY OF,ERS-566285-132229," 109,000 ",PROJECTS,LS2 9JT,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS Bradford Districts CCG 02R,ERS-566286-131795," 35,096 ",Research Capability Funding (STANDARD),WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS Bradford Districts CCG 02R,ERS-566287-131796," 140,116 ",Programme Grants for NHS Trusts,WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BRISTOL CCG 11H,ERS-566288-131786," 89,191 ",Research Capability Funding (STANDARD),BS1 3NX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BRISTOL CCG 11H,ERS-566289-131787," 142,000 ",HS & DR,BS1 3NX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BRISTOL CCG 11H,ERS-566290-131788," 47,029 ",HS & DR,BS1 3NX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BRISTOL CCG 11H,ERS-566291-131789," 54,050 ",HS & DR,BS1 3NX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BRISTOL CCG 11H,ERS-566292-131790," 45,835 ",HS & DR,BS1 3NX,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS Cambridgeshire and Peterborough CCG 06H,ERS-566294-131784," 50,678 ",Research Capability Funding (STANDARD),CB2 8FH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS Cambridgeshire and Peterborough CCG 06H,ERS-566295-131785," 71,486 ",HS & DR,CB2 8FH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS GREATER GLASGOW AND CLYDE,ERS-566297-131638," 40,538 ",HTA Researcher Lead,G12 0XH,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS LEICESTER CITY CCG 04C,ERS-566298-131792," 45,048 ",Research Capability Funding (STANDARD),LE1 6NB,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS LIVERPOOL CCG,ERS-566299-131799," 165,153 ",CLAHRCs,L1 4AZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS LIVERPOOL CCG,ERS-566300-131800," 25,182 ",Research Capability Funding (STANDARD),L1 4AZ,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-566301-131793," 27,986 ",Research Capability Funding (STANDARD),ST5 1QG,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS NORTH STAFFORDSHIRE CCG 05G,ERS-566302-131794," 56,097 ",Programme Grants for NHS Trusts,ST5 1QG,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS NOTTINGHAM CITY CCG 04K,ERS-566303-131778," 58,898 ",Programme Grants for NHS Trusts,WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS NOTTINGHAM CITY CCG 04K,ERS-566304-131779," 34,805 ",Research Capability Funding (STANDARD),WF3 1WE,,,PUBLIC,
,,15/12/2016,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS OXFORDSHIRE CCG 10Q,ERS-566305-131780," 46,567 ",Research Capability Funding (STANDARD),OX4 2LH,,,PUBLIC,
