Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,Amount,PO Number,PO line Description,Contract Number,Project Code
,,15/10/2013,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,PUBLIC,WV10 0QP,ERS-505707-80700,173446,504673,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,THE ROYAL WOLVERHAMPTON NHS TRUST,PUBLIC,WV10 0QP,ERS-505707-80700,30425,504673,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-505708-80717,21384,504690,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-505708-80717,150077,504690,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-505708-80717,123797,504587,STROKE NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-505708-80717,14820,504587,STROKE NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-505708-80717,40000,490690,Translational Research Partnerships,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-505708-80717,40000,490688,Translational Research Partnerships,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-505708-80717,499297,461168,Research Capability Funding,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-505709-80716,23404,504696,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-505709-80716,166621,504696,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-505709-80716,78283,504581,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-505709-80716,2320217,504581,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-505709-80716,50000,490673,Translational Research Partnerships,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-505709-80716,165929,400151,Research Capability Funding,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-505710-80704,55865,400153,Research Capability Funding,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-505710-80704,50000,490686,Translational Research Partnerships,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-505710-80704,3691840,504600,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,PUBLIC,M23 9LT,ERS-505710-80704,59222,504600,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-505711-80693,81206,504656,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-505711-80693,222364,504652,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-505711-80693,41343,504602,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-505711-80693,2550050,504602,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-505711-80693,40000,490687,Translational Research Partnerships,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-505711-80693,105503,400081,Research Capability Funding,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-505713-80682,88641,400102,Research Capability Funding,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-505713-80682,4312902,504646,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-505713-80682,145314,504651,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-505713-80682,21922,504651,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-505713-80682,16149,504705,MEDS FOR CH'REN N'WORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-505713-80682,146123,504705,MEDS FOR CH'REN N'WORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-505714-80699,14044,504649,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-505714-80699,93267,504649,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-505714-80699,29967,504628,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-505714-80699,1510843,504628,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-505714-80699,467894,482763,Cooksey Patient Care,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-505714-80699,39846,400154,Research Capability Funding,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,118444,504736,DIABETES NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,17258,504736,DIABETES NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,18726,504680,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,123611,504680,CANCER NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,29410,504607,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,1776068,504607,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,7524,504606,PRIMARY CARE NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,75444,504606,PRIMARY CARE NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,117490,504585,STROKE NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,14460,504585,STROKE NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,40000,490682,Translational Research Partnerships,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,446059,407820,CLARHCs,,
,,15/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-505715-80736,135841,400155,Research Capability Funding,,
,,15/10/2013,Research & development,DG: RDD,WESTERN SUSSEX NHS FOUNDATION TRUST,PUBLIC,PO19 6SE,ERS-505718-80750,2108474,504619,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,WESTERN SUSSEX NHS FOUNDATION TRUST,PUBLIC,PO19 6SE,ERS-505718-80750,75256,504598,PRIMARY CARE NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,WESTERN SUSSEX NHS FOUNDATION TRUST,PUBLIC,PO19 6SE,ERS-505718-80750,10024,504598,PRIMARY CARE NETWORKS,,
,,15/10/2013,Research & development,DG: RDD,WESTERN SUSSEX NHS FOUNDATION TRUST,PUBLIC,PO19 6SE,ERS-505718-80750,2852,400161,Research Capability Funding,,
,,15/10/2013,Research & development,DG: RDD,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,ERS-505719-80686,8372,400163,Research Capability Funding,,
,,15/10/2013,Research & development,DG: RDD,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,ERS-505719-80686,1812076,504615,Comprehensive Networks,,
,,15/10/2013,Research & development,DG: RDD,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,ERS-505719-80686,26677,504615,Comprehensive Networks,,
,,15/10/2013,Professional fees,DG: SCLGCP,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,PUBLIC,NW1 7QY,S0512277,56553,505965,Fees for Section 12 MH management Contract 2013-14,,
,,16/10/2013,Arm Length Bodies-Capital Subsidy,DG: PHD,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHP033),PUBLIC,SW1W 9SZ,1461005,1000000,509397,Medical and Healthcare Products Regulatory Agency (MHRA) 2013/14 Capital allocation (Devices). ,,
,,16/10/2013,Arm Length Bodies-Capital Subsidy,DG: PHD,MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHP033),PUBLIC,SW1W 9SZ,1461006,6000000,509274,Medical and Healthcare Products Regulatory Agency (MHRA) 2013/14 Capital allocation (NIBSC).  ,,
,,30/10/2013,Provisions cash payment,DG: ERD,NHS INJURY BENEFITS SCHEME,PUBLIC,FY7 8LG,ERS-506899-81661,4050755.17,509895,"Injury Allowance Recharging Payment, October 2013",,
,,30/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-506879-81636,28366,494914,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-506878-81621,93492,509698,HTA Commissioned Research,,
,,30/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-506878-81621,9528.99,434635,HTA Commissioned Research,,
,,30/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-506877-81625,50000,494931,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-506876-81632,50000,494897,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SM2  5PT,ERS-506874-81630,62500,494911,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-506873-81633,59213,494923,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-506872-81622,62500,494922,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-506869-81626,25000,494926,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-506865-81634,61920,494924,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-506860-81631,25000,494913,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-506858-81637,25000,494920,Experimental Cancer Medicine Centres,,
,,17/10/2013,Research & development,DG: RDD,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,ERS-505966-80934,33778,509600,Research for Patient Benefit,,
,,17/10/2013,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-505974-80923,14188.66,509611,AD-HOC - ETC,,
,,17/10/2013,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-505974-80923,12247.58,509611,AD-HOC - ETC,,
,,17/10/2013,Research & development,DG: RDD,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,PUBLIC,ST2 8LD,ERS-505978-80925,40406.25,504281,AD-HOC - ETC,,
,,17/10/2013,Research & development,DG: RDD,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-505979-80944,195070,412608,Programme Grants for NHS Trusts,,
,,17/10/2013,Research & development,DG: RDD,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,PUBLIC,NG8 3LL,ERS-505980-80931,57115,477624,Programme Grants for NHS Trusts,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,PUBLIC,CV2 2DX,ERS-505981-80924,46405.4,509628,HS & DR,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS99 1YF,ERS-506008-80961,116170,376850,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-506009-80964,166667,407594,Bio-Medical Centres,,
,,17/10/2013,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-506010-80972,172062,376853,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-506011-80973,180637,376852,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-506012-80969,109384,407583,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-506013-80965,121910,407591,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-506014-80975,166667,493556,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-506015-80976,1729224,493580,Bio-Medical Centres,,
,,17/10/2013,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-506016-80978,942482,493577,Bio-Medical Centres,,
,,17/10/2013,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-506016-80978,83333,493577,Bio-Medical Centres,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-506017-80982,126799,493553,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-506018-80980,91667,493548,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,BARTS HEALTH NHS TRUST R1H,PUBLIC,E1 8PR,ERS-506019-80987,109290,499657,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-506020-80985,1934031,493583,Bio-Medical Centres,,
,,17/10/2013,Research & development,DG: RDD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,PUBLIC,WC1N 3JH,ERS-506021-80968,594347,493574,Bio-Medical Centres,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-506022-80970,83333,493579,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-506022-80970,1687557,493579,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-506023-80983,83333,493549,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,PUBLIC,LE5 4QF,ERS-506024-80984,83333,493552,Biomedical Units,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,SO52 9AB,ERS-506025-80966,168076,497539,CRFs - CRII,,
,,17/10/2013,Research & development,DG: RDD,THE CHRISTIE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,M20 4BX,ERS-506026-80962,81818,497540,CRFs - CRII,,
,,17/10/2013,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-506027-80971,100000,497541,CRFs - CRII,,
,,17/10/2013,Research & development,DG: RDD,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 7HE,ERS-506028-80977,67969,497534,CRFs - CRII,,
,,17/10/2013,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-506029-80967,51383,497536,CRFs - CRII,,
,,17/10/2013,Research & development,DG: RDD,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-506030-80979,86151,497537,CRFs - CRII,,
,,17/10/2013,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-506031-80974,72727,497533,CRFs - CRII,,
,,17/10/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-506032-80981,100000,497528,CRFs - CRII,,
,,17/10/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-506033-80963,197255,497527,CRFs - CRII,,
,,30/10/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-506856-81627,25000,494921,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,M13 0JR,ERS-506855-81635,59593,494933,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-506853-81624,62500,494919,Experimental Cancer Medicine Centres,,
,,30/10/2013,Research & development,DG: RDD,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-506853-81624,120624.17,206157,CJD ,,
,,30/10/2013,Research & development,DG: RDD,BARTS HEALTH NHS TRUST R1H,PUBLIC,E1 8PR,ERS-506851-81652,50000,499600,Experimental Cancer Medicine Centres,,
,,30/10/2013,Additions Other loans,DG: SFNHS,COMMUNITY HEALTH PARTNERSHIPS (CHP),PUBLIC,SE1 9BW,CHAPS30/10/13,10000000,,,,
,,30/10/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,416948,39028,493747,NCCRCD Management,,
,,30/10/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,416945,117483,493747,NCCRCD Management,,
,,30/10/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,415189,31405,493747,NCCRCD Management,,
,,30/10/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,415188,54477.92,493747,NCCRCD Management,,
,,30/10/2013,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,412240,98457.76,493747,NCCRCD Management,,
,,30/10/2013,Outsourcing Contract,DG: ERD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,3124127,525180,505732,Provision of RST services for 2013/14 - Business Support & Staffing,,
,,30/10/2013,Outsourcing Contract,DG: SFNHS,NHS BUSINESS SERVICES AUTHORITY (NHSBSA),PUBLIC,NE1 6SN,7789,33240,506714,Management of Logistics and supply chain elements of contracts for supply and management of a buffer stock of medicines,,
,,29/10/2013,Research & development,DG: RDD,NHS NORTH STAFFORDSHIRE CCG 05G,PUBLIC,ST5 1QG,ERS-506783-81591,54613,506429,Programme Grants for NHS Trusts,,
,,29/10/2013,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-506781-81590,81878,470593,Programme Grants for NHS Trusts,,
,,29/10/2013,Research & development,DG: RDD,GUYS AND ST THOMAS NHS FOUNDATION TRUST,PUBLIC,SE1 9RT,ERS-506780-81568,69874,451651,Programme Grants for NHS Trusts,,
,,29/10/2013,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-506779-81561,188960,444913,Programme Grants for NHS Trusts,,
,,29/10/2013,Research & development,DG: RDD,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,ERS-506778-81586,81977,445450,Programme Grants for NHS Trusts,,
,,29/10/2013,Research & development,DG: RDD,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,PUBLIC,NW1 0PE,ERS-506774-81588,28094,495207,Research for Patient Benefit,,
,,29/10/2013,Research & development,DG: RDD,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-506767-81566,136000,407545,CLARHCs,,
,,29/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-506766-81571,229483,497524,CRFs - CRII,,
,,29/10/2013,Research & development,DG: RDD,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,ERS-506765-81562,36364,497523,CRFs - CRII,,
,,29/10/2013,Research & development,DG: RDD,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,PUBLIC,B15 2PR,ERS-506762-81570,109362,376854,Biomedical Units,,
,,29/10/2013,Research & development,DG: RDD,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,PUBLIC,NE7 7DN,ERS-506761-81573,45427,348790,Programme Grants for NHS Trusts,,
,,29/10/2013,Outsourcing Contract,DG: SFNHS,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,PUBLIC,NW3 5BA,1652393,87500,506501,NHS Fellowships,,
,,28/10/2013,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,PUBLIC,BA21 4AT,HAFS-16160,100000,,NHS Fellowships,,
,,28/10/2013,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,PUBLIC,TF6 6TF,HAFS-16159,1586000,,NHS Fellowships,,
,,28/10/2013,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,CA2 7HX,HAFS-16158,1770000,,NHS Fellowships,,
,,28/10/2013,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,MID STAFFORDSHIRE NHS FOUNDATION TRUST,PUBLIC,ST16 3SA,HAFS-16157,2800000,,NHS Fellowships,,
,,28/10/2013,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,GEORGE ELIOT HOSPITAL NHS TRUST,PUBLIC,CV10 7DJ,HAFS-16156,1000000,,NHS Fellowships,,
