Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number,Vat Registration Num
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,KIRKLEES METROPOLITAN COUNCIL,ERS-541121-107380,"1,036,000.00",Social Care Capital Grant 2015/16,HD2 1JP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-541122-107381,"544,000.00",Social Care Capital Grant 2015/16,L36 9YZ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LAMBETH LONDON BOROUGH COUNCIL,ERS-541123-107382,"840,000.00",Social Care Capital Grant 2015/16,SW2 1RW,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LANCASHIRE COUNTY COUNCIL,ERS-541124-107383,"3,073,000.00",Social Care Capital Grant 2015/16,PR1 0LD,,,PUBLIC,,GB155712174
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LEEDS CITY COUNCIL,ERS-541125-107384,"1,844,000.00",Social Care Capital Grant 2015/16,LS2 8JR,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LEICESTER CITY COUNCIL,ERS-541126-107386,"876,000.00",Social Care Capital Grant 2015/16,LE1 6ZG,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,DUDLEY METROPOLITAN BOROUGH COUNCIL,ERS-541127-107513,"376,943.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",DY1 1HG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LEICESTERSHIRE COUNTY COUNCIL,ERS-541128-107387,"1,344,000.00",Social Care Capital Grant 2015/16,LE3 8RA,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LEWISHAM LONDON BOROUGH COUNCIL,ERS-541129-107388,"762,000.00",Social Care Capital Grant 2015/16,SE6 4RU,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LINCOLNSHIRE COUNTY COUNCIL,ERS-541130-107389,"1,875,000.00",Social Care Capital Grant 2015/16,LN1 1YL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LIVERPOOL CITY COUNCIL,ERS-541132-107390,"1,647,000.00",Social Care Capital Grant 2015/16,L69 2DQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LUTON BOROUGH COUNCIL,ERS-541133-107391,"439,000.00",Social Care Capital Grant 2015/16,LU1 2BQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,MANCHESTER CITY COUNCIL,ERS-541134-107392,"1,485,000.00",Social Care Capital Grant 2015/16,M60 2JR,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,MEDWAY COUNCIL,ERS-541135-107393,"556,000.00",Social Care Capital Grant 2015/16,ME2 4AU,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,MERTON BOROUGH COUNCIL,ERS-541136-107394,"416,000.00",Social Care Capital Grant 2015/16,SM4 5DX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,MIDDLESBROUGH COUNCIL,ERS-541137-107395,"422,000.00",Social Care Capital Grant 2015/16,TS1 2YL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,MILTON KEYNES COUNCIL,ERS-541138-107396,"506,000.00",Social Care Capital Grant 2015/16,MK9 3HS,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NEWCASTLE UPON TYNE CITY COUNCIL,ERS-541139-107398,"836,000.00",Social Care Capital Grant 2015/16,NE1 8PP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NEWHAM LONDON BOROUGH COUNCIL,ERS-541140-107399,"818,000.00",Social Care Capital Grant 2015/16,E6 2RP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NORFOLK COUNTY COUNCIL,ERS-541141-107400,"2,327,000.00",Social Care Capital Grant 2015/16,NR1 2DL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NORTH EAST LINCOLNSHIRE COUNCIL,ERS-541142-107397,"434,000.00",Social Care Capital Grant 2015/16,DN35 8LN,,,PUBLIC,,GB657846778
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NORTH LINCOLNSHIRE COUNCIL,ERS-541143-107403,"424,000.00",Social Care Capital Grant 2015/16,DN16 1AB,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NORTH SOMERSET COUNCIL,ERS-541144-107404,"514,000.00",Social Care Capital Grant 2015/16,BS23 1LL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,DURHAM COUNTY COUNCIL,ERS-541145-107514,"1,045,918.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",DH1 5UL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,ERS-541146-107405,"574,000.00",Social Care Capital Grant 2015/16,NE28 6UZ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NORTH YORKSHIRE COUNTY COUNCIL,ERS-541147-107406,"1,350,000.00",Social Care Capital Grant 2015/16,DL6 1DF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NORTHAMPTONSHIRE COUNTY COUNCIL,ERS-541148-107401,"1,513,000.00",Social Care Capital Grant 2015/16,NN4 7DB,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NORTHUMBERLAND COUNTY COUNCIL,ERS-541149-107402,"847,000.00",Social Care Capital Grant 2015/16,NE61 2EF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NOTTINGHAM CITY COUNCIL,ERS-541150-107407,"863,000.00",Social Care Capital Grant 2015/16,NG1 2DE,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,NOTTINGHAMSHIRE COUNTY COUNCIL,ERS-541151-107408,"1,964,000.00",Social Care Capital Grant 2015/16,NG2 7QP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,OLDHAM METROPOLITAN BOROUGH COUNCIL,ERS-541152-107409,"625,000.00",Social Care Capital Grant 2015/16,OL1 1UH,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,EALING LONDON BOROUGH COUNCIL,ERS-541153-107515,"342,171.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",W5 2HL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,OXFORDSHIRE COUNTY COUNCIL,ERS-541154-107410,"1,276,000.00",Social Care Capital Grant 2015/16,OX4 2GQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,PETERBOROUGH CITY COUNCIL,ERS-541155-107411,"442,000.00",Social Care Capital Grant 2015/16,PE1 1HQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,PLYMOUTH CITY COUNCIL,ERS-541156-107412,"715,000.00",Social Care Capital Grant 2015/16,PL1 2AA,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,POOLE BOROUGH OF,ERS-541157-107413,"355,000.00",Social Care Capital Grant 2015/16,BH15 2RU,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,EAST RIDING OF YORKSHIRE COUNCIL,ERS-541158-107568,"519,191.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",HU17 9BA,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,PORTSMOUTH CITY COUNCIL,ERS-541159-107414,"496,000.00",Social Care Capital Grant 2015/16,PO1 2AL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,READING BOROUGH COUNCIL,ERS-541160-107415,"317,000.00",Social Care Capital Grant 2015/16,RG1 7TD,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,REDBRIDGE LONDON BOROUGH COUNCIL,ERS-541161-107416,"621,000.00",Social Care Capital Grant 2015/16,IG1 1TR,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,REDCAR AND CLEVELAND BOROUGH COUNCIL,ERS-541162-107417,"401,000.00",Social Care Capital Grant 2015/16,TS6 9AR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,EAST SUSSEX COUNTY COUNCIL,ERS-541163-107516,"735,770.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",BN21 3UU,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,RICHMOND UPON THAMES BOROUGH COUNCIL,ERS-541164-107418,"368,000.00",Social Care Capital Grant 2015/16,TW1 3BZ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,ROCHDALE BOROUGH COUNCIL,ERS-541165-107420,"617,000.00",Social Care Capital Grant 2015/16,OL16 9AJ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,ROTHERHAM BOROUGH COUNCIL,ERS-541166-107421,"749,000.00",Social Care Capital Grant 2015/16,S65 1UE,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,ENFIELD LONDON BOROUGH COUNCIL,ERS-541167-107517,"313,463.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",EN1 3XL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,RUTLAND COUNTY COUNCIL,ERS-541168-107423,"76,000.00",Social Care Capital Grant 2015/16,LE15 6HP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SALFORD CITY COUNCIL,ERS-541169-107424,"734,000.00",Social Care Capital Grant 2015/16,M27 5AP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SANDWELL METROPOPLITAN BOROUGH COUNCIL,ERS-541170-107425,"1,029,000.00",Social Care Capital Grant 2015/16,B69 3DE,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SEFTON METROPOLITAN BOROUGH COUNCIL,ERS-541171-107427,"849,000.00",Social Care Capital Grant 2015/16,L20 3NQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SHEFFIELD CITY COUNCIL,ERS-541172-107428,"1,506,000.00",Social Care Capital Grant 2015/16,S1 1UJ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SHROPSHIRE COUNTY COUNCIL,ERS-541173-107429,"776,000.00",Social Care Capital Grant 2015/16,SY2 6ND,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SLOUGH BOROUGH COUNCIL,ERS-541174-107430,"287,000.00",Social Care Capital Grant 2015/16,SL1 3UF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SOLIHULL METROPOLITAN BOROUGH COUNCIL,ERS-541175-107431,"485,000.00",Social Care Capital Grant 2015/16,B91 9GN,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SOMERSET COUNTY COUNCIL,ERS-541176-107432,"1,391,000.00",Social Care Capital Grant 2015/16,TA1 4DY,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,STAFFORDSHIRE COUNTY COUNCIL,ERS-541177-107601,"1,459,685.00",Local reform and community voices and DOLs and Prisons grants 2015/16,ST16 2NF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SOUTH GLOUCESTERSHIRE COUNCIL,ERS-541178-107435,"521,000.00",Social Care Capital Grant 2015/16,BS15 9TR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,ESSEX COUNTY COUNCIL,ERS-541179-107518,"1,540,147.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",CM1 1JZ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SOUTH TYNESIDE COUNCIL,ERS-541181-107437,"510,000.00",Social Care Capital Grant 2015/16,NE33 2RL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SOUTHAMPTON CITY COUNCIL,ERS-541182-107434,"618,000.00",Social Care Capital Grant 2015/16,SO15 1GX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SOUTHEND-ON-SEA BOROUGH COUNCIL,ERS-541183-107436,"459,000.00",Social Care Capital Grant 2015/16,SS2 6ER,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SOUTHWARK LONDON BOROUGH COUNCIL,ERS-541184-107433,"875,000.00",Social Care Capital Grant 2015/16,SE17 1RX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,ST HELENS METROPOLITAN BOROUGH COUNCIL,ERS-541185-107370,"536,000.00",Social Care Capital Grant 2015/16,WA10 1HP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,STAFFORDSHIRE COUNTY COUNCIL,ERS-541186-107439,"1,972,000.00",Social Care Capital Grant 2015/16,ST16 2NF,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,GATESHEAD COUNCIL,ERS-541187-107574,"273,552.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",NE8 1HH,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-541188-107440,"715,000.00",Social Care Capital Grant 2015/16,SK1 3XE,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,STOCKTON-ON-TEES BOROUGH COUNCIL,ERS-541189-107441,"471,000.00",Social Care Capital Grant 2015/16,TS23 2YD,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,STOCKPORT METROPOLITAN BOROUGH COUNCIL,ERS-541190-107602,"309,741.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SK1 3XE,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,GLOUCESTERSHIRE COUNTY COUNCIL,ERS-541191-107519,"610,685.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",GL1 2TG,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,STOKE-ON-TRENT CITY COUNCIL,ERS-541192-107442,"742,000.00",Social Care Capital Grant 2015/16,ST4 4TS,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SUFFOLK COUNTY COUNCIL,ERS-541194-107443,"1,816,000.00",Social Care Capital Grant 2015/16,IP1 2DH,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,ERS-541195-107444,"873,000.00",Social Care Capital Grant 2015/16,SR2 7DN,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SURREY COUNTY COUNCIL,ERS-541196-107607,"1,385,051.00",Local reform and community voices and DOLs and Prisons grants 2015/16,KT1 2DN,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,GREENWICH LONDON BOROUGH COUNCIL,ERS-541197-107520,"649,569.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",SE18 6PW,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SURREY COUNTY COUNCIL,ERS-541199-107445,"2,224,000.00",Social Care Capital Grant 2015/16,KT1 2DN,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SUTTON LONDON BOROUGH COUNCIL,ERS-541200-107446,"411,000.00",Social Care Capital Grant 2015/16,SM1 1EA,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SWINDON BOROUGH COUNCIL,ERS-541201-107448,"428,000.00",Social Care Capital Grant 2015/16,SN1 2JH,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HACKNEY LONDON BOROUGH COUNCIL,ERS-541202-107521,"339,138.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",E8 4RU,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,TAMESIDE METROPOLITAN BOROUGH COUNCIL,ERS-541203-107449,"643,000.00",Social Care Capital Grant 2015/16,OL6 6DL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HALTON BOROUGH COUNCIL,ERS-541204-107522,"154,273.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",WA8 6NB,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,TELFORD AND WREKIN BOROUGH OF,ERS-541205-107450,"431,000.00",Social Care Capital Grant 2015/16,TF3 4LF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,THURROCK BOROUGH COUNCIL,ERS-541206-107451,"364,000.00",Social Care Capital Grant 2015/16,RM17 0LT,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SUTTON LONDON BOROUGH COUNCIL,ERS-541207-107608,"177,964.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SM1 1EA,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,ERS-541208-107523,"434,941.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",W6 9JT,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,TORBAY COUNCIL,ERS-541209-107452,"461,000.00",Social Care Capital Grant 2015/16,TQ1 3DR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SUNDERLAND CITY METROPOLITAN BOROUGH COUNCIL,ERS-541210-107606,"378,428.00",Local reform and community voices and DOLs and Prisons grants 2015/16,SR2 7DN,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,TOWER HAMLETS LONDON BOROUGH COUNCIL,ERS-541211-107453,"816,000.00",Social Care Capital Grant 2015/16,E2 0HQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,TRAFFORD METROPOLITAN BOROUGH COUNCIL,ERS-541212-107454,"527,000.00",Social Care Capital Grant 2015/16,M32 0YY,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,SUFFOLK COUNTY COUNCIL,ERS-541213-107605,"1,001,849.00",Local reform and community voices and DOLs and Prisons grants 2015/16,IP1 2DH,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WAKEFIELD METROPOLITAN DISTRICT COUNCIL,ERS-541214-107455,"918,000.00",Social Care Capital Grant 2015/16,WF1 9AJ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HAMPSHIRE COUNTY COUNCIL,ERS-541215-107524,"1,251,219.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",SO23 8UJ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WALSALL METROPOLITAN BOROUGH COUNCIL,ERS-541216-107456,"797,000.00",Social Care Capital Grant 2015/16,WS1 1RG,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HARINGEY LONDON BOROUGH COUNCIL,ERS-541217-107525,"277,151.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",N22 7TR,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,STOKE-ON-TRENT CITY COUNCIL,ERS-541218-107604,"321,491.00",Local reform and community voices and DOLs and Prisons grants 2015/16,ST4 4TS,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WALTHAM FOREST LONDON BOROUGH COUNCIL,ERS-541219-107457,"606,000.00",Social Care Capital Grant 2015/16,E17 4JA,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HARROW LONDON BOROUGH COUNCIL,ERS-541220-107526,"234,096.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",HA1 2UL,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,STOCKTON-ON-TEES BOROUGH COUNCIL,ERS-541221-107603,"356,883.00",Local reform and community voices and DOLs and Prisons grants 2015/16,TS23 2YD,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WANDSWORTH LONDON BOROUGH COUNCIL,ERS-541222-107458,"722,000.00",Social Care Capital Grant 2015/16,SW18 2PU,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WARRINGTON BOROUGH COUNCIL,ERS-541223-107459,"459,000.00",Social Care Capital Grant 2015/16,WA1 1BN,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WARWICKSHIRE COUNTY COUNCIL,ERS-541224-107460,"1,244,000.00",Social Care Capital Grant 2015/16,CV34 4RH,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HARTLEPOOL BOROUGH COUNCIL,ERS-541225-107527,"120,961.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",TS24 8AY,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WEST BERKSHIRE COUNCIL,ERS-541226-107461,"279,000.00",Social Care Capital Grant 2015/16,RG14 5LD,,,PUBLIC,,GB200245628
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WEST SUSSEX COUNTY COUNCIL,ERS-541227-107463,"1,839,000.00",Social Care Capital Grant 2015/16,WEST SUSSEX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WESTMINSTER CITY COUNCIL,ERS-541228-107462,"737,000.00",Social Care Capital Grant 2015/16,WC2N 6NU,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WIGAN METROPOLITAN BOROUGH COUNCIL,ERS-541229-107464,"887,000.00",Social Care Capital Grant 2015/16,WN1 3XZ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HAVERING LONDON BOROUGH COUNCIL,ERS-541230-107528,"242,751.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",RM1 3BB,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WILTSHIRE COUNTY COUNCIL,ERS-541231-107466,"1,015,000.00",Social Care Capital Grant 2015/16,BA14 8JN,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WINDSOR AND MAIDENHEAD ROYAL BOROUGH OF,ERS-541232-107467,"265,000.00",Social Care Capital Grant 2015/16,SL6 1RF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WIRRAL METROPOLITAN BOROUGH COUNCIL,ERS-541233-107468,"1,003,000.00",Social Care Capital Grant 2015/16,CH41 5FN,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HEREFORDSHIRE COUNCIL,ERS-541234-107529,"212,562.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",HR1 2XW,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WOKINGHAM COUNCIL,ERS-541235-107469,"224,000.00",Social Care Capital Grant 2015/16,RG40 1WJ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WOLVERHAMPTON CITY COUNCIL,ERS-541236-107470,"766,000.00",Social Care Capital Grant 2015/16,WV1 1RG,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HERTFORDSHIRE COUNTY COUNCIL,ERS-541237-107530,"1,087,602.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",SG13 8DF,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,WORCESTERSHIRE COUNTY COUNCIL,ERS-541238-107471,"1,328,000.00",Social Care Capital Grant 2015/16,WR5 2NP,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,YORK COUNCIL CITY OF,ERS-541239-107472,"407,000.00",Social Care Capital Grant 2015/16,YO1 8ZD,,,PUBLIC,,GB647365022
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HILLINGDON LONDON BOROUGH COUNCIL,ERS-541240-107531,"251,301.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",UB8 1UW,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,HOUNSLOW LONDON BOROUGH COUNCIL,ERS-541241-107532,"280,607.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",TW3 4DN,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,ISLE OF WIGHT COUNCIL,ERS-541243-107571,"515,443.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",ISLE OF WIGHT,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,DORSET COUNTY COUNCIL,ERS-541245-107353,"1,264,000.00",Integrated Digital Care Fund (Capital) Grant 2015/16 No. 31/2466,DT1 1XJ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,ISLINGTON LONDON BOROUGH COUNCIL,ERS-541246-107534,"617,272.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",EC1V 7LQ,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,LEEDS CITY COUNCIL,ERS-541247-107385,"998,000.00",Integrated Digital Care Fund (Capital) Grant 2015/16 (No. 31/2466),LS2 8JR,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,ISLINGTON LONDON BOROUGH COUNCIL,ERS-541248-107377,"1,093,000.00",Integrated Digital Care Fund (Capital) Grant 2015/16 (No. 31/2466),EC1V 7LQ,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,KENSINGTON AND CHELSEA COUNCIL ROYAL BOROUGH OF,ERS-541249-107535,"209,229.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",W8 7NX,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SOUTH TYNESIDE COUNCIL,ERS-541250-107438,"416,000.00",Integrated Digital Care Fund (Capital) Grant 2015/16 (No. 31/2466),NE33 2RL,,,PUBLIC,,
,,09/07/2015,Capital Grants to local authorities,DG: SCLGCP,SUTTON LONDON BOROUGH COUNCIL,ERS-541251-107447,"236,000.00",Integrated Digital Care Fund (Capital) Grant 2015/16 (No. 31/2466),SM1 1EA,,,PUBLIC,,
,,09/07/2015,Revenue Grants to local authorities,DG: SCLGCP,KENT COUNTY COUNCIL,ERS-541253-107536,"1,967,081.00","Local Reform & Community Voices, DOLs and Prison Grants 2015/16",ME14 1XQ,,,PUBLIC,,
