EXAMPLES OF GPC EXPENDITURE,,,,,
,,,,,
MODGPC138476,08-Feb-16,Catalog Merchant, CATALOG MERCHANT,998.4,138476
MODGPC138477,08-Feb-16,Equip/Furn Rent/Lease Serv, TOOL HIRE,562.32,138477
MODGPC138478,08-Feb-16,Member Clubs/Sport/Rec/Golf, MEMBER CLUBS/SPORT/REC/GOLF,963.8,138478
MODGPC138479,08-Feb-16,Professional Services - Def, PROFESSIONAL SERVICES - DEF,534,138479
MODGPC138480,08-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,797.7,138480
MODGPC138481,08-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,4488,138481
MODGPC138482,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,662.84,138482
MODGPC138483,08-Feb-16,Schools - Default, SCHOOLS - DEFAULT,684,138483
MODGPC138484,08-Feb-16,Catalog Merchant, CATALOG MERCHANT,842.45,138484
MODGPC138485,08-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,11305,138485
MODGPC138486,08-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,563.4,138486
MODGPC138487,08-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,1401.96,138487
MODGPC138488,08-Feb-16,Taxicabs/Limousines, TAXICABS/LIMOUSINES,555.66,138488
MODGPC138489,08-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,942.7,138489
MODGPC138490,08-Feb-16,Motor Vehicle Supply/New Parts, MOTOR VEHICLE SUPPLY/NEW PARTS,581.2,138490
MODGPC138491,08-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1609.97,138491
MODGPC138492,08-Feb-16,Misc Home Furnishing, MISC HOME FURNISHING SPECIALTY,584.1,138492
MODGPC138493,05-Feb-16,Computer Network/Info Svcs, COMPUTER NETWORK/INFO SVCS,3024,138493
MODGPC138494,08-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,500,138494
MODGPC138495,08-Feb-16,Business/Secretarial School, BUSINESS/SECRETARIAL SCHOOL,500,138495
MODGPC138496,08-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,500,138496
MODGPC138497,08-Feb-16,Stationery Stores, STATIONERY STORES,718.8,138497
MODGPC138498,05-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,4344,138498
MODGPC138499,08-Feb-16,Artist/Craft Shops, ARTIST/CRAFT SHOPS,538.26,138499
MODGPC138500,08-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,654.48,138500
MODGPC138501,08-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1099.56,138501
MODGPC138502,08-Feb-16,Hobby/Toy/Game Stores," HOBBY, TOY & GAME SHOPS",896.31,138502
MODGPC138503,08-Feb-16,Vocational/Trade Schools, TRADE/VOCATIONAL SCHOOLS,5524.32,138503
MODGPC138504,08-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,591.83,138504
MODGPC138505,08-Feb-16,Automobile Dealers And Leasing, CAR & TRUCK DEALERS/NEW/USED,4800,138505
MODGPC138506,08-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,535.54,138506
MODGPC138507,08-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1897.98,138507
MODGPC138508,08-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,1320,138508
MODGPC138509,08-Feb-16,Metal Service Centers, METAL SERVICE CENTERS,1655.52,138509
MODGPC138510,07-Feb-16,Hilton, HILTON,5769.2,138510
MODGPC138511,07-Feb-16,Hilton, HILTON,5769.2,138511
MODGPC138512,08-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,843.22,138512
MODGPC138513,08-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,897.39,138513
MODGPC138514,08-Feb-16,Variety Stores, VARIETY STORES,948,138514
MODGPC138515,08-Feb-16,Steamship/Cruise Lines, CRUISE LINES,563.88,138515
MODGPC138516,08-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1794,138516
MODGPC138517,08-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,1440,138517
MODGPC138518,08-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,2154,138518
MODGPC138519,08-Feb-16,Electronics Sales, ELECTRONICS STORES,1054.56,138519
MODGPC138520,08-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,9000,138520
MODGPC138521,08-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,10000,138521
MODGPC138522,08-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,528,138522
MODGPC138523,08-Feb-16,Continuity/Subscription Mercht, CONTINUITY/SUBSCRIPTION MERCHT,654.36,138523
MODGPC138524,08-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,3576,138524
MODGPC138525,07-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,844.14,138525
MODGPC138526,08-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,1000,138526
MODGPC138527,04-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,1263.2,138527
MODGPC138528,04-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,1856.35,138528
MODGPC138529,04-Feb-16,Med/Health Services - Def, MED/HEALTH SERVICES - DEF,1298.95,138529
MODGPC138530,04-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,643.52,138530
MODGPC138531,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,587,138531
MODGPC138532,05-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,3022.91,138532
MODGPC138533,19-Jan-16,Bicycle Shops/Sales/Service, BICYCLE SHOPS/SALES/SERVICE,2104.99,138533
MODGPC138534,04-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,3204,138534
MODGPC138535,05-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,3624,138535
MODGPC138536,07-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1654,138536
MODGPC138537,04-Feb-16,Peninsula Hotels, PENINSULA HOTELS,804.17,138537
MODGPC138538,05-Feb-16,Automotive Tire Stores, AUTOMOTIVE TIRE STORES,659.28,138538
MODGPC138539,04-Feb-16,Sas Hotels, SAS HOTELS,1033.36,138539
MODGPC138540,05-Feb-16,Phone Serv/Equip Non-Util, TELECOMMUNICATION EQUIPMENT,727.2,138540
MODGPC138541,05-Feb-16,Detective/Protective Agen, DETECTIVE/PROTECTIVE AGEN,2942.3,138541
MODGPC138542,04-Feb-16,Qatar Airways, QATAR AIRWAY,2652.85,138542
MODGPC138543,04-Feb-16,Peninsula Hotels, PENINSULA HOTELS,922.23,138543
MODGPC138544,06-Feb-16,Eating Places/Restaurants, RESTAURANTS,2906.67,138544
MODGPC138545,04-Feb-16,Sas Hotels, SAS HOTELS,1050.04,138545
MODGPC138546,05-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,662.4,138546
MODGPC138547,05-Feb-16,Real Estate Agents And Managers, ESTATE AGENTS AND PROPERTY SERVICES,1785,138547
MODGPC138548,05-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,3968.93,138548
MODGPC138549,05-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,3443.78,138549
MODGPC138550,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,695.95,138550
MODGPC138551,04-Feb-16,Detective/Protective Agen, DETECTIVE/PROTECTIVE AGEN,549.98,138551
MODGPC138552,06-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,755.69,138552
MODGPC138553,05-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,604.6,138553
MODGPC138554,06-Feb-16,Courtyard By Marriott, COURTYARD BY MARRIOTT,804.31,138554
MODGPC138555,04-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,1680.96,138555
MODGPC138556,05-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,793.82,138556
MODGPC138557,05-Feb-16,Member Organizations - Def, MEMBER ORGANIZATIONS - DEF,540,138557
MODGPC138558,05-Feb-16,Adams Mark, ADAMS MARK HOTELS,940,138558
MODGPC138559,05-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,1419.84,138559
MODGPC138560,05-Feb-16,Postage Stamps, POSTAGE STAMPS,839.84,138560
MODGPC138561,05-Feb-16,Misc Publishing & Printing, MISC PUBLISHING & PRINTING,626.4,138561
MODGPC138562,03-Feb-16,Book Stores, BOOK STORES,1680.12,138562
MODGPC138563,05-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,515.58,138563
MODGPC138564,05-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,740.01,138564
MODGPC138565,05-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",639.06,138565
MODGPC138566,05-Feb-16,Steamship/Cruise Lines, CRUISE LINES,612.01,138566
MODGPC138567,05-Feb-16,Furniture/Equip Stores, FURNITURE/EQUIP STORES,1304,138567
MODGPC138568,05-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,1265,138568
MODGPC138569,05-Feb-16,Clothing/Rent/Costume/Unifo, CLOTHING/RENT/COSTUME/UNIFO,1089.45,138569
MODGPC138570,05-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,1000,138570
MODGPC138571,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1766,138571
MODGPC138572,05-Feb-16,Auto Service Shops/Non Dealer, AUTO SERVICE SHOPS/NON DEALER,530,138572
MODGPC138573,05-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,556.75,138573
MODGPC138574,05-Feb-16,Transportation Svcs - Default, TRANSPORTATION SVCS - DEFAULT,500,138574
MODGPC138575,05-Feb-16,Other Direct Marketers, OTHER DIRECT MARKETERS,828,138575
MODGPC138576,05-Feb-16,Testing Labs (Non-Medical), TESTING LABS (NON-MEDICAL),1164,138576
MODGPC138577,04-Feb-16,Book Stores, BOOK STORES,513.6,138577
MODGPC138578,05-Feb-16,Stationery Stores, STATIONERY STORES,1828.45,138578
MODGPC138579,05-Feb-16,Schools - Default, SCHOOLS - DEFAULT,679.8,138579
MODGPC138580,05-Feb-16,Schools - Default, SCHOOLS - DEFAULT,502,138580
MODGPC138581,05-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,2210.35,138581
MODGPC138582,05-Feb-16,Marriott, MARRIOTT,2577.02,138582
MODGPC138583,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,672.91,138583
MODGPC138584,04-Feb-16,Caterers, CATERERS,1208.95,138584
MODGPC138585,06-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2496.65,138585
MODGPC138586,06-Feb-16,Courtyard By Marriott, COURTYARD BY MARRIOTT,1742.67,138586
MODGPC138587,05-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,580,138587
MODGPC138588,05-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,580,138588
MODGPC138589,05-Feb-16,Phone Serv/Equip Non-Util, TELECOMMUNICATION EQUIPMENT,533.12,138589
MODGPC138590,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,524.61,138590
MODGPC138591,04-Feb-16,Marriott, MARRIOTT,668.63,138591
MODGPC138592,07-Feb-16,Shangri-La International, SHANGRI-LA INTERNATIONAL,1982.63,138592
MODGPC138593,05-Feb-16,Schools - Default, SCHOOLS - DEFAULT,3402,138593
MODGPC138594,05-Feb-16,Steamship/Cruise Lines, CRUISE LINES,612.01,138594
MODGPC138595,05-Feb-16,Tourist Attractions And Xhbt, TOURIST ATTRACTIONS AND XHBT,500,138595
MODGPC138596,05-Feb-16,Steamship/Cruise Lines, CRUISE LINES,670.76,138596
MODGPC138597,05-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,665.94,138597
MODGPC138598,05-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,635.56,138598
MODGPC138599,05-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,2926.03,138599
MODGPC138600,05-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,559.79,138600
MODGPC138601,05-Feb-16,Commercial Equipment - Default, COMMERCIAL EQUIPMENT - DEFAULT,1673.93,138601
MODGPC138602,05-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,729,138602
MODGPC138603,05-Feb-16,Local Commuter Transport, LOCAL COMMUTER TRANSPORT,1143,138603
MODGPC138604,05-Feb-16,Opticians, OPTICIANS,518.1,138604
MODGPC138605,05-Feb-16,Marinas," MARINAS, SERVICE & SUPPLY",1568.89,138605
MODGPC138606,05-Feb-16,Holiday Inn, HOLIDAY INN,1379.7,138606
MODGPC138607,06-Feb-16,Adams Mark, ADAMS MARK HOTELS,738.85,138607
MODGPC138608,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2247.26,138608
MODGPC138609,06-Feb-16,Sport/Recreational Camps, SPORT/RECREATIONAL CAMPS,1100,138609
MODGPC138610,05-Feb-16,Gift/Card/Novelty And Souvenir Stores," GIFT, CARD, NOVELTY STORES",4650,138610
MODGPC138611,05-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,532.5,138611
MODGPC138612,05-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,990,138612
MODGPC138613,05-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,817.5,138613
MODGPC138614,05-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,682.5,138614
MODGPC138615,05-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,1162.5,138615
MODGPC138616,05-Feb-16,Book Stores, BOOK STORES,640.8,138616
MODGPC138617,04-Feb-16,Sheraton, SHERATON,968.83,138617
MODGPC138618,05-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,864,138618
MODGPC138619,05-Feb-16,Mens/Womens Clothing Stores, MENS/WOMENS CLOTHING STORES,1078.31,138619
MODGPC138620,07-Feb-16,Marinas," MARINAS, SERVICE & SUPPLY",1946.98,138620
MODGPC138621,05-Feb-16,Shoe Stores, SHOE STORES,882.28,138621
MODGPC138622,05-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,6340.32,138622
MODGPC138623,05-Feb-16,Sports/Riding Apparel Store, SPORTS/RIDING APPAREL STORES,524.24,138623
MODGPC138624,05-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,948.62,138624
MODGPC138625,05-Feb-16,Sports/Riding Apparel Store, SPORTS/RIDING APPAREL STORES,936.59,138625
MODGPC138626,04-Feb-16,Book Stores, BOOK STORES,874.67,138626
MODGPC138627,05-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,4468.14,138627
MODGPC138628,05-Feb-16,Misc Personal Serv - Def, MISC PERSONAL SERV - DEF,1479.22,138628
MODGPC138629,05-Feb-16,Hospitals, HOSPITALS,1107.32,138629
MODGPC138630,07-Feb-16,Hilton, HILTON,685.32,138630
MODGPC138631,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,6315.27,138631
MODGPC138632,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,44895.75,138632
MODGPC138633,05-Feb-16,Lab/Med/Hospital Equipment," LABORATORY, MEDICAL AND HOSPITAL EQUIPMENT",588,138633
MODGPC138634,05-Feb-16,Equip/Furn Rent/Lease Serv, TOOL HIRE,1487.81,138634
MODGPC138635,05-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,545.6,138635
MODGPC138636,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1233.6,138636
MODGPC138637,07-Feb-16,Shangri-La International, SHANGRI-LA INTERNATIONAL,780.26,138637
MODGPC138638,07-Feb-16,Shangri-La International, SHANGRI-LA INTERNATIONAL,810.38,138638
MODGPC138639,07-Feb-16,Shangri-La International, SHANGRI-LA INTERNATIONAL,747.36,138639
MODGPC138640,07-Feb-16,Shangri-La International, SHANGRI-LA INTERNATIONAL,2218.72,138640
MODGPC138641,05-Feb-16,Roofing/Siding/Sheet Metal, ROOFING/SIDING/SHEET METAL,586,138641
MODGPC138642,07-Feb-16,Commercial/Pro Sports, COMMERCIAL/PRO SPORTS,2129.96,138642
MODGPC138643,05-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,538.49,138643
MODGPC138644,05-Feb-16,Employment/Temp Help Agen, EMPLOYMENT/TEMP HELP AGEN,5400,138644
MODGPC138645,05-Feb-16,Member Clubs/Sport/Rec/Golf, MEMBER CLUBS/SPORT/REC/GOLF,1000,138645
MODGPC138646,05-Feb-16,Steamship/Cruise Lines, CRUISE LINES,635.72,138646
MODGPC138647,05-Feb-16,Charitable/Soc Service Orgs, CHARITABLE/SOC SERVICE ORGS,1008,138647
MODGPC138648,05-Feb-16,Sporting Goods Stores, SPORTING GOODS STORES,840.8,138648
MODGPC138649,05-Feb-16,Member Clubs/Sport/Rec/Golf, MEMBER CLUBS/SPORT/REC/GOLF,645.9,138649
MODGPC138650,05-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,1382.67,138650
MODGPC138651,05-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,532.75,138651
MODGPC138652,04-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,644.08,138652
MODGPC138653,05-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,4607.82,138653
MODGPC138654,05-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,4903.8,138654
MODGPC138655,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1177.76,138655
MODGPC138656,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1053.84,138656
MODGPC138657,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1146.48,138657
MODGPC138658,05-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,1629.92,138658
MODGPC138659,05-Feb-16,Household Appliance Stores, HOUSEHOLD APPLIANCE STORES,1800,138659
MODGPC138660,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,636,138660
MODGPC138661,05-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,4868,138661
MODGPC138662,05-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,4294.37,138662
MODGPC138663,05-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,754.62,138663
MODGPC138664,07-Feb-16,Fairfield Inn, FAIRFIELD INN,519.85,138664
MODGPC138665,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,556.13,138665
MODGPC138666,05-Feb-16,Commercial Photo/Art/Graph, COMMERCIAL PHOTO/ART/GRAPH,877.44,138666
MODGPC138667,07-Feb-16,Fairfield Inn, FAIRFIELD INN,551.9,138667
MODGPC138668,05-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,984,138668
MODGPC138669,05-Feb-16,Book Stores, BOOK STORES,681.01,138669
MODGPC138670,05-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,826.87,138670
MODGPC138671,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1431.65,138671
MODGPC138672,05-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1363.2,138672
MODGPC138673,05-Feb-16,Business/Secretarial School, BUSINESS/SECRETARIAL SCHOOL,500,138673
MODGPC138674,05-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,500,138674
MODGPC138675,04-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,1265.88,138675
MODGPC138676,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,612,138676
MODGPC138677,04-Feb-16,Detective/Protective Agen, DETECTIVE/PROTECTIVE AGEN,648,138677
MODGPC138678,04-Feb-16,Sports/Riding Apparel Store, SPORTS/RIDING APPAREL STORES,1624.51,138678
MODGPC138679,04-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,7879,138679
MODGPC138680,04-Feb-16,Automobile Rental Agency, AUTOMOBILE RENTAL AGENCY,593.36,138680
MODGPC138681,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2019.49,138681
MODGPC138682,04-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,689,138682
MODGPC138683,04-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,4286.11,138683
MODGPC138684,04-Feb-16,Misc Speciality Retail, MISC SPECIALTY RETAIL,694.88,138684
MODGPC138685,04-Feb-16,Equip/Furn Rent/Lease Serv, TOOL HIRE,1539.09,138685
MODGPC138686,04-Feb-16,Business Services - Default, BUSINESS SERVICES - DEFAULT,502.35,138686
MODGPC138687,04-Feb-16,Phone Serv/Equip Non-Util, TELECOMMUNICATION EQUIPMENT,17879.03,138687
MODGPC138688,04-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,580,138688
MODGPC138689,04-Feb-16,Automotive Parts Stores, AUTOMOTIVE PARTS STORES,1485.97,138689
MODGPC138690,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1644.87,138690
MODGPC138691,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,2378.7,138691
MODGPC138692,04-Feb-16,Stationery Stores, STATIONERY STORES,742.86,138692
MODGPC138693,04-Feb-16,Utilities/Elec/Gas/H2O/Sani, UTILITIES/ELEC/GAS/H2O/SANI,1220.55,138693
MODGPC138694,04-Feb-16,Business/Secretarial School, BUSINESS/SECRETARIAL SCHOOL,728,138694
MODGPC138695,04-Feb-16,Misc Gen Merchandise - Def, MISC GENERAL MERCHANDISE,13951.2,138695
MODGPC138696,04-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,3570,138696
MODGPC138697,04-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,2250,138697
MODGPC138698,03-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,3280.52,138698
MODGPC138699,04-Feb-16,Shoe Stores, SHOE STORES,1479.96,138699
MODGPC138700,04-Feb-16,Testing Labs (Non-Medical), TESTING LABS (NON-MEDICAL),1171.8,138700
MODGPC138701,04-Feb-16,Hardware Stores, HARDWARE STORES,1099.38,138701
MODGPC138702,04-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,840,138702
MODGPC138703,03-Feb-16,Electronics Sales, ELECTRONICS STORES,677.09,138703
MODGPC138704,03-Feb-16,Electronics Sales, ELECTRONICS STORES,1746.78,138704
MODGPC138705,03-Feb-16,Electronics Sales, ELECTRONICS STORES,2409.53,138705
MODGPC138706,04-Feb-16,Architectural/Eng/Survey, ARCHITECTURAL/ENG/SURVEY,661.51,138706
MODGPC138707,04-Feb-16,Bicycle Shops/Sales/Service, BICYCLE SHOPS/SALES/SERVICE,1114.58,138707
MODGPC138708,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,3726,138708
MODGPC138709,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,615.25,138709
MODGPC138710,04-Feb-16,Lumber/Build. Supply Stores, LUMBER/BUILD. SUPPLY STORES,658.08,138710
MODGPC138711,04-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,14471.3,138711
MODGPC138712,04-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,10555.34,138712
MODGPC138713,04-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,10803.16,138713
MODGPC138714,04-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,4309.2,138714
MODGPC138715,04-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,10606.56,138715
MODGPC138716,04-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,21943.88,138716
MODGPC138717,04-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,1524.96,138717
MODGPC138718,03-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,762.15,138718
MODGPC138719,03-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,762.15,138719
MODGPC138720,04-Feb-16,Industrial Supplies - Def, INDUSTRIAL SUPPLIES - DEF,2592,138720
MODGPC138721,04-Feb-16,Vocational/Trade Schools, TRADE/VOCATIONAL SCHOOLS,1160.49,138721
MODGPC138722,03-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,1468,138722
MODGPC138723,03-Feb-16,Computer Software Stores, COMPUTER SOFTWARE STORES,762.15,138723
MODGPC138724,04-Feb-16,Buying/Shopping Services, BUYING/SHOPPING SERVICES,1288.5,138724
MODGPC138725,03-Feb-16,Catalog Merchant, CATALOG MERCHANT,5522.51,138725
MODGPC138726,04-Feb-16,Stationery/Office Supplies, STATIONERY/OFFICE SUPPLIES,3000,138726
MODGPC138727,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,723.12,138727
MODGPC138728,03-Feb-16,Moevenpick Hotels, MOVENPICK HOTELS,1702.34,138728
MODGPC138729,03-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1613.7,138729
MODGPC138730,04-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,2300,138730
MODGPC138731,03-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,1343.17,138731
MODGPC138732,04-Feb-16,Embassy Suites, EMBASSY SUITES,10634.6,138732
MODGPC138733,04-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,680.05,138733
MODGPC138734,04-Feb-16,Member Clubs/Sport/Rec/Golf, MEMBER CLUBS/SPORT/REC/GOLF,1032.7,138734
MODGPC138735,04-Feb-16,Advertising Services, ADVERTISING SERVICES,528,138735
MODGPC138736,04-Feb-16,Lodging/Hotels/Motels/Resorts, HOTELS/MOTELS/RESORTS,6885,138736
MODGPC138737,04-Feb-16,Commercial Furniture, COMMERCIAL FURNITURE,697.48,138737
MODGPC138738,04-Feb-16,Electrical Parts/Equipment, ELECTRICAL PARTS/EQUIPMENT,518.4,138738
MODGPC138739,04-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,6840,138739
MODGPC138740,04-Feb-16,Govt Serv - Default, GOV'T SERV - DEFAULT,4284,138740
MODGPC138741,04-Feb-16,Colleges/Univ/Jc/Profession, COLLEGES/UNIV/JC/PROFESSION,3125,138741
