Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Expenditure Type
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,3000047749,61601,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CB236EA,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,HUNTINGDONSHIRE DISTRICT COUNCIL,3000047767,62939,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS PE293TN,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CHELMSFORD BOROUGH COUNCIL,3000047760,64168,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CM11JE,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,PETERBOROUGH CITY COUNCIL,3000047736,66051,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS PE11HQ,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SOUTHEND ON SEA BOROUGH COUNCIL,3000047755,66630,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SS26FA,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LONDON BOROUGH OF SUTTON,3000047761,73384,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SM11EA,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORWICH CITY COUNCIL,3000047753,74804,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS NR21NH,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,COLCHESTER BOROUGH COUNCIL,3000047738,88024,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CO33WG,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,GDS BUS DEV CONSULTANT AND STAFF COSTS,CAPITA RESOURCING LTD,1001001,101796.7,Payment for interim IT specialists,DL19HN,Large,Programme
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CAMBRIDGE CITY COUNCIL,3000047751,105188,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS CB23QJ,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LUTON BOROUGH COUNCIL,3000047799,105472,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS LU12BQ,Large,Grants
Cabinet Office,CABINET OFFICE,23/04/2014,CONTRACTORS & STAFF SUBSTITUTIONS,ERG COMMERCIAL PORTFOLIO TEAM,CAPITA RESOURCING LTD,1001001,149396.1,Various amalgamated interim staff costs ,DL19HN,Large,Admin
Cabinet Office,CABINET OFFICE,23/04/2014,GRANT IN AID PRIVATE SECTOR,NCS IMB,NCS TRUST CIC,1001000,1514493,"Promotion, development, operation and delivery of the National Citizen Service ",W1W 5BB,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,MOLE VALLEY DISTRICT COUNCIL,3000047899,27341,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RH41SJ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SURREY HEATH BOROUGH COUNCIL,3000047858,27570,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS GU153HD,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SPELTHORNE BOROUGH COUNCIL,3000047930,29711,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS TW181XB,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,HART DISTRICT COUNCIL,3000047866,30326,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS GU514AE,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ROTHER DISTRICT COUNCIL,3000047908,31571,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS TN233JX,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,HORSHAM DISTRICT COUNCIL,3000047865,33129,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RH121RL,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,TANDRIDGE DISTRICT COUNCIL,3000047898,33476,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RH80BT,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BRACKNELL FOREST BOROUGH COUNCIL,3000047883,34406,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS RG121AQ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,LEWES DISTRICT COUNCIL,3000047864,35458,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS BN72LX,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,GRAVESHAM BOROUGH COUNCIL,3000047904,36892,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS DA121AU,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WOKING BOROUGH COUNCIL,3000047856,37223,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS GU216YL,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WAVERLEY BOROUGH COUNCIL,3000047891,37275,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS GU71HR,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,DARTFORD BOROUGH COUNCIL,3000047905,37532,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS DA11DR,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EASTLEIGH BOROUGH COUNCIL,3000047889,37790,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS SO509YN,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,RUNNYMEDE BOROUGH COUNCIL,3000047897,38710,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS KT152AH,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,TONBRIDGE & MALLING BOROUGH COUNCIL,3000047892,39116,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS ME194LZ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SEVENOAKS DISTRICT COUNCIL,3000047903,39940,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS TN131HG,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WOKINGHAM BOROUGH COUNCIL,3000047896,40416,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RG401WH,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WEST OXFORDSHIRE DISTRICT COUNCIL,3000047900,42516,Payment to local authorities fund the implementation of Individual Electoral Registration ,OX281NB,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WORTHING BOROUGH COUNCIL,3000047855,42592,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS BN111HA,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CRAWLEY BOROUGH COUNCIL,3000047872,43600,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RH101UZ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EAST HAMPSHIRE DISTRICT COUNCIL,3000047871,43608,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS GU314EX,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ASHFORD BOROUGH COUNCIL,3000047875,44151,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS TN231PL,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,TEST VALLEY BOROUGH COUNCIL,3000047882,44465,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SP103AJ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WEALDON DISTRICT COUNCIL,3000047880,45323,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS BN272AX,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SHEPWAY DISTRICT COUNCIL,3000047885,45831,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CT202QY,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ELMBRIDGE BOROUGH COUNCIL,3000047869,46608,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS KT109SD,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WINCHESTER CITY COUNCIL,3000047890,49064,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SO239LJ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SOUTH OXFORDSHIRE DISTRICT COUNCIL,3000047915,49187,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS OX108HQ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,TUNBRIDGE WELLS BOROUGH COUNCIL,3000047901,49848,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS TN11RS,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SWALE BOROUGH COUNCIL,3000047902,51676,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS ME103HT,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,REIGATE & BANSTEAD BOROUGH COUNCIL,3000047860,51799,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RH20SH,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NEW FOREST DISTRICT COUNCIL,3000047862,51965,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SO419ZG,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,THANET DISTRICT COUNCIL,3000047857,52013,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS CT91XZ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CHICHESTER DISTRICT COUNCIL,3000047873,52180,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS PO191TY,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,RUSHMOOR BOROUGH COUNCIL,3000047928,55242,Payment to local authorities to fund the implementation of Individual Electoral Registration ,GU147JU,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,DOVER DISTRICT COUNCIL,3000047881,56966,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CT163PJ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,AYLESBURY VALE DISTRICT COUNCIL,3000047828,58164,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS HP198FF,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BASINGSTOKE & DEANE BOROUGH COUNCIL,3000047874,58414,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RG214AH,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,HASTINGS BOROUGH COUNCIL,3000047909,62311,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS TN343WN,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EASTBOURNE BOROUGH COUNCIL,3000047870,62333,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS BN214TW,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,MAIDSTONE BOROUGH COUNCIL,3000047927,62405,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS ME156JQ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ISLE OF WIGHT COUNTY COUNCIL,3000047906,64003,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS PO301UD,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CHERWELL DISTRICT COUNCIL,3000047876,65285,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS OX154AA,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,GUILDFORD BOROUGH COUNCIL,3000047867,67907,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS GU24BB,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ARUN DISTRICT COUNCIL,3000047893,68387,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS BN175LF,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WEST BERKSHIRE COUNCIL,3000047917,72358,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RG145LD,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,ROYAL BOROUGH OF WINDSOR & MAIDENHEAD,3000047886,77358,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SL61RF,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,CANTERBURY CITY COUNCIL,3000047916,79767,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CT11YW,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WYCOMBE DISTRICT COUNCIL,3000047929,83890,Payment to local authorities to fund the implementation of Individual Electoral Registration ,HP111BB,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,MEDWAY COUNCIL,3000047863,93801,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS ME44TR,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,MID SUSSEX DISTRICT COUNCIL,3000047879,95200,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RH161SS,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SLOUGH BOROUGH COUNCIL,3000047888,101018,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SL13UF,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,MILTON KEYNES BOROUGH COUNCIL,3000047887,104824,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS MK93EJ,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,PORTSMOUTH CITY COUNCIL,3000047861,107876,Payment to local authorities fund the implementation of Individual Electoral Registration ,PO12AR,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,READING BOROUGH COUNCIL,3000047844,110426,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS RG17AE,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,OXFORD CITY COUNCIL,3000047878,120829,Payment to local authorities to fund the implementation of Individual Electoral Registration ,OX11EN,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SOUTHAMPTON CITY COUNCIL,3000047859,148374,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS SO147LY,Large,Grants
Cabinet Office,CABINET OFFICE,24/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BRIGHTON & HOVE CITY COUNCIL,3000047914,227616,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS BN14GS,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WEST DORSET DISTRICT COUNCIL,3000047989,27071,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS DT11UZ,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,COTSWOLD DISTRICT COUNCIL,3000047935,27527,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS GL71PX,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,STROUD DISTRICT COUNCIL,3000048026,28039,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS GL54UB,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,EAST DORSET DISTRICT COUNCIL,3000048014,28441,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS BH214HN,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,OTHER IS IT COSTS VAT RECOV,GDS ID ASSURANCE,SKYSCAPE CLOUD SERVICES LTD,3000047978,28592.55,GOV.UK software development,GU140LX,SME,Programme
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORTH DEVON DISTRICT COUNCIL,3000047933,28875,Payment to local authorities to fund the implementation of Individual Electoral Registration ,EX311EA,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NORTH DORSET DISTRICT COUNCIL,3000047948,29355,Payment to local authorities to fund the implementation of Individual Electoral Registration ,DT117LL,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,ADDITIONS - F&FS,ESTATE CONSOLIDATION,GCHQ,3000047995,31095.77,Estate services ,GL510EX,Government Department,Admin
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,SEDGEMOOR DISTRICT COUNCIL,3000048033,31098,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS TA63AR,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,OTHER IS IT COSTS VAT RECOV,HOSTING SERVICES CONSOLIDATION,AFFINITY DIGITAL TECHNOLOGY LTD,3000047952,32337.5,Hosting services for G-Cloud ,TR12PQ,Large,Programme
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WYCHAVON DISTRICT COUNCIL,3000048017,32353,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS WR101PT,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NUNEATON & BEDWORTH BOROUGH COUNCIL,3000048010,32964,Payment to local authorities fund the implementation of Individual Electoral Registration ,ERS CV115AA,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,WORCESTER CITY COUNCIL,3000047938,35182,Payment to local authorities fund the implementation of Individual Electoral Registration ,WR13BB,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,REDDITCH BOROUGH COUNCIL,3000048020,36924,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS B988AH,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,NEWCASTLE UNDER LYME BOROUGH COUNCIL,3000047997,38361,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS ST52AG,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,TEIGNBRIDGE DISTRICT COUNCIL,3000047966,38700,Payment to local authorities to fund the implementation of Individual Electoral Registration ,TQ124YR,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,BROMSGROVE DISTRICT COUNCIL,3000048023,40295,Payment to local authorities to fund the implementation of Individual Electoral Registration ,B601AA,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,RUGBY BOROUGH COUNCIL,3000048030,40775,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS CV212LA,Large,Grants
Cabinet Office,CABINET OFFICE,25/04/2014,RESOURCE GRANTS LOCAL AUTHORIT,ERTP ERO CONFIRMATION & VERIFICATION,GLOUCESTER CITY COUNCIL,3000047946,41720,Payment to local authorities to fund the implementation of Individual Electoral Registration ,ERS GL12EQ,Large,Grants
