Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Expenditure Description,Transaction Number,Amount
Department for Education,DEPARTMENT FOR EDUCATION,24/01/2012,Current Grants,Academies Delivery Group,THE BICKNELL SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000070189,25000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Academies Delivery Group,THE CHERWELL SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000069825,25000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Academies Delivery Group,THE DOUAY MARTYRS SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000069826,25000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Academies Delivery Group,THE GATEWAY ACADEMY,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000069827,25000
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Current Grants,Academies Delivery Group,THE GILBERD SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000069923,25000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Academies Delivery Group,THE HARWICH SCHOOL,public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000069828,25000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Academies Delivery Group,THE KEMNAL ACADEMIES TRUST,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000069829,25000
Department for Education,DEPARTMENT FOR EDUCATION,31/01/2012,Current Grants,Academies Delivery Group,THE KEMNAL ACADEMIES TRUST,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000070766,130000
Department for Education,DEPARTMENT FOR EDUCATION,30/01/2012,Current Grants,Academies Delivery Group,THE NORTON KNATCHBULL SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000070614,25000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Academies Delivery Group,THE STANWAY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000069830,25000
Department for Education,DEPARTMENT FOR EDUCATION,18/01/2012,Current Grants,Academies Delivery Group,THE THOMAS LORD AUDLEY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000069831,25000
Department for Education,DEPARTMENT FOR EDUCATION,24/01/2012,Current Grants,Academies Delivery Group,THE WESTGATE SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000070193,25000
Department for Education,DEPARTMENT FOR EDUCATION,24/01/2012,Current Grants,Academies Delivery Group,UPTON HALL SCHOOL FCJ,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000070196,25000
Department for Education,DEPARTMENT FOR EDUCATION,24/01/2012,Current Grants,Academies Delivery Group,VICTORIA PARK PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000070197,25000
Department for Education,DEPARTMENT FOR EDUCATION,19/01/2012,Current Grants,Academies Delivery Group,WASHINGBOROUGH FOUNDATION P & N SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000069928,25000
Department for Education,DEPARTMENT FOR EDUCATION,26/01/2012,Current Grants,Academies Delivery Group,WOODFORD VALLEY CE PRIMARY SCHOOL,Public Sector,"Current grant paid to organisations including agencies, arms length bodies and educational establishments",4000070377,25000
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,Office Solutions,Communications Group,PROLOG,Commercial,"Costs related to general office expenses, e.g. newspapers, magazines, non-professional body subscriptions ",4000070083,582.75
Department for Education,DEPARTMENT FOR EDUCATION,25/01/2012,Marketing and Media,Communications Group,PROLOG,Commercial,Publications and related services,4000070277,36193.67
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,Marketing and Media,Communications Group,PROLOG,Commercial,Digital media and web production,4000070083,53837.02
Department for Education,DEPARTMENT FOR EDUCATION,10/01/2012,Marketing and Media,Communications Group,EDUSERV,Commercial,Communications and market research,4000069145,3132
Department for Education,DEPARTMENT FOR EDUCATION,11/01/2012,ICT,Communications Group,CAPGEMINI UK PLC,Commercial,Costs related to the provision of IT costs,4000069184,0
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,Marketing and Media,Communications Group,PROLOG,Commercial,Digital media and web production,4000070083,45211.06
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,Marketing and Media,Communications Group,PROLOG,Commercial,Publications and related services,4000070083,5520
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,Marketing and Media,Communications Group,PROLOG,Commercial,Digital media and web production,4000070083,5865
Department for Education,DEPARTMENT FOR EDUCATION,24/01/2012,Professional Services Other,Group Legal Advisors Office,TREASURY SOLICITOR TSOL,Public Sector,Costs related to legal Services provided by the Treasury Solicitor for litigation activity,4000070194,331943.07
Department for Education,DEPARTMENT FOR EDUCATION,23/01/2012,Office Solutions,Private Office ,PROLOG,Commercial,Costs related to charges for printing and binding services,4000070083,161.37
Department for Education,DEPARTMENT FOR EDUCATION,11/01/2012,DfE Programme Costs,Standards and Testing Agency Test Operation Division,EDEXCEL,Commercial,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,4000069189,883750
Department for Education,STANDARDS AND TESTING AGENCY,18/01/2012,DfE Programme Costs,Standards and Testing Agency Test Development Division,NFER TRADING LIMITED INV T,Commercial,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,4000069799,99873.3
Department for Education,STANDARDS AND TESTING AGENCY,19/01/2012,DfE Programme Costs,Standards and Testing Agency Test Development Division,PEARSON EDUCATION LTD,Commercial,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,4000069909,28687.11
Department for Education,STANDARDS AND TESTING AGENCY,06/01/2012,Professional Services Temporary Staff,Standards and Testing Agency Test Development Division,CAPITA RESOURCING LTD,Commercial,Costs related to temporary workers,4000069013,385.2
Department for Education,STANDARDS AND TESTING AGENCY,27/01/2012,Professional Services Temporary Staff,Standards and Testing Agency Test Development Division,CAPITA RESOURCING LTD,Commercial,Costs related to temporary workers,4000070421,1155.6
Department for Education,STANDARDS AND TESTING AGENCY,11/01/2012,DfE Programme Costs,Standards and Testing Agency Test Development Division,NFER TRADING LIMITED INV T,Commercial,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,4000069204,152228.81
Department for Education,STANDARDS AND TESTING AGENCY,16/01/2012,Miscellaneous Expenditure,Standards and Testing Agency Test Development Division,DELL CORPORATION LTD,Commercial,Costs relating to ICT equipment and systems,4000069396,6586.08
Department for Education,STANDARDS AND TESTING AGENCY,31/01/2012,DfE Programme Costs,Standards and Testing Agency Test Development Division,NFER TRADING LIMITED INV T,Commercial,Funding to deliver DfE policies (excluding consultancy) paid to third parties via a service delivery contract,4000070727,57923
Department for Education,STANDARDS AND TESTING AGENCY,17/01/2012,ICT,Standards and Testing Agency Test Support Division,BSS,Commercial,"Costs related to telecommunications including telephone cards, line rental and equipment, cost of maintenance, etc",4000069485,89417.67
Department for Education,TEACHERS PENSION SCHEME,06/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000912,352848.87
Department for Education,TEACHERS PENSION SCHEME,10/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000914,303122.72
Department for Education,TEACHERS PENSION SCHEME,10/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000915,108184.84
Department for Education,TEACHERS PENSION SCHEME,12/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000920,54619.28
Department for Education,TEACHERS PENSION SCHEME,16/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000922,334623.93
Department for Education,TEACHERS PENSION SCHEME,18/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000928,388416.44
Department for Education,TEACHERS PENSION SCHEME,19/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000930,589367.85
Department for Education,TEACHERS PENSION SCHEME,24/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000936,77301.04
Department for Education,TEACHERS PENSION SCHEME,25/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000938,63407.15
Department for Education,TEACHERS PENSION SCHEME,26/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000940,574884.48
Department for Education,TEACHERS PENSION SCHEME,27/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000942,296734.86
Department for Education,TEACHERS PENSION SCHEME,31/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP HSBC,Commercial,Funding to pay Teachers Pensions,1000948,119584.01
Department for Education,TEACHERS PENSION SCHEME,05/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000911,115519972.7
Department for Education,TEACHERS PENSION SCHEME,06/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000913,34898872.88
Department for Education,TEACHERS PENSION SCHEME,10/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000916,45960492.03
Department for Education,TEACHERS PENSION SCHEME,10/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000917,19221230.48
Department for Education,TEACHERS PENSION SCHEME,11/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000919,18306109.27
Department for Education,TEACHERS PENSION SCHEME,12/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000921,17102529.65
Department for Education,TEACHERS PENSION SCHEME,16/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000923,46177047.96
Department for Education,TEACHERS PENSION SCHEME,16/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000925,17565862.88
Department for Education,TEACHERS PENSION SCHEME,17/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000927,18009177.54
Department for Education,TEACHERS PENSION SCHEME,18/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000929,16363670.45
Department for Education,TEACHERS PENSION SCHEME,19/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000931,16226808.15
Department for Education,TEACHERS PENSION SCHEME,20/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000933,17259705.25
Department for Education,TEACHERS PENSION SCHEME,23/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000935,121590559.7
Department for Education,TEACHERS PENSION SCHEME,24/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000937,18375607.99
Department for Education,TEACHERS PENSION SCHEME,25/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000939,16212748.22
Department for Education,TEACHERS PENSION SCHEME,26/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000941,17086505.22
Department for Education,TEACHERS PENSION SCHEME,27/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000943,16128190.37
Department for Education,TEACHERS PENSION SCHEME,30/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000945,58962399.18
Department for Education,TEACHERS PENSION SCHEME,31/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000947,12004966.63
Department for Education,TEACHERS PENSION SCHEME,31/01/2012,Funding to pay Teachers pensions,Workforce Group - TPS,CAPITA TP NATWEST,Commercial,Funding to pay Teachers Pensions,1000949,17345816.7
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,115.41
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Families Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,519.35
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Personnel Related,Families Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff expenses including membership fees to professional bodies and CRB checks,4000069084,438.91
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,458.54
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,575.45
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,127.79
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Supporting Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,289.52
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,299.75
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Supporting Children and Young People Group 1,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,553.05
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Safeguarding Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,1663.66
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,232.7
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,1861.59
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,759.59
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,245.94
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,295.7
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Safeguarding Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,144.25
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Children Young People and Families Early Years Extended Schools and Special Needs Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,212.69
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,337.8
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,114.73
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,-121.62
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,730.74
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,213.81
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,-20.8
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,520.8
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,298.5
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,1147.71
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,156.5
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,-38.38
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,457.81
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,531.65
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Strategy and Performance Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,341.29
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,200.52
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Finance and Commercial Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,5295.55
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,1376.36
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,People and Change,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,203.59
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,358.26
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,ALB Reform Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,36.45
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,143.82
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,464.79
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Education Strategy Performance Analysis Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,-169.42
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Education Strategy Performance Analysis Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,-249.87
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,713.94
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Education Funding Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,456.62
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,445.45
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,2284.56
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,-30.59
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,0.89
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,366.18
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Policy and Schools Organisation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,398.6
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Education Funding Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,173.43
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,222.63
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Education Funding Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,284.14
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,1105.89
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,1600.56
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,645.9
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Education Strategy Performance Analysis Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,498.03
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,485.68
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,275.21
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,29.57
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,560.86
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,School Standards Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,73.63
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Curriculum and Behaviour Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,131.57
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Young People Directorate Support,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,206.79
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Young People Analysis Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,343.35
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Academies Delivery Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,311.98
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,-129.81
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Post 16 Young People Learning Agency Resources Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,113.55
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Post 16 Young People Learning Agency Resources Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,367.03
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,101.69
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,469.55
Department for Education,DEPARTMENT FOR EDUCATION,09/01/2012,Travel and Events,Qualifications and Participation Group,CARLSON WAGONLIT TRAVEL,Commercial,Costs related to staff travel expenses for official duty,4000069084,65.47
