Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services UK,People & Strategy - Human Resources,"Personal Expense, Name Witheld",58858,16.00,P&S Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",58859,214.65,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",58859,9.00,Legal Services Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",58859,18.95,Legal Services Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",58859,39.00,Legal Services Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",58859,10.00,Legal Services Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",58859,33.10,Legal Services Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",58860,20.00,Legal Services Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58861,2.10,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58861,5.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58861,7.73,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58861,31.00,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58862,14.78,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58862,6.24,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58862,10.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58862,20.00,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58863,10.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58863,21.38,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services UK,Economics & Markets - Consumer and Competition Policy,"Personal Expense, Name Witheld",58863,21.00,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Mileage Allowance UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58864,19.80,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58864,1.45,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58864,4.00,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58864,18.75,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58864,20.40,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58864,20.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58864,24.25,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58864,28.20,BLG Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Rail Travel Overseas,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58865,11.21,BLG Devolved Admin-Rail Travel Overseas,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence Overseas,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58865,1.76,BLG Devolved Admin-Subsistence Overseas,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence Overseas,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58865,10.00,BLG Devolved Admin-Subsistence Overseas,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence Overseas,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58865,11.90,BLG Devolved Admin-Subsistence Overseas,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services Overseas,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58865,4.81,BLG Devolved Admin-Taxi Services Overseas,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services UK,Economics & Markets - Business Environment,"Personal Expense, Name Witheld",58866,12.00,E&M Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",58867,52.20,Legal Services Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Postage,Legal Services - Legal Services,"Personal Expense, Name Witheld",58867,11.85,Legal Services Admin-Postage,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",58868,11.04,K&I Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services UK,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",58868,9.20,K&I Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Taxi Services UK,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",58869,13.50,F&C Devolved Admin-Taxi Services UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Mileage Allowance UK,Business & Local Growth - BIS Local,"Personal Expense, Name Witheld",58870,467.10,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,Business & Local Growth - BIS Local,"Personal Expense, Name Witheld",58870,6.10,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Mileage Allowance UK,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",58871,5.00,BLG Devolved Admin-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Travel,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",58871,3.00,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",58871,5.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Subsistence UK,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",58871,12.90,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,Rentals Under Non-PFI Operating Leases - Buildings,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",58882,1265.90,EU Expertise: General Costs-Rentals Under Non-PFI Operating Leases - Buildings,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,Hotel & Accommodation Overseas,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",58885,2083.12,K&I Devolved Admin-Hotel & Accommodation Overseas,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Maintenance,Economics & Markets - International Trade & Export Control,STORACALL VOICE SYSTEMS LTD,58887,554.27,E&M Devolved Admin-Maintenance,TW16 7DT,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Furniture,Shareholder Executive - British Business Bank,SENATOR INTERNATIONAL LTD,58888,10994.40,Central Functions-Furniture,BB5 5YE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Other Professional Services,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat",REALISE (EUROPE) LTD,58889,7700.00,P&S Devolved Admin-Other Professional Services,BN17 5JH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Library Services,Legal Services - Legal Services,BLACKWELL UK LTD,58890,592.80,Legal Services Admin-Library Services,OX1 2YX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Professional Training,Economics & Markets - Analysis Directorate,EML LEARNING LTD,58891,583.33,E&M Devolved Admin-Professional Training,LS1 9PX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,External Training,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58895,446.76,E&M Devolved Admin-External Training,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Business Rates,Enterprise & Skills Group - Enterprise Directorate,GROWTH VOUCHERS (UKSBS NEWPORT USE ONLY),58898,8.75,E&S Devolved Admin-Business Rates,SW1H 0ET,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Business Rates,Enterprise & Skills Group - Enterprise Directorate,GROWTH VOUCHERS (UKSBS NEWPORT USE ONLY),58898,10339.75,Growth Vouchers-Business Rates,SW1H 0ET,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Current Grants To Private Sector - NPISH,Business & Local Growth - Regional Growth,ORCHARD HOUSE FOODS LTD,58899,125000.00,SFIIE: GBI North East-Current Grants To Private Sector - NPISH,NE11 0SU,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Staff Transfer/Detached Duty Costs,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",58903,446.50,E&M Devolved Admin-Staff Transfer/Detached Duty Costs,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58908,997.72,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58909,559.20,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58910,500.40,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58911,997.72,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58912,447.17,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58913,749.63,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58914,559.20,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58915,559.20,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Legal Services and Advice Agency,Shareholder Executive - Business Portfolio,FRESHFIELDS BRUCKHAUS DERINGER,58916,13288.25,ShEx Devolved Admin-Legal Services and Advice Agency,EC4Y 1HS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Financial Advice and Services,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,HOGAN LOVELLS INTERNATIONAL LLP,58917,1899.00,Management Costs ICR Monetisation-Financial Advice and Services,EC1A 2FG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/09/2014,Business Management Advice,Shareholder Executive - British Business Bank,RIDGEWAY PARTNERS LTD,58919,18333.33,ShEx Devolved Admin-Business Management Advice,SW1W 9SA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/09/2014,Business Management Advice,Shareholder Executive - British Business Bank,RIDGEWAY PARTNERS LTD,58919,18333.33,ShEx Devolved Admin-Business Management Advice,SW1W 9SA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58920,344.84,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58921,500.40,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Printing,Finance & Commercial Group - Information and Technology Directorate,LEXMARK INTERNATIONAL LTD,58922,500.40,F&C Devolved Admin-Printing,SL6 3US,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Repayments - Venture Capital Fund,Shareholder Executive - ED SME Finance Policy,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),58925,80000.00,ECF: Enterprise Capital Fund-Repayments - Venture Capital Fund,SW1H 0ET,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Professional Training,Economics & Markets - Analysis Directorate,UNIVERSITY OF SOUTHAMPTON,58927,2800.00,E&M Non Devolved Admin-Professional Training,SO17 1BJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Professional Training,Economics & Markets - Analysis Directorate,UNIVERSITY OF SOUTHAMPTON,58928,1800.00,E&M Non Devolved Admin-Professional Training,SO17 1BJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",24/09/2014,External Legal Advice and Service,Legal Services - Legal Services,TOM CROSS,58936,96.00,Legal Services Admin-External Legal Advice and Service,EC4Y 7EQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Recruitment Advice and Services,Finance & Commercial Group - Finance Group,ALLEN LANE LTD,58940,9936.00,F&C Devolved Admin-Recruitment Advice and Services,BN11 2BW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/09/2014,Hire of Agency Staff,Business & Local Growth - BIS Local,BROOK STREET (UK) LTD,58945,423.05,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/09/2014,Hire of Agency Staff,Business & Local Growth - BIS Local,BROOK STREET (UK) LTD,58945,453.10,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/09/2014,Hire of Agency Staff,Business & Local Growth - BIS Local,BROOK STREET (UK) LTD,58949,-333.66,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",17/09/2014,Hire of Agency Staff,Business & Local Growth - BIS Local,BROOK STREET (UK) LTD,58949,667.32,BLG Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",58959,20.00,K&I Devolved Admin-Subsistence UK,.,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,Reprographic Services,Legal Services - Legal Services,RICOH UK LTD,58963,298.70,Legal Services Admin-Reprographic Services,NN4 7YB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,Reprographic Services,Legal Services - Legal Services,RICOH UK LTD,58964,714.95,Legal Services Admin-Reprographic Services,NN4 7YB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Clearing Account   - Cost - Information Technology,Enterprise & Skills Group - Better Regulation Delivery Office,SCISYS (UK) LTD,58965,10000.00,BRDO: PA System Support-Clearing Account   - Cost - Information Technology,SN14 0GB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,GPC New Procedures,Finance & Commercial Group - UK Shared Business Services,BARCLAYS BANK PLC,58971,56574.80,Default-GPC New Procedures,TS17 6YT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,GPC New Procedures,Finance & Commercial Group - UK Shared Business Services,BARCLAYS BANK PLC,58972,15209.11,Default-GPC New Procedures,TS17 6YT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Payment to Barclaycard for ERAC (Enterprise-Rent-a-Car),Finance & Commercial Group - UK Shared Business Services,BARCLAYS BANK PLC,58973,2319.40,Default-Payment to Barclaycard for ERAC (Enterprise-Rent-a-Car),TS17 6YT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",16/09/2014,Motor Vehicle Hire,Enterprise & Skills Group - Better Regulation Delivery Office,ANDERSON TRAVEL LTD,58974,3140.00,BRDO: Developing Markets-Motor Vehicle Hire,SE1 2UF,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Professional Training,Economics & Markets - Analysis Directorate,UNIVERSITY OF SOUTHAMPTON,58975,2800.00,E&M Non Devolved Admin-Professional Training,SO17 1BJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Training And Development Expenditure,People & Strategy - Human Resources,SKILLGATE LTD,58976,2000.00,P&S Non Devolved Admin-Training And Development Expenditure,GU29 0DP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Training And Development Expenditure,Business & Local Growth - Regional Growth,EUROPEAN INSTITUTE OF PUBLIC ADMINISTRATION (EIPA),58977,678.19,BLG Devolved Admin-Training And Development Expenditure,NL-6201 BE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Economic Consultancy & Research,Economics & Markets - Consumer and Competition Policy,YOUGOV PLC,58978,4500.00,E&M Devolved Admin-Economic Consultancy & Research,EC1Y 8RT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/09/2014,Criminal Law and Prosecution Work,Legal Services - Legal Services,HM LAND REGISTRY,58979,168.00,Prosecution Agents-Criminal Law and Prosecution Work,PL6 5HY,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Stationery,Legal Services - Legal Services,OFFICE DEPOT INTERNATIONAL (UK) LTD T/A VIKING DIRECT,58984,106.16,Legal Services Admin-Stationery,LE41 9GS,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Current Grants To Private Sector - NPISH,Enterprise & Skills Group - Vocational Education Directorate,GRADUATE PROSPECTS LTD (A SUBSIDIARY OF HECSU),58985,19320.00,Graduate Opportunities Development Fund-Current Grants To Private Sector - NPISH,M13 9EP,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Mileage Allowance UK,Business & Local Growth - Europen Reform,"Personal Expense, Name Witheld",58986,80.10,Default-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58987,1.70,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58987,1.70,E&S Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58987,5.00,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58987,9.00,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58987,9.00,E&S Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58987,11.45,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,"Business & Local Growth - Energy, Chemicals and Agri-Tech","Personal Expense, Name Witheld",58987,5.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Mileage Allowance UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58988,66.60,ECO - Non Proliferation Awareness Seminars-Mileage Allowance UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Motor Vehicle Hire,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58988,42.00,ECO - Non Proliferation Awareness Seminars-Motor Vehicle Hire,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58988,4.38,ECO - Non Proliferation Awareness Seminars-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58988,16.00,ECO - Non Proliferation Awareness Seminars-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58988,5.00,ECO - Non Proliferation Awareness Seminars-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",58988,14.45,ECO - Non Proliferation Awareness Seminars-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58989,4.40,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Other Travel,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58989,9.30,BLG Devolved Admin-Other Travel,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58989,5.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58989,5.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",15/09/2014,Subsistence UK,Business & Local Growth - Local Growth Directorate,"Personal Expense, Name Witheld",58989,15.00,BLG Devolved Admin-Subsistence UK,,EMPLOYEE
