Departmental Family,Entity,Date,Expence Type,Expense Area,Suplier,Transaction Number, Amount ,PO Line Description,Post Code,Project Code,Expenditure Type,Supplier Type,Contract Number
,,05/02/2016,Research & development,DG: Research & Development,THE LEEDS COMMUNITY HEALTHCARE NHS TRUST RY6,ERS-550586-116285," £45,610.00 ",Programme Grants for NHS Trusts,LS6 1PF,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-550587-116267," £83,526.00 ",Programme Grants for NHS Trusts,SW10 9NH,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,ERS-550588-116265," £41,742.50 ",Programme Grants for NHS Trusts,M23 9LT,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-550589-116275," £95,271.00 ",Programme Grants for NHS Trusts,BR3 3BX,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-550590-116284," £107,042.00 ",Programme Grants for NHS Trusts,M21 9UN,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,NHS VALE OF YORK CCG 03Q,ERS-550591-116292," £32,652.50 ",Programme Grants for NHS Trusts,YO1 6GA,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,BARTS HEALTH NHS TRUST,ERS-550592-116287," £52,836.00 ",Programme Grants for NHS Trusts,E1 8PR,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,BARTS HEALTH NHS TRUST,ERS-550593-116288," £94,667.00 ",Programme Grants for NHS Trusts,E1 8PR,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,EAST LONDON NHS FOUNDATION TRUST,ERS-550594-116278," £54,112.00 ",Programme Grants for NHS Trusts,E1 1RD,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,NHS BRISTOL CCG 11H,ERS-550595-116290," £143,290.00 ",Programme Grants for NHS Trusts,BS1 3NX,,,PUBLIC,
,,05/02/2016,Research & development,DG: Research & Development,NHS OXFORDSHIRE CCG 10Q,ERS-550596-116289," £47,926.50 ",Programme Grants for NHS Trusts,OX4 2LH,,,PUBLIC,
,,10/02/2016,Outsourcing Contract,DG: Research & Development,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8223546," £198,961.00 ",UK Cochrane Centre ,OX3 7HE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-550722-116446," £43,688.00 ",Research Capability Funding (STANDARD),L12 2AP,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,ERS-550722-116446," £36,364.00 ",CRFs - CRII,L12 2AP,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BARTS HEALTH NHS TRUST,ERS-550723-116503," £109,290.00 ",Biomedical Units,E1 8PR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BARTS HEALTH NHS TRUST,ERS-550723-116503," £166,656.00 ",CLAHRCs,E1 8PR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BARTS HEALTH NHS TRUST,ERS-550723-116503," £103,420.00 ",Research Capability Funding (STANDARD),E1 8PR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BARTS HEALTH NHS TRUST,ERS-550723-116503," £23,125.00 ",Network Research Capability Funding,E1 8PR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BARTS HEALTH NHS TRUST,ERS-550723-116503," £2,552,320.00 ",Network Research Capability Funding,E1 8PR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-550724-116491," £37,505.00 ",Research Capability Funding (STANDARD),B15 2PZ,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST RYW,ERS-550725-116501," £26,503.00 ",Research Capability Funding (STANDARD),B13 8JL,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-550726-116443," £68,453.00 ",Research Capability Funding (STANDARD),WF3 1WE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-550727-116490," £54,545.00 ",CRFs - CRII,BN2 3EW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,ERS-550727-116490," £42,408.00 ",Research Capability Funding (STANDARD),BN2 3EW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550728-116450," £197,255.00 ",CRFs - CRII,CB2 2QQ,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550728-116450," £509,921.00 ",Research Capability Funding (STANDARD),CB2 2QQ,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550728-116450," £83,333.00 ",Biomedical Units,CB2 2QQ,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550728-116450," £2,136,980.00 ",Bio-Medical Centres,CB2 2QQ,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-550729-116473," £176,666.00 ",CLAHRCs,CB1 5EE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-550729-116473," £55,564.00 ",Research Capability Funding (STANDARD),CB1 5EE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-550730-116500," £56,657.00 ",Research Capability Funding (STANDARD),NW1 0PE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550732-116482," £111,584.00 ",Research Capability Funding (STANDARD),M13 0JR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550732-116482," £95,500.00 ",Biomedical Units,M13 0JR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550732-116482," £110,000.00 ",CRFs - CRII,M13 0JR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550732-116482," £25,320.00 ",Network Research Capability Funding,M13 0JR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550732-116482," £1,413,916.00 ",Network Research Capability Funding,M13 0JR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550732-116482," £23,115.00 ",NIHR Fellowships,M13 0JR,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-550733-116468," £166,666.00 ",CLAHRCs,SW10 9NH,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-550733-116468," £30,830.00 ",Research Capability Funding (STANDARD),SW10 9NH,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-550737-116464," £605,160.00 ",Bio-Medical Centres,WC1N 3JH,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-550737-116464," £155,318.00 ",Research Capability Funding (STANDARD),WC1N 3JH,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-550738-116455," £1,010,049.00 ",Bio-Medical Centres,SE1 9RT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-550738-116455," £102,604.00 ",CRFs - CRII,SE1 9RT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-550738-116455," £20,818.00 ",Health Technology Co-operatives,SE1 9RT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-550738-116455," £1,886,809.00 ",Network Research Capability Funding,SE1 9RT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-550738-116455," £274,517.00 ",Research Capability Funding (STANDARD),SE1 9RT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-550739-116469," £26,917.00 ",Research Capability Funding (STANDARD),B9 5TA,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-550741-116492," £197,926.00 ",CRFs - CRII,W12 0HS,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-550741-116492," £1,892,364.00 ",Bio-Medical Centres,W12 0HS,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-550741-116492," £121,480.00 ",Quality and Safety Research Centres,W12 0HS,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-550741-116492," £20,343.00 ",Network Research Capability Funding,W12 0HS,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-550741-116492," £1,046,042.00 ",Network Research Capability Funding,W12 0HS,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-550741-116492," £475,630.00 ",Research Capability Funding (STANDARD),W12 0HS,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-550742-116457," £169,999.00 ",CLAHRCs,SE5 9RS,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-550742-116457," £52,965.00 ",Research Capability Funding (STANDARD),SE5 9RS,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-550744-116470," £112,276.00 ",Biomedical Units,LS9 7TF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-550744-116470," £11,037.00 ",CRFs - CRII,LS9 7TF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-550744-116470," £105,049.00 ",Research Capability Funding (STANDARD),LS9 7TF,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-550746-116499," £47,073.00 ",Research Capability Funding (STANDARD),M21 9UN,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-550748-116465," £472,600.00 ",Bio-Medical Centres,EC1V 2PD,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-550748-116465," £102,050.00 ",CRFs - CRII,EC1V 2PD,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-550748-116465," £150,972.00 ",Research Capability Funding (STANDARD),EC1V 2PD,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-550749-116498," £100,632.00 ",Research Capability Funding (STANDARD),LS15 7TW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NHS BRISTOL CCG 11H,ERS-550750-116506," £93,413.00 ",Research Capability Funding (STANDARD),BS1 3NX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NHS Cambridgeshire and Peterborough CCG 06H,ERS-550751-116505," £50,668.00 ",Research Capability Funding (STANDARD),CB2 8FH,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NHS LIVERPOOL CCG,ERS-550752-116508," £166,666.00 ",CLAHRCs,L1 4AZ,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NHS OXFORDSHIRE CCG 10Q,ERS-550754-116504," £66,190.00 ",Research Capability Funding (STANDARD),OX4 2LH,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-550755-116460," £17,944.00 ",Network Research Capability Funding,NR4 7UY,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-550755-116460," £1,702,729.00 ",Network Research Capability Funding,NR4 7UY,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-550755-116460," £45,589.00 ",Research Capability Funding (STANDARD),NR4 7UY,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NORTH BRISTOL NHS TRUST,ERS-550756-116481," £73,944.00 ",Research Capability Funding (STANDARD),BS1 2NP,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NORTH EAST LONDON NHS FOUNDATION TRUST,ERS-550757-116445," £25,441.00 ",Research Capability Funding (STANDARD),CM8 2TL,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,ERS-550759-116476," £25,001.00 ",Research Capability Funding (STANDARD),NE12 8EW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-550760-116487," £104,288.00 ",Biomedical Units,NG7 2UK,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-550760-116487," £121,090.00 ",Biomedical Units,NG7 2UK,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-550760-116488," £122,200.00 ",Research Capability Funding (STANDARD),NG7 2UK,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-550761-116452," £54,090.00 ",Research Capability Funding (STANDARD),NG3 6AA,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-550761-116452," £183,550.00 ",CLAHRCs,NG3 6AA,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-550762-116463," £166,666.00 ",CLAHRCs,OX4 2GX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-550762-116463," £117,481.00 ",Research Capability Funding (STANDARD),OX4 2GX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550763-116477," £482,220.00 ",Research Capability Funding (STANDARD),OX3 7HE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550763-116477," £176,667.00 ",Biomedical Units,OX3 7HE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550763-116477," £1,872,005.00 ",Bio-Medical Centres,OX3 7HE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550763-116477," £67,969.00 ",CRFs - CRII,OX3 7HE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550763-116477," £15,449.00 ",Network Research Capability Funding,OX3 7HE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-550763-116477," £1,133,529.00 ",Network Research Capability Funding,OX3 7HE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-550766-116474," £179,851.00 ",Biomedical Units,UB9 6JH,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-550766-116474," £163,995.00 ",Biomedical Units,UB9 6JH,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-550766-116474," £134,279.00 ",Research Capability Funding (STANDARD),UB9 6JH,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-550767-116451," £104,329.00 ",CRFs - CRII,EX2 5DW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-550767-116451," £180,903.00 ",CLAHRCs,EX2 5DW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-550767-116451," £19,534.00 ",Network Research Capability Funding,EX2 5DW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-550767-116451," £925,062.00 ",Network Research Capability Funding,EX2 5DW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-550767-116451," £69,423.00 ",Research Capability Funding (STANDARD),EX2 5DW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL FREE LONDON NHS FOUNDATION TRUST,ERS-550768-116444," £42,969.00 ",Research Capability Funding (STANDARD),NW3 1QG,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-550769-116467," £41,337.00 ",Research Capability Funding (STANDARD),L7 8XP,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-550769-116467," £109,384.00 ",Biomedical Units,L7 8XP,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-550769-116467," £20,071.00 ",Network Research Capability Funding,L7 8XP,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-550769-116467," £1,324,478.00 ",Network Research Capability Funding,L7 8XP,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-550770-116441," £36,996.00 ",Network Research Capability Funding,GU2 7XX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-550770-116441," £1,287,196.00 ",Network Research Capability Funding,GU2 7XX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-550771-116462," £93,114.00 ",Research Capability Funding (STANDARD),M6 8HD,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-550771-116462," £129,798.00 ",Quality and Safety Research Centres,M6 8HD,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-550771-116462," £174,666.00 ",CLAHRCs,M6 8HD,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-550772-116454," £99,703.00 ",Research Capability Funding (STANDARD),S5 7AU,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-550772-116454," £95,765.00 ",CRFs - CRII,S5 7AU,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-550772-116454," £191,108.00 ",CLAHRCs,S5 7AU,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-550772-116454," £22,429.00 ",Network Research Capability Funding,S5 7AU,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-550772-116454," £2,314,570.00 ",Network Research Capability Funding,S5 7AU,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-550773-116480," £1,367.00 ",Programme Grants for NHS Trusts,BR3 3BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-550773-116480," £319,894.00 ",Research Capability Funding (STANDARD),BR3 3BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-550773-116480," £850,815.00 ",Bio-Medical Centres,BR3 3BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-550773-116480," £86,250.00 ",Bio-Medical Centres,BR3 3BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-550773-116480," £86,151.00 ",CRFs - CRII,BR3 3BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,ERS-550774-116478," £49,928.00 ",HTA Commissioned Research,TS4 3BW,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE CHRISTIE NHS FOUNDATION TRUST,ERS-550775-116447," £81,818.00 ",CRFs - CRII,M20 4BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE CHRISTIE NHS FOUNDATION TRUST,ERS-550775-116447," £21,860.00 ",Research Capability Funding (STANDARD),M20 4BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-550776-116475," £362,622.00 ",Bio-Medical Centres,NE7 7DN,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-550776-116475," £83,333.00 ",Bio-Medical Centres,NE7 7DN,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-550776-116475," £72,727.00 ",CRFs - CRII,NE7 7DN,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-550776-116475," £20,064.00 ",Network Research Capability Funding,NE7 7DN,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-550776-116475," £1,579,639.00 ",Network Research Capability Funding,NE7 7DN,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-550776-116475," £166,935.00 ",Research Capability Funding (STANDARD),NE7 7DN,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-550777-116466," £208,996.00 ",Research Capability Funding (STANDARD),SM2  5PT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-550777-116466," £1,028,129.00 ",Bio-Medical Centres,SM2  5PT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE ROYAL MARSDEN NHS FOUNDATION TRUST,ERS-550777-116466," £53,615.00 ",CRFs - CRII,SM2  5PT,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-550778-116459," £2,263,425.00 ",Comprehensive Networks,WV10 0QP,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,THE SOLENT NHS TRUST R1C,ERS-550779-116502," £50,193.00 ",Research Capability Funding (STANDARD),SO16 4XE,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-550781-116472," £474,979.00 ",Research Capability Funding (STANDARD),NW1 2BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-550781-116472," £100,000.00 ",CRFs - CRII,NW1 2BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-550781-116472," £83,333.00 ",Biomedical Units,NW1 2BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-550781-116472," £1,827,384.00 ",Bio-Medical Centres,NW1 2BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-550781-116472," £153,471.00 ",Programme Grants for NHS Trusts,NW1 2BX,,,PUBLIC,
,,10/02/2016,Research & development,DG: Research & Development,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-550782-116471," £128,336.00 ",Biomedical Units,B15 2PR,,,PUBLIC,
