Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,ROYAL BOROUGH OF KINGSTON UPON THAMES,2215812,"£92,254.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,2215670,"£35,909.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF LONDON,2215670,"£315,228.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF ISLINGTON,2215758,"£52,102.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HAMMERSMITH & FULHAM,2215752,"£41,564.05",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BRENT,2215745,"£37,762.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF REDBRIDGE,2215762,"£47,083.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2215672,"£317,870.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2215672,"£65,915.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2215672,"£34,894.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2215672,"£39,674.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,2215672,"£70,266.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,2215748,"£72,178.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF NEWHAM,2215761,"£33,460.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,2215748,"£31,787.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2215764,"£46,366.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2215764,"£109,940.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2215764,"£88,907.99"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,2215764,"£33,221.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF TOWER HAMLETS,2215765,"£44,215.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CAMDEN,2215747,"£162,520.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF BROMLEY,2215746,"£32,026.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARINGEY,2215753,"£56,882.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF GREENWICH,2215751,"£77,436.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HARROW,2215754,"£48,995.00"
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HOUNSLOW,2215757,"£62,140.00",
Ministry of Justice,HMCTS,03-Oct-12,223001-Printing Postage and Office expenditure,CZ999-South East Region,ROYAL MAIL GROUP PLC,2194298,"£37,025.47",SE Regional Mail variable charges - Royal Mail - Account number 166289000
Ministry of Justice,HMCTS,23-Oct-12,261000-Fuel and Utilities,CZ999-South East Region,CORONA ENERGY,2216046,"£59,886.83",South East Region - Corona  Gas  supply- Consolidated 11/12
Ministry of Justice,HMCTS,19-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,HERTFORDSHIRE COUNTY COUNCIL,2213170,"£34,910.84",
Ministry of Justice,HMCTS,19-Oct-12,222001-Maintenance,CZ999-South East Region,PROCARE BUILDING SERVICES,2214255,"£34,104.65","CIS Labour - Hastings Magistrates - Procare - Refurbishment and reconstruction of frost damaged main court house front steps, including all latest DDA modifications"
Ministry of Justice,HMCTS,12-Oct-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2204656,"£156,703.92",Cleaning
Ministry of Justice,HMCTS,12-Oct-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2204656,"£71,683.69",Waste Disposal
Ministry of Justice,HMCTS,12-Oct-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2204656,"£389,884.96",Security
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2207486,"£158,373.42","Repair and Maintenance 	"
Ministry of Justice,HMCTS,17-Oct-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2210211,"£37,155.75",Security
Ministry of Justice,HMCTS,17-Oct-12,222003-CIS Labour TFM Estates,CZ999-South East Region,MITIE JUSTICE LTD,2210211,"£104,986.93",Internal Repair and Maintenance
Ministry of Justice,HMCTS,24-Oct-12,222001-Maintenance,CZ999-South East Region,MITIE JUSTICE LTD,2219369,"£38,974.53",CIS Labour -  -St Albans crown Court - Mitie Justice LTD - To repair and replace tiling in various rooms throughout the Court
Ministry of Justice,HMCTS,23-Oct-12,226000-Court Costs,CZ999-South East Region,EUREST SERVICES,2216125,"£26,051.48",South East Region - Eurest Smart Cards - Consolidated Juror Smartcards 2012/13  - recharge cards for juror daily food allowance
Ministry of Justice,HMCTS,23-Oct-12,223001-Printing Postage and Office expenditure,CZ999-South East Region,XEROX FINANCE LTD,2217742,"£28,254.65",HMCTS SOUTHEAST REGION CONSOLIDATED - Xerox (UK) Ltd - Rental 2012/13
Ministry of Justice,HMCTS,10-Oct-12,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,2201680,"£31,314.86",CIS Labour - Chelmsford & Colchester Project - Galliford Try Construction - Construction Works
Ministry of Justice,HMCTS,09-Oct-12,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2199135,"£370,383.05",Ipswich & Cambridge-Modern Courts (East Anglia Ltd BR8 7AG)-Unitary Charges for East Anglia PFI - Monthly
Ministry of Justice,HMCTS,09-Oct-12,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,2199135,"£60,227.00",Ipswich & Cambridge-Modern Courts (East Anglia Ltd BR8 7AG)-Unitary Charges for East Anglia PFI - Monthly
Ministry of Justice,HMCTS,31-Oct-12,261000-Fuel and Utilities,CZ999-South East Region,BRITISH GAS BUSINESS,2226964,"£36,378.42",SE Region Consolidated Invoice - British Gas - Electricity supply - 11/12
Ministry of Justice,HMCTS,31-Oct-12,261000-Fuel and Utilities,CZ999-South East Region,BRITISH GAS BUSINESS,2226964,"£25,269.02",SE Region Consolidated Invoice - British Gas - Electricity supply - 11/12
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,LUTON BOROUGH COUNCIL,2215767,"£33,434.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,BASILDON DISTRICT COUNCIL,2215623,"£35,266.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CANTERBURY CITY COUNCIL,2215653,"£38,701.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MAIDSTONE BOROUGH COUNCIL,2215768,"£60,914.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CAMBRIDGE CITY COUNCIL,2215651,"£25,648.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,READING BOROUGH COUNCIL,2215805,"£47,632.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,COLCHESTER BOROUGH COUNCIL,2215674,"£37,111.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,2215659,"£31,831.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,2215659,"£28,167.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,CHELMSFORD BOROUGH COUNCIL,2215659,"£25,877.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ST ALBANS CITY & DISTRICT COUNCIL,2215842,"£34,350.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,OXFORD CITY COUNCIL,2215797,"£28,396.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,NORWICH CITY COUNCIL,2215793,"£30,228.00",
Ministry of Justice,HMCTS,19-Oct-12,261000-Fuel and Utilities,DZ999-South West Region,CORONA ENERGY,2213019,"£34,448.22",SW Finance Office (DA170) - Corona Energy - GAS 222143 - Acct no.:20301400 - Monthly Consolidated Bill for various sites in the SW Region.
Ministry of Justice,HMCTS,30-Oct-12,532000-Tangible GBV - Additions,DZ999-South West Region,SOUTHERN ELECTRIC CONTRACTING LTD,2225065,"£31,576.97",CIS LABOUR - MW - MOJ 11/12 (29) Cheltenham MC - Cells
Ministry of Justice,HMCTS,16-Oct-12,223001-Printing Postage and Office expenditure,DZ999-South West Region,XEROX (UK) LTD,2208092,"£58,080.61",SW Finance Office Consolidated invoice for  copier charges for SSCSA Tribunals Jan to March 12
Ministry of Justice,HMCTS,19-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,GLOUCESTERSHIRE COUNTY COUNCIL,2213120,"£29,568.46",
Ministry of Justice,HMCTS,09-Oct-12,262000-SCA Costs,DZ999-South West Region,ENTERPRISE CIVIC BUILDINGS LIMITED,2198829,"£262,316.07",Exeter - Enterprise Civic Buildings Ltd (GU9 7PT) - Unitary Charges for Exeter PFI-Monthly
Ministry of Justice,HMCTS,16-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,GVA GRIMLEY LTD T/A GVA,2207227,"£38,885.40",
Ministry of Justice,HMCTS,26-Oct-12,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2222113,"£73,616.62","CIS LABOUR - MW - 2049-2-Works/FM-SW-RFP Internal Alterations to Plymouth Magistrates Court, PTO 12/13 (03)"
Ministry of Justice,HMCTS,30-Oct-12,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2224535,"£73,811.30","CIS LABOUR - MW - 2049-2-Works/FM-SW-RFP Internal Alterations to Plymouth Magistrates Court, PTO 12/13 (03)"
Ministry of Justice,HMCTS,23-Oct-12,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2216441,"£100,387.92","CIS Labour - TFM Works Package B, South West Region - Hard Services (Fixed) - M&E Repair & Maintenance"
Ministry of Justice,HMCTS,23-Oct-12,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2216441,"£219,998.64","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Security"
Ministry of Justice,HMCTS,23-Oct-12,222003-CIS Labour TFM Estates,DZ999-South West Region,MITIE JUSTICE LTD,2216441,"£110,541.15","CIS Labour - TFM Works Package B, South West Region - Soft Services (Fixed) - Cleaning"
Ministry of Justice,HMCTS,12-Oct-12,262000-SCA Costs,DZ999-South West Region,SERVICES SUPPORT (AVON & SOMERSET) LTD,2205199,"£679,406.80",Worle Area Office Bristol - Services Support(Avon & Somerset Ltd) - Unitary Charges for Worle & Bristol PFI - Monthly
Ministry of Justice,HMCTS,22-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,STANDARD LIFE INVESTMENTS,2215617,"£270,417.30",
Ministry of Justice,HMCTS,02-Oct-12,222001-Maintenance,DZ999-South West Region,BRYMOR CONTRACTORS LTD,2190523,"£31,222.62","CIS labour - provision of temporary county court accommodation at Basingstoke Magistrates' Court, BCP 10/11 (55)."
Ministry of Justice,HMCTS,24-Oct-12,261000-Fuel and Utilities,DZ999-South West Region,BRITISH GAS BUSINESS,2219167,"£47,805.02",South West Regionas Office (DA170) - British Gas - Account no.: 3053490 - Electricity Consumption costs (various sites) 12/13
Ministry of Justice,HMCTS,02-Oct-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2190957,"£45,202.61",CIS Labour - Southampton MC - Interserve Construction Ltd - Tribunals Integration
Ministry of Justice,HMCTS,10-Oct-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2201726,"£48,213.85",CIS Labour-Basingstoke Magistrates'-Interserve Construction Ltd-Construction
Ministry of Justice,HMCTS,02-Oct-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2190957,"£171,435.49",CIS Labour - Southampton MC - Interserve Construction Ltd - Window Replacement and Remedials
Ministry of Justice,HMCTS,05-Oct-12,532000-Tangible GBV - Additions,DZ999-South West Region,INTERSERVE CONSTRUCTION LTD,2195775,"£207,544.96",CIS Labour - Southampton MC - Interserve Construction Ltd - Window Replacement and Remedials
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BOURNEMOUTH BOROUGH COUNCIL,2215639,"£40,533.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,2215646,"£73,280.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,2215646,"£50,380.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,2215646,"£46,716.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SOUTHAMPTON CITY COUNCIL,2215839,"£32,747.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SOUTHAMPTON CITY COUNCIL,2215839,"£39,846.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,NORTH SOMERSET COUNCIL,2215789,"£35,037.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,EXETER CITY COUNCIL,2215709,"£42,823.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,WINCHESTER CITY COUNCIL,2215876,"£35,724.00",
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,PORTSMOUTH CITY COUNCIL,2215801,"£39,846.00",
Ministry of Justice,HMCTS,03-Oct-12,223001-Printing Postage and Office expenditure,EZ999-Wales Region,ROYAL MAIL GROUP PLC,2194298,"£34,194.52",HMCS Wales Region: Various Sites: Cust Acc. No. 0151075000:Variable Costs: April 2011 - March 2012: Royal Mail
Ministry of Justice,HMCTS,31-Oct-12,532000-Tangible GBV - Additions,EZ999-Wales Region,KIER CONSTRUCTION,2227115,"£98,818.00","CIS Labour - Swansea Mags- KIER CONSTRUCTION - Building works, preliminaries, OH&P and contingency"
Ministry of Justice,HMCTS,31-Oct-12,532000-Tangible GBV - Additions,EZ999-Wales Region,KIER CONSTRUCTION,2227115,"£98,817.00","CIS Labour - Swansea Crn St H - KIER CONSTRUCTION - Building works, preliminaries, OH&P and contingency"
Ministry of Justice,HMCTS,24-Oct-12,265000-IT & Telecommunications,EZ999-Wales Region,ATOS IT SERVICES UK LTD,2219144,"£39,695.00",A-R- 03056-02-V01 - ABERYSTWYTH LAW COURTS - ATOS - The amalgamation of the 3 locations into one commissioning and decommissioning IT hardware and all associated work to move user profiles.
Ministry of Justice,HMCTS,26-Oct-12,265000-IT & Telecommunications,EZ999-Wales Region,ATOS IT SERVICES UK LTD,2221835,"£30,636.00",CCN A-R-03056-01-v04 - Aberystwyth Law Courts - ATOS - IT Setup Costs for Aberystwyth Law Courts
Ministry of Justice,HMCTS,31-Oct-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,2228237,"£509,694.00",CIS Labour - Newport Magistrates Court -Wates Construction Ltd - Enabling works / construction
Ministry of Justice,HMCTS,05-Oct-12,532000-Tangible GBV - Additions,EZ999-Wales Region,KNOX & WELLS LTD,2195821,"£111,435.00",CIS Labour-Cardiff Magistrates'-Knox & Wells-New training suite works
Ministry of Justice,HMCTS,12-Oct-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2204458,"£58,085.13",CLEANING - WALES
Ministry of Justice,HMCTS,12-Oct-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2204458,"£133,294.84",SECURITY - WALES
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2207178,"£55,477.38",M&E REPAIR AND MAINTENANCE WALES
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2207178,"£58,188.38",MANAGEMENT COSTS WALES
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2207178,"£59,014.66",CLEANING - WALES
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,EZ999-Wales Region,G4S INTEGRATED SERVICES (UK) LTD,2207178,"£133,291.84",SECURITY - WALES
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,CARDIFF COUNTY COUNCIL,2215654,"£35,934.00",
Ministry of Justice,HMCTS,03-Oct-12,223001-Printing Postage and Office expenditure,FZ999-Midlands Region,ROYAL MAIL GROUP PLC,2194298,"£70,108.72",Royal Mail variable charges for Midlands Region 2011/12 - (Journal from FA107)
Ministry of Justice,HMCTS,23-Oct-12,261000-Fuel and Utilities,FZ999-Midlands Region,CORONA ENERGY,2216046,"£33,440.63",Corona Energy gas HMCTS Midlands 2012/13.
Ministry of Justice,HMCTS,23-Oct-12,261000-Fuel and Utilities,FZ999-Midlands Region,CORONA ENERGY,2216046,"£34,087.02",Corona Energy gas HMCTS Midlands 2012/13.
Ministry of Justice,HMCTS,12-Oct-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,SITEC INTERIORS LTD,2205207,"£67,410.10",M/Mids/95-11-CIS Labour-Walsall Magistrates'-Sitec Interiors Ltd-New DDA lift installation
Ministry of Justice,HMCTS,30-Oct-12,221000-Property Rent and Rates,FZ999-Midlands Region,OPTIC ASSET MANAGEMENT LTD,2224905,"£77,426.25",Quarterly rent for Birmingham ETS
Ministry of Justice,HMCTS,30-Oct-12,222002-Other Property Costs,FZ999-Midlands Region,OPTIC ASSET MANAGEMENT LTD,2224905,"£32,252.47",Quarterly service charge for Birmingham ETS
Ministry of Justice,HMCTS,30-Oct-12,262000-SCA Costs,FZ999-Midlands Region,H & W COURTS LIMITED,2224478,"£491,614.53",Hereford & Worcester - H&W Courts Ltd (EC2V 7HR) - Unitary Charges for Hereford & Worcester PFI - Monthly
Ministry of Justice,HMCTS,31-Oct-12,262000-SCA Costs,FZ999-Midlands Region,DERBYSHIRE COURTS LTD,2227015,"£454,357.63",Derby & Chesterfield - Derbyshire Courts Ltd - (SE1 9RD) - Unitary Charges for Derbyshire PFI - Monthly
Ministry of Justice,HMCTS,16-Oct-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2207487,"£54,670.49",CIS Labour-Lincoln County-Mitie Ltd-Supply & Installation of Comfort Cooling (on back of term contract)
Ministry of Justice,HMCTS,03-Oct-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2193426,"£37,400.00",CIS Labour - Creation of interview rooms (on back of term contract) - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - Lincoln County Court
Ministry of Justice,HMCTS,02-Oct-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2191104,"£30,062.18",CIS Labour-Boston-Mitie-Supply & Installationof Access Control System on back of term contract
Ministry of Justice,HMCTS,02-Oct-12,222001-Maintenance,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2191104,"£27,532.69",CIS Labour - Parcels Office - Redecoration  (under term contract) - MITIE TECHNICAL FACILITIES MANAGEMENT LTD - Nottingham Magistrates Court
Ministry of Justice,HMCTS,30-Oct-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,CABLE & WIRELESS WORLDWIDE,2224265,"£34,583.26",Various Midlands Courts- Cable and Wireless- Mac Request 185 Provision of PVL Equipment
Ministry of Justice,HMCTS,09-Oct-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,HENRY BOOT CONSTRUCTION LTD,2198941,"£436,991.88",CIS Labour-Newcastle Magistrates'-Henry Boot Contruction Ltd-Instruction of complete integration scheme - Building and M&E Refurbishment Works for agreed maximum price
Ministry of Justice,HMCTS,31-Oct-12,222002-Other Property Costs,FZ999-Midlands Region,DTZ DEBENHAM TIE LEUNG,2227024,"£27,959.17",Quarterly service charge for Cambridge AS
Ministry of Justice,HMCTS,23-Oct-12,222001-Maintenance,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2216442,"£127,965.00",CIS Labour - Nottingham Magistrates Court - MITIE - Supply and Installation of calorifiers
Ministry of Justice,HMCTS,30-Oct-12,226000-Court Costs,FZ999-Midlands Region,EUREST SERVICES,2224397,"£29,186.03",Midlands Region Catering Jurors Subsidy 11/12 - Eurest Services
Ministry of Justice,HMCTS,23-Oct-12,223001-Printing Postage and Office expenditure,FZ999-Midlands Region,XEROX FINANCE LTD,2217742,"£41,481.54",ACCT. 633675. HMCTS MIDLANDS COPIER RENTAL 2012/13.
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2207179,"£163,089.05",Cleaning
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2207179,"£27,576.97",Management Costs etc
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2207179,"£289,416.73",Security
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2207179,"£145,954.18",M&E Repair and Maintenance
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2207179,"£113,736.42",Management Costs etc
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2207179,"£26,136.88",Internal Repair and Maintenance
Ministry of Justice,HMCTS,16-Oct-12,222003-CIS Labour TFM Estates,FZ999-Midlands Region,G4S INTEGRATED SERVICES (UK) LTD,2207179,"£25,992.77",CIS Labour  - Various - G4S - RPU SW 09/10/72/11 - M&E Repair and Maintenance
Ministry of Justice,HMCTS,24-Oct-12,261000-Fuel and Utilities,FZ999-Midlands Region,BRITISH GAS BUSINESS,2219167,"£25,542.23",BGB electricity for  HMCTS Midlands 2012/13.
Ministry of Justice,HMCTS,02-Oct-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,CABLE & WIRELESS GLOBAL CARD SERVICES,2190657,"£61,166.05",Stafford Combined - Cable and Wireless - MAC 159 Provision and Installation of Video Link
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NORTHAMPTON BOROUGH COUNCIL,751026,"£38,930.00",Rates prepayment
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,STAFFORD BOROUGH COUNCIL,2215845,"£26,106.00",Rates prepayment
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,CITY OF LINCOLN COUNCIL,2215669,"£29,999.00",Rates prepayment
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COVENTRY CITY COUNCIL,2215683,"£25,190.00",Rates prepayment
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COVENTRY CITY COUNCIL,2215683,"£30,042.00",Rates prepayment
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,DERBY CITY COUNCIL,2215692,"£28,854.00",Rates prepayment
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,WOLVERHAMPTON CITY COUNCIL,2215878,"£35,724.00",Rates prepayment
Ministry of Justice,HMCTS,23-Oct-12,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,CITY OF STOKE ON TRENT,2215671,"£32,060.00",Rates prepayment
