Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number, Amount ,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Number,,
DEFRA,EA,02/07/2012,Professional Services Other,AN Capital WiP,White Young Green,1087243," £29,401.30 ",Boston Barrier Ground Investigation ,LS6 2WQ,30309584,IMAN001472,Project,,,,
DEFRA,EA,05/07/2012,Professional Services Other,SW Capital WiP,Fugro Engineering Services Ltd,1088563," £29,285.16 ",Steart coastal management project,OX10 9RB,30123021,IMSW001389,Project,,,,
DEFRA,EA,05/07/2012,Professional Services Other,NE Capital WiP,OPUS International Consultants,1089052," £53,027.86 ",Morpeth Detailed Design - Supplementary Ground Investigation flood alleviation scheme,NG2 4GT,30309577,IMNE000794,Project,,,,
DEFRA,EA,19/07/2012,Professional Services Other,MI Capital WiP,OPUS International Consultants,1093971," £55,636.22 ",Undertake the ground investigation work required for the detailed design of the Witton and Titford flood risk management (Upper Tame) project.,NG2 4GT,30309577,IMMI001305,Project,,,,
DEFRA,EA,24/07/2012,Professional Services Other,NE Capital WiP,OPUS International Consultants,1093976," £38,937.30 ",Morpeth Detailed Design - Supplementary Ground Investigation flood alleviation scheme,NG2 4GT,30309577,IMNE000794,Project,,,,
DEFRA,EA,24/07/2012,Professional Services Other,AN Capital WiP,White Young Green,1094414," £44,671.75 ","Boston Barrier Phase 2 Ground Investigation Works, lab testing, report preparation and submission ",LS6 2WQ,30309584,IMAN001472,Project,,,,
DEFRA,EA,02/07/2012,Professional Services Other,FM Operating Unit - Northern,SPIE Matthew Hall,1086522," £28,734.00 ",Richard Fairclough House refurbishment and Appleton House project,DL1 4WB,30270238,HOFAC00002,Project,,,,
DEFRA,EA,17/07/2012,Professional Services Other,National Facilities Manager,Team Q Maintenance Ltd,1062761," £86,390.83 ",Kings Meadow House - Refurbishment of Air Handling Unit and Building Management System Upgrade ,EN8 0NJ,30173392,HOFAC00001,Project,,,,
DEFRA,EA,24/07/2012,Professional Services Other,AN Central-AEM - Ely,Energy Solutions EU Services Ltd,1094565," £27,600.00 ",Processing and disposal of 11 non-conforming Tritium Storage Beds (up to 15TBq H-3 each). ,SN5 6NX,,,Project,,,,
DEFRA,EA,12/07/2012,Professional Services Other,WA Water and Environment,Welsh Water,1092622," £150,549.60 ",Reservoir Operating Agreements (Section 20) ,CF3 9WL,,,Administration,,,,
DEFRA,EA,05/07/2012,Professional Services Other,NE Capital WiP,Byzak Ltd,1075684," £46,525.78 ",Todmorden Canal Overflow Scheme  ,M41 7TG,30204802,IMNE000616,Project,,,,
DEFRA,EA,26/07/2012,Professional Services Other,HO Flood Warning Systems,Met Office,1095172," £44,781.30 ",Met Office data for Coastal forecasting 2012-2013.,EX1 3PB,30324303,,Administration,,,,
DEFRA,EA,26/07/2012,Professional Services Other,HO Flood Warning Systems,CEFAS,1095684," £234,954.00 ",Provision of service for the National Wave Network for UK Coastal Monitoring and Forecasting 2012-2013.,NR33 0HT,,,Administration,,,,
DEFRA,EA,10/07/2012,Travel,Head Office,Redfern Travel Ltd,1082543," £326,614.47 ",Staff business related train travel for period ending  (April to May 2012),BD1 1PL,30342649,,Administration,,,,
DEFRA,EA,26/07/2012,Waste Management,E and B Regulated Industry,Studsvik UK Ltd,1095491," £25,916.60 ",London Metal Recycling Facilities source collection and disposal,NE11 0NF,30301995,EBPRI11020,Administration,,,,
DEFRA,EA,10/07/2012,Professional Services Other,SE Capital WiP,Bennett Griffin Solicitors,1098238," £50,010.77 ",Land purchase and surveying fees,BN12 5DR,,,Administration,,,,
DEFRA,EA,02/07/2012,Professional Services Other,AN Capital WiP,Birketts LLP,1093042," £150,000.00 ",Ipswich Flood alleviation scheme,IP1 1HZ,,,Administration,,,,
DEFRA,EA,04/07/2012,Professional Services Other,Internal Drainage Board Grant,Broads (2006) IDB,1092990," £44,000.00 ",Payment of Capital grant Upper Thume Water level management,PE30 1PW,,,Administration,,,,
DEFRA,EA,04/07/2012,Professional Services Other,Internal Drainage Board Grant,Broads (2006) IDB,1092993," £43,000.00 ",Payment of Capital grant Upper Thume Water level management,PE30 1PW,,,Administration,,,,
DEFRA,EA,23/07/2012,Engineering Goods,SE Capital WiP,MEP Pellegrini,1097306," £282,429.03 ",Payment in Euros for supply of Cranes for Thames Barrier,37137 (Italy),,,Administration,,,,
DEFRA,EA,12/07/2012,Waste Management,National Legal Services,Severn Trent Water Ltd,1095387," £42,330.15 ",Payment for costs incurred in relation to pollution incident at Batchley Brook,CV1 2LZ,,,Administration,,,,
