"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",1825,2.29,B&S Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance UK,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",1825,169.20,B&S Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance Overseas,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",1825,93.00,B&S Devolved Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",1825,13.45,B&S Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Business & Skills Group - Advanced Manufacturing Services,"Personal Expense, Name Witheld",1825,14.60,B&S Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Rail Travel UK,Knowledge & Innovation Group - KIG - Innovation Directorate,"Personal Expense, Name Witheld",1826,4.60,K&I Devolved Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Knowledge & Innovation Group - KIG - Innovation Directorate,"Personal Expense, Name Witheld",1826,27.50,K&I Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Knowledge & Innovation Group - KIG - Innovation Directorate,"Personal Expense, Name Witheld",1826,3.95,K&I Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Knowledge & Innovation Group - KIG - Innovation Directorate,"Personal Expense, Name Witheld",1826,15.00,K&I Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Knowledge & Innovation Group - KIG - Innovation Directorate,"Personal Expense, Name Witheld",1826,5.90,K&I Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Knowledge & Innovation Group - KIG - Innovation Directorate,"Personal Expense, Name Witheld",1826,2.75,K&I Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Knowledge & Innovation Group - KIG - Innovation Directorate,"Personal Expense, Name Witheld",1826,15.40,K&I Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Rail Travel UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1827,8.90,Legal Services Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1827,15.00,Legal Services Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1827,5.00,Legal Services Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1827,5.00,Legal Services Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1827,117.90,Legal Services Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance Overseas,Legal Services - Legal Services,"Personal Expense, Name Witheld",1827,9.80,Legal Services Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",1827,18.86,Legal Services Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Hospitality - UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",1828,19.69,MLG Devolved Admin - Hospitality - UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Postage,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",1828,8.25,MLG Devolved Admin - Postage,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Rail Travel UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",1828,17.00,MLG Devolved Admin - Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",1828,102.64,MLG Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance Overseas,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",1828,2.60,MLG Devolved Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance UK,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",1829,27.45,ECO - Non Proliferation Awareness Seminars - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",1829,1.90,ECO - Non Proliferation Awareness Seminars - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",1829,2.10,ECO - Non Proliferation Awareness Seminars - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Taxi Services UK,Finance & Commercial Group - F&C - Modernisation Fund and Shared Services,"Personal Expense, Name Witheld",1830,45.10,F&C Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Subsistence UK,Finance & Commercial Group - F&C - Modernisation Fund and Shared Services,"Personal Expense, Name Witheld",1830,10.00,F&C Devolved Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Mileage Allowance UK,Finance & Commercial Group - F&C - Modernisation Fund and Shared Services,"Personal Expense, Name Witheld",1830,27.00,F&C Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Mileage Allowance Overseas,Finance & Commercial Group - F&C - Modernisation Fund and Shared Services,"Personal Expense, Name Witheld",1830,25.00,F&C Devolved Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Other Travel,Finance & Commercial Group - F&C - Modernisation Fund and Shared Services,"Personal Expense, Name Witheld",1830,4.84,F&C Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Mileage Allowance UK,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",1831,159.75,MLG Devolved Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Mileage Allowance Overseas,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",1831,52.00,MLG Devolved Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Other Travel,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",1831,49.15,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Other Travel,Markets and Local Growth - MLG - BIS Local,"Personal Expense, Name Witheld",1831,12.60,MLG Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1832,11.70,Legal Services Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1832,10.00,Legal Services Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1832,102.15,Legal Services Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance Overseas,Legal Services - Legal Services,"Personal Expense, Name Witheld",1832,2.40,Legal Services Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",1832,4.09,Legal Services Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",1832,43.64,Legal Services Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1833,51.39,Legal Services Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1833,25.00,Legal Services Admin - Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",1833,140.40,Legal Services Admin - Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Mileage Allowance Overseas,Legal Services - Legal Services,"Personal Expense, Name Witheld",1833,2.00,Legal Services Admin - Mileage Allowance Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",1833,69.60,Legal Services Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Taxi Services UK,Knowledge & Innovation Group - KIG - Higher Education,"Personal Expense, Name Witheld",1834,11.00,K&I Devolved Admin - Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Other Travel,Knowledge & Innovation Group - KIG - Higher Education,"Personal Expense, Name Witheld",1834,4.50,K&I Devolved Admin - Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Financial Advice and Services,Knowledge & Innovation Group - KIG - Innovation Directorate,CAPITAL FOR ENTERPRISE LTD,1840,8333.33,Collaboration: UK Innovation Investment Fund - Support Activities - Financial Advice and Services,S3 8NH,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Rentals Under Non-PFI Operating Leases - Buildings,Finance & Commercial Group - F&C - Commercial Directorate,Q-PARK LTD,1842,985.03,SABR Devolved Admin - Rentals Under Non-PFI Operating Leases - Buildings,LS2 8LW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Internal Training,Markets and Local Growth - MLG - Europe Trade & International Directorate,"Personal Expense, Name Witheld",1849,150.00,SABR Devolved Admin - Internal Training,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Skills Group - Advanced Manufacturing Services,SIMPSON & MARWICK SOLICITORS,1858,3350.00,AMD: British Shipbuilders Provision - Utilisation of Provisions - Purchase of Goods & Services - Other,NE1 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Skills Group - Advanced Manufacturing Services,SIMPSON & MARWICK SOLICITORS,1860,6700.00,AMD: British Shipbuilders Provision - Utilisation of Provisions - Purchase of Goods & Services - Other,EH1 3QR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Research and Development Expenditure,Business & Skills Group - Skills Directorate,TNS UK LTD,1861,207575.00,Socially Dis Learning QI - Research and Development Expenditure,W5 1UA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Skills Group - Advanced Manufacturing Services,SIMPSON & MARWICK SOLICITORS,1862,2878.56,AMD: British Shipbuilders Provision - Utilisation of Provisions - Purchase of Goods & Services - Other,NE1 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Skills Group - Advanced Manufacturing Services,SIMPSON & MARWICK SOLICITORS,1862,35106.00,AMD: British Shipbuilders Provision - Utilisation of Provisions - Purchase of Goods & Services - Other,NE1 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Skills Group - Advanced Manufacturing Services,SIMPSON & MARWICK SOLICITORS,1863,1195.61,AMD: British Shipbuilders Provision - Utilisation of Provisions - Purchase of Goods & Services - Other,EH1 3QR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/30/2013,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Skills Group - Advanced Manufacturing Services,SIMPSON & MARWICK SOLICITORS,1863,14004.10,AMD: British Shipbuilders Provision - Utilisation of Provisions - Purchase of Goods & Services - Other,EH1 3QR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Publications,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1864,130.00,SABR Devolved Admin - Publications,NR3 1QZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Publications,Ministerial and Parliamentary Support - MPST - Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,1864,160.00,SABR Devolved Admin - Publications,NR3 1QZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Grant-In-Aid to Arms Length Bodies,Knowledge & Innovation Group - KIG - Research Base,ARTS AND HUMANITIES RESEARCH COUNCIL,1866,490000.00,AHRC Financing - Grant-In-Aid to Arms Length Bodies,BS1 2AE,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Grant-In-Aid to Arms Length Bodies,Knowledge & Innovation Group - KIG - Research Base,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,1867,80000000.00,EPSRC Financing - Grant-In-Aid to Arms Length Bodies,SN2 1FF,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Skills Group - Advanced Manufacturing Services,ROBERTS JACKSON LTD,1868,4964.42,AMD: Vosper Gap- British Shipbuilders - Utilisation of Provisions - Purchase of Goods & Services - Other,SK9 5ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Grant-In-Aid to Arms Length Bodies,Knowledge & Innovation Group - KIG - Research Base,ECONOMIC AND SOCIAL RESEARCH COUNCIL ESRC,1870,10000000.00,ESRC Financing - Grant-In-Aid to Arms Length Bodies,SN2 1UJ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Utilisation of Provisions - Purchase of Goods & Services - Other,Business & Skills Group - Advanced Manufacturing Services,ROBERTS JACKSON LTD,1872,2191.80,AMD: Vosper Gap- British Shipbuilders - Utilisation of Provisions - Purchase of Goods & Services - Other,SK9 5ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Current Grants To Private Sector - NPISH,Markets and Local Growth - MLG - Consumer and Competition Policy,CONSUMER FUTURE,1873,1700000.00,DO NOT USE - Current Grants To Private Sector - NPISH,EC4Y 8JX,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Utilisation of Provisions - Subsidies to Private Sector - Companies,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,HONOURS TRUSTEES LTD,1883,276189.30,Student Support: Debt Sale Utilisation - Utilisation of Provisions - Subsidies to Private Sector - Companies,LS2 8AE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Utilisation of Provisions - Subsidies to Private Sector - Companies,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,CLUB 24 LTD t/a VENTURA,1885,360.19,Student Support: Debt Sale Utilisation - Utilisation of Provisions - Subsidies to Private Sector - Companies,LS2 8AE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Utilisation of Provisions - Subsidies to Private Sector - Companies,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,FINANCE FOR HIGHER EDUCATION,1887,523803.78,Student Support: Debt Sale Utilisation - Utilisation of Provisions - Subsidies to Private Sector - Companies,EC2R 8PB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Media and Design Services,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,M4C (A DIVISION OF GROUPM UK LTD),1888,11782.41,Regional Growth Fund - Media and Design Services,WC1X 8RX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Media and Design Services,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,M4C (A DIVISION OF GROUPM UK LTD),1888,11.72,Regional Growth Fund - Media and Design Services,WC1X 8RX,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,THE ROYAL SOCIETY,1889,1000000.00,Royal Society - Current Grants To Private Sector - NPISH,SW1Y 5AG,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,ROYAL ACADEMY OF ENGINEERING RAE,1891,837621.00,Royal Academy Of Engineering - Current Grants To Private Sector - NPISH,SW1Y 5DG,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1892,208.50,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Hire of Agency Staff,Markets and Local Growth - MLG - Regional Growth Fund & Legacy,CAPITA RESOURCING LTD,1892,2868.78,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,THE BRITISH ACADEMY,1893,3644967.00,British Academy - Current Grants To Private Sector - NPISH,SW1Y 5AH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Hire of Agency Staff,Finance & Commercial Group - F&C - Commercial Directorate,CAPITA RESOURCING LTD,1901,2550.00,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Current Grants To Private Sector - NPISH,Knowledge & Innovation Group - KIG - Research Base,BIOTECHNOLOGY AND BIOLOGICAL SCIENCE RESEARCH COUNCIL,1903,2750000.00,DO NOT USE - Current Grants To Private Sector - NPISH,SN2 1UH,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,InfoSource Desktop Information,Finance & Commercial Group - F&C - Commercial Directorate,FACTIVA LTD,1904,7457.10,SABR Devolved Admin - InfoSource Desktop Information,WC1X 8BH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Hire of Agency Staff,Finance & Commercial Group - F&C - Modernisation Fund and Shared Services,CAPITA RESOURCING LTD,1906,2996.28,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Current Grants To Private Sector - NPISH,Markets and Local Growth - MLG - Consumer and Competition Policy,CITIZENS ADVICE BUREAU,1907,2588178.00,CiTA: England & Wales - Current Grants To Private Sector - NPISH,N1 9LZ,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Grant-In-Aid to Arms Length Bodies,Markets and Local Growth - MLG - Consumer and Competition Policy,COMPETITION SERVICE,1908,1070000.00,Competition Services NB - Grant-In-Aid to Arms Length Bodies,WC1A 2EB,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Hire of Agency Staff,Finance & Commercial Group - F&C - Finance Group,ALLEN LANE LTD,1910,3750.00,SABR Devolved Admin - Hire of Agency Staff,SW1Y 5JH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Hire of Agency Staff,Finance & Commercial Group - F&C - Commercial Directorate,CAPITA RESOURCING LTD,1912,3600.00,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Director of Change and Corporate Effectiveness, including the BIS Secretar",CAPITA RESOURCING LTD,1916,945.00,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/31/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Director of Change and Corporate Effectiveness, including the BIS Secretar",CAPITA RESOURCING LTD,1916,840.00,SABR Devolved Admin - Hire of Agency Staff,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Learning and Dev - CS Skills,Government Office for Science - GOS - Government Office for Science,CAPITA BUSINESS SERVICES LTD,1917,250.00,SABR Devolved Admin - Learning and Dev - CS Skills,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/29/2013,Leadership & People Management,Government Office for Science - GOS - Government Office for Science,CAPITA BUSINESS SERVICES LTD,1918,428.00,SABR Devolved Admin - Leadership & People Management,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Media and Design Services,Business & Skills Group - Enterprise Directorate,TARGETBASE CLAYDON HEELEY LTD,1919,23631.00,Queen's Award: Making Of Presentational Items - Media and Design Services,SW11 3BZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Losses and Compensation,Shareholder Executive - Shareholder Executive,NATIONAL LOANS FUND,1922,107945119.33,RM Loans: Facility D - Losses and Compensation,SW1A 2HQ,GRANT
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,18 RED LION COURT,1924,120.00,Prosecution Agents - Criminal Law and Prosecution Work,EC4A 3EB,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Contributions,Markets and Local Growth - MLG - Labour Market,Payment under the Icelandic Trawlermen Compensation Scheme - Name Withheld,1928,1000.00,Trawlermen Compensation Scheme - Contributions,SW1H 0ET,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/26/2013,Receivables Manual - NCA,Shareholder Executive - Shareholder Executive,HM REVENUE & CUSTOMS,1931,98340.00,RM Loans: Facility C1 - Receivables Manual - NCA,B2 4AR,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Criminal Law and Prosecution Work,Legal Services - Legal Services,NEW WALK CHAMBERS,1935,291.36,Prosecution Agents - Criminal Law and Prosecution Work,LE1 6TE,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/25/2013,Hire of Agency Staff,"People, Comminications and Effectiveness Group - PCE - Director of Change and Corporate Effectiveness, including the BIS Secretar",VMA GLOBAL RESOURCING GROUP LTD,1937,4536.00,SABR Devolved Admin - Hire of Agency Staff,WC1B 3HH,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Leadership & People Management,"People, Comminications and Effectiveness Group - PCE - Human Resources",CAPITA BUSINESS SERVICES LTD,1938,733.00,SABR Non Devolved Admin - Leadership & People Management,DL1 9HN,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Rail Travel Overseas,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",1939,10.90,SABR Devolved Admin - Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Rail Travel Overseas,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",1939,9.00,SABR Devolved Admin - Rail Travel Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Taxi Services Overseas,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",1939,6.30,SABR Devolved Admin - Taxi Services Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Taxi Services Overseas,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",1939,40.10,SABR Devolved Admin - Taxi Services Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",10/28/2013,Subsistence Overseas,Shareholder Executive - Shareholder Executive,"Personal Expense, Name Witheld",1939,15.25,SABR Devolved Admin - Subsistence Overseas,SW1H 0ET,EMPLOYEE
