Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number,  Amount  ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,05/02/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-484376-69847,"36,378.37",BZRLCR0 (SDO/140/2006),Programme,
Department of Health,Department of Health,06/02/2013,Research & development,Research & Development,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,ERS-484472-69861,"23,750.00",NIHR Research Capability Funding 2012/13 -PCRN ( North West ),Programme,
Department of Health,Department of Health,06/02/2013,Research & development,Research & Development,HALTON & ST HELENS PCT,PUBLIC,WA10 2AP,ERS-484472-69861,"75,423.00","""code 299755""    - PCRN ( North West )",Programme,
Department of Health,Department of Health,06/02/2013,Publicity & advertising,External Relations,TNS UK LTD,LARGE,W5 1UA,260117559,"77,125.00","Evaluation of regional and local cancer campaigns: Blood in Pee (regional), Breast over 70 (regional), Ovarian (local) and Constellation of symptoms (local)",Programme,
Department of Health,Department of Health,06/02/2013,Publicity & advertising,External Relations,TNS UK LTD,LARGE,W5 1UA,260117560,"21,900.00",POst campaign tracking survey among GPs to evaluate the Dementia phase 2 campaign,Programme,
Department of Health,Department of Health,06/02/2013,Publicity & advertising,External Relations,TNS UK LTD,LARGE,W5 1UA,260117561,"59,600.00",Cancer campaign - direct mail research,Programme,
Department of Health,Department of Health,06/02/2013,Outsourcing Contract,Public Health,SAPIENT LTD,LARGE,E1 6DU,26870,"59,560.00",EESSI software design and related services Sapient costs,Programme,
Department of Health,Department of Health,06/02/2013,Publicity & advertising,External Relations,DARE NCS LTD,LARGE,W1T 1NB,3311163,"470,976.42",Creative development of January campaign,Programme,
Department of Health,Department of Health,06/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313703,"80,654.01",Capital: LSP NWWM FY 2012/13 TPP 6.01 Phase 2 LDC Deployment Cash Requirements,Programme,
Department of Health,Department of Health,06/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313705,"919,698.93",Capital: LSP East FY 2012/13 TPP 6.01 Phase 2 LDC Deployment Capital Cash Requirements,Programme,
Department of Health,Department of Health,06/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201313707,"812,418.51",Capital: LSP NE FY 2012/13 TPP 6.01 Phase 2 LDC Deployment Capital Cash Requirements,Programme,
Department of Health,Department of Health,06/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201314323,"87,419.62",Capital: LSP NWWM FY FY 2012/13 Dec Deployment Cash Requirements,Programme,
Department of Health,Department of Health,06/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201314325,"265,282.05",Capital LSP  East  FY 2012/13 December Deployment Cash Requirements,Programme,
Department of Health,Department of Health,06/02/2013,Addition Clearing - SW LIC,Informatics,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201314327,"246,465.56",Capital: LSP  NE FY 2012/13 Deployment Cash Requirements,Programme,
Department of Health,Department of Health,06/02/2013,Outsourcing Contract,External Relations,GFK NOP LTD,LARGE,SE1 9UL,8272004948,"169,650.00",Lifecourse tracker research,Programme,
Department of Health,Department of Health,06/02/2013,Contr Other External,Informatics,CAPITA BUSINESS SERVICES LTD,,,16150109,"68,829.00",,,
Department of Health,Department of Health,06/02/2013,Legal / Prof Fees,Informatics,DLA PIPER UK LLP,,,16150986,"230,228.77",,,
Department of Health,Department of Health,06/02/2013,Revenue Grants to non-profit institutions,External Relations,THE NATIONAL SKILLS ACADEMY FOR SOCIAL CARE,VCS,SE1 2HB,ERS-484497-69881,"746,000.00",2012/016 The National Skills Academy for Social Care - Core Funding for NSASC - policy grant,Programme,
Department of Health,Department of Health,06/02/2013,Outsourcing Contract,NHS Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01422,"420,531.30","Invoice No. S01422, Q4 Management Support fees, Reinvigoration of Clinical Audit, National events",Programme,
Department of Health,Department of Health,06/02/2013,Outsourcing Contract,NHS Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01424,"1,199,391.87","Inv S01424, Q1, Adult Cardiac Surgery,cardiac ambulance & MINAP,heart failure,congenital heart disease,inflamatory bowl disease, pain database,dementia audit, phychological therapies, carotid intervvetions,cardiac rhythm mgt,Nat hip fract",Programme,
Department of Health,Department of Health,06/02/2013,Outsourcing Contract,NHS Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01426,"615,547.00","Invoice No. S01426, CORP England Q4 Lot 1,2,3,4",Programme,
Department of Health,Department of Health,06/02/2013,Outsourcing Contract,NHS Medical,HEALTHCARE QUALITY IMPROVEMENT PARTNERSHIP HQIP,VCS,EC3V 5AW,S01427,"35,631.00","Invoice No. S01427 CORP Wales Q4 Lot 1,2,3,4",Programme,
Department of Health,Department of Health,07/02/2013,Professional fees,External Relations,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,PUBLIC,BS1 3NU,10000143,"416,666.67",Skills for Health-DH 12/13 contract,Programme,
Department of Health,Department of Health,07/02/2013,Policy Payments,NHS Finance Operations & Performance,LONDON SHA,PUBLIC,WF3 1WE,19523513,"57,258.90",NHS London Regional Prevent Coordinator,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-484729-69942,"20,596,093.00",Biomedical Research Centre,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,CB2 2QQ,ERS-484729-69942,"125,000.00",Biomedical Research Unit,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,ERS-484732-69954,"41,074.00",II-LB-1111-20006 RNP/901/037/114,Programme,
Department of Health,Department of Health,07/02/2013,Other Admin expenditure,Strategy Finance & NHS,ESSEX PENSION FUND,SME,CM1 1JZ,3000030088,"13,398,000.00",GSCC 87 Full & Final settlement of Cessation costs,Admin,
Department of Health,Department of Health,07/02/2013,Outsourcing Contract,Public Health,QUALITY HEALTH LTD,SME,S42 5US,5279,"23,925.00",Nursery Milk Consultation and Survey Analysis - 2012/13,Admin,13751
Department of Health,Department of Health,07/02/2013,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH13010047,"238,363.62","Change4Life Be Food Smart Teaser tool print and delivery, 4.5 million examples",Programme,
Department of Health,Department of Health,07/02/2013,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH13010047,"47,627.39",Change4Life Be Food Smart Teaser tool additional print and upto 20 deliveries.,Programme,
Department of Health,Department of Health,07/02/2013,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH13010048,"163,348.71",Change4Life Be Food Smart Teaser tool additional print and upto 20 deliveries.,Programme,
Department of Health,Department of Health,07/02/2013,Contr Other External,Informatics,CABLE & WIRELESS UK,,,16131002,"854,428.12",,,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,DURHAM UNIVERSITY OF,PUBLIC,DH1 3HN,ERS-484723-69947,"82,290.70",08/1809/255 - SDO Project - ,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-484724-69948,"69,500.00",90176005 (RGNIHR482089),Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-484725-69943,"113,264.21",000516 (Account 890015 ),Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-484725-69943,"92,750.00",000517 (Account 890015),Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-484725-69943,"53,491.10",000700 (Account 890015),Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-484726-69944,"52,632.00",000692 - CRD-008,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,TECHNOLOGY STRATEGY BOARD (TSB),PUBLIC,SN2 1FF,ERS-484727-69945,"50,000.00",000691 - CRD - 002,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,OXFORD UNIVERSITY,PUBLIC,OX1 2XN,ERS-484728-69952,"836,144.00",School for Primary Care Research - Contract 1,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-484730-69949,"65,890.41",11-2000-05 RNP/901/052/002,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,QUEEN MARY AND WESTFIELD COLLEGE,PUBLIC,E1 2AX,ERS-484733-69953,"25,065.87",11/100/76 RNP/901/052/058 ,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-484734-69946,"25,000.00",GRSI/00027063,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,ABERDEEN UNIVERSITY OF,PUBLIC,AB24 3FX,ERS-484734-69946,"25,000.00",GRSI/00030808,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-484735-69950,"73,257.13",42621 - James Lind Alliance,Programme,
Department of Health,Department of Health,07/02/2013,Research & development,Research & Development,MEDICAL RESEARCH COUNCIL MRC,PUBLIC,SN2 1FF,ERS-484736-69951,"68,662.00",024/0051 RNP/945/061,Programme,
Department of Health,Department of Health,07/02/2013,Revenue Grants to non-profit institutions,Social Care,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,VCS,SW1Y 5BH,ERS-484699-69901,"625,000.00",2012/015 Social Care Institute for Excellence (SCIE)- Project: SCIE Core Grant-,Admin,
Department of Health,Department of Health,08/02/2013,CASH FUNDING Rev Inside RAB,CENTRAL TECHNICAL,BATH & NORTH EAST SOMERSET PCT,PUBLIC,BA2 5RP,HAFS-15252,"5,800,000.00",,Other,
Department of Health,Department of Health,08/02/2013,School Fruit and Vegetable Scheme,Public Health,AG Axtons,,,6140,"56,660.70",,,
Department of Health,Department of Health,08/02/2013,Revenue Grants to non-profit institutions,Public Health,AGE UK,VCS,SW16 4ER,ERS-484770-70001,"400,000.00",2012/064 - Age UK - PROJECT: Warm Homes healthy people- policy grant,Programme,
Department of Health,Department of Health,08/02/2013,Revenue Grants to non-profit institutions,Public Health,FOUNDATIONS INDEPENDENT LIVING TRUST,VCS,SK13 8HT,ERS-484771-70021,"174,720.00",2012/065 - Foundations Independent Living Trust - project: Warm homes healthy people - policy grant,Programme,
Department of Health,Department of Health,08/02/2013,Revenue Grants to non-profit institutions,Public Health,ACTION ON SMOKING AND HEALTH,VCS,E1 6JE,ERS-484775-70041,"70,000.00",2012/032 Action on Smoking and Health - project: Supporting the tobacco plan for England 2012-2013- policy grant,Programme,
Department of Health,Department of Health,08/02/2013,Revenue Grants to non-profit institutions,Social Care,TIME BANKS UK,VCS,GL5 1DF,ERS-484798-70061,"55,372.00",2011/019 - IESD - Timebanking UK - Project: Resilience and Mutuality - AIMS 1206427,Programme,
Department of Health,Department of Health,11/02/2013,Secondees in invoiced costs,Strategy Finance & NHS,SOMERSET PCT,PUBLIC,WF3 1WE,5736452,"29,169.00",Commissioning and Service Development Lead - 02/04/2012 - 31/03/13,Admin,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST,PUBLIC,B13 8JL,HAFS-15253,"750,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,BN2 3EW,HAFS-15254,"212,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,PUBLIC,S44 5BL,HAFS-15255,"219,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,DERBY HOSPITALS NHS FOUNDATION TRUST,PUBLIC,DE1 2QY,HAFS-15256,"408,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,DORSET HEALTH CARE NHS FOUNDATION TRUST,PUBLIC,BH1 4JQ,HAFS-15257,"105,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,KENT & MEDWAY NHS & SOCIAL CARE PARTNERSHIP TRUST,PUBLIC,WF3 1WE,HAFS-15258,"900,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,LANCASHIRE CARE NHS FOUNDATION TRUST,PUBLIC,PR5 6XT,HAFS-15259,"575,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,SHREWSBURY & TELFORD HOSPITALS NHS TRUST,PUBLIC,TF6 6TF,HAFS-15260,"540,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,PUBLIC,Shropshire,HAFS-15261,"1,000,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,SOUTH WEST LONDON AND ST GEORGES MENTAL HEALTH NHS TRUST,PUBLIC,SW17 7DJ,HAFS-15262,"7,360,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,SOUTHPORT & ORMSKIRK HOSPITAL NHS TRUST,PUBLIC,PR8 6PT,HAFS-15263,"116,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,E9 6SR,HAFS-15264,"377,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,HAFS-15265,"2,000,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC temporary,CENTRAL TECHNICAL,SOUTH LONDON HEALTHCARE NHS TRUST,PUBLIC,DA14 6LT,HAFS-15266,"3,081,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Additions-PDC permanent,CENTRAL TECHNICAL,THE ROYAL WOLVERHAMPTON NHS TRUST,PUBLIC,WV10 0QP,HAFS-15267,"3,000,000.00",,Other,
Department of Health,Department of Health,11/02/2013,Service charge,Informatics,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003202496,"1,596,194.95",Revenue: PACS NE Cluster Store Services Charges to be paid for between April 2012 and March 2013,Programme,
Department of Health,Department of Health,11/02/2013,Service charge,Informatics,THE ACCENTURE GROUP,LARGE,EC4N 4TW,3003202496,"1,354,031.05",Revenue: PACS East Cluster Store Charges to be paid for between April 2012 and March 2013,Programme,
Department of Health,Department of Health,11/02/2013,Hotels Accomodation (UK),Goverance Operations & Assurance,EXPOTEL HOTEL RESERVATIONS LTD,LARGE,SK4 2RZ,853886,"60,365.61",DH - Bulk Conference / Seminar Bookings for period 01/04/2012 to 31/03/13,Admin,
Department of Health,Department of Health,11/02/2013,Printing,Goverance Operations & Assurance,XEROX BUSINESS SERVICES,LARGE,UB8 1HS,900101259,"29,171.89",Xerox Reprographics charges to account for charges to the end of financial year 2013 (PO493875),Admin,
Department of Health,Department of Health,11/02/2013,Other programme expenditure,Strategy Finance & NHS,FUTUREBUILDERS ENGLAND FUND MANAGEMENT LTD,SME,EC4A 3AE,CHAPS11/2/13,"170,643.09",,Programme,
Department of Health,Department of Health,11/02/2013,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH13010005,"59,713.22","Be Food Smart Meal Mixer flip chart brochure, print, cut, finish, packed and delivery of 2x digital proofs",Programme,
Department of Health,Department of Health,11/02/2013,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH13010005,"20,541.66","Change4Life Be Food Smart Meal Mixer flip chart brochure, extra print run, cut, finish, packed and delivery of 2x digital proofs",Programme,
Department of Health,Department of Health,11/02/2013,Printing,External Relations,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH13010011,"27,461.40","350K Be Food Smart Magnets Jan 12, 85 x 54 x 0.5mm (inc Printing and Delivery)",Programme,
Department of Health,Department of Health,11/02/2013,Printing,Public Health,WILLIAMS LEA LTD,LARGE,W1F 8PR,DH13010014,"36,963.00",Reprint of Guide to imms for babies Nov 12 - DOH 0253,Programme,
Department of Health,Department of Health,11/02/2013,Addition Clearing - F&F,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2906874,"24,045.20",Telereal Trillium Construction works for 2nd Floor South,Admin,
Department of Health,Department of Health,11/02/2013,Addition Clearing - OLB,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2906874,"554,350.78","Quarry House - Construction Works, Churn and Fees for Floors 4N, 4NE and 4NW",Admin,
Department of Health,Department of Health,11/02/2013,IT minor costs non capital,Goverance Operations & Assurance,DEPARTMENT FOR WORK AND PENSIONS (DWP),PUBLIC,FY5 3TA,2906874,"145,886.83",Telereal Trillium Churn for 3rd Floor,Admin,
Department of Health,Department of Health,11/02/2013,Policy Payments,External Relations,THE HEALTH AND CARE PROFESSIONS COUNCIL,PUBLIC,SE11 4BU,HPC/032,"73,634.76",Reimbursement for expenses incurred through facilitating the transfer of the regulatory function of the GSCC to the HCPC (Revenue),Admin,
Department of Health,Department of Health,11/02/2013,Other programme expenditure,Public Health,SKIPTON FUND LTD,VCS,SW1H 0QS,06/12/12-13,"1,600,643.00","Payment to Skipton Fund Ltd for the New Ex-gratia Payments available to individuals infected with Hepatitis C by NHS supplied Blood transfusion or Blood products, and their Dependants - over the Spending Review Period (2015). ",Programme,
Department of Health,Department of Health,11/02/2013,Outsourcing Contract,Public Health,ANTHONY NOLAN TRUST,VCS,NW3 2NU,24059,"1,046,276.40",Improving Stem Cell Services in the UK by increasing the cord blood invenory and improving the registry of stem cell donors -,Programme,
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-484975-70102,"179,000.00",RP-PG-1209-10071 -,Programme,
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-484981-70104,"861,888.00",NIHR Research Capability Funding 2012/13,Programme,
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-484984-70105,"4,980,153.00",Biomedical Research Centre,Programme,
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NW1 2BX,ERS-484984-70105,"125,000.00",Biomedical Unit,Programme,
Department of Health,Department of Health,12/02/2013,Professional fees,Strategy Finance & NHS,BEVAN BRITTAN LLP,LARGE,BS2 0HQ,1377007,"108,060.00","PO required for Bevan Brittan LLP, for legal services in respect of PCT estate transfers to NHS PS Ltd.",Admin,
Department of Health,Department of Health,12/02/2013,Outsourcing Contract,Social Care,MEGANEXUS LTD,LARGE,NW1 2SD,13-015,"164,880.00",Professional Services Other Operational Services Data Collaction for CYP IAPT Project which has been outlined in business case and needs to be paid in a four year period,Programme,
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,ASHRIDGE CONSULTING LTD,SME,HP4 1NS,14766,"127,863.55",NIHR Leadership Support and Development - Next Phase - wef 01 April 2012 - Meds file FRI/010/039/002,Programme,
Department of Health,Department of Health,12/02/2013,Consultancy/Professional Advice,Improvement & Efficency,THE ENGINE GROUP,LARGE,W1W 7RT,15237,"50,405.00","Developing a digital first online reporting and assessment tool to support the NHS with implementing the ten simple uses of technology identified in a Digital First report, or other locally determined digital initiatives.",Programme,13727
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,LUXFER GAS CYLINDERS LTD,LARGE,NG4 2BH,3RS/31/12/2012,"26,154.00",II-3B-0109-10043  - G02- digial ( New Generation Oxygen Supplies with Digital Patient Interface ),Programme,
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,PHILIPS ELECTRONICS UK LTD,LARGE,GU2  8XH,6345007221,"30,101.00",i4i Project - II-3B-0809-10005 - The Development of a home tele-monitoring system for Cancer Patients on chemotherapy,Programme,
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,QUANTUMDX GROUP LTD,SME,CR8 4EJ,DH05/LS-1010-10014,"106,723.00",Development of a novel nanotechnology DNA sequencing technology to integrate into a hand-held or bench-top device II-LS-1010-10014,Programme,
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,ERS-484982-70107,"228,669.00",The University of Leeds - NIHR-RP-011-029 -,Programme,
Department of Health,Department of Health,12/02/2013,Research & development,Research & Development,WELLCOME TRUST TRADING LTD,VCS,NW1 2BE,ERS-484979-70109,"4,639,968.45",Health Innovation Challenge Fund,Programme,
Department of Health,Department of Health,13/02/2013,Outsourcing Contract,Public Health,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,948717,"662,498.29",mproving stem cell services in the UK 2012-15,Programme,
Department of Health,Department of Health,13/02/2013,Outsourcing Contract,Social Care,BIG WHITE WALL LTD,SME,N16 0HX,981,"39,300.00",Big White Wall provision of emotional support service for veterans and their families,Programme,
Department of Health,Department of Health,13/02/2013,Research & development,Research & Development,NPL MANAGEMENT LTD,LARGE,TW11 0LW,114796,"131,173.00",i4i - II-LS-0511-21008 - RegeniTherix - a novel theranostic technology to improve wound management,Programme,
Department of Health,Department of Health,13/02/2013,Research & development,Research & Development,LGC LTD,LARGE,TW11 0LY,50209440,"841,744.00",Await VAT Invoice,Programme,
Department of Health,Department of Health,13/02/2013,Publicity & advertising,External Relations,MEDIAEDGE CIA UK LTD,LARGE,SE1 8NU,868797,"66,495.00",Provision of planning services Oct to Dec 2012 to support the Older People lifestage campiagn. ,Programme,
Department of Health,Department of Health,13/02/2013,Publicity & advertising,External Relations,MEDIAEDGE CIA UK LTD,LARGE,SE1 8NU,880444,"66,495.00",Provision of planning services Oct to Dec 2012 to support the Older People lifestage campiagn.,Programme,
Department of Health,Department of Health,13/02/2013,Research & development,Research & Development,PROYKUMA TECHNOLOGIES LTD,SME,L3 5TF,PK001-2012,"42,863.00",II-LB-1111-20002 - A High Affinity Method to Automate Tumour Cells Capture ( CTCs) from whole blood : a Revolutionary Technology in Cancer Detection and Monitoring - RNP/901/037/112,Programme,
Department of Health,Department of Health,13/02/2013,Storage costs,Strategy Finance & NHS,SIGMA PHARMACEUTICALS PLC,LARGE,,I484723,"487,587.66",,,
Department of Health,Department of Health,13/02/2013,Storage costs,Strategy Finance & NHS,SIGMA PHARMACEUTICALS PLC,LARGE,,I484723,"100,421.65",,,
Department of Health,Department of Health,13/02/2013,Other creditors (ST),CENTRAL TECHNICAL,WANDSWORTH LONDON BOROUGH COUNCIL,PUBLIC,SW18 2PU,DUPLICATED PAYMENT,"25,000.00",,Other,
Department of Health,Department of Health,13/02/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-485143-70127,"31,460.00",DRF-2012-05-166 FRI/010/018/214 Payee Ref: 105558,Programme,
Department of Health,Department of Health,14/02/2013,Policy Payments,NHS Medical,THE ROYAL WOLVERHAMPTON NHS TRUST,PUBLIC,WV10 0QP,157946,"356,204.00","Financial Support for the agreed project, in accordance with the MOU dated 23/01/13",Programme,
Department of Health,Department of Health,14/02/2013,Other programme expenditure,Public Health,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,701590,"307,018.79",NHS Direct recharge in 2012/13 for British Telecom NPFS dormancy and contract management costs (existing 5 yr contract),Programme,
Department of Health,Department of Health,14/02/2013,Secondees in invoiced costs,NHS Medical,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,DT1 2JY,D040486,"27,966.00",Secondment to the Diabetes Team from 9/07/2012 - 31/03/2013,Admin,
Department of Health,Department of Health,14/02/2013,Revenue Grants to non-profit institutions,External Relations,NHS INJURY BENEFITS SCHEME,PUBLIC,FY7 8LG,ERS-485251-70181,"4,451,660.88","NHS Injury Benefits Scheme Payment, Feb 2013",Programme,
Department of Health,Department of Health,14/02/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,M0074661,"32,181.80",Secondment of SCS1 Equivalent grade - Deputy Director NHS Operations,Admin,
Department of Health,Department of Health,14/02/2013,Secondees in invoiced costs,NHS Finance Operations & Performance,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,M0074661,"2,411.80",Secondment of SCS1 Equivalent Grade - Deputy Director NHS Operations - travel & Subsistence Costs,Admin,
Department of Health,Department of Health,14/02/2013,Utilities,Goverance Operations & Assurance,EDF ENERGY PLC,LARGE,PL3 5XQ,0010RH,"28,707.13",Richmond House Reading - EDF Electricity Charges for 2012  2013,Admin,
Department of Health,Department of Health,14/02/2013,Utilities,Goverance Operations & Assurance,EDF ENERGY PLC,LARGE,PL3 5XQ,0010SKH,"36,936.07",Skipton House - EDF Electricity Charges for 2012 - 2013,Admin,
Department of Health,Department of Health,14/02/2013,Publicity & advertising,External Relations,SPINNING CLOCK LTD,SME,NG1 1HW,100629,"77,528.25","Management of: creative concept, development, build, delivery and onsite management of a modualr road show that enables the public to have face to face experience of Change4Life activities to support C4L healthy eating and physical activity",Programme,
Department of Health,Department of Health,14/02/2013,Publicity & advertising,External Relations,PROFERO LONDON LTD,SME,NW1 0DU,1101001011,"45,522.50",Change4Life alcohol Facebook app - pre-production and production phase,Programme,
Department of Health,Department of Health,14/02/2013,Professional fees,NHS Finance Operations & Performance,PRICEWATERHOUSECOOPERS LLP,LARGE,E14 9SQ,1353936876,"36,919.00",Walsall Healthcare. NHSFT Financial Assessments.,Programme,
Department of Health,Department of Health,14/02/2013,Publicity & advertising,External Relations,IDS UK LTD,SME,SO32 2EJ,24040,"52,350.00",Distribution of leaflets through GP waiting rooms,Programme,
Department of Health,Department of Health,14/02/2013,Outsourcing Contract,Public Health,SOLUTIONS STRATEGY RESEARCH FACILITATION LTD,SME,NN12 8EQ,401,"38,280.00",Genomics research - public & stakeholder consultation. ,Programme,
