Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Postcode ,Project Code,Expenditure Type
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1096546,"268,800.00",CCN A-R-2277-01 - Powerdowns (one off cost),WV10 6UH,E149,Programme
Ministry of Justice,MoJ HQ,07/03/2013,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1095354,"272,350.46",A-R-01986-21-V03 - LSC Further IDP Implementation Resources 2012,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"299,234.00",ICT Laptops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1095227,"307,389.45",HP ICT App Maint & Supp (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,11/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1095722,"314,009.37",MS Judicial Licence Portal,MK3 5JP,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"314,928.00",ICT Service Desk (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1096033,"391,473.38",HP NICTS SIAM (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1096033,"395,165.58",HP NICTS General (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095244,"402,178.00",ICT Hosting (Schedule),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1097291,"465,051.85",Steria ICT Hosting (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1097178,"547,741.38",Service Management Services - Various,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"561,304.76",ICT Desktops (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1096033,"582,113.40",HP NICTS Network Services (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1097657,"640,242.88",HP NICTS Telephony (NON VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1096033,"682,259.56",HP NICTS Hosting (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,264000-Consultancy,PZ501-MoJ ICT Feeder,ERNST & YOUNG LLP,1095987,"753,762.02",A flexible Managed PMO Service for the Future IT Sourcing programme (FITS) PN101,SE1 2AF,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1097291,"907,137.57",Steria ICT Network Services (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1097391,"1,165,124.68",ICT Network Services (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,18/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1096393,"1,257,679.82",HP NICTS App Maint & Supp (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1097291,"1,488,851.72",Steria ICT Desktops (VAT Rec) FY12/13 (Schedule),M14 0WN,0,Programme
Ministry of Justice,MoJ HQ,07/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1095354,"1,581,622.29",ICT Hosting (Schedule),WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1095244,"1,638,653.16",ICT App Maint & Supp (Schedule),CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1096738,"1,773,972.54",HP NICTS EUC (VAT Rec) FY12/13,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1095227,"2,851,546.68",HP ICT Desktops (VAT Rec) FY12/13 (Schedule),RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1097729,"32,776.77",FSMO 202 - Data migration for the new ERP,NP10 9XA,0,Admin
Ministry of Justice,MoJ HQ,07/03/2013,265000-IT & Telecommunications,NX900-MOJ Shared Services,ORACLE CORPORATION UK LTD,1095584,"46,344.96",Oracle Hyperion Public Sector Planning and Budgeting-Application User,RG6 1RA,0,Admin
Ministry of Justice,MoJ HQ,18/03/2013,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1096404,"65,280.08",ARAMIS Charges for 2012-13 ; to be reconciled and agreed Monthly,NP10 9XA,0,Admin
Ministry of Justice,MoJ HQ,07/03/2013,265000-IT & Telecommunications,NX900-MOJ Shared Services,STERIA LTD,1095647,"79,190.00",CR-0139 - This is a continuation of the e-studio's provision built in BAFO and CR-012. These provisions have now expired so extension required due to service delivery gaps outside steria's direct responsibility.,M14 0WN,0,Admin
Ministry of Justice,MoJ HQ,07/03/2013,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1095541,"94,149.74","FSMO 250 - 1/3 due upon test ready for Hyperion Load, 1/3 upon readiness for Hyperion Load & final 1/3 upon verification of readiness for live for Hyperion Load",NP10 9XA,0,Admin
Ministry of Justice,MoJ HQ,14/03/2013,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1096083,"230,962.94",Monthly Payroll Service charges for financial year 2012/13 (This replaces PO10000023349),NP10 9XA,0,Admin
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,NX900-MOJ Shared Services,STERIA LTD,1095300,"961,395.34",Steria CR-0243 December Interim CR - Interim payment provision for December 2012 in advance of CR-0101,M14 0WN,0,Admin
Ministry of Justice,MoJ HQ,14/03/2013,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1096083,"1,054,455.60",ARAMIS Charges for 2012-13 ; to be reconciled and agreed Monthly,NP10 9XA,0,Admin
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,NX900-MOJ Shared Services,STERIA LTD,1095300,"1,304,800.06",Steria CR-0243 January 2013 Interim CR - Interim payment provision for January 2013 in advance of CR-0101,M14 0WN,0,Admin
Ministry of Justice,MoJ HQ,28/03/2013,223000-Other Expenditure,NZ900-Finance & Corporate Services,SHEFFIELD HALLAM UNIVERSITY,1097881,"25,738.73",Youth Justice pathfinder reinvestment project,S1 1WB,0,Admin
Ministry of Justice,MoJ HQ,14/03/2013,223000-Other Expenditure,NZ900-Finance & Corporate Services,IPSOS MORI (M&ORI LTD),1096038,"29,832.50",Discount rate research,SE1 1FY,0,Admin
Ministry of Justice,MoJ HQ,21/03/2013,223000-Other Expenditure,NZ900-Finance & Corporate Services,UNIVERSITY OF EXETER,1096965,"29,902.00",Research project to provide evidence on self-represented parties in private family law cases.,EX4 4RJ,0,Admin
Ministry of Justice,MoJ HQ,21/03/2013,223000-Other Expenditure,NZ900-Finance & Corporate Services,UNIVERSITY OF EXETER,1096965,"29,902.00",Research project to provide evidence on self-represented parties in private family law cases,EX4 4RJ,0,Admin
Ministry of Justice,MoJ HQ,21/03/2013,265000-IT & Telecommunications,NZ900-Finance & Corporate Services,STERIA LTD,1096928,"43,800.85","IT Managed Services for Police National Computer Infrastructure - IT Health Check, Encryption 18/06/2012- 31/08/2012",M14 0WN,0,Admin
Ministry of Justice,MoJ HQ,28/03/2013,223000-Other Expenditure,NZ900-Finance & Corporate Services,NATIONAL CENTRE FOR SOCIAL RESEARCH (NATCEN),1097790,"48,038.00","Flexible CJS Evaluation: Milestone 1 - On finalising research strategy, including the logistics of conducting fieldwork in selected areas (end of November) Neighbourhood Justice Panels Evaluation: Milestone 2 - Completion of fieldwork and",EC1V 0AX,0,Admin
Ministry of Justice,MoJ HQ,28/03/2013,223000-Other Expenditure,NZ900-Finance & Corporate Services,CENTRE FOR SOCIAL AND ECONOMIC INCLUSION (CSEI),1097476,"64,090.50",First progress report.,SE1 7TP,0,Admin
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,QY200-OU10 Billback,VODAFONE CORPORATE LTD,1097963,"25,271.24",MoJ HQ Vodafone Mobiles - FY 12-13,RG14 5FF,0,Admin
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1097023,"131,748.02",CCN 2277 - NOP WITO Charges,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1097023,"156,907.10",CCN 2277 - NOP WITO Charges,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,25/03/2013,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1097023,"188,370.04",CCN 2277 - NOP WITO Charges,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,28/03/2013,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1097391,"467,300.83",CCN 2277 - NOP WITO Charges,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,04/03/2013,265000-IT & Telecommunications,QY200-OU10 Billback,ATOS IT SERVICES UK LTD,1095160,"467,825.90",CCN 2277 - NOP WITO Charges,WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,11/03/2013,223000-Other Expenditure,QY300-Fleet Car Mgmt,ALPHABET (UK) FLEET MANAGEMENT LTD,1095697,"27,797.48",ING Car Lease - MoJ Lease Vehicle Contract FY 12-13,RG27 9XA,0,Admin
Ministry of Justice,MoJ HQ,26/03/2013,263000-Other Contracted Out Services,QZ600-CPG Other,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),2871,"249,370.00",PBR Outcomes Payment - London Borough of Lewisham,NP20 9BB,0,Admin
Ministry of Justice,MoJ HQ,26/03/2013,263000-Other Contracted Out Services,QZ600-CPG Other,NATIONAL OFFENDERS MANAGEMENT SERVICE (NOMS),2872,"514,379.00",PBR Outcomes Payment - London Borough of Southwark,NP20 9BB,0,Admin
Ministry of Justice,MoJ HQ,07/03/2013,223000-Other Expenditure,QZ600-CPG Other,ALLEN LANE LTD,1095341,"627,978.00",'Managed Accounting Service (FY12-13) Fixed Monthly Fee - Feb-13,BN11 2BW,0,Admin
Ministry of Justice,MoJ HQ,28/03/2013,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2911,"10,580,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,21/03/2013,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2852,"10,638,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2823,"13,460,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,14/03/2013,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2823,"14,676,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,28/03/2013,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2911,"15,358,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,21/03/2013,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2852,"17,240,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,07/03/2013,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2772,"30,078,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,MoJ HQ,07/03/2013,311100-Legal Aid,KY300-Legal Services Strategy,LEGAL SERVICES COMMISSION (LSC),2772,"42,352,000.00",Grants to Legal Services Commission in respect of CLS & Criminal Legal Aid,SW1H 9AJ-FUND,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,GZ999-North West Region,DEPARTMENT FOR EDUCATION,2013,"30,340.00",Property Rents - Passing Rent,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,06/03/2013,221000-Property Rent and Rates,SJ999-Scotland,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),2016,"23,914.00",Property Rents - Passing Rent,NP10 8QQ,0,Programme
Ministry of Justice,HMCTS,06/03/2013,221000-Property Rent and Rates,SJ999-Scotland,BIS (DEPARTMENT OF BUSINESS INNOVATION & SKILLS),2016,"8,942.00",Rates,NP10 8QQ,0,Programme
Ministry of Justice,HMCTS,22/03/2013,221000-Property Rent and Rates,BZ999-London Region,HMRC,2071,"453,284.00",Property Rents - Passing Rent,BN12 4XH,0,Programme
Ministry of Justice,HMCTS,22/03/2013,221000-Property Rent and Rates,GZ999-North West Region,MARDAN NORWICH LTD,858767,"120,000.00",Property Rents - Passing Rent,NW9 7BT,0,Programme
Ministry of Justice,HMCTS,01/03/2013,221000-Property Rent and Rates,DZ999-South West Region,EDDISONS,2363497,"21,937.00",Property Rents - Passing Rent,WC2H 0AU-RENT,0,Programme
Ministry of Justice,HMCTS,01/03/2013,221000-Property Rent and Rates,DZ999-South West Region,GVA GRIMLEY LTD T/A GVA,2363568,"25,250.00",Property Rents - Passing Rent,B1 2JJ-VALAD,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,BZ999-London Region,BRUNTWOOD,2366056,"25,611.00",Property Rents - Passing Rent,M1 4BT-RENTALPH,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,FZ999-Midlands Region,COLLIER & MADGE PLC,2366116,"143,625.00",Property Rents - Passing Rent,W1H 7AL,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,BZ999-London Region,DERWENT LONDON PLC T/A DERWENT LONDON PROPERTY MANAGEMENT,2366182,"215,000.00",Property Rents - Passing Rent,W1S 2ER-ROSE AV,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,HZ999-North East Region,EDDISONS,2366213,"113,050.00",Property Rents - Passing Rent,WC2H 0AU-RENT,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,BZ999-London Region,JONES LANG LASALLE LTD,2366428,"490,306.00",Property Rents - Passing Rent,E14 5WQ-SERVICE,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,BZ999-London Region,SANDERSON WEATHERALL,2367427,"70,375.00",Property Rents - Passing Rent,LS1 4WG-RENT,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,HZ999-North East Region,STANDARD LIFE INVESTMENTS,2367482,"39,204.00",Property Rents - Passing Rent,EH2 2LL#,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,HZ999-North East Region,STANDARD LIFE INVESTMENTS,2367482,"35,538.00",Property Rents - Passing Rent,EH2 2LL#,0,Programme
Ministry of Justice,HMCTS,05/03/2013,221000-Property Rent and Rates,FZ999-Midlands Region,STANDARD LIFE INVESTMENTS,2367483,"36,938.00",Property Rents - Passing Rent,EH2 2LL-RENTNG1,0,Programme
Ministry of Justice,HMCTS,06/03/2013,221000-Property Rent and Rates,CZ999-South East Region,SAVILLS COMMERCIAL LTD,2370247,"24,500.00",Property Rents - Passing Rent,M2 4AW,0,Programme
Ministry of Justice,HMCTS,08/03/2013,221000-Property Rent and Rates,FZ999-Midlands Region,CBRE LTD,2372211,"57,534.00",Property Rents - Passing Rent,G2 6UA-HAMPCC,0,Programme
Ministry of Justice,HMCTS,08/03/2013,221000-Property Rent and Rates,BZ999-London Region,GBR PHOENIX BEARD,2372336,"182,449.00",Property Rents - Passing Rent,B3 3WX EID R,0,Programme
Ministry of Justice,HMCTS,08/03/2013,221000-Property Rent and Rates,BZ999-London Region,SAVILLS COMMERCIAL LTD,2372725,"104,688.00",Property Rents - Passing Rent,M2 4AW,0,Programme
Ministry of Justice,HMCTS,08/03/2013,221000-Property Rent and Rates,BZ999-London Region,SAVILLS COMMERCIAL LTD,2372725,"57,982.00",Property Rents - Passing Rent,M2 4AW,0,Programme
Ministry of Justice,HMCTS,12/03/2013,221000-Property Rent and Rates,FZ999-Midlands Region,HELIX PROPERTIES,2374958,"21,831.00",Property Rents - Passing Rent,W1K 6ZD-RENTBUN,0,Programme
Ministry of Justice,HMCTS,12/03/2013,221000-Property Rent and Rates,FZ999-Midlands Region,HELIX PROPERTIES,2374958,"21,831.00",Property Rents - Passing Rent,W1K 6ZD-RENTBUN,0,Programme
Ministry of Justice,HMCTS,12/03/2013,221000-Property Rent and Rates,FZ999-Midlands Region,HELIX PROPERTIES,2374958,"21,831.00",Property Rents - Passing Rent,W1K 6ZD-RENTBUN,0,Programme
Ministry of Justice,HMCTS,15/03/2013,221000-Property Rent and Rates,BZ999-London Region,ASHWELL ROGERS LLP,2380489,"231,875.00",Property Rents - Passing Rent,W1S 3NQ,0,Programme
Ministry of Justice,HMCTS,15/03/2013,221000-Property Rent and Rates,GZ999-North West Region,BRUNTWOOD,2380545,"206,881.00",Property Rents - Passing Rent,M1 4BT-RENTBRU,0,Programme
Ministry of Justice,HMCTS,15/03/2013,221000-Property Rent and Rates,BZ999-London Region,CITY OF LONDON,2380587,"214,306.00",Property Rents - Passing Rent,EC2P 2EJ-RENT,0,Programme
Ministry of Justice,HMCTS,15/03/2013,221000-Property Rent and Rates,BZ999-London Region,FERNEX LTD,2380702,"137,625.00",Property Rents - Passing Rent,N6 4NH-RENT,0,Programme
Ministry of Justice,HMCTS,15/03/2013,221000-Property Rent and Rates,HZ999-North East Region,LANDA ASSET MANAGEMENT PLC,2380865,"113,500.00",Property Rents - Passing Rent,W1B 1PN,0,Programme
Ministry of Justice,HMCTS,15/03/2013,221000-Property Rent and Rates,FZ999-Midlands Region,OPTIC ASSET MANAGEMENT LTD,2380980,"57,698.00",Property Rents - Passing Rent,LS11 0LT-REASS,0,Programme
Ministry of Justice,HMCTS,15/03/2013,221000-Property Rent and Rates,SL999-Centralised Frontline,PKF UK LLP,2381007,"67,375.00",Property Rents - Passing Rent,GU1 4HN,0,Programme
Ministry of Justice,HMCTS,22/03/2013,221000-Property Rent and Rates,SJ999-Scotland,CBRE LTD,2389125,"90,358.00",Property Rents - Passing Rent,G2 6UA-CLICOMRE,0,Programme
Ministry of Justice,HMCTS,22/03/2013,221000-Property Rent and Rates,SJ999-Scotland,CBRE LTD,2389125,"59,847.00",Property Rents - Passing Rent,G2 6UA-CLICOMRE,0,Programme
Ministry of Justice,HMCTS,22/03/2013,221000-Property Rent and Rates,HZ999-North East Region,LAND SECURITIES PROPERTIES LTD,2389414,"79,315.00",Property Rents - Passing Rent,WC2N 5AF##,0,Programme
Ministry of Justice,HMCTS,27/03/2013,221000-Property Rent and Rates,FZ999-Midlands Region,CUSHMAN & WAKEFIELD LLP,2396119,"117,207.00",Property Rents - Passing Rent,B2 2JT-MERCIA,0,Programme
Ministry of Justice,HMCTS,01/03/2013,222001-Maintenance,AG999-HQ - Estates,DIMESTAGE (CONSTRUCTION COMPANY) LTD (DCC),2363481,"45,435.00",Carr Manor - Rainwater and Guttering Works,CIS-LS27 7EL,0,Programme
Ministry of Justice,HMCTS,01/03/2013,222001-Maintenance,DZ999-South West Region,LEND LEASE CONSTRUCTION (EMEA) LTD,2363695,"77,788.00",CIS labour: revenue works at Portsmouth Combined Court,CIS-HA2 0EE,0,Programme
Ministry of Justice,HMCTS,05/03/2013,222001-Maintenance,AG999-HQ - Estates,VALUATION OFFICE AGENCY,2367559,"42,427.00",VOA,W1D 5BU,0,Programme
Ministry of Justice,HMCTS,08/03/2013,222001-Maintenance,GZ999-North West Region,BOLTON COUNCIL,2372162,"11,654.00",re-charge for services at Bolton Magistrates Court ,BL1 1RX,0,Programme
Ministry of Justice,HMCTS,08/03/2013,222001-Maintenance,AG999-HQ - Estates,DAC BEACHCROFT LLP,2372250,"26,449.00",Disposals,BS99 7UR,0,Programme
Ministry of Justice,HMCTS,08/03/2013,222001-Maintenance,DZ999-South West Region,LONGCROSS GROUP LTD,2372486,"39,739.00",CIS LABOUR - MW - PTO 12/13 (14) Yate Magistrates' Court - Works Package 1,CIS-KT21 2AD,0,Programme
Ministry of Justice,HMCTS,12/03/2013,222001-Maintenance,FZ999-Midlands Region,SITEC INTERIORS LTD,2375495,"54,450.00",CIS Labour - Stoke Combined Courts - Sitec - Minorworks Framework - Replacement Ceilings and Lighting - Mids 31.12,CIS-B1 3AP,0,Programme
Ministry of Justice,HMCTS,15/03/2013,222001-Maintenance,BZ999-London Region,WATES CONSTRUCTION LTD,2381177,"26,386.00",Enfield MC - Wates Construction Ltd  Wates House - Supply & installation of courtroom furniture,CIS-KT22 7SW,0,Programme
Ministry of Justice,HMCTS,15/03/2013,222001-Maintenance,BZ999-London Region,WESTMINSTER CITY COUNCIL,2381186,"4,600,576.00",Royal Courts of Justice - Westminster City Council - Security Works in connection with Section 278 Agreement  Ref. LS\PP\IC88216 dated 8th Jan 13,SW1P 6QP,0,Programme
Ministry of Justice,HMCTS,15/03/2013,222001-Maintenance,BZ999-London Region,WESTMINSTER CITY COUNCIL,2381186,"137,503.00",Royal Courts of Justice - Westminster City Council - Commuted Maintenance Sum in connection with Section 278 Agreement  Ref. LS\PP\IC88216 dated 8th Jan 2013,SW1P 6QP,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222001-Maintenance,BZ999-London Region,CABLE & WIRELESS WORLDWIDE,2382567,"23,786.00",Wimbledon MC - Cable & Wireless Worldwide - Quote Ref: MAC 238 - Supply & install of PCVL equipment to Court 14,MK3 5JP,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222001-Maintenance,DZ999-South West Region,R & M WILLIAMS LTD,2384061,"30,394.00",CIS LABOUR - MW - PTO 12/13 (15) Yeovil Magistrates' Court - Works Package 2,CIS-CF11 8JQ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222001-Maintenance,DZ999-South West Region,R & M WILLIAMS LTD,2384061,"20,082.00",CIS LABOUR - MW - PTO 12/13 (15) Taunton Magistrates' Court - Works Package 2,CIS-CF11 8JQ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222001-Maintenance,DZ999-South West Region,R & M WILLIAMS LTD,2384061,"7,682.00",CIS LABOUR - MW - PTO 12/13 (15) Taunton Combined Court - Works Package 2,CIS-CF11 8JQ,0,Programme
Ministry of Justice,HMCTS,19/03/2013,222001-Maintenance,DZ999-South West Region,R & M WILLIAMS LTD,2384061,"4,209.00",CIS LABOUR - MW - PTO 12/13 (15) Yeovil County Court - Works Package 2,CIS-CF11 8JQ,0,Programme
Ministry of Justice,HMCTS,20/03/2013,222001-Maintenance,AG999-HQ - Estates,WYG MANAGEMENT SERVICES LTD,2387587,"36,996.00",Lancashire Probation Trust - WYG MANAGEMENT SERVICES LTD - Provide Technical & Asbestos Audits,LS6 2WQ,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2389344,"73,667.00",CIS LABOUR - MW - PTO 12/13 (17) Chippenham Magistrates' Court - Works Package 5,CIS-BS37 6JL,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2389344,"44,103.00",CIS LABOUR - MW - PTO 12/13 (16) Torquay Magistrates' Court - Works Package 3,CIS-BS37 6JL,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2389344,"17,261.00",CIS LABOUR - MW - PTO 12/13 (16) Newton Abbot Magistrates' Court - Works Package 3,CIS-BS37 6JL,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2389344,"14,618.00",CIS LABOUR - MW - PTO 12/13 (16) Barnstaple Magistrates' Court - Works Package 3,CIS-BS37 6JL,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2389344,"6,555.00",CIS LABOUR - MW - PTO 12/13 (17) Swindon Magistrates' Court - Works Package 5,CIS-BS37 6JL,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222001-Maintenance,DZ999-South West Region,IAN WILLIAMS LIMITED,2389344,"5,846.00",CIS LABOUR - MW - PTO 12/13 (17) Swindon Combined Court - Works Package 5,CIS-BS37 6JL,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222001-Maintenance,BZ999-London Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,2389500,"30,598.00",London Estates - MITIE Technical Facilities - Oustanding sum owed for reactive works 2011/12,CIS-PO1 9DB,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222001-Maintenance,CZ999-South East Region,PRINCEBUILD LTD,2389952,"65,636.00",CIS Labour - Ipswich Magistrates court - Princebuild - Refurbishment of 2 Court Room,CIS-PE1 5UP,0,Programme
Ministry of Justice,HMCTS,22/03/2013,222001-Maintenance,BZ999-London Region,SHEPHERD CONSTRUCTION LTD,2390012,"102,230.00",CIS Labour - Snaresbrook Crown - Shepherd Construction Ltd - Replace & upgrade of fire doors & signage,CIS-YO10 4EA,0,Programme
Ministry of Justice,HMCTS,27/03/2013,222001-Maintenance,AG999-HQ - Estates,DAC BEACHCROFT LLP,2396123,"27,437.00",Disposals,BS99 7UR,0,Programme
