Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction number, Amount ,Invoice Description,"Description ( Please populate using the Invoice Description: Please rememebr no acroynms, abbreviations or PO numbers)",Supplier Postcode ,Supplier Type,Contract Number,Project code,Expenditure Type,VAT Registration Number
DEFRA,DEFRA,17/08/2011,Electricity,Green Economy and Corporate Services Group,E D F Energy,120010811,"71,813.03",ELECTRICITY 1-31/7/11  14459304,Electricity Bill 1-31/7/11,PL3 5XQ,,,B0870000,ADMIN - ESTATES/ACCOMMODATION,
DEFRA,DEFRA,25/08/2011,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,E R M,34220126879,"29,250.00",PO 348487 WASTE PREVENTION AND CARBON STUDY,Waste Prevention and Carbon Reduction Consortium Project,EC3A 8AA,,,,PROGRAMME EXPENDITURE EVIDENCE R&D,404618080
DEFRA,DEFRA,17/08/2011,AR Refunds,Green Economy and Corporate Services Group,Environment Agency,100811,"39,512.26",AR REFUND,Receipts from the Environment Agency,PE2 8YD,,,,CURRENT ASSETS,662490134
DEFRA,DEFRA,05/08/2011,Overhead Incidental Expenses,Green Economy and Corporate Services Group,Ernst & Young LLP,210711,"38,945.12","PO 347071 CLIENT 60179832, ENGAG 24772227, FEE GB10300003326",Provision of consultancy to implement a ‘Lean’ programme,M2 3EY,SME,14164,,ADMIN OTHER NON-PAY,
DEFRA,DEFRA,05/08/2011,Overhead Incidental Expenses,Green Economy and Corporate Services Group,Ernst & Young LLP,GB10300003301,"39,523.64",PO 347071 DEFRA LEAN PROJECT RESOURCE,Provision of consultancy to implement a ‘Lean’ programme,M2 3EY,SME,14164,,ADMIN OTHER NON-PAY,
DEFRA,DEFRA,23/08/2011,Membership of Organisations,Green Economy and Corporate Services Group,H M Treasury,26471,"30,961.20",PO 338570- GOVERNMENT ECONOMIC SERVICE (GES) ANNUAL CHARGES 2011-12 FOR DEFRA,Government Economic Service Charges 2011 to 2012,SW1A 2HQ,,,,ADMIN - OFFICE SERVICES,888827544
DEFRA,DEFRA,03/08/2011,Clearing - CIP - IBM Capital Projects,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5807110390,"516,242.40",PO 342799 APR 10D-013 1.7.11-31.7.11,IT costs for SPIRIT (SPatial InfoRmatIon Toolkit),GU1 2LD,SME,FRW10040-00,06199SPT,CAPITAL EXPENDITURE,
DEFRA,DEFRA,03/08/2011,Applications Support,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5807111310,"100,164.03",PO 347577 CCN 5003 1.4.11-30.6.11,IT costs: Extension of Envionment Agency application support post-31 March 2011,GU1 2LD,SME,FRW10040-00,QASGOLD0,ADMIN - IT,
DEFRA,DEFRA,09/08/2011,IBM Miscellaneous Goods and Services,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5807111368,"68,540.55",PO 347744 CCN1017 RFS 103874 FROM 01/05/2011 - 30/06/2011,IT costs: Catchup charges: Google Production Service,GU1 2LD,SME,FRW10040-00,CGOOGLE0,ADMIN - IT,
DEFRA,DEFRA,09/08/2011,Application Hosting 2 - Business Applications,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5807111646,"41,424.69",PO 347686 CCN3009 FROM 31/03/2011 TO 30/06/2011,IT costs:  Spatial Data Infrastructure,PO6 3AE,SME,FRW10040-00,QHO2ER3A,ADMIN - IT,
DEFRA,DEFRA,17/08/2011,Removal Expenses (Office Costs),Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5807111655,"30,514.80",PO 346319 PERIOD 01/07/11 - 31/07/11,"IT costs: Apex Court, Bristol: Installation of Wireless Area Network circuits",GU1 2LD,SME,FRW10040-00,B6340000,ADMIN OTHER NON-PAY,
DEFRA,DEFRA,17/08/2011,Clearing - CIP - IBM Capital Projects,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5807112130,"62,470.81",PO 342798 APR10D024 01/07/11 - 31/07/11,IT costs for SPIRIT (SPatial InfoRmatIon Toolkit),GU1 2LD,SME,FRW10040-00,06199SPT,CAPITAL EXPENDITURE,
DEFRA,DEFRA,30/08/2011,IBM Base Services Control,Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5808110329,"7,468,199.12","PO 348405 AUG 2011: DEFRA, AH, NE - IT BASE SERVICES 1/8/11 - 31/8/11","IT costs:  August 2011 : Core Defra, Natural England, Animal Health IT Baselined Services",GU1 2LD,SME,FRW10040-00,,ADMIN - IT,
DEFRA,DEFRA,17/08/2011,Removal Expenses (Office Costs),Green Economy and Corporate Services Group,IBM United Kingdom Ltd,5808110395,"27,820.80",PO 348033 PERIOD 01/08/11 - 31/08/11,IT costs: Installation of Wireless Area Network data circuit at Olympia House,GU1 2LD,SME,FRW10040-00,B182DISP,ADMIN OTHER NON-PAY,
DEFRA,DEFRA,01/08/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00011229,"194,318.68",PO VARIOUS SBEWS/SWM,Facilities Management charges,BS34 8YU,,12647,B0870000,ADMIN - ESTATES/ACCOMMODATION,527218256
DEFRA,DEFRA,15/08/2011,Estate Maintenance Admin,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00011317,"45,489.34",PO 344834 JUNE 11 1558 PROJECTS VALUATION,Replace lighting control system,BS34 8YU,,13878,B0870000,ADMIN - ESTATES/ACCOMMODATION,527218256
DEFRA,DEFRA,09/08/2011,Laundry,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00011745,"135,162.24",PO 348294 PASS THROUGH BILLING JULY 2011 COSTS,Facilities Management charges,BS34 8YU,,14651,,ADMIN OTHER NON-PAY,527218256
DEFRA,DEFRA,15/08/2011,Estate Maintenance Admin,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00011773,"25,271.86",PO 344834 JULY 11 1558 PROJECTS VALUATION,Replace lighting control system,BS34 8YU,,13878,B0870000,ADMIN - ESTATES/ACCOMMODATION,527218256
DEFRA,DEFRA,25/08/2011,Agency Recharge,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00011775,"47,962.79",PO 344731 JULY 2011 BCP REF 1778,Areas of Plant to be replaced/overhauled,BS34 8YU,,13862,B0820000,CURRENT ASSETS,527218256
DEFRA,DEFRA,15/08/2011,Clearing Construction in Progress (Building Works),Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00011780,"52,465.37",PO 347047- BILLING -JULY 2011-BCP REF:1980,Main works for Animal Health office demise at Sand Hutton,BS34 8YU,,14384,B182DISP,CAPITAL EXPENDITURE,527218256
DEFRA,DEFRA,15/08/2011,Other recharges,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,FI00011784,"90,005.06",PO 347987 JULY 2011 BILLING REF 2091,"To refurbish 1st floor, Foundary House in order to make suitable for occupation",BS34 8YU,,14585,NENGLAND,CURRENT ASSETS,527218256
DEFRA,DEFRA,17/08/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Interserve (Facilities Mngmnt) Ltd,SI00000518,"3,263,571.06",PO 337548- SBEWS/SWM CONTRACT-CORE SERVICES CHARGE-PERIOD: 01/07/11-31/07/11,Facilities service charges,BS34 8YU,,10321X,,ADMIN - ESTATES/ACCOMMODATION,527218256
DEFRA,DEFRA,11/08/2011,Civil service Pension Administration,Green Economy and Corporate Services Group,JSS Pensions Administration,2489,"34,011.71",PO 342747 HRI GROSS MONTHLY ACP COSTS JULY 2011,Administration charges for Horticultural Research Institute Pensions 2011/2012,SN2 1UY,,13548,,ADMIN OTHER NON-PAY,
DEFRA,DEFRA,03/08/2011,Other Current Payments (Evidence R&D),Green Economy and Corporate Services Group,National Physical Laboratory,108313,"58,644.00",PO 344743 MEASUREMENTS AT TWO SITES AS AGREED,Measurement of Methane Emissions and Surface Methane Oxidation at Landfills,TW11 0LW,SME,,,PROGRAMME EXPENDITURE EVIDENCE R&D,
DEFRA,DEFRA,25/08/2011,Other Capital UK,Green Economy and Corporate Services Group,Ordnance Survey,91383335,"134,356.78",PO 340808 UK LOCATION PROG. APR-JUL 11,Data Publisher Tools – Initial Phase,SO16 4XH,,,,CAPITAL GRANTS,
DEFRA,DEFRA,01/08/2011,Grant-in Aid Payments,Green Economy and Corporate Services Group,Royal Botanic Gardens,KEWGIA051112,"2,000,000.00",PO310102 ESTIMATED EXPENDITURE AUG 2011,Kew Grant-in-Aid 2011/12,TW9 3AB,,,,NON BUDGET NON ESTIMATE,
DEFRA,DEFRA,30/08/2011,Grant-in Aid Payments,Green Economy and Corporate Services Group,Royal Botanic Gardens,KEWGIA061112,"2,000,000.00",PO 310102 GRANT IN AID SEPTEMBER 2011 REF RF2011/0089,Kew Grant-in-Aid 2011/12,TW9 3AB,,,,NON BUDGET NON ESTIMATE,
DEFRA,DEFRA,30/08/2011,FM Projects Non Capital Works,Green Economy and Corporate Services Group,Rural Payments Agency,329750,"211,628.18",PO 346154 REF: J STEEL,Budget for the data centre move out of Northgate House held by core Defra,RG1 3BU,,,B642P003,ADMIN - ESTATES/ACCOMMODATION,888800181
DEFRA,DEFRA,09/08/2011,Other Current Payments E,Green Economy and Corporate Services Group,SKM Enviros,JW01954,"27,180.35",PO 345096 PROF SERV WASTEFLOW 1-31 JUL 2011,WasteDataFlow administration and management,CB3 6DP,,13908,,PROGRAMME EXPENDITURE,
DEFRA,DEFRA,23/08/2011,Grant-in Aid Payments,Green Economy and Corporate Services Group,Sustainable Development Commission,16,"100,000.00",PO 346119 GRAND IN AID TO COVER WIND UP COSTS,To cover outstanding wind up costs,SW1A 2EY,,,,NON BUDGET NON ESTIMATE,
DEFRA,DEFRA,05/08/2011,Water,Green Economy and Corporate Services Group,Thames Water Utilities Ltd,8.12E+15,"40,155.21",WATER 14/09/10 - 17/05/11,Water bill 14/09/10 - 17/05/11,SN38 3TW,SME,,B0870000,ADMIN - ESTATES/ACCOMMODATION,
DEFRA,DEFRA,23/08/2011,Treasury Solicitors,Green Economy and Corporate Services Group,Treasury Solicitors Department,AH969,"1,000,000.00",PO 348283 INITIAL GENERAL PAYMENT FOR TSOL LEGAL SERVICES 1/9/11,General Funding for Legal Services,WC2B 4TS,,,,ADMIN - OFFICE SERVICES,
DEFRA,DEFRA,23/08/2011,Other Current Payments E,Green Economy and Corporate Services Group,United Nations Environment Prog,BE152011,"30,000.00",CBD 11-01,"Convention on Biological Diversity - Regional Workshop Safeguard in Forest, Cape Town",H2Y 1N9,,,,PROGRAMME EXPENDITURE,
DEFRA,DEFRA,01/08/2011,Other Current Payments E,Green Economy and Corporate Services Group,Vertex Data Science Ltd,FI0407721,"27,429.40",PO 310275 VERTEX WORK FOR JUNE,Defra General Telephone Helpline - call and setup charges,L34 1PJ,SME,,,PROGRAMME EXPENDITURE,902194155
DEFRA,DEFRA,23/08/2011,Current Grants E,Green Economy and Corporate Services Group,Waste & Resources Action Programme,AUG1110811,"3,232,714.00",PO 346466- CLAIM FOR GRANT FUNDING-AUGUST 2011,Waste and Resources Action Programme Grant Claim 2011-12,OX16 0AH,SME,,,CURRENT GRANTS,
