Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num,,
Department of Health,Department of Health,17-Jan-11,IT minor costs non capital,NHS MEDICAL DIRECTOR,ROYAL COLLEGE OF PHYSICIANS RCP,INV006621,7190,,,
Department of Health,Department of Health,17-Jan-11,Research & development,NHS MEDICAL DIRECTOR,QUALITY HEALTH LTD,3782,15658,,,
Department of Health,Department of Health,17-Jan-11,IT minor costs non capital,NHS MEDICAL DIRECTOR,ROYAL COLLEGE OF PHYSICIANS RCP,INV006621,35950,,,
Department of Health,Department of Health,17-Jan-11,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,BRISTOL LABORATORIES LTD,30704,43497,,,
Department of Health,Department of Health,17-Jan-11,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,BRISTOL LABORATORIES LTD,30565,43535.92,,,
Department of Health,Department of Health,17-Jan-11,Professional fees,NHS MEDICAL DIRECTOR,QUALITY HEALTH LTD,3782,47342,,,
Department of Health,Department of Health,17-Jan-11,Travel & subsistence non staff,NHS MEDICAL DIRECTOR,HEALTH AND SOCIAL CARE INFORMATION CENTRE,12592107,87360,,,
Department of Health,Department of Health,17-Jan-11,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,BRISTOL LABORATORIES LTD,30566,91784.27,,,
Department of Health,Department of Health,17-Jan-11,Storage costs,NHS MEDICAL DIRECTOR,B BRAUN MEDICAL LTD,327460541,99449.98,,,
Department of Health,Department of Health,17-Jan-11,Storage costs,NHS MEDICAL DIRECTOR,BRISTOL LABORATORIES LTD,30714,162071.57,,,
Department of Health,Department of Health,17-Jan-11,Addition Clearing - SW LIC,R&D,SAPIENT LTD,18649,37705.75,,,
Department of Health,Department of Health,17-Jan-11,Grants to non-profit institutions (CAP),SOCIAL CARE,SOCIAL CARE INSTITUTE FOR EXCELLENCE (SCIE),ERS-418861-40221,50000,,,
Department of Health,Department of Health,17-Jan-11,Grants to non-profit institutions (CAP),SOCIAL CARE,HAMMERSMITH AND FULHAM LONDON BOROUGH COUNCIL,ERS-418840-40201,82798,,,
Department of Health,Department of Health,17-Jan-11,Outsourcing Contract,WORKFORCE,SAPIENT LTD,20026,3393.75,,,
Department of Health,Department of Health,17-Jan-11,Outsourcing Contract,WORKFORCE,SAPIENT LTD,20026,13942.5,,,
Department of Health,Department of Health,17-Jan-11,Outsourcing Contract,WORKFORCE,SAPIENT LTD,20026,60346.5,,,
Department of Health,Department of Health,18-Jan-11,Grants to non profit institutions (CUR),CHIEF NURSING OFFICER,KINGS COLLEGE LONDON,ERS-418900-40241,149815,,,
Department of Health,Department of Health,18-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731301,53262,,,
Department of Health,Department of Health,18-Jan-11,Service charge,HEALTH PROTECTION AND IMPROVEMENT,FIRE SERVICE COLLEGE,SIN045262,35155,,,
Department of Health,Department of Health,18-Jan-11,Service charge,HEALTH PROTECTION AND IMPROVEMENT,FIRE SERVICE COLLEGE,SIN044939,35485,,,
Department of Health,Department of Health,18-Jan-11,Other Admin expenditure,HEALTH PROTECTION AND IMPROVEMENT,FOOD STANDARDS AGENCY (FSA),1700479,2022775.72,,,
Department of Health,Department of Health,18-Jan-11,Research & development,HEALTH PROTECTION AND IMPROVEMENT,FOOD STANDARDS AGENCY (FSA),1700478,3402586.98,,,
Department of Health,Department of Health,18-Jan-11,Staff Consultancy & Suppt,INFORMATICS,ASE CONSULTING LTD,12277402,34500,,,
Department of Health,Department of Health,18-Jan-11,Consultancy/Professional Advice,NHS FINANCE PERFORMANCE & OPERATIONS,MILBANK TWEED,LEO105674,13109.44,,,
Department of Health,Department of Health,18-Jan-11,Consultancy/Professional Advice,NHS FINANCE PERFORMANCE & OPERATIONS,MILBANK TWEED,LEO105674,15000,,,
Department of Health,Department of Health,18-Jan-11,Secondees in invoiced costs,NHS FINANCE PERFORMANCE & OPERATIONS,NORTH EAST SHA,502854,101528.34,,,
Department of Health,Department of Health,18-Jan-11,Revenue Grant in Aid to NDPBs,NHS FINANCE PERFORMANCE & OPERATIONS,MONITOR INDEPENDENT REGULATOR OF NHS FOUNDATION TRUSTS,IR OF NHS JAN 2011,1100000,,,
Department of Health,Department of Health,18-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,BEAUMOND HOUSE COMMUNITY HOSPICE,ERS-419021-40344,30818,,,
Department of Health,Department of Health,18-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,WIGAN AND LEIGH HOSPICE,ERS-419019-40342,59205,,,
Department of Health,Department of Health,18-Jan-11,Secondees in invoiced costs,NHS MEDICAL DIRECTOR,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,660567,60627,,,
Department of Health,Department of Health,18-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,HARRIS HOSPICECARE,ERS-419018-40341,70240,,,
Department of Health,Department of Health,18-Jan-11,Storage costs,NHS MEDICAL DIRECTOR,MYLAN,1800000509,82369.31,,,
Department of Health,Department of Health,18-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,WILLOWBROOK HOSPICE,ERS-419020-40343,102310,,,
Department of Health,Department of Health,18-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,QUEENSCOURT HOSPICE,ERS-419028-40351,139620,,,
Department of Health,Department of Health,18-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,ST JOHNS HOSPICE,ERS-419024-40347,178074,,,
Department of Health,Department of Health,18-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,WELDMAR HOSPICECARE TRUST,ERS-419025-40348,194311,,,
Department of Health,Department of Health,18-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,ST PETERS AND ST JAMES HOME AND HOSPICE,ERS-419027-40350,308213,,,
Department of Health,Department of Health,18-Jan-11,Stock Essential Medicines Additions,NHS MEDICAL DIRECTOR,SANOFI AVENTIS,4700000304,1477107.09,,,
Department of Health,Department of Health,18-Jan-11,Addition Clearing - SW LIC,R&D,SAPIENT LTD,20007,6226.94,,,
Department of Health,Department of Health,18-Jan-11,Research & development,R&D,LG FUTURES LTD,2001059,24750,,,
Department of Health,Department of Health,18-Jan-11,Research & development,R&D,RAND EUROPE CAMBRIDGE LTD,11083/09115-5,32083,,,
Department of Health,Department of Health,18-Jan-11,Addition Clearing - SW LIC,R&D,SAPIENT LTD,20007,35582.5,,,
Department of Health,Department of Health,18-Jan-11,Research & development,R&D,MICROONCOLOGY LTD TA CREO MEDICAL LTD,110_SBRI2_02,95950,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,WORCESTERSHIRE COUNTY COUNCIL,ERS-418916-40296,26480,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,CUMBRIA COUNTY COUNCIL,ERS-418919-40267,26550,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,NORTHAMPTONSHIRE COUNTY COUNCIL,ERS-418908-40281,27000,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,EAST SUSSEX COUNTY COUNCIL,ERS-418894-40269,28841,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,WIGAN METROPOLITAN BOROUGH COUNCIL,ERS-418889-40295,30000,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,CROYDON LONDON BOROUGH COUNCIL,ERS-418893-40266,30225,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,LINCOLNSHIRE COUNTY COUNCIL,ERS-418905-40276,33310,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,LANCASHIRE COUNTY COUNCIL,ERS-418892-40275,34225,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,ERS-418909-40282,34975,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,SOMERSET COUNTY COUNCIL,ERS-418912-40288,35350,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,BRISTOL CITY COUNCIL,ERS-418891-40264,35625,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,MEDWAY COUNCIL,ERS-418906-40277,35625,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,NORFOLK COUNTY COUNCIL,ERS-418907-40280,35625,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,OXFORDSHIRE COUNTY COUNCIL,ERS-418910-40284,35625,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,SUFFOLK COUNTY COUNCIL,ERS-418913-40291,35625,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CUR),SOCIAL CARE,WARWICKSHIRE COUNTY COUNCIL,ERS-418914-40294,35625,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,NORTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,ERS-418915-40261,113000,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,KNOWSLEY METROPOLITAN BOROUGH COUNCIL,ERS-418954-40301,129000,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,OLDHAM METROPOLITAN BOROUGH COUNCIL,ERS-418963-40321,129000,,,
Department of Health,Department of Health,18-Jan-11,Grants to local authorities (CAP),SOCIAL CARE,ROCHDALE BOROUGH COUNCIL,ERS-418967-40322,132000,,,
Department of Health,Department of Health,18-Jan-11,Other programme expenditure,SOCIAL CARE,SQW CONSULTING LTD,16068,145942.86,,,
Department of Health,Department of Health,19-Jan-11,Contactor/ Staff Subsitution,COMMISSIONING,NORTHGATE HR LTD,91143497,67814.5,,,
Department of Health,Department of Health,19-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731321,22950,,,
Department of Health,Department of Health,19-Jan-11,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731343,28284.18,,,
Department of Health,Department of Health,19-Jan-11,Outsourcing Contract,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),731311,60074.5,,,
Department of Health,Department of Health,19-Jan-11,Research & development,HEALTH PROTECTION AND IMPROVEMENT,BELFAST QUEENS UNIVERSITY OF,80001060,31842,,,
Department of Health,Department of Health,19-Jan-11,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,YOUTHNET,1351,37500,,,
Department of Health,Department of Health,19-Jan-11,Other programme expenditure,HEALTH PROTECTION AND IMPROVEMENT,NATIONAL INSTITUTE FOR CLINICAL EXCELLENCE (NICE),5580945,176250,,,
Department of Health,Department of Health,19-Jan-11,Revenue Grants to Other Bodies,HEALTH PROTECTION AND IMPROVEMENT,LONDON AMBULANCE SERVICE NHS TRUST,50070,659205.5,,,
Department of Health,Department of Health,19-Jan-11,Revenue Grants to Other Bodies,HEALTH PROTECTION AND IMPROVEMENT,LONDON AMBULANCE SERVICE NHS TRUST,50069,659205.5,,,
Department of Health,Department of Health,19-Jan-11,Staff Consultancy & Suppt,INFORMATICS,CAPGEMINI UK PLC,12284534,21573,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,401.44,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,63.01,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,220.96,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,441.92,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,-182.08,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1229.95,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,174.13,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,306.31,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,220.96,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,2190.9,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,287.94,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,385.36,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1864.77,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,202.23,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,491.28,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1087.26,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,5275.31,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,13.53,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,921.1,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,182.19,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,231.85,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,2033.89,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,9905.46,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1206.72,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,151.25,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,2536.66,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,220.96,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,424.25,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,150.87,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,802.25,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,347.23,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,899.47,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,89.71,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,676.41,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,773.6,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,302.77,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,929.56,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,899.07,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,544.88,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1197.02,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,81.02,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1225.5,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,313.71,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,3276.38,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,-178.18,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,340.01,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1228.9,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,2180.32,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,4388.35,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,808.22,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,147.82,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1647.14,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,237.85,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,3840.75,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,85.75,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,3019.39,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,738.69,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,2320.71,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,689.82,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,-90.53,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1694.55,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,369.81,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,-60.58,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,772.69,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1759.58,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,3142.16,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,-207.61,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,-135.18,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,936.09,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,152.63,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,-214.5,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,-289.09,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,-128.45,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,729.17,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,1213.78,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,480.43,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,5938.95,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,508.48,,,
Department of Health,Department of Health,19-Jan-11,Travel & Subsistence,INFORMATICS,REDFERN TRAVEL LTD,12244529,145.4,,,
Department of Health,Department of Health,19-Jan-11,Professional fees,NHS Chief Executive,HEMPSONS SOLICITORS,50056970,39599.07,,,
Department of Health,Department of Health,19-Jan-11,Rent of Land & Buildings (non-PFI operating lease),NHS FINANCE PERFORMANCE & OPERATIONS,ABPGP LTD,SIAS1Q476,48710.84,,,
Department of Health,Department of Health,19-Jan-11,Storage costs,NHS MEDICAL DIRECTOR,SANOFI AVENTIS,4700000305,1293.65,,,
Department of Health,Department of Health,19-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,MYTON HAMLET HOSPICE DEVELOPMENT LTD,ERS-419099-40385,53389,,,
Department of Health,Department of Health,19-Jan-11,Storage costs,NHS MEDICAL DIRECTOR,SANOFI AVENTIS,4700000305,78740.1,,,
Department of Health,Department of Health,19-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,HALTON HAVEN HOSPICE,ERS-419096-40383,94139,,,
Department of Health,Department of Health,19-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,ST BARNABAS HOSPICES (SUSSEX) LTD,ERS-419092-40381,134570,,,
Department of Health,Department of Health,19-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,COMPTON HOSPICE TRADING LTD,ERS-419095-40382,147730,,,
Department of Health,Department of Health,19-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,ST ELIZABETH HOSPICE (SUFFOLK),ERS-419057-40361,172590,,,
Department of Health,Department of Health,19-Jan-11,Other programme expenditure,SOCIAL CARE,DERBY CITY COUNCIL,1215762,30000,,,
Department of Health,Department of Health,19-Jan-11,Revenue Grant in Aid to NDPBs,SOCIAL CARE,MERSEY CARE NHS TRUST,I0025916,50000,,,
Department of Health,Department of Health,19-Jan-11,Outsourcing Contract,SOCIAL CARE,BROADCASTING SUPPORT SERVICES,S11-00447,141450.61,,,
Department of Health,Department of Health,20-Jan-11,Grants to non profit institutions (CUR),CHIEF NURSING OFFICER,NATIONAL CHILDRENS BUREAU,ERS-419230-40438,80000,,,
Department of Health,Department of Health,20-Jan-11,Agency staff (temp admin),HEALTH PROTECTION AND IMPROVEMENT,MULTI RESOURCE MARKETING LTD,120949,13795.69,,,
Department of Health,Department of Health,20-Jan-11,Outsourcing Contract,HEALTH PROTECTION AND IMPROVEMENT,MULTI RESOURCE MARKETING LTD,120949,19870.26,,,
Department of Health,Department of Health,20-Jan-11,Contactor/ Staff Subsitution,NHS FINANCE PERFORMANCE & OPERATIONS,PRICEWATERHOUSECOOPERS LLP,1353500611,90078.39,,,
Department of Health,Department of Health,20-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,KIRKWOOD HOSPICE,ERS-419184-40404,25316,,,
Department of Health,Department of Health,20-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,NORTH LONDON HOSPICE,ERS-419185-40405,50231,,,
Department of Health,Department of Health,20-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,WAKEFIELD HOSPICE,ERS-419187-40407,73363,,,
Department of Health,Department of Health,20-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,ASHGATE HOSPICE SHOPS LTD,ERS-419175-40401,74724,,,
Department of Health,Department of Health,20-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,PROSPECT HOSPICE LTD,ERS-419186-40406,113513,,,
Department of Health,Department of Health,20-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,BLYTHE HOUSE HOSPICE,ERS-419178-40402,142500,,,
Department of Health,Department of Health,20-Jan-11,Grants to non-profit institutions (CAP),NHS MEDICAL DIRECTOR,HOSPISCARE,ERS-419182-40403,343245,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,PREPRESS PROJECTS LTD,ERS-419205-40436,25000,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-419191-40415,26893,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,THE ROBERT JONES & AGNES HUNT ORTHOPAEDIC & DISTRICT NHS TRUST,ERS-419190-40417,29342,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-419193-40424,32045,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,ERS-419194-40420,32992,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE,ERS-419189-40429,34211,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,UNIVERSITY COLLEGE LONDON (UCL),ERS-419198-40430,40033,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-419192-40418,42068,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,EXETER UNIVERSITY OF,ERS-419222-40428,55295,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,SOUTH WEST LONDON & ST GEORGE'S MENTAL HEALTH NHS TRUST,ERS-419214-40422,57772,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,YORKSHIRE & THE HUMBER SHA,ERS-419202-40411,83150.44,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,WEST MIDLANDS SHA,ERS-419203-40412,111803.18,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-419201-40434,172119,,,
Department of Health,Department of Health,20-Jan-11,Research & development,R&D,OXFORDSHIRE AND BUCKINGHAMSHIRE MENTAL HEALTH NHS FOUNDATION TRUST,ERS-419221-40421,347760,,,
Department of Health,Department of Health,20-Jan-11,Outsourcing Contract,SOCIAL CARE,DURHAM UNIVERSITY OF,224235,150000,,,
