Ministry of Justice,HMCTS,04-Jan-12,222001-Maintenance,HZ999-North East Region,DTZ DEBENHAM TIE LEUNG,1873711,"£47,777.35",HA102-DTZ Monthly Management Contractual Fees for April - October for the North East(Excluding Lodgings),EH3 9QG,0,Programme
Ministry of Justice,HMCTS,19-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,559869,"£47,951.64",,NG1 5ZZ,0,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£48,094.17",QBD Contingent Charges,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,30-Jan-12,263000-Other Contracted Out Services,RG999-CFLAP Accumulator,STAFFORDSHIRE COUNTY COUNCIL,1067011,"£48,184.00",Claims Management Regulations - Reinforcement work by Staffordshire City Council,ST16 2NF,0,Programme
Ministry of Justice,MoJ HQ,05-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065209,"£48,570.22",EIPNetSec (E134) CCNF335 Messaging Gateway AV & WW,WA3 9BD,E134,Programme
Ministry of Justice,HMCTS,06-Jan-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1875512,"£48,963.22",,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,27-Jan-12,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1900506,"£48,963.22",,CF14 3UW,0,Programme,,
Ministry of Justice,HMCTS,12-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,554373,"£49,079.13",,NG1 5ZZ,0,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,DETICA LTD,1065900,"£49,180.00",PL111- This relates to an IA managed Service (Work Packages),GU2 7YP,0,Admin,,
Ministry of Justice,HMCTS,11-Jan-12,222001-Maintenance,GZ999-North West Region,NG BAILEY FACILITIES SERVICES LTD,1881112,"£49,288.60",Cumbria & Lancashire area M&E PPM charges from April 2011 to January 2012,CIS-LS12 6EH,0,Programme,,
Ministry of Justice,HMCTS,26-Jan-12,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,565667,"£49,698.10",,NG1 5ZZ,0,Programme,,
Ministry of Justice,MoJ HQ,05-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1065167,"£50,000.00",LSC Secure Enclave CCN2943-02 Build - Mst 4 DR Enclave Build Completion - PQ105,WV10 6UH,E145,Programme,,
Ministry of Justice,HMCTS,24-Jan-12,226000-Court Costs,BZ999-London Region,EUREST SERVICES,1895360,"£50,177.37",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0,Programme,,
Ministry of Justice,HMCTS,19-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS RUSSELL & CO#DX 17603,560881,"£50,521.98",,DX 17603,0,Programme,,
Ministry of Justice,MoJ HQ,19-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1066130,"£50,558.26",PB630 (CP6.3) EUC Desktop,RG12 1HN,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ENTERPRISE CIVIC BUILDINGS LIMITED,1892133,"£51,069.13",Provision under a PFI agreement of accommodation for office or other governmental use,GU9 7PT,0,Balance Sheet,,
Ministry of Justice,HMCTS,10-Jan-12,222001-Maintenance,HZ999-North East Region,VINCI CONSTRUCTION UK LIMITED,1878410,"£51,290.38",Bradford Mags - CIS MW/HMCTS2011-12. Direct award - carry out works to accommodate additional staff within the building reconfiguring/refurbishing existing office space and installing air conditioning. This replaces PO 20000153414.,CIS-RM13 8RH,B716,Programme,,SME
Ministry of Justice,HMCTS,19-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS ST VALCHIKWE SOLICITORS#IG3 8RL,560900,"£51,709.20",,IG3 8RL,0,Programme,,
Ministry of Justice,HMCTS,24-Jan-12,226000-Court Costs,BZ999-London Region,EUREST SERVICES,1895360,"£51,714.91",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,222001-Maintenance,GZ999-North West Region,DTZ DEBENHAM TIE LEUNG,1900519,"£52,091.10",North West Region - DTZ monthly management fee from April 2011 to January 2012,EH3 9QG,0,Programme,,
Ministry of Justice,MoJ HQ,19-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,M J FERGUSON LTD,1066166,"£52,387.91","Maintenance, non-structural repair and cleaning of buildings",CIS-CM12 0BT,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1067012,"£52,432.83",PO200 - OMNI Contract -Small Projects,M14 0WN,0,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,223001-Printing Postage and Office expenditure,BZ999-London Region,DX NETWORK SERVICES LTD,1900523,"£52,878.21",DX NETWORK SERVICES LTD - RCJ Fixed Costs (Customer No 155781) - Apr 2011 to Mar 2012 - 20 / IE401 / 223518,NN3 6YG,0,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1903728,"£53,596.40",CIS Labour - Hinckley Magistrates - Mitie Technical - Major refurbishment to lift to enable Fire Evacuation,CIS-PO1 9DB,0,Programme,,
Ministry of Justice,HMCTS,19-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS BINDMANS LLP#DX 37904,1890287,"£54,152.70",,DX 37904,0,Programme,,
Ministry of Justice,MoJ HQ,05-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1065167,"£54,866.00",CCN2124-03 - X-Kryptor Key-Material refresh & KMS provision One Off Costs,WV10 6UH,0,Programme,,
Ministry of Justice,HMCTS,24-Jan-12,226000-Court Costs,BZ999-London Region,EUREST SERVICES,1895360,"£55,145.96",London Region - Eurest Smart Cards - Consolidated Juror Smartcards for 3 months,B45 9PZ,0,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065926,"£55,653.52",,RG12 1HN,E148,Programme,,
Ministry of Justice,HMCTS,17-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1886285,"£55,670.30",Security Services,MK6 2WX,0,Balance Sheet,,
Ministry of Justice,HMCTS,06-Jan-12,222001-Maintenance,EZ999-Wales Region,KIER FACILITIES SERVICES LTD,1875694,"£55,989.00",SEW region - Kier fixed maintenance costs 2011/12.,CIS-RG21 4HG,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,265000-IT & Telecommunications,BZ999-London Region,ATOS IT SERVICES UK LTD,1891963,"£56,343.00",Westminster Mags - ATOS - Moves & Procurement plus decom of existing site. Upfront Costs. (Ref A-R-01660-05-v01),WV10 6UH,F078,Programme,,
Ministry of Justice,HMCTS,04-Jan-12,532000-Tangible GBV - Additions,DZ999-South West Region,STONE BCI LTD,1874407,"£56,367.90","CIS labour - external cladding repairs at Plymouth Combined Court, BCP 10/11 (03).",CIS-BS6 7NZ,0,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,532000-Tangible GBV - Additions,EZ999-Wales Region,WATES CONSTRUCTION LTD,1901584,"£56,588.40",,CIS-KT22 7SW,F090,Programme,,
Ministry of Justice,HMCTS,13-Jan-12,262000-SCA Costs,CZ999-South East Region,MODERN COURTS (EAST ANGLIA) LTD,1882589,"£56,940.00",Ipswich & Cambridge PFI - Modern Courts (East Anglia) Ltd - Unitary Charges for East Anglia PFI - Monthly -11/12,BR8 7AG,0,Programme,,
Ministry of Justice,HMCTS,04-Jan-12,222002-Other Property Costs,SL999-Centralised Frontline,UKI CHARITABLE FOUNDATION,1874436,"£56,997.57",,LE1 7GJ,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,BROADGATE ESTATES LTD,1875406,"£57,711.02",,NW1 3BG,0,Programme,,SME
Ministry of Justice,HMCTS,24-Jan-12,265000-IT & Telecommunications,AT899-HQ - ICT,ATOS IT SERVICES UK LTD,1895112,"£57,831.00",Change Control Note - A-S-03019-01 XHIBIT & CREST Summer Release 2011,WV10 6UH,0,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,532000-Tangible GBV - Additions,AG999-HQ - Estates,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1903729,"£57,906.46",Nottingham JL - Mitie - Splice repairs to orangery,PO1 9DB,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,222002-Other Property Costs,SJ999-Scotland,JONES LANG LASALLE LTD,1892245,"£57,922.50",,E14 5WQ-SERVICE,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1066678,"£58,645.39",EIP2011-12 (E131) CCNF400 Phase 3 Initiation Service,WA3 9BD,E131,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,1892106,"£58,750.00","CIS Labour - Birmingham Crown - DH Fathers - Installation of New Lighting System including New Wiring, new ceilings",CIS-NG16 3SU,0,Programme,,
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065404,"£58,836.81",Managed Service - Licensing Apr-11 to Mar-12,WA3 9BD,0,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,532000-Tangible GBV - Additions,GZ999-North West Region,SEDDON PROPERTY SERVICES LIMITED,1901482,"£58,900.28",Replacement of the building management system at Preston CCC and Preston Crown Court  **Capital**,CIS-ST4 9JA,I027,Programme,,SME
Ministry of Justice,MoJ HQ,12-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LIBERATA UK LTD,1065745,"£59,225.09",Departmental staff records & Payroll systems including administration and payment of pensions,NP10 8BA,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,09-Jan-12,246000-Current Grants,RB999-JPG - CJRD,NSPCC,1065483,"£59,831.62",Payments to voluntary sector organisations to provide specialist support to victims and witnesses of crime from the 2011/12 Victim & Witness General Fund - 4th qtr payment ,EC2A 3NH,0,Grant,,
Ministry of Justice,HMCTS,20-Jan-12,221000-Property Rent and Rates,SJ999-Scotland,JONES LANG LASALLE LTD,1892245,"£59,846.50",,E14 5WQ-SERVICE,0,Programme,,
Ministry of Justice,HMCTS,03-Jan-12,532000-Tangible GBV - Additions,BZ999-London Region,ARK BUILD PLC,1872268,"£60,090.99",CIS Labour - Woolwich Crown - Ark Build PLC - Constuction of modular extension,CIS-IG10 3FL,F105,Programme,,SME
Ministry of Justice,MoJ HQ,26-Jan-12,262000-SCA Costs,NX900-MOJ Shared Services,LIBERATA UK LTD,1066737,"£60,102.53",RFC FSMO 175 - Contractor Arrangements,NP10 8BA,0,Admin,,
Ministry of Justice,MoJ HQ,12-Jan-12,223000-Other Expenditure,MD600-Information Directorate,THOMSON REUTERS T/A SWEET & MAXWELL LTD,1065823,"£60,750.00",MD130 - Sweet & Maxwell Online Service 2011/12,SP10 9AG,0,Admin,,
Ministry of Justice,HMCTS,27-Jan-12,532000-Tangible GBV - Additions,DZ999-South West Region,STONE BCI LTD,1901522,"£61,055.21","CIS labour - external cladding repairs at Plymouth Combined Court, BCP 10/11 (03).",CIS-BS6 7NZ,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,V P TREEN LTD,1066849,"£61,250.00",MoJ System Support Agreement contract CACTUS and Network Annual Maintenance (01-04-2011 to 31-03-2012) & MoJ System Support Agreement contract Service Incentives.,TW2 7PJ,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,V P TREEN LTD,1066849,"£61,250.00",MoJ System Support Agreement contract CACTUS and Network Annual Maintenance (01-04-2011 to 31-03-2012) & MoJ System Support Agreement contract Service Incentives.,TW2 7PJ,0,Programme,,
Ministry of Justice,MoJ HQ,26-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,V P TREEN LTD,1066849,"£61,250.00",MoJ System Support Agreement contract CACTUS and Network Annual Maintenance (01-04-2011 to 31-03-2012) & MoJ System Support Agreement contract Service Incentives.,TW2 7PJ,0,Programme,,
Ministry of Justice,HMCTS,04-Jan-12,222002-Other Property Costs,BZ999-London Region,VICTORIA GENERAL CLEANING SERVICES LTD,1874439,"£62,501.64",VICTORIA GENERAL CLEANING SERVICES LTD - RCJ Account 2161 - Fixed Monthly Costs. Apr 2011 to Mar 2012 - 20 / IH701 / 222152,CM19 5QE,0,Programme,,
Ministry of Justice,HMCTS,31-Jan-12,222002-Other Property Costs,BZ999-London Region,VICTORIA GENERAL CLEANING SERVICES LTD,1904005,"£62,501.64",VICTORIA GENERAL CLEANING SERVICES LTD - RCJ Account 2161 - Fixed Monthly Costs. Apr 2011 to Mar 2012 - 20 / IH701 / 222152,CM19 5QE,0,Programme,,
Ministry of Justice,HMCTS,03-Jan-12,532000-Tangible GBV - Additions,BZ999-London Region,ROLFE CONTRACTING LTD,1872563,"£62,763.27",Field House - Rolfe Contracting - CIS LABOUR - replacement of boilers following failure of gas tight seals end being past the end of their working life - PAR 2077,CIS-AL3 7RG,0,Programme,,
Ministry of Justice,HMCTS,13-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MODERN COURTS (HUMBERSIDE) LTD,1882590,"£62,772.62",Provision under a PFI agreement of accommodation for office or other governmental use,BR8 7AG,0,Balance Sheet,,
Ministry of Justice,HMCTS,17-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1886285,"£62,902.43",Security Services,MK6 2WX,0,Balance Sheet,,
Ministry of Justice,HMCTS,05-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS LEVALES SOLICITORS LLP#DX 99277,548887,"£63,458.60",,DX 99277,0,Programme,,
Ministry of Justice,HMCTS,11-Jan-12,222001-Maintenance,BZ999-London Region,EUROPEAN ASBESTOS SERVICES,1880979,"£64,400.00",CIS Labour - Snaresbrook Crown - European Asbestos - Asbestos related replacement of suspended ceiling tiles - PAR 2142,CIS-TW16 7EF,0,Programme,,
Ministry of Justice,HMCTS,24-Jan-12,532000-Tangible GBV - Additions,BZ999-London Region,NORLAND MANAGED SERVICES LTD,1895705,"£65,000.00",Field House - Norland Managed Service Ltd - CIS LABOUR - Installation and upgrade of Chiller Plant,CIS-SE1 1RU,0,Programme,,
Ministry of Justice,HMCTS,17-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1886285,"£65,067.60",Security Services,MK6 2WX,0,Balance Sheet,,
Ministry of Justice,HMCTS,10-Jan-12,610300-Debtors < 1 Year - Deposits & Advances,GZ999-North West Region,NEOPOST LTD,1877885,"£66,219.00",,RM1 2AR-NIPA,0,Programme,,
Ministry of Justice,HMCTS,20-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1892342,"£66,702.11",Security Services,MK6 2WX,0,Balance Sheet,,
Ministry of Justice,HMCTS,27-Jan-12,222001-Maintenance,FZ999-Midlands Region,REIRSE RYAN LTD,1901445,"£68,170.73",Midlands Region - Reirse Ryan - Gutter clearance - (receipted on completion of works),B25 8NB,0,Programme,,
Ministry of Justice,HMCTS,03-Jan-12,261000-Fuel and Utilities,GZ999-North West Region,CORONA ENERGY,1872320,"£68,737.01",NW Region Consolidated - Gas - Corona - April 11 - March 12,NW4 3RJ-RET 4,0,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,222001-Maintenance,FZ999-Midlands Region,EC HARRIS LLP,1900527,"£69,372.28",Various Midlands Courts - EC Harris - Retainer Fees 11/12,M60 3NT,0,Programme,,
Ministry of Justice,HMCTS,27-Jan-12,532000-Tangible GBV - Additions,HZ999-North East Region,J TOMLINSON LTD,1900682,"£69,401.08",Huddersfield Mags - CIS  Labour MW/HMCTS/2011-12/Huddersfield MC General Refurbishment of numerous areas to integrate Dewsbury MC. Replace/upgrade lighting within Courtrooms,CIS-NG9 1PF,B716,Programme,,SME
Ministry of Justice,MoJ HQ,03-Jan-12,223000-Other Expenditure,MD600-Information Directorate,TNT UK LTD,1065127,"£69,524.40",MD145 Monthly payment for offsite storage of records held at TNT and delivery costs,BL0 9AR,0,Admin,,
Ministry of Justice,HMCTS,17-Jan-12,611000-Debtors <1 year - Other Debtors,WW000-Balance Sheet,LONDON BOROUGH OF GREENWICH,1884839,"£69,768.08",,RATES,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,26-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1066678,"£69,926.31",EIP3ExISS (E136) CCNF409 ExISS Stabilisation,WA3 9BD,E136,Programme
Ministry of Justice,HMCTS,10-Jan-12,226000-Court Costs,"AM999-HQ - Civil, Family & Tribunals",LEGAL SERVICE TRANSLATION & INTERPRETING LTD,1877794,"£69,971.25",,M8 0PS,0,Programme
Ministry of Justice,HMCTS,19-Jan-12,226000-Court Costs,SL999-Centralised Frontline,MESSRS AARON & PARTNERS LLP#DX 19990,1890269,"£70,510.20",,DX 19990,0,Programme
Ministry of Justice,HMCTS,18-Jan-12,222002-Other Property Costs,EZ999-Wales Region,OCS SUPPORT SERVICES LTD,556301,"£71,390.54",HMCS Wales - Multiple Sites Monthly Cleaning  April 11 - March 12 OCS Cleaning Support Services,LS7 1NJ,0,Programme
Ministry of Justice,HMCTS,10-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MARSTON GROUP,1877832,"£71,523.00",Debt Collection,EN9 1EL,0,Balance Sheet
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1067012,"£71,660.00",OMNI NDC Bridges Support,M14 0WN,0,Programme
Ministry of Justice,HMCTS,19-Jan-12,311200-Criminal Legal Aid,SL999-Centralised Frontline,CLARION SOLICITORS#DX 26427,1890239,"£72,883.86",,DX 26427,0,Programme
Ministry of Justice,HMCTS,13-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MODERN COURTS (EAST ANGLIA) LTD,1882589,"£73,270.23",Provision under a PFI agreement of accommodation for office or other governmental use,BR8 7AG,0,Balance Sheet
Ministry of Justice,HMCTS,13-Jan-12,222001-Maintenance,DZ999-South West Region,ATKINS,1882177,"£73,394.58",HMCS SW Region MA term commission monthly duties November 2011.,WR5 1TX,0,Programme
Ministry of Justice,HMCTS,31-Jan-12,222001-Maintenance,DZ999-South West Region,ATKINS,1903180,"£73,394.58",HMCS SW Region MA term commission monthly duties January 2012.,WR5 1TX,0,Programme
Ministry of Justice,MoJ HQ,26-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LIBERATA UK LTD,1066738,"£73,578.60","Accounting, Invoicing and related services",NP10 9XA,0,Balance Sheet
Ministry of Justice,HMCTS,03-Jan-12,261000-Fuel and Utilities,HZ999-North East Region,CORONA ENERGY,1872320,"£74,325.02",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£75,549.41","QBD CRS One Off -Cabling, Manpower & Other",RG12 1HN,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,222001-Maintenance,GZ999-North West Region,GVA GRIMLEY LTD T/A GVA,1875601,"£75,835.90",Carry out an audit of historic surface and highways drainage liability charges applied across the North West region.  Fee to be calculated on performance of total savings achieved @ 35% of saving,B1 2JB,0,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£76,457.20",QBD CRS One Off -Tel IMAC,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,09-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065426,"£77,580.00",MOJ Testing Support,RG12 1HN,0,Programme
Ministry of Justice,HMCTS,20-Jan-12,223001-Printing Postage and Office expenditure,DZ999-South West Region,DX NETWORK SERVICES LTD,1892116,"£78,452.38",SW Regional Office DA170-223518 - DX Annual Subscription - January 12-March 12 (final quarter),NN3 6YG,0,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,NX900-MOJ Shared Services,ACCENTURE (UK) LIMITED,1066880,"£79,660.20",,EC3M 3BD,0,Admin,,
Ministry of Justice,HMCTS,20-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,BROADGATE ESTATES LTD,1892015,"£80,455.12",,NW1 3BG,0,Programme,,SME
Ministry of Justice,HMCTS,17-Jan-12,265000-IT & Telecommunications,BZ999-London Region,ATOS IT SERVICES UK LTD,1885493,"£80,561.00","Westminster Magistrates Court - ATOS Origin - Supply of Ongoing IT Support for DISC WAN/LAN at 181, Marylebone Road for 2011/12 (CCN ref A-R-01660-02-V01)",WV10 6UH,F078,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,222001-Maintenance,DZ999-South West Region,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,1875787,"£80,656.01","Mechanical & electrical maintenance 2011, HMCS SW Region Areas 2 & 4",CIS-PO1 9DB,0,Programme,,
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1065926,"£81,084.40",QBD Additional Printers,RG12 1HN,0,Programme,,
Ministry of Justice,HMCTS,13-Jan-12,710200-Creditors < 1 year - Trade & Other Creditors,BZ999-London Region,OFFICIAL RECEIVER BANKRUPTCY#RIE41305421,555415,"£81,200.00",,DX 44450,0,Programme,,
Ministry of Justice,HMCTS,17-Jan-12,261000-Fuel and Utilities,BZ999-London Region,CORONA ENERGY,1885689,"£81,545.74",HMCS London Region - Corona - Consolidated Gas Account - Temp PO,NW4 3RJ-RET 4,0,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,223001-Printing Postage and Office expenditure,HZ999-North East Region,HM PRISON SERVICE,1875624,"£81,631.97",,NP20 9BB,0,Programme,,
Ministry of Justice,MoJ HQ,05-Jan-12,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1065209,"£82,453.21",EIP3SPF (E138) Fujitsu CCNF412 RSA Appliance Upgrade,WA3 9BD,E138,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,223000-Other Expenditure,MD600-Information Directorate,TNT UK LTD,1067024,"£82,796.28",MD145 Monthly payment for offsite storage of records held at TNT and delivery costs,BL0 9AR,0,Admin,,
Ministry of Justice,HMCTS,24-Jan-12,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,1895314,"£82,988.87",CIS Labour - Birmingham Mags - DH Fathers - Lighting Installation/ Dist Board Installation/ AHU works,CIS-NG16 3SU,0,Programme,,
Ministry of Justice,HMCTS,16-Jan-12,222001-Maintenance,CZ999-South East Region,DAC BEACHCROFT LLP#CA10810157,1884217,"£84,000.00",,BS99 7UD,0,Programme,,
Ministry of Justice,MoJ HQ,23-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1066414,"£84,963.78",OASys Monthly charge,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,23-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1066414,"£84,963.78",OASys Monthly charge,RG12 1HN,0,Programme,,
Ministry of Justice,MoJ HQ,30-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1066885,"£85,000.00",CCN1999-07 - DIR Programme - Resource,WV10 6UH,E046,Programme,,
Ministry of Justice,HMCTS,06-Jan-12,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,SAVILLS COMMERCIAL LTD,1876681,"£85,404.19",,M2 4AW,0,Programme
Ministry of Justice,HMCTS,04-Jan-12,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1873836,"£86,035.00","CCN L-S-3043-01 This T&M CCN (L-S-3043-01) covers the provision of Portfolio and Delivery Management, Technical Assurance, Solution Analysis and associated services from 1st June 2011 to 31st December 2011",CF31 9AP,0,Programme
Ministry of Justice,HMCTS,17-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1886285,"£86,426.96",Security Services,MK6 2WX,0,Balance Sheet
Ministry of Justice,HMCTS,24-Jan-12,265000-IT & Telecommunications,BZ999-London Region,ATOS IT SERVICES UK LTD,1895112,"£86,765.00",Woolwich Crown Court - ATOS Origin - Supply of IT Services for Modular Courtrooms by 31/8/11 (CCN no A-R-01559-02-V10 of 14/6/11 refers),WV10 6UH,F105,Programme
Ministry of Justice,HMCTS,06-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,DERBYSHIRE COURTS LTD,1875513,"£87,448.57",Provision under a PFI agreement of accommodation for office or other governmental use,SE1 9RA,0,Balance Sheet
Ministry of Justice,HMCTS,06-Jan-12,222002-Other Property Costs,BZ999-London Region,DERBYSHIRE COURTS LTD,1875513,"£87,448.57",,SE1 9RA,0,Programme
Ministry of Justice,MoJ HQ,16-Jan-12,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,TRUSTMARQUE SOLUTIONS LTD,1065994,"£87,773.41",,YO32 9WN,0,Programme
Ministry of Justice,HMCTS,04-Jan-12,261000-Fuel and Utilities,CZ999-South East Region,CORONA ENERGY,1873681,"£87,813.33",South East Region - Corona - Consolidated 11/12,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,HMCTS,06-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,DERBYSHIRE COURTS LTD,1875513,"£88,213.63",Provision under a PFI agreement of accommodation for office or other governmental use,SE1 9RA,0,Balance Sheet
Ministry of Justice,HMCTS,06-Jan-12,222002-Other Property Costs,BZ999-London Region,DERBYSHIRE COURTS LTD,1875513,"£88,213.63",,SE1 9RA,0,Programme
Ministry of Justice,HMCTS,24-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1895112,"£88,690.60",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,17-Jan-12,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1885851,"£88,966.37",,CIS-LE10 3JF,F081,Programme
Ministry of Justice,HMCTS,27-Jan-12,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,DERBYSHIRE COURTS LTD,1900507,"£89,342.07",Provision under a PFI agreement of accommodation for office or other governmental use,SE1 9RA,0,Balance Sheet
