Ministry of Justice,HMCTS,13-Dec-11,221000-Property Rent and Rates,GZ999-North West Region,BRUNTWOOD ESTATES,1849397,"£36,570.45",,M1 4BT,0,Programme
Ministry of Justice,MoJ HQ,05-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1062759,"£36,573.00",YJB - CCN F373 - Connectivity Hosting Services - Symantec AV and Netbackup Support and Maintenance & Annual Service Charge,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1063005,"£36,573.00",YJB - CCN F373 - Connectivity Hosting Services - Symantec AV and Netbackup Support and Maintenance & Annual Service Charge,WA3 9BD,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£36,666.67",CCN1478-05 - Technical Services Group Ongoing,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,29-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064773,"£36,666.67",CCN1478-05 - Technical Services Group Ongoing,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,NORTHAMPTON BOROUGH COUNCIL,1860145,"£36,768.19",,RATES,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,EZ999-Wales Region,LONDON & CAPITAL PROPERTIES LTD,1841190,"£37,277.10",,NW1 3HG,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ARROWCROFT SERVICES LTD,1849309,"£37,500.00",,W1K 6AD,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,FUJITSU SERVICES LTD,1063005,"£37,512.49",Computer services supplied to the specification of the recipient,WA3 9BD,0,Balance Sheet
Ministry of Justice,HMCTS,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1182,"£37,548.65",,BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,SOUTHAMPTON CITY COUNCIL,1860192,"£37,633.33",,RATES,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,1840864,"£37,714.74",,CIS-NG16 3SU,0,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,223000-Other Expenditure,QY300-Fleet Car Mgmt,ARVAL UK LTD,1062912,"£37,729.91",MoJ Lease Car Service and Fuel Costs FY 11-12,SN5 6PQ,0,Admin
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1063676,"£37,757.07",CCN A-R-01986-13.V01 - LSC IDP Resources (One Off Costs),WV10 6UH,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MARSTON GROUP,1849879,"£37,898.25",Debt Collection,EN9 1EL,0,Balance Sheet
Ministry of Justice,MoJ HQ,08-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1063180,"£38,018.60",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,08-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1063180,"£38,018.60",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,MoJ HQ,29-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1064836,"£38,018.60",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,HMCTS,16-Dec-11,532000-Tangible GBV - Additions,FZ999-Midlands Region,DH FATHERS LTD,1855524,"£38,043.60",CIS Labour-Walsall Magistrates'-D H Fathers-Installation of new emergency lighting system,CIS-NG16 3SU,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BOURNEMOUTH BOROUGH COUNCIL,1859983,"£38,282.18",,RATES,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,223001-Printing Postage and Office expenditure,DZ999-South West Region,ROYAL MAIL GROUP PLC,1841520,"£38,459.76",South West Region DA170-223515- Royal Mail Variable Charges10/12,PE4 5BR,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,REGENT OFFICE CARE LTD,1867514,"£38,521.15","Maintenance, non-structural repair and cleaning of buildings",CV6 4QH,0,Balance Sheet
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064001,"£38,533.60",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,29-Dec-11,222002-Other Property Costs,BZ999-London Region,RESOURCE FURNITURE SERVICES LTD (RFS WORKPLACE SOLUTIONS),1870901,"£38,712.00","Harp House-Resource Furniture Services Ltd-Remove & recycle all furniture left in Harp House after the relocation of the staff to include; all roller racking in basement, all furniture in 60 rooms & all kitchen electrical items",SE18 5PH,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,221000-Property Rent and Rates,FZ999-Midlands Region,CBRE CB RICHARD ELLIS,1862544,"£38,750.00",,G2 6UA-HAMPCC,0,Programme
Ministry of Justice,HMCTS,22-Dec-11,710800-Creditor <1 yr - Third Party Monies,SL999-Centralised Frontline,ONE TIME CAPS,540365,"£38,792.96",,BD19 4XT,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COVENTRY CITY COUNCIL,1862564,"£38,902.00",,RATES,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,COVENTRY CITY COUNCIL,1862564,"£38,903.27",,RATES,0,Programme
Ministry of Justice,HMCTS,20-Dec-11,222001-Maintenance,HZ999-North East Region,NG BAILEY FACILITIES SERVICES LTD,1859406,"£39,034.15",HA102 COSOLIDATED ORDER - (CIS - Labour) - Contractual Fees M & E April - January 2012 (not inc Lodgings),CIS-LS12 6EH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£39,077.52",,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£39,084.00",CCN2444-01 - Capgemini as an Authority Nominated Supplier Ongoing,CF31 9AP,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£39,084.00",CCN2444-01 - Capgemini as an Authority Nominated Supplier Ongoing,CF31 9AP,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,532000-Tangible GBV - Additions,GZ999-North West Region,PLANSCAPE GROUP LIMITED,1864010,"£39,128.14",,CIS-M4 1DW,B714,Programme
Ministry of Justice,HMCTS,16-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,ATOS IT SERVICES UK LTD,1855284,"£39,133.00","CCN A-R-02121-17-V03 Transfer of existing desktop, printers & data to Rolls Building",WV10 6UH,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,SHEFFIELD CITY COUNCIL,1860177,"£39,147.31",,RATES,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,221000-Property Rent and Rates,HZ999-North East Region,STANDARD LIFE INVESTMENTS,1870940,"£39,203.75",,EH2 2LL#,0,Programme
Ministry of Justice,MoJ HQ,23-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,STERIA LTD,1064747,"£39,208.75",OMNI CCN 13 WAN SERVICES,M14 0WN,0,Programme,,
Ministry of Justice,MoJ HQ,01-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1062590,"£39,282.00",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,LOGICA UK LTD,1064144,"£39,282.00",Computer services supplied to the specification of the recipient,CF31 9AP,0,Balance Sheet,,
Ministry of Justice,HMCTS,09-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,HI-SPEC FACILITIES SUPPORT CO PLC,1847212,"£39,706.67","Maintenance, non-structural repair and cleaning of buildings",SE16 7PF,0,Balance Sheet,,
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,LONDON & CAPITAL PROPERTIES LTD,1849841,"£39,709.61",,NW1 3HG,0,Programme,,
Ministry of Justice,MoJ HQ,08-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,CABLE & WIRELESS WORLDWIDE,1062944,"£39,827.15",Computer services supplied to the specification of the recipient,RG12 1XL,0,Balance Sheet,,
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,MPS2 LTD,1849953,"£39,875.00",,JE1 1BD,0,Programme,,
Ministry of Justice,HMCTS,20-Dec-11,222002-Other Property Costs,HZ999-North East Region,RENTOKIL INITIAL UK LIMITED,1859723,"£39,971.88",North East Consol Account - Contractual Cleaning contract continuation replacing PO 20000128717 - Rentokil - 11/12,DY1 4RR,0,Programme,,
Ministry of Justice,HMCTS,06-Dec-11,262000-SCA Costs,AP999-HQ - Strategy & Change,LIBERATA UK LTD,1841177,"£39,987.76",As per FSMO RFC 174 (Part A) Liberata consultancy team to work on the Payment by Account (PbA) Phase 2 solution,NP10 8BA,0,Programme,,
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,CABLE & WIRELESS WORLDWIDE,1062943,"£40,022.00",Prison Videolinks,MK3 5JP,0,Programme,,
Ministry of Justice,HMCTS,13-Dec-11,261000-Fuel and Utilities,BZ999-London Region,DELANCEY ARNOLD UK & DELANCEY ROLLS LTD,1849526,"£40,100.00",,NW1 3BG,F079,Programme,,
Ministry of Justice,HMCTS,06-Dec-11,222001-Maintenance,FZ999-Midlands Region,SITEC INTERIORS LTD,1841561,"£40,266.80","CIS Labour - Various Midland Courts - Sitec - Reinforcement of fire integrity to door, panels etc. Includes building construction works",CIS-B1 3AP,0,Programme,,SME
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF CROYDON,1860097,"£40,285.90",,RATES,0,Programme,,
Ministry of Justice,HMCTS,13-Dec-11,261000-Fuel and Utilities,BZ999-London Region,EDF ENERGY LTD,1849573,"£40,647.33",EDF Energy Ltd - Electricity Costs for RCJ. Strand. Period April 2011 to March 2012. (Account No. 13592343). Business Entity IH701. NAC 222142.,PL3 5XQ,0,Programme,,
Ministry of Justice,HMCTS,20-Dec-11,262000-SCA Costs,AP999-HQ - Strategy & Change,LIBERATA UK LTD,1859279,"£40,955.45",As per FSMO RFC 174 (Part A) Liberata consultancy team to work on the Payment by Account (PbA) Phase 2 solution,NP10 8BA,0,Programme,,
Ministry of Justice,HMCTS,16-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,GOOD HARVEST GROUP LTD,536978,"£41,080.00",,HA5 2EW,0,Programme,,
Ministry of Justice,HMCTS,16-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,RACKLINE LIMITED,1856315,"£41,092.00",City of Westminster Court - Rackline - High Denisty Storage,ST7 1RX,F078,Programme
Ministry of Justice,HMCTS,16-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,EVANS EASYSPACE LTD,1855584,"£41,098.75",,LS11 8EG,0,Programme
Ministry of Justice,HMCTS,20-Dec-11,532000-Tangible GBV - Additions,CZ999-South East Region,GALLIFORD TRY CONSTRUCTION LTD CENTRAL,1859079,"£41,162.12",,CIS-LE10 3JF,F081,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064001,"£41,475.69",CCN0499 - Employment Tribunals Service Integration to DISC Ongoing,WV10 6UH,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF TOWER HAMLETS,1860115,"£41,860.60",,RATES,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£42,000.00","CCN 2904	 ICT Strategy Work",WV10 6UH,0,Admin
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1063005,"£42,105.26",Managed Service - Service Desk Apr-11 to Mar-12,WA3 9BD,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF HAMMERSMITH & FULHAM,1860101,"£42,157.12",,RATES,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,710100-Creditors < 1 year - Other Taxation & Social Security,WW000-Balance Sheet,HMRC,1182,"£42,182.00","Payments in relation to PAYE, NIC and Corporation Tax",BD98 8AA-PAYE,0,Balance Sheet
Ministry of Justice,HMCTS,16-Dec-11,222001-Maintenance,CZ999-South East Region,NG BAILEY FACILITIES SERVICES LTD,1856130,"£42,239.29","CIS Labour - SE Estates - Bailey Maintenance (Cambs,Norf, Suffolk) - PPM Monthly contract 2011/2012.",CIS-LS12 6EH,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,TRIBAL CONSULTING LTD,1063951,"£42,375.00",IAPS Support and Maintenance from Tribal from Apr11 to Mar12 - monthly support costs & IAPS Expenses,DL1 9HN,0,Programme
Ministry of Justice,HMCTS,20-Dec-11,265000-IT & Telecommunications,BZ999-London Region,BT TELECOMMUNICATIONS PLC,1858870,"£42,705.94",London Region Consolidated - BT One Bill - 2011/12,DH98 1BT,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,SL999-Centralised Frontline,CITY OF LONDON,1866669,"£42,861.25",,EC2P 2EJ,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£42,955.00",CCN L-S-03030-01 - Resources,CF31 9AP,E149,Programme
Ministry of Justice,HMCTS,13-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1849319,"£42,995.40",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,HMCTS,02-Dec-11,265000-IT & Telecommunications,BZ999-London Region,ATOS IT SERVICES UK LTD,1837615,"£43,164.00",RCJDISCORDER 062 - 10 ATOS Order for Rolls Building - CCN No: A-R-02121-09-V02. Cost to provide Floorwalkers to assist Staff & Judiciary after moving to Rolls Building,WV10 6UH,F079,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,JAMES ANDREW RSW,1841094,"£43,176.80",,N3 2BP-RENTGEE,0,Programme,,
Ministry of Justice,MoJ HQ,15-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1063754,"£43,317.89",Managed Service - Service Desk Apr-11 to Mar-12,WA3 9BD,0,Programme,,
Ministry of Justice,HMCTS,16-Dec-11,222001-Maintenance,AG999-HQ - Estates,VALUATION OFFICE AGENCY,1856593,"£43,333.00",VOA,W1D 5BU,0,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,262000-SCA Costs,HZ999-North East Region,MODERN COURTS (HUMBERSIDE) LTD,1862743,"£43,479.77","Beverly, Hull & Bridlington - Moder Courts (Humberside) Ltd - Unitary Charges for Humberside PFI - Monthly - 11/12",BR8 7AG,0,Programme,,
Ministry of Justice,MoJ HQ,08-Dec-11,265000-IT & Telecommunications,RB999-JPG - CJRD,LOGICA UK LTD,1063082,"£43,550.00",CCN L-R-2897-01 - CJ MIS Transfer to DISC,CF31 9AP,0,Programme,,
Ministry of Justice,MoJ HQ,22-Dec-11,265000-IT & Telecommunications,LZ430-I&B Operations,LOGICA UK LTD,1064460,"£43,657.60",CCN -L-R-2423-01:CFO FAS Migration,CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF SOUTHWARK,1860113,"£43,897.06",,RATES,0,Programme,,
Ministry of Justice,HMCTS,23-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,STANDARD LIFE INVESTMENTS,1867597,"£43,970.30",,EH2 2LL-RENT,0,Programme,,
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£44,049.96",A-R-01986-03-LSC DT Dev Servers BBP moves ONGOING CHARGES -PO400,WV10 6UH,0,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,1859990,"£44,121.83",,RATES,0,Programme,,
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,LONDON BOROUGH OF REDBRIDGE,1860111,"£44,575.88",,RATES,0,Programme,,
Ministry of Justice,HMCTS,09-Dec-11,532000-Tangible GBV - Additions,EZ999-Wales Region,RACKLINE LIMITED,1847559,"£44,624.00","CIS Labour - Cardiff Civil Justice Centre - Rackline Limited - Supply, delivery and installation of racking. Quote reference 236868r1",CIS-ST7 1RX,0,Programme,,
Ministry of Justice,MoJ HQ,05-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062799,"£44,648.44",CCN0121 - Judicial Portal Project - ongoing,CF31 9AP,0,Programme,,
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£44,648.44",CCN0121 - Judicial Portal Project - ongoing,CF31 9AP,0,Programme,,
Ministry of Justice,HMCTS,16-Dec-11,222001-Maintenance,HZ999-North East Region,NG BAILEY FACILITIES SERVICES LTD,1856130,"£44,658.28",HA102 COSOLIDATED ORDER - (CIS - Labour) - Contractual Fees M & E April - January 2012 (not inc Lodgings),CIS-LS12 6EH,0,Programme,,
Ministry of Justice,HMCTS,20-Dec-11,266000-Judicial Costs,AG999-HQ - Estates,GROUND TRANSPORT LTD,1859115,"£44,722.96",Various Judges Lodgings - Ground Transport Ltd - Judicial car provision.,SE11 6DX,0,Programme,,SME
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,JONES LANG LASALLE LTD,1849782,"£44,763.00",,BS8 9AQ,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,532000-Tangible GBV - Additions,BZ999-London Region,METALRAX STORAGE,1856040,"£44,818.00",London Fetter Lane - Metalrax - High Density Storage,B9 4TP,F079,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1062590,"£44,943.00",CCN 2185-01 - MCOBS transition to BAU - Ongoing Charges FY 11-12,CF31 9AP,E002,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,LOGICA UK LTD,1064144,"£44,943.00",CCN 2185-01 - MCOBS transition to BAU - Ongoing Charges FY 11-12,CF31 9AP,E002,Programme
Ministry of Justice,HMCTS,06-Dec-11,265000-IT & Telecommunications,AP999-HQ - Strategy & Change,DOLPHIN COMMUNICATIONS (VOICE SYSTEMS) LTD,1840871,"£44,967.00","Telephony upgrade at Loughborough Support Centre, Crown House, Southfield Road, Loughborough, LE11 2TW",E7 8DR,B713,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,READING BOROUGH COUNCIL,1860158,"£44,986.97",,RATES,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,EDDISONS,1840897,"£45,000.00",,WC2H 0AU-RENT,0,Programme
Ministry of Justice,MoJ HQ,15-Dec-11,222001-Maintenance,NZ406-Strategic Estates Feeder,GVA GRIMLEY LTD T/A GVA,1063781,"£45,000.00",Payment in Full and Final Settlement of the landlords dilapidations claim for Broadacre House in Newcastle,B1 2JB,0,Admin
Ministry of Justice,MoJ HQ,08-Dec-11,532000-Tangible GBV - Additions,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1063044,"£45,620.97",,RG12 1HN,E148,Programme
Ministry of Justice,MoJ HQ,08-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,STERIA LTD,1063180,"£45,622.32",Computer services supplied to the specification of the recipient,M14 0WN,0,Balance Sheet
Ministry of Justice,HMCTS,20-Dec-11,265000-IT & Telecommunications,AT899-HQ - ICT,LOGICA UK LTD,1859291,"£45,680.00","CCN L-R-2965-01 - Development of an updated version of the following Applications in order to support an extended CPC National Coded Party range: CaseMan (including CCBC), CAPS, CPC and FamilyMan.",CF31 9AP,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,B&HS MANAGEMENT LTD,1849324,"£45,981.90",,W1G 0PW,0,Programme
Ministry of Justice,HMCTS,16-Dec-11,222001-Maintenance,CZ999-South East Region,NG BAILEY FACILITIES SERVICES LTD,1856130,"£46,042.06",CIS Labour - SE Estates - Bailey Maintenance (Essex/Herts) - PPM Monthly contract 2011/2012.,CIS-LS12 6EH,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,BZ999-London Region,CITY OF WESTMINSTER,1860014,"£46,159.79",,RATES,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MERCHANT PLACE PROPERTY PARTNERSHIP 36,1870828,"£46,250.00",,W1K 4QX,0,Programme
Ministry of Justice,HMCTS,29-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,MERCHANT PLACE PROPERTY PARTNERSHIP 36,1870828,"£46,250.00",,W1K 4QX,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,GVA GRIMLEY LTD T/A GVA,1840992,"£46,323.25",,B1 2JJ-INSOLV,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1064278,"£46,332.00",CCN 3072-02  (05/09/11 - 31/10/11) - Resource,WV10 6UH,E149,Programme
Ministry of Justice,HMCTS,23-Dec-11,221000-Property Rent and Rates,BZ999-London Region,ASHWELL ROGERS LLP,1866521,"£46,375.00",,W1S 3NQ,0,Programme
Ministry of Justice,HMCTS,07-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,MITIE SECURITY LTD,1845112,"£46,565.63",Security Services,MK6 2WX,0,Balance Sheet
Ministry of Justice,HMCTS,29-Dec-11,222002-Other Property Costs,AG999-HQ - Estates,DEPARTMENT FOR WORK & PENSIONS (DWP),1870683,"£46,685.45",,CF14 3UW,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,FZ999-Midlands Region,WARWICKSHIRE POLICE AUTHORITY,1841675,"£46,749.10",,CV35 7QB,0,Programme
Ministry of Justice,HMCTS,23-Dec-11,222002-Other Property Costs,FZ999-Midlands Region,CUSHMAN & WAKEFIELD,1866710,"£46,981.50",,B2 2JT-MERCIA,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£47,003.58",CCN 1650-01 LSC (Legal Services Commission) Main Project CCN Fixed Charges,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,ATOS IT SERVICES UK LTD,1062459,"£47,003.58",CCN 1650-01 LSC (Legal Services Commission) Main Project CCN Fixed Charges,WV10 6UH,0,Programme
Ministry of Justice,MoJ HQ,22-Dec-11,261000-Fuel and Utilities,NZ406-Strategic Estates Feeder,EDF ENERGY LTD,1064361,"£47,050.64","Electricity supply to 102 Petty France (BER NE130), April 2011-March 2012",PL3 5XQ,0,Admin
Ministry of Justice,HMCTS,06-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,MAPELEY BETA ACQUISITION CO LTD,1841209,"£47,125.00",,SE1 0TA,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,GZ999-North West Region,MANCHESTER CITY COUNCIL,1860119,"£47,341.21",,RATES,0,Programme
Ministry of Justice,HMCTS,21-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,DZ999-South West Region,BRISTOL CITY COUNCIL,1859990,"£47,582.37",,RATES,0,Programme
Ministry of Justice,HMCTS,06-Dec-11,261000-Fuel and Utilities,HZ999-North East Region,CORONA ENERGY,1840821,"£47,632.96",North East Consol Account - Gas - Corona 11-12,NW4 3RJ-RET 4,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,CZ999-South East Region,ABERDEEN,1849284,"£47,672.25",,G2 5EA,0,Programme
Ministry of Justice,HMCTS,07-Dec-11,222001-Maintenance,HZ999-North East Region,DTZ DEBENHAM TIE LEUNG,1844958,"£47,777.35",HA102-DTZ Monthly Management Contractual Fees for April - October for the North East(Excluding Lodgings),EH3 9QG,0,Programme
Ministry of Justice,HMCTS,13-Dec-11,610400-Debtors <1 year - Prepayments & Accrued Income,HZ999-North East Region,MORDEN COLLEGE,1849944,"£47,875.00",,SE3 0PW,0,Programme
Ministry of Justice,MoJ HQ,19-Dec-11,610200-Debtors < 1 Year - VAT,WW000-Balance Sheet,ATOS IT SERVICES UK LTD,1064001,"£47,990.92",Computer services supplied to the specification of the recipient,WV10 6UH,0,Balance Sheet
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,HP ENTERPRISE SERVICES UK LTD,1062562,"£48,094.17",QBD Contingent Charges,RG12 1HN,0,Programme
Ministry of Justice,MoJ HQ,01-Dec-11,265000-IT & Telecommunications,PZ501-MoJ ICT Feeder,FUJITSU SERVICES LTD,1062531,"£48,158.70",YJB CCN F374 - One-Off - Connectivity Requirements Study and Options Paper,WA3 9BD,0,Programme
