Department,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Supplier Post Code,Transaction Number,Payment Description,Total
Ministry of Defence,Ministry of Defence,06/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,60605,Fiscal asset under construction - capital in year addition,"Ł159,718.58"
Ministry of Defence,Ministry of Defence,16/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,ULTRA ELECTRONICS LIMITED,UB6 8UA,64421,Equipment support non-project costs,"Ł159,386.40"
Ministry of Defence,Ministry of Defence,26/10/2015,Dilapidation charges  ,DEFENCE INFRASTRUCTURE ORGANISATION,WILTON PARK DEVELOPMENTS LIMITED,HP6 5FG,67345,Other provisions payment against provision,"Ł158,662.00"
Ministry of Defence,Ministry of Defence,29/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,68312,Works - estate management,"Ł158,029.72"
Ministry of Defence,Defence Science and Technology Laboratory,02/10/2015,Repairs & Maintenance,Infrastructure,SERCO LIMITED,RG27 9UY,V - 9000167292 - 00212600,Repairs & Maintenance,"Ł157,578.29"
Ministry of Defence,Ministry of Defence,05/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,WV1 4HY,60193,Fiscal asset under construction - capital in year addition,"Ł157,452.80"
Ministry of Defence,Ministry of Defence,07/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,MARINE SPECIALISED TECHNOLOGY LIMITED,L3 4BE,61092,Equipment support project costs,"Ł156,995.08"
Ministry of Defence,Ministry of Defence,28/10/2015,Research and development,Defence Equipment + Support,PA TECHNOLOGY SOLUTIONS LIMITED,SG8 6DP,68095,Research and development at the pre main gate stage of a project,"Ł156,194.71"
Ministry of Defence,Ministry of Defence,21/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,CATERPILLAR SHREWSBURY LIMITED,SY1 3NX,65340,Equipment support non-project costs,"Ł155,917.72"
Ministry of Defence,Ministry of Defence,15/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK LTD,LS16 6QY,63501,Estate + facilities management services - accommodation inventory + service,"Ł155,592.57"
Ministry of Defence,Defence Science and Technology Laboratory,30/10/2015,Repairs & Maintenance,Infrastructure,SERCO LIMITED,RG27 9UY,V - 9000167713 - 00213784,Repairs & Maintenance,"Ł155,117.15"
Ministry of Defence,Ministry of Defence,22/10/2015,General services and support,Defence Equipment + Support,HELI-ONE NORWAY (AS),,3200849,Defence equipment CLS/IOS service charge,"Ł154,733.32"
Ministry of Defence,Ministry of Defence,12/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,FR AVIATION LIMITED,BH23 6NE,62328,Equipment support project costs,"Ł154,668.00"
Ministry of Defence,Ministry of Defence,08/10/2015,Property leases,DEFENCE INFRASTRUCTURE ORGANISATION,ASPIRE DEFENCE LIMITED,SP9 7QD,61300,Property dwellings private finance initiative - service concession arrangement service charge,"Ł153,800.18"
Ministry of Defence,Ministry of Defence,12/10/2015,Spend on Inventory - General,Defence Equipment + Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,62192,Spend on Inventory - General,"Ł152,972.30"
Ministry of Defence,Ministry of Defence,22/10/2015,Spend on Inventory - General,Defence Equipment + Support,KIDDE GRAVINER LIMITED,SL3 0HB,66081,Spend on Inventory - General,"Ł152,889.60"
Ministry of Defence,Ministry of Defence,16/10/2015,"Transportation of personnel, freight and travel expenses",Defence Equipment + Support,PALLETWAYS (U K) LTD,WS13 8NE,64283,Freight movement costs,"Ł152,773.94"
Ministry of Defence,Ministry of Defence,01/10/2015,IT and communication services,Defence Equipment + Support,RAYTHEON SYSTEMS LIMITED,CM19 5BB,59517,Information technology services,"Ł152,510.40"
Ministry of Defence,Ministry of Defence,05/10/2015,Spend on Inventory - General,Defence Equipment + Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,60155,Spend on Inventory - General,"Ł152,400.00"
Ministry of Defence,Council of Reserve Forces and Cadets Association,09/10/2015,Injections / Projects RDEL and MNW,Estates Management,Woodhouse-Barry Ltd,YO60 6RZ,5744,Injections / Projects RDEL and MNW,"Ł152,036.81"
Ministry of Defence,Ministry of Defence,09/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,THE BERTHON BOAT COMPANY LTD,SO41 3YL,62111,Equipment support project costs,"Ł152,024.38"
Ministry of Defence,Ministry of Defence,08/10/2015,Spend on Inventory - General,Defence Equipment + Support,SELEX ES LTD,SS14 3EL,61673,Spend on Inventory - General,"Ł150,419.70"
Ministry of Defence,Ministry of Defence,14/10/2015,Research and development,Defence Equipment + Support,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,63084,Research and development at the pre main gate stage of a project,"Ł150,400.00"
Ministry of Defence,Defence Science and Technology Laboratory,02/10/2015,Sub Contracted Work,Divisions,QINETIQ LIMITED,GU14 0LX,V - 9000167291 - 00211225,Sub Contracted Work,"Ł150,000.00"
Ministry of Defence,Defence Science and Technology Laboratory,30/10/2015,Sub Contracted Work,Divisions,QINETIQ LIMITED,GU14 0LX,V - 9000167711 - 00212712,Sub Contracted Work,"Ł150,000.00"
Ministry of Defence,Ministry of Defence,19/10/2015,Externally delivered education and training,Land Forces,RYDER LIMITED,SN10 2RT,64809,External military training ,"Ł149,189.94"
Ministry of Defence,Ministry of Defence,26/10/2015,Spend on Inventory - General,Defence Equipment + Support,QINETIQ LIMITED,GU14 0LX,67231,Spend on Inventory - General,"Ł148,713.24"
Ministry of Defence,Ministry of Defence,01/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,THALES UK LIMITED,RH10 9HA,59569,Equipment support non-project costs,"Ł147,933.45"
Ministry of Defence,Ministry of Defence,09/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,TLMNEXUS LTD,BN1 6AF,62119,Equipment support non-project costs,"Ł147,750.00"
Ministry of Defence,Defence Science and Technology Laboratory,02/10/2015,Sub Contracted Work,Divisions,BAE SYSTEMS (OPERATIONS) LIMITED,BS34 7QW,V - 9000167256 - 00212379,Sub Contracted Work,"Ł147,535.00"
Ministry of Defence,Defence Science and Technology Laboratory,16/10/2015,Materials & Equipment,Divisions,PACIFIC SCIENTIFIC ENERGETIC MATERIALS,85226-5111,V - 0000001359 - 00212231,Materials & Equipment,"Ł147,512.20"
Ministry of Defence,Ministry of Defence,27/10/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,EDF ENERGY CUSTOMERS PLC,PL3 5XQ,67466,Utilities consumed - electricity,"Ł147,363.83"
Ministry of Defence,Ministry of Defence,16/10/2015,Spend on Inventory - General,Air Command,L WHITAKER SERVICES LIMITED,BB1 2QE,64209,Spend on Inventory - General,"Ł146,538.68"
Ministry of Defence,Ministry of Defence,05/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,ATLANTIC INERTIAL SYSTEMS  LIMITED,PL6 6DE,60136,Equipment support non-project costs,"Ł145,880.30"
Ministry of Defence,Ministry of Defence,07/10/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,E.ON ENERGIE DEUTSCHLAND GMBH,,6000006626,Utilities consumed - gas,"Ł145,316.92"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2015,Capital Asset expenditure,Infrastructure,SERCO LIMITED,RG27 9UY,V - 9000167607 - 00212023,Capital Asset expenditure,"Ł145,311.23"
Ministry of Defence,Ministry of Defence,14/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,AMEC FOSTER WHEELER ENVIRONMENT & INFRASTRUCTURE UK LIMITED,CV32 6JX,187321,Fiscal asset under construction - capital in year addition,"Ł144,723.72"
Ministry of Defence,Ministry of Defence,28/10/2015,Spend on Inventory - General,Defence Equipment + Support,"OSHKOSH DEFENSE, LLC",,3200873,Spend on Inventory - General,"Ł144,341.73"
Ministry of Defence,Ministry of Defence,14/10/2015,Fees for professional services,DES Bespoke Trading Entity,KPMG LLP,WD17 1DE,63246,Costs of administration services/manpower support provided by Defence Science and Technology laboratory excluding research and development,"Ł143,284.00"
Ministry of Defence,Ministry of Defence,20/10/2015,Food and clothing,HO+CS,AEGIS ENGINEERING LTD,WA1 4RQ,64913,Cost of purchasing and repairing clothing,"Ł142,948.80"
Ministry of Defence,Ministry of Defence,16/10/2015,Spend on Inventory - General,Defence Equipment + Support,COONEEN DEFENCE LIMITED,BT75 0NE,11043,Spend on Inventory - General,"Ł142,890.36"
Ministry of Defence,Ministry of Defence,26/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,SODEXO LTD,M50 0AL,67268,Estate + facilities management services - accommodation inventory + service,"Ł142,878.63"
Ministry of Defence,Ministry of Defence,22/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,THE BERTHON BOAT COMPANY LTD,SO41 3YL,66275,Equipment support project costs,"Ł142,433.17"
Ministry of Defence,Ministry of Defence,08/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY LIMITED,B75 7RL,61357,Estate core services charge,"Ł142,203.33"
Ministry of Defence,Ministry of Defence,30/10/2015,Externally delivered education and training,Land Forces,WILTSHIRE AND SOMERSET COLLEGES PARTNERSHIP LIMITED,DT11 8PL,69074,External military training ,"Ł141,973.26"
Ministry of Defence,Ministry of Defence,21/10/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WEST OXFORDSHIRE DISTRICT COUNCIL,OX28 6JH,65782,Rent buildings - non civil estate property and married quarter property,"Ł141,600.30"
Ministry of Defence,Ministry of Defence,13/10/2015,Purchase of buildings and military equipment ,DEFENCE INFRASTRUCTURE ORGANISATION,MOTT MACDONALD LTD,CR9 2UL,62900,Fiscal asset under construction - capital in year addition,"Ł140,978.11"
Ministry of Defence,Ministry of Defence,19/10/2015,Spend on Inventory - General,Defence Equipment + Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,64509,Spend on Inventory - General,"Ł140,946.30"
Ministry of Defence,Ministry of Defence,26/10/2015,Spend on Inventory - General,DES Bespoke Trading Entity,COONEEN DEFENCE LIMITED,BT75 0NE,11091,Spend on Inventory - General,"Ł140,700.82"
Ministry of Defence,Ministry of Defence,02/10/2015,Medical treatment & stores and welfare services,Land Forces,CORE ASSETS GROUP LIMITED,B60 4AD,59708,Welfare services including sports equipment and ministers of religion.,"Ł140,666.58"
Ministry of Defence,Defence Science and Technology Laboratory,16/10/2015,Sub Contracted Work,Divisions,QINETIQ LIMITED,GU14 0LX,V - 9000167512 - 00212697,Sub Contracted Work,"Ł140,000.00"
Ministry of Defence,Ministry of Defence,26/10/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,THE MORAY COUNCIL,IV30 1BX,67312,Rent buildings - non civil estate property and married quarter property,"Ł139,612.99"
Ministry of Defence,Defence Science and Technology Laboratory,16/10/2015,Sub Contracted Work,Divisions,QINETIQ LIMITED,GU14 0LX,V - 9000167512 - 00212672,Sub Contracted Work,"Ł139,300.00"
Ministry of Defence,Ministry of Defence,29/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,MARINE SPECIALISED TECHNOLOGY LIMITED,L3 4BE,68421,Equipment support project costs,"Ł139,032.36"
Ministry of Defence,Ministry of Defence,22/10/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ELIOR UK PLC,SK11 6ET,66002,Cost of food services,"Ł138,926.31"
Ministry of Defence,Ministry of Defence,20/10/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,ELECTRICITY AUTHORITY OF CYPRUS,CY1399,6000007124,Utilities consumed - electricity,"Ł138,743.49"
Ministry of Defence,Ministry of Defence,28/10/2015,Spend on Inventory - General,Defence Equipment + Support,COONEEN DEFENCE LIMITED,BT75 0NE,11119,Spend on Inventory - General,"Ł138,558.84"
Ministry of Defence,Ministry of Defence,21/10/2015,Fuel for military use,Land Forces,CERTAS ENERGY UK LIMITED,WA3 6XG,65345,Cost of ground diesel fuel consumed,"Ł138,260.03"
Ministry of Defence,Ministry of Defence,20/10/2015,Spend on Inventory - General,Defence Equipment + Support,BABCOCK MARINE (ROSYTH) LTD,KY11 2YD,64941,Spend on Inventory - General,"Ł138,101.98"
Ministry of Defence,Ministry of Defence,27/10/2015,Estate management,Land Forces,HOLDFAST TRAINING SERVICES LTD,ME4 4UG,67509,Works - estate management,"Ł137,973.84"
Ministry of Defence,Defence Science and Technology Laboratory,16/10/2015,Sub Contracted Work,Divisions,QINETIQ LIMITED,GU14 0LX,V - 9000167512 - 00212765,Sub Contracted Work,"Ł137,800.00"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2015,Sub Contracted Work,Divisions,BAE SYSTEMS (OPERATIONS) LIMITED,BS34 7QW,V - 9000167570 - 00213357,Sub Contracted Work,"Ł137,789.10"
Ministry of Defence,Ministry of Defence,05/10/2015,Development costs for military equipment,JFC,FUJITSU SERVICES LIMITED,TW18 3BF,60294,Intangible fiscal asset  - in year capital addition,"Ł136,740.57"
Ministry of Defence,Ministry of Defence,23/10/2015,Spend on Inventory - General,Defence Equipment + Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,66525,Spend on Inventory - General,"Ł136,058.94"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2015,Sub Contracted Work,Divisions,QINETIQ LIMITED,GU14 0LX,V - 9000167605 - 00212400,Sub Contracted Work,"Ł135,000.00"
Ministry of Defence,Ministry of Defence,08/10/2015,Spend on Inventory - General,Defence Equipment + Support,COONEEN DEFENCE LIMITED,BT75 0NE,10997,Spend on Inventory - General,"Ł134,963.04"
Ministry of Defence,Ministry of Defence,26/10/2015,"Transportation of personnel, freight and travel expenses",Air Command,AGILITY LOGISTICS LIMITED,RG1 2LG,66861,Movement of service personnel,"Ł134,229.77"
Ministry of Defence,Defence Science and Technology Laboratory,02/10/2015,Sub Contracted Work,Divisions,QINETIQ LIMITED,GU14 0LX,V - 9000167291 - 00209899,Sub Contracted Work,"Ł133,965.00"
Ministry of Defence,Defence Science and Technology Laboratory,02/10/2015,Sub Contracted Work,Divisions,QINETIQ LIMITED,GU14 0LX,V - 9000167291 - 00211578,Sub Contracted Work,"Ł133,965.00"
Ministry of Defence,Ministry of Defence,28/10/2015,Externally delivered education and training,DES Bespoke Trading Entity,UNIVERSITY COLLEGE LONDON,WC1E 6BT,68212,External training - civilian,"Ł133,590.00"
Ministry of Defence,Ministry of Defence,06/10/2015,Design services and minor equipment purchases,Land Forces,JOINT WARFARE CENTRE,,2200398,Equipment support non-project costs,"Ł133,288.75"
Ministry of Defence,Ministry of Defence,14/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,XPEDITE GROUP OF COMPANIES LIMITED,BA2 7DW,63476,Equipment support non-project costs,"Ł133,192.00"
Ministry of Defence,Ministry of Defence,07/10/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,E.ON ENERGIE DEUTSCHLAND GMBH,,6000006626,Utilities consumed - electricity,"Ł133,187.50"
Ministry of Defence,Defence Science and Technology Laboratory,23/10/2015,Sub Contracted Research,Divisions,ROLLS ROYCE PLC,BS34 7QE,V - 9000167577 - 00213396,Sub Contracted Research,"Ł133,171.00"
Ministry of Defence,Ministry of Defence,07/10/2015,Food and clothing,DEFENCE INFRASTRUCTURE ORGANISATION,ELIOR UK PLC,SK11 6ET,61024,Cost of food services,"Ł132,440.85"
Ministry of Defence,Ministry of Defence,14/10/2015,Spend on Inventory - General,Defence Equipment + Support,DS SMITH CORRUGATED PACKAGING LIMITED,LE10 3BX,63158,Spend on Inventory - General,"Ł132,218.26"
Ministry of Defence,Ministry of Defence,21/10/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,PLYMOUTH CITY COUNCIL,PL1 2AA,65622,Rent buildings - non civil estate property and married quarter property,"Ł132,047.92"
Ministry of Defence,Ministry of Defence,01/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,INTERSERVE (DEFENCE) LTD,B70 1DA,59412,Works services - excluding United States forces/NATO + married quarters,"Ł131,379.68"
Ministry of Defence,Ministry of Defence,30/10/2015,Food and clothing,Defence Equipment + Support,COMPASS SERVICES (U.K.) LIMITED,GU15 4PQ,68667,Cost of food purchases,"Ł131,012.59"
Ministry of Defence,Ministry of Defence,22/10/2015,Development costs for military equipment,DES Bespoke Trading Entity,SYSTEMS CONSULTANTS SERVICES  LIMITED,RG7 4SA,66256,Intangible single use military equipment asset  - in year capital addition,"Ł130,063.98"
Ministry of Defence,Ministry of Defence,14/10/2015,Purchase of buildings and military equipment ,Defence Equipment + Support,METEOROLOGICAL OFFICE,EX1 3PB,63272,Single use military equipment asset under construction - capital in year addition,"Ł129,486.00"
Ministry of Defence,Ministry of Defence,07/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,SELEX ES LTD,SS14 3EL,61174,Equipment support non-project costs,"Ł128,390.00"
Ministry of Defence,Ministry of Defence,16/10/2015,Spend on Inventory - General,DES Bespoke Trading Entity,COONEEN DEFENCE LIMITED,BT75 0NE,11043,Spend on Inventory - General,"Ł127,221.78"
Ministry of Defence,Ministry of Defence,23/10/2015,Externally delivered education and training,Land Forces,THE UNIVERSITY OF CUMBRIA,LA1 3JD,66808,External training - civilian,"Ł127,218.00"
Ministry of Defence,Ministry of Defence,28/10/2015,General services and support,Defence Equipment + Support,POWERFIELD LIMITED,CW7 2JZ,68111,Defence equipment CLS/IOS service charge,"Ł127,169.46"
Ministry of Defence,Council of Reserve Forces and Cadets Association,15/10/2015,Rents/Leases/Alarms/Lettings,Infrastructure,Rylston Road Ltd,W14 8JZ,6565,Rents/Leases/Alarms/Lettings,"Ł126,999.60"
Ministry of Defence,Ministry of Defence,30/10/2015,Spend on Inventory - General,Defence Equipment + Support,FORCE PROTECTION EUROPE LIMITED,CV31 1FQ,68759,Spend on Inventory - General,"Ł125,793.82"
Ministry of Defence,Ministry of Defence,02/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,GE AVIATION SYSTEMS LIMITED,GL52 8SF,59775,Equipment support non-project costs,"Ł125,657.79"
Ministry of Defence,Council of Reserve Forces and Cadets Association,23/10/2015,Assets in the Course of Construction,Capital Expenditure,Illingworth & Gregory Ltd,HD3 4NP,6005,Assets in the Course of Construction,"Ł125,633.82"
Ministry of Defence,Ministry of Defence,26/10/2015,General services and support,Defence Equipment + Support,BAE SYSTEMS GLOBAL COMBAT SYSTEMS LIMITED,NP15 1XL,66889,Defence equipment CLS/IOS service charge,"Ł125,606.00"
Ministry of Defence,Defence Science and Technology Laboratory,30/10/2015,Sub Contracted Work,Divisions,ATLAS ELEKTRONIK UK LIMITED,DT2 8ZB,V - 9000167715 - 00212358,Sub Contracted Work,"Ł125,360.00"
Ministry of Defence,Council of Reserve Forces and Cadets Association,30/10/2015,Assets in the Course of Construction,Capital Expenditure,Morgan Sindall plc,BA20 2TJ,5130,Assets in the Course of Construction,"Ł125,114.16"
Ministry of Defence,Ministry of Defence,07/10/2015,Rent and rates,Air Command,AIR FORCE INNS,,8000000091,Rent buildings - civil estate property,"Ł124,381.58"
Ministry of Defence,Ministry of Defence,23/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,CARILLIONAMEY (HOUSING PRIME) LIMITED,WV3 0SR,66438,Works - estate management,"Ł124,297.42"
Ministry of Defence,Ministry of Defence,07/10/2015,Design services and minor equipment purchases,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,61000,Equipment support non-project costs,"Ł124,078.98"
Ministry of Defence,Defence Science and Technology Laboratory,30/10/2015,Sub Contracted Work,Divisions,BAE SYSTEMS INTEGRATED SYSTEM TECH. LIMITED.,PO31 8PF,V - 9000167667 - 00213392,Sub Contracted Work,"Ł123,800.00"
Ministry of Defence,Ministry of Defence,14/10/2015,Design services and minor equipment purchases,Air Command,SOFTWARE BOX LIMITED,YO61 1ET,63407,Equipment support project costs,"Ł123,777.84"
Ministry of Defence,Defence Science and Technology Laboratory,30/10/2015,Sub Contracted Work,Divisions,IMPERIAL COLLEGE LONDON,SW7  2AZ,V - 9000167698 - 00213484,Sub Contracted Work,"Ł123,736.30"
Ministry of Defence,Ministry of Defence,22/10/2015,"Transportation of personnel, freight and travel expenses",Land Forces,SKYTRAIL LIMTED,RH12 2PD,66235,Movement of service personnel,"Ł123,700.00"
Ministry of Defence,Ministry of Defence,02/10/2015,Externally delivered education and training,Land Forces,WILTSHIRE AND SOMERSET COLLEGES PARTNERSHIP LIMITED,DT11 8PL,60050,External military training ,"Ł123,362.22"
Ministry of Defence,Ministry of Defence,01/10/2015,IT and communication services,Navy Command,CORPS OF COMMISSIONAIRES  MANAGEMENT LIMITED,RH10 9WE,59348,Telephone minor equipment below capitalisation threshold,"Ł122,355.60"
Ministry of Defence,Ministry of Defence,16/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,HAMILTON SUNDSTRAND CORPORATION,,2000001267,Equipment support non-project costs,"Ł122,348.58"
Ministry of Defence,Ministry of Defence,12/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,BALFOUR BEATTY GROUP LIMITED,SW1V 1LQ,62197,Works - estate management,"Ł122,343.55"
Ministry of Defence,Ministry of Defence,12/10/2015,Design services and minor equipment purchases,Air Command,JOHNSON CONTROLS LIMITED,PO7 7YH,62386,Equipment support non-project costs,"Ł122,120.00"
Ministry of Defence,Defence Science and Technology Laboratory,09/10/2015,Sub Contracted Work,Divisions,SELEX ES LIMITED,LU1 3PG,V - 9000167404 - 00212989,Sub Contracted Work,"Ł121,865.19"
Ministry of Defence,Ministry of Defence,27/10/2015,General services and support,Defence Equipment + Support,CAE (UK) PLC,RH15 9TW,67406,Defence equipment CLS/IOS service charge,"Ł121,820.85"
Ministry of Defence,Ministry of Defence,07/10/2015,Grants to NDPBs,Land Forces,ARMY FAMILIES FEDERATION,SP11 8HJ,60913,Other costs grant in aid Army Families Federation,"Ł121,500.00"
Ministry of Defence,Ministry of Defence,30/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,69046,Works - estate management,"Ł121,046.37"
Ministry of Defence,Ministry of Defence,15/10/2015,Payment of utilities,DEFENCE INFRASTRUCTURE ORGANISATION,STADTWERKE BAD SALZUFLEN,,6000007029,Utilities consumed - gas,"Ł120,937.67"
Ministry of Defence,Ministry of Defence,15/10/2015,Purchase of buildings and military equipment ,DES Bespoke Trading Entity,MTU FRIEDRICHSHAFEN GMBH,,3200817,Single use military equipment asset under construction - capital in year addition,"Ł120,514.29"
Ministry of Defence,Royal Hospital Chelsea,23/10/2015,Purchased Services,Royal Hospital Chelsea,Norland Managed Services,E14 5HP,PIN123617,Building Maintenanace,"Ł120,352.79"
Ministry of Defence,Ministry of Defence,14/10/2015,Design services and minor equipment purchases,DES Bespoke Trading Entity,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,63084,Equipment support project costs,"Ł120,000.00"
Ministry of Defence,Ministry of Defence,16/10/2015,Fees for professional services,Air Command,INZPIRE LIMITED,LN6 3TA,64185,Fees for professional services excluding legal fees,"Ł119,938.80"
Ministry of Defence,Ministry of Defence,16/10/2015,Fees for professional services,DES Bespoke Trading Entity,BAE SYSTEMS (OPERATIONS) LIMITED,GU14 6YU,63986,"Advice and guidance on how to produce the product, but not production of the product itself.","Ł119,600.00"
Ministry of Defence,Defence Science and Technology Laboratory,30/10/2015,Sub Contracted Work,Divisions,RJD TECHNOLOGY LIMITED,PO9 6BN,V - 9000167708 - 00211101,Sub Contracted Work,"Ł119,566.00"
Ministry of Defence,Ministry of Defence,02/10/2015,Externally delivered education and training,Air Command,BAE SYSTEMS (OPERATIONS) LIMITED,BH23 4JE,59651,External military training ,"Ł119,245.00"
Ministry of Defence,Ministry of Defence,20/10/2015,Fees for professional services,DEFENCE INFRASTRUCTURE ORGANISATION,WYG MANAGEMENT SERVICES LIMITED,L2 6RE,65242,Fees for professional services excluding legal fees,"Ł118,316.40"
Ministry of Defence,Ministry of Defence,02/10/2015,Design services and minor equipment purchases,DES Bespoke Trading Entity,INZPIRE LIMITED,LN6 3TA,59810,Equipment support non-project costs,"Ł117,614.64"
Ministry of Defence,Ministry of Defence,19/10/2015,IT Expenditure,HOCS,BT AL SAUDIA,,CO008,IT Expenditure,"Ł117,382.29"
Ministry of Defence,Ministry of Defence,16/10/2015,Spend on Inventory - General,Defence Equipment + Support,DENCHI POWER LIMITED,KW14 7XY,64087,Spend on Inventory - General,"Ł116,781.60"
Ministry of Defence,Ministry of Defence,28/10/2015,Fees for professional services,HO+CS,ATOS IT SERVICES UK LIMITED,WV10 6UH,67817,Fees for professional services excluding legal fees,"Ł116,667.62"
Ministry of Defence,Ministry of Defence,02/10/2015,Food and clothing,Defence Equipment + Support,COMPASS SERVICES (U.K.) LIMITED,GU15 4PQ,59705,Cost of food purchases,"Ł116,600.47"
Ministry of Defence,Ministry of Defence,14/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,63152,Equipment support project costs,"Ł116,583.66"
Ministry of Defence,Ministry of Defence,29/10/2015,Estate management,DEFENCE INFRASTRUCTURE ORGANISATION,ARAMARK LTD,LS16 6QY,68267,Estate + facilities management services - accommodation inventory + service,"Ł116,261.76"
Ministry of Defence,Ministry of Defence,09/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,UK DOCKS MARINE SERVICES NORTH LIMITED,NE33 1LH,62126,Equipment support project costs,"Ł115,953.73"
Ministry of Defence,Ministry of Defence,21/10/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,NORTH KESTEVEN DISTRICT COUNCIL,NG34 7EF,65583,Rent buildings - non civil estate property and married quarter property,"Ł115,828.44"
Ministry of Defence,Ministry of Defence,18/10/2015,Travel,HOCS,Hafif Travel & Tourism Co,,CO010,Travel,"Ł115,736.91"
Ministry of Defence,Ministry of Defence,15/10/2015,Spend on Inventory - General,Defence Equipment + Support,QINETIQ LIMITED,GU14 0LX,63802,Spend on Inventory - General,"Ł115,236.00"
Ministry of Defence,Ministry of Defence,12/10/2015,Design services and minor equipment purchases,Defence Equipment + Support,DEVONPORT ROYAL DOCKYARD LIMITED,PL1 4SG,62281,Equipment support non-project costs,"Ł114,804.07"
Ministry of Defence,Defence Science and Technology Laboratory,16/10/2015,Capital Asset expenditure,Infrastructure,SOPRA STERIA LIMITED,TW8 9DH,V - 9000167501 - 00213204,Capital Asset expenditure,"Ł114,710.60"
Ministry of Defence,Ministry of Defence,21/10/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,WYCOMBE DISTRICT COUNCIL,HP11 1BB,65797,Rent buildings - non civil estate property and married quarter property,"Ł114,407.74"
Ministry of Defence,Ministry of Defence,13/10/2015,Food and clothing,Defence Equipment + Support,SODEXO LTD,M50 0AL,62988,Cost of food purchases,"Ł114,369.04"
Ministry of Defence,Ministry of Defence,08/10/2015,IT and communication services,JFC,ASPIRE CONSULTING LIMITED,B77 4RP,61299,Information technology services,"Ł114,345.00"
Ministry of Defence,Ministry of Defence,15/10/2015,Externally delivered education and training,Air Command,OPEN UNIVERSITY (THE),MK7 6BT,63781,External military training ,"Ł113,893.40"
Ministry of Defence,Ministry of Defence,23/10/2015,Rent and rates,DEFENCE INFRASTRUCTURE ORGANISATION,COLCHESTER BOROUGH COUNCIL,CO1 1QY,66462,Rent buildings - non civil estate property and married quarter property,"Ł113,756.73"
