Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Expenditure Description,Supplier Type
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Standards Group,VODAFONE CORPORATE,4000063287,25.5,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Education Strategy and Improvement Group,VODAFONE CORPORATE,4000063287,20.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Standards Group,VODAFONE CORPORATE,4000063287,4.43,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Standards Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Standards Group,VODAFONE CORPORATE,4000063287,8.75,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,School Standards Group,VODAFONE CORPORATE,4000063287,29.9,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Curriculum and Behaviour Group,VODAFONE CORPORATE,4000063287,20.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,0.36,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,20.7,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,9.72,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,66.6,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,6.35,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,124.2,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,0.68,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,20.71,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,2.63,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,66.49,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,19.25,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,156.3,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,13.74,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Qualifications Strategy and Reform Group,VODAFONE CORPORATE,4000063287,169.8,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Workforce Group,VODAFONE CORPORATE,4000063287,39.66,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Workforce Group,VODAFONE CORPORATE,4000063287,522.6,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Workforce Group,VODAFONE CORPORATE,4000063287,6.98,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Workforce Group,VODAFONE CORPORATE,4000063287,20.4,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Workforce Group,VODAFONE CORPORATE,4000063287,9.3,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Workforce Group,VODAFONE CORPORATE,4000063287,0.19,"Costs related to fixed and mobile telecoms including call charges, line rental and equipment for mobile phones and pagers",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,ICT,Young People Workforce Group,VODAFONE CORPORATE,4000063287,25.5,Costs related to fixed and mobile telecoms including equipment and call charges including mobile rental costs,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,"Strategic Analysis, Research and Policy Impact Group",PROLOG,4000063800,12.93,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,"Strategic Analysis, Research and Policy Impact Group",PROLOG,4000063800,128.68,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Education Strategy and Improvement Group,PROLOG,4000063800,276.59,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Education Strategy and Improvement Group,PROLOG,4000063800,2.74,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,School Standards Group,PROLOG,4000063800,8.28,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,School Standards Group,PROLOG,4000063800,374,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,School Standards Group,PROLOG,4000063800,1069.51,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000063800,101.58,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000063800,1655.99,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000063800,2198.96,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000063800,680.26,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000063800,570.88,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Curriculum and Behaviour Group,PROLOG,4000063800,2.08,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Qualifications Strategy and Reform Group,PROLOG,4000063800,12.44,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Qualifications Strategy and Reform Group,PROLOG,4000063800,25.86,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Young People Workforce Group,PROLOG,4000063800,1000.59,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Marketing and Media,Young People Workforce Group,PROLOG,4000063800,48.62,Publications and related services,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Miscellaneous Expenditure,Chief Information Officer Group,DELL CORPORATION LTD,4000063779,36640.32,"Tangible work in progress.
Specifically for laptops",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,04/10/2011,Office Solutions,Chief Information Officer Group,MITIE TECHNICAL FACILITIES MANAGEMENT LTD,4000062728,2196.18,"Costs for stationery, IT/office consumables, including ink and toners and storage media",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,24/10/2011,Office Solutions,Chief Information Officer Group,THE COPYRIGHT LICENSING AGENCY LTD,4000063999,26384.06,"Costs related to general office expenses, e.g. newspapers, magazines, non-professional body subscriptions.
Specifically for library copyright licence",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Professional Services Consultancy,Chief Information Officer Group,DEPARTMENT FOR WORK & PENSIONS,4000064079,56167,Costs related to advisory shared corporate accounting services,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Professional Services Consultancy,Chief Information Officer Group,DEPARTMENT FOR WORK & PENSIONS,4000064079,129916,Costs related to advisory shared corporate payroll services,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,25/10/2011,Professional Services Consultancy,Chief Information Officer Group,DEPARTMENT FOR WORK & PENSIONS,4000064079,62083,Costs related to advisory shared corporate purchase / procurement services,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,03/10/2011,Professional Services Consultancy,Young People Workforce Group,TREASURY SOLICITORS OFFICE,4000062671,23658.41,"Costs related to legal advisory services from the Treasury Solicitor including the provision of external specialist advice and opinion.
Specifically for legal advice and opinion on individual challenges to the administration and delivery of the Teachers' Pension Scheme",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2011,Professional Services Other,Chief Information Officer Group,ATKINS MANTIX LTD,4000062892,41129.17,"Costs related to a third party to administer grant funding on behalf of DfE.
Specifically for the novation of contract from BECTA for the provision of a technical support service to the Information Standards Board and support to the Education Skills and Childrens Services (ESCS) Business Data Architecture",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,31/10/2011,Professional Services Other,Free School Group,BRITISH COUNCIL,4000064399,209980.33,Costs related to a third party to administer grant funding on behalf of DfE,Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Professional Services Other,School Standards Group,CARLSON WAGONLIT TRAVEL,4000064254,28.32,"Costs related to fees and expenses of professional from the private sector, for example implementing advice or changes",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,10/10/2011,Professional Services Other,Curriculum and Behaviour Group,CENTRAL OFFICE OF INFORMATION,4000062939,47870,"Costs related to research, survey data analysis that will inform policy decision making",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2011,Professional Services Other,Free School Group,ECORYS UK LTD,4000063344,346945.66,Costs related to a third party to administer grant funding on behalf of DfE,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2011,Professional Services Other,Free School Group,NATIONAL FUND FOR EDUCATIONAL RESEARCH,4000063348,82489,Costs related to a third party to administer grant funding on behalf of DfE,VCS
Department for Education,DEPARTMENT FOR EDUCATION,03/10/2011,Professional Services Other,"Strategic Analysis, Research and Policy Impact Group",NFER TRADING LIMITED INV T,4000062650,101064,"Costs related to research, survey data analysis that will inform policy decision making.
Specifically for the European Survey on Language Competences",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,13/10/2011,Professional Services Other,"Strategic Analysis, Research and Policy Impact Group",NFER TRADING LIMITED INV T,4000063261,200000,"Costs related to research, survey data analysis that will inform policy decision making.
Specifically for the National Centre: IEA (International Association for the evaluation of educational achievement) progress in international reading literacy study 2011 and trends in international mathematics and science study 2011",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,14/10/2011,Professional Services Other,Qualifications Strategy and Reform Group,NFER TRADING LIMITED INV T,4000063349,75847,"Costs related to research, survey data analysis that will inform policy decision making",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,17/10/2011,Professional Services Other,School Standards Group,NFER TRADING LIMITED INV T,4000063415,57561,"Costs related to research, survey data analysis that will inform policy decision making",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,20/10/2011,Professional Services Other,Young People Workforce Group,PROLOG,4000063800,2170,Costs related to interpretation and translation services both written and verbal,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,11/10/2011,Professional Services Other,"Strategic Analysis, Research and Policy Impact Group",UNIVERSITY OF BRISTOL,4000063070,125000,"Costs related to research and evaluation activities including contracted out data collation / gathering exercises when there is no analysis or recommendation.
Specifically for research project Understanding Behaviour Change Research Centre.",Public Sector
Department for Education,DEPARTMENT FOR EDUCATION,07/10/2011,Professional Services Temporary Staff,Chief Information Officer Group,CAPITA RESOURCING LTD,4000062894,28606.6,"Costs related to temporary workers.
",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Professional Services Temporary Staff,Chief Information Officer Group,CAPITA RESOURCING LTD,4000064251,26840.88,"Costs related to temporary workers.
",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,10/10/2011,Professional Services Temporary Staff,Chief Information Officer Group,MITIE CLEANING & ENVIRONMENTAL,4000062953,46590.7,"Costs related to temporary workers within DfE other than interim managers and specialist contractors.
Specifically for cleaning services in DfE site in London. ",Commercial
Department for Education,DEPARTMENT FOR EDUCATION,05/10/2011,Property provision  - utilisation of cash,Chief Information Officer Group,DLA PIPER UK,4000062781,76096.09,Non-commercial expenditure for the purpose of property provision - utilisation of cash,Commercial
Department for Education,TEACHERS PENSION SCHEME,04/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000784,25510.89,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,05/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000786,160137.52,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,05/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000787,87107.8,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,07/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000790,125907.09,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,07/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000792,170204.07,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,10/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000794,113240.22,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,11/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000796,245399.1,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,12/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000798,102989.51,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,14/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000800,151160.77,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,17/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000804,92713.04,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,19/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000806,48483.88,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,19/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000807,196869.57,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,20/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000810,186721.29,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,24/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000814,434598.69,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,26/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000816,46731.61,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,26/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000817,507051.28,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,27/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000820,292704.85,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,28/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000822,109385.29,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,31/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000824,104771.05,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,31/10/2011,Teachers Pensions,Workforce Group,CAPITA TP HSBC,1000827,37193.43,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,04/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000785,56234183.81,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,05/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000788,31057052.56,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,05/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000789,18251729.28,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,07/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000791,21537864.3,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,07/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000793,18398108.22,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,10/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000795,47139656.02,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,11/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000797,19815368.53,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,12/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000799,19668982.95,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,14/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000802,21672694.87,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,14/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000803,18019595.11,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,17/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000805,49516322.11,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,19/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000808,21604309.55,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,19/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000809,17518863.3,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,20/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000811,24544720.65,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,21/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000813,18863824.87,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,24/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000815,120778701.8,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,26/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000818,19267129.42,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,26/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000819,17932875.78,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,27/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000821,18086400.9,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,28/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000823,18107530.01,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,31/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000825,52803228.98,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,31/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000826,49795.45,Funding to pay Teachers Pensions,Commercial
Department for Education,TEACHERS PENSION SCHEME,31/10/2011,Teachers Pensions,Workforce Group,CAPITA TP NATWEST,1000828,20837875.88,Funding to pay Teachers Pensions,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,1124.16,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,190.63,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,392.71,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,615.54,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,1224.73,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,845.15,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,663.6,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,672.01,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,1238.68,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,754.45,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,1934.64,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,600.16,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,59.64,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000064254,66.45,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,861.36,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,9.9,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000064254,632.41,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000064254,165.68,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000064254,236.2,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000064254,311.78,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,"Strategic Analysis, Research and Policy Impact Group",CARLSON WAGONLIT TRAVEL,4000064254,4953.38,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,1021.26,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Chief Information Officer Group,CARLSON WAGONLIT TRAVEL,4000064254,72.84,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000064254,1130.87,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000064254,1154.7,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000064254,886.49,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,Education Strategy and Improvement Group,CARLSON WAGONLIT TRAVEL,4000064254,2257.89,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000064254,184.29,Costs related to staff travel expenses for official duty,Commercial
Department for Education,DEPARTMENT FOR EDUCATION,27/10/2011,Travel and Events,School Analysis and Research,CARLSON WAGONLIT TRAVEL,4000064254,204.36,Costs related to staff travel expenses for official duty,Commercial
