Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category,SME?,Sector
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,16-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023613472,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,02-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023444362,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,21-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023651001,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,21-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023651001,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,20-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023623200,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,20-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023623200,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,16-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023613472,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,02-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023444362,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,02-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023444362,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,19-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023618810,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,20-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023623200,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,15-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023608008,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,-£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,-£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,16-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023613472,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,16-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023613472,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,20-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023623200,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,21-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023651001,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,19-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023618810,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,21-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023651001,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,21-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023651001,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,19-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023618810,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,01-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023438620,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,14-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023563059,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,12-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023532883,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,08-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023523508,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,09-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023528031,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,16-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023613472,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,16-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023613472,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,16-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023613472,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,02-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023444362,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,02-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023444362,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,02-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023444362,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,06-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023453910,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,"£1,200",Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,07-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023479601,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,19-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023618810,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,20-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023623200,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,19-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023618810,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,19-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023618810,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,21-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023651001,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,20-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023623200,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,21-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023651001,£800,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774131,£896,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,23-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023724530,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,22-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023697986,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,29-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023774132,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
Department for Work and Pensions,Employment Programmes,28-Dec-11,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,INGEUS UK LTD,2023769245,£400,Welfare to Work,Client Facing,Contracted Employment Provision,NO,Private
