Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Num
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",CARE UK CLINICAL SERVICES LTD,25788477,"£1,081,354.51",
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",PARTNERSHIP HEALTH GROUP LTD,25788429,"£1,310,717.70",
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",CARE UK CLINICAL SERVICES LTD,25788477,"£1,367,509.10",
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",RAMSAY HEALTH CARE UK OPERATIONS LTD T/AS EUXTON HALL HOSPITAL,56,"£1,724,233.26",
Department of Health,Department of Health,11/08/2011,Outsourcing Contract,"PSF POLICY, STRATEGY & FINANCE",INHEALTH LTD,96,"£2,155,766.83",
Department of Health,Department of Health,12/08/2011,Research & development,Research and Development,PREPRESS PROJECTS LTD,ERS-438868-50576,25000,
Department of Health,Department of Health,12/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201239919,27370.86,
Department of Health,Department of Health,12/08/2011,Service charge,INFORMATICS,CSC COMPUTER SCIENCES LTD,5201243902,27370.86,
Department of Health,Department of Health,12-Aug-11,External Consultancy Fees,Informatics,KPMG LLP,13386405,27913.67,
Department of Health,Department of Health,12/08/2011,Research & development,Research and Development,INSTITUTE OF EDUCATION (IOE),ERS-438850-50568,29729.95,
Department of Health,Department of Health,12/08/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,90077747,32780.4,
Department of Health,Department of Health,12/08/2011,Research & development,Research and Development,MANCHESTER UNIVERSITY OF,ERS-438861-50571,32856,
Department of Health,Department of Health,12-Aug-11,Legal / Prof Fees,Informatics,DLA PIPER UK LLP,13444610,33360.5,
Department of Health,Department of Health,12/08/2011,Travel -Trains,CDD CORPORATE DEVELOPMENT,FCM TRAVEL SOLUTIONS,1049604768,39939.48,
Department of Health,Department of Health,12/08/2011,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,STERIA LTD,100022476,41457.52,
Department of Health,Department of Health,12/08/2011,Outsourcing Contract,SOCIAL CARE,BIG WHITE WALL LTD,934,43200,
Department of Health,Department of Health,12/08/2011,Research & development,Research and Development,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,ERS-438854-50564,43796,
Department of Health,Department of Health,12/08/2011,Research & development,Research and Development,BRISTOL UNIVERSITY OF,ERS-438866-50567,48890,
Department of Health,Department of Health,12/08/2011,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),ERS-438853-50569,52229,
Department of Health,Department of Health,12/08/2011,Research & development,Research and Development,UNIVERSITY COLLEGE LONDON (UCL),ERS-438867-50570,52229,
Department of Health,Department of Health,12/08/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,90077813,55916.4,
Department of Health,Department of Health,12/08/2011,Research & development,Research and Development,BARTS AND THE LONDON NHS TRUST,ERS-438851-50562,61158,
Department of Health,Department of Health,12/08/2011,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,STERIA LTD,100022467,62989.69,
Department of Health,Department of Health,12/08/2011,Admin Revenue Grant-in-Aid ENDPBs,HPIH & SD,HEALTH PROTECTION AGENCY (HPA),5328437,75750,
Department of Health,Department of Health,12/08/2011,Outsourcing Contract,HPIH & SD,BROOK ADVISORY CENTRES,2185,95000,
Department of Health,Department of Health,12/08/2011,Storage costs,HPIH & SD,HEALTH PROTECTION AGENCY (HPA),5318256,96169.25,
Department of Health,Department of Health,12/08/2011,Admin Revenue Grant-in-Aid ENDPBs,WORKFORCE,COUNCIL FOR HEALTHCARE REGULATORY EXCELLENCE (CHRE),DH005,100000,
Department of Health,Department of Health,12/08/2011,Building repairs & maintenance,CDD CORPORATE DEVELOPMENT,EMCOR FACILITIES SERVICES LTD,00203600ARI,110636.12,
Department of Health,Department of Health,12/08/2011,Outsourcing Contract,WORKFORCE,MOUCHEL MANAGEMENT CONSULTING LTD,90077759,122214,
Department of Health,Department of Health,12/08/2011,Grants to non profit institutions (CUR),"PSF POLICY, STRATEGY & FINANCE",IN CONTROL PARTNERSHIPS,ERS-438812-50541,"£148,960.00",
Department of Health,Department of Health,15/08/2011,Professional fees,SOCIAL CARE,TREASURY SOLICITORS DEPARTMENT (TSOL),110514,3394.6,
Department of Health,Department of Health,15/08/2011,Professional fees,SOCIAL CARE,TREASURY SOLICITORS DEPARTMENT (TSOL),110514,22554.56,
Department of Health,Department of Health,15/08/2011,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,5201248498,27924.43,
Department of Health,Department of Health,15-Aug-11,Computer Maintenance,Informatics,COMPUTACENTER UK LTD,13444585,28739.46,
Department of Health,Department of Health,15/08/2011,Secondees in invoiced costs,"PSF POLICY, STRATEGY & FINANCE",AUDIT COMMISSION,4037265,"£30,924.14",
Department of Health,Department of Health,15/08/2011,Outsourcing Contract,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,5201248491,38065.85,
Department of Health,Department of Health,15/08/2011,Research & development,Research and Development,COVENTRY & WARWICKSHIRE PARTNERSHIP NHS TRUST,ERS-438913-50582,40728,
Department of Health,Department of Health,15/08/2011,Professional fees,COMMISSIONING,ERNST AND YOUNG LLP,GB1030003437,42166.84,
Department of Health,Department of Health,15/08/2011,Other programme expenditure,HPIH & SD,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0074080,44613.12,
Department of Health,Department of Health,15/08/2011,Professional fees,COMMISSIONING,DELOITTE LLP,1110701629,49648,
Department of Health,Department of Health,15/08/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735952,68000,
Department of Health,Department of Health,15/08/2011,Contactor/ Staff Subsitution,NHS Improvement and Efficiency,PRICEWATERHOUSECOOPERS LLP,1353640923,83608.8,
Department of Health,Department of Health,15/08/2011,Stock Essential Medicines Additions,"PSF POLICY, STRATEGY & FINANCE",RANBAXY UK LTD,37400079,"£187,418.88",
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,-137.04,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,-0.33,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,48.94,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,50.23,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,81.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,81.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,83.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,87.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,87.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,88.9,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,99.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,103.77,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,112.48,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,119.01,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,120.72,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,123.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,123.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,140.05,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,154.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,155.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,158.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,186.79,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,190.6,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,201.84,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,205.86,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,215.06,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,226.49,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,238.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,242.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,243.3,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,260.52,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,268.98,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,271.19,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,275.95,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,282.23,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,286.8,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,288.8,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,295.88,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,305.2,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,330.52,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,331.2,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,338.59,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,338.8,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,343.71,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,381.7,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,385.6,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,398.21,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,398.59,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,403.2,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,437.03,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,438.55,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,460.6,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,463.35,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,490.5,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,505.76,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,562,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,590.02,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,590.59,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,591.35,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,594,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,614.61,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,633.63,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,643.79,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,650,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,654.34,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,655.33,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,678.66,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,685.08,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,775.64,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,791.21,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,795.04,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,816.19,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,831.4,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,845.78,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,881.26,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,891.6,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,896.77,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,926.2,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,949.79,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,963.32,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,970.89,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1009.55,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1020.62,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,1023.79,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,1029.59,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1041.44,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1129,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,1191.38,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1241.53,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1301.84,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,1326.89,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1418.53,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1437.69,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,1529.17,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1612.03,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1628.49,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1688.24,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1793.94,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,1917.36,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,1921.01,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,1967.27,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,2088.31,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,2130.79,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,2341.63,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,2342.75,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,2390.97,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,2443.7,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,2477.57,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,2558.7,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,2577.37,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,2935.28,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,2952.93,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,2955.24,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,3022.86,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,3148.95,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,3157.02,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,3288.87,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,3560.36,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,3678.06,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,4122.49,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,4145.87,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,4463.38,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,4550.12,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,5031,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,5326.36,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,6143.06,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,HRG UK,13457965,6921.56,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,6931.61,
Department of Health,Department of Health,16/08/2011,Addition Clearing - IT,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN47339-1,7914.73,
Department of Health,Department of Health,16-Aug-11,Travel & Subsistence,Informatics,REDFERN TRAVEL LTD,13457964,9955.03,
Department of Health,Department of Health,16/08/2011,Addition Clearing - SW LIC,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN47339-1,13085.27,
Department of Health,Department of Health,16-Aug-11,Staff Consultancy & Suppt,Informatics,ASE CONSULTING LTD,13429478,24300,
Department of Health,Department of Health,16/08/2011,IT minor costs non capital,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,5201248352,27265.58,
Department of Health,Department of Health,16-Aug-11,Staff Consultancy & Suppt,Informatics,ASE CONSULTING LTD,13429479,27300,
Department of Health,Department of Health,16/08/2011,Secondees in invoiced costs,COMMISSIONING,SOMERSET PCT,5734051,27970.5,
Department of Health,Department of Health,16/08/2011,Outsourcing Contract,HPIH & SD,SAPIENT LTD,22395,28926,
Department of Health,Department of Health,16/08/2011,Storage costs,"PSF POLICY, STRATEGY & FINANCE",CONSILIENT HEALTH UK LTD,13492,"£33,539.38",
Department of Health,Department of Health,16/08/2011,Outsourcing Contract,WORKFORCE,PICKER INSTITUTE EUROPE,IN100814,34402.9,
Department of Health,Department of Health,16/08/2011,Outsourcing Contract,WORKFORCE,APPOINTMENTS COMMISSION,1220002098,43979,
Department of Health,Department of Health,16/08/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735989,43999.99,
Department of Health,Department of Health,16-Aug-11,Staff Consultancy & Suppt,Informatics,ASE CONSULTING LTD,13429479,45838,
Department of Health,Department of Health,16-Aug-11,Staff Consultancy & Suppt,Informatics,ASE CONSULTING LTD,13429479,47073,
Department of Health,Department of Health,16/08/2011,IT minor costs non capital,CDD CORPORATE DEVELOPMENT,CSC COMPUTER SCIENCES LTD,5201248355,55896.72,
Department of Health,Department of Health,16/08/2011,Addition Clearing - SW LIC,INFORMATICS,IN PRACTICE SYSTEMS LTD,373306,63905.35,
Department of Health,Department of Health,16-Aug-11,Legal / Prof Fees,Informatics,DLA PIPER UK LLP,13417696,104440.25,
Department of Health,Department of Health,16/08/2011,Addition Clearing - SW LIC,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN47421-1,104483.49,
Department of Health,Department of Health,16/08/2011,IT minor costs non capital,WORKFORCE,CAMBRIDGESHIRE PCT,7700003322,112300,
Department of Health,Department of Health,16/08/2011,IT minor costs non capital,WORKFORCE,CAMBRIDGESHIRE PCT,7700003323,112300,
Department of Health,Department of Health,16/08/2011,IT minor costs non capital,WORKFORCE,CAMBRIDGESHIRE PCT,7700003384,112300,
Department of Health,Department of Health,16/08/2011,Outsourcing Contract,HPIH & SD,SAPIENT LTD,22557,147767.5,
Department of Health,Department of Health,16/08/2011,Addition Clearing - SW LIC,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN47340-1,162823,
Department of Health,Department of Health,16-Aug-11,Legal / Prof Fees,Informatics,DLA PIPER UK LLP,13417695,354917.88,
Department of Health,Department of Health,16/08/2011,Addition Clearing - IT,"PSF POLICY, STRATEGY & FINANCE",AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-147,"£466,077.97",
Department of Health,Department of Health,16/08/2011,Other Admin expenditure,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),2883499,543148.52,
Department of Health,Department of Health,16/08/2011,Other Admin expenditure,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),2883501,543148.52,
Department of Health,Department of Health,16/08/2011,Other Admin expenditure,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),2884382,543148.52,
Department of Health,Department of Health,16/08/2011,Other Admin expenditure,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),2889505,543148.52,
Department of Health,Department of Health,16/08/2011,Service charge,INFORMATICS,IN PRACTICE SYSTEMS LTD,373306,608845.38,
Department of Health,Department of Health,16/08/2011,Service charge,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN47421-1,988101.45,
Department of Health,Department of Health,16/08/2011,Research & development,HPIH & SD,NATIONAL CENTRE FOR SOCIAL RESEARCH,611275302,1160006,
Department of Health,Department of Health,16/08/2011,Addition Clearing - IT,INFORMATICS,IN PRACTICE SYSTEMS LTD,373306,2092407.08,
Department of Health,Department of Health,16/08/2011,Outsourcing Contract,WORKFORCE,MCKESSON INFORMATION SOLUTIONS UK LTD,INV007223,2420599.5,
Department of Health,Department of Health,16/08/2011,Addition Clearing - IT,INFORMATICS,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN47421-1,4918798.12,
Department of Health,Department of Health,17-Aug-11,External Consultancy Fees,Informatics,ASE CONSULTING LTD,13429476,5250,
Department of Health,Department of Health,17/08/2011,Professional fees,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),2886687,12424.37,
Department of Health,Department of Health,17/08/2011,Printing,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),736012,13140,
Department of Health,Department of Health,17/08/2011,Printing,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),736012,13140,
Department of Health,Department of Health,17-Aug-11,Staff Consultancy & Suppt,Informatics,ASE CONSULTING LTD,13429476,21850,
Department of Health,Department of Health,17-Aug-11,External Consultancy Fees,Informatics,GS1 UK,13483793,22719,
Department of Health,Department of Health,17-Aug-11,External Consultancy Fees,Informatics,GS1 UK,13483794,22719,
Department of Health,Department of Health,17/08/2011,Other staff benefits,"PSF POLICY, STRATEGY & FINANCE",HM REVENUE AND CUSTOMS (HMRC),1.80E+13,"£30,750.00",
Department of Health,Department of Health,17/08/2011,Other Admin expenditure,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),2886712,32025.4,
Department of Health,Department of Health,17/08/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),735998,36992.5,
Department of Health,Department of Health,17/08/2011,Research & development,Research and Development,LONDON SCHOOL OF ECONOMICS,ERS-439065-50628,43333.72,
Department of Health,Department of Health,17-Aug-11,Staff Consultancy & Suppt,Informatics,ASE CONSULTING LTD,13429476,44879.5,
Department of Health,Department of Health,17/08/2011,Research & development,SOCIAL CARE,DEPARTMENT FOR EDUCATION (DFE),350000998,50000,
Department of Health,Department of Health,17-Aug-11,Staff Consultancy & Suppt,Informatics,ASE CONSULTING LTD,13429476,51450,
Department of Health,Department of Health,17/08/2011,Publicity & advertising,COMMUNICATIONS,CENTRAL OFFICE OF INFORMATION (COI),736011,63022.14,
Department of Health,Department of Health,17/08/2011,Research & development,Research and Development,LEEDS UNIVERSITY OF,ERS-439066-50626,63192,
Department of Health,Department of Health,17/08/2011,Professional fees,CDD CORPORATE DEVELOPMENT,DEPARTMENT FOR WORK AND PENSIONS (DWP),2886687,70996.42,
Department of Health,Department of Health,17/08/2011,Facilities management: contract,NHS FINANCE PERFORMANCE & OPERATIONS,DAVITT JONES BOULD LTD,CHAPS17/8/11,75000,
Department of Health,Department of Health,17-Aug-11,Staff Consultancy & Suppt,Informatics,ASE CONSULTING LTD,13429476,106950,
