Department family,Entity,Date,Expense Type,Expense area,Supplier,Transation number,Amount,Narrative
Department for Culture Media and Sport,Department for Culture Media and Sport,02/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030023172,"1,895,051.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030023191,"2,340,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,10/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030023858,"300,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,04/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030024166,"5,500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,04/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030024167,"350,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030024561,"500,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030024562,"2,800,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,19/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030024704,"883,600.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,19/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030024705,"243,400.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,04/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030024800,"1,000,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,04/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030024803,"600,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,06/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030025194,"4,300,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,06/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Museums Libraries and Archives Council,0030025195,"250,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,27/04/2011,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030022145,"242,011.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,19/05/2011,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030022393,"242,011.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,22/06/2011,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030022778,"241,999.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,22/07/2011,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030023083,"241,999.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,18/08/2011,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030023379,"241,999.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,19/09/2011,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030023680,"241,999.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,19/10/2011,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030023961,"241,999.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,21/11/2011,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030024387,"241,999.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,13/12/2011,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030024618,"241,999.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,19/01/2012,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030024996,"241,999.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,22/02/2012,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,0030025327,"241,999.00",Grant to non-national museum under current Funding Agreement
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,National Gallery,0030022121,"55,997.81",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030021823,"1,839,542.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030022142,"2,480,046.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030022419,"2,575,315.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030022754,"1,422,743.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030023037,"1,889,663.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030023335,"1,830,494.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030023637,"2,845,567.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030023955,"1,800,882.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030024315,"1,832,278.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030024706,"1,588,785.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,0030025051,"1,574,795.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,23/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Gambling + Lottery bodies,National Lottery Commission,0030022457,"1,200,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,26/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Gambling + Lottery bodies,National Lottery Commission,0030023521,"1,200,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,29/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Gambling + Lottery bodies,National Lottery Commission,0030024686,"2,200,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030021820,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030022147,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030022416,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030022751,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030023038,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030023331,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030023704,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030023984,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030024301,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,05/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030024693,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,0030025052,"1,421,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,National Maritime Museum (Strat Com),0030022116,"62,338.18",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,National Museum of Science & Industry,0030022118,"57,889.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030021816,"225,620.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030022150,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030022420,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030022740,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030023023,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030023393,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030023633,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030023966,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030024319,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030024688,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Current Grants Private Sector,GIA Museums & Galleries,National Museum of Science & Industry,0030025024,"225,580.00",Grant to National Coal Mining Museum - NMSI act as DCMS monitoring body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030021821,"3,178,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030022130,"3,230,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030022455,"3,230,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030022738,"3,230,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030023054,"3,180,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030023394,"3,044,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030023635,"3,080,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030024046,"3,136,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030024348,"3,080,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030024798,"3,030,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museum of Science & Industry,0030025053,"3,180,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030021854,"1,725,976.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030022159,"1,712,609.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030022516,"1,581,347.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030022757,"1,457,392.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030023032,"1,760,672.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030023377,"2,001,121.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030023683,"1,741,865.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030024057,"1,917,921.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030024466,"1,989,277.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030024799,"1,818,333.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,0030025138,"1,905,131.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,National Museums Liverpool,0030022117,"39,739.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,National Portrait Gallery,0030022113,"75,043.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030021793,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030022198,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030022413,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030022739,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030022991,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030023364,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030023669,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030024013,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030024349,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030024687,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,0030025087,"616,500.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,08/04/2011,Current Grants Private Sector,Youth Music Programmes,National Youth Music,0030021959,"69,995.00",Grant - Youth Music Mentors (Respect)
Department for Culture Media and Sport,Department for Culture Media and Sport,19/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Mus Libs Archives x-sector,Natural History Museum,0030022120,"53,135.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/04/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030021852,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/05/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030022148,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/06/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030022453,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/07/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030022746,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030023053,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030023345,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030023755,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030024123,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/12/2011,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030024481,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030024683,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,01/02/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,0030025028,"3,873,000.00",Grant in Aid payment to a DCMS sponsored Non Departmental Public Body
Department for Culture Media and Sport,Department for Culture Media and Sport,28/02/2012,Reimbursement of Agreed Costs,GOE managed programme costs,Northwest Regional Development Agency,0030025444,"70,000.00",Funding for Inspire Programme
Department for Culture Media and Sport,Department for Culture Media and Sport,15/04/2011,Capital Grants to PCs,OFCOM,OFCOM,0030022050,"20,540,000.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,15/04/2011,Capital Grants to PCs,OFCOM,OFCOM,0030022051,"25,604,787.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,01/08/2011,Capital Grants to PCs,OFCOM,OFCOM,0030023161,"1,060,000.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Capital Grants to PCs,OFCOM,OFCOM,0030023391,"2,937,956.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,01/09/2011,Capital Grants to PCs,OFCOM,OFCOM,0030023392,"5,340,000.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Capital Grants to PCs,OFCOM,OFCOM,0030023666,"4,169,791.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,03/10/2011,Capital Grants to PCs,OFCOM,OFCOM,0030023667,"5,584,000.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,03/11/2011,Capital Grants to PCs,OFCOM,OFCOM,0030024122,"636,187.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,07/12/2011,Capital Grants to PCs,OFCOM,OFCOM,0030024479,"5,883,780.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Capital Grants to PCs,OFCOM,OFCOM,0030024752,"3,875,104.00",Grant in Aid to OFCOM 
Department for Culture Media and Sport,Department for Culture Media and Sport,03/01/2012,Capital Grants to PCs,OFCOM,OFCOM,0030024753,"5,438,000.00",Grant in Aid to OFCOM 
