Departmental Family,Entity,Date,Expense Type,Expense Area,GL Division Discription,Supplier,Transaction Number, Amount ,PO Line Description,Supplier Site Postcode,Project code,Expenditure Type,Supplier Type,Contract Number
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-567654-133576," 83,333 ",Biomedical Units,NW1 2BX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BARTS HEALTH NHS TRUST,ERS-567655-133636," 166,664 ",CLAHRCs,E1 8PR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS LIVERPOOL CCG,ERS-567656-133643," 165,153 ",CLAHRCs,L1 4AZ,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-567657-133578," 176,666 ",CLAHRCs,CB1 5EE,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,ERS-567658-133525," 166,666 ",CLAHRCs,NG3 6AA,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-567659-133551," 166,666 ",CLAHRCs,OX4 2GX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-567660-133534," 171,242 ",CLAHRCs,S5 7AU,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-567661-133564," 166,666 ",CLAHRCs,SW10 9NH,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-567662-133521," 180,903 ",CLAHRCs,EX2 5DW,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SALFORD ROYAL NHS FOUNDATION TRUST,ERS-567663-133550," 174,666 ",CLAHRCs,M6 8HD,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,ERS-567664-133573," 166,666 ",CLAHRCs,B15 2PR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-567665-133530," 172,704 ",CLAHRCs,SO52 9AB,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS LIVERPOOL CCG,ERS-567666-133644," 25,182 ",Research Capability Funding (STANDARD),L1 4AZ,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-567667-133540," 169,999 ",CLAHRCs,SE5 9RS,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BARTS HEALTH NHS TRUST,ERS-567668-133637," 124,626 ",Research Capability Funding (STANDARD),E1 8PR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM AND SOLIHULL MENTAL HEALTH NHS FOUNDATION TRUST,ERS-567669-133616," 27,090 ",Research Capability Funding (STANDARD),B15 2PZ,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-567671-133506," 56,405 ",Research Capability Funding (STANDARD),WF3 1WE,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567673-133517," 551,807 ",Research Capability Funding (STANDARD),CB2 2QQ,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,ERS-567674-133579," 56,774 ",Research Capability Funding (STANDARD),CB1 5EE,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMDEN AND ISLINGTON NHS FOUNDATION TRUST,ERS-567675-133632," 59,343 ",Research Capability Funding (STANDARD),NW1 0PE,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,ERS-567677-133565," 25,583 ",Research Capability Funding (STANDARD),SW10 9NH,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,ERS-567681-133554," 150,070 ",Research Capability Funding (STANDARD),WC1N 3JH,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-567682-133538," 254,679 ",Research Capability Funding (STANDARD),SE1 9RT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,HEART OF ENGLAND NHS FOUNDATION TRUST,ERS-567683-133566," 29,995 ",Research Capability Funding (STANDARD),B9 5TA,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,ERS-567684-133541," 52,903 ",Research Capability Funding (STANDARD),SE5 9RS,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS TEACHING HOSPITAL NHS TRUST,ERS-567685-133569," 96,672 ",Research Capability Funding (STANDARD),LS9 7TF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,ERS-567686-133631," 38,770 ",Research Capability Funding (STANDARD),M21 9UN,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,ERS-567687-133557," 177,668 ",Research Capability Funding (STANDARD),EC1V 2PD,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NHS BLOOD AND TRANSPLANT (NHSBT),ERS-567688-133630," 64,227 ",Research Capability Funding (STANDARD),LS15 7TW,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-567689-133544," 25,220 ",Research Capability Funding (STANDARD),NR4 7UY,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NORTH BRISTOL NHS TRUST,ERS-567690-133597," 75,884 ",Research Capability Funding (STANDARD),BS1 2NP,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,ERS-567693-133611," 152,398 ",Research Capability Funding (STANDARD),NG7 2UK,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD HEALTH NHS FOUNDATION TRUST,ERS-567694-133552," 87,086 ",Research Capability Funding (STANDARD),OX4 2GX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,ERS-567695-133582," 138,636 ",Research Capability Funding (STANDARD),UB9 6JH,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-567697-133522," 66,801 ",Research Capability Funding (STANDARD),EX2 5DW,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LONDON SCHOOL OF ECONOMICS,ERS-567698-133625," 187,904 ",National School for Social Care Research,WC2A 2AE,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567699-133518," 83,333 ",Biomedical Units,CB2 2QQ,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567700-133519," 2,062,642 ",Bio-Medical Centres,CB2 2QQ,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-567701-133606," 53,074 ",Research for Patient Benefit,LE5 4QF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-567702-133585," 161,377 ",Research Capability Funding (STANDARD),NE7 7DN,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-567703-133607," 1,733,400 ",Comprehensive Networks,LE5 4QF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,ERS-567704-133545," 1,656,341 ",Comprehensive Networks,NR4 7UY,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567705-133601," 1,481,733 ",Comprehensive Networks,M13 0JR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL SURREY COUNTY NHS FOUNDATION TRUST,ERS-567706-133501," 1,210,679 ",Comprehensive Networks,GU2 7XX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE NEWCASTLE UPON TYNE NHS FOUNDATION TRUST,ERS-567707-133586," 1,562,418 ",Comprehensive Networks,NE7 7DN,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BARTS HEALTH NHS TRUST,ERS-567708-133638," 2,649,579 ",Comprehensive Networks,E1 8PR,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,ERS-567709-133563," 1,280,818 ",Comprehensive Networks,L7 8XP,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,ERS-567710-133621," 1,123,790 ",Comprehensive Networks,W12 0HS,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,GUYS AND ST THOMAS NHS FOUNDATION TRUST,ERS-567711-133539," 1,991,886 ",Comprehensive Networks,SE1 9RT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,ERS-567712-133523," 902,240 ",Comprehensive Networks,EX2 5DW,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,ERS-567713-133592," 1,115,131 ",Comprehensive Networks,OX4 2PG,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,ERS-567714-133531," 1,309,748 ",Comprehensive Networks,SO52 9AB,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,THE ROYAL WOLVERHAMPTON NHS TRUST,ERS-567715-133543," 2,380,660 ",Comprehensive Networks,WV10 0QP,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,ERS-567716-133505," 1,045,348 ",Comprehensive Networks,BS99 1YF,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,ERS-567717-133535," 2,272,897 ",Comprehensive Networks,S5 7AU,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,ERS-567718-133577," 1,849,373 ",Bio-Medical Centres,NW1 2BX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-567719-133596," 859,149 ",Bio-Medical Centres,BR3 3BX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,ERS-567719-133596," 83,333 ",Bio-Medical Centres,BR3 3BX,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,BIRMINGHAM UNIVERSITY OF,ERS-567720-133622," 99,979 ",Clinician Scientist Awards,B15 2TT,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,MANCHESTER UNIVERSITY OF,ERS-567721-133626," 26,861 ",NIHR Fellowships,M13 9PL,,,PUBLIC,
,,12/01/2017,Research & development,"Science, Research & Evidence",DD: Research Finance & Programmes,LEEDS UNIVERSITY OF,ERS-567723-133623," 38,365 ",NIHR Fellowships,LS2 9JT,,,PUBLIC,
,,12/01/2017,Outsourcing Contract,Community Care,DD: Older People & Dementia,OECD,ELS/DI160070/90000033," 50,000 ",OECD International Benchmarking,75016,,,PUBLIC,
,,12/01/2017,Outsourcing Contract,Community Care,DD: PCLG,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,40216758," 102,000 ",Care and Health Integration Programme variation 2016/17,EC1M 5LG,,,VCS,
,,12/01/2017,Revenue Grants to non-profit institutions,Community Care,DD: PCLG,South Yorkshire Housing Association Limited,ERS-567748-133681," 83,847 ",2016-17 IESD 54104257 SYHA Co-Create,S1 4HF,,,VCS,
,,13/01/2017,Radio communications,Finance and Group Operations,DD: Procurement Services,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-517," 2,195,953 ",April 16 - March 17 Core Service Charges,SL1 2EJ,,,LARGE,
,,13/01/2017,Radio communications,Finance and Group Operations,DD: Procurement Services,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-518," 310,602 ",April 16 - March 17 CCN Charges,SL1 2EJ,,,LARGE,
,,13/01/2017,Storage costs,Community Care,"DD: Pricing, Prescription and Supply",BRISTOL LABORATORIES LTD,9101366," 346,470 ",,,,,LARGE,
,,16/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",HAFS-22275," 700,000 ",,,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,HAFS-22279," 2,500,000 ",,UB9 6JH,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,HAFS-22280," 2,500,000 ",,UB9 6JH,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Capital Investment Loans,Central Technical,DD: NHS FC,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,HAFS-22296," 600,000 ",,LA1 4GG,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-22244," 1,680,000 ",,CB2 2QQ,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,HAFS-22245," 3,769,000 ",,CO4 5JL,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,DERBY HOSPITALS NHS FOUNDATION TRUST,HAFS-22248," 4,375,000 ",,DE1 2QY,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,HAFS-22249," 3,500,000 ",,DN2 5LT,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,HAFS-22252," 3,633,000 ",,CT1 3NG,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,HAFS-22261," 5,544,000 ",,NN16 8UZ,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,KINGS COLLEGE HOSPITAL NHS FOUNDATION TRUST,HAFS-22262," 14,445,000 ",,SE5 9RS,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,LIVERPOOL WOMENS HOSPITAL NHS FOUNDATION TRUST,HAFS-22265," 650,000 ",,L8 7SS,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,MEDWAY NHS FOUNDATION TRUST,HAFS-22267," 6,268,000 ",,ME7 5NY,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST,HAFS-22270," 2,944,000 ",,MK6 5LD,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,HAFS-22287," 4,700,000 ",,TS4 3BW,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,HAFS-22289," 6,356,000 ",,SW17 0QT,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,HAFS-22290," 975,000 ",,OL6 9RW,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,HAFS-22291," 6,000,000 ",,YB8 3NN,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,THE QUEEN ELIZABETH HOSPITAL KINGS LYNN NHS FOUNDATION TRUST,HAFS-22292," 2,468,000 ",,PE30 4ET,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,HAFS-22295," 5,424,000 ",,LA1 4GG,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,HAFS-22299," 1,400,000 ",,WA7 2DA,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,HAFS-22303," 1,230,000 ",,L12 2AP,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,HAFS-22304," 1,503,000 ",,GL1 3NN,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,HAFS-22305," 5,121,000 ",,DN15 7BH,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,SOUTH EAST COAST AMBULANCE SERVICE NHS FOUNDATION TRUST,HAFS-22308," 3,086,000 ",,BN7 2XW,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,HAFS-22309," 6,831,000 ",,NG17 4JL,,,PUBLIC,
,,16/01/2017,Additions NHS FTs Working Capital Loans,Central Technical,DD: NHS FC,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,HAFS-22312," 1,000,000 ",,CH63 4JY,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Capital Investment Loans,Central Technical,DD: NHS FC,CROYDON HEALTH SERVICES NHS TRUST,HAFS-22247," 1,484,000 ",,CR7 7YE,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Capital Investment Loans,Central Technical,DD: NHS FC,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,HAFS-22253," 910,000 ",,NG8 3LL,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Capital Investment Loans,Central Technical,DD: NHS FC,GEORGE ELIOT HOSPITAL NHS TRUST,HAFS-22258," 100,000 ",,CV10 7DJ,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Capital Investment Loans,Central Technical,DD: NHS FC,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,HAFS-22294," 1,609,000 ",,LE5 4QF,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,AVON AND WILTSHIRE MENTAL HEALTH PARTNERSHIP NHS TRUST,HAFS-22240," 410,000 ",,BA1 3QE,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,BARKING HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST,HAFS-22241," 4,564,000 ",,WF3 1WE,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,BEDFORD HOSPITAL NHS TRUST,HAFS-22242," 1,383,000 ",,MK42 9DJ,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,HAFS-22243," 4,567,000 ",,BN2 3EW,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,CROYDON HEALTH SERVICES NHS TRUST,HAFS-22246," 2,100,000 ",,CR7 7YE,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,EAST & NORTH HERTFORDSHIRE NHS TRUST,HAFS-22250," 4,477,000 ",,BS1 2NP,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,EAST CHESHIRE NHS TRUST,HAFS-22251," 1,246,000 ",,SK10 3BL,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,EAST SUSSEX HEALTHCARE NHS TRUST,HAFS-22254," 8,925,000 ",,TN37 7PT,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,EPSOM & ST HELIER UNIVERSITY HOSPITAL NHS TRUST,HAFS-22256," 2,524,000 ",,SM5 1AA,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,GEORGE ELIOT HOSPITAL NHS TRUST,HAFS-22257," 1,000,000 ",,CV10 7DJ,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,HAFS-22259," 2,625,000 ",,HU16 5JQ,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,ISLE OF WIGHT NHS TRUST,HAFS-22260," 546,000 ",,PO30 5TG,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,LEEDS TEACHING HOSPITAL NHS TRUST,HAFS-22263," 2,900,000 ",,LS9 7TF,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,LEWISHAM AND GREENWICH NHS TRUST,HAFS-22264," 2,683,000 ",,SE13 6LH,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,LONDON NORTH WEST HEALTHCARE NHS TRUST,HAFS-22266," 7,773,000 ",,M20 4BX,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,MID ESSEX HOSPITAL SERVICES NHS TRUST,HAFS-22268," 3,858,000 ",,CM8 2TL,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,MID YORKSHIRE HOSPITALS NHS TRUST,HAFS-22269," 6,098,000 ",,WF1 4TU,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,NORTH BRISTOL NHS TRUST,HAFS-22271," 2,920,000 ",,BS1 2NP,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,HAFS-22272," 6,700,000 ",,CA2 7HX,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,HAFS-22273," 2,000,000 ",,N18 1QX,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,HAFS-22274," 1,551,000 ",,NN1 5BD,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,PLYMOUTH HOSPITALS NHS TRUST,HAFS-22276," 4,000,000 ",,WF3 1WE,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,HAFS-22277," 2,200,000 ",,CM20 1QX,,,PUBLIC,
,,16/01/2017,Additions NHS Trust Working Capital Loans,Central Technical,DD: NHS FC,ROYAL CORNWALL HOSPITAL NHS TRUST,HAFS-22281," 893,000 ",,TR1 2XN,,,PUBLIC,
