Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description ,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num,,,
DEFRA,EA,28/07/2015,Construction,SE Capital WiP,Capita Symonds Ltd,1370890,30743.51,Guildford Flood alleviation scheme,DL1 9HN,,30384993,IMSE500192,Project,,,,
DEFRA,EA,14/07/2015,Professional Services - CCL,CI Innovation Architecture,LA International Computer Consultants Ltd,1367331,30731.90,Supply of IT Contractors for 28th March 2015 to 11th March 2016.,ST1 5UB,,30422904,,Administration,,,,
DEFRA,EA,21/07/2015,Construction,SW Capital WiP,Bridge Civil Engineering,1368886,30671.86,Pennygillam Depot - design works June 2015,TQ12 2HP,,30394341,IMSW002166,Project,,,,
DEFRA,EA,28/07/2015,Construction,SE Capital WiP,Capita Symonds Ltd,1370877,30560.05,Godalming Flood alleviation scheme,DL1 9HN,,30384993,IMSE500193,Project,,,,
DEFRA,EA,09/07/2015,Construction,SE Capital WiP,Halcrow Group Ltd,1365114,30433.27,Broomhill Sands works,W6 7EF,,30384994,IMSO000577,Project,,,,
DEFRA,EA,09/07/2015,Professional Services Other,"Head of Monitoring, Analysis & Innovation",Adas UK Ltd,1367079,30000.00,Catchment Sensitive Farming Phase 3: River Frome Sediment Flux Monitoring & Sediment Fingerprinting project,WV9 5AP,,,HOEV111201,Project,,,,
DEFRA,EA,28/07/2015,Professional Services Other,NW Capital WiP,Rochdale Metropolitan Borough Council,1370350,30000.00,Contribution to Regional Flood & Coastal Committee,OL16 1XL,,,IMNW000885,Project,,,,
DEFRA,EA,09/07/2015,Professional Services Other,AN Northern-AEM - Northampton/Kettering,Hydrock Consultants Ltd,1367077,29648.30,Helpston Groundwater Remediation project,BS32 4DF,,30177470,REAN001571,Project,,,,
DEFRA,EA,09/07/2015,Construction,Head of Research,Halcrow Group Ltd,1366364,29454.00,Establish impact climate change will have on flood and coastal defence assets,W6 7EF,,30384994,HOEV101103,Project,,,,
DEFRA,EA,23/07/2015,Fleet,HO Capital WiP,Mitsubishi Motors,1369224,29439.41,Vehicle Purchase ,GL7 1LF,,,HOFOFRM009,Project,,,,
DEFRA,EA,23/07/2015,Fleet,HO Capital WiP,Mitsubishi Motors,1369223,29439.41,Vehicle Purchase ,GL7 1LF,,,HOFOEP0009,Project,,,,
DEFRA,EA,21/07/2015,Construction,MI Capital WiP,UK Flood Barriers Ltd,1368733,29347.20,Flood Resistance Measures on Individual Properties,WR9 0NX,,30295946,IMMI001543,Project,,,,
DEFRA,EA,09/07/2015,Construction,HO NCPMS National,Halcrow Group Ltd,1366337,29170.14,National Construction Design & Management Coordinator Programme May 2015,W6 7EF,,30384994,,Administration,,,,
DEFRA,EA,09/07/2015,Professional Services Other,NW North-FCRM Ops,Halcrow Group Ltd,1366374,29060.96,Consultant staff for data improvements in asset performance in Cumbria and Lancashire ,W6 7EF,,30384988,,Administration,,,,
DEFRA,EA,28/07/2015,Construction,SE Capital WiP,Capita Symonds Ltd,1370836,28946.77,South Hub Initial Assessments of flood damage,DL1 9HN,,30384993,IMSE100439,Project,,,,
DEFRA,EA,16/07/2015,ICT Systems,HO Capital WiP,Kineo,1368465,28851.60,Implementation Support & Hosting e learning system,BN1 3XF,,30381133,BBPRE20108L01,Project,,,,
DEFRA,EA,23/07/2015,Construction,SE Capital WiP,Mott Macdonald Ltd,1369535,28758.22,Broomhill Sands Coastal works,LS10 1JR,,30384996,IMSO000577,Project,,,,
DEFRA,EA,21/07/2015,Construction,AN Eastern-AEM - Monitoring,J Breheny Contractors Ltd,1368893,27938.40,Opus scheme repair works June 2015,IP6 8NH,,30397747,,Administration,,,,
DEFRA,EA,23/07/2015,Construction,MI Capital WiP,Jackson Civil Engineering Ltd,1369843,27897.86,Middle Tame - Perry Barr maintenance works,IP1 5LT,,30397791,IMMI001305,Project,,,,
DEFRA,EA,01/07/2015,Construction,NE Yorkshire - FCRM Ops W&SY,Halcrow Group Ltd,1359626,27780.58,Reservoir Panel Engineering project,W6 7EF,,30384994,IMNE000754,Project,,,,
DEFRA,EA,23/07/2015,Construction,MI West - FCRM Ops,Birch Brothers Kidderminster Ltd,1367517,27676.80,Anglian Midlands Minor works,DY13 9QB,,30397737,,Administration,,,,
DEFRA,EA,23/07/2015,Professional Services Other,NE Capital WiP,ABB Ltd,1369808,27338.88,Foss Barrier Automation Works,PE19 8EU,,,IMNE790492,Project,,,,
DEFRA,EA,01/07/2015,Professional Services Other,NW Capital WiP,Nomenca Ltd,1363148,27257.11,Altmouth Replacement Works,NG17 2HW,,30408055,IMNW000978,Project,,,,
DEFRA,EA,21/07/2015,ICT Systems,CI SD Management MRA,Rainmaker Solutions Ltd,1367957,27205.20,Unity Programme Multi-Sourcing Assessment 27/05/2015 - 27/10/2015,MK18 1HD,,,BBOPM34002L01,Project,,,,
DEFRA,EA,01/07/2015,ICT Systems,E and B Heads of Business,Caci Ltd,1361106,27135.08,Support Services for EA for the Waste Carriers Registration Service,W14 8TS,,,,Administration,,,,
DEFRA,EA,01/07/2015,Professional Services Other,AN Northern- FCRM Ops (Lincs),Jacobs LES Ltd,1365468,27088.92,Electrical Testing works midlands,RG41 5TU,,30312230,FRA01S226,Project,,,,
DEFRA,EA,01/07/2015,Construction,NE Capital WiP,Capita Symonds Ltd,1364998,27043.75,"Consultancy to provide forward looking programme of construction work including the production of feasibility data, scheme design proposals",DL1 9HN,,30384993,IMNE790527,Project,,,,
DEFRA,EA,16/07/2015,Learning and Development,Deputy Director of Radioactive Substances Regulation,Energus Ltd,1368291,27000.00,Sponsorship of two nuclear graduates,CA14 4JW,,,EBPRI12003,Project,,,,
DEFRA,EA,09/07/2015,Construction,HO NCPMS National,Halcrow Group Ltd,1366335,26721.26,Plant & People Training (2015-16),W6 7EF,,30384994,,Administration,,,,
DEFRA,EA,01/07/2015,Construction,NE Capital WiP,Halcrow Group Ltd,1365079,26625.66,Clifton Ings Barrier Bank works,W6 7EF,,30384994,IMNE790516,Project,,,,
DEFRA,EA,09/07/2015,Professional Services - CCL,Head of Research,WRC Plc,1366417,26435.45,Nitrate Value Zones Statistics work,SN15 8YF,,30350391,HOEV151604,Project,,,,
DEFRA,EA,01/07/2015,Professional Services Other,Head of Research,Imperial College London,1364774,26400.00,Evidence Sharing Initiative,SW7 2PG,,,HOEV121302,Project,,,,
DEFRA,EA,01/07/2015,Construction,NE Capital WiP,Halcrow Group Ltd,1365133,25979.30,Project Appraisal Report & outline design for compensatory habitat between Welwick and Skeffling,W6 7EF,,30384994,IMNE000195,Project,,,,
DEFRA,EA,16/07/2015,Professional Services Other,NE Yorkshire - FCRM Ops N&EY,Amalgamated Construction Ltd,1368221,25914.00,Mechanical maintenance (Planned works in Yorkshire Area),S75 1HT,,30408050,RENE790106,Project,,,,
DEFRA,EA,01/07/2015,Construction,AN Capital WiP,Team Van Oord,1365569,25710.00,Wash Tidal Gauge Project appraisal,BN5 9XQ,,30384997,IMAN002504,Project,,,,
DEFRA,EA,07/07/2015,Construction,SE Capital WiP,Atkins Ltd,1365857,25628.70,Thames Barrier Drive Equipment ,KT18 5BW,,30072266,IMTH001493,Project,,,,
DEFRA,EA,09/07/2015,Construction,NW Capital WiP,Halcrow Group Ltd,1366418,25447.08,Northwest Initial flood damage assessments,W6 7EF,,30384994,IMNW001000,Project,,,,
DEFRA,EA,01/07/2015,Professional Services Other,HO Capital WiP,Burges Salmon Llp,1365426,25331.57,Legal Services,BS2 0ZX,,30440211,IMHO000038,Project,,,,
DEFRA,EA,14/07/2015,Energy and Fuels,SE Kent & South London- Tidal Flood Risk Manager,EDF Energy Plc,1367832,25326.11,Electricity supplied to the Thames Barrier - June 2015,PL3 5ZN,,30429803,FRA16S079,Project,,,,
DEFRA,EA,28/07/2015,Construction,HO NCPMS National,EC Harris Llp,1365959,25204.46,"Cost management including risk management, programme management, procurement advice, project delivery and challenge.",M60 3NT,,30387336,,Administration,,,,
DEFRA,EA,14/07/2015,Construction,MI Capital WiP,Birch Brothers Kidderminster Ltd,1367556,25128.96,Hallcroft Fish Pass works June 2015,DY13 9QB,,30397781,IMMI001417,Project,,,,
DEFRA,EA,28/07/2015,Construction,MI Capital WiP,Stroud District Council,1371161,25000.00,Contribution to Frome sustainable drainage systems Project Officer,GL5 4UB,,,IMMI001484,Project,,,,
DEFRA,APHA,27/07/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE DEVON AND CORNWALL LTD~179923008,LVI167764,53406.26,Payment to veterinary practice for services provided in an official capacity on behalf of APHA,ST15 8NA,SME,,00000000,Expense,,,,
DEFRA,APHA,16/07/2015,Service Level Agreement Costs,Chief Operating Officer DG,Joint Nature Conservation Committee,SIJ881,36206.10,"Costs to APHA from Joint Nature Conservation Committee as part of the Service Level Agreement providing advice for CITES, the Convention on International Trade in Endangered Species of Wild Fauna and Flora, certification. ",PE1 1JY,SME,,JNCCXXXX,Expense,,,,
DEFRA,APHA,16/07/2015,Carriage of goods,,Topspeed Couriers Limited,61588,51120.00,Collections from various laboratory locations (x 833  plus 4 weekend surcharges) during June 2015,WA16 8XN,SME,,00000000,Expense,,,,
DEFRA,APHA,24/07/2015,IT & Other consumables,,W T G Technologies Ltd,0000002998,70297.60,Software development for the Improvement of scanning surveillance in England and Wales to produce an effective and affordable farmed animal disease surveillance system. This was for the development of the IT and took place from 1 - 31 May 2015,W14 8UD,SME,,NSED1054,Expense,,,,
DEFRA,APHA,22/07/2015,VDP Services,Chief Operating Officer DG,XL FARMCARE NORTH LTD. ~175942866,N062015A,45081.97,Providing services for the Veterinary Delivery Partnership Project,ST15 8NA,,,00000000,Expense,,,,
DEFRA,APHA,14/07/2015,Marketing,,N I A B,NI9794,46127.07,Contract Work  - Lot 5 June 2015,CB3 0LE,SME,,00000000,Expense,,,,
DEFRA,APHA,30/07/2015,IT & Other consumables,Chief Operating Officer DG,W T G Technologies Ltd,0000002938,62654.83,Software development for the Improvement of scanning surveillance in England and Wales to produce an effective and affordable farmed animal disease surveillance system. This was for the development of the IT and took place in 1-30 April 2015,W14 8UD,SME,,P10080OT,Expense,,,,
DEFRA,APHA,27/07/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE WESSEX LIMITED~172798072,LVI167754,80646.34,Payment to veterinary practice for services provided in an official capacity on behalf of APHA,ST15 8NA,SME,,00000000,Expense,,,,
DEFRA,APHA,24/07/2015,IT & Other consumables,,S F W Ltd,13528,34965.28,Application and Managed service support for the period 01/07/2015 to 30/09/2015,GU22 7UY,SME,,00000000,Expense,,,,
DEFRA,APHA,20/07/2015,Sub Contracted Services,,L G C Limited,50413761,71182.40,TSE samples for June  2015,TW11 0LY,SME,,TSTS5902,Expense,,,,
DEFRA,APHA,24/07/2015,Interim Staff,,Capita Business Services Ltd,LO10052355,35462.21,Cost of providing temporary staff for the Agency for the period ending 27th June 2015,SL6 1DP,,,00000000,Expense,,,,
DEFRA,APHA,10/07/2015,Redfern Suspense,Central Finance Group,Redfern Travel Ltd,109508,149927.52,Payment of June 2015  APHA travel charges to Redfern Travel Ltd,BD1 3AZ,SME,,00000000,Asset,,,,
DEFRA,APHA,27/07/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE NORTH LTD. ~175942866,LVI167758,67568.29,Payment to veterinary practice for services provided in an official capacity on behalf of APHA,ST15 8NA,,,00000000,Expense,,,,
DEFRA,APHA,14/07/2015,Marketing,,N I A B,NI9793,68909.78,Contract Work  - Lots 1 to 4 June 2015,CB3 0LE,SME,,00000000,Expense,,,,
DEFRA,APHA,24/07/2015,Agency temps - clerical,,Capita Business Services Ltd,LO10055062,31082.70,Cost of providing temporary staff for the Agency for the period ending 11th July 2015,SL6 1DP,,,00000000,Asset,,,,
DEFRA,APHA,16/07/2015,Clearing - CIP - IBM Capital Projects,Chief Operating Officer DG,Sogeti UK Ltd,XSUK1506131,28000.00," Services supplied for testing IT as part of the CPH (County, Parish, Holding) England Project for the period of 1-30 June 2015",EC2M 7AD,SME,,P10199OT,Asset,,,,
DEFRA,APHA,22/07/2015,VDP Services,Chief Operating Officer DG,XL FARMCARE MIDLANDS LTD~114213469,M062015A,52412.40,Providing services for the Veterinary Delivery Partnership Project,ST15 8NA,SME,,00000000,Expense,,,,
DEFRA,APHA,30/07/2015,Hardware Services/Other Consumables,Chief Operating Officer DG,Capita Business Services Ltd,6060004847,34800.00,Renewal of Integra Software Licences/Maintenance for the period 1/8/15 - 31/7/16,EC4A 1EN,,,00000000,Expense,,,,
DEFRA,APHA,22/07/2015,VDP Services,Chief Operating Officer DG,XL Farmcare Wessex Ltd,W062015A,73738.80,Providing services for the Veterinary Delivery Partnership Project,ST15 8NA,SME,,00000000,Expense,,,,
DEFRA,APHA,22/07/2015,VDP Services,Chief Operating Officer DG,XL Farmcare Devon & Cornwall Ltd,DC062015A,85122.24,Providing services for the Veterinary Delivery Partnership Project,ST15 8NA,SME,,00000000,Expense,,,,
DEFRA,APHA,10/07/2015,Sub Contracted Services,,University Of Gloucestershire,4144993,43848.70,Supply of Service Support,GL50 2RH,,,TBSE3045,Expense,,,,
DEFRA,APHA,27/07/2015,LVI Claims,Chief Operating Officer DG,XL FARMCARE MIDLANDS LTD~114213469,LVI167657,106659.79,Payment to veterinary practice for services provided in an official capacity on behalf of APHA,ST15 8NA,SME,,00000000,Expense,,,,
DEFRA,APHA,14/07/2015,Marketing,,N I A B,NI9795,170582.03,Contract Work  - Lots 6 to 8 June 2015,CB3 0LE,SME,,00000000,Expense,,,,
DEFRA,APHA,30/07/2015,IT & Other consumables,Chief Operating Officer DG,W T G Technologies Ltd,0000002951,37327.83,Software development for the Improvement of scanning surveillance in England and Wales to produce an effective and affordable farmed animal disease surveillance system. This was for the development of the IT and took place in 1- 30 June 2015,W14 8UD,SME,,P10080OT,Expense,,,,
DEFRA,APHA,30/07/2015,Hardware Services/Other Consumables,Chief Operating Officer DG,Capita Business Services Ltd,6060004777,60000.00,Provision of a Managed Service for the period 1/8/15 - 31/7/16,EC4A 1EN,,,00000000,Expense,,,,
DEFRA,APHA,14/07/2015,GPC Card,Central Finance Group,Barclaycard Business Issuing,4715320649058286300615,60237.04,Payment of the June 2015 invoice for purchases made through Barclaycard,TS17 6YG,SME,,00000000,Asset,,,,
DEFRA,APHA,22/07/2015,VDP Services,Chief Operating Officer DG,Iechyd Da (Gwledig) Ltd,12,190873.01,Providing services for the Veterinary Delivery Partnership Project,SY23 2WB,SME,,00000000,Expense,,,,
DEFRA,APHA,22/07/2015,VDP Services,Chief Operating Officer DG,Menter A Busnes,6932,50907.00,Providing services for the Veterinary Delivery Partnership Project,SY23 3AH,SME,,00000000,Expense,,,,
DEFRA,APHA,02/07/2015,Lab & Technical Equipment,,Celtic Diagnostics Ltd,2754,25900.00,Purchase of Specialist Laboratory Kits,,SME,,00000000,Expense,,,,
DEFRA,Cefas,09/07/2015,Equipment Maintenance & calibration,Aquatic Health & Hygiene,WATERS LTD,20077679,38355.80,Servicing and maintenance of two Waters systems in Weymouth,WD6 3SZ,STAN,,66400,Equipment Maintenance & calibration,GB 648 7540 03,,,
DEFRA,Cefas,16/07/2015,Software (including licences),Corporate,Unit4 Business Software Ltd,20077877,42775.57,Support and Maintenance agreement 01/08/2015-31/07/2016 for Cefas' Management Information System ,BS20 0PX,STAN,,74200,Software (including licences),567554796,,,
DEFRA,Cefas,16/07/2015,Data Collection Services,Monitoring and Programme Management,QuestUAV Ltd,20078010,40785.00,Surveying & Imagery to carry out an aerial survey to support British Energy Estuarine Marine Studies,NE65 0PE,STANSME,,C6145,Data Collection Services,1233 45020,,,
DEFRA,Cefas,16/07/2015,Environmental Technical Services,Aquatic Health & Hygiene,SAMS Research Services Ltd,20077988,36185.60,"Partnership arrangement with Scottish Association for Marine Science who provide analysis for potentially toxic phytoplankton for the Scottish biotoxin monitoring programme for shellfish, on behalf of Food Standards Scotland.   ",PA37 1SZ,STAN,,C5666,Environmental Technical Services,GB 828 9579 61,,,
DEFRA,Cefas,31/07/2015,Lab Services,Monitoring and Programme Management,Agilent Technologies LDA UK Limited,20078909,44432.57,"One year service contract to cover 8 analytical instruments. The service contract includes a 48 hrs repair service and one annual preventive maintenance, and is inclusive of all parts and consumables.",SK8 3GR,STAN,,67405,Lab Services,GB180567396,,,
DEFRA,RPA,02/07/2015,IT Outsourced services,20875,Accenture,3003284956.01,92048.40,Accenture June invoice,EC3M 3BD,Supplier,PO101014,Blank,Admin,,,,
DEFRA,RPA,28/07/2015,IT Application Support & Maintenance/IT Outsourced services/IT Consultancy – Implementation,20863/20875/20863/20862/20872,Accenture,3003288132,637309.20,Projects for work carried out during June,EC3M 3BD,Supplier,Various,"SPSS0110
PPS03700",Admin,,,,
DEFRA,RPA,14/07/2015,Outsourced Scanning Costs,30051,Adare,IS1252760,53842.25,Single Payment Scheme Correspondence Scanning June ,HD8 9QQ,Supplier,PO101356,MDSSPS01,Admin,,,,
DEFRA,RPA,20/07/2015,Outsourced Scanning Costs,30051,Adare,IS1252773,75587.10,"Project management, IT set-up, Project Co-ordinator, Team Leader, Team Leader DIC process, Additional team Leader, Envelope Counting, Overtime costs",HD8 9QQ,Supplier,PO101367,BPSCONT1,Admin,,,,
DEFRA,RPA,20/07/2015,Outsourced Scanning Costs,30051,Adare,IS1252764,124528.98,BP5 Scanning - June 2015,HD8 9QQ,Supplier,PO101367,BPSCONT1,Admin,,,,
DEFRA,RPA,16/07/2015,Outsourced Scanning Costs,30051,Adare,IS1252761,148414.28,RLE1 Scanning - June 2015,HD8 9QQ,Supplier,"PO101291, PO101366",MDSSPS01,Admin,,,,
DEFRA,RPA,01/07/2015,Contractors Implementation,various,Badenoch & Clark,4676176,26136.60,27/03-22/05/15 & expenses,EC4V 4BG,Supplier,"PO100695, PO100989",Blank,Admin,,,,
DEFRA,RPA,16/07/2015,Contractors Implementation,various,Badenoch & Clark,4653204,31890.00,06/02 - 20/03/15,EC4V 4BG,Supplier,"PO100334, PO100782",Blank,Admin,,,,
DEFRA,RPA,16/07/2015,Contractors Implementation,various,Badenoch & Clark,4679027,35614.74, 06/03 - 15/05/15 & expenses,EC4V 4BG,Supplier,"PO100528, PO100971",Blank,Admin,,,,
DEFRA,RPA,10/07/2015,Contractors Implementation,various,Badenoch & Clark,4684413,41783.64,Period ending 19/06/2015,EC4V 4BG,Supplier,PO101049,Blank,Admin,,,,
DEFRA,RPA,13/07/2015,various,various,Barclaycard,471532/01July15,25143.00,Government Procurement Card spend for June'15,TS17 6YG,Supplier,Blank,BPSCONT1,Admin,,,,
DEFRA,RPA,28/07/2015,Agency Staff,31021/20950/20702/50179/20571,Brook Street,30286529,25317.86,Agency Staff w/e 17/07/2015, ,Supplier,Blank,BPSCONT1,Admin,,,,
DEFRA,RPA,28/07/2015,Contractors Implementation,20862/20850/20855/38011/20852,Capita Business Services,LO10056649,40996.86,Fees & Expenses Period Ending: 18.07.2015,SW1P 1JB,Supplier,Blank,Blank,Admin,,,,
DEFRA,RPA,07/07/2015,Contractors Implementation,20862/20850/20855/38011/20852,Capita Business Services,LO10053137,57740.18,Various contractors within p/e 04/07/15,SW1P 1JB,Supplier,Blank,Blank,Admin,,,,
DEFRA,RPA,20/07/2015,Contractors Implementation,20862/20850/20855/38011/20852,Capita Business Services,LO10055063,70111.94,Fees and Expenses for the period ending 11th July 2015,SW1P 1JB,Supplier,Blank,Blank,Admin,,,,
DEFRA,RPA,14/07/2015,Contractors Implementation,20862/20850/20855/38011/20852,Capita Business Services,LO10053969,71303.42,Fees and Expenses for the period ending 11th July 2015,SW1P 1JB,Supplier,Blank,Blank,Admin,,,,
DEFRA,RPA,07/07/2015,IT Subscription Licences,20862,Comparex Ltd,150003211VRUKA,1033837.34,Microsoft Cloud Transformation Agreement (CTA) for Year Ended 30th,HA1 3EL,Supplier,PO101315,OFFS0250,Admin,,,,
DEFRA,RPA,07/07/2015,IT Software Assurance,20862,Computacenter,3880556283,212738.90,Software licences, ,Supplier,PO101312,OFFS0250,Admin,,,,
DEFRA,RPA,13/07/2015,Cartographic & Digitising,50180,Cyient,970004256,29276.16,Seconded Staff for Visual Checking June 2015 ,WC1V 6RL,Supplier,PO100596,Blank,Admin,,,,
DEFRA,RPA,13/07/2015,Cartographic & Digitising,50180,Cyient,970004257,178318.94,LMS Transition Phase 2 Seconded staff for LMS Live Proving - June 2015,WC1V 6RL,Supplier,PO100596,Blank,Admin,,,,
DEFRA,RPA,09/07/2015,Finance Consultancy – Advice,20515,Deloitte & Touché LLP,2410091858,26880.00,Invoice for Test Review of the Finance Release 2/3 Test services,MK9 1FD,Supplier,PO101192,Blank,Admin,,,,
DEFRA,RPA,08/07/2015,Organisational Change Consultancy – Implementation,20515,Deloitte & Touché LLP,1111199648,120511.20,For professional services rendered on RPA Finance Support contract for the period 1 to 31 May 2015.,MK9 1FD,Supplier,"PO101163, PO101343",Blank,Admin,,,,
DEFRA,RPA,13/07/2015,Vehicle Hire,various,Enterprise Rent-a-car,849078,37314.51,Car Rental charges June 2015,Blank,Supplier,Blank,Blank,Admin,,,,
DEFRA,RPA,20/07/2015,Development Expenditure - Clearing Account (requisitions)/IT Outsourced Services,20860,IBM,5807150527,40979.81,Fixed Price Deliverables.,PO6 3AE,Supplier,PO101261,CPMACREV,Admin,,,,
DEFRA,RPA,01/07/2015,IT Outsourced services,20862,IBM,5806150935,109443.14,April'15 Volumetric trueup PO101276,PO6 3AE,Supplier,PO101276,IBMBSVOL,Admin,,,,
DEFRA,RPA,20/07/2015,Customer Surveys,37082,ORC International,2346,37338.00,Quarter 4 2014/15,EC1V 2NT,Supplier,"PO100209, PO66319",Blank,Admin,,,,
DEFRA,RPA,17/07/2015,Accommodation/Travel UK/Accommodation (Foreign)/Travel (Foreign),various,Redfern,109519,194422.10,Travel & Accommodation for June'15,BD1 3AZ,Supplier,Blank,Blank,Admin,,,,
DEFRA,RPA,02/07/2015,IT Application Support & Maintenance,20863,Sopra Steria,100076276,284845.43,Fixed price payment in advance for Core Support Services from 01 July'15 to 30 Sept'15,M14 0WN,Supplier,PO65290,CORS0150,Admin,,,,
DEFRA,RPA,01/07/2015,IT Perpetual Licences,20862,Trustmarque Solutions Ltd,2231850,25889.42,MS Dynamics licenses,EC2V 7AN,Supplier,PO101298,OFFS0250,Admin,,,,
DEFRA,RPA,27/07/2015,IT Subscription Licences,20860,Trustmarque Solutions Ltd,2229523,61560.00,System Compatibility Licences,EC2V 7AN,Supplier,PO65982,DCBAU013,Admin,,,,
DEFRA,RPA,28/07/2015,"Telecoms Service Charges, including Tele & Videoconferencing",20882,Vodafone Limited,5000001141/454656,28980.00,Telephone Charges- Eckoh,RG14 2FN,Supplier,PO101092,ECKSSL00,Admin,,,,
DEFRA,RPA,07/07/2015,"Outsourced Scanning Costs/Customer Related Printing - Forms, Booklets & Letters/Down Stream Access mailing services",30051,Williams Lea,DEFRA-RPA15060002,53113.27,"Data capture, forms, postage",EC1M 4NA,Supplier,PO101149,Blank,Admin,,,,
DEFRA,Seafish,17/07/2015,Contract,Project,Trustmarque Solutions Ltd,2231627,68582.36,CRM System Licensing,YO32 9GZ,,,,,,,,
DEFRA,Seafish,02/07/2015,Contract,Project,Omni Marine,1050,45432.00,Inshore fisheries - AIS units,DD4 7RH,,,,,,,,
DEFRA,Seafish,10/07/2015,Contract,Project,CAMPDEN BRI,20103683,34800.00,F&C Nutritional Project - Part 2 - TD2015-002,GL55 6LD,,,,,,,,
DEFRA,Seafish,02/07/2015,Contract,Project,WEST YORKSHIRE PENSION FUND,JUNE 2015 PAYROLL,33149.00,SFIA Payroll June,BD1 1UP,,,,,,,,
DEFRA,Seafish,09/07/2015,Contract,Project,SEASCOPE,19,31699.99,INSHORE FISHERIES WP3 CATCH COMPOSITION,YO11 2DR,,,,,,,,
DEFRA,Seafish,30/07/2015,Contract,Project,North East Lincolnshire Council,S0524321,29600.83,Origin Way Rent & Service Charge 1/4/15-30/6/15,DN35 8LN,,,,,,,,
DEFRA,Seafish,02/07/2015,Contract,Project,Seafood Scotland,40,25000.00,TRANCHE 2 2015-16 FUNDING,EH7 4HS,,,,,,,,
