Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,PO Line Description,Supplier Site Postcode,Project Code,Expenditure Type,Supplier Type,Contract Number
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,72881.25,13/103/02 Prod Damian Griffin,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,91635.51,HSDR - 12/209/51 - Lead Author Professor Frances Griffiths,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,30679,PB-PG-1112-29064 Dr Carole Mockford,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,45501.63,Facet Feasibility,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,34804.05,12/5002/01 Lead Author Prof. Graeme Currie,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,52203.18,11/25/03 Payment Reference JD112113 Lead Author Prof. Janet Dunn,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,21232,PB-PG-0212-27098 Grant Holder Mr Andrew Sprowson,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,22222,PB-PG-0212-27124 - Professor Annie Young,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,20775,PB-PG-0212-27079 - Dr Prithwish Banerjee,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,78577,11/136/04 - HTA Project - Lead Author Mr Matt Costa,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,16241,PB-PG-0110-21121 - Professor Damian Griffin,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS COVENTRY & WARWICKSHIRE NHS TRUST,ERS-527412-94289,98115,10/57/20 - HTA Project - Lead Author Mr Matt Costa,CV2 2DX,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-527414-94325,20980,PB-PG-0712-28063 - Dr Rachael Evans,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-527414-94325,95008,11/36/37 Lead Author Prof. Joseph Dias RNP/901/052/077,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-527414-94325,20772,PB-PG-0711-25127 Mrs Johanna Williams  CLRN 109284 RNP/901/024/441,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-527414-94325,22339.75,PB-PG-0711-25066 CLRN-119238 Dr. John de Caestecker RNP/901/024/463,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-527414-94325,16707,PB-PG-0909-19305  -  Professor Justin Konje,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-527414-94325,9455,Experimental Medicine Centres (Cancer) - Leicester,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,30/09/2014,Research & development,DG: RDD,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,ERS-527414-94325,18231,PB-PG-0610-22480 - Mr David Bowrey,LE5 4QF,,Programme,PUBLIC,
Department of Health,Department of Health,01/09/2014,Expense clearing GPC (ST),DG: Holding CT Core,BARCLAYCARD BUSINESS,4605001-08-SEP-14,23402.11,,TS17 6YG,,Other,SME,
Department of Health,Department of Health,01/09/2014,IT minor costs non capital,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584165803,33865.2,Installation of VC facilities in Reading and Runcorn for DH Commercial Medicines Unit  (CMU),WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,01/09/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584165804,25234.32,Telephony - WR 404 VOIP - EPRR Discovery work ,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,01/09/2014,Addition Clearing - IT,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584165866,27266.4,WR0329 GCF to PSN Connectivity -  ,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,01/09/2014,Research & development,DG: RDD,BIOMED CENTRAL LTD,6106102686,29055.24,Knowledge Management,WC1X 8HL,,Programme,LARGE,
Department of Health,Department of Health,02/09/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10104787,251040.58,Health Technology Co-operatives,SW1W 9SR,,Programme,LARGE,
Department of Health,Department of Health,02/09/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10104788,56852.4,NIHR Fellowships,SW1W 9SR,,Programme,LARGE,
Department of Health,Department of Health,02/09/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10104789,34972.8,Research Capability Funding (STANDARD),SW1W 9SR,,Programme,LARGE,
Department of Health,Department of Health,02/09/2014,Expense clearing GPC (ST),DG: Holding CT Core,BARCLAYCARD BUSINESS,4605001-08-SEP-14,2341.32,,TS17 6YG,,Other,SME,
Department of Health,Department of Health,03/09/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00339810RI,81062.07,Health Technology Co-operatives,SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,03/09/2014,Service charge,DG: IGT,ATTENDA LTD,1029149,71700,Revenue Attenda Choices - Infrastucture management  monthly reccuring charges,TW18 4EX,,Programme,SME,
Department of Health,Department of Health,03/09/2014,Publicity & advertising,DG: SCLGCP,IMPROVING HEALTH AND WELLBEING UK CIC,140627,27209.94,Content and Faciliation Support for development pf the 2014 IIMHL combined meeting Program.,SE10AS,,Programme,VCS,
Department of Health,Department of Health,03/09/2014,Service charge,DG: IGT,INSIGHT DIRECT UK LTD,1954190,68670,"Revenue Choose & Book Oracle Licences, Insight (Direct)",M5 3NN,,Programme,LARGE,
Department of Health,Department of Health,03/09/2014,Service charge,DG: IGT,BT GROUP PLC,363206,6672776.8,N3: 14/15,NW9 6LB,,Programme,LARGE,
Department of Health,Department of Health,03/09/2014,Expense clearing GPC (ST),DG: Holding CT Core,BARCLAYCARD BUSINESS,4605001-08-SEP-14,1161.42,,TS17 6YG,,Other,SME,
Department of Health,Department of Health,03/09/2014,Service charge,DG: IGT,Appsbroker Consulting Limited,7122421,83160,Revenue:  Choices Appsbroker - Google Maps 1 year license,SN1 3EB,,Programme,SME,
Department of Health,Department of Health,03/09/2014,Printing,DG: GOAD,XEROX BUSINESS SERVICES,900123475,23029.98,"Reprographics - Management Fees @ £24,491.38 mthly FY2014-15",UB8 1HS,,Admin,LARGE,
Department of Health,Department of Health,03/09/2014,Addition Clearing - SW LIC,DG: IGT,MASTEK UK LTD,90332935,182246.9,Capital: SUS spine MASTEK 14/15,RG1 8BW,,Programme,LARGE,
Department of Health,Department of Health,03/09/2014,Addition Clearing - SW LIC,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC005,20000,GP Soc: TPP Capital costs May 2014 - March 2015,LS18 5TN,,Programme,SME,
Department of Health,Department of Health,03/09/2014,Service charge,DG: IGT,THE PHOENIX PARTNERSHIP (LEEDS) LTD,GPSOC005,217766.7,GP Soc: TPP Revenue costs May 2014 - March 2015,LS18 5TN,,Programme,SME,
Department of Health,Department of Health,03/09/2014,Research & development,DG: RDD,CORIN LTD,MISC010,31697.68,CRFs - CRII,GL7 6JJ,,Programme,LARGE,
Department of Health,Department of Health,04/09/2014,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,127472,61829.37,MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - extension period April 2013 to March 2015,LE16 9NR,,Programme,SME,
Department of Health,Department of Health,04/09/2014,Outsourcing Contract,DG: PHD,MULTI RESOURCE MARKETING LTD,127663,63084.04,MRM Ltd - For the services provided on the Healthy Start Reimbursement Unit - extension period April 2013 to March 2015,LE16 9NR,,Programme,SME,
Department of Health,Department of Health,09/09/2014,Storage costs,DG: IGT,TEVA UK LTD,2310355551,-0.02,,,,,LARGE,
Department of Health,Department of Health,04/09/2014,Research & development,DG: RDD,RAND EUROPE CIC,14339/10073-53,104218.15,NIHR Fellowships,CB4 1YG,,Programme,SME,
Department of Health,Department of Health,04/09/2014,Expense clearing GPC (ST),DG: Holding CT Core,BARCLAYCARD BUSINESS,4605001-08-SEP-14,1399.81,,TS17 6YG,,Other,SME,
Department of Health,Department of Health,09/09/2014,Storage costs,DG: IGT,TEVA UK LTD,2310355551,258226.82,,,,,LARGE,
Department of Health,Department of Health,05/09/2014,IT minor costs non capital,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-379,93341.94,Trust Indexation to July 2014 – recoverable from Trusts,SL1 2EJ,,Programme,LARGE,
Department of Health,Department of Health,05/09/2014,IT minor costs non capital,DG: GOAD,COMPUTACENTER UK LTD,3880243014,32873.76,HRA (Inter-Company Code ST1480) - Lenovo ThinPad X240 utrabook & Thinkpad Pro Dock with 90W AC Adapter (UK Power Cord),AL10 9TW,,Admin,LARGE,
Department of Health,Department of Health,05/09/2014,IT minor costs non capital,DG: GOAD,COMPUTACENTER UK LTD,3880243015,36531,NTDA (Inter-Company Code ST1490) - Lenovo ThinkPad X240 utrabook,AL10 9TW,,Admin,LARGE,
Department of Health,Department of Health,05/09/2014,IT minor costs non capital,DG: GOAD,COMPUTACENTER UK LTD,3880243015,2666.88,NTDA (Inter-Company Code ST1490) - USB Mouse & USB Keyboard,AL10 9TW,,Admin,LARGE,
Department of Health,Department of Health,05/09/2014,Addition Clearing - IT,DG: GOAD,COMPUTACENTER UK LTD,3880244392,327.6,DH - Lenovo 65W AC Adaptor for X230 (UK Plug),AL10 9TW,,Admin,LARGE,
Department of Health,Department of Health,05/09/2014,Addition Clearing - IT,DG: GOAD,COMPUTACENTER UK LTD,3880244392,164368.8,DH - Lenovo ThinPad X240 utrabook & Thinkpad Pro Dock with 90W AC Adapter (UK Power Cord),AL10 9TW,,Admin,LARGE,
Department of Health,Department of Health,05/09/2014,Addition Clearing - IT,DG: GOAD,COMPUTACENTER UK LTD,3880244392,3859.2,"DH - USB Mouse, USB Keyboard, Barrel Power Conversion Cable & Kensington Secure Cable Lock",AL10 9TW,,Admin,LARGE,
Department of Health,Department of Health,05/09/2014,IT minor costs non capital,DG: GOAD,COMPUTACENTER UK LTD,3880244393,0,HRA (Inter-Company Code ST1480) - Lenovo ThinPad X240 utrabook & Thinkpad Pro Dock with 90W AC Adapter (UK Power Cord),AL10 9TW,,Admin,LARGE,
Department of Health,Department of Health,05/09/2014,IT minor costs non capital,DG: GOAD,COMPUTACENTER UK LTD,3880244393,246553.2,NHSE (Inter-Company Code ST1470) Lenovo ThinkPad X240 utrabook & Thinkpad Pro Dock with 90W AC Adapter (UK Power Cord),AL10 9TW,,Admin,LARGE,
Department of Health,Department of Health,05/09/2014,Expense clearing GPC (ST),DG: Holding CT Core,BARCLAYCARD BUSINESS,4605001-08-SEP-14,41.64,,TS17 6YG,,Other,SME,
Department of Health,Department of Health,30/09/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR HEALTH LTD,ERS-527467-94481,341000,2013/002 - Skills for Health Ltd - project: Workforce development project- policy grant ,,,Programme,PUBLIC,
Department of Health,Department of Health,08/09/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0033SKH,43653.55,Skipton House - Electricity Charges From April 2014 - March 2015,SW1E 5JL,,Admin,LARGE,
Department of Health,Department of Health,08/09/2014,Utilities,DG: GOAD,EDF ENERGY PLC,0033WEL,30047.97,Wellington House - Electricity Charges from April 2014 - March 2015,SW1E 5JL,,Admin,LARGE,
Department of Health,Department of Health,08/09/2014,Provisions cash payment,DG: SFNHS,JONES LANG LASALLE,663700,58476.13,REG210 - Harrington House -  - rent,E14 5EG,,Programme,SME,
Department of Health,Department of Health,08/09/2014,Contractor/Staff Substitution,DG: GOAD,CAPITA BUSINESS SERVICES LTD (CL1 ONLY),LO10006099,55490.69,Records Transfer Project -  JP547 to 30.09.2014,,,Admin,LARGE,
Department of Health,Department of Health,10/09/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-382,295199.75,April 14 - March 15 CCN Charges,SL1 2EJ,,Programme,LARGE,
Department of Health,Department of Health,10/09/2014,Contractor/Staff Substitution,DG: GOAD,Optevia Ltd,DFH006,49470,Build / Design costs for CONTACT replacement project,ME18 5JH,,Admin,SME,
Department of Health,Department of Health,11/09/2014,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,11177,27216,Capital BJSS - e-RS - Software Development and Assurance- Initial PHase,LS1 2TW,,Programme,SME,
Department of Health,Department of Health,11/09/2014,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,11280,31140,Capital BJSS - e-RS - Software Development and Assurance- Initial PHase,LS1 2TW,,Programme,SME,
Department of Health,Department of Health,11/09/2014,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,11480,27886.5,Capital BJSS - e-RS - Software Development and Assurance- Initial PHase,LS1 2TW,,Programme,SME,
Department of Health,Department of Health,11/09/2014,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,11680,387800,Capital BJSS - e-RS - Software Development and Assurance- Initial PHase,LS1 2TW,,Programme,SME,
Department of Health,Department of Health,11/09/2014,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,11681,401660,Capital BJSS - e-RS - Software Development and Assurance- Initial PHase,LS1 2TW,,Programme,SME,
Department of Health,Department of Health,11/09/2014,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,11683,30510,Capital BJSS - e-RS - Software Development and Assurance- Initial PHase,LS1 2TW,,Programme,SME,
Department of Health,Department of Health,11/09/2014,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,11862,51099.75,Capital BJSS - e-RS - Software Development and Assurance- Initial PHase,LS1 2TW,,Programme,SME,
Department of Health,Department of Health,11/09/2014,Addition Clearing - SW LIC,DG: IGT,BJSS LTD,11985,43105.5,Capital BJSS - e-RS - Software Development and Assurance- Initial PHase,LS1 2TW,,Programme,SME,
Department of Health,Department of Health,11/09/2014,Addition Clearing - SW LIC,DG: IGT,IN PRACTICE SYSTEMS LTD,409157,35400,"Capital: inPS GPSoC - Capital charges for the period commencing 01/4/14 - 31/03/15 Software licence charges, hosting implementation charges,Migration charges, National functionality deployments, Development charges",SW8 3QJ,,Programme,LARGE,
Department of Health,Department of Health,11/09/2014,Service charge,DG: IGT,IN PRACTICE SYSTEMS LTD,409157,1559519.23,"Revenue: inPS GPSoC - Revenue charges for the period 01/04/2014  to 31/03/2015 - System support charges,Training charges, Hosting service charges,Utilisation charges",SW8 3QJ,,Programme,LARGE,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,LGC LTD,50336923,873728,Expand Fellowships,TW11 0LY,,Programme,LARGE,
Department of Health,Department of Health,11/09/2014,Research & development,DG: RDD,LGC LTD,50336923,0,NIHR Fellowships,TW11 0LY,,Programme,LARGE,
Department of Health,Department of Health,11/09/2014,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201377923,26428.24,Revenue: CSC GP2GP  - systems training for GP Practices,PR1 8UQ,,Programme,LARGE,
Department of Health,Department of Health,11/09/2014,Service charge,DG: IGT,CSC COMPUTER SCIENCES LTD,5201379078,144156.36,"Revenue: CSC LSP NME - STAFA reference 2014 N-& S -075, Norfolk and Suffolk Lorenzo Deployment ",PR1 8UQ,,Programme,LARGE,
Department of Health,Department of Health,11/09/2014,Service charge,DG: IGT,ATOS IT SOLUTIONS AND SERVICES LTD,5584163693,900000,Revenue: Atos e-RS Termination and Exit CCN ACCN -0547 EX834  - Service Charges,WS11 0JA,,Programme,LARGE,
Department of Health,Department of Health,11/09/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584166540,0,IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,11/09/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584166540,89916.19,IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,11/09/2014,Consultancy/Professional Advice,DG: ERD,VERITA CONSULTANTS LLP,9442/2222,30669.98, Consultancy Support,W1D 4SN,,Admin,SME,
Department of Health,Department of Health,11/09/2014,Consultancy/Professional Advice,DG: ERD,VERITA CONSULTANTS LLP,9442/2222,91.64, Consultancy Support,W1D 4SN,,Admin,SME,
Department of Health,Department of Health,11/09/2014,Service charge,DG: IGT,EGTON MEDICAL INFORMATION SYSTEMS LTD,IN83167-1,4725456.6,Revenue: Microtest GPSoC - Revenue Charges for the period commencing 1/4/2014 to 31/3/2015. System Support Charges. Training Charges. Hosting Service Charges. Utilisation Charges,LS19 7BY,,Programme,LARGE,
Department of Health,Department of Health,12/09/2014,Provisions cash payment,DG: SFNHS,ABPGP S1 LTD & ABPGP S2 LTD,10000/775,49747.36,"SO5400 - 4630 Kingsgate, Oxford Business Park - ABPGP S1 LTD & ABPGP S2 LTD - rent",SN1 1DA,,Programme,LARGE,
Department of Health,Department of Health,12/09/2014,Provisions cash payment,DG: SFNHS,PERDISWELL MILLENIUM PARK LTD,286,26750.4,"SO2000 - The Coach House, John Comyn Drive, Perdiswell Park, Droitwich Road, Worcester  WR3 7SN - Perdiswell Millenium Park Ltd - rent",WR5 3HS,,Programme,SME,
Department of Health,Department of Health,15/09/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340641RI,33717.46,"Care Quality Commission (CQC) --Building Maintenance from 01/04/14 - 31/03/15 - @£33,717.46",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340642RI,57066.43,"Building Maintenance Costs from 01/04/14 - 31/03/15 @£57,066.43",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340642RI,11055.48,"FM Costs from 01/04/14 - 31/03/15 @£11,055.48",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340644RI,49138.93,"Building Maintenance Costs from 01/04/14 - 31/03/15 @£49,138.93",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340644RI,29049.98,"Cleaning Costs from 01/04/14 - 31/03/15 @£29,049.98",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340644RI,26261.22,"FM Costs from 01/04/14 - 31/03/15 @£26,261.22",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340644RI,47483.26,"Security Costs from 01/04/14 - 31/03/15 @£47,483.26",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340645RI,38449.46,"Building Maintenance Costs from 01/04/14 -31/03/15 @38,449.46 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340645RI,21923.22,"Cleaning Costs from 01/04/14 -31/03/15 @21,923.22 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340645RI,13060.08,"FM Costs from 01/04/14 -31/03/15 @13,060.08 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340645RI,28817.96,"Security Costs from 01/04/14 -31/03/15 @28,817.96 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340647RI,7250.17,"Building Maintenance Costs from 01/04/14 - 31/03/15 @£7,250.17 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340647RI,4526.33,"Cleaning Costs from 01/04/14 - 31/03/15 @£4,526.33 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340647RI,7518.17,"FM Costs from 01/04/14 - 31/03/15 @£7,518.17 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340647RI,1623.83,"Security Costs from 01/04/14 - 31/03/15 @£1,623.83 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Outsourcing Contract,DG: SFNHS,AIRWAVE SOLUTIONS INTERNATIONAL LTD,0900000137-381,2790730.08,April 14 - March 15 Core Service Charges,SL1 2EJ,,Programme,LARGE,
Department of Health,Department of Health,15/09/2014,Addition Clearing - SW LIC,DG: IGT,BT GROUP PLC,361658,1987072,Capital : Spine SUS BT - Oracle Programs Licence  and software update and support fees CCN869b,NW9 5BA,,Programme,LARGE,
Department of Health,Department of Health,15/09/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,55841667777,1789180.47,July 2014 IMS3 Open Service charges,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,15/09/2014,Provisions cash payment,DG: SFNHS,SAVILLS COMMERCIAL LTD,A437325,38317.81,SO8200 - Greycoat Street - Savills Commercial Ltd. - Rent,M2 2FE,,Programme,LARGE,
Department of Health,Department of Health,15/09/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,NHS CONFEDERATION,ERS-526684-93961,100000,"IESD 2012-13, AIMS 1862067, NHS Confederation: Altogether Better England",LS10 1JR,,Other,PUBLIC,
Department of Health,Department of Health,15/09/2014,Contractor/Staff Substitution,DG: SFNHS,CAPITA BUSINESS SERVICES LTD (CL1 ONLY),LO10008643,29371.03,ESR Project Lead ,,,Admin,LARGE,
Department of Health,Department of Health,16/09/2014,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,LONDON AND REGIONAL PROPERTIES LTD,5491858260-29/9/2014,1511906,"Skipton House - Annual Rent 25th Jun 2014 - 24th Jun 2015 (Property Ref:194646) @ £1,511,906 per qtr.",W1U 7DA,,Admin,LARGE,
Department of Health,Department of Health,16/09/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584162401,100508.47,IMS3 - Telephony - Managed Agency Service (MAS) - payment to 3rd party telephony suppliers,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,16/09/2014,Service charge,DG: IGT,MASTEK UK LTD,90332817,395172.53,Revenue: Mastek Spine 2 - Reserve for the agile services to be delivered under the development contract for the delivery of IAM services,RG1 8BW,,Programme,LARGE,
Department of Health,Department of Health,16/09/2014,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10054,38171.26,SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,16/09/2014,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10055,79736.04,SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,16/09/2014,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10056,44195.37,SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,16/09/2014,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10068,35917.23,SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,16/09/2014,Service charge,DG: IGT,INTECHNOLOGY LTD,ISIN10071,42306.96,SU Spine - revenue. In Tech: replatforming oracle,HG3 1UG,,Programme,SME,
Department of Health,Department of Health,17/09/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340643RI,46676.46," Building Maintenance Costs from 01/04/14 -31/03/201515 @ £46,676.46 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/09/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340643RI,22528.31,"Cleaning Costs from 01/04/14 -31/03/201515 @ £22,528.31 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/09/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340643RI,13007.45,"FM Costs from 01/04/14 -31/03/201515 @ £13,007.45 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/09/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,00340643RI,29340.24,"Security Costs from 01/04/14 -31/03/201515 @ £29,340.24 mthly",SO53 3YE,,Admin,LARGE,
Department of Health,Department of Health,17/09/2014,Professional fees,DG: GOAD,PRICEWATERHOUSECOOPERS LLP,1354236569,43702.14,DH Internal Audit review work,E14 9SQ,,Admin,LARGE,
Department of Health,Department of Health,17/09/2014,Publicity & advertising,DG: ERD,IPSOS MORI UK LTD,14001649,66600,DH Annual Stakeholder Survey 2014 & 2015,HA1 1PT,,Programme,LARGE,
Department of Health,Department of Health,17/09/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,5584167009,1370982.48,August 2014 IMS3 Open Service charges,WS11 0JA,,Admin,LARGE,
Department of Health,Department of Health,18/09/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,10104672,50576.4,HTA Commissioned Research,SW1W 9SR,,Programme,LARGE,
