Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT Registration Number
Department for Culture Media and Sport,Department for Culture Media and Sport,09/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Radley Yeldar Ltd,30028169,"16,646.20","""2012 IS GREAT"""
Department for Culture Media and Sport,Department for Culture Media and Sport,09/10/2012,Publicity,GOE managed programme costs,Radley Yeldar Ltd,30028169,"83,231.00","""2012 IS GREAT"""
Department for Culture Media and Sport,Department for Culture Media and Sport,10/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Grant Thornton UK LLP,30028198,"7,000.00",META-EVALUATION - INV 31
Department for Culture Media and Sport,Department for Culture Media and Sport,10/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Grant Thornton UK LLP,30028199,"7,000.00",META-EVALUATION - INV 30
Department for Culture Media and Sport,Department for Culture Media and Sport,10/10/2012,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,30028198,"35,000.00",META-EVALUATION - INV 31
Department for Culture Media and Sport,Department for Culture Media and Sport,10/10/2012,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,30028199,"35,000.00",META-EVALUATION - INV 30
Department for Culture Media and Sport,Department for Culture Media and Sport,10/10/2012,Subsidy to PC,OFCOM,OFCOM,50000352,"195,348.00",OFCOM GIA OCT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,11/10/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000320,"140,000,000.00",BBC GIA OCT 12 - PT3
Department for Culture Media and Sport,Department for Culture Media and Sport,11/10/2012,Reimbursement of Agreed Costs,GOE managed programme costs,TGM Group,30028235,"26,000.00",49 SEAT COACHES
Department for Culture Media and Sport,Department for Culture Media and Sport,12/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Aircom International,30028236,"4,500.00",WORK PACKAGE 3
Department for Culture Media and Sport,Department for Culture Media and Sport,12/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Sport Resolutions (UK),30028233,"11,995.00",NAPD SERVICE CONTRACT
Department for Culture Media and Sport,Department for Culture Media and Sport,12/10/2012,Tribunal Administration Fees,Sports - Programme Costs,Sport Resolutions (UK),30028233,"59,975.00",NAPD SERVICE CONTRACT
Department for Culture Media and Sport,Department for Culture Media and Sport,15/10/2012,Official Functions,GOE managed programme costs,Foreign & Commonwealth Office,30028273,"39,566.56",RECEPTION 12.8.12:  OLYMPIC CLOSING CERE
Department for Culture Media and Sport,Department for Culture Media and Sport,15/10/2012,Official Functions,GOE managed programme costs,Foreign & Commonwealth Office,30028271,"43,991.06",RECEPTION 9.9.12 - PARALYMPIC CLOSING C
Department for Culture Media and Sport,Department for Culture Media and Sport,15/10/2012,Official Functions,GOE managed programme costs,Foreign & Commonwealth Office,30028272,"55,834.50",RECEPTION 29.8.12 - PARALYMPIC OPENING C
Department for Culture Media and Sport,Department for Culture Media and Sport,15/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028282,"6,361,417.10",DRAWDOWN REQUEST 30.9.12
Department for Culture Media and Sport,Department for Culture Media and Sport,16/10/2012,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Birmingham Museums & Art Gallery,30028248,"65,000.00",SOHO HOUSE MUSEUM
Department for Culture Media and Sport,Department for Culture Media and Sport,16/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Liberata UK Ltd,30028106,"4,317.71",ACCOUNTING SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,16/10/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,30028106,"21,588.52",ACCOUNTING SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,16/10/2012,Leveson DCMS-MoJ Control,Leveson Inquiry Admin Costs,Ministry of Justice,30028188,"314,015.96",LEVESON ENQUIRY COSTS    270912
Department for Culture Media and Sport,Department for Culture Media and Sport,16/10/2012,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Porthcurno Telegraph Museum,30028250,"35,000.00",DEVELOPING FOR THE FUTURE
Department for Culture Media and Sport,Department for Culture Media and Sport,16/10/2012,DCMS Wolfson Round 1 2012/13,Gross payment of joint funded grant,Wallace Collection,30028215,"75,000.00",DRAWDOWN REQ ROUND 2 2011-13
Department for Culture Media and Sport,Department for Culture Media and Sport,17/10/2012,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,50000371,"238,083.00",NFTS GIA OCT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,17/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Olympic Delivery Authority,30028297,"4,276.40",DESIGN & PRINTING COSTS RECHARGE
Department for Culture Media and Sport,Department for Culture Media and Sport,17/10/2012,Publicity,GOE Admin Costs,Olympic Delivery Authority,30028297,"21,382.00",DESIGN & PRINTING COSTS RECHARGE
Department for Culture Media and Sport,Department for Culture Media and Sport,18/10/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000321,"35,316,750.00",BBC GIA OCT 12 - PT4
Department for Culture Media and Sport,Department for Culture Media and Sport,18/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028338,"239,011.43",AUGUST DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,18/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028342,"447,264.02",SEPT DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,18/10/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG,30028341,"2,714,308.00",SEPT DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,18/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028339,"3,000,000.00",SEPT DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,18/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028340,"6,315,999.84",SEPT DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,18/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028343,"16,232,993.37",SEPT DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,18/10/2012,Basic Pay (Secondees),GOE Admin Costs,Ministry of Defence ,30028331,"40,144.14",RAF PERSONNEL QTR 2 FY12/13
Department for Culture Media and Sport,Department for Culture Media and Sport,19/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028356,"43,117.00",SEPT DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,19/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028357,"873,546.21",SEPT DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,19/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028355,"18,588,760.25",SEPT DRAWDOWM
Department for Culture Media and Sport,Department for Culture Media and Sport,19/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Oxford Said Business School Ltd,30028323,"5,000.00",MPLA COHORT 2 - J BELZA
Department for Culture Media and Sport,Department for Culture Media and Sport,19/10/2012,Learning & Development,Central Learning & Development,Oxford Said Business School Ltd,30028323,"25,000.00",MPLA COHORT 2 - J BELZA
Department for Culture Media and Sport,Department for Culture Media and Sport,22/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,GCDA,30028096,"4,500.50",SEPT 12 MONTHLY CHARGE - DUTY CAR
Department for Culture Media and Sport,Department for Culture Media and Sport,22/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,GCDA,30028097,"4,500.50",SEPT 12 MONTHLY CHARGE - H ROBERTSON
Department for Culture Media and Sport,Department for Culture Media and Sport,22/10/2012,Other Car Services,Secretary of State,GCDA,30028096,"22,502.50",SEPT 12 MONTHLY CHARGE - DUTY CAR
Department for Culture Media and Sport,Department for Culture Media and Sport,22/10/2012,Other Car Services,Minister Sport,GCDA,30028097,"22,502.50",SEPT 12 MONTHLY CHARGE - H ROBERTSON
Department for Culture Media and Sport,Department for Culture Media and Sport,23/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30028324,"8,633.00",BDUP MIP SEPT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,23/10/2012,Management Consultants,Broadband Delivery UK (Admin),Atos IT Services UK Limited,30028324,"43,165.00",BDUP MIP SEPT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,23/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028382,"459,694.80",SEPT 12 DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,23/10/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028381,"808,294.91",SEPT 12 DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,24/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30028332,"8,834.08",SEPTEMBER 12 VARIABLE
Department for Culture Media and Sport,Department for Culture Media and Sport,24/10/2012,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30028332,"44,170.41",SEPTEMBER 12 VARIABLE
Department for Culture Media and Sport,Department for Culture Media and Sport,24/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,St John Ambulance,30028411,"12,944.40",First aid cover Diamond Jubilee
Department for Culture Media and Sport,Department for Culture Media and Sport,24/10/2012,Ceremonials - Other Costs,State Ceremonials Prog Costs,St John Ambulance,30028411,"64,722.00",First aid cover Diamond Jubilee
Department for Culture Media and Sport,Department for Culture Media and Sport,25/10/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000322,"35,316,750.00",BBC GIA OCT 12 - PT5
Department for Culture Media and Sport,Department for Culture Media and Sport,26/10/2012,Grant to OGD (Resource),GOE managed programme costs,Home Office ,30028290,"66,210,000.00",IN VENUE SECURITY Q2 12-13
Department for Culture Media and Sport,Department for Culture Media and Sport,26/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,The British Museum Great Court Limited,30028446,"10,500.00",TREASURE RUNNING COSTS 4/12  -  9/12
Department for Culture Media and Sport,Department for Culture Media and Sport,26/10/2012,Translations,GOE Admin Costs,The British Museum Great Court Limited,30028446,"52,500.00",TREASURE RUNNING COSTS 4/12  -  9/12
Department for Culture Media and Sport,Department for Culture Media and Sport,26/10/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30028452,"22,096.13",Field Work September 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,26/10/2012,Research,EAU Taking Part Survey,TNS UK LTD,30028452,"110,480.67",Field Work September 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,29/10/2012,Capital Grant Private Sector,Other Heritage Programme Costs,Bomber Command Association,30028481,"400,000.00",Bomber Command Ass
Department for Culture Media and Sport,Department for Culture Media and Sport,30/10/2012,Capital Grant Private Sector,LPW Programme Costs,The Archbishops Council,30028494,"56,998.00",CAPITAL GRANT LPW 1/AUG - 30SEP 2012/13
Department for Culture Media and Sport,Department for Culture Media and Sport,30/10/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025867,"25,334.00",CS RATES 6TH FLOOR INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,30/10/2012,National Non-Domestic Rates,Estates & Property Services,Westminster City Council-Business Rates,30025858,"164,432.00",CS RATES BASEMENT TO 4TH INSTALMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,31/10/2012,Management Consultants,Broadband Delivery UK (Admin),Local Partnerships,30028448,"81,357.60",Rural Broadband
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Current Grants Private Sector,Own Art: Take It Away: CILF,ArtCo Trading Ltd,30028388,"170,176.41",MONTHLY DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Arts bodies,Arts Council of England,50000381,"36,883,985.00",ACE GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000376,"32,000,000.00",BBC GIA NOV 12 - PT1
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA British Film Institute,British Film Institute,50000384,"1,961,773.00",BFI GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Geffrye Museum,50000358,"130,583.00",GM GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Current Grants Private Sector,GIA Architecture+Heritage,Greenwich Foundation for the RN College,50000361,"111,833.00",GFORNC GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Horniman Museum,50000359,"354,000.00",HM GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Imperial War Museum,50000387,"1,784,150.00",IWM GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028542,"106,500.40",DRAWDOWN REQUEST-REGIONAL SPECTACULARS
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Museums & Galleries Merseyside,50000382,"1,829,874.00",NML GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Portrait Gallery,50000380,"606,417.00",NPG GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Natural History Museum,50000372,"3,813,000.00",NHM GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,Public Lending Right,50000367,"43,489.00",PLR GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA S4C Welsh Fourth Channel,S4C-Sianel Pedwar Cymru,50000383,"7,640,868.00",S4C GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Science Museum Group,50000374,"3,700,000.00",NMSI GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Sir John Soane's Museum,50000364,"95,027.00",SJSM GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport England,50000386,"5,000,000.00",SE GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,Sport Ground Safety Authority,50000355,"98,000.00",SGSA GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,The Royal Armouries,50000378,"738,000.00",RA GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Anti Doping Ltd,50000354,"469,800.00",UKAD GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Victoria & Albert Museum,50000369,"3,392,000.00",V&A GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Tourism bodies,Visit Britain,50000360,"500,000.00",VB GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,01/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Wallace Collection,50000370,"245,500.00",TWC GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,02/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30028529,"18,543.13",PROFESSIONAL CHARGE - SEP 12
Department for Culture Media and Sport,Department for Culture Media and Sport,02/11/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30028529,"92,715.65",PROFESSIONAL CHARGE - SEP 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Libraries bodies,British Library,50000365,"11,751,911.00",BL GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,British Museum,50000366,"2,835,442.00",BM GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Architecture+Heritage,English Heritage,50000379,"9,000,000.00",EH GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Gallery,50000368,"2,515,918.00",NG GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Gambling + Lottery bodies,National Lottery Commission,50000357,"230,000.00",NLC GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,National Maritime Museum,50000375,"1,404,000.00",NMM GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Museums & Galleries,Tate Gallery,50000373,"2,834,333.00",TATE GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,05/11/2012,Grant-in-Aid (DCMS NDPBs),GIA Sports bodies,United Kingdom Sports Council,50000385,"4,145,054.00",UKSC GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,06/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30028354,306.5,PROJECT DEVELOPEMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,06/11/2012,IT Capital Additions,Information Services,Atos IT Services UK Limited,30028354,"318,919.55",PROJECT DEVELOPEMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,06/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30028469,"5,227.74",Sept 12 Var Work 1
Department for Culture Media and Sport,Department for Culture Media and Sport,06/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30028524,"8,834.08",DCMS - OCT12 CORE
Department for Culture Media and Sport,Department for Culture Media and Sport,06/11/2012,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30028469,"28,653.43",Sept 12 Var Work 1
Department for Culture Media and Sport,Department for Culture Media and Sport,06/11/2012,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30028524,"44,170.41",DCMS - OCT12 CORE
Department for Culture Media and Sport,Department for Culture Media and Sport,06/11/2012,ERNIC (Secondees),Broadband Delivery UK (Admin),HM Treasury ,30028566,"37,500.00","M AGAR - BORADBAND DEL 07,08,09/2012"
Department for Culture Media and Sport,Department for Culture Media and Sport,07/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Liberata UK Ltd,30028590,"4,668.30",LPW 004 GO LIVE
Department for Culture Media and Sport,Department for Culture Media and Sport,07/11/2012,Management of Grant Programmes,LPW Programme Costs,Liberata UK Ltd,30028590,"23,341.50",LPW 004 GO LIVE
Department for Culture Media and Sport,Department for Culture Media and Sport,07/11/2012,Legal Services - Programme,Spectrum + Broadband prog cost,Ministry of Justice,30028586,"25,000.00",LAW COMMISSION COMMUNICATIONS CODE
Department for Culture Media and Sport,Department for Culture Media and Sport,07/11/2012,Treasure claims,Misc Balance Sheet,Mr J Hyatt,30028605,"70,000.00",TREASURE PAYMENT
Department for Culture Media and Sport,Department for Culture Media and Sport,07/11/2012,Subsidy to PC,OFCOM,Ofcom,30028602,"1,313,422.00",OLYMPIC SPECTRUM COSTS
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,Grant to Public Broadcasting Corporation,Home Broadcasting:Grant to BBC,British Broadcasting Corporation,50000377,"8,000,000.00",BBC GIA NOV 12 - PT2
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,Temp staff Interim managers,Broadband Delivery UK (Admin),Capita Resourcing Ltd,30028642,"29,613.79",B HUTCHINSON TO PE13.10.12
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Fairplace Ltd,30028635,"10,500.00",OUTPLACEMENT PROGRAMME
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,Learning & Development,Central Learning & Development,Fairplace Ltd,30028635,"52,500.00",OUTPLACEMENT PROGRAMME
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,Basic Pay (Secondees),Broadband Delivery UK (Admin),HM Treasury ,30028598,"40,184.13",SECONDMENT JULY - SEPT 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,KPMG LLP,30028580,"19,304.90",JUNE 12 SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,Management Consultants,Broadband Delivery UK (Admin),KPMG LLP,30028580,"134,036.52",JUNE 12 SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Pinsent Masons,30028611,"9,076.13",SEPT 12 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,Legal Services - Programme,Broadband Delivery UK (Admin),Pinsent Masons,30028611,"45,380.63",SEPT 12 CHARGES
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,Reimbursement of Agreed Costs,GOE managed programme costs,The Prince's Trust,30028648,"79,831.04",OPPORTUNITY 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Treasury Solicitors,30028650,"2,971.00",CHARGES TO 31.10.12
Department for Culture Media and Sport,Department for Culture Media and Sport,08/11/2012,TSOL Disbursement Costs,Legal Advisers to DCMS (TSOL),Treasury Solicitors,30028650,"25,789.19",CHARGES TO 31.10.12
Department for Culture Media and Sport,Department for Culture Media and Sport,13/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30028681,"11,058.00",BDUK MIP OCT 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,13/11/2012,Management Consultants,Broadband Delivery UK (Admin),Atos IT Services UK Limited,30028681,"55,290.00",BDUK MIP OCT 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,13/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Carillion Services Ltd,30028653,"8,441.55",OCT 12 PROJECT WORK
Department for Culture Media and Sport,Department for Culture Media and Sport,13/11/2012,Building Maintenance,Estates & Property Services,Carillion Services Ltd,30028653,"42,207.81",OCT 12 PROJECT WORK
Department for Culture Media and Sport,Department for Culture Media and Sport,13/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Liberata UK Ltd,30028548,"4,338.82",DCMS SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,13/11/2012,Finance & Accounting Services,Finance & Planning,Liberata UK Ltd,30028548,"21,694.09",DCMS SERVICES
Department for Culture Media and Sport,Department for Culture Media and Sport,13/11/2012,Management Consultants,Broadband Delivery UK (Admin),Local Partnerships,30028666,"82,730.47",RURAL BROADBAND PROGRAMME OCT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,13/11/2012,Other Creditors,Spectrum Management,Northern Ireland Paymaster General,30028700,"7,491,488.00",share of WTA and other Spectrum use licences
Department for Culture Media and Sport,Department for Culture Media and Sport,14/11/2012,Research,EAU Policy Research + Eval,Office for National Statistics,30028719,"48,562.50",FEES FOR SPONSORED QUESTION/2012 IPS SUR
Department for Culture Media and Sport,Department for Culture Media and Sport,15/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Grant Thornton UK LLP,30028728,"5,100.00",META EVALUATION - PRIMARY RESEARCH
Department for Culture Media and Sport,Department for Culture Media and Sport,15/11/2012,Research,EAU Policy Research + Eval,Grant Thornton UK LLP,30028728,"25,500.00",META EVALUATION - PRIMARY RESEARCH
Department for Culture Media and Sport,Department for Culture Media and Sport,16/11/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028734,"56,468.58",OCT 12 DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,16/11/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028738,"59,119.46",OCT 12 DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,16/11/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028739,"98,795.46",SEPT 12 DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,16/11/2012,Capital Grants to PCs,Grants to LOCOG,LOCOG,30028736,"666,274.00",OCT 12 DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,16/11/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028735,"5,851,966.51",SEPT 12 DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,16/11/2012,Subsidy to PC,Grants to LOCOG,LOCOG,30028737,"17,711,534.48",OCT 12 DRAWDOWN
Department for Culture Media and Sport,Department for Culture Media and Sport,19/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Atos IT Services UK Limited,30028731,"26,930.07",CONTRACT NUMBER 100001
Department for Culture Media and Sport,Department for Culture Media and Sport,19/11/2012,IT Capital Additions,Information Services,Atos IT Services UK Limited,30028731,"710,644.15",CONTRACT NUMBER 100001
Department for Culture Media and Sport,Department for Culture Media and Sport,19/11/2012,Government Procurement Card,Procurement,Barclays Bank plc,30028726,"50,988.83",GPC AUG 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,19/11/2012,Leveson DCMS-MoJ Control,Leveson Inquiry Admin Costs,Ministry of Justice,30028747,"337,526.05",LEVESON ENQUIRY COSTS - SEPT 12
Department for Culture Media and Sport,Department for Culture Media and Sport,19/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Treasury Solicitors,30028745,"91,357.80",ADVISORY GROUP Q2 OCT 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,19/11/2012,TSOL Advice Billed Hours,Legal Advisers to DCMS (TSOL),Treasury Solicitors,30028745,"456,789.00",ADVISORY GROUP Q2 OCT 2012
Department for Culture Media and Sport,Department for Culture Media and Sport,20/11/2012,Olympic Ticket Purchases,GOE managed programme costs,LOCOG ,30028772,"177,964.00",AR_00000077 STAGE 4 BILLING
Department for Culture Media and Sport,Department for Culture Media and Sport,20/11/2012,Capital Grant Private Sector,Grant support to NFTS,National Film & Television School,50000390,"238,083.00",NFTS GIA NOV 12
Department for Culture Media and Sport,Department for Culture Media and Sport,21/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,Piggotts Co Ltd,30028773,"11,333.45",FLAG POLE REPAIR/REMOVAL/INSPECTION
Department for Culture Media and Sport,Department for Culture Media and Sport,21/11/2012,Flag Flying,State Ceremonials Prog Costs,Piggotts Co Ltd,30028773,"56,667.27",FLAG POLE REPAIR/REMOVAL/INSPECTION
Department for Culture Media and Sport,Department for Culture Media and Sport,23/11/2012,VAT-Recoverable Contracted-Out,Misc Balance Sheet,TNS UK LTD,30028791,"22,096.13",Y8: OCT/NOV 12 FIELDWORK
