Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Expenditure Type,Contract Number
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-482192-69238,27117.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-482192-69238,1541019.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-482192-69238,96431.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-482192-69238,26900.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,PR7 1GZ,ERS-482192-69238,128570.00 ,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-482197-69195,335307.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-482197-69195,25000.00 ,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-482197-69195,43376.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-482197-69195,558436.00 ,CLARHCs,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-482197-69195,462171.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-482197-69195,1307740.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-482197-69195,79806.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-482197-69195,209813.00 ,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,ERS-482197-69195,13488.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEICESTER CITY PCT,PUBLIC,LE1 6NB,ERS-482202-69119,14250.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEICESTER CITY PCT,PUBLIC,LE1 6NB,ERS-482202-69119,75444.00 ,UKCRC Primary Care Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEICESTER CITY PCT,PUBLIC,LE1 6NB,ERS-482202-69119,5533.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LEICESTER CITY PCT,PUBLIC,LE1 6NB,ERS-482202-69119,87788.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,LIVERPOOL PCT,PUBLIC,L13 1HN,ERS-482205-69114,66313.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MAIDSTONE & TUNBRIDGE WELLS NHS TRUST,PUBLIC,ME16 9QQ,ERS-482208-69222,308905.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MAIDSTONE & TUNBRIDGE WELLS NHS TRUST,PUBLIC,ME16 9QQ,ERS-482208-69222,19340.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-482217-69251,22104.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-482217-69251,125045.00 ,UKCRC Alzheimers Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MANCHESTER MENTAL HEALTH & SOCIAL CARE TRUST,PUBLIC,M21 9UN,ERS-482217-69251,197176.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MEDWAY TEACHING PCT,PUBLIC,ME19 4AX,ERS-482219-69109,29348.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MEDWAY TEACHING PCT,PUBLIC,ME19 4AX,ERS-482219-69109,140271.00 ,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MID ESSEX PCT,PUBLIC,CM8 2TL,ERS-482220-69127,26667.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MID ESSEX PCT,PUBLIC,CM8 2TL,ERS-482220-69127,128235.00 ,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-482223-69188,1187149.00 ,Bio-Medical Centres,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-482223-69188,171532.00 ,Cooksey Patient Care,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,EC1V 2PD,ERS-482223-69188,293679.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-482226-69249,331462.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-482226-69249,194156.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-482226-69249,185677.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-482226-69249,177563.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-482226-69249,202621.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NHS BLOOD AND TRANSPLANT (NHSBT),PUBLIC,LS15 7TW,ERS-482226-69249,230512.00 ,Cooksey Patient Care,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,ERS-482227-69248,45605.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NHS DIRECT NHS TRUST,PUBLIC,MK14 6DY,ERS-482227-69248,105565.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-482228-69180,16530.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-482228-69180,98675.00 ,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-482228-69180,34738.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-482228-69180,1385352.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORFOLK & NORWICH UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,PUBLIC,NR4 7UY,ERS-482228-69180,193421.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-482230-69183,20778.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-482230-69183,120289.00 ,UKCRC Alzheimers Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR6 5BE,ERS-482230-69183,19358.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORFOLK PCT,PUBLIC,NR1 3FR,ERS-482231-69124,39943.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-482233-69213,7500.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-482233-69213,46921.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH BRISTOL NHS TRUST,PUBLIC,BS1 2NP,ERS-482233-69213,197406.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH EAST ESSEX PCT,PUBLIC,CO15 4AB,ERS-482234-69126,48731.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH EAST ESSEX PCT,PUBLIC,CO15 4AB,ERS-482234-69126,1824350.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH EAST LONDON NHS FOUNDATION TRUST,PUBLIC,CM8 2TL,ERS-482236-69141,31367.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH EAST LONDON NHS FOUNDATION TRUST,PUBLIC,CM8 2TL,ERS-482236-69141,86754.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH EAST LONDON NHS FOUNDATION TRUST,PUBLIC,CM8 2TL,ERS-482236-69141,99992.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,PUBLIC,ST2 8LD,ERS-482237-69179,24158.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,PUBLIC,ST2 8LD,ERS-482237-69179,117582.00 ,UKCRC Stroke Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-482238-69120,2190800.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-482238-69120,3035.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-482238-69120,75381.00 ,UKCRC Primary Care Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-482238-69120,17000.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-482238-69121,172084.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-482238-69121,58217.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH STAFFORDSHIRE PCT,PUBLIC,ST13 6HQ,ERS-482238-69121,53493.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-482239-69212,57477.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-482239-69212,76828.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH WEST LONDON HOSPITALS NHS TRUST,PUBLIC,HA1 3UJ,ERS-482239-69212,2865393.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH YORKSHIRE & YORK PCT,PUBLIC,YO17 6QR,ERS-482240-69116,70130.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTH YORKSHIRE & YORK PCT,PUBLIC,YO17 6QR,ERS-482240-69116,66207.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-482242-69231,21309.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-482242-69231,101774.00 ,UKCRC Mental Health Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE3 3XT,ERS-482242-69231,86196.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE4 6BE,ERS-482242-69232,24457.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,"NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",PUBLIC,NE4 6BE,ERS-482242-69232,122136.00 ,UKCRC Alzheimers Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,PUBLIC,NE12 8EW,ERS-482244-69205,35365.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,PUBLIC,NE12 8EW,ERS-482244-69205,94986.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM CITY PCT,PUBLIC,WF3 1WE,ERS-482245-69104,96521.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM CITY PCT,PUBLIC,WF3 1WE,ERS-482245-69104,89809.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM CITY PCT,PUBLIC,WF3 1WE,ERS-482245-69105,117000.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69227,83765.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69227,346758.00 ,Biomedical Units,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69227,312864.00 ,Biomedical Units,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69227,3324720.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69227,46637.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69227,145000.00 ,UKCRC Medicines for Childrens Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69227,25222.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69227,149094.00 ,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69227,30980.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69228,76125.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,NG7 2UK,ERS-482246-69228,87842.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-482247-69162,21282.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-482247-69162,101643.00 ,UKCRC Mental Health Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-482247-69162,146843.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-482247-69162,537573.00 ,CLARHCs,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NOTTINGHAMSHIRE HEALTHCARE NHS TRUST,PUBLIC,NG3 6AA,ERS-482247-69162,109620.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,NUFFIELD ORTHOPAEDIC NHS TRUST,PUBLIC,OX3 7LD,ERS-482248-69143,96176.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,OXFORD UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,OX3 9DX,ERS-482253-69207,158595.00 ,CRF's CRII,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,PENNINE CARE NHS FOUNDATION TRUST,PUBLIC,OL6 7SR,ERS-482260-69201,31854.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,PLYMOUTH HOSPITALS NHS TRUST,PUBLIC,WF3 1WE,ERS-482262-69172,62313.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,PLYMOUTH HOSPITALS NHS TRUST,PUBLIC,WF3 1WE,ERS-482262-69172,105847.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,ROYAL BROMPTON AND HAREFIELD NHS FOUNDATION TRUST,PUBLIC,UB9 6JH,ERS-482268-69202,356156.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,ERS-482272-69161,118360.00 ,UKCRC Stroke Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,ROYAL LIVERPOOL & BROADGREEN HOSPITALS UNIVERSITY NHS TRUST,PUBLIC,L7 8XP,ERS-482274-69191,328152.00 ,Biomedical Units,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-482282-69182,97688.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-482282-69182,137272.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-482282-69182,117400.00 ,UKCRC Stroke Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-482282-69182,23156.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-482282-69182,118193.00 ,UKCRC Diabetes Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SALFORD ROYAL NHS FOUNDATION TRUST,PUBLIC,M6 8HD,ERS-482282-69182,20795.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SALISBURY NHS FOUNDATION TRUST,PUBLIC,SP2 8BJ,ERS-482285-69186,26974.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-482292-69164,117639.00 ,CRF's CRII,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-482292-69164,25000.00 ,Experimental Cancer Medical Centres,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-482292-69164,412646.00 ,CLARHCs,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-482292-69164,72918.00 ,Support for HITF/HTCS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-482292-69164,1392563.00 ,Comprehensive Networks,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-482292-69164,39079.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-482292-69164,154366.00 ,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,S5 7AU,ERS-482292-69164,32607.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,ERS-482300-69110,32607.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,ERS-482300-69110,166621.00 ,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,ERS-482300-69110,87912.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SOUTH BIRMINGHAM PCT,PUBLIC,B7 4WS,ERS-482300-69110,101495.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-482308-69211,201018.00 ,CRF's CRII,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-482308-69211,63106.00 ,Applied Research Programme,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,PUBLIC,BR3 3BX,ERS-482308-69211,138069.00 ,UKCRC Mental Health Projects,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-482309-69208,24867.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,PUBLIC,TS4 3BW,ERS-482309-69208,94289.00 ,CANCER RESEARCH NETWORKS,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,THE LEEDS COMMUNITY HEALTHCARE NHS TRUST,PUBLIC,LS6 1PF,ERS-482336-69257,56711.00 ,Flexibility & Sustainability Funding,Programme,
Department of Health,Department of Health,15/01/2013,Research & development,Research & Development,THE LEEDS COMMUNITY HEALTHCARE NHS TRUST,PUBLIC,LS6 1PF,ERS-482336-69257,56581.00 ,Applied Research Programme,Programme,
