Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Category,Sub-Category,Micro-Category
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SHEFFIELD CITY COUNCIL,2023937619,"Ł382,037.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Corporate,18-Jan-12,STAFF COSTS,COO,SHEFFIELD HALLAM UNIVERSITY,2024005365,"Ł194,750.90",Research,Social Research,Social Research
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SHEPWAY DISTRICT COUNCIL,2023937620,"Ł80,796.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SHETLAND ISLANDS COUNCIL,2023937621,"Ł10,186.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SHROPSHIRE COUNCIL,2023937622,"Ł170,683.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,European Social Fund,12-Jan-12,,,SKILLS FUNDING AGENCY,5000000867,"Ł3,769,684.00",European Social Fund,European Social Fund,European Social Fund
Department for Work and Pensions,European Social Fund,18-Jan-12,,,SKILLS FUNDING AGENCY,5000000879,"Ł3,912,441.00",European Social Fund,European Social Fund,European Social Fund
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SLOUGH BOROUGH COUNCIL,2023937623,"Ł112,375.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,European Social Fund,10-Jan-12,,,SOCIAL ENTERPRISE EAST MIDLANDS LTD,5000000855,"Ł45,352.00",European Social Fund,European Social Fund,European Social Fund
Department for Work and Pensions,European Social Fund,12-Jan-12,,,SOCIAL ENTERPRISE NETWORK LTD,5000000868,"Ł82,443.00",European Social Fund,European Social Fund,European Social Fund
Department for Work and Pensions,Corporate,09-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,SOFTWARE AG UK LTD,2023856873,"Ł40,750.20",Information & Communications Technology,Systems Delivery,Application Development
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOLIHULL METROPOLITAN BOROUGH COUNCIL,2023937624,"Ł117,560.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH AYRSHIRE COUNCIL,2023937625,"Ł87,382.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - NON-WORK PROGRAMME,COO,SOUTH BUCKS DISTRICT COUNCIL,2023937626,"Ł25,623.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH CAMBRIDGESHIRE DISTRICT COUNCIL,2023937627,"Ł49,139.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH DERBYSHIRE DISTRICT COUNCIL,2023937628,"Ł40,436.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH GLOUCESTERSHIRE COUNCIL,2023937629,"Ł137,635.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH HAMS DISTRICT COUNCIL,2023937630,"Ł46,266.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH HOLLAND DISTRICT COUNCIL,2023937631,"Ł51,269.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH KESTEVEN DISTRICT COUNCIL,2023937632,"Ł70,457.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH LAKELAND DISTRICT COUNCIL,2023937633,"Ł41,699.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,NETWORK,CIT,SOUTH LANARKSHIRE COUNCIL,2023937634,"Ł239,641.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,NETWORK,CIT,SOUTH NORFOLK DISTRICT COUNCIL,2023937635,"Ł59,382.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,COMPUTER SERVICES,CIT,SOUTH NORTHANTS COUNCIL,2023937636,"Ł27,583.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,COMPUTER SERVICES,CIT,SOUTH OXFORDSHIRE DISTRICT COUNCIL,2023937637,"Ł48,080.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,MANAGEMENT CONSULTANCY,CIT,SOUTH RIBBLE BOROUGH COUNCIL C,2023937638,"Ł54,828.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH SOMERSET DISTRICT COUNCIL,2023937639,"Ł95,157.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH STAFFORDSHIRE DISTRICT COUNCIL,2023937640,"Ł49,608.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTH TYNESIDE METROPOLITAN BOROUGH COUNCIL,2023937641,"Ł138,217.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,European Social Fund,10-Jan-12,,,SOUTH WEST DWP,5000000856,"Ł2,961,266.00",Non Commercial Costs,Other Non Commercial Costs,Other Non Commercial Costs
Department for Work and Pensions,Employment Programmes,31-Jan-12,,,SOUTH WEST LONDON & ST GEORGES NHS TRUST,2024112685,"Ł32,123.13",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,31-Jan-12,,,SOUTH WEST LONDON & ST GEORGES NHS TRUST,2024112685,"Ł2,184.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTHAMPTON CITY COUNCIL,2023937642,"Ł187,775.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SOUTHEND ON SEA BOROUGH COUNCIL,2023937643,"Ł143,761.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Corporate,30-Jan-12,,,SOUTHERN ELECTRIC PLC,2024106509,"Ł79,428.79",Estates,Non-PRIME,Non PRIME Utilities
Department for Work and Pensions,"Pension, Disability Carers Services",17-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,SOUTHERN ELECTRIC PLC,2023947055,"Ł36,256.04",Estates,Non-PRIME,Non PRIME Utilities
Department for Work and Pensions,Corporate,10-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SPECIALIST COMPUTER CENTRES PLC,2023862401,"Ł19,346.03",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Jobcentre Plus,04-Jan-12,FLEXIBLE SUPPORT FUND,COO,SPECIALIST COMPUTER CENTRES PLC,2023841511,"Ł414,648.00",Information & Communications Technology,Systems Delivery,Application Development
Department for Work and Pensions,Jobcentre Plus,18-Jan-12,STAFF COSTS,COO,SPECIALIST COMPUTER CENTRES PLC,2024005390,"Ł8,066.00",Information & Communications Technology,Systems Delivery,Application Development
Department for Work and Pensions,Jobcentre Plus,04-Jan-12,FLEXIBLE SUPPORT FUND,COO,SPECIALIST COMPUTER CENTRES PLC,2023841511,"Ł55,574.00",Information & Communications Technology,Systems Delivery,Application Development
Department for Work and Pensions,Corporate,10-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SPECIALIST COMPUTER CENTRES PLC,2023862401,Ł659.84,Information & Communications Technology,Systems Delivery,Desktop / Local Area Network
Department for Work and Pensions,Corporate,31-Jan-12,,,SPECIALIST COMPUTER CENTRES PLC,2024112689,"Ł23,992.22",Information & Communications Technology,Systems Delivery,Desktop / Local Area Network
Department for Work and Pensions,Corporate,26-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,SPECIALIST COMPUTER CENTRES PLC,2024096983,"Ł622,552.27",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Corporate,31-Jan-12,,,SPECIALIST COMPUTER CENTRES PLC,2024112689,"Ł6,058.24",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Corporate,10-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SPECIALIST COMPUTER CENTRES PLC,2023862401,"Ł2,788.80",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Corporate,10-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SPECIALIST COMPUTER CENTRES PLC,2023862401,"Ł46,996.61",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Corporate,16-Jan-12,STAFF COSTS,COO,SPECIALIST COMPUTER CENTRES PLC,2023941049,"Ł685,894.32",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Corporate,18-Jan-12,STAFF COSTS,COO,SPECIALIST COMPUTER CENTRES PLC,2024005390,"Ł1,533.76",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Jobcentre Plus,18-Jan-12,STAFF COSTS,COO,SPECIALIST COMPUTER CENTRES PLC,2024005390,"Ł31,632.50",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Corporate,04-Jan-12,FLEXIBLE SUPPORT FUND,COO,SPECIALIST COMPUTER CENTRES PLC,2023841511,"Ł2,687.86",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Jobcentre Plus,04-Jan-12,FLEXIBLE SUPPORT FUND,COO,SPECIALIST COMPUTER CENTRES PLC,2023841511,"Ł194,580.00",Information & Communications Technology,Systems Delivery,Hosting
Department for Work and Pensions,Corporate,04-Jan-12,FLEXIBLE SUPPORT FUND,COO,SPECIALIST COMPUTER CENTRES PLC,2023841511,"Ł39,000.00",Business & Financial Services,Financial Services,Other Financial Services
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SPELTHORNE BOROUGH COUNCIL,2023937644,"Ł48,436.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ST ALBANS DISTRICT COUNCIL,2023937645,"Ł53,217.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ST EDMUNDSBURY BOROUGH COUNCIL,2023937646,"Ł56,680.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,ST HELENS BOROUGH COUNCIL,2023937647,"Ł153,140.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Employment Programmes,13-Jan-12,PROFESSIONAL FEES,COO,ST LOYES COLLEGE FOUNDATION,2023935978,"Ł201,193.30",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Housing Benefits,13-Jan-12,AOS CONTRACTED OUT SERVICES,PS,STAFFORD BOROUGH COUNCIL,2023937648,"Ł53,477.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,AOS CONTRACTED OUT SERVICES,COO,STAFFORDSHIRE MOORLANDS DISTRICT COUNCIL,2023937649,"Ł42,195.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Jobcentre Plus,11-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,STANDGUIDE LTD,2023920548,"Ł24,228.67",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,12-Jan-12,PROFESSIONAL FEES,COO,STANDGUIDE LTD,2023930801,"Ł62,921.18",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Jobcentre Plus,19-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,STERIA,2024014480,"Ł67,636.94",Information & Communications Technology,Systems Delivery,ICT Consultancy
Department for Work and Pensions,Housing Benefits,13-Jan-12,OTHER GOODS AND SERVICES,Change PMU,STEVENAGE BOROUGH COUNCIL,2023937650,"Ł59,462.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,RESIDENTIAL TRAINING,COO,STIRLING COUNCIL,2023937651,"Ł46,099.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,STOCKPORT BOROUGH COUNCIL,2023937652,"Ł182,624.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,STOCKTON  BOROUGH COUNCIL,2023937653,"Ł146,783.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,STOKE ON TRENT CITY COUNCIL,2023937654,"Ł219,935.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,STRATFORD ON AVON DISTRICT COUNCIL,2023937655,"Ł57,238.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,STROUD DISTRICT COUNCIL,2023937656,"Ł55,411.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SUFFOLK COASTAL DISTRICT COUNCIL,2023937657,"Ł59,230.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SUNDERLAND CITY COUNCIL,2023937658,"Ł281,931.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SURREY HEATH BOROUGH COUNCIL,2023937659,"Ł33,368.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SWALE BOROUGH COUNCIL,2023937660,"Ł93,818.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SWANSEA CITY COUNCIL,2023937661,"Ł176,582.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,SWINDON BOROUGH COUNCIL,2023937662,"Ł131,877.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,TAMESIDE BOROUGH COUNCIL,2023937663,"Ł191,093.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,TAMWORTH BOROUGH COUNCIL,2023937664,"Ł44,914.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,TANDRIDGE DISTRICT COUNCIL,2023937665,"Ł33,605.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Housing Benefits,13-Jan-12,EP PROVIDER PAYMENT - WORK PROGRAMME,COO,TAUNTON DEANE BOROUGH COUNCIL,2023937666,"Ł65,246.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,TBG LEARNING LTD,2024097054,Ł960.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,TBG LEARNING LTD,2024097054,Ł500.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,TBG LEARNING LTD,2024097054,"Ł6,720.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,TBG LEARNING LTD,2024097054,"Ł2,000.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,TBG LEARNING LTD,2024097054,"Ł42,240.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,TBG LEARNING LTD,2024097054,"Ł8,750.00",Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,TBG LEARNING LTD,2024097054,Ł800.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Employment Programmes,26-Jan-12,STATIONERY/ PUBLICATIONS/IT CONSUMABLES,COO,TBG LEARNING LTD,2024097054,Ł960.00,Welfare to Work,Client Facing,Contracted Employment Provision
Department for Work and Pensions,Housing Benefits,13-Jan-12,STAFF COSTS,STR,TEIGNBRIDGE DISTRICT COUNCIL,2023937667,"Ł75,813.00",Non Commercial Costs,Local Authority,Housing Benefit Administration
Department for Work and Pensions,Corporate,25-Jan-12,PRINTING STATIONERY IT CONSUMABLES,COO,TELEFONICA O2 UK LTD,2024090163,"Ł181,189.56",Information & Communications Technology,Telecoms,Running Costs
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł35,318.87",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł45,718.28",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł227,733.51",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł48,883.40",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł20,071.09",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł44,034.47",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł140,037.78",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł287,299.44",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł106,362.66",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł82,158.61",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł113,114.85",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł112,767.90",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"-Ł169,847.73",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł287,421.18",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł4,662.84",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,"Pension, Disability Carers Services",31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł2,466,950.30",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Jobcentre Plus,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł29,691,768.45",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Jobcentre Plus,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł1,811,147.02",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł70,220.57",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł545,941.37",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł704,784.95",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł1,223,769.39",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł17,051.86",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł523,290.55",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł33,712.66",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł2,375.96",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,"Ł306,031.44",Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112846,Ł956.52,Estates,PRIME,PRIME Facility Price
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł5,391.82",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł10,497.14",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Jobcentre Plus,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł818,128.37",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł1,146.21",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,"Pension, Disability Carers Services",13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł120,938.55",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Jobcentre Plus,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł50,049.79",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł14,488.25",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł1,812.78",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"-Ł15,541.13",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł1,691.82",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"-Ł5,551.44",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"-Ł11,359.18",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł4,261.38",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł172,470.43",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł19,085.93",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł2,237.73",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,13-Jan-12,PROFESSIONAL FEES,COO,TELEREAL TRILLIUM,2023936051,"Ł5,545.60",Estates,PRIME,PRIME Variable Charge
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112848,"Ł25,724.46",Estates,PRIME,PRIME Utilities
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112848,"Ł5,593.30",Estates,PRIME,PRIME Utilities
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112848,"Ł2,586.04",Estates,PRIME,PRIME Utilities
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112848,"Ł1,872.16",Estates,PRIME,PRIME Utilities
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112848,"Ł6,991.95",Estates,PRIME,PRIME Utilities
Department for Work and Pensions,Corporate,31-Jan-12,,,TELEREAL TRILLIUM,2024112848,Ł34.89,Estates,PRIME,PRIME Utilities
