Departmental Family,Entity,Date,Expense Type,Expense Area,Supplier,Supplier Type,Supplier Site Postcode,Transaction Number, Amount ,PO Line Description,Contract Number,Project Code
,,13/02/2014,Research & development,DG: RDD,NEWCASTLE UNIVERSITY,PUBLIC,NE1 7RU,ERS-514131-85988," 112,510 ",HTA Commissioned Research,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-514165-85987," 107,659 ",Professorship Awards,,
,,13/02/2014,Research & development,DG: RDD,SOUTHAMPTON UNIVERSITY OF,PUBLIC,SO17 1BJ,ERS-514200-86053," 98,397 ",Invention for Innovation,,
,,13/02/2014,Research & development,DG: RDD,EXETER UNIVERSITY OF,PUBLIC,EX4 4QJ,ERS-514203-86046," 65,770 ",HTA Commissioned Research,,
,,13/02/2014,Research & development,DG: RDD,NOTTINGHAM UNIVERSITY OF,PUBLIC,NG7 2RD,ERS-514204-86050," 67,782 ",HTA Customer Priority Research,,
,,13/02/2014,Research & development,DG: RDD,CARDIFF UNIVERSITY,PUBLIC,CF24 0DE,ERS-514207-86045," 30,971 ",HS & DR,,
,,13/02/2014,Research & development,DG: RDD,UNIVERSITY COLLEGE LONDON UCL,PUBLIC,WC1E 6BT,ERS-514212-86049," 91,880 ",PROJECTS,,
,,14/02/2014,Professional fees,DG: SCLGCP,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,PUBLIC,DN4 8QN,0000064574," 47,500 ",Fees for Y&H/East Mids section 12 approval panel for the period of 01-04-13 to 31-03-2014,,
,,14/02/2014,Service charge,DG: GOAD,GEORGE ELIOT HOSPITAL NHS TRUST,PUBLIC,CV10 7DJ,T0114986," 271,048 ",Revenue: LSP NME - George Eliot Hospital - FY 2013/14 STAF & LC costs for Lorenzo Deployment,,
,,14/02/2014,Service charge,DG: GOAD,GEORGE ELIOT HOSPITAL NHS TRUST,PUBLIC,CV10 7DJ,T0114987," 240,858 ",Revenue: LSP NME - George Eliot Hospital - FY 2013/14 STAF & LC costs for Lorenzo Deployment,,
,,14/02/2014,"SFVS - product & distribution cost, during November & December 2013",DG: PHD,Pioneer,,,inv16830," 40,119 ",,,
,,14/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,Total Produce (Bristol),,,B14010131865," 32,793 ",,,
,,14/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,Total Produce (Bristol),,,B14010131801," 34,172 ",,,
,,14/02/2014,"SFVS - product & distribution cost, during January 2014",DG: PHD,Total Produce (Bristol),,,B14010131933," 36,850 ",,,
,,14/02/2014,Provisions cash payment,DG: PHD,SKIPTON FUND LTD,VCS,SW1H 0QS,06/13-14," 1,248,984 ",Skipton Fund funding,,
,,14/02/2014,Capital Grants to Other Bodies,DG: RDD,DEPARTMENT FOR BUSINESS INNOVATION AND SKILLS (BIS),PUBLIC,SW1H ONN,615110000743," 56,000,000 ",Unallocated,,
,,17/02/2014,IT minor costs non capital,DG: GOAD,KENT COMMUNITY NHS TRUST RYY,PUBLIC,CT1 3NG,24018432," 25,000 ",,,
,,17/02/2014,Provisions cash payment,DG: ERD,NHS INJURY BENEFITS SCHEME,PUBLIC,FY7 8LG,ERS-514380-86121," 4,025,656 ","Injury Allowance Recharge Payment, Feb 2014",,
,,17/02/2014,Additions FT Financing Facility Loans,DG: Central Technical,ALDER HEY CHILDRENS NHS FOUNDATION TRUST,PUBLIC,L12 2AP,HAFS-16428," 4,000,000 ",,,
,,17/02/2014,Additions FT Financing Facility Loans,DG: Central Technical,SOUTH DEVON HEALTHCARE NHS FOUNDATION TRUST,PUBLIC,TQ2 7AN,HAFS-16429," 980,000 ",,,
,,17/02/2014,Additions FT Financing Facility Loans,DG: Central Technical,THE ROYAL MARSDEN NHS FOUNDATION TRUST,PUBLIC,SW3 6JJ,HAFS-16430," 2,500,000 ",,,
,,17/02/2014,Additions FT Financing Facility Loans,DG: Central Technical,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,PUBLIC,YO30 4RY,HAFS-16431," 1,580,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,BARTS HEALTH NHS TRUST,PUBLIC,E1 8PR,HAFS-16432," 1,403,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,HAFS-16433," 350,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,EAST SUSSEX HEALTHCARE NHS TRUST,PUBLIC,TN37 7PT,HAFS-16434," 2,718,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,ISLE OF WIGHT NHS TRUST,PUBLIC,PO30 5TG,HAFS-16435," 309,000 ",,,
,,17/02/2014,Additions PDC Revenue Support NHS FT Permenant,DG: Central Technical,MID STAFFORDSHIRE NHS FOUNDATION TRUST,PUBLIC,ST16 3SA,HAFS-16436," 1,336,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,PUBLIC,NR8 6AN,HAFS-16437," 249,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,ROYAL BERKSHIRE NHS FOUNDATION TRUST,PUBLIC,RG1 5AN,HAFS-16438," 60,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,HAFS-16439," 141,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,ROYAL UNITED HOSPITAL BATH NHS TRUST,PUBLIC,BA1 3NG,HAFS-16440," 1,306,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,FY3 8NR,HAFS-16441," 208,000 ",,,
,,17/02/2014,Additions PDC Revenue Support NHS T Permenant,DG: Central Technical,EAST SUSSEX HEALTHCARE NHS TRUST,PUBLIC,TN37 7PT,HAFS-16442," 34,400,000 ",,,
,,17/02/2014,Additions PDC Revenue Support NHS T Temporary,DG: Central Technical,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,PUBLIC,CA2 7HX,HAFS-16443," 18,000,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,PUBLIC,EX2 5DW,HAFS-16444," 1,053,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS T Permenant,DG: Central Technical,ROYAL UNITED HOSPITAL BATH NHS TRUST,PUBLIC,BA1 3NG,HAFS-16445," 555,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,PUBLIC,NG17 4JL,HAFS-16446," 750,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,PUBLIC,UB8 3NN,HAFS-16447," 154,000 ",,,
,,17/02/2014,Additions PDC Capital Support NHS FT Permenant,DG: Central Technical,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,PUBLIC,WF3 1we,HAFS-16448," 2,398,000 ",,,
,,17/02/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313859RI," 7,177 ","Building Maintenance Costs from 01/04/13 - 31/03/2014 @£7,176.74 mthly",,
,,17/02/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313859RI," 6,303 ","Cleaning Costs from 01/04/13 - 31/03/2014 @£6,303.30 mthly",,
,,17/02/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313859RI," 12,726 ","FM Costs from 01/04/13 - 31/03/2014 @£12,726.26 mthly",,
,,17/02/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313859RI," 12,780 ","Security Costs from 01/04/13 - 31/03/2014 @£12,779.78 mthly",,
,,17/02/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313864RI," 32,895 ","Building Maintenance Costs from 01/04/13 - 31/03/2014 @£32,895.09 mthly",,
,,17/02/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313865RI," 55,675 ","Building Maintenance Costs from 01/04/13 - 31/03/2014 @55,674.56 mthly",,
,,17/02/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313865RI," 10,786 ","FM Costs from 01/04/13 - 31/03/2014 @£10,785.83 mthly",,
,,17/02/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313866RI," 45,538 ","Building Maintenance Costs from 01/04/13 - 31/03/2014 @£45,538.01 mthly",,
,,17/02/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313866RI," 21,979 ","Cleaning Costs from 01/04/13 - 31/03/2014 @£21,978.84 mthly",,
,,17/02/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313866RI," 12,690 ","FM Costs from 01/04/13 - 31/03/2014 @£12,690.20 mthly",,
,,17/02/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313866RI," 28,625 ","Security Costs from 01/04/13 - 31/03/2014 @£28,624.62 mthly",,
,,17/02/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313867RI," 47,940 ","Building Maintenance Costs from 01/04/13 - 31/03/2014 @£47,940.42 mthly",,
,,17/02/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313867RI," 28,341 ","Cleaning Costs from 01/04/13 - 31/03/2014 @£28,341.45 mthly",,
,,17/02/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313867RI," 25,621 ","FM Costs from 01/04/13 - 31/03/2014 @£25,620.70 mthly",,
,,17/02/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313867RI," 46,325 ","Security Costs from 01/04/13 - 31/03/2014 @£46,325.13 mthly",,
,,17/02/2014,Building repairs & maintenance,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313868RI," 37,512 ","Building Maintenance Costs from 01/04/13 - 31/03/2014 @37,511.67 mthly",,
,,17/02/2014,Cleaning: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313868RI," 16,826 ","Cleaning Costs from 01/04/13 - 31/03/2014 @£16,825.99 mthly",,
,,17/02/2014,Facilities management: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313868RI," 9,895 ","FM Fixed Costs from 01/04/13 - 31/03/2014 @£9,895.04 mthly",,
,,17/02/2014,Security: contract,DG: GOAD,EMCOR FACILITIES SERVICES LTD,LARGE,SO53 3YE,00313868RI," 28,115 ","Security Costs from 01/04/13 - 31/03/2014 @£28,115.09 mthly",,
,,17/02/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10102137," 437,814 ",Information Systems,,
,,17/02/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10102137, (12),Information Systems,,
,,17/02/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10102138," 56,852 ",Information Systems,,
,,17/02/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10102138, -   ,Information Systems,,
,,17/02/2014,Outsourcing Contract,DG: RDD,PA CONSULTING SERVICES LTD,LARGE,SW1W 9SR,10102139," 34,264 ",Information Systems,,
,,17/02/2014,Outsourcing Contract,DG: GOAD,BDO LLP,LARGE,W1U 7EU,1219868," 27,346 ",,,
,,17/02/2014,Outsourcing Contract,DG: GOAD,BDO LLP,LARGE,W1U 7EU,1219872," 27,346 ",,,
,,17/02/2014,Outsourcing Contract,DG: PHD,SAPIENT LTD,LARGE,E1 6DU,30020," 72,515 ",13-14 EESSI-OHT System software design and related services Sapient costs,,
,,17/02/2014,Addition Clearing - SW LIC,DG: GOAD,IN PRACTICE SYSTEMS LTD,LARGE,SW8 3QJ,402811," 1,912,166 ",Capital: In Practice Systems GPSoC - 3 month capital charges for the period commencing 01-01-14 . Software License Charges. Module Charges,,
,,17/02/2014,Service charge,DG: GOAD,IN PRACTICE SYSTEMS LTD,LARGE,SW8 3QJ,402811," 627,497 ",Revenue: In Practice Systems GPSoC - 3 month revenue charges for the period commencing 01-01-14 . System Support Charges. Hosting Charges,,
,,17/02/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),LARGE,RG12 1RW,442245," 1,132,200 ",Revenue: NHS Mail Core Contract to cover spend for services between July 1st 2013 and March 31st 2014,,
,,17/02/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584151286," 23,840 ",NHS England - Tranche 2,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047," 2,745 ",furosemide_10mg/ml 5ml_injection1-5,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 458 ,hyoscine hydrobromide_400mcg/ml 1ml amp_injection10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 115 ,hyoscine hydrobromide_600mcg/ml 1ml amp_injection10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 459 ,magnesium sulphate_50% 10ml_injection10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 346 ,magnesium sulphate_50% 2ml_injection10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047," 82,700 ",methadone_1mg/ml_liquid500ml,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 115 ,paracetamol_125mg_suppository10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 119 ,phenobarbital_200mg/ml 1ml_injection10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 0 ,,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 230 ,ephedrine_3mg/ml 10ml_injection10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 462 ,ephedrine_30mg/ml 1ml_injection10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 32 ,dopamine_40mg/ml 5ml_injection5-10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047," 12,372 ",chloramphenicol_0.5%_eye drops5ml-10ml,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 130 ,calcium chloride_10% 10ml_injection1,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 639 ,betamethasone_0.1%_eye drops5-10ml,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 230 ,adrenaline_1:10000 100mcg/ml pfs_injection1,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 114 ,adrenaline_1:10000 100mcg/ml amp_injection10,,
,,17/02/2014,Raw materials & consumables,DG: SFNHS,MARTINDALE PHARMACEUTICALS LTD,LARGE,RM3 8UG,90073047, 346 ,adrenaline_1:1000 1mg/ml 1ml amp_injection10,,
,,17/02/2014,Outsourcing Contract,DG: SFNHS,PHARMACEUTICAL SERVICES NEGOTIATING COMMITTEE,SME,HP20 2PJ,MS13-14Q1/MD/RW," 28,226 ",Provision of services related to the margin survey - to investigate the level of margin achieved by community pharmacies in 2013/14.,,
,,17/02/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,THE NATIONAL SKILLS ACADEMY FOR SOCIAL CARE,VCS,SE1 2HB,ERS-514326-86061," 600,000 ",2013/058 The Leadership Development Forum and Developing Support for Registered Managers,,
,,17/02/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,THE LEADERSHIP CENTRE FOR LOCAL GOVERNMENT,VCS,SW1P 3HZ,ERS-514333-86081," 300,000 ",Revenue Grant - The Leadersdhip Centre - 2013/057 - The system Leadership Programme 2013/14,,
,,17/02/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,ST GEORGE'S HOSPITAL CHARITY,VCS,SW17 0QT,ERS-514357-86101," 35,800 ",Revenue Grant - Books beyond words - Behaviour that challenges - 2013/53,,
,,17/02/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,NATIONAL DEVELOPMENT TEAM FOR INCLUSION NDTI,VCS,BL9 5BT,ERS-514362-86102," 70,925 ",Section 64 Revenue Grant-NDTI - Advocacy Quality Performance review and relaunch,,
,,18/02/2014,Outsourcing Contract,DG: ERD,NHS EMPLOYERS LTD,SME,LS10 1JR,13351," 2,274,967 ","Quarters 2, 3 & 4 core contract",,
,,18/02/2014,Outsourcing Contract,DG: SFNHS,HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST,PUBLIC,AL3 5TL,414152," 25,044 ",HERTFORDSHIRE PARTNERSHIP NHS FOUNDATION TRUST - Security,,
,,18/02/2014,Consultancy/Professional Advice,DG: SFNHS,DELOITTE,LARGE,MK9 1FD,1111023589," 46,468 ","Project Verdi - Financial advisory services - Stage 2 Post -OJEU remaining budget,",,
,,18/02/2014,Consultancy/Professional Advice,DG: SFNHS,DELOITTE,LARGE,MK9 1FD,2410071963," 20,984 ","Project Verdi - Financial advisory services - Stage 2 Post -OJEU remaining budget,",,
,,18/02/2014,Outsourcing Contract,DG: ERD,TAYLOR BENNETT LTD,LARGE,W1G 9HZ,5644," 24,384 ",Executive search to recruit Head of News,,
,,18/02/2014,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90154982," 41,360 ",OC/2013/09- Business Support,,
,,18/02/2014,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90154985," 236,317 ",OC/2013/01 - Non Transferring staff,,
,,18/02/2014,Outsourcing Contract,DG: ERD,MOUCHEL MANAGEMENT CONSULTING LTD,LARGE,GU21 6QX,90154989," 25,306 ",OC/2013/07 - Other overheads and profit,,
,,18/02/2014,Telephone costs,DG: GOAD,BT PLC,LARGE,DH98 1BT,VP41472470Q022012M," 45,801 ","Telecoms charges FY13/14  for LETB - ground floor, Blenheim House",,
,,18/02/2014,Telephone costs,DG: GOAD,BT PLC,LARGE,DH98 1BT,VP41472470Q022012M, (0),,,
,,18/02/2014,Outsourcing Contract,DG: RDD,LEEDS UNIVERSITY OF,PUBLIC,LS2 9JT,90190776," 681,543 ",Information Systems,,
,,18/02/2014,Revenue Grants to non-profit institutions,DG: SCLGCP,SOCIAL CARE INSTITUTE FOR EXCELLENCE SCIE,VCS,NW1 6AQ,ERS-514408-86141," 500,000 ",2013/001 Social Care Institute for Excellence - project: DH commissioned work- policy grant,,
,,18/02/2014,Training (Learning and Development),DG: ERD,THE FLORENCE NIGHTINGALE FOUNDATION,VCS,SW1W 0DH,FNF DOH CC 02/2014," 98,908 ",Leadership training to foster Compassionate Care,,
,,19/02/2014,Outsourcing Contract,DG: GOAD,NHS SHARED BUSINESS SERVICES SBS,PUBLIC,WF3 1WE,100022154," 92,881 ",NHS SBS charges for BMS Support and Development Service from 1 April 2013 to 31 March 2014,,
,,19/02/2014,Outsourcing Contract,DG: SFNHS,ATTENTION RETRAINING TECHNOLOGIES LTD,SME,LL606ED,00130," 52,301 ",SBRI Development  Funding - Behaviour Change,,
,,19/02/2014,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,SME,LS1 2TW,10966," 211,400 ",BJSS - Choose & Book - Capital e-RS Re-platform contract . August 2013 to  31st March 2014,,
,,19/02/2014,Addition Clearing - SW LIC,DG: GOAD,BJSS LTD,SME,LS1 2TW,11162," 274,820 ",BJSS - Choose & Book - Capital e-RS Re-platform contract . August 2013 to  31st March 2014,,
,,19/02/2014,Contractor/Staff Substitution,DG: GOAD,FOURSIGHT LTD,LARGE,B1 3ND,3509," 46,105 ",,,
,,19/02/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),LARGE,RG12 1RW,442231," 469,743 ",Revenue: NHS Mail Core Contract to cover spend for services between July 1st 2013 and March 31st 2014,,
,,19/02/2014,Service charge,DG: GOAD,CABLE AND WIRELESS COMMUNICATION (VODAFONE),LARGE,RG12 1RW,442243," 36,824 ",Revenue: NHS Mail - March 2013 -March 2014 AVAS on going support charge,,
,,19/02/2014,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,DS101L-050786-1/1/14," 27,750 ","Blenheim House - Annual Rental FY2013 - 2014 (Part Ground Floor) @£23,125 qtrly",,
,,19/02/2014,Service charge,DG: GOAD,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,DS101L-050786-1/1/14," 9,036 ","Blenheim House - Annual Service Charge FY2013 - 2014 (Part Ground Floor) @£7,529.645 qtrly",,
,,19/02/2014,Rent of Land & Buildings (non-PFI operating lease),DG: GOAD,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,DS101L-050787-1/1/14," 130,500 ","Blenheim House - Annual Rental FY2013 - 2014 (Part Ground, 1st & 2nd Floors) @£108,750 qtrly",,
,,19/02/2014,Service charge,DG: GOAD,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,DS101L-050787-1/1/14," 47,412 ","Blenheim House - Annual Service Charge FY2013 - 2014 (Part Ground, 1st & 2nd Floors) @£39,510.11 qtrly",,
,,19/02/2014,Service charge,DG: GOAD,SAVILLS COMMERCIAL LTD,LARGE,M2 2FE,DS101L-050787-1/1/14, 0 ,,,
,,19/02/2014,Outsourcing Contract,DG: ERD,CABINET OFFICE,PUBLIC,CF14 3UW,250009114," 27,104 ",Editorial service by Government Digital Service (at Cabinet Office) to develop DH content on gov.uk,,
,,19/02/2014,Revenue Grants to non-profit institutions,DG: PHD,ROYAL COLLEGE OF OBSTETRICIANS AND GYNAECOLOGISTS,PUBLIC,NW1 4RG,ERS-514524-86161," 75,000 ",Royal College of Obstetrician and Gynaecologists - 2013/084 - Review of procedures for the completion and transmission of HSA4 forms following termination of pregnancy for fetal abnormality,,
,,19/02/2014,ENDPBs Admin Capital Grant in Aid,DG: SCLGCP,HOMES AND COMMUNITIES AGENCY (HCA),PUBLIC,NE11 0NA,S0010386," 1,501,000 ",Homes & Communities Agency - CASSH Fund Capital Payments to HCA,,
,,20/02/2014,Service charge,DG: GOAD,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12666670," 419,557 ",Revenue HSCIC  - Choices. Clinical indicator costs April 2013 -September 2013,,
,,20/02/2014,Outsourcing Contract,DG: SFNHS,HEALTH AND SOCIAL CARE INFORMATION CENTRE,PUBLIC,,12666671," 57,600 ",IAPT Currency Calculator Software Tool,,
,,20/02/2014,Research & development,DG: RDD,LEEDS TEACHING HOSPITAL NHS TRUST,PUBLIC,LS9 7TF,427857," 79,742 ",NCCRCD Management,,
,,20/02/2014,Research & development,DG: RDD,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,PUBLIC,WF3 1WE,ERS-514619-86203," 50,000 ",Health Technology Co-operatives,,
,,20/02/2014,Research & development,DG: RDD,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,PUBLIC,W12 0HS,ERS-514620-86209," 117,822 ",Quality and Safety Research Centres,,
,,20/02/2014,Research & development,DG: RDD,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,SE5 9RS,ERS-514622-86206," 166,600 ",CLAHRCs,,
,,20/02/2014,Research & development,DG: RDD,LUTON AND DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,PUBLIC,LU4 0DZ,ERS-514628-86205," 37,040 ",Research for Patient Benefit,,
,,20/02/2014,Consultancy/Professional Advice,DG: PHD,SAPIENT LTD,LARGE,E14 9GE,30021," 29,769 ",Funding Sapient TCG decision 13 January,,
,,20/02/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201357684," 22,908 ",Capital LSP NME - Resource to continue to provide support to the Lorenzo implementation - Derby STAFA,,
,,20/02/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201357685," 23,081 ",Capital: STAF - Development the Transformation Engine which will be used to generate files used for Data Migration in relation to the Walsall deployment of Lorenzo,,
,,20/02/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201357686," 23,500 ",Capital: LSP NME - Resource to continue to provide support to develop the transformation Engine to be used in the Lorenzo implementation - Walsall STAFA,,
,,20/02/2014,Addition Clearing - SW LIC,DG: GOAD,CSC COMPUTER SCIENCES LTD,LARGE,PR1 8UQ,5201357687," 37,349 ",Capital: NME - Resource to continue support to the Lorenzo implementation - Walsall STAFA,,
,,20/02/2014,Outsourcing Contract,DG: GOAD,ATOS IT SOLUTIONS AND SERVICES LTD,LARGE,WS11 0JA,5584151733," 33,053 ",Telephony - Managed Agency Service (MAS),,
,,20/02/2014,Research & development,DG: RDD,QUANTUMDX GROUP LTD,SME,CR8 4EJ,DH09/LS-1010-10014," 84,592 ",Invention for Innovation,,
,,20/02/2014,Revenue Grants to non-profit institutions,DG: ERD,SKILLS FOR HEALTH LTD,PUBLIC,,ERS-514580-86181," 266,000 ",2013/002 - Skills for Health Ltd - project: Workforce development project- policy grant ,,
,,20/02/2014,IT minor costs non capital,DG: ERD,MCKESSON INFORMATION SOLUTIONS UK LTD,LARGE,CV34 6NZ,INV010627," 31,412 ",ESR CCN 789 - Total Rewards Statement Solution (pass through cost to BSA),,
