Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54361,60.00,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54361,63.27,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54361,40.20,BLG Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54362,6.97,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54362,20.00,BLG Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54363,13.70,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Rail Travel UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54363,3.00,BLG Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54363,10.00,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54363,13.50,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54364,7.77,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54364,10.00,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54364,11.68,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54364,14.93,BLG Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54365,58.00,BLG Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Hotel & Accommodation Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",54366,199.40,K&I Devolved Admin-Hotel & Accommodation Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services Overseas,Knowledge & Innovation Group - International Knowledge and Innovation,"Personal Expense, Name Witheld",54366,13.30,K&I Devolved Admin-Taxi Services Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",54367,4.15,P&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",54367,4.40,P&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",54368,8.80,P&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",54369,4.40,P&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,"People & Strategy - Director of Change and Corporate Effectiveness, including the BIS Secretariat","Personal Expense, Name Witheld",54369,4.75,P&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54370,409.05,Legal Services Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54370,5.00,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54370,17.10,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54370,5.00,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54370,15.00,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",54371,5.00,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",54371,7.80,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",54371,10.70,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Business & Local Growth - Digital Economy Unit,"Personal Expense, Name Witheld",54371,13.42,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,People & Strategy - Human Resources,"Personal Expense, Name Witheld",54372,16.50,P&S Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,People & Strategy - Human Resources,"Personal Expense, Name Witheld",54373,17.00,P&S Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,People & Strategy - Human Resources,"Personal Expense, Name Witheld",54374,8.00,P&S Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54375,2.20,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Mileage Allowance UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54376,14.76,BLG Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54376,3.86,BLG Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54376,10.00,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Business & Local Growth - Advanced Manufacturing Services,"Personal Expense, Name Witheld",54376,11.07,BLG Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",54377,9.00,E&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",54377,5.00,E&S Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Enterprise & Skills Group - Vocational Education Directorate,"Personal Expense, Name Witheld",54377,15.00,E&S Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",54378,3.50,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,Knowledge & Innovation Group - DISABLED - AVAILABLE FOR FUTURE USE,"Personal Expense, Name Witheld",54378,7.60,K&I Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,Government Office for Science -  Government Office for Science,"Personal Expense, Name Witheld",54379,64.40,Other Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54380,4.60,E&M Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence Overseas,Economics & Markets - International Trade & Export Control,"Personal Expense, Name Witheld",54380,6.72,E&M Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54381,333.45,Legal Services Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54381,2.00,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54381,12.62,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54381,5.00,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54381,9.90,Legal Services Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Enterprise & Skills Group - Better Regulation Executive (BRE),"Personal Expense, Name Witheld",54382,4.20,E&M Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Rail Travel UK,Enterprise & Skills Group - Better Regulation Executive (BRE),"Personal Expense, Name Witheld",54383,8.90,E&S Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Knowledge & Innovation Group - Research Base,"Personal Expense, Name Witheld",54384,85.00,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Enterprise & Skills Group - Better Regulation Executive (BRE),"Personal Expense, Name Witheld",54385,4.95,E&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Mileage Allowance UK,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",54386,138.50,F&C Devolved Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Finance & Commercial Group - Information and Technology Directorate,"Personal Expense, Name Witheld",54386,11.50,F&C Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54387,1.66,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Subsistence Overseas,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54387,4.46,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Subsistence Overseas,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54387,10.00,K&I Devolved Admin-Subsistence Overseas,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54388,3.90,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54388,8.90,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Subsistence UK,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54388,5.00,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Subsistence UK,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54388,9.70,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Taxi Services UK,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54388,7.05,K&I Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54389,6.50,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54389,9.00,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Other Travel,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54389,11.12,K&I Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Subsistence UK,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54389,5.00,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Subsistence UK,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54389,6.25,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Subsistence UK,Knowledge & Innovation Group - Innovation Directorate,"Personal Expense, Name Witheld",54389,17.16,K&I Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,People & Strategy - Human Resources,"Personal Expense, Name Witheld",54390,9.44,P&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,People & Strategy - Human Resources,"Personal Expense, Name Witheld",54390,14.00,P&S Devolved Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Subsistence UK,People & Strategy - Human Resources,"Personal Expense, Name Witheld",54390,5.95,P&S Devolved Admin-Subsistence UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Taxi Services UK,People & Strategy - Human Resources,"Personal Expense, Name Witheld",54390,56.00,P&S Devolved Admin-Taxi Services UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Rail Travel UK,Business & Local Growth - Regional Growth,"Personal Expense, Name Witheld",54391,128.60,BLG Devolved Admin-Rail Travel UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Mileage Allowance UK,Legal Services - Legal Services,"Personal Expense, Name Witheld",54392,128.70,Legal Services Admin-Mileage Allowance UK,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Other Travel,Legal Services - Legal Services,"Personal Expense, Name Witheld",54392,5.00,Legal Services Admin-Other Travel,SW1H 0ET,EMPLOYEE
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Additions - Other Loans - Public Corporations,Shareholder Executive - Corporate Finance Practice,POST OFFICE LTD C/O ROYAL MAIL,54408,9000000.00,POL: Voted Loans-Additions - Other Loans - Public Corporations,S49 1HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Interest receivable - PCs - Loans (Consolidated Fund),Shareholder Executive - Corporate Finance Practice,POST OFFICE LTD C/O ROYAL MAIL,54408,-2601.03,POL: Interest on Loans-Interest receivable - PCs - Loans (Consolidated Fund),S49 1HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Gas,Finance & Commercial Group - Estates,CORONA ENERGY RETAIL 4 LTD,54410,2200.31,F&C Devolved Admin-Gas,WD17 1JW,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,54415,-312.96,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,54415,68.70,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,54415,71.10,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,54415,86.25,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,54415,88.73,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,54415,99.90,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,54415,115.07,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,54415,266.85,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Leasing of Motor Vehicles,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,ADDISON LEE plc,54415,409.91,MPST Devolved Admin-Leasing of Motor Vehicles,NW1 3ER,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/08/2014,Printing,People & Strategy - Communications Directorate,WILLIAMS LEA LTD,54416,5032.57,P&S Devolved Admin-Printing,EC1M 4NA,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Enforcement,Business & Local Growth - Europen Reform,HAMPSHIRE COUNTY COUNCIL,54417,96.02,MC&PR: Product Regulations-Enforcement,SO23 8UB,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2014,Publications,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,54420,130.00,MPST Devolved Admin-Publications,NR3 1QZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2014,Publications,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,54420,165.00,MPST Devolved Admin-Publications,NR3 1QZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2014,Publications,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,54421,130.00,MPST Devolved Admin-Publications,NR3 1QZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",14/08/2014,Publications,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,THE STATIONERY OFFICE LTD,54421,165.00,MPST Devolved Admin-Publications,NR3 1QZ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Water,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,54422,301.82,F&C Devolved Admin-Water,TS19 1JA,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Electricity,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,54423,-510.76,F&C Devolved Admin-Electricity,TS19 1JA,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Electricity,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,54423,102.15,E&M Devolved Admin-Electricity,TS19 1JA,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Electricity,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,54423,1123.67,F&C Devolved Admin-Electricity,TS19 1JA,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Gas,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,54424,4.27,F&C Devolved Admin-Gas,TS19 1JA,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Gas,Finance & Commercial Group - Estates,STOCKTON BOROUGH COUNCIL,54424,50.81,F&C Devolved Admin-Gas,TS19 1JA,WGA ONLY
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,54427,68671.62,F&C Devolved Admin-Electricity,PL3 5XQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,Electricity,Finance & Commercial Group - Estates,EDF ENERGY plc,54429,7182.06,Abbey Orchard Street-Electricity,PL3 5XQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),54432,21.25,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),54432,32.29,P&S Devolved Admin-Advertising,WC1R 4HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Advertising,People & Strategy - Communications Directorate,M4C (A DIVISION OF GROUPM UK LTD),54432,54595.60,Corporate Presentation-Advertising,WC1R 4HQ,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Current Grants To Private Sector - NPISH,Enterprise & Skills Group - Enterprise Directorate,GO ON UK LTD,54433,2732.86,Enterprise Directorate Priority Projects-Current Grants To Private Sector - NPISH,W1F 8HT,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Telecoms,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,DAISY COMMUNICATIONS LTD,54440,31.97,MPST Devolved Admin-Telecoms,BB9 5SR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",08/08/2014,Telecoms,Ministerial and Parliamentary Support -  Ministerial and Parliamentary Support Team,DAISY COMMUNICATIONS LTD,54442,43.92,MPST Devolved Admin-Telecoms,BB9 5SR,VENDOR
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",12/08/2014,External Legal Advice and Service,Shareholder Executive - ED SME Finance Policy,BOND DICKINSON LLP,54451,2035.00,EF: Access To Finance Projects-External Legal Advice and Service,NE1 3DX,VENDOR
