EA FEB 2012 - >£25k Payments report ,,,,,,,,,,,
Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure type
02-Feb-12,Professional Services Technical Services,SW Wessex North- Flood Risk,May Gurney Ltd,1042485,50400,South West - Mechanical and Electrical Services,NR14 8SZ,,30165561,RESW001174,Administration
16-Feb-12,Construction,SW Wessex-Area Mgr,Wessex Water,1033870,30000,Contribution to the Frome and Piddle Catchment Initiative 2011.,BA2 7WW,,,RESW001131,Administration
07-Feb-12,Professional Services Technical Services,SW Wessex-Ops Delivery,Taunton Deane Borough Council,1043037,54028.8,New main river contract 2011/2012 for emergency works,TA1 2BB,,,,Project
07-Feb-12,Construction,Vehicle Incidents,Gallagher Bassett,1042983,26975.64,Reimbursement payments made on behalf of EA to our motor insurers 3rd party claim handlers during financial year 2011/12. ,E1 1LU,,30182566,,Administration
07-Feb-12,Construction,WA Capital WiP,Birse Civils Ltd,1044258,490091.33,Engineering Construction Works national contractors framework2  - Riverside Newport April 2011 - Dec 2012,LS24 9BX,,40015267,IMWA000754,Project
23-Feb-12,Professional Services Technical Services,WA Capital WiP,Dyer & Butler Ltd,1041811,357451.36,Brofiscin Remedial Works. Additional material and associated time delay.,SA1 2NX,,40018495,IMWA001145,Project
02-Feb-12,Construction,WA Capital WiP,Birse Civils Ltd,1037146,284112.82,"Riverside Newport additional in-river probing, change to stone specification, additional piles and spacing of stakes, alignment of wall  additional borehole requirement, asbestos, vibration monitoring",DN18 5BW,,40015267,IMWA000754,Project
14-Feb-12,Energy & Utilities,WA Capital WiP,JU Bowen Construction Ltd,1040010,72840.78,Morfa Brook additinal supply install and materials for new Palisade fencing.,SY16 2DR,,40018012,IMWA001025,Project
02-Feb-12,Construction,WA Capital WiP,YSI Hydrodata Ltd,1044271,47370,Multiparameter water quality meter,SG6 1FG,,40024320,IMWA001164,Administration
09-Feb-12,Construction,WA Capital WiP,AEBI UK Ltd,1039512,43260,Supply and Delivery of Embankment Cutters,DN22 7HQ,,40026364,HOFRMWA005,Administration
09-Feb-12,Waste Management,WA Capital WiP,Halcrow Group Ltd,1037055,40844.48,Riverside Newport Detailed Design. Construction phase underwater noise monitoring. ,SN4 0QD,,40007939,IMWA000754,Project
23-Feb-12,Operational Goods & Services,WA Capital WiP,YSI Hydrodata Ltd,1043346,35943,"YSI profiler Hardware and instrumentation (including YSI 6600 V2 data sonde and probes ), YSI Chla and BGA sensors and profiler and pontoon.",SG6 1FG,,40024320,IMWA001147,Administration
21-Feb-12,Facilities,WA Capital WiP,White Young Green,1042383,35661.18,National Site Investigation Framework - Ystradgynlais flood risk management Scheme Early Detailed Design Ground Investigation ,LS6 2UJ,,40031171,IMWA000851,Project
23-Feb-12,Marketing & Media,WA Capital WiP,Galliford Try Infrastructure Ltd,1044282,33528.43,Fairbourne Flood alleviation Scheme - Works measured to 30.12.11,LE10 3JF,,40015270,IMWA000671,Project
07-Feb-12,Professional Services Technical Services,WA Exchequer Mgr,Freshwater UK Ltd,1045173,25454.61,Statutory Notice advertising charges,CF23 8BA,,,,Administration
21-Feb-12,Energy & Utilities,WA Regional Facilities,Integral UK Ltd,1043896,51012,"Purchase order, for various work to be carried out for accommodation move",BS32 4SG,,40013485,REWA000981,Project
09-Feb-12,Operational Goods & Services,WA Regional Facilities,Kinnarps UK Ltd,1041618,32882.76,Kinnarps for Countryside Council for Wales furniture as part of the accommodation moves,SL3 0DX,,40023452,REWA000981,Administration
07-Feb-12,Construction,WA Regional Facilities,Jehu Project Services Ltd,1037744,26210.36,Structural Repairs Ty Cambria,CF31 3PH,,,REWA000177,Project
07-Feb-12,Construction,WA South West-AEM - East,Acumen Waste Services Ltd,1039562,38413.18,Tyres removal from site by contractor,LS23 6LP,,40028067 | ,REWA100035,Administration
21-Feb-12,ICT,WA South West-AEM - EM Monitoring,Pembrokeshire County Council,1045148,58800,Collaborative agreement with Westfield Pill Fish Pass Project,SA61 1TP,,,,Project
21-Feb-12,ICT,WA South West-MEICA,Integral UK Ltd,1044349,27000.34,Maintenance and repair of Mechanical and Electrical Equipment in the South East Area for a period from 1st April 2011 to 31st March 2012 ,BS32 4SG,,40023790,REWA100002,Project
02-Feb-12,Environmental Services,WA Water and Environment,Energy Saving Trust,1037371,72000,Collaborative Agreement with the Energy Saving Trust to deliver Living Wise Cardiff pilot behaviour change project,SW1H 9BP,,,REWA000916,Project
14-Feb-12,Environmental Services,WA Water and Environment,Apem Ltd,1042721,26968.8,"Phase 2 Wales River Walk Surveys - Dafen, Ebbw, Worthenbury Brook & Clwyd -  Also Llynfi, Whitchurch Brook & Nant Glandulas.",SK4 3GN,,40018927,REWA000329,Project
