Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,78.04,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,225.05,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,77.95,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,85.17,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,121.07,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,15.41,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,21.71,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,464.38,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,27.84,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,19.98,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,60.13,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,9.67,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,50.73,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,65.77,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,9.67,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,112.42,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,942.56,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,50.81,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,104.08,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,76.47,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,106.20,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,44.60,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,13.53,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,185.79,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,31.74,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,49.89,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,90.14,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,6.94,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,112.04,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,201.02,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,18.66,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,115.71,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,26.64,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,29.41,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,35.11,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,17.38,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,36.87,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,102.58,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,279.40,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,287.77,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,671.17,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,423.45,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,33.96,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,156.99,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,4.40,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,225.26,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,3.82,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,139.14,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,99.49,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,108.42,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,10.60,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,16.26,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,102.70,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,743.10,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,21.44,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,510.42,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,10.57,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,45.14,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,85.58,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,29.70,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,52.44,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,261.14,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,10.99,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,8.95,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,34.74,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,6.22,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,149.65,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,53.30,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,212.21,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,79.04,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,58.99,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,929.38,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,501.96,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,8.16,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,13.48,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,481.65,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,19.67,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,62.75,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,54.16,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,147.45,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,486.26,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,186.66,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,392.69,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,564.46,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,30.94,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,63.66,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,26.70,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,276.13,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,114.15,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,79.12,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,282.70,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,938.15,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,7.60,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,21.74,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,410.61,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,29.10,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,20.62,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,"3,276.11",,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,46.72,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,344.30,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,145.47,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,75.19,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,252.87,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,14.38,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,"1,093.97",,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,58.20,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,23.97,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,108.22,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,38.46,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,37.33,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,341.97,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,21.27,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,337.35,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,12.44,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,10.63,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,82.00,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,42.28,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,51.42,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,522.72,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,21.27,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,162.44,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,111.48,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,99.50,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,952.94,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,155.22,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,124.92,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,14.12,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,15.44,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,521.10,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,114.56,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,29.99,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,77.09,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,4.04,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,20.92,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,4.70,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,28.31,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,73.44,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,7.56,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,17.85,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,469.10,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,17.79,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,292.40,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,78.53,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,628.52,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,15.00,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,45.95,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,64.29,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,247.43,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,7.80,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,12.01,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,16.76,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,454.78,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,15.00,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,26.64,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,47.95,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,24.48,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,363.62,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,68.21,,
Department for Work and Pensions ,Jobcentre Plus,19/04/2010,PRINTING STATIONERY IT & CONSUMABLES,JOBCENTRE PLUS,XEROX UK LIMITED,2014848988,328.62,,
